assay_id,src_id,tissue_id,confidence_score,doc_id,assay_organism,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
205,1,,8,13622,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,,
206,1,,9,12079,Homo sapiens,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,9606.0,,,
207,1,,8,13500,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,,
208,1,,8,13723,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,,
209,1,,8,16474,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,,
210,1,,8,1630,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,,
211,1,,8,167,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,,
212,1,,8,16474,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,,
213,1,,8,167,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,,
214,1,,8,16474,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,,
215,1,,8,10091,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,,
216,1,,8,11966,,Tested for inhibition against porcine 12-LO,B,,,,,,
217,1,,8,951,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,,
218,1,,8,10997,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,,
219,1,,8,10193,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,,
220,1,,8,10193,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,
221,1,,8,10193,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,,
222,1,,8,10193,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,,
223,1,,8,10193,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,
224,1,,8,10193,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,,
225,1,,8,11087,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,,
226,1,,1,15569,Homo sapiens,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,9606.0,,,41M
227,1,,1,12989,Homo sapiens,In vitro antitumor activity against 41M cell line.,F,,,9606.0,,,41M
228,1,,1,16745,Homo sapiens,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,9606.0,,,41M
229,1,,1,15569,Homo sapiens,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,9606.0,,,41M
230,1,,1,12989,Homo sapiens,In vitro antitumor activity against 41McisR cell line.,F,,,9606.0,,,41M
231,1,,1,12989,Homo sapiens,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,9606.0,,,41M
232,1,,1,16745,Homo sapiens,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,9606.0,,,41M
233,1,,9,6210,Homo sapiens,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,9606.0,,,
234,1,,9,6210,Homo sapiens,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,9606.0,,,
235,1,,8,6226,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,,
236,1,,8,17855,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,
237,1,,8,17855,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,,
238,1,,8,17855,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,
239,1,,8,10413,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,
240,1,,8,10413,Escherichia coli,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,562.0,,,
241,1,,8,10413,Escherichia coli,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,562.0,,,
242,1,,8,10413,Escherichia coli,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,562.0,,,
243,1,,8,10413,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,
244,1,,8,10413,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,,
245,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,,
246,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,9823.0,,,
247,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,,
248,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,9823.0,,,
249,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,,
250,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,,
251,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,9823.0,,,
252,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,,
253,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,9823.0,,,
254,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,9823.0,,,
255,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,,
256,1,,8,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,,
257,1,,8,7323,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,,
258,1,,0,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,,
259,1,,0,7587,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,9823.0,,,
260,1,,8,13750,Saccharomyces cerevisiae,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,4932.0,,,
261,1,,0,7662,Rattus norvegicus,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,10116.0,,,
262,1,,0,7662,Rattus norvegicus,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,10116.0,,,
263,1,,0,7662,Rattus norvegicus,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,10116.0,,,
264,1,,6,12211,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,
265,1,,6,12211,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,
266,1,2116.0,9,12211,Cavia porcellus,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,10141.0,,Ileum,
267,1,,8,12211,,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,,
268,1,,8,15453,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,,
269,1,,0,11884,Rattus norvegicus,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,10116.0,,,
270,1,,8,7185,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,,
271,1,,9,6876,Homo sapiens,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,9606.0,,,
272,1,,9,6876,Homo sapiens,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,9606.0,,,
273,1,,8,11863,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,,
274,1,,8,11863,,Inhibition constant of high-affinity 5-HT uptake,B,,,,,,
275,1,,8,11863,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,,
276,1,,8,11863,,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,,
277,1,,4,4639,,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,,
278,1,,8,15796,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,,
279,1,,8,15796,Bos taurus,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,9913.0,,,
280,1,,5,12801,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,10116.0,,,
281,1,,4,12801,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,,
282,1,,4,12120,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,,
283,1,,4,12120,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,,
284,1,,4,11963,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,,
285,1,,8,11701,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,,
286,1,10000000.0,8,9995,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus,
287,1,10000000.0,8,9995,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,Hippocampus,
288,1,10000000.0,8,9995,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus,
289,1,,8,16394,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,,
290,1,,9,11574,Cavia porcellus,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,10141.0,,,
291,1,,8,15779,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,,CHO
292,1,,8,15363,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,,
293,1,,9,15363,Rattus norvegicus,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,10116.0,,,
294,1,,8,15329,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,,
295,1,,8,15329,,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,,
296,1,,8,15329,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,,
297,1,,8,15329,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,,
298,1,,8,15329,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,,
299,1,,8,15329,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,,
300,1,2116.0,9,273,Cavia porcellus,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,10141.0,,Ileum,
301,1,2116.0,9,273,Cavia porcellus,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,,10141.0,,Ileum,
302,1,2116.0,9,273,Cavia porcellus,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,10141.0,,Ileum,
303,1,,8,12092,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,,
304,1,,9,1317,Rattus norvegicus,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,10116.0,,,
305,1,,8,12409,,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,,
306,1,,0,11126,Gallus gallus,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,,9031.0,,,
307,1,,0,11126,Homo sapiens,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,,9606.0,,,
308,1,,0,11126,Homo sapiens,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,,9606.0,,,
309,1,,1,11126,Homo sapiens,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,,9606.0,,,HL-60
310,1,,0,11126,Homo sapiens,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,,,9606.0,,,
311,1,,0,11126,Homo sapiens,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,B,,,9606.0,,,
312,1,,7,17807,Homo sapiens,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,B,,,9606.0,,,Oocytes
313,1,,2,16575,,Chymotryptic inhibitory activity against 26S proteasome,F,,,,,,
314,1,,2,15407,,Inhibitory activity against 26S proteasome degradation of IkB,B,,,,,,
315,1,,1,10797,Homo sapiens,In vitro inhibition of 2780/DOX ovarian cancer cell line,F,,,9606.0,,,A2780
316,1,,1,10797,Homo sapiens,In vitro inhibition of 2780/S ovarian cancer cell line,F,,,9606.0,,,A2780
317,1,,0,3469,Homo sapiens,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,F,,,9606.0,,,
318,1,,3,16037,,Association constant for binding to AATT 28-mer AATT hairpin,B,,,,,,
319,1,,3,16037,,Kinetically Defined Association Constant for 28-mer AATT hairpin.,B,,,,,,
320,1,,3,16037,,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,,
321,1,,3,16037,,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,,
322,1,,0,16524,Homo sapiens,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),F,,,9606.0,,,
323,1,,0,16524,Homo sapiens,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),F,,,9606.0,,,
324,1,,0,16524,Homo sapiens,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,F,,,9606.0,,,
325,1,,0,16758,Cricetulus griseus,Cytotoxicity against cell line 2SC/20 determined by MTT test,F,,,10029.0,,,
326,1,,0,16758,Cricetulus griseus,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,F,,,10029.0,,,
327,1,,0,16758,Cricetulus griseus,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,F,,,10029.0,,,
328,1,,8,14360,,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,B,,,,,,
329,1,,9,14360,Homo sapiens,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,B,,,9606.0,,,
330,1,,0,9964,Rattus norvegicus,Selectivity ratio of ID50 in liver and heart,B,,,10116.0,,,
331,1,,8,9964,,"Selectivity, ratio of relative ID50 in liver and heart",B,,,,,,
332,1,,8,9964,,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,B,,,,,,
333,1,,8,9964,,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,,
334,1,,8,9964,,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,,
335,1,,8,9964,,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,In vivo,,,,,
336,1,,8,9964,,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",F,In vivo,,,,,
337,1,,0,9964,,"Binding affinity to the thyroid hormone receptor was determined in vitro in isolated nuclei of rat liver relative to 3,5,3' triiodothyronine",B,,,,,,
338,1,,8,9964,,Binding affinity to the receptor was determined in vitro in isolated nuclei of rat liver relative to T3,B,,,,,,
339,1,,0,9964,Homo sapiens,"Binding affinity to thyroid hormone receptor beta, relative to 3,5,3' triiodothyronine receptor, in isolated nuclei of heart",B,,,9606.0,,,
340,1,,8,9964,,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,B,,,,,,
341,1,,8,9964,,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,F,,,,,,
342,1,,8,9964,,"Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to 3,5,3' triiodothyronine receptor",B,,,,,,
