venue,title,id,authors,year
international conference on management of data,metu interoperable database system,246,"asuman dogac , ugur halici , ebru kilic , gokhan ozhan , fatma ozcan , sena nural , cevdet dengi , sema mancuhan , budak arpinar , pinar koksal , cem evrendilek",1996
international conference on management of data,sonar : system for optimized numeric association rules,247,"takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama",1996
international conference on management of data,repository system engineering,248,pillip a. bernstein,1996
international conference on management of data,databases and visualization,249,daniel a. keim,1996
acm transactions on database systems ( tods ),"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach",250,"markos zaharioudakis , michael j. carey , michael j. franklin",1997
international conference on management of data,the ins and outs ( and everything in between ) of data warehousing,251,"phil fernandez , donovan schneider",1996
international conference on management of data,thinksheet : a tool for tailoring complex documents,252,"peter piatko , roman yangarber , daoi lin , dennis shasha",1996
international conference on management of data,hyperstorm-administering structured documents using object-oriented database technology,253,"klemens b &#246; hm , karl aberer",1996
international conference on management of data,state of the art in workflow management research and products,254,c. mohan,1996
international conference on management of data,data mining techniques,255,jiawei han,1996
international conference on management of data,minimization of tree pattern queries,256,"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava",2001
international conference on management of data,data-driven understanding and refinement of schema mappings,257,"ling ling yan , ren &#233; e j. miller , laura m. haas , ronald fagin",2001
international conference on management of data,communication-efficient distributed mining of association rules,258,"assaf schuster , ran wolff",2001
international conference on management of data,selectivity estimation using probabilistic models,259,"lise getoor , benjamin taskar , daphne koller",2001
international conference on management of data,applying the golden rule of sampling for query estimation,260,"yi-leh wu , divyakant agrawal , amr el abbadi",2001
international conference on management of data,monitoring xml data on the web,261,"benjamin nguyen , serge abiteboul , gr &#233; gory cobena , miha &#237; preda",2001
international conference on management of data,on supporting containment queries in relational database management systems,262,"chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman",2001
international conference on management of data,updating xml,263,"igor tatarinov , zachary g. ives , alon y. halevy , daniel s. weld",2001
international conference on management of data,the nimble integration engine,264,"denise draper , alon y. halevy , daniel s. weld",2001
international conference on management of data,experiences in mining aviation safety data,265,"zohreh nazeri , eric bloedorn , paul ostwald",2001
international conference on management of data,catalog management in websphere commerce suite,266,thomas maguire,2001
international conference on management of data,content integration for e-business,267,"michael stonebraker , joseph m. hellerstein",2001
international conference on management of data,the network is the database : data management for highly distributed systems,268,"julio c. navas , michael wynblatt",2001
international conference on management of data,enabling dynamic content caching for database-driven web sites,269,"k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal",2001
international conference on management of data,"storhouse metanoia - new applications for database , storage & ; data warehousing",270,"felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",2001
international conference on management of data,reconciling schemas of disparate data sources : a machine-learning approach,271,"anhai doan , pedro domingos , alon y. halevy",2001
international conference on management of data,review : a real-time virtual walkthrough system,272,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan",2001
international conference on management of data,kweelt : more than just yet another framework to query xml !,273,arnaud sahuguet,2001
international conference on management of data,dissemination of dynamic data,274,"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy",2001
international conference on management of data,"cosima - your smart , speaking e-salesperson",275,"werner kie &#946; ling , stefan holland , stefan fischer , thorsten ehm",2001
international conference on management of data,exploiting constraint-like data characterizations in query optimization,276,"parke godfrey , jarek gryz , calisto zuzarte",2001
international conference on management of data,fast-start : quick fault recovery in oracle,277,"tirthankar lahiri , amit ganesh , ron weiss , ashok joshi",2001
international conference on management of data,"data management : lasting impact on wild , wild , web",278,reed m. meseck,2001
