assay_id,src_id,description,assay_tissue,bao_format,src_assay_id,assay_organism,assay_category,curated_by,doc_id,assay_test_type,assay_type,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction,tid
166,1,"Inhibition of 1,3-beta-glucan synthase",,BAO_0000357,,Candida glabrata CBS 138,,Expert,2205,,B,284593.0,,,,18077
167,1,Inhibition of growth of 1-87 human tumor cell line,,BAO_0000219,,Homo sapiens,,Intermediate,11900,,F,9606.0,,1-87 tumor cell line,,80609
168,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,BAO_0000219,,Rattus norvegicus,,Expert,14864,,B,10116.0,,,,12166
169,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),,BAO_0000357,,Glycine max,,Autocuration,16474,,B,3847.0,,,,100171
170,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,BAO_0000357,,Glycine max,,Autocuration,16474,,B,3847.0,,,,100171
171,1,% inhibition against soybean 1-lipoxygenase (SLO),,BAO_0000357,,Glycine max,,Autocuration,16474,,B,3847.0,,,,100171
172,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,BAO_0000357,,Glycine max,,Autocuration,16474,,B,3847.0,,,,100171
173,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
174,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
175,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
176,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
177,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
178,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
179,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
180,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
181,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
182,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
183,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,BAO_0000357,,Glycine max,,Autocuration,3094,,B,3847.0,,,,100171
184,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,BAO_0000019,,Mus musculus,,Autocuration,10413,,B,10090.0,,,,22226
185,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,BAO_0000219,,Mus musculus,,Intermediate,16929,,F,10090.0,,C3H 10T1/2,,80049
186,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,BAO_0000019,,,,Intermediate,1229,,F,,,,,22226
187,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,,,,Autocuration,16587,,B,,,,,11489
188,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,,,,Autocuration,16587,,B,,,,,11862
189,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,BAO_0000357,,,,Autocuration,16587,,B,,,,,11862
190,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,BAO_0000357,,,,Autocuration,16587,,B,,,,,11489
191,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,BAO_0000357,,,,Autocuration,16587,,B,,,,,11862
192,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,BAO_0000019,,Bos taurus,,Expert,8058,,F,9913.0,,,,12347
193,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,BAO_0000357,,Rattus norvegicus,,Expert,9065,,B,10116.0,,,,100120
194,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Adrenal gland,BAO_0000357,,Rattus norvegicus,,Expert,8865,,B,10116.0,,,,100120
195,1,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,,Rattus norvegicus,,Expert,9066,,B,10116.0,,,,100120
196,1,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,,Rattus norvegicus,,Expert,8394,,B,10116.0,,,,100120
197,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,BAO_0000357,,Rattus norvegicus,,Expert,8394,,B,10116.0,,,,100120
198,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,BAO_0000019,,,,Autocuration,6431,,B,,,,,10328
199,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,,,,Autocuration,6431,,B,,,,,11490
200,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,,,,Autocuration,6431,,B,,,,,11490
201,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,BAO_0000019,,,,Autocuration,9295,,F,,,,,11134
202,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,,,,Autocuration,10193,,B,,,,,12052
203,1,Compound was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,,,,Autocuration,13622,,B,,,,,11134
204,1,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,,,,Autocuration,12079,,F,,,,,11134
205,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,,,,Autocuration,13622,,B,,,,,11134
206,1,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,,Homo sapiens,,Autocuration,12079,,F,9606.0,,,,11134
207,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,BAO_0000019,,,,Expert,13500,,B,,,,,11835
208,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,BAO_0000357,,,,Expert,13723,,B,,,,,11601
209,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,,,,Autocuration,16474,,B,,,,,11134
210,1,Inhibitory activity against human platelet 12-lipoxygenase,,BAO_0000019,,,,Autocuration,1630,,B,,,,,11134
211,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,BAO_0000019,,,,Autocuration,167,,B,,,,,11134
212,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,,,,Autocuration,16474,,B,,,,,11134
213,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,BAO_0000019,,,,Autocuration,167,,B,,,,,11134
214,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,BAO_0000019,,,,Autocuration,16474,,B,,,,,11134
215,1,Inhibitory activity towards porcine 12-lipoxygenase,,BAO_0000357,,,,Autocuration,10091,,B,,,,,11601
216,1,Tested for inhibition against porcine 12-LO,,BAO_0000357,,,,Autocuration,11966,,B,,,,,11601
217,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,BAO_0000019,,,,Autocuration,951,,B,,,,,12052
218,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,BAO_0000019,,,,Autocuration,10997,,B,,,,,12052
219,1,In vitro inhibition of rat platelet 12-lipoxygenase,,BAO_0000019,,,,Expert,10193,,B,,,,,12052
220,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,,,,Autocuration,10193,,B,,,,,12052
221,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,BAO_0000019,,,,Autocuration,10193,,B,,,,,12052
222,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,BAO_0000019,,,,Autocuration,10193,,B,,,,,12052
223,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,,,,Autocuration,10193,,B,,,,,12052
224,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,BAO_0000019,,,,Autocuration,10193,,B,,,,,12052
225,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,BAO_0000019,,,,Autocuration,11087,,B,,,,,12052
226,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,BAO_0000219,,Homo sapiens,,Intermediate,15569,,F,9606.0,,41M,,80007
227,1,In vitro antitumor activity against 41M cell line.,,BAO_0000219,,Homo sapiens,,Expert,12989,,F,9606.0,,41M,,80007
228,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,BAO_0000219,,Homo sapiens,,Intermediate,16745,,F,9606.0,,41M,,80007
229,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,BAO_0000219,,Homo sapiens,,Intermediate,15569,,F,9606.0,,41M,,80007
230,1,In vitro antitumor activity against 41McisR cell line.,,BAO_0000219,,Homo sapiens,,Expert,12989,,F,9606.0,,41M,,80007
231,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,BAO_0000219,,Homo sapiens,,Expert,12989,,F,9606.0,,41M,,80007
232,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,16745,,F,9606.0,,41M,,80007
233,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,BAO_0000357,,Homo sapiens,,Expert,6210,,B,9606.0,,,,84
234,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,,Homo sapiens,,Expert,6210,,B,9606.0,,,,68
235,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,,,,Expert,6226,,B,,,,,68
236,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,,,,Expert,17855,,B,,,,,10201
237,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,BAO_0000357,,,,Expert,17855,,B,,,,,10201
238,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,,,,Expert,17855,,B,,,,,10201
239,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,,,,Autocuration,10413,,B,,,,,12220
240,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,,Escherichia coli,,Autocuration,10413,,B,562.0,,,,11303
241,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,,Escherichia coli,,Autocuration,10413,,B,562.0,,,,11303
242,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,BAO_0000357,,Escherichia coli,,Autocuration,10413,,B,562.0,,,,11303
243,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,,,,Autocuration,10413,,B,,,,,12220
244,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,,,,Autocuration,10413,,B,,,,,12220
245,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
246,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
247,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
248,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
249,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
250,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
251,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
252,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
253,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
254,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
255,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
256,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,11303
257,1,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,BAO_0000357,,,,Autocuration,7323,,B,,,,,11303
258,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,22226
259,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,B,9823.0,,,,22226
260,1,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,BAO_0000357,,Saccharomyces cerevisiae,,Expert,13750,,B,4932.0,,,,100249
261,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,,Rattus norvegicus,,Autocuration,7662,,B,10116.0,,,,22226
262,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,,Rattus norvegicus,,Autocuration,7662,,B,10116.0,,,,22226
263,1,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,BAO_0000019,,Rattus norvegicus,,Autocuration,7662,,B,10116.0,,,,22226
264,1,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,,,,Autocuration,12211,,F,,,,,104698
265,1,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,,,,Autocuration,12211,,F,,,,,104698
266,1,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,Ileum,BAO_0000221,,Cavia porcellus,,Intermediate,12211,,F,10141.0,,,,20033
267,1,Stimulatory activity of intragastric pressure was tested in the rat,,BAO_0000019,,,,Expert,12211,,F,,,,,10623
268,1,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,BAO_0000357,,,,Autocuration,15453,,B,,,,,121
269,1,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,BAO_0000218,,Rattus norvegicus,,Autocuration,11884,,F,10116.0,,,,22226
270,1,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,BAO_0000019,,,,Autocuration,7185,,F,,,,,12688
271,1,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,BAO_0000357,,Homo sapiens,,Expert,6876,,B,9606.0,,,,121
272,1,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,BAO_0000357,,Homo sapiens,,Expert,6876,,B,9606.0,,,,121
273,1,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,BAO_0000019,,,,Autocuration,11863,,F,,,,,12198
274,1,Inhibition constant of high-affinity 5-HT uptake,,BAO_0000357,,,,Autocuration,11863,,B,,,,,12198
275,1,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,BAO_0000019,,,,Autocuration,11863,,F,,,,,12198
276,1,Maximum rate was determined for high affinity transport of 5-HT,,BAO_0000019,,,,Autocuration,11863,,F,,,,,12198
277,1,Compound was tested for agonistic activity against 5-HT uptake,,BAO_0000019,,,,Autocuration,4639,,F,,,,,104714
278,1,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,BAO_0000019,,,,Expert,15796,,B,,,,,10577
279,1,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,BAO_0000357,,Bos taurus,,Expert,15796,,B,9913.0,,,,105
