assay_id,cell_id,curated_by,assay_category,variant_id,assay_tissue,doc_id,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type
189,,xut0curation,,,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,,Ajtocurztion,,,,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,,Autoc6rati9n,,,,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,,Exoert,,,,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,9913.0,,
193,,Exlert,,,,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,10116.0,,
194,,Ecpert,,,sdrenaigland,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,10116.0,,
195,,Ex0ert,,,,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,
196,,Espert,,,,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,
197,,2xpert,,,,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,10116.0,,
198,,Aut8chration,,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,,Autocuraripn,,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,,Autovuratjon,,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,,Augocurafion,,,,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,,Autocuestion,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,,Autoxura6ion,,,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,,Autociratioh,,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,,Auhocura6ion,,,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,,Autoduragion,,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,9606.0,,
207,,Ex9ert,,,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,,Expsrt,,,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,,Autocjrayion,,,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,,Aut8curafion,,,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,,Autpcuratiob,,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,,Augoc8ration,,,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,,Aytocjration,,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,,A8tocurxtion,,,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,,zytocuration,,,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,,Au6ocurztion,,,,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,,Autocjratkon,,,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,,Autosuratjon,,,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,,2xpert,,,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,,Autoc7ratioh,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,,Autocu4atiin,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,,Autoc8ratiob,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,,sutocuratiin,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,,Autocueafion,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,,Auhocurati8n,,,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,794.0,In5ermediage,,,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,41M
227,949.0,fxpert,,,,12989,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,9606.0,,41M
228,614.0,Interm4diahe,,,,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0,,41M
229,222.0,Intfrmeciate,,,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,41M
230,975.0,Expegt,,,,12989,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,9606.0,,41M
231,752.0,Exp3rt,,,,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,9606.0,,41M
232,796.0,Inte3mediqte,,,,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0,,41M
233,,Expeet,,,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,9606.0,,
234,,Eapert,,,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,9606.0,,
235,,dxpert,,,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,,Expe5t,,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,,Expsrt,,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,,Expfrt,,,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,,Aut8curatiob,,,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,,Autoxuratiom,,,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,
241,,Autocyratlon,,,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,
242,,Auticurqtion,,,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,562.0,,
243,,Autocufati8n,,,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,,sut9curation,,,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,,Autodurayion,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
246,,sutocuratiln,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,9823.0,,
247,,Autocuray9on,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
248,,wutocurztion,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,
249,,sutocurahion,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
250,,Aurocufation,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
251,,Autocu5ati0n,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,
252,,Aj5ocuration,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
253,,xutosuration,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,9823.0,,
254,,Autocu3ati9n,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,9823.0,,
255,,Auticuragion,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
256,,Autlcu3ation,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
257,,Aktoc6ration,,,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,,sutosuration,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
259,,Auhocurat8on,,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,9823.0,,
260,,Expe4t,,,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,4932.0,,
261,,Autocudatiob,,,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,
262,,Au6ocuratuon,,,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,
263,,Autocura6iin,,,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,10116.0,,
264,,Autocurstiob,,,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,,Ahtocurat7on,,,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,,Ig5ermediate,,,Ilrum,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,10141.0,,
267,,Expeft,,,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,,zutocu3ation,,,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,,Auyocuratioh,,,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,10116.0,,
270,,Aktocurztion,,,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,,Eapert,,,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,9606.0,,
272,,Ecpert,,,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,9606.0,,
273,,Aut9curayion,,,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,,witocuration,,,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,,Autod8ration,,,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,,Auh9curation,,,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,,sut0curation,,,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,,3xpert,,,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,,Exp4rt,,,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,9913.0,,
280,,A8t8curation,,,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,10116.0,,
281,,Autoc8tation,,,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,,Aut9xuration,,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,,Autocurx6ion,,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,,Aut9furation,,,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,,zutocyration,,,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,,sutocuratiob,,,bippkcampus,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
287,,Autlcuratipn,,,Hlppocanpus,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,
288,,zutocuratiom,,,Hippicajpus,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
289,,Autocuratloh,,,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,,Interneviate,,,,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,Cavia porcellus,10141.0,,
291,491.0,Autodurxtion,,,,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,CHO
292,,Autoc65ation,,,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,,Ex0ert,,,,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,Rattus norvegicus,10116.0,,
294,,Expedt,,,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,,Exlert,,,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,,Ezpert,,,,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,,Experg,,,,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,,Autocuratoob,,,,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
299,,Espert,,,,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
300,,Intermexiatw,,,Ioeum,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0,,
301,,In5erhediate,,,Ileun,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,Cavia porcellus,10141.0,,
302,,Ijterhediate,,,Ikeum,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0,,
303,,Au6ocurstion,,,,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,
304,,Ex9ert,,,,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,Rattus norvegicus,10116.0,,
305,,4xpert,,,,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
306,,su4ocuration,,,,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,Gallus gallus,9031.0,,
307,,Autocu4at9on,,,,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,Homo sapiens,9606.0,,
308,,Autoc6ratiom,,,,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,Homo sapiens,9606.0,,
309,358.0,Auhocura4ion,,,,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,Homo sapiens,9606.0,,HL-60
310,,Autocurayioj,,,,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,,Homo sapiens,9606.0,,
311,,Autocurwtioh,,,,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,B,,Homo sapiens,9606.0,,
312,,Ajt9curation,,,,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,B,,Homo sapiens,9606.0,,Oocytes
313,,Infetmediate,,,,16575,Chymotryptic inhibitory activity against 26S proteasome,F,,,,,
314,,kntermewiate,,,,15407,Inhibitory activity against 26S proteasome degradation of IkB,B,,,,,
315,645.0,jntrrmediate,,,,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,F,,Homo sapiens,9606.0,,A2780
316,1582.0,Inte3meduate,,,,10797,In vitro inhibition of 2780/S ovarian cancer cell line,F,,Homo sapiens,9606.0,,A2780
317,,Ahtocu3ation,,,,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,F,,Homo sapiens,9606.0,,
318,,Int2rmrdiate,,,,16037,Association constant for binding to AATT 28-mer AATT hairpin,B,,,,,
319,,Intwrmedia6e,,,,16037,Kinetically Defined Association Constant for 28-mer AATT hairpin.,B,,,,,
