ss_strn,src_ss_d,ss_rgnsm,rltnshp_tp,src_d,ss_sbclllr_frctn,ss_ctgr,b_frmt,ss_tss,ss_tp,ss_cll_tp,td,crtd_b,cll_d,dc_d,ss_tx_d,vrnt_d,ss_d,chmbl_d,dscrptn,ss_tst_tp,cnfdnc_scr,tss_d
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,10130,10116.0,,7662,CHEMBL627031,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Lung,A,,50597,Intermediate,,10130,10116.0,,7663,CHEMBL627032,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,1,2048.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,10130,10116.0,,7664,CHEMBL627033,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,10130,10116.0,,7665,CHEMBL627034,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,10130,10116.0,,7666,CHEMBL627035,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Thyroid gland,A,,50597,Intermediate,,10130,10116.0,,7667,CHEMBL627036,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,,1,2046.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,10130,10116.0,,7668,CHEMBL875340,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Heart,A,,50597,Intermediate,,10130,10116.0,,7669,CHEMBL627037,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,,1,948.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Kidney,A,,50597,Intermediate,,10130,10116.0,,7670,CHEMBL627038,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,,1,2113.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,10130,10116.0,,7671,CHEMBL627039,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,10130,10116.0,,7672,CHEMBL627040,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,10130,10116.0,,7673,CHEMBL624663,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Thyroid gland,A,,50597,Intermediate,,10130,10116.0,,7674,CHEMBL625963,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,,1,2046.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Brain,A,,50597,Intermediate,,10130,10116.0,,7675,CHEMBL876799,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,1,955.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Lung,A,,50597,Intermediate,,10130,10116.0,,7676,CHEMBL626133,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,1,2048.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,10130,10116.0,,7677,CHEMBL626134,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6295,10116.0,,7678,CHEMBL626135,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6296,10116.0,,7679,CHEMBL626136,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6296,10116.0,,7680,CHEMBL626137,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6295,10116.0,,7681,CHEMBL626138,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6296,10116.0,,7682,CHEMBL626139,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17260,10116.0,,7683,CHEMBL626140,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17260,10116.0,,7684,CHEMBL626141,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17686,10116.0,,7685,CHEMBL626142,C24h in rat p.o. at 20 mg/kg concentration,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,7686,CHEMBL627930,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,7687,CHEMBL627931,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,7688,CHEMBL627932,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,7689,CHEMBL627933,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,7690,CHEMBL627934,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,7691,CHEMBL627935,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7692,CHEMBL627936,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7693,CHEMBL627937,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7694,CHEMBL627938,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7695,CHEMBL627939,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7696,CHEMBL627940,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7697,CHEMBL627941,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7698,CHEMBL876800,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7699,CHEMBL627942,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7700,CHEMBL627943,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7701,CHEMBL627944,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7702,CHEMBL627945,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7703,CHEMBL628584,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7704,CHEMBL628585,Biodistribution in rat blood in the presence of GdDTPA at 15 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7705,CHEMBL628586,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7706,CHEMBL628587,Biodistribution in rat blood in the presence of GdDTPA at 30 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7707,CHEMBL628588,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7708,CHEMBL628589,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7709,CHEMBL625304,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7710,CHEMBL625305,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7711,CHEMBL625306,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7712,CHEMBL625307,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7713,CHEMBL625308,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7714,CHEMBL627740,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7715,CHEMBL627741,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7716,CHEMBL627742,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7717,CHEMBL627743,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,9866,10116.0,,7718,CHEMBL627744,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7719,CHEMBL627745,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7720,CHEMBL627746,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7721,CHEMBL627747,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7722,CHEMBL876810,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7723,CHEMBL627748,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7724,CHEMBL627749,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7725,CHEMBL627750,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7726,CHEMBL618728,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7727,CHEMBL618729,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7728,CHEMBL618730,Biodistribution in rat bone in the presence of GdDTPA at 15 min,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7729,CHEMBL618731,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7730,CHEMBL618732,Biodistribution in rat bone in the presence of GdDTPA at 30 min,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7731,CHEMBL618733,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7732,CHEMBL618734,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7733,CHEMBL618735,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7734,CHEMBL876602,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7735,CHEMBL618736,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7736,CHEMBL618737,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7737,CHEMBL618738,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7738,CHEMBL618739,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7739,CHEMBL618740,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7740,CHEMBL618741,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7741,CHEMBL618742,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Bone,A,,50597,Intermediate,,9866,10116.0,,7742,CHEMBL618743,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,In vivo,1,10000001.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,17752,10116.0,,7743,CHEMBL618744,Half-life from rat plasma at a single oral dose of 25 mg/kg,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5610,10116.0,,7744,CHEMBL618745,Half-life in male rat,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5939,10116.0,,7745,CHEMBL620479,Half-life in rat after peroral administration at 10 mg/kg concentration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5939,10116.0,,7746,CHEMBL620480,Half-life in rat after peroral administration at 5 mg/kg concentration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17771,10116.0,,7747,CHEMBL620481,Half-life in rat at a dose of 3 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,1974,10116.0,,7748,CHEMBL620482,Half-life was evaluated in rats,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4239,10116.0,,7749,CHEMBL876603,Half-life was measured in rat,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6681,10116.0,,7750,CHEMBL620483,Half-life period for the compound was determined in rats at 50 mg/kg dose,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17752,10116.0,,7751,CHEMBL620484,Half-life period in rats after intravenous administration at 5 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6046,10116.0,,7752,CHEMBL620485,Half-life period in rat at 10 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6685,10116.0,,7753,CHEMBL620486,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6685,10116.0,,7754,CHEMBL620487,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6685,10116.0,,7755,CHEMBL620488,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4727,10116.0,,7756,CHEMBL620489,Half-life time in rat the dose of 2 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,1088,10116.0,,7757,CHEMBL620490,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5610,10116.0,,7758,CHEMBL620491,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,3032,10116.0,,7759,CHEMBL876604,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5199,10116.0,,7760,CHEMBL620492,Oral half life was determined,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14941,10116.0,,7761,CHEMBL620493,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4408,10116.0,,7762,CHEMBL620494,Pharmacokinetic property (t1/2) in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,2552,10116.0,,7763,CHEMBL620495,Plasma elimination half-life was determined,,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,5199,10116.0,,7764,CHEMBL620496,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,In vivo,1,1969.0
