assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,curated_by,src_id,chembl_id,bao_format,tissue_id,variant_id
162,,F,,,Antiviral activity against 07/1 strain of VZV; ND=No data,1,,,50527,10335.0,Intermediate,1,CHEMBL615374,BAO_0000218,,
163,,F,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",1,,,50145,561.0,Intermediate,1,CHEMBL615375,BAO_0000218,,
164,,B,,,Ratio of Ki at A2 to Ki at A1 receptors,0,,,22226,,Autocuration,1,CHEMBL615376,BAO_0000019,,
165,,B,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",8,,,11143,5476.0,Expert,1,CHEMBL615377,BAO_0000249,,
166,,B,,,"Inhibition of 1,3-beta-glucan synthase",8,,,18077,284593.0,Expert,1,CHEMBL615378,BAO_0000357,,
167,1-87 tumor cell line,F,832.0,,Inhibition of growth of 1-87 human tumor cell line,1,,,80609,9606.0,Intermediate,1,CHEMBL615379,BAO_0000219,,
168,,B,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,9,,,12166,10116.0,Expert,1,CHEMBL615380,BAO_0000219,,
169,,B,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),9,,,100171,3847.0,Autocuration,1,CHEMBL615381,BAO_0000357,,
170,,B,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,9,,,100171,3847.0,Autocuration,1,CHEMBL615382,BAO_0000357,,
171,,B,,,% inhibition against soybean 1-lipoxygenase (SLO),9,,,100171,3847.0,Autocuration,1,CHEMBL615383,BAO_0000357,,
172,,B,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,9,,,100171,3847.0,Autocuration,1,CHEMBL615384,BAO_0000357,,
173,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,9,,,100171,3847.0,Autocuration,1,CHEMBL615385,BAO_0000357,,
174,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,9,,,100171,3847.0,Autocuration,1,CHEMBL615386,BAO_0000357,,
175,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,9,,,100171,3847.0,Autocuration,1,CHEMBL615387,BAO_0000357,,
176,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,9,,,100171,3847.0,Autocuration,1,CHEMBL615388,BAO_0000357,,
177,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,9,,,100171,3847.0,Autocuration,1,CHEMBL615214,BAO_0000357,,
178,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,9,,,100171,3847.0,Autocuration,1,CHEMBL827087,BAO_0000357,,
179,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,9,,,100171,3847.0,Autocuration,1,CHEMBL615215,BAO_0000357,,
180,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,9,,,100171,3847.0,Autocuration,1,CHEMBL615216,BAO_0000357,,
181,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,9,,,100171,3847.0,Autocuration,1,CHEMBL615217,BAO_0000357,,
182,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,9,,,100171,3847.0,Autocuration,1,CHEMBL615218,BAO_0000357,,
183,,B,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,9,,,100171,3847.0,Autocuration,1,CHEMBL615219,BAO_0000357,,
184,,B,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,0,,,22226,10090.0,Autocuration,1,CHEMBL615220,BAO_0000019,,
185,C3H 10T1/2,F,294.0,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),1,,,80049,10090.0,Intermediate,1,CHEMBL615221,BAO_0000219,,
186,,F,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,0,,,22226,,Intermediate,1,CHEMBL615222,BAO_0000019,,
187,,B,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),8,,,11489,,Autocuration,1,CHEMBL615223,BAO_0000357,,
188,,B,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),8,,,11862,,Autocuration,1,CHEMBL615224,BAO_0000357,,
189,,B,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,8,,,11862,,Autocuration,1,CHEMBL615225,BAO_0000357,,
190,,B,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,8,,,11489,,Autocuration,1,CHEMBL615226,BAO_0000357,,
191,,B,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,8,,,11862,,Autocuration,1,CHEMBL615227,BAO_0000357,,
192,,F,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,9,,,12347,9913.0,Expert,1,CHEMBL615228,BAO_0000019,,
193,,B,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,9,,,100120,10116.0,Expert,1,CHEMBL615229,BAO_0000357,,
194,,B,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,9,,,100120,10116.0,Expert,1,CHEMBL615230,BAO_0000357,2369.0,
195,,B,,,Inhibition of rat adrenal 11-beta-hydroxylase,9,,,100120,10116.0,Expert,1,CHEMBL615231,BAO_0000357,,
196,,B,,,Inhibition of rat adrenal 11-beta-hydroxylase,9,,,100120,10116.0,Expert,1,CHEMBL884520,BAO_0000357,,
197,,B,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,9,,,100120,10116.0,Expert,1,CHEMBL615232,BAO_0000357,,
198,,B,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,8,,,10328,,Autocuration,1,CHEMBL615233,BAO_0000019,,
199,,B,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,8,,,11490,,Autocuration,1,CHEMBL827088,BAO_0000357,,
200,,B,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,8,,,11490,,Autocuration,1,CHEMBL615234,BAO_0000357,,
201,,F,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,8,,,11134,,Autocuration,1,CHEMBL615235,BAO_0000019,,
202,,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,8,,,12052,,Autocuration,1,CHEMBL615236,BAO_0000019,,
203,,B,,,Compound was tested in vitro for inhibition of 12-LO human platelet,8,,,11134,,Autocuration,1,CHEMBL615237,BAO_0000019,,
204,,F,,,Inhibitory concentration against human platelet 12-lipoxygenase,8,,,11134,,Autocuration,1,CHEMBL615238,BAO_0000019,,
205,,B,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,8,,,11134,,Autocuration,1,CHEMBL615239,BAO_0000019,,
206,,F,,,Inhibitory concentration against human platelet 12-lipoxygenase,9,,,11134,9606.0,Autocuration,1,CHEMBL615240,BAO_0000019,,
207,,B,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,8,,,11835,,Expert,1,CHEMBL615241,BAO_0000019,,
208,,B,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,8,,,11601,,Expert,1,CHEMBL615242,BAO_0000357,,
209,,B,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),8,,,11134,,Autocuration,1,CHEMBL615243,BAO_0000019,,
210,,B,,,Inhibitory activity against human platelet 12-lipoxygenase,8,,,11134,,Autocuration,1,CHEMBL615244,BAO_0000019,,
211,,B,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,8,,,11134,,Autocuration,1,CHEMBL615245,BAO_0000019,,
212,,B,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),8,,,11134,,Autocuration,1,CHEMBL615246,BAO_0000019,,
213,,B,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,8,,,11134,,Autocuration,1,CHEMBL615247,BAO_0000019,,
214,,B,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,8,,,11134,,Autocuration,1,CHEMBL615248,BAO_0000019,,
215,,B,,,Inhibitory activity towards porcine 12-lipoxygenase,8,,,11601,,Autocuration,1,CHEMBL615249,BAO_0000357,,
216,,B,,,Tested for inhibition against porcine 12-LO,8,,,11601,,Autocuration,1,CHEMBL615250,BAO_0000357,,
217,,B,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,8,,,12052,,Autocuration,1,CHEMBL615251,BAO_0000019,,
218,,B,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,8,,,12052,,Autocuration,1,CHEMBL615252,BAO_0000019,,
219,,B,,,In vitro inhibition of rat platelet 12-lipoxygenase,8,,,12052,,Expert,1,CHEMBL828340,BAO_0000019,,
220,,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,8,,,12052,,Autocuration,1,CHEMBL615253,BAO_0000019,,
221,,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,8,,,12052,,Autocuration,1,CHEMBL615254,BAO_0000019,,
222,,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,8,,,12052,,Autocuration,1,CHEMBL615255,BAO_0000019,,
223,,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,8,,,12052,,Autocuration,1,CHEMBL615256,BAO_0000019,,
224,,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,8,,,12052,,Autocuration,1,CHEMBL615257,BAO_0000019,,
225,,B,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,8,,,12052,,Autocuration,1,CHEMBL615258,BAO_0000019,,
226,41M,F,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,1,,,80007,9606.0,Intermediate,1,CHEMBL615259,BAO_0000219,,
227,41M,F,621.0,,In vitro antitumor activity against 41M cell line.,1,,,80007,9606.0,Expert,1,CHEMBL615260,BAO_0000219,,
228,41M,F,621.0,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,1,,,80007,9606.0,Intermediate,1,CHEMBL615261,BAO_0000219,,
229,41M,F,621.0,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,1,,,80007,9606.0,Intermediate,1,CHEMBL615262,BAO_0000219,,
230,41M,F,621.0,,In vitro antitumor activity against 41McisR cell line.,1,,,80007,9606.0,Expert,1,CHEMBL615263,BAO_0000219,,
231,41M,F,621.0,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,1,,,80007,9606.0,Expert,1,CHEMBL838393,BAO_0000219,,
232,41M,F,621.0,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,1,,,80007,9606.0,Intermediate,1,CHEMBL615264,BAO_0000219,,
233,,B,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),9,,,84,9606.0,Expert,1,CHEMBL615265,BAO_0000357,,
234,,B,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),9,,,68,9606.0,Expert,1,CHEMBL615266,BAO_0000357,,
235,,B,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),8,,,68,,Expert,1,CHEMBL615267,BAO_0000357,,
236,,B,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,8,,,10201,,Expert,1,CHEMBL615268,BAO_0000357,,
237,,B,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,8,,,10201,,Expert,1,CHEMBL615269,BAO_0000357,,
238,,B,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,8,,,10201,,Expert,1,CHEMBL615270,BAO_0000357,,
239,,B,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",8,,,12220,,Autocuration,1,CHEMBL615271,BAO_0000357,,
240,,B,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",8,,,11303,562.0,Autocuration,1,CHEMBL615272,BAO_0000357,,
241,,B,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",8,,,11303,562.0,Autocuration,1,CHEMBL615103,BAO_0000357,,
242,,B,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",8,,,11303,562.0,Autocuration,1,CHEMBL615104,BAO_0000357,,
243,,B,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",8,,,12220,,Autocuration,1,CHEMBL615105,BAO_0000357,,
244,,B,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",8,,,12220,,Autocuration,1,CHEMBL872866,BAO_0000357,,
245,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615106,BAO_0000357,,
246,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",8,,,11303,9823.0,Autocuration,1,CHEMBL615107,BAO_0000019,,
247,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615108,BAO_0000357,,
248,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615109,BAO_0000357,,
249,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615110,BAO_0000357,,
250,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL840105,BAO_0000019,,
251,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615111,BAO_0000019,,
252,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615112,BAO_0000019,,
253,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615113,BAO_0000019,,
254,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",8,,,11303,9823.0,Autocuration,1,CHEMBL615114,BAO_0000019,,
255,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615115,BAO_0000357,,
256,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",8,,,11303,9823.0,Autocuration,1,CHEMBL615116,BAO_0000019,,
257,,B,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",8,,,11303,,Autocuration,1,CHEMBL615698,BAO_0000357,,
258,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",0,,,22226,9823.0,Autocuration,1,CHEMBL615699,BAO_0000019,,
259,,B,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",0,,,22226,9823.0,Autocuration,1,CHEMBL615700,BAO_0000019,,
260,,B,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,8,,,100249,4932.0,Expert,1,CHEMBL615701,BAO_0000357,,
261,,B,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,0,,,22226,10116.0,Autocuration,1,CHEMBL615702,BAO_0000019,,
262,,B,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,0,,,22226,10116.0,Autocuration,1,CHEMBL615703,BAO_0000019,,
263,,B,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",0,,,22226,10116.0,Autocuration,1,CHEMBL615704,BAO_0000019,,
264,,F,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",6,,,104698,,Autocuration,1,CHEMBL615705,BAO_0000019,,
265,,F,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",6,,,104698,,Autocuration,1,CHEMBL615706,BAO_0000019,,
266,,F,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,9,,,20033,10141.0,Intermediate,1,CHEMBL615707,BAO_0000221,2116.0,
267,,F,,,Stimulatory activity of intragastric pressure was tested in the rat,8,,,10623,,Expert,1,CHEMBL615708,BAO_0000019,,
268,,B,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,8,,,121,,Autocuration,1,CHEMBL615709,BAO_0000357,,
269,,F,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),0,,,22226,10116.0,Autocuration,1,CHEMBL615710,BAO_0000218,,
270,,F,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,8,,,12688,,Autocuration,1,CHEMBL615711,BAO_0000019,,
271,,B,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,9,,,121,9606.0,Expert,1,CHEMBL615712,BAO_0000357,,
272,,B,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,9,,,121,9606.0,Expert,1,CHEMBL836325,BAO_0000357,,
273,,F,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,8,,,12198,,Autocuration,1,CHEMBL615713,BAO_0000019,,
274,,B,,,Inhibition constant of high-affinity 5-HT uptake,8,,,12198,,Autocuration,1,CHEMBL615714,BAO_0000357,,
275,,F,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,8,,,12198,,Autocuration,1,CHEMBL615715,BAO_0000019,,
276,,F,,,Maximum rate was determined for high affinity transport of 5-HT,8,,,12198,,Autocuration,1,CHEMBL615716,BAO_0000019,,
277,,F,,,Compound was tested for agonistic activity against 5-HT uptake,4,,,104714,,Autocuration,1,CHEMBL615717,BAO_0000019,,
278,,B,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,8,,,10577,,Expert,1,CHEMBL881818,BAO_0000019,,
279,,B,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,8,,,105,9913.0,Expert,1,CHEMBL884540,BAO_0000357,,
