ASSI,T,ASSTAI,VARII,CONFISC,RELATT,CHEI,SI,DOI,ASSORGA,ASTY,ASSUBCELFRAC,CURAB,SASI,CI,BAFO,TISI
255,11303,9823.0,,8,H,CHEMBL615115,1,7587,Sus scrofa,B,,Autocuration,,,BAO_0000357,
256,11303,9823.0,,8,H,CHEMBL615116,1,7587,Sus scrofa,B,,Autocuration,,,BAO_0000019,
257,11303,,,8,H,CHEMBL615698,1,7323,,B,,Autocuration,,,BAO_0000357,
258,22226,9823.0,,0,U,CHEMBL615699,1,7587,Sus scrofa,B,,Autocuration,,,BAO_0000019,
259,22226,9823.0,,0,U,CHEMBL615700,1,7587,Sus scrofa,B,,Autocuration,,,BAO_0000019,
260,100249,4932.0,,8,H,CHEMBL615701,1,13750,Saccharomyces cerevisiae,B,,Expert,,,BAO_0000357,
261,22226,10116.0,,0,U,CHEMBL615702,1,7662,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
262,22226,10116.0,,0,U,CHEMBL615703,1,7662,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
263,22226,10116.0,,0,U,CHEMBL615704,1,7662,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
264,104698,,,6,H,CHEMBL615705,1,12211,,F,,Autocuration,,,BAO_0000019,
265,104698,,,6,H,CHEMBL615706,1,12211,,F,,Autocuration,,,BAO_0000019,
266,20033,10141.0,,9,D,CHEMBL615707,1,12211,Cavia porcellus,F,,Intermediate,,,BAO_0000221,2116.0
267,10623,,,8,H,CHEMBL615708,1,12211,,F,,Expert,,,BAO_0000019,
268,121,,,8,H,CHEMBL615709,1,15453,,B,,Autocuration,,,BAO_0000357,
269,22226,10116.0,,0,U,CHEMBL615710,1,11884,Rattus norvegicus,F,,Autocuration,,,BAO_0000218,
270,12688,,,8,H,CHEMBL615711,1,7185,,F,,Autocuration,,,BAO_0000019,
271,121,9606.0,,9,D,CHEMBL615712,1,6876,Homo sapiens,B,,Expert,,,BAO_0000357,
272,121,9606.0,,9,D,CHEMBL836325,1,6876,Homo sapiens,B,,Expert,,,BAO_0000357,
273,12198,,,8,H,CHEMBL615713,1,11863,,F,,Autocuration,,,BAO_0000019,
274,12198,,,8,H,CHEMBL615714,1,11863,,B,,Autocuration,,,BAO_0000357,
275,12198,,,8,H,CHEMBL615715,1,11863,,F,,Autocuration,,,BAO_0000019,
276,12198,,,8,H,CHEMBL615716,1,11863,,F,,Autocuration,,,BAO_0000019,
277,104714,,,4,H,CHEMBL615717,1,4639,,F,,Autocuration,,,BAO_0000019,
278,10577,,,8,H,CHEMBL881818,1,15796,,B,,Expert,,,BAO_0000019,
279,105,9913.0,,8,H,CHEMBL884540,1,15796,Bos taurus,B,,Expert,,,BAO_0000357,
280,104744,10116.0,,5,D,CHEMBL615718,1,12801,Rattus norvegicus,B,,Autocuration,,,BAO_0000224,
281,104744,,,4,H,CHEMBL615719,1,12801,,B,,Autocuration,,,BAO_0000224,
282,104744,,,4,H,CHEMBL615720,1,12120,,B,Membranes,Autocuration,,,BAO_0000249,
283,104744,,,4,H,CHEMBL615721,1,12120,,B,Membranes,Autocuration,,,BAO_0000249,
284,104744,,,4,H,CHEMBL615722,1,11963,,B,,Autocuration,,,BAO_0000019,
285,51,,,8,H,CHEMBL615723,1,11701,,F,,Autocuration,,,BAO_0000019,
286,51,,,8,H,CHEMBL615724,1,9995,,B,,Autocuration,,,BAO_0000221,10000000.0
287,51,,,8,H,CHEMBL615725,1,9995,,B,,Autocuration,,,BAO_0000221,10000000.0
288,51,,,8,H,CHEMBL615726,1,9995,,B,,Autocuration,,,BAO_0000221,10000000.0
289,10576,,,8,H,CHEMBL615727,1,16394,,F,,Autocuration,,,BAO_0000218,
290,105570,10141.0,,9,D,CHEMBL615728,1,11574,Cavia porcellus,F,,Intermediate,,,BAO_0000019,
291,279,,,8,H,CHEMBL857971,1,15779,,B,,Autocuration,,449.0,BAO_0000219,
292,107,,,8,H,CHEMBL615729,1,15363,,B,,Autocuration,,,BAO_0000357,
293,12687,10116.0,,9,D,CHEMBL615730,1,15363,Rattus norvegicus,F,,Expert,,,BAO_0000019,
294,12687,,,8,H,CHEMBL615731,1,15329,,F,,Expert,,,BAO_0000019,
295,12687,,,8,H,CHEMBL615732,1,15329,,F,,Expert,,,BAO_0000019,
296,12687,,,8,H,CHEMBL615733,1,15329,,F,,Expert,,,BAO_0000019,
297,12687,,,8,H,CHEMBL615734,1,15329,,F,,Expert,,,BAO_0000019,
298,12687,,,8,H,CHEMBL615735,1,15329,,F,,Autocuration,,,BAO_0000019,
299,12687,,,8,H,CHEMBL615736,1,15329,,F,,Expert,,,BAO_0000019,
300,20033,10141.0,,9,D,CHEMBL615737,1,273,Cavia porcellus,F,,Intermediate,,,BAO_0000221,2116.0
301,20033,10141.0,,9,D,CHEMBL615738,1,273,Cavia porcellus,F,,Intermediate,,,BAO_0000221,2116.0
302,20033,10141.0,,9,D,CHEMBL615739,1,273,Cavia porcellus,F,,Intermediate,,,BAO_0000221,2116.0
303,10623,,,8,H,CHEMBL615278,1,12092,,B,,Autocuration,,,BAO_0000357,
304,10623,10116.0,,9,D,CHEMBL615279,1,1317,Rattus norvegicus,F,,Expert,,,BAO_0000019,
305,168,,,8,H,CHEMBL615280,1,12409,,B,,Expert,,,BAO_0000357,
306,22226,9031.0,,0,U,CHEMBL615281,1,11126,Gallus gallus,B,,Autocuration,,,BAO_0000019,
307,22226,9606.0,,0,U,CHEMBL615282,1,11126,Homo sapiens,F,,Autocuration,,,BAO_0000019,
308,22226,9606.0,,0,U,CHEMBL615283,1,11126,Homo sapiens,F,,Autocuration,,,BAO_0000019,
309,80156,9606.0,,1,N,CHEMBL615284,1,11126,Homo sapiens,B,,Autocuration,,649.0,BAO_0000219,
310,22226,9606.0,,0,U,CHEMBL615285,1,11126,Homo sapiens,B,,Autocuration,,,BAO_0000019,
311,22226,9606.0,,0,U,CHEMBL615286,1,11126,Homo sapiens,B,,Autocuration,,,BAO_0000019,
312,104703,9606.0,,7,D,CHEMBL615287,1,17807,Homo sapiens,B,,Autocuration,,,BAO_0000219,
313,100256,,,2,S,CHEMBL615288,1,16575,,F,,Intermediate,,,BAO_0000220,
314,100256,,,2,S,CHEMBL615289,1,15407,,B,,Intermediate,,,BAO_0000220,
315,81034,9606.0,,1,N,CHEMBL615290,1,10797,Homo sapiens,F,,Intermediate,,478.0,BAO_0000219,
316,81034,9606.0,,1,N,CHEMBL884522,1,10797,Homo sapiens,F,,Intermediate,,478.0,BAO_0000219,
317,22226,9606.0,,0,U,CHEMBL615291,1,3469,Homo sapiens,F,,Autocuration,,,BAO_0000019,
318,22222,,,3,M,CHEMBL615292,1,16037,,B,,Intermediate,,,BAO_0000225,
319,22222,,,3,M,CHEMBL615293,1,16037,,B,,Intermediate,,,BAO_0000225,
320,22222,,,3,M,CHEMBL615294,1,16037,,B,,Intermediate,,,BAO_0000225,
321,22222,,,3,M,CHEMBL615295,1,16037,,B,,Intermediate,,,BAO_0000225,
322,22226,9606.0,,0,U,CHEMBL825021,1,16524,Homo sapiens,F,,Autocuration,,,BAO_0000019,
323,22226,9606.0,,0,U,CHEMBL615296,1,16524,Homo sapiens,F,,Autocuration,,,BAO_0000019,
324,22226,9606.0,,0,U,CHEMBL615297,1,16524,Homo sapiens,F,,Autocuration,,,BAO_0000019,
325,22226,10029.0,,0,U,CHEMBL615298,1,16758,Cricetulus griseus,F,,Autocuration,,,BAO_0000019,
326,22226,10029.0,,0,U,CHEMBL615299,1,16758,Cricetulus griseus,F,,Autocuration,,,BAO_0000019,
327,22226,10029.0,,0,U,CHEMBL615300,1,16758,Cricetulus griseus,F,,Autocuration,,,BAO_0000019,
328,241,,,8,H,CHEMBL615301,1,14360,,B,,Autocuration,,,BAO_0000357,
329,241,9606.0,,9,D,CHEMBL615302,1,14360,Homo sapiens,B,,Expert,,,BAO_0000357,
330,22226,10116.0,,0,U,CHEMBL615303,1,9964,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
331,12132,,,8,H,CHEMBL615304,1,9964,,B,,Autocuration,,,BAO_0000019,
332,12132,,,8,H,CHEMBL615305,1,9964,,B,,Autocuration,,,BAO_0000019,
333,12132,,,8,H,CHEMBL615306,1,9964,,B,,Autocuration,,,BAO_0000218,
334,12132,,,8,H,CHEMBL615307,1,9964,,B,,Autocuration,,,BAO_0000218,
335,12132,,,8,H,CHEMBL615308,1,9964,,B,,Autocuration,,,BAO_0000218,
336,12132,,,8,H,CHEMBL615309,1,9964,,F,,Autocuration,,,BAO_0000218,
337,22226,,,0,U,CHEMBL615310,1,9964,,B,,Autocuration,,,BAO_0000019,
338,12132,,,8,H,CHEMBL615311,1,9964,,B,,Autocuration,,,BAO_0000019,
339,22226,9606.0,,0,U,CHEMBL615312,1,9964,Homo sapiens,B,,Autocuration,,,BAO_0000019,
340,12132,,,8,H,CHEMBL615313,1,9964,,B,,Autocuration,,,BAO_0000019,
341,12132,,,8,H,CHEMBL615314,1,9964,,F,,Autocuration,,,BAO_0000019,
342,12132,,,8,H,CHEMBL615315,1,9964,,B,,Autocuration,,,BAO_0000019,
343,22226,10116.0,,0,U,CHEMBL615316,1,9964,Rattus norvegicus,B,,Autocuration,,,BAO_0000218,
344,12132,,,8,H,CHEMBL615317,1,9964,,B,,Autocuration,,,BAO_0000218,
345,12132,,,8,H,CHEMBL615318,1,9964,,B,,Autocuration,,,BAO_0000218,
346,22226,10116.0,,0,U,CHEMBL615319,1,9964,Rattus norvegicus,B,,Autocuration,,,BAO_0000218,
347,12132,,,8,H,CHEMBL615320,1,9964,,B,,Autocuration,,,BAO_0000019,
348,12132,,,8,H,CHEMBL615321,1,9964,,F,,Autocuration,,,BAO_0000019,
349,22226,10116.0,,0,U,CHEMBL615322,1,3796,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
350,19690,562.0,,8,H,CHEMBL615323,1,4251,Escherichia coli,B,,Autocuration,,,BAO_0000357,
351,19690,562.0,,8,H,CHEMBL615407,1,4251,Escherichia coli,B,,Autocuration,,,BAO_0000357,
352,19690,562.0,,8,H,CHEMBL857267,1,4251,Escherichia coli,B,,Autocuration,,,BAO_0000357,
353,19690,562.0,,8,H,CHEMBL615408,1,4251,Escherichia coli,B,,Autocuration,,,BAO_0000357,
354,19690,,,8,H,CHEMBL615409,1,166,,B,,Autocuration,,,BAO_0000357,
355,19690,,,8,H,CHEMBL615410,1,17861,,B,,Autocuration,,,BAO_0000357,
356,19690,,,8,H,CHEMBL615411,1,166,,B,,Autocuration,,,BAO_0000357,
357,19690,,,8,H,CHEMBL615412,1,166,,B,,Autocuration,,,BAO_0000357,
358,19690,,,8,H,CHEMBL615413,1,166,,B,,Autocuration,,,BAO_0000357,
359,22226,,,0,U,CHEMBL615414,1,3548,,B,,Autocuration,,,BAO_0000019,
360,12236,10116.0,,9,D,CHEMBL615415,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
361,12236,10116.0,,9,D,CHEMBL615416,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
362,12236,10116.0,,9,D,CHEMBL615417,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
363,12236,10116.0,,9,D,CHEMBL615418,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
364,12236,10116.0,,9,D,CHEMBL615419,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
365,12236,10116.0,,9,D,CHEMBL615420,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
366,12236,10116.0,,9,D,CHEMBL615421,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
367,12236,10116.0,,9,D,CHEMBL615422,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
368,12236,10116.0,,9,D,CHEMBL615423,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
369,12236,10116.0,,9,D,CHEMBL872868,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
370,12236,10116.0,,9,D,CHEMBL615424,1,9877,Rattus norvegicus,B,Microsomes,Autocuration,,,BAO_0000251,2107.0
371,104832,,,4,H,CHEMBL825022,1,3003,,B,,Autocuration,,,BAO_0000224,
372,104832,,,4,H,CHEMBL615425,1,3003,,B,,Autocuration,,,BAO_0000224,
373,104832,,,4,H,CHEMBL615426,1,3003,,B,,Autocuration,,,BAO_0000224,
374,10612,9606.0,,9,D,CHEMBL615427,1,17185,Homo sapiens,B,,Expert,,,BAO_0000357,
375,80616,9606.0,,1,N,CHEMBL615428,1,6072,Homo sapiens,F,,Intermediate,,844.0,BAO_0000219,
376,80616,9606.0,,1,N,CHEMBL615429,1,6072,Homo sapiens,F,,Intermediate,,844.0,BAO_0000219,
377,80617,10090.0,,1,N,CHEMBL615430,1,5018,Mus musculus,F,,Intermediate,,700.0,BAO_0000219,
378,22226,9606.0,,0,U,CHEMBL615431,1,2852,Homo sapiens,F,,Intermediate,,,BAO_0000019,
379,22226,,,0,U,CHEMBL615432,1,8663,,F,,Autocuration,,798.0,BAO_0000218,
380,22226,,,0,U,CHEMBL615433,1,8663,,F,,Autocuration,,798.0,BAO_0000218,
381,12464,12131.0,,9,D,CHEMBL615434,1,3245,Human rhinovirus 14,F,,Expert,,,BAO_0000019,
382,50085,169066.0,,1,N,CHEMBL615435,1,3245,Human rhinovirus sp.,F,,Intermediate,,,BAO_0000218,
383,50679,169066.0,,1,N,CHEMBL615436,1,3877,human rhinovirus type 14,F,,Intermediate,,,BAO_0000218,
384,50679,169066.0,,1,N,CHEMBL615437,1,3877,human rhinovirus type 14,F,,Intermediate,,,BAO_0000218,
385,12464,12131.0,,9,D,CHEMBL615438,1,5861,Human rhinovirus 14,F,,Expert,,,BAO_0000019,
386,12464,12131.0,,9,D,CHEMBL615439,1,5861,Human rhinovirus 14,F,,Expert,,,BAO_0000019,
387,12464,12131.0,,9,D,CHEMBL615440,1,5861,Human rhinovirus 14,F,,Expert,,,BAO_0000019,
388,12464,12131.0,,9,D,CHEMBL615441,1,5861,Human rhinovirus 14,F,,Expert,,,BAO_0000019,
389,50665,12059.0,,1,N,CHEMBL615641,1,13748,Enterovirus,F,,Intermediate,,,BAO_0000218,
390,50665,12059.0,,1,N,CHEMBL872065,1,13748,Enterovirus,F,,Intermediate,,,BAO_0000218,
391,50665,12059.0,,1,N,CHEMBL825023,1,13748,Enterovirus,F,,Intermediate,,,BAO_0000218,
392,50665,12059.0,,1,N,CHEMBL615642,1,13748,Enterovirus,F,,Intermediate,,,BAO_0000218,
393,12464,147712.0,,8,H,CHEMBL615643,1,13748,Human rhinovirus B,B,,Expert,,,BAO_0000357,
394,22226,9606.0,,0,U,CHEMBL615644,1,17699,Homo sapiens,B,,Autocuration,,,BAO_0000019,
395,80619,10090.0,,1,N,CHEMBL615645,1,7145,Mus musculus,F,,Intermediate,,833.0,BAO_0000218,
396,80619,10090.0,,1,N,CHEMBL615646,1,7145,Mus musculus,F,,Intermediate,,833.0,BAO_0000218,
397,80619,10090.0,,1,N,CHEMBL615647,1,7145,Mus musculus,F,,Intermediate,,833.0,BAO_0000218,
398,80619,10090.0,,1,N,CHEMBL615648,1,7145,Mus musculus,F,,Intermediate,,833.0,BAO_0000218,
399,80619,10090.0,,1,N,CHEMBL615649,1,7145,Mus musculus,F,,Intermediate,,833.0,BAO_0000218,
400,80619,10090.0,,1,N,CHEMBL615650,1,7145,Mus musculus,F,,Intermediate,,833.0,BAO_0000218,
401,80620,10090.0,,1,N,CHEMBL615651,1,5325,Mus musculus,F,,Intermediate,,847.0,BAO_0000218,
402,80620,10090.0,,1,N,CHEMBL615652,1,5325,Mus musculus,F,,Intermediate,,847.0,BAO_0000218,
403,80620,10090.0,,1,N,CHEMBL615653,1,5325,Mus musculus,F,,Expert,,847.0,BAO_0000218,
404,80620,10090.0,,1,N,CHEMBL615654,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
405,80620,10090.0,,1,N,CHEMBL615655,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
406,80620,10090.0,,1,N,CHEMBL825024,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
407,80620,10090.0,,1,N,CHEMBL615656,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
408,80620,10090.0,,1,N,CHEMBL615657,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
409,80620,10090.0,,1,N,CHEMBL615658,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
410,80620,10090.0,,1,N,CHEMBL615659,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
411,80620,10090.0,,1,N,CHEMBL615660,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
412,80620,10090.0,,1,N,CHEMBL615661,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
413,80620,10090.0,,1,N,CHEMBL615662,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
414,80620,10090.0,,1,N,CHEMBL615663,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
415,80620,10090.0,,1,N,CHEMBL615664,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
416,80620,10090.0,,1,N,CHEMBL615665,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
417,80620,10090.0,,1,N,CHEMBL615666,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
418,80620,10090.0,,1,N,CHEMBL615667,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
419,80620,10090.0,,1,N,CHEMBL615668,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
420,80620,10090.0,,1,N,CHEMBL615669,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
421,80620,10090.0,,1,N,CHEMBL615670,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
422,80620,10090.0,,1,N,CHEMBL836739,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
423,80620,10090.0,,1,N,CHEMBL615671,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
424,80620,10090.0,,1,N,CHEMBL615672,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
425,80620,10090.0,,1,N,CHEMBL615791,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
426,80620,10090.0,,1,N,CHEMBL615792,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
427,80620,10090.0,,1,N,CHEMBL615793,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
428,80620,10090.0,,1,N,CHEMBL615794,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
429,80620,10090.0,,1,N,CHEMBL615795,1,16169,Mus musculus,F,,Intermediate,,847.0,BAO_0000219,
430,80621,9606.0,,1,N,CHEMBL615590,1,15547,Homo sapiens,F,,Intermediate,,971.0,BAO_0000219,
431,22226,,,0,U,CHEMBL615591,1,8663,,F,,Autocuration,,,BAO_0000218,
432,22226,,,0,U,CHEMBL615592,1,8663,,F,,Autocuration,,,BAO_0000218,
433,22226,,,0,U,CHEMBL615593,1,8663,,F,,Autocuration,,,BAO_0000218,
434,22226,,,0,U,CHEMBL615594,1,8663,,F,,Autocuration,,,BAO_0000218,
435,80951,10090.0,,1,N,CHEMBL615595,1,4504,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
436,80951,10090.0,,1,N,CHEMBL615596,1,4504,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
437,11169,,,8,H,CHEMBL615597,1,12695,,F,,Expert,,723.0,BAO_0000219,
438,80951,10090.0,,1,N,CHEMBL615598,1,12695,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
439,80951,10090.0,,1,N,CHEMBL615599,1,12695,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
440,80951,10090.0,,1,N,CHEMBL615600,1,17642,Mus musculus,F,,Expert,,723.0,BAO_0000219,
441,80951,10090.0,,1,N,CHEMBL615601,1,17642,Mus musculus,F,,Expert,,723.0,BAO_0000219,
442,80951,10090.0,,1,N,CHEMBL615602,1,12340,Mus musculus,F,,Expert,,723.0,BAO_0000219,
443,80951,10090.0,,1,N,CHEMBL615603,1,12340,Mus musculus,F,,Expert,,723.0,BAO_0000219,
444,80951,10090.0,,1,N,CHEMBL615604,1,12716,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
445,80951,10090.0,,1,N,CHEMBL615605,1,6277,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
446,80951,10090.0,,1,N,CHEMBL615606,1,6277,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
447,80951,10090.0,,1,N,CHEMBL884526,1,6277,Mus musculus,F,,Expert,,723.0,BAO_0000219,
448,80951,10090.0,,1,N,CHEMBL615607,1,6277,Mus musculus,F,,Expert,,723.0,BAO_0000219,
449,80951,10090.0,,1,N,CHEMBL615608,1,6277,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
450,80951,10090.0,,1,N,CHEMBL615609,1,6277,Mus musculus,F,,Expert,,723.0,BAO_0000219,
451,80951,10090.0,,1,N,CHEMBL615682,1,6277,Mus musculus,F,,Expert,,723.0,BAO_0000219,
452,80951,10090.0,,1,N,CHEMBL615683,1,6277,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
453,80951,10090.0,,1,N,CHEMBL615684,1,17780,Mus musculus,F,,Expert,,723.0,BAO_0000218,
454,104860,10090.0,,7,D,CHEMBL615685,1,12751,Mus musculus,F,,Autocuration,,,BAO_0000219,
455,80951,10090.0,,1,N,CHEMBL615686,1,12380,Mus musculus,F,,Expert,,723.0,BAO_0000219,
456,80951,10090.0,,1,N,CHEMBL615687,1,14892,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
457,80951,10090.0,,1,N,CHEMBL884523,1,12695,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
458,11169,,,8,H,CHEMBL615688,1,12695,,F,,Expert,,,BAO_0000019,
459,80951,10090.0,,1,N,CHEMBL615689,1,12695,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
460,80951,10090.0,,1,N,CHEMBL615690,1,12695,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
461,11169,,,8,H,CHEMBL615691,1,12695,,F,,Expert,,,BAO_0000019,
462,11169,,,8,H,CHEMBL615692,1,12695,,F,,Expert,,,BAO_0000019,
463,80951,10090.0,,1,N,CHEMBL615693,1,6277,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
464,80951,10090.0,,1,N,CHEMBL615324,1,6277,Mus musculus,F,,Expert,,723.0,BAO_0000219,
465,9,9606.0,,9,D,CHEMBL615325,1,4959,Homo sapiens,F,,Expert,,723.0,BAO_0000219,
466,9,9606.0,,9,D,CHEMBL615490,1,4959,Homo sapiens,F,,Expert,,723.0,BAO_0000219,
467,188,9606.0,,9,D,CHEMBL615491,1,4959,Homo sapiens,F,,Expert,,723.0,BAO_0000219,
468,188,9606.0,,9,D,CHEMBL615492,1,4959,Homo sapiens,F,,Expert,,723.0,BAO_0000219,
469,80951,10090.0,,1,N,CHEMBL615493,1,12082,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
470,80951,10090.0,,1,N,CHEMBL615494,1,12082,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
471,80951,10090.0,,1,N,CHEMBL615495,1,12082,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
472,80951,10090.0,,1,N,CHEMBL615496,1,12082,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
473,80951,10090.0,,1,N,CHEMBL615497,1,2643,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
474,80951,10090.0,,1,N,CHEMBL615498,1,11926,Mus musculus,F,,Expert,,723.0,BAO_0000219,
475,80951,10090.0,,1,N,CHEMBL615499,1,15204,Mus musculus,A,,Intermediate,,723.0,BAO_0000219,
476,80951,10090.0,,1,N,CHEMBL835522,1,15992,Mus musculus,F,,Expert,,723.0,BAO_0000219,
477,80951,10090.0,,1,N,CHEMBL615500,1,16279,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
478,80951,10090.0,,1,N,CHEMBL615501,1,16279,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
479,80951,10090.0,,1,N,CHEMBL615502,1,16279,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
480,80951,10090.0,,1,N,CHEMBL615503,1,16279,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
481,80951,10090.0,,1,N,CHEMBL615504,1,16279,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
482,80951,10090.0,,1,N,CHEMBL615505,1,16279,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
483,80951,10090.0,,1,N,CHEMBL615506,1,12831,Mus musculus,F,,Expert,,723.0,BAO_0000219,
484,80951,10090.0,,1,N,CHEMBL615507,1,13497,Mus musculus,F,,Intermediate,,723.0,BAO_0000219,
485,80006,,,1,N,CHEMBL615508,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
486,80006,10090.0,,1,N,CHEMBL615509,1,13618,Mus musculus,F,,Intermediate,,620.0,BAO_0000219,
487,80006,10090.0,,1,N,CHEMBL615510,1,11902,Mus musculus,F,,Intermediate,,620.0,BAO_0000219,
488,80006,10090.0,,1,N,CHEMBL615511,1,11902,Mus musculus,F,,Intermediate,,620.0,BAO_0000219,
489,80006,10090.0,,1,N,CHEMBL615512,1,11902,Mus musculus,F,,Intermediate,,620.0,BAO_0000219,
490,80006,10090.0,,1,N,CHEMBL615513,1,14840,Mus musculus,F,,Intermediate,,620.0,BAO_0000218,
491,80006,10090.0,,1,N,CHEMBL615514,1,14840,Mus musculus,F,,Intermediate,,620.0,BAO_0000218,
492,80006,,,1,N,CHEMBL615515,1,13715,,F,,Intermediate,,620.0,BAO_0000219,
493,80006,,,1,N,CHEMBL615516,1,13715,,F,,Intermediate,,620.0,BAO_0000219,
494,80006,,,1,N,CHEMBL615517,1,13715,,F,,Intermediate,,620.0,BAO_0000219,
495,80006,,,1,N,CHEMBL615518,1,13715,,F,,Intermediate,,620.0,BAO_0000219,
496,80006,,,1,N,CHEMBL615519,1,13715,,F,,Intermediate,,620.0,BAO_0000219,
497,80006,,,1,N,CHEMBL615520,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
498,80006,,,1,N,CHEMBL615521,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
499,80006,,,1,N,CHEMBL615522,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
500,80006,,,1,N,CHEMBL615523,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
501,80006,,,1,N,CHEMBL615524,1,13715,,F,,Expert,,620.0,BAO_0000218,
502,80006,,,1,N,CHEMBL615525,1,13715,,F,,Expert,,620.0,BAO_0000218,
503,80006,,,1,N,CHEMBL615526,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
504,80006,,,1,N,CHEMBL615527,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
505,80006,,,1,N,CHEMBL615528,1,13715,,F,,Intermediate,,620.0,BAO_0000218,
506,80006,,,1,N,CHEMBL615529,1,13715,,F,,Expert,,620.0,BAO_0000218,
507,80006,,,1,N,CHEMBL615530,1,13715,,F,,Expert,,620.0,BAO_0000218,
508,80006,,,1,N,CHEMBL615531,1,13715,,F,,Expert,,620.0,BAO_0000218,
509,80006,,,1,N,CHEMBL615532,1,13715,,F,,Intermediate,,620.0,BAO_0000219,
