Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Urban issues (marker),Children issues (marker),Knowledge for development (marker),Organisation ID,Organisation name,Organisation sub-class,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,2,D5430,0,0,B5100,1,ET,Multilateral,Africa,0.222,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Ethiopia,666000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,ET,31166,Agricultural extension,0.1
2009/2010,2,D5430,0,0,B5100,1,ET,Multilateral,Africa,0.222,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Ethiopia,666000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,ET,31182,Agricultural research,0.1
2009/2010,2,D5430,0,0,B5100,1,ET,Multilateral,Africa,0.222,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Ethiopia,666000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,ET,31191,Agricultural services,0.1
2009/2010,2,D5430,0,0,B5100,1,ET,Multilateral,Africa,0.222,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Ethiopia,666000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,ET,31193,Agricultural financial services,0.1
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31110,Agricultural policy and administrative management,0.2
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31120,Agricultural development,0.2
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31150,Agricultural inputs,0.1
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31161,Food crop production,0.1
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31166,Agricultural extension,0.1
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31182,Agricultural research,0.1
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31191,Agricultural services,0.1
2009/2010,2,D5430,0,0,B5100,1,GN,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GN,31193,Agricultural financial services,0.1
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,24000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31110,Agricultural policy and administrative management,0.2
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,24000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31120,Agricultural development,0.2
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31150,Agricultural inputs,0.1
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31161,Food crop production,0.1
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31166,Agricultural extension,0.1
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31182,Agricultural research,0.1
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31191,Agricultural services,0.1
2009/2010,2,D5430,0,0,B5100,1,GW,Multilateral,Africa,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Guinea-Bissau,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,GW,31193,Agricultural financial services,0.1
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31110,Agricultural policy and administrative management,0.2
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31120,Agricultural development,0.2
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31150,Agricultural inputs,0.1
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31161,Food crop production,0.1
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31166,Agricultural extension,0.1
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31182,Agricultural research,0.1
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31191,Agricultural services,0.1
2009/2010,1,D5430,0,0,B5100,1,HN,Multilateral,America,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Honduras,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HN,31193,Agricultural financial services,0.1
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,72600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31110,Agricultural policy and administrative management,0.2
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,72600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31120,Agricultural development,0.2
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,36300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31150,Agricultural inputs,0.1
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,36300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31161,Food crop production,0.1
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,36300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31166,Agricultural extension,0.1
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,36300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31182,Agricultural research,0.1
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,36300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31191,Agricultural services,0.1
2009/2010,1,D5430,0,0,B5100,1,HT,Multilateral,America,0.0121,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Haiti,36300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,HT,31193,Agricultural financial services,0.1
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,266400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31110,Agricultural policy and administrative management,0.2
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,266400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31120,Agricultural development,0.2
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,133200.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31150,Agricultural inputs,0.1
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,133200.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31161,Food crop production,0.1
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,133200.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31166,Agricultural extension,0.1
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,133200.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31182,Agricultural research,0.1
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,133200.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31191,Agricultural services,0.1
2009/2010,2,D5430,0,0,B5100,1,KE,Multilateral,Africa,0.0444,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kenya,133200.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KE,31193,Agricultural financial services,0.1
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31110,Agricultural policy and administrative management,0.2
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31120,Agricultural development,0.2
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31150,Agricultural inputs,0.1
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31161,Food crop production,0.1
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31166,Agricultural extension,0.1
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31182,Agricultural research,0.1
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31191,Agricultural services,0.1
2009/2010,3,D5430,0,0,B5100,1,KG,Multilateral,Asia,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Kyrgyzstan,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KG,31193,Agricultural financial services,0.1
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,24000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31110,Agricultural policy and administrative management,0.2
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,24000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31120,Agricultural development,0.2
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31150,Agricultural inputs,0.1
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31161,Food crop production,0.1
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31166,Agricultural extension,0.1
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31182,Agricultural research,0.1
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31191,Agricultural services,0.1
2009/2010,3,D5430,0,0,B5100,1,KH,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Cambodia,12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KH,31193,Agricultural financial services,0.1
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,4800.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31110,Agricultural policy and administrative management,0.2
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,4800.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31120,Agricultural development,0.2
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,2400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31150,Agricultural inputs,0.1
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,2400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31161,Food crop production,0.1
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,2400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31166,Agricultural extension,0.1
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,2400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31182,Agricultural research,0.1
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,2400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31191,Agricultural services,0.1
2009/2010,2,D5430,0,0,B5100,1,KM,Multilateral,Africa,0.0008,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Comoros,2400.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,KM,31193,Agricultural financial services,0.1
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",24000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31110,Agricultural policy and administrative management,0.2
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",24000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31120,Agricultural development,0.2
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31150,Agricultural inputs,0.1
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31161,Food crop production,0.1
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31166,Agricultural extension,0.1
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31182,Agricultural research,0.1
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31191,Agricultural services,0.1
2009/2010,3,D5430,0,0,B5100,1,LA,Multilateral,Asia,0.004,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,"Lao, Dem. Rep.",12000.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LA,31193,Agricultural financial services,0.1
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31110,Agricultural policy and administrative management,0.2
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,48600.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31120,Agricultural development,0.2
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31150,Agricultural inputs,0.1
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31161,Food crop production,0.1
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31166,Agricultural extension,0.1
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31182,Agricultural research,0.1
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31191,Agricultural services,0.1
2009/2010,2,D5430,0,0,B5100,1,LR,Multilateral,Africa,0.0081,MED Economic Development,Operational,0,0,Foreign Non-Profit Making,Liberia,24300.0,1,M013185001,0,0,0,S5460,0,0,0,1,0,0,0,1001306,World Bank,IFI,LR,31193,Agricultural financial services,0.1
