variant_id,relationship_type,assay_type,chembl_id,src_id,confidence_score,assay_tissue,bao_format,description,assay_organism,assay_category,cell_id,assay_cell_type,curated_by,src_assay_id,assay_strain,assay_test_type,assay_id,tissue_id,assay_tax_id,tid,doc_id,assay_subcellular_fraction
,N,A,CHEMBL627032,1,1,Lung,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7663,2048.0,10116.0,50597,10130,
,N,A,CHEMBL627033,1,1,Muscle tissue,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7664,2385.0,10116.0,50597,10130,
,N,A,CHEMBL627034,1,1,,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7665,,10116.0,50597,10130,
,N,A,CHEMBL627035,1,1,Spleen,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7666,2106.0,10116.0,50597,10130,
,N,A,CHEMBL627036,1,1,Thyroid gland,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7667,2046.0,10116.0,50597,10130,
,N,A,CHEMBL875340,1,1,Blood,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7668,178.0,10116.0,50597,10130,
,N,A,CHEMBL627037,1,1,Heart,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7669,948.0,10116.0,50597,10130,
,N,A,CHEMBL627038,1,1,Kidney,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7670,2113.0,10116.0,50597,10130,
,N,A,CHEMBL627039,1,1,Liver,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7671,2107.0,10116.0,50597,10130,
,N,A,CHEMBL627040,1,1,Muscle tissue,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7672,2385.0,10116.0,50597,10130,
,N,A,CHEMBL624663,1,1,Spleen,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7673,2106.0,10116.0,50597,10130,
,N,A,CHEMBL625963,1,1,Thyroid gland,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7674,2046.0,10116.0,50597,10130,
,N,A,CHEMBL876799,1,1,Brain,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7675,955.0,10116.0,50597,10130,
,N,A,CHEMBL626133,1,1,Lung,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7676,2048.0,10116.0,50597,10130,
,N,A,CHEMBL626134,1,1,,BAO_0000218,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,Rattus norvegicus,,,,Intermediate,,,,7677,,10116.0,50597,10130,
,N,A,CHEMBL626135,1,1,,BAO_0000218,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,Intermediate,,,,7678,,10116.0,50597,6295,
,N,A,CHEMBL626136,1,1,,BAO_0000218,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,Intermediate,,,,7679,,10116.0,50597,6296,
,N,A,CHEMBL626137,1,1,,BAO_0000218,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,Rattus norvegicus,,,,Intermediate,,,,7680,,10116.0,50597,6296,
,N,A,CHEMBL626138,1,1,,BAO_0000218,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,Intermediate,,,,7681,,10116.0,50597,6295,
,N,A,CHEMBL626139,1,1,,BAO_0000218,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,Rattus norvegicus,,,,Intermediate,,,,7682,,10116.0,50597,6296,
,N,A,CHEMBL626140,1,1,,BAO_0000218,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Rattus norvegicus,,,,Intermediate,,,In vivo,7683,,10116.0,50597,17260,
,N,A,CHEMBL626141,1,1,,BAO_0000218,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Rattus norvegicus,,,,Intermediate,,,In vivo,7684,,10116.0,50597,17260,
,N,A,CHEMBL626142,1,1,,BAO_0000218,C24h in rat p.o. at 20 mg/kg concentration,Rattus norvegicus,,,,Intermediate,,,,7685,,10116.0,50597,17686,
,N,A,CHEMBL627930,1,1,Muscle tissue,BAO_0000218,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7686,2385.0,10116.0,50597,9866,
,N,A,CHEMBL627931,1,1,Muscle tissue,BAO_0000218,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Rattus norvegicus,,,,Intermediate,,,In vivo,7687,2385.0,10116.0,50597,9866,
,N,A,CHEMBL627932,1,1,Muscle tissue,BAO_0000218,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7688,2385.0,10116.0,50597,9866,
,N,A,CHEMBL627933,1,1,Spleen,BAO_0000218,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7689,2106.0,10116.0,50597,9866,
,N,A,CHEMBL627934,1,1,Spleen,BAO_0000218,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Rattus norvegicus,,,,Intermediate,,,In vivo,7690,2106.0,10116.0,50597,9866,
,N,A,CHEMBL627935,1,1,Spleen,BAO_0000218,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7691,2106.0,10116.0,50597,9866,
,N,A,CHEMBL627936,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7692,178.0,10116.0,50597,9866,
,N,A,CHEMBL627937,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7693,178.0,10116.0,50597,9866,
,N,A,CHEMBL627938,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7694,178.0,10116.0,50597,9866,
,N,A,CHEMBL627939,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Rattus norvegicus,,,,Intermediate,,,In vivo,7695,178.0,10116.0,50597,9866,
,N,A,CHEMBL627940,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7696,178.0,10116.0,50597,9866,
,N,A,CHEMBL627941,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7697,178.0,10116.0,50597,9866,
,N,A,CHEMBL876800,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7698,178.0,10116.0,50597,9866,
,N,A,CHEMBL627942,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7699,178.0,10116.0,50597,9866,
,N,A,CHEMBL627943,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7700,178.0,10116.0,50597,9866,
,N,A,CHEMBL627944,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7701,178.0,10116.0,50597,9866,
,N,A,CHEMBL627945,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7702,178.0,10116.0,50597,9866,
,N,A,CHEMBL628584,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7703,178.0,10116.0,50597,9866,
,N,A,CHEMBL628585,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7704,178.0,10116.0,50597,9866,
,N,A,CHEMBL628586,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7705,178.0,10116.0,50597,9866,
,N,A,CHEMBL628587,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7706,178.0,10116.0,50597,9866,
,N,A,CHEMBL628588,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7707,178.0,10116.0,50597,9866,
,N,A,CHEMBL628589,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7708,178.0,10116.0,50597,9866,
,N,A,CHEMBL625304,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7709,178.0,10116.0,50597,9866,
,N,A,CHEMBL625305,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7710,178.0,10116.0,50597,9866,
,N,A,CHEMBL625306,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7711,178.0,10116.0,50597,9866,
,N,A,CHEMBL625307,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7712,178.0,10116.0,50597,9866,
,N,A,CHEMBL625308,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7713,178.0,10116.0,50597,9866,
,N,A,CHEMBL627740,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7714,178.0,10116.0,50597,9866,
,N,A,CHEMBL627741,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7715,178.0,10116.0,50597,9866,
,N,A,CHEMBL627742,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7716,178.0,10116.0,50597,9866,
,N,A,CHEMBL627743,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Rattus norvegicus,,,,Intermediate,,,In vivo,7717,178.0,10116.0,50597,9866,
,N,A,CHEMBL627744,1,1,Blood,BAO_0000218,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Rattus norvegicus,,,,Intermediate,,,In vivo,7718,178.0,10116.0,50597,9866,
,N,A,CHEMBL627745,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7719,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL627746,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7720,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL627747,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7721,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL876810,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Rattus norvegicus,,,,Intermediate,,,In vivo,7722,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL627748,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7723,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL627749,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7724,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL627750,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7725,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618728,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7726,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618729,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Rattus norvegicus,,,,Intermediate,,,In vivo,7727,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618730,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7728,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618731,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7729,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618732,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7730,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618733,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7731,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618734,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7732,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618735,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7733,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL876602,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7734,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618736,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7735,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618737,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7736,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618738,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7737,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618739,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Rattus norvegicus,,,,Intermediate,,,In vivo,7738,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618740,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Rattus norvegicus,,,,Intermediate,,,In vivo,7739,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618741,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Rattus norvegicus,,,,Intermediate,,,In vivo,7740,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618742,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Rattus norvegicus,,,,Intermediate,,,In vivo,7741,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618743,1,1,Bone,BAO_0000218,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Rattus norvegicus,,,,Intermediate,,,In vivo,7742,10000001.0,10116.0,50597,9866,
,N,A,CHEMBL618744,1,1,Plasma,BAO_0000218,Half-life from rat plasma at a single oral dose of 25 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,7743,1969.0,10116.0,50597,17752,
,N,A,CHEMBL618745,1,1,,BAO_0000218,Half-life in male rat,Rattus norvegicus,,,,Intermediate,,,,7744,,10116.0,50597,5610,
,N,A,CHEMBL620479,1,1,,BAO_0000218,Half-life in rat after peroral administration at 10 mg/kg concentration,Rattus norvegicus,,,,Intermediate,,,In vivo,7745,,10116.0,50597,5939,
,N,A,CHEMBL620480,1,1,,BAO_0000218,Half-life in rat after peroral administration at 5 mg/kg concentration,Rattus norvegicus,,,,Intermediate,,,In vivo,7746,,10116.0,50597,5939,
,N,A,CHEMBL620481,1,1,,BAO_0000218,Half-life in rat at a dose of 3 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,7747,,10116.0,50597,17771,
,N,A,CHEMBL620482,1,1,,BAO_0000218,Half-life was evaluated in rats,Rattus norvegicus,,,,Intermediate,,,,7748,,10116.0,50597,1974,
,N,A,CHEMBL876603,1,1,,BAO_0000218,Half-life was measured in rat,Rattus norvegicus,,,,Intermediate,,,,7749,,10116.0,50597,4239,
,N,A,CHEMBL620483,1,1,,BAO_0000218,Half-life period for the compound was determined in rats at 50 mg/kg dose,Rattus norvegicus,,,,Intermediate,,,In vivo,7750,,10116.0,50597,6681,
,N,A,CHEMBL620484,1,1,,BAO_0000218,Half-life period in rats after intravenous administration at 5 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,7751,,10116.0,50597,17752,
,N,A,CHEMBL620485,1,1,,BAO_0000218,Half-life period in rat at 10 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,7752,,10116.0,50597,6046,
,N,A,CHEMBL620486,1,1,,BAO_0000218,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",Rattus norvegicus,,,,Intermediate,,,In vivo,7753,,10116.0,50597,6685,
,N,A,CHEMBL620487,1,1,,BAO_0000218,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",Rattus norvegicus,,,,Intermediate,,,In vivo,7754,,10116.0,50597,6685,
,N,A,CHEMBL620488,1,1,,BAO_0000218,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",Rattus norvegicus,,,,Intermediate,,,In vivo,7755,,10116.0,50597,6685,
,N,A,CHEMBL620489,1,1,,BAO_0000218,Half-life time in rat the dose of 2 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,7756,,10116.0,50597,4727,
,N,A,CHEMBL620490,1,1,,BAO_0000218,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,Rattus norvegicus,,,,Intermediate,,,In vivo,7757,,10116.0,50597,1088,
,N,A,CHEMBL620491,1,1,,BAO_0000218,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,7758,,10116.0,50597,5610,
,N,A,CHEMBL876604,1,1,Plasma,BAO_0000218,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Rattus norvegicus,,,,Intermediate,,,In vivo,7759,1969.0,10116.0,50597,3032,
,N,A,CHEMBL620492,1,1,,BAO_0000218,Oral half life was determined,Rattus norvegicus,,,,Intermediate,,,In vivo,7760,,10116.0,50597,5199,
,N,A,CHEMBL620493,1,1,,BAO_0000218,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",Rattus norvegicus,,,,Intermediate,,,In vivo,7761,,10116.0,50597,14941,
,N,A,CHEMBL620494,1,1,,BAO_0000218,Pharmacokinetic property (t1/2) in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,7762,,10116.0,50597,4408,
,N,A,CHEMBL620495,1,1,Plasma,BAO_0000218,Plasma elimination half-life was determined,Rattus norvegicus,,,,Intermediate,,,,7763,1969.0,10116.0,50597,2552,
