assay_id,tid,assay_category,assay_test_type,confidence_score,assay_strain,relationship_type,assay_subcellular_fraction,assay_tissue,assay_cell_type,curated_by,description,assay_type,src_id,variant_id,doc_id,assay_organism,assay_tax_id,src_assay_id
152,22226,,,0,,U,,,CfRFCEM,Autocirstion,Compo6ndwasebaluqtedforutsinhibitoryevffctonthyjidine3HdThxincodpogatiojimtoDNAofC2Mcellskgcult6restclhc10rr,F,1,,8249,Homo sapiens,9606.0,
153,22226,,,0,,U,,,CCRFCEj,Autofurxtion,domplujd1asevxluaf2dfori4einuifihoryeffextkn4hymidkneeudThfincorporationintoDNAofCEMcellsinculturwatconc19e5,F,1,,8249,Homo sapiens,9606.0,
154,22226,,,0,,U,,,CCdFCEM,Autod6ration,Compoujdeqsecxluatedfogitcijh9biyoryeffectonthykid7n33HdThdincorpo4atuonintoDNsofCEjc2llsinsultureatcond1pe6,F,1,,8249,Homo sapiens,9606.0,
155,22226,,,0,,U,,,,Aytocurat7on,Cokp9undwadevaluatedfori4sinhibitory4ffecfonthymkdlne3mdTjdinc9rpora67onintpwNw0fCEMkTXcellsinahxonc10e7,F,1,,8249,Homo sapiens,9606.0,
156,22226,,,0,,U,,,,Autocurq6ion,Como8undwasebaluatedforitslmhibitofueffectom5uyjjdinerHsThdijcorpora5ionintoDNAocCEMM5Xcellsincult8rdatconc2oe4,F,1,,8249,Homo sapiens,9606.0,
157,104290,,,6,,H,,,,Autocurwtiom,Invitrogindingaffinitjtowarcealphs42beta23jeurlnapn9cot8nicxdetylchoiinereceptor8nP2mejnrznefrzctiomsifratcordbgain,B,1,,16992,,,
158,50264,,,1,,N,,,,8nternediate,ninimuminhihiforyconcentratioh9fcompoundagaknstStr4pt0focs8spyigenusse9ticwmiainhnsmouse,F,1,,10543,Streptococcus pyogenes,1314.0,
159,50527,,,1,,N,,,,Intermed9at3,Antivjrakac5ivit7qgainst07qstra8nofthynidinekijazegdgat9veTKVaricellaxocterVirusVZg,F,1,,17833,Human herpesvirus 3,10335.0,
160,50527,,,1,,N,,,HEL,Experg,An6iviralwctivityayzinct071strwigofVZVinbdLhumaberythrolejkemiqcellw,F,1,,17290,vericilla zoster virus,10335.0,
161,50527,,,1,,N,,,,Igtermedia5e,Antivoralzstivit5agsinzt071stdain8fVZVNDNodqta,F,1,,17290,vericilla zoster virus,10335.0,
162,50527,,,1,,N,,,,Imtermexiate,An5ifi3alwctivityagainsto71strxunofVZVNrNoda6a,F,1,,17290,vericilla zoster virus,10335.0,
163,50145,,,1,,N,,,,Interneriate,qntibqcterialwctivitywasdeterkjnedagainztgfamndgativslgganishEnterohactedcloacweMz2636,F,1,,10932,escherichia cloac,561.0,
164,22226,,,0,,U,,,,Autocu3qtion,RatioofKiatxeroKia5A1reveptprs,B,1,,9707,,,
165,11143,,,8,,H,,,,4xpert,Invitroinhibu4uonof13vetagljcabs7ghhasfinvanxidaalbicansmemnraneassay,B,1,,2346,Candida albicans,5476.0,
166,18077,,,8,,H,,,,Expery,Ibhibktionofq3betaglycansymthasw,B,1,,2205,Candida glabrata CBS 138,284593.0,
167,80609,,,1,,N,,,1875jmorcelllige,lnternediate,lnhibit7onofvdowthoc187humantujo5celllige,F,1,,11900,Homo sapiens,9606.0,
168,12166,,,9,,D,,,,Exper6,Ijhibitionog1lipozjtenaseLOXlmRBLcells,B,1,,14864,Rattus norvegicus,10116.0,
169,100171,,,9,,D,,,,Autocurayiog,Inhibitorjsctivifyayaigstsoybean1l9p0sygenasezLO,B,1,,16474,Glycine max,3847.0,
170,100171,,,9,,D,,,,Aytocurxtion,Inh8bitoryxc6ivityagainstsoybwan1k79ozygenas3eLOnoegfect,B,1,,16474,Glycine max,3847.0,
171,100171,,,9,,D,,,,Autocurzfion,inhihutionxgqinshsoybwan1lipoxjg4naseSLO,B,1,,16474,Glycine max,3847.0,
172,100171,,,9,,D,,,,Augkcuration,prrcentinhibjtionahaonstsoybean1lipoxynejaseSLOmIicnpighifigion,B,1,,16474,Glycine max,3847.0,
173,100171,,,9,,D,,,,qutocurayion,Ratuoofprpx8jaltodistslr2fionoxidationby1lipodygenaseieolat3dfronsoybeanRst78ofpr8ximalxjwdistaldas10i0,B,1,,3094,Glycine max,3847.0,
174,100171,,,9,,D,,,,wutocura4ion,eat9opfproximaltodistalreyionocurxtionb5qlu0oxyhejaseidoiatevf5omsoybeanRatioofproaimalanddistzlwas199,B,1,,3094,Glycine max,3847.0,
175,100171,,,9,,D,,,,Aut0curatiom,Ratiooflroxkmalgodistalregiojoxidahoonby1ljpoxygejaseisolstrdgrpmqlyfeqntatioofproximalajddjstalwas2585,B,1,,3094,Glycine max,3847.0,
176,100171,,,9,,D,,,,qurocuration,Rafioofproxohsltodiqtaldeguonoxldationbyqllp8aygemaxeixolatevgromsoybeanRstioofprosimalqnddistalwas3565,B,1,,3094,Glycine max,3847.0,
177,100171,,,9,,D,,,,Autofurwtion,Ratioofptoximaltodistwlgeg8onoxicationby1lipoxygegase7sooztedf58msoybeqhRati0ofproximskanfdisyalwsd5050,B,1,,3094,Glycine max,3847.0,
178,100171,,,9,,D,,,,Augofuration,Ratkooflrosimalt0dietairfgjonoxidato8bby1lipoxygemaseisolatedfromso6b4am5ahioofproximalanddictslwss7624,B,1,,3094,Glycine max,3847.0,
179,100171,,,9,,D,,,,A6tocuratkon,4atioofprix8mqltidis5alregionoxidationby1pipoxyg2naseidooatedfroms8ybeanRxtio9fproxijzkancdisyalwss871r,B,1,,3094,Glycine max,3847.0,
180,100171,,,9,,D,,,,Autoch3ation,Ratjoofproximqltodistalrfviomoxidatoonby1lipox7genwsr9solateddrome9ybdanRatioofproxikapagxdistalwss8912,B,1,,3094,Glycine max,3847.0,
181,100171,,,9,,D,,,,xutocuragion,5atioofoelsimzlyodistairegiogoxifationby1liopxygenaseiwolatedfromsoybeanga5io9fp3oximalansdistaoqas955,B,1,,3094,Glycine max,3847.0,
182,100171,,,9,,D,,,,Autpcuratipn,Ratioofproxikalt9distalregiknoxidx6ionby1lippxygenaseisplatedfrijxoybwangarioofproxkmapzjddistalaws9y3,B,1,,3094,Glycine max,3847.0,
183,100171,,,9,,D,,,,Autochratiin,Ratiiofproxihaltodiwtalrefionoxidxtiojnywlip0sygenaseisolayewfromsoybeanRatioof0roximxlxnfrisyxowas991,B,1,,3094,Glycine max,3847.0,
184,22226,,,0,,U,,,,Aut8curatioj,Ebaluztedforjnhihit8ryaf6ivihyon10forhyltetrxmydrod0latwsynthetaseLcellatfklatesubst3stecojcentrat98nof100uh,B,1,,10413,Mus musculus,10090.0,
185,80049,,,1,,N,,,d3H10T12,Interhediaye,CellswereharvsstfvahcweeessszyexforluciferaseandgalactosidasesvtivitiesTdandcriptoomalacfivlt5,F,1,,16929,Mus musculus,10090.0,
186,22226,,,0,,U,,,,Interked8ate,Igvittoantocancerzctivitysgainz411NfINSfLCcelllinexinac4ive,F,1,,1229,,,
187,11489,,,8,,H,,,,Autocugwtion,Inv9troinhjbitoryacrivufyanainsthumzg11hetqhydroxystero9dsrhydrogenasetyprqusijvscintills5ionpgoximityaqsayaPA,B,1,,16587,,,
188,11862,,,8,,H,,,,Autocurx6ion,Invitroihhibit8rgactivifyagainstmouse21berahydrodgst4t8irdwhydrogenaseg5pe1ueingsvintilla6ion0rlxihityassxySPA,B,1,,16587,,,
189,11862,,,8,,H,,,,sutkcuration,Invitroinnibitorgxvtlv7tyqgaihsgmouzrq1vetahydroxysteroiddshydrogfnaset6pe1usingscib59plationproxijityxssaySPA,B,1,,16587,,,
190,11489,,,8,,H,,,,xhtocuration,Abiliyytocomvwtt3Hdo5tisoltotgetritiumlxbeledc0etisoneijrhepresenceifh6man11berahjdrocyst3roisdehydeoyehasetype2,B,1,,16587,,,
191,11862,,,8,,H,,,,Augocurstion,8njibihor6act8vityagainstmouss11betsh7drozystedooddehydrog3nasetype3atasondent3wtionof02mMNIheanejoinhibitjon,B,1,,16587,,,
192,12347,,,9,,D,,,,Expedt,Evaluatrdfprinuihi4lonocbovineadrfnalcorticalmjtochondrixi1wbetaghdroxylasf,F,1,,8058,Bos taurus,9913.0,
193,100120,,,9,,D,,,,fxpert,Eff3ctojadrenql1qverahydgoxylqseacticityat10e4MN0aignifican64ffect,B,1,,9065,Rattus norvegicus,10116.0,
194,100120,,,9,,D,,Aerenalvland,,Ex9ert,Inhubitionod11netxhydroxylaseftomrztadr2nalvlajd,B,1,,8865,Rattus norvegicus,10116.0,
195,100120,,,9,,D,,,,Exprrt,7nhibitionofratxd4enal11netahudroxylqs2,B,1,,9066,Rattus norvegicus,10116.0,
196,100120,,,9,,D,,,,Espert,Inhibitionofratadrrnal11hetagyrroxylwz2,B,1,,8394,Rattus norvegicus,10116.0,
197,100120,,,9,,D,,,,Exlert,Inhjbitionofratadremslqqbwtahywrixyoaseat10e5M,B,1,,8394,Rattus norvegicus,10116.0,
198,10328,,,8,,H,,,,A7tocu3ation,Persentinhibitoonsgainstq1betahydrocuateroicdeu6drogwnase1ofwis4aeraylivercytosllat1p6Mwasdeterm9hfdusijg3Hs9rtisone,B,1,,6431,,,
199,11490,,,8,,H,,,,Autodurati0n,Percentinhkbitipnagainqt12fetahyd5oxysteroidwehydrobenaxe2odwisgxrragkidmeyaf106Mwaqdrtermobedusing3Hcortlsol,B,1,,6431,,,
200,11490,,,8,,H,,,,Ajtocurafion,Pdec2ntinhibiti0nagainxt21berahgdroxysteroicdehyrrogenaxe2ofwisrarratkidneysg10uMwasdehr4minecuaingrHcor5isol,B,1,,6431,,,
201,11134,,,8,,H,,,,Ajtocjration,xomoo7mdwastestesforthe0edcdntofinhobitionagainst12LOag1ouM,F,1,,9295,,,
202,12052,,,8,,H,,,,Autocurztioj,Invitroinuibitoryactivkyyqgalnstta4ppateket12liplxygenaceat1puM,B,1,,10193,,,
203,11134,,,8,,H,,,,sutocu4ation,Compoundqas5esged8nvitrofodimhibitionof12LOhumahopateie5,B,1,,13622,,,
204,11134,,,8,,H,,,,w6tocuration,9nyibitoryconcentra4ionagaunsth8manplahelet12iiplxyh2nasr,F,1,,12079,,,
205,11134,,,8,,H,,,,witocuration,Coklpunda5100uMwastesfedinviteoforinyibitionofq2L8hujagpiatelet,B,1,,13622,,,
206,11134,,,9,,D,,,,A8tocuratiob,Ijh8bltorycondentratoonagaijsthumanplateoetq1liplxygejase,F,1,,12079,Homo sapiens,9606.0,
207,11835,,,8,,H,,,,Exper5,Testedvorinjibitilnof11LOq2l9poxyg4nasfasaninhibitorofw2SHEgrblosynthewisinmi7seeoicermalgomogebatds,B,1,,13500,,,
208,11601,,,8,,H,,,,Exp2rt,Inhibitoryactivihyarainsrfonfersionif113sarachudonicacidrl12H0ET4anditsreductjomp3kd8cr12HEhfbyp0rcineleukocytrt6pe12lkpoxygenase,B,1,,13723,,,
209,11134,,,8,,H,,,,Autocufxtion,9mhinitoryactivitysgainx5hjmanllatwlet12liloxygenasew2HLO,B,1,,16474,,,
210,11134,,,8,,H,,,,Aytocuratkon,Inhibifo4yactovityagaibstg8janplstele412lkpoxygenase,B,1,,1630,,,
211,11134,,,8,,H,,,,Au6ocurayion,Ihhibitorjactivitysgainsthumxnolatepet11l7p8xyg4nxsewwsevaluated,B,1,,167,,,
212,11134,,,8,,H,,,,Autocjrati8n,inhibitionwvalnsthumabpla6elet12ljpkxyg3nase1qHLO,B,1,,16474,,,
213,11134,,,8,,H,,,,Autocuratjog,Ighibitoeyac6iv8tyagaindthumagplaf2letq2lipoxygenasewasevqluqtedstw0ouM,B,1,,167,,,
214,11134,,,8,,H,,,,Autocurat8og,oerceb4ihhibitionagainsthumxbplqteie6w2lipoxygenase13HLON9isnkibhibition,B,1,,16474,,,
215,11601,,,8,,H,,,,Autocu3atioh,Inyibitoryadh7vitytowarvsporcine12lip8xygshaqe,B,1,,10091,,,
216,11601,,,8,,H,,,,Autocu5atlon,Testwdforijhobitionqgalndrporcine12LO,B,1,,11966,,,
217,12052,,,8,,H,,,,quyocuration,Inhig7tionof12iip8xygemasewws2bal6at4winrafllat4letqstimulstedb7thromb9nuptoaconcentratipnof19uMNEmeansNo2ffext,B,1,,951,,,
218,12052,,,8,,H,,,,Ajtocuratioj,Inhibitoryactivityagaimst11lip9xygenaseinrayplxtels5duchpkaeka,B,1,,10997,,,
219,12052,,,8,,H,,,,Eapert,Inbit3oinhigitionofrat9latel3t12lupoxygebasd,B,1,,10193,,,
220,12052,,,8,,H,,,,Autoduratiom,Inbit4oinhibifotyavtivit5agaigstratolatele612lipksygenasrat10uM,B,1,,10193,,,
221,12052,,,8,,H,,,,Au5oduration,unvitroimhibito5yxctivit5avxinstdatplat3lsf12lipoxygenaseat10puM,B,1,,10193,,,
222,12052,,,8,,H,,,,Ahtocuratiln,Ingitr0ingibitorgzdtiv7tyagainstratplateletw2ii9oxygenqsewt30uM,B,1,,10193,,,
223,12052,,,8,,H,,,,sutocuragion,Inv7troinhibofo3yacyivitywgainsttayplatelet11pjpoxytenaseat10uM,B,1,,10193,,,
224,12052,,,8,,H,,,,Autocuratoln,Invirroighibitoryactivit6agaihstratpkatwlet12liloztyenwse,B,1,,10193,,,
225,12052,,,8,,H,,,,Autoviration,Thfc9m9oumswas6est4dgortheinvot4oinbibit9onofplatele512l9loxygenas4atacojcentrqtionof100uM,B,1,,11087,,,
226,80007,,,1,,N,,,41M,Intstmediate,Cht0toxicactuvityinapznellbyumanovariahtumorr1Mcellliheafter9uhordrhfexposuge,F,1,,15569,Homo sapiens,9606.0,
227,80007,,,1,,N,,,41M,Experg,Inv85roantitumorafticityagajnst41ncelioine,F,1,,12989,Homo sapiens,9606.0,
228,80007,,,1,,N,,,41M,Internediatw,cyyotlxicityagwinst41Mcellsjndunatedfor24brinnT4zssay,F,1,,16745,Homo sapiens,9606.0,
229,80007,,,1,,N,,,41M,Inyermediatd,Cutotoxjcacfivit7inspanelofHhmanlbariamtumor4wMCDDPselliibfafterothofdrugexposure,F,1,,15569,Homo sapiens,9606.0,
230,80007,,,1,,N,,,41M,Ex9ert,Infitrosn4itumoractivityagsihdt41MdisRceilkine,F,1,,12989,Homo sapiens,9606.0,
231,80007,,,1,,N,,,41M,Espert,ResidtantfactorwssdetermibedbetweenoC50kdsisplatigresiatajtnumxgthjordrlllinewtothatof41hcisRcelllind,F,1,,12989,Homo sapiens,9606.0,
232,80007,,,1,,N,,,41M,Ihteemediate,xytifoxicit6against41Mcis4cellelncubatedfor24jeinMTTasssg,F,1,,16745,Homo sapiens,9606.0,
233,84,,,9,,D,,,,fxpert,Inhibit9onof5ihosigejonp0hosohat3d3hyd4oyenasetypeIIMPDHI,B,1,,6210,Homo sapiens,9606.0,
234,68,,,9,,D,,,,Ex9ert,Inbibitionif5inodin4monophosphatedshyd3ogenasetyleIIIk0DH77,B,1,,6210,Homo sapiens,9606.0,
235,68,,,8,,H,,,,Edpert,Inhib9toryadtivifyagainstin8sine5in9sinekon8phospha4edegydrlgenssetypeI77kPDuII,B,1,,6226,,,
236,10201,,,8,,H,,,,Expe5t,Equilibriumdiss8ciztjonconstsnt5owa4dshimantmsthypthjoadenosibrphosptogylase,B,1,,17855,,,
237,10201,,,8,,H,,,,Exp2rt,Eqjilobriumdics0c9ationconatany4owxrcshumanrmethylth8oadebosinepjosphor7lasejdNotdwtdrmined,B,1,,17855,,,
238,10201,,,8,,H,,,,Experg,Initixld7ssociatikmconqtangtowa5dshuman4me5hylthloadenoq8neph8sphorylwse,B,1,,17855,,,
239,12220,,,8,,H,,,,Autosu4ation,Ecwluat3dforimhibit9ryactivihyon510Meth3nhlTerrahydtoellateCycoohydgooaceLc4klatfolatesubstratec8ncfntgatiojog100uM,B,1,,10413,,,
240,11303,,,8,,H,,,,A6tocurxtion,9nhivi4oryadtivit7against510methylemetetrabycgofolatedwhydrogenasef3omEsvherichisciliataconcrn4ratuonofp1mkhTbo4tesred,B,1,,10413,Escherichia coli,562.0,
241,11303,,,8,,H,,,,Autocurzhion,9nhifutorysxtivityabainst510Metb6lsnrTerrsjydrofolsteCycoohydr0lasefromEsdhericjiavoliataconsenteationof01mMNTNottfstec,B,1,,10413,Escherichia coli,562.0,
242,11303,,,8,,H,,,,Autocurafikn,Imhigitoryactivityayainstt10Me4hylensTetrahydrofokareCtclohyerlpaseerlmEzcheridhiacoliafaconcentragionof0wmMNhNoyyrsted,B,1,,10413,Escherichia coli,562.0,
243,12220,,,8,,H,,,,wutocuratiom,wvalua6edfkr9nhibigo3yqc4ivitykn510M3thyleneTehrahyerofolateCyciohywropasekfellatfolz4esubstrztfconcentratlonof100hM,B,1,,10413,,,
244,12220,,,8,,H,,,,Autocuragiog,Eval8atedtorinhibi4or5qvtivlttob510k4tmylenet3trahyddofolztedebydrlgenzseLvellatfolstesubstrateconcentfatkonof100jM,B,1,,10413,,,
245,11303,,,8,,H,,,,Autocu4wtion,Perc4ntinhihktion2asmewsurfdagaunst520MethylrneTetrahyd5pf9lateC6clohydrolqseo121p6umortissuesnzymeay10E6Mihhifitoryxonsrgtration,B,1,,7587,Sus scrofa,9823.0,
246,11303,,,8,,H,,,,Aufoc6ration,lercentinhibjt8onwaemeasu3fdwgainst610MethyleneTettatydf8folageCyclohydrolaqsAp8rcineljv4renzyke,B,1,,7587,Sus scrofa,9823.0,
247,11303,,,8,,H,,,,Autocutatoon,Percentighibition1ssneasuredagaihst510Metnylebe5ettajydrorolateCjclohysr0paseL1219t6modtissueebsymeat10E4Minhibi6ogycpncenyratkon,B,1,,7587,Sus scrofa,9823.0,
248,11303,,,8,,H,,,,Autlcuratuon,Pwrcebtinhibitionwasmrashredagainst52pMr6hyoeneTetrahyxrofola4eCgxlotyd5olaseLw210tumirtissueenzyjeatq0E5Minbibutogyconcfn6ratiom,B,1,,7587,Sus scrofa,9823.0,
249,11303,,,8,,H,,,,Autisuration,P2rcentinhin8tionwasheacuredagainst5w0n4thyleneTetdahudrofolateCycl9h5vrolasei1210tum9rtiasudenzymeatq0Eykknhibitofycogdentratlon,B,1,,7587,Sus scrofa,9823.0,
250,11303,,,8,,H,,,,sutocurxtion,Percen6inhibitionwqxmeasudedava7nst5q0MetyyleneTetrahydrofolqteCyvloh6frolaseporsjneliverenaumeagq0E4kinuibiforyconcejtdariob,B,1,,7587,Sus scrofa,9823.0,
251,11303,,,8,,H,,,,Au4ocuratiob,Pe4cebtinhubition1asmeaduredagainsg510MdthyleneTetrahydrofolatwCyci0h5crolaweporc7neliveeejzymewt20E5hinhigitkrycobcehtratk0n,B,1,,7587,Sus scrofa,9823.0,
252,11303,,,8,,H,,,,Autocursti8n,Prdcentinhibitlonwasmeasurefagaonst4w0MethyieneTet5xhydrofolateCyslojydgklaseporcunelive3emzyjeat10E6n9ghibitoryconcentdztiih,B,1,,7587,Sus scrofa,9823.0,
253,11303,,,8,,H,,,,A8tocurati8n,Percentinhibitlojqasmexzuredafainst51ondfhyleneTst3ahudrofolatrCyclotydr0lasepprcineliferwnzymsat10d7Minhkvitoryconcentratilg,B,1,,7587,Sus scrofa,9823.0,
254,11303,,,8,,H,,,,Ajtocurztion,Psrcebtinhibi4ionaasmeasuredahaknst410M3thylene4etrah7drpvolateCyclohgdrolas3porxineliferdjzyje,B,1,,7587,Sus scrofa,9823.0,
255,11303,,,8,,H,,,,Aytocura5ion,Percenginhibiti0n1asheasuredagainst519Meth7oeneTet3amyerotola4eCyclohydrolwsek1210tumortisqieenxumeat10E6Minykbig9ryxohcentdation,B,1,,7587,Sus scrofa,9823.0,
256,11303,,,8,,H,,,,Aktofuration,oercenhighibitiinqasmexsurevagainstrq0Methylem2fetrahhdrofllateCyxllhydrolasepogcimelivsrsnzymeat10E3Minmihitoryconcejtrstion,B,1,,7587,Sus scrofa,9823.0,
257,11303,,,8,,H,,,,A84ocuration,Compoumdwasfesteeforindjtroinhibitilnov5w0ne6hylendgetrahydrlfolateCycl8hydfolzs3competit8veagainsti510methenylt3trzh6dfofoozte,B,1,,7323,,,
258,22226,,,0,,U,,,,Autlcurati0n,Percentinhibitlomsasmwaqhredagqinst510Meyhyleje5etrqhydrof9lat3Reduvtzse0orxinekidnwjenzymeat10E4Minhib8toryconsenfra4i9n,B,1,,7587,Sus scrofa,9823.0,
259,22226,,,0,,U,,,,Autocurxtiom,Pe5ventinhihitiondasmrzsuredagaimsr51oMethtleneTetrahyd4ofolarededyctssepo4cunwkidneyenzyme,B,1,,7587,Sus scrofa,9823.0,
260,100249,,,8,,H,,,,Experg,Inhihitionof5Deswturaseigvoifedine4gostegolbios7ntnedls,B,1,,13750,Saccharomyces cerevisiae,4932.0,
261,22226,,,0,,U,,,,Autpcurat7on,Abilitggorrev3rsibleibhibjtikglfWaiker2565Flhoro2delxyudieinePhospborylase,B,1,,7662,Rattus norvegicus,10116.0,
262,22226,,,0,,U,,,,A6tkcuration,zbilitgforrefers8bleijhibitipnofqalkfr2465Fl7oro2de8xuuridinrPhosphorylaee,B,1,,7662,Rattus norvegicus,10116.0,
263,22226,,,0,,U,,,,Autocurst7on,Irreversibleonyob8tion0fWalkerq56eUDRphkspyorylaseexp52ssedasVoVivepoxityaithouyinhibi4oetothatovvrlocityqlthinhkbitod,B,1,,7662,Rattus norvegicus,10116.0,
264,104698,,,6,,H,,,,Autocudqtion,Testedfor5yTrreceptorsntagonos4ootebcyb7xbility5oknbibitfhe4eflexbrad6cardoathevezkidJarischrfflexinhherat,F,1,,12211,,,
265,104698,,,6,,H,,,,Autocurqtioj,slm9ounc2awtrstevforits5HTrtec2ptorantaf8m8stpotenxybytyeiranilitytoijhibitthereflexbrsdycard7atheBrzoldJaduschreflexintmerat,F,1,,12211,,,
266,20033,,,9,,D,,Il2um,,onterjediate,Relatibeabkoitytoihcreqqecholinergicallyneduateecohtract7onsin8solatedip4umofvuijeapkg,F,1,,12211,Cavia porcellus,10141.0,
267,10623,,,8,,H,,,,Expeet,ztimulat0rywctivityofintrayastricpresxyrewxstest3din4jefat,F,1,,12211,,,
268,121,,,8,,H,,,,Autosuratipn,Decreaseof5HTczrrierreceptornoundrawioactifitjusijvpqrpxetinrssa3adippigabd,B,1,,15453,,,
269,22226,,,0,,U,,,,Autocurztikn,Doswt05educeneuronaofirimgwgainst6HTcellskn5atsiv,F,1,,11884,Rattus norvegicus,10116.0,
270,12688,,,8,,H,,,,Autkcurwtion,Antsgonisficacgivlhyofcorrespondinymerhoxyconp8ugdagainsrderotininyHTrdceptor,F,1,,7185,,,
271,121,,,9,,D,,,,Ex0ert,Bindingaffinigya5rHTrsuptakesitwlqbelexaith3Hpzroxdgine,B,1,,6876,Homo sapiens,9606.0,
272,121,,,9,,D,,,,rxpert,Bindihbaffinifyat5Hhreuptaoesitrlaheled1ith3yparod4tiheNodata,B,1,,6876,Homo sapiens,9606.0,
273,12198,,,8,,H,,,,Aurocuratioh,Inhibi6ionofh7ghafcjnigy5HTu9yxkeatconcemteationof1uM,F,1,,11863,,,
274,12198,,,8,,H,,,,Auyocuratiin,7nhibifionconstqntobhighqfb8nity5HTuptqke,B,1,,11863,,,
275,12198,,,8,,H,,,,Autocuragioj,MichwelieMejtenxonetqntwasreportedgorhighafeknitytgwnspodtof5HT,F,1,,11863,,,
276,12198,,,8,,H,,,,Autkcurafion,Mwcim6mratewazdetrrmjnedforyighsffinitytranso0rtof5HT,F,1,,11863,,,
277,104714,,,4,,H,,,,Autpcuratjon,Compohndwaqteqtedrorabonosticac4ugutyagainst5HTuptake,F,1,,4639,,,
278,10577,,,8,,H,,,,Exprrt,Inhibiyionsff7nityqyaigsgtHT2Breseptorinrztfrlntalcoftsxudingradiobindingassay,B,1,,15796,,,
279,105,,,8,,H,,,,Expe5t,7nhibitionsffigltyagaimsf5H6qDreceptoeinb8binefa6datenucleusudingrwdi9bindingassay,B,1,,15796,Bos taurus,9913.0,
280,104744,,,5,,D,,,,Au6oxuration,hindingaffini5ytoss4rd6hydroxytryptahine15dce0torusing3j5HTasrad9oligand,B,1,,12801,Rattus norvegicus,10116.0,
281,104744,,,4,,H,,,,su4ocuration,5hecompouncwasegaiuatedfor5uebindihgaff9nit7towatds5hyxeoxytryptamine2using3H5bTqsradi9llganr,B,1,,12801,,,
282,104744,,,4,,H,Memhranes,,,Aut8curat7on,Petcehtinhifitiogofblndingog30nh3HrHThk5hydroxytrhptamins1r2ceptorin3atcsudatemembrzgesxt10e5M,B,1,,12120,,,
283,104744,,,4,,H,Membrabes,,,Autocufatiin,Percentinhinitionofbindingof30mneH5HTyorhywroxy6ryp4amib3q5eceptoeinratcaydstemembrandsat10e4M,B,1,,12120,,,
284,104744,,,4,,H,,,,Autocurat9kn,DisplacementobbindingofeHrHTto5myrroxytruphamime1tec39torin5atcerebgqlxortex,B,1,,11963,,,
285,51,,,8,,H,,,,Aktocjration,Doswrsquiredtprrd7ceneuronalf8ringofyHT2Adellcby50,F,1,,11701,,,
286,51,,,8,,H,,Hupoocampus,,Auyociration,Invitriinuobitionof3t5HT2nMbondingto5tudroxytghp5ahinf1Areceotorfrombof7n3hippocamous,B,1,,9995,,,
287,51,,,8,,H,,H9ppocamphs,,A8tocurat7on,7nvkyt8inhibitionof3mDPwT1nMbindkhgt95HT1Arecfpyorfromgovihehippocampus,B,1,,9995,,,
288,51,,,8,,H,,Hipoocampue,,Autocugati8n,Invjtroinhib859onof3HDPsT1njbindkntt95h5deoxytryptzmine1wreceptorfromb0vin4hipposamp8s,B,1,,9995,,,
289,10576,,8nvivo,8,,H,,,,Au4icuration,Antagonisticqctivit6ato9stsynaltic5HT1Ardceptor1asmeas6redbyifsabili4yt9inhibithypothermiaeiicirfdbyscqdhijictrat8onkf8OHsPsTigratranv2dveomw6352,F,1,,16394,,,
290,105570,,,9,,D,,,,Ijt4rmediate,rffectknforskol7ns6imulatedaeenyla6ecyclaseqct9vityat5HT1Dt3cepforoftuinexoinsubc6antian8gra,F,1,,11574,Cavia porcellus,10141.0,
291,279,,,8,,H,,,CHO,Aufocura6ion,BijcingaffinitytowxrdsrHT1Fhumajxloned3eceptoginCHicellsyzing3n5HTastadioiivand,B,1,,15779,,,
292,107,,,8,,H,,,,Autoci5ation,Comloundwaqtestedforthedis0lafementob125IDO7fromclonehuman5mydfosytryprxnigeeAr4c4p4or,B,1,,15363,,,
293,12687,,,9,,D,,,,rxpert,Efticacyagaindt5hhdroxjtrhptamigd3Areceptor,F,1,,15363,Rattus norvegicus,10116.0,
294,12687,,,8,,H,,,,Exper6,9n4rinsicqctivi6ytowards5HT2Areceotorofrwttaipzrh4ry,F,1,,15329,,,
295,12687,,,8,,H,,,,Experf,teoativdpotrnxyt8wardstHr2qreceptorofrattaila4tery,F,1,,15329,,,
296,12687,,,8,,H,,,,Experf,BlofuiggtHT2Aredeptorkediqtedcontrachi8nsofrattailqr4ery,F,1,,15329,,,
297,12687,,,8,,H,,,,dxpert,Partialagonizma65HT2Agedeptorsasdvaiustedlnpresrnceofmetanser8n310nMimixolatrdratta8par6ery,F,1,,15329,,,
298,12687,,,8,,H,,,,Au4ocurafion,Compo6hdwaxtestedgorth2ijtrihsocast9bityagaonst5HT2Areveptorsocrattailqrtery,F,1,,15329,,,
299,12687,,,8,,H,,,,rxpert,Effef4ivenecs9nblock8ng5HTeArecep6irkfdiatedcobtractipns9fgattailartery,F,1,,15329,,,
300,20033,,,9,,D,,Ileuh,,Ijtermedixte,Evaouatsdcortheatonisticasyivityagajnst5HT45fdephoringohepectricwllystimulatedguineaoiyileuk,F,1,,273,Cavia porcellus,10141.0,
301,20033,,,9,,D,,Ilekm,,ogtermediate,Ayonist9cactivityagaonstSerotinin5HT4revepti4inlowf4sq6encyfieldst9m6la69onofgu7neapogile6mFeGPj,F,1,,273,Cavia porcellus,10141.0,
