assays_ss_d,assays_ss_sbclllr_frctn,assays_dc_d,assays_ss_ctgr,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_tp,assays_ss_strn,assays_b_frmt,assays_tss_d,assays_crtd_b,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_vrnt_d
296,,15329,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL615733,,
297,,15329,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL615734,,
298,,15329,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615735,,
299,,15329,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL615736,,
300,,273,,10141.0,,Ileum,F,,BAO_0000221,2116.0,Intermediate,1,,CHEMBL615737,,
301,,273,,10141.0,,Ileum,F,,BAO_0000221,2116.0,Intermediate,1,,CHEMBL615738,,
302,,273,,10141.0,,Ileum,F,,BAO_0000221,2116.0,Intermediate,1,,CHEMBL615739,,
303,,12092,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615278,,
304,,1317,,10116.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL615279,,
305,,12409,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL615280,,
306,,11126,,9031.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615281,,
307,,11126,,9606.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615282,,
308,,11126,,9606.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615283,,
309,,11126,,9606.0,HL-60,,B,,BAO_0000219,,Autocuration,1,,CHEMBL615284,649.0,
310,,11126,,9606.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615285,,
311,,11126,,9606.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615286,,
312,,17807,,9606.0,Oocytes,,B,,BAO_0000219,,Autocuration,1,,CHEMBL615287,,
313,,16575,,,,,F,,BAO_0000220,,Intermediate,1,,CHEMBL615288,,
314,,15407,,,,,B,,BAO_0000220,,Intermediate,1,,CHEMBL615289,,
315,,10797,,9606.0,A2780,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615290,478.0,
316,,10797,,9606.0,A2780,,F,,BAO_0000219,,Intermediate,1,,CHEMBL884522,478.0,
317,,3469,,9606.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615291,,
318,,16037,,,,,B,,BAO_0000225,,Intermediate,1,,CHEMBL615292,,
319,,16037,,,,,B,,BAO_0000225,,Intermediate,1,,CHEMBL615293,,
320,,16037,,,,,B,,BAO_0000225,,Intermediate,1,,CHEMBL615294,,
321,,16037,,,,,B,,BAO_0000225,,Intermediate,1,,CHEMBL615295,,
322,,16524,,9606.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL825021,,
323,,16524,,9606.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615296,,
324,,16524,,9606.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615297,,
325,,16758,,10029.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615298,,
326,,16758,,10029.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615299,,
327,,16758,,10029.0,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615300,,
328,,14360,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615301,,
329,,14360,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL615302,,
330,,9964,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615303,,
331,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615304,,
332,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615305,,
333,,9964,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615306,,
334,,9964,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615307,,
335,,9964,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615308,,
336,,9964,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615309,,
337,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615310,,
338,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615311,,
339,,9964,,9606.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615312,,
340,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615313,,
341,,9964,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615314,,
342,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615315,,
343,,9964,,10116.0,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615316,,
344,,9964,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615317,,
345,,9964,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615318,,
346,,9964,,10116.0,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL615319,,
347,,9964,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615320,,
348,,9964,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL615321,,
349,,3796,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615322,,
350,,4251,,562.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615323,,
351,,4251,,562.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615407,,
352,,4251,,562.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL857267,,
353,,4251,,562.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615408,,
354,,166,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615409,,
355,,17861,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615410,,
356,,166,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615411,,
357,,166,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615412,,
358,,166,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615413,,
359,,3548,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615414,,
360,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615415,,
361,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615416,,
362,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615417,,
363,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615418,,
364,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615419,,
365,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615420,,
366,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615421,,
367,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615422,,
368,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615423,,
369,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL872868,,
370,Microsomes,9877,,10116.0,,Liver,B,,BAO_0000251,2107.0,Autocuration,1,,CHEMBL615424,,
371,,3003,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL825022,,
372,,3003,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL615425,,
373,,3003,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL615426,,
374,,17185,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL615427,,
375,,6072,,9606.0,3677 melanoma cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615428,844.0,
376,,6072,,9606.0,3677 melanoma cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615429,844.0,
377,,5018,,10090.0,MC-38,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615430,700.0,
378,,2852,,9606.0,,,F,,BAO_0000019,,Intermediate,1,,CHEMBL615431,,
379,,8663,,,B16,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615432,798.0,
380,,8663,,,B16,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615433,798.0,
381,,3245,,12131.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL615434,,
382,,3245,,169066.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615435,,
383,,3877,,169066.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615436,,
384,,3877,,169066.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615437,,
385,,5861,,12131.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL615438,,
386,,5861,,12131.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL615439,,
387,,5861,,12131.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL615440,,
388,,5861,,12131.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL615441,,
389,,13748,,12059.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615641,,
390,,13748,,12059.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL872065,,
391,,13748,,12059.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL825023,,
392,,13748,,12059.0,,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615642,,
393,,13748,,147712.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL615643,,
394,,17699,,9606.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615644,,
395,,7145,,10090.0,3EM 37,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615645,833.0,
396,,7145,,10090.0,3EM 37,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615646,833.0,
397,,7145,,10090.0,3EM 37,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615647,833.0,
398,,7145,,10090.0,3EM 37,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615648,833.0,
399,,7145,,10090.0,3EM 37,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615649,833.0,
400,,7145,,10090.0,3EM 37,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615650,833.0,
401,,5325,,10090.0,3LL cell line,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615651,847.0,
402,,5325,,10090.0,3LL cell line,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615652,847.0,
403,,5325,,10090.0,3LL cell line,,F,,BAO_0000218,,Expert,1,,CHEMBL615653,847.0,
404,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615654,847.0,
405,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615655,847.0,
406,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL825024,847.0,
407,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615656,847.0,
408,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615657,847.0,
409,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615658,847.0,
410,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615659,847.0,
411,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615660,847.0,
412,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615661,847.0,
413,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615662,847.0,
414,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615663,847.0,
415,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615664,847.0,
416,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615665,847.0,
417,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615666,847.0,
418,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615667,847.0,
419,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615668,847.0,
420,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615669,847.0,
421,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615670,847.0,
422,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL836739,847.0,
423,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615671,847.0,
424,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615672,847.0,
425,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615791,847.0,
426,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615792,847.0,
427,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615793,847.0,
428,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615794,847.0,
429,,16169,,10090.0,3LL cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615795,847.0,
430,,15547,,9606.0,3LLD122,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615590,971.0,
431,,8663,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615591,,
432,,8663,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615592,,
433,,8663,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615593,,
434,,8663,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL615594,,
435,,4504,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615595,723.0,
436,,4504,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615596,723.0,
437,,12695,,,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615597,723.0,
438,,12695,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615598,723.0,
439,,12695,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615599,723.0,
440,,17642,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615600,723.0,
441,,17642,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615601,723.0,
442,,12340,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615602,723.0,
443,,12340,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615603,723.0,
444,,12716,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615604,723.0,
445,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615605,723.0,
446,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615606,723.0,
447,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL884526,723.0,
448,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615607,723.0,
449,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615608,723.0,
450,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615609,723.0,
451,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615682,723.0,
452,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615683,723.0,
453,,17780,,10090.0,NIH3T3,,F,,BAO_0000218,,Expert,1,,CHEMBL615684,723.0,
454,,12751,,10090.0,,,F,,BAO_0000219,,Autocuration,1,,CHEMBL615685,,
455,,12380,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615686,723.0,
456,,14892,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615687,723.0,
457,,12695,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL884523,723.0,
458,,12695,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL615688,,
459,,12695,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615689,723.0,
460,,12695,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615690,723.0,
461,,12695,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL615691,,
462,,12695,,,,,F,,BAO_0000019,,Expert,1,,CHEMBL615692,,
463,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615693,723.0,
464,,6277,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615324,723.0,
465,,4959,,9606.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615325,723.0,
466,,4959,,9606.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615490,723.0,
467,,4959,,9606.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615491,723.0,
468,,4959,,9606.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615492,723.0,
469,,12082,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615493,723.0,
470,,12082,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615494,723.0,
471,,12082,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615495,723.0,
472,,12082,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615496,723.0,
473,,2643,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615497,723.0,
474,,11926,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615498,723.0,
475,,15204,,10090.0,NIH3T3,,A,,BAO_0000219,,Intermediate,1,,CHEMBL615499,723.0,
476,,15992,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL835522,723.0,
477,,16279,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615500,723.0,
478,,16279,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615501,723.0,
479,,16279,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615502,723.0,
480,,16279,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615503,723.0,
481,,16279,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615504,723.0,
482,,16279,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615505,723.0,
483,,12831,,10090.0,NIH3T3,,F,,BAO_0000219,,Expert,1,,CHEMBL615506,723.0,
484,,13497,,10090.0,NIH3T3,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615507,723.0,
485,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615508,620.0,
486,,13618,,10090.0,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615509,620.0,
487,,11902,,10090.0,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615510,620.0,
488,,11902,,10090.0,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615511,620.0,
489,,11902,,10090.0,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615512,620.0,
490,,14840,,10090.0,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615513,620.0,
491,,14840,,10090.0,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615514,620.0,
492,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615515,620.0,
493,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615516,620.0,
494,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615517,620.0,
495,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615518,620.0,
496,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615519,620.0,
497,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615520,620.0,
498,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615521,620.0,
499,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615522,620.0,
500,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615523,620.0,
501,,13715,,,3T3-L1,,F,,BAO_0000218,,Expert,1,,CHEMBL615524,620.0,
502,,13715,,,3T3-L1,,F,,BAO_0000218,,Expert,1,,CHEMBL615525,620.0,
503,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615526,620.0,
504,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615527,620.0,
505,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615528,620.0,
506,,13715,,,3T3-L1,,F,,BAO_0000218,,Expert,1,,CHEMBL615529,620.0,
507,,13715,,,3T3-L1,,F,,BAO_0000218,,Expert,1,,CHEMBL615530,620.0,
508,,13715,,,3T3-L1,,F,,BAO_0000218,,Expert,1,,CHEMBL615531,620.0,
509,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615532,620.0,
510,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615533,620.0,
511,,13715,,,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615534,620.0,
512,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615535,620.0,
513,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615536,620.0,
514,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615537,620.0,
515,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL615538,620.0,
516,,13715,,,3T3-L1,,F,,BAO_0000218,,Intermediate,1,,CHEMBL836166,620.0,
517,,6411,,,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615539,620.0,
518,,6411,,10090.0,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615540,620.0,
519,,6411,,,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615541,620.0,
520,,3966,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615542,620.0,
521,,3966,,10090.0,3T3-L1,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615543,620.0,
522,,15556,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615544,620.0,
523,,5845,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615545,620.0,
524,,14422,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615546,620.0,
525,,5845,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615547,620.0,
526,,14508,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615548,620.0,
527,,14508,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615549,620.0,
528,,14508,,10090.0,3T3-L1,,F,,BAO_0000219,,Expert,1,,CHEMBL615550,620.0,
529,,6349,,10116.0,3Y1 cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615551,1118.0,
530,,15899,,10116.0,3Y1 cell line,,F,,BAO_0000219,,Expert,1,,CHEMBL615552,1118.0,
531,,15899,,10116.0,3Y1 cell line,,F,,BAO_0000219,,Expert,1,,CHEMBL615553,1118.0,
532,,15899,,10116.0,3Y1 cell line,,F,,BAO_0000219,,Expert,1,,CHEMBL615554,1118.0,
533,,15899,,10116.0,3Y1 cell line,,F,,BAO_0000219,,Intermediate,1,,CHEMBL615555,1118.0,
534,,17038,,10116.0,3Y1 cell line,,F,,BAO_0000219,,Expert,1,,CHEMBL615556,1118.0,
535,,12421,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615557,,
536,,12947,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615558,,
537,,12947,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL872066,,
538,,4896,,9823.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL615559,,
539,,6148,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615560,,
540,,16432,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615561,,
541,,4978,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL857062,,
542,,4978,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL615562,,
543,,3723,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615563,,
544,,3518,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615564,,
545,,4164,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615565,,
546,,3518,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615566,,
547,,4164,,9823.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL615567,,
548,,3518,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615568,,
549,,3518,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615569,,
550,,4978,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615570,,
551,,4978,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615571,,
552,,6455,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL615572,,
553,,2222,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615573,,
554,,13020,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615574,,
555,,13021,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL615575,,
556,,14532,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615576,,
557,,14118,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL615577,,
558,,11884,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615578,,
559,,13969,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL615579,,
560,,13392,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL615580,,
561,,14430,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL615581,,
562,,12248,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615582,,
563,,12249,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615583,,
564,,9995,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615584,,
565,,9995,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL833691,,
566,,9995,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615585,,
567,,9995,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615586,,
568,,9995,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL884524,,
569,,12249,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615587,,
570,,11799,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615588,,
571,Membranes,14331,,10116.0,,,B,,BAO_0000249,,Expert,1,,CHEMBL615589,,
572,,11884,,9913.0,,Hippocampus,B,,BAO_0000221,10000000.0,Expert,1,,CHEMBL615442,,
573,,14331,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615443,,
574,,11701,,,,Hippocampus,B,,BAO_0000221,10000000.0,Autocuration,1,,CHEMBL615444,,
