title,year,authors,id,venue
a vision of management of complex models,2000,"p bernstein , a halevy , r pottinger",357,sigmod record
scientific data repositories : designing for a moving target,2003,"e stolte , c praun , g alonso , t gross",358,sigmod conference
chair 's message,2000,,359,
stream processing of xpath queries with predicates,2003,"a gupta , d suciu",360,sigmod conference
xml and information retrieval : a sigir 2000 workshop,2001,,361,
report on the fourth international conference on flexible query answering systems,2001,,362,
xpath queries on streaming data,2003,"f peng , s chawathe",363,sigmod conference
location-based spatial queries,2003,"j zhang , m zhu , d papadias , y tao , d lee",364,sigmod conference
sql and management of external data,2001,"j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein",365,sigmod record
the clio project : managing heterogeneity,2001,"r miller , m hernсndez , l haas , l yan , c ho , r fagin , l popa",366,sigmod record
the design of an acquisitional query processor for sensor networks,2003,"s madden , m franklin , j hellerstein , w hong",367,sigmod conference
xpress : a queriable compression for xml data,2003,"j min , m park , c chung",368,sigmod conference
quality of service in multimedia digital libraries,2001,"e bertino , a elmagarmid , m hacid",369,sigmod record
d ( k ) - index : an adaptive structural summary for graph-structured data,2003,"c qun , a lim , k ong",370,sigmod conference
towards knowledge-based digital libraries,2001,"l feng , m jeusfeld , j hoppenbrouwers",371,sigmod record
"temporal coalescing with now , granularity , and incomplete information",2003,c dyreson,372,sigmod conference
reminiscences on influential papers,2001,,373,
report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,2001,,374,
warping indexes with envelope transforms for query by humming,2003,"y zhu , d shasha",375,sigmod conference
chair 's message,2001,,376,
rondo : a programming platform for generic model management,2003,"s melnik , e rahm , p bernstein",377,sigmod conference
on schema matching with opaque column names and data values,2003,"j kang , j naughton",378,sigmod conference
re-designing distance functions and distance-based applications for high dimensional data,2001,c aggarwal,379,sigmod record
statistical schema matching across web query interfaces,2003,"b he , k chang",380,sigmod conference
querying multi-dimensional data indexed using the hilbert space-filling curve,2001,"j lawder , p king",381,sigmod record
spectral bloom filters,2003,"s cohen , y matias",382,sigmod conference
infosphere project : system support for information flow applications,2001,"c pu , k schwan , j walpole",383,sigmod record
the asilomar report on database research,1998,"p bernstein , m brodie , s ceri , d dewitt , m franklin , h garcia-molina , j gray , g held , j hellerstein , h jagadish , m lesk , d maier , j naughton , h pirahesh , m stonebraker , j ullman",384,sigmod record
a scalable hash ripple join algorithm,2002,"g luo , c ellmann , p haas , j naughton",385,sigmod conference
executing sql over encrypted data in the database-service-provider model,2002,"h hacigќmќs , b iyer , c li , s mehrotra",386,sigmod conference
electronic market : the roadmap for university libraries and members to survive in the information jungle,1998,"m christoffel , s pulkowski , b schmitt , p lockemann",387,sigmod record
covering indexes for branching path queries,2002,"r kaushik , p bohannon , j naughton , h korth",388,sigmod conference
xml and electronic commerce : enabling the network economy,1998,"b meltzer , r glushko",389,sigmod record
apex : an adaptive path index for xml data,2002,"c chung , j min , k shim",390,sigmod conference
component-based e-commerce : assesment of current practices and future directions,1998,"m bichler , a segev , j zhao",391,sigmod record
accelerating xpath location steps,2002,t grust,392,sigmod conference
editor 's notes,1998,m franklin,393,sigmod record
efficient evaluation of queries in a mediator for websources,2002,"v zadorozhny , l raschid , m vidal , t urhan , l bright",394,sigmod conference
"sqlj part 0 , now known as sql/olb ( object-language bindings )",1998,"a eisenberg , j melton",395,sigmod record
the middleware muddle,1998,d ritter,396,sigmod record
best-effort cache synchronization with source cooperation,2002,"c olston , j widom",397,sigmod conference
reminiscences on influential papers,1998,,398,
continuously adaptive continuous queries over streams,2002,"s madden , m shah , j hellerstein , v raman",399,sigmod conference
an adaptive peer-to-peer network for distributed caching of olap results,2002,"p kalnis , w ng , b ooi , d papadias , k tan",400,sigmod conference
design and implementation of rmp - a virtual electronic market place,1998,"s boll , w klas , b battaglin",401,sigmod record
a componentized architecture for dynamic electronic markets,1998,"b reich , i ben-shaul",402,sigmod record
efficient integration and aggregation of historical information,2002,"m riedewald , d agrawal , a abbadi",403,sigmod conference
archiving scientific data,2002,"p buneman , s khanna , k tajima , w tan",404,sigmod conference
adept : an agent-based approach to business process management,1998,"n jennings , t norman , p faratin",405,sigmod record
xquery : a query language for xml,2003,,406,
a workflow-based electronic marketplace on the web,1998,"a dogac , i durusoy , s arpinar , n tatbul , p koksal , i cingil , n dimililer",407,sigmod record
guest editor 's introduction,1998,,408,
the lowell report,2003,"j gray , h schek , m stonebraker , j ullman",409,sigmod conference
chair 's message,1998,,410,
panel : querying networked databases,2003,"n koudas , d srivastava",411,sigmod conference
ipsofacto : a visual correlation tool for aggregate network traffic data,2003,"f korn , s muthukrishnan , y zhu",412,sigmod conference
an anonymous electronic commerce scheme with an off-line authority and untrusted agents,1998,"j domingo-ferrer , j herrera-joancomartэ",413,sigmod record
discovering internet marketing intelligence through online analytical web usage mining,1998,"a bќchner , m mulvenna",414,sigmod record
plastic : reducing query optimization overheads through plan recycling,2003,"v sengar , j haritsa",415,sigmod conference
rolex : relational on-line exchange with xml,2003,"p bohannon , x dong , s ganguly , h korth , c li , p narayan , p shenoy",416,sigmod conference
videoanywhere : a system for searching and managing distributed video assets,1999,"a sheth , c bertram , k shah",417,sigmod record
reminiscences on influential papers,1999,,418,
query by humming - in action with its technology revealed,2003,"y zhu , d shasha , x zhao",419,sigmod conference
rainbow : multi-xquery optimization using materialized xml views,2003,"x zhang , k dimitrova , l wang , m el-sayed , b murphy , b pielech , m mulchandani , l ding , e rundensteiner",420,sigmod conference
report on the 13th brazilian symposium on database systems ( sbbd ' 98 ),1999,,421,
timber : a native system for querying xml,2003,"s paparizos , s al-khalifa , a chapman , h jagadish , l lakshmanan , a nierman , j patel , d srivastava , n wiwatwattana , y wu , c yu",422,sigmod conference
the oasis multidatabase prototype,1999,"m roantree , j murphy , w hasselbring",423,sigmod record
lockx : a system for efficiently querying secure xml,2003,"s cho , s amer-yahia , l lakshmanan , d srivastava",424,sigmod conference
editor 's notes,1998,m franklin,425,sigmod record
building database-driven electronic catalogs,1998,s danish,426,sigmod record
trex : dtd-conforming xml to xml transformations,2003,"a zhou , q wang , z guo , x gong , s zheng , h wu , j xiao , k yue , w fan",427,sigmod conference
nsf workshop on industrial/academic cooperation in database systems,1999,,428,
irisnet : internet-scale resource-intensive sensor services,2003,"a deshpande , s nath , p gibbons , s seshan",429,sigmod conference
"sql : 1999 , formerly known as sql 3",1999,"a eisenberg , j melton",430,sigmod record
telegraphcq : continuous dataflow processing,2003,"s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah",431,sigmod conference
semantic integration of environmental models for application to global information systems and decision-making,1999,d mackay,432,sigmod record
pix : exact and approximate phrase matching in xml,2003,"s amer-yahia , m fernandez , d srivastava , y xu",433,sigmod conference
stream : the stanford stream data manager,2003,"a arasu , b babcock , s babu , m datar , k ito , i nishizawa , j rosenstein , j widom",434,sigmod conference
semantic and pedagogic interoperability mechanisms in the ariadne educational repository,1999,"e forte , f haenni , k warkentyne , e duval , k cardinaels , e vervaet , k hendrikx , m forte , f simillion",435,sigmod record
statement from the treasurer,1999,e hanson,436,sigmod record
transparent mid-tier database caching in sql server,2003,"p larson , j goldstein , j zhou",437,sigmod conference
semantic interoperability in global information systems : a brief introduction to the research area and the special section,1999,"a ouksel , a sheth",438,sigmod record
qxtract : a building block for efficient information extraction from plain-text databases,2003,"e agichtein , l gravano",439,sigmod conference
peerdb : peering into personal databases,2003,"b ooi , k tan , a zhou , c goh , y li , c liau , b ling , w ng , y shu , x wang , m zhang",440,sigmod conference
