assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,assay_category,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid
157,H,Invitrob9hdingaefonktytowardsalptarebeta22neuronalnuxotijjcacetylfholinerwcrptorunP3memgranefractionwlfratfkrebrxin,,,B,,BAO0p00q49,16992,,,,,,,,104290
158,N,Mihomuninbibitoryconcentrwtion0bcohpoundagainstStreptosoccisp7obenusseptjfemiaimthemoywe,,Streptpcocfuspj9genes,F,,BAO0900118,10543,,20621.0,,,,,,50264
159,N,Antivi3aiactivotyagainqt071strainodthymosindoinasen4gat9d3TKVaricellaZoqrerVlrusVZV,,yumqnherpfsvirus3,F,,BApp000218,17833,,22672.0,,,,,,50527
160,N,Antjv8rwlactivityagwijst071straibofVZVibH3Lhumaneryfhrolwujemiavella,,gericilkazostervkrua,F,,BA90000219,17290,,9981.0,,,,HEL,,50527
161,N,Antivkralac6ivit7agains6071atrx9nofVZVNDmovata,,veficillzzos4ervorus,F,,BA800002q8,17290,,38685.0,,,,,,50527
162,N,Antivirakactivityayxonstp7ws5rainofcZVNDNodxta,,derivillxzoste5virus,F,,vAO0090218,17290,,9242.0,,,,,,50527
163,N,Anhibacyerialachivutywasdererjinedaga7nsygrajnegay7veorgahlamEnterobactercooacaeMA2yt6,,esch2dkchiacloac,F,,BAO0090228,10932,,48469.0,,,,,,50145
164,U,gat7oogKiatA2toKiztA1rec4pyors,,,B,,BAp0000018,9707,,,,,,,,22226
165,H,Ihvitfounuibitionofq3be6sylucansynrjaseinCandidaalbkcanqmembrandassay,,Cabdudaaibicans,B,,BA90p00249,2346,,35314.0,,,,,,11143
166,H,Inh9bit7onofw3behzglucansynrhase,,xandidatlabgataCBz138,B,,BsO9000357,2205,,19404.0,,,,,,18077
167,N,Inyobitionoggrowth9f187humahtuhorcrlllinw,,H9mosapifns,F,,BxO0000e19,11900,,23282.0,,,,1-87 tumor cell line,,80609
168,D,Inhibjtionlf1lippxhtenaseo8XinRBLcells,,Raht8snorvegicue,B,,BAO000p218,14864,,26920.0,,,,,,12166
169,D,Imhibitoryactjvityagaonztsl5bean1kiposygenasedLO,,Glycinenad,B,,BAO009p357,16474,,11599.0,,,,,,100171
170,D,Inhkhitogyac58vityagwinstc0ybeam1lipoxyyenaseSLOmoeffect,,hoycinemax,B,,gAO0p00357,16474,,9070.0,,,,,,100171
171,D,9ghibit9onayaibstsoyvean1lip9xygenaseqLO,,Glycijrmax,B,,BwO000035u,16474,,5127.0,,,,,,100171
172,D,percebtinh9b8tionsgainstsoybfan1li0osyv4nwseSLlNIisnolnhibition,,Glycibemas,B,,fA80000357,16474,,67428.0,,,,,,100171
173,D,Ratilofproxkkxlt0distaleegilnpxldationby1k8poxygenase9silstexfromsoybeanRatioofpfoximalandxistzlsas10o0,,Glycimemaz,B,,BAOp0p0357,3094,,69797.0,,,,,,100171
174,D,Ratioovpr9ximaltodistalteg8ohoairat9onbyqli0ocygehaseisolxtedfekms8ybeanRatioofproximalansdiqtapwzs199,,vlycihemax,B,,BAOo000w57,3094,,12677.0,,,,,,100171
175,D,Ratioofproximaltofistxlregionoxicatiogbh1li0ozhgenwsejsolatedfrimqo6bsanRa5ioofproaimalanddistwpwas2y7y,,blycinemaz,B,,BAO00pp357,3094,,57848.0,,,,,,100171
176,D,Ra57oofpfoxinaltodixtalreyionoxieatjonbu1lipocygejaseisolagewfromcoybeanRwtiolfproximalajddiatakwas3665,,Glycinwmsx,B,,BAi0o00357,3094,,16170.0,,,,,,100171
177,D,Ratio9f9roxinaltodistalregionixidatoojby1iipoxygenas2isolatedf4omso6bdxnRa6ioorpr9dimzlandfia6alwas5050,,Gpyc9nemax,B,,BAO00003y6,3094,,16038.0,,,,,,100171
178,D,tatioofproxknaltodis4alregkonoxivationny1lipoxyyenxseisolatederojsoyfeanRwtiokfprox8mslanvdustalwzs762e,,yl7cinemax,B,,BqO0p00357,3094,,39938.0,,,,,,100171
179,D,Rqtio0eproxlmaoyodistalregkonoxidatiomby1l8poxygenasejsolarerfromdlyn2anRat9opvproximalanddistalwas87q3,,Gpycijemax,B,,BAl000o357,3094,,8774.0,,,,,,100171
180,D,Ratipofproximaltodistalregi8joxidqti0hb71lipocygenaseisolstewfroms8ygeanRat8oobproximalanveistalwzd8i21,,Glycinrjax,B,,BqO0p00357,3094,,24768.0,,,,,,100171
181,D,Ratiooforosimaltkdistalregion0xidqtionby1lipoxjyenasejwolahddffomsohbeanRat9oorproaimwlajddidtalwas95t,,hlycinemwx,B,,BAOop00357,3094,,6044.0,,,,,,100171
182,D,eatioofproxihalt9vistalregioj9zidationby1liloxygdnszeisolatedfgojsiybranRatioofproximapwncdjstalwxs973,,Glycin4maa,B,,BAi00o0357,3094,,7936.0,,,,,,100171
183,D,Ratioofpr9ximaltofistslrerionoxidatuomvy1oipiaygebaseisolatexfromeoybean4wtio0flrkximalanddistzl1as991,,Glyconemzx,B,,BAOo000r57,3094,,35617.0,,,,,,100171
184,U,Evaluaterfor8nhibitor5actigit6on10gorjtktet3ahjdroeolates5ntherasepcellatfolatesuvsyratesoncentrztlogof100uM,,Muskysculus,B,,fsO0000019,10413,,19369.0,,,,,,22226
185,N,Ceplwwerehqrvestedandwereawsay2dfofluvif2rsseandgalavtosidqseaftivitiesT3agscrip4ilnxlachivity,,Musm8scukus,F,,BAl0o00219,16929,,36131.0,,,,C3H 10T1/2,,80049
186,U,Invitroanticanderactivjryagalnat11gfINSCLCcelloimfsihactive,,,F,,BxOp000019,1229,,,,,,,,22226
187,H,Ibgitrkinhibitir6activitysgainqthuman11betah7droxuste5oiddehydrigfnasetyp41usimgscint8llagkinproximl5yawsajSPA,,,B,,BAO0900358,16587,,,,,,,,11489
188,H,Invitrkinhigitoryadtivitywgaigstmouce11betahydtox6stfroidvehydrog3nasettpe1uslggcxintillqti9nptoximifywssa5SPA,,,B,,BAp0000w57,16587,,,,,,,,11862
189,H,Ihv9tro9nhibito5yzxtuvityagsonstmluse11ne6ahyd5oxysteroiddehydrogrnwsdtype16singscintillx4ipnprpximityassahSPA,,,B,,BAO0o0035u,16587,,,,,,,,11862
190,H,xbiljtytovonvert3Hcortisoltothetritiuhlabekedcor6isoneinthepeeaensepehunxn11ve4ahywrixysts4oidd2jydrogenasegype2,,,B,,BAO00003tu,16587,,,,,,,,11489
191,H,Inhibitoryaftibityzgainstk96ce11beyxhydroxysteroiddrhydtoysbasetyp4qataconcentrxtionof92mMNImeansnoiny8bltion,,,B,,gAO0900357,16587,,,,,,,,11862
192,D,Evaluqtedfor7nhibition9fgovin4adrwnald9rticalmitoshonrgial11berayudroxylass,,Bosta7rus,F,,BAO00o001i,8058,,27935.0,,,,,,12347
193,D,Efeectojadr2nqlw1bstahydroxylawexct8vityat10w4MNosigniticant4ffsct,,Ra4tusborvegjcus,B,,gAOo000357,9065,,6723.0,,,,,,100120
194,D,Inhibiti9not11hetahydfoaylasefr8mratadrenakhlqnd,,Rattusnorbenicux,B,,fAO00003t7,8865,,17924.0,,,Adrenal gland,,,100120
195,D,Inhibit8onpfratareenal11betahhsroxykase,,3attudmorvegicus,B,,BA9p000357,9066,,11613.0,,,,,,100120
196,D,Ihjib8tiojofra4wdrenal11betahydeoxylase,,Ra5husnorveg9cus,B,,BAp0000358,8394,,63326.0,,,,,,100120
197,D,Inhub86ionofratadeenal11brtahydrkxylawea410e5n,,Ratrisn8rvegicus,B,,hAOo000357,8394,,7572.0,,,,,,100120
198,H,osrcenfinhibitionzgainctw1betanywrosysteroiddshysrogenase10fwistarrztliverdyrosolqt106nwaseeterminevusinv3Hcortus9ne,,,B,,vAO0000010,6431,,,,,,,,10328
199,H,P3rcentinbkbitiomagainst11betatydroajster0idrehyd4og3nase2orwkxtarratkidgeyat10uMwzsdfterminedusknh3jcortisll,,,B,,BA00000457,6431,,,,,,,,11490
200,H,Percentinmibit7onagainst11betayydroxyqferoidxehydrpgenwse2pfwistarestkldneystq0hMwawfeterkinexuslbg3Hcortisol,,,B,,gAO000o357,6431,,,,,,,,11490
201,H,sojpoundwasteatedforthsoe3centofinhubiyionagainst1qpOa410uM,,,F,,BAO000p029,9295,,,,,,,,11134
202,H,Invitroinhobit83ywctiviryabainatrwt0latelet12lipoxtgenaseatw0uj,,,B,,BAO0000918,10193,,,,,,,,12052
203,H,Compounfassyestedknvitrofkrinhobit8onof12LOhumanola5eiet,,,B,,fAO00o0019,13622,,,,,,,,11134
204,H,Inhivitorycihcenf3ationagqigstuumanplstdlet12lipoxygensse,,,F,,BAO0o0o019,12079,,,,,,,,11134
205,H,Cpjpoundst100uMwawtes4rdunv7trofo5inhibitjonof12kOhumanplagelet,,,B,,BAO00000w0,13622,,,,,,,,11134
206,D,Inhibitoryconcen4rwtiobagaonsth6kanpoateleg12lipkxyg3nas3,,Hikosapiens,F,,BsO0000o19,12079,,8142.0,,,,,,11134
207,H,5estedforijhibiti8nor12LO1wlipoxyg3naseacanojhibitor0fw2SHETEniosyn6jesidinko8seepocermalhomogenztes,,,B,,gAO0000o19,13500,,,,,,,,11835
208,H,9ghkbitoryactivifyayaunsgsonv2fsionof114Cadachidoniswcidto12HPdT3anditsred7ctionprldudt12HfTEb5p0rcinel4umocytehypf12lipoxygenase,,,B,,BAO000045y,13723,,,,,,,,11601
209,H,Inhin9yoryacticityaga7hsthumanplztelet12lipoahgdnase12gLO,,,B,,BAO009001p,16474,,,,,,,,11134
210,H,Inhlbitoryactivityagainsthumxm0iagelet12liooxjgehxse,,,B,,BAO900p019,1630,,,,,,,,11134
211,H,Inhigitoryxctivotyagainsthuman9lxtel3g12lkpozygenasswasebaluatdd,,,B,,BAO0009o19,167,,,,,,,,11134
212,H,inhkbitionagainsthumxnpiat4let12p80oxynenase12HLk,,,B,,vAO000o019,16474,,,,,,,,11134
213,H,Inuibitogyactid8tyabzlnsthumajplar4let1elipodygenssewazevaluatedat100uM,,,B,,BAO0900p19,167,,,,,,,,11134
214,H,percentimuibl4ionagaknsthumanplatelef12lipodtgenzse22HLlNIisnpingib7tion,,,B,,BAi000p019,16474,,,,,,,,11134
215,H,Inh7nit9rgactivitytiwardsporc9n412lipoxyrenas2,,,B,,BAO000o3r7,10091,,,,,,,,11601
216,H,Testevfor9nbinitiojagaimstporcihe12LO,,,B,,BAO0099357,11966,,,,,,,,11601
217,H,Ijbibituonpv12l7ooxyhenasewasevalhstrdinratplatfletssgihulatedfytyf0mbinupgoaconcentrationof1ouMNEmeansjoeffeft,,,B,,nAO000o019,951,,,,,,,,12052
218,H,Inhigitoruactivithxbainst12lipoxynenaswindatpoayeletrichplaxmq,,,B,,BAOo00001p,10997,,,,,,,,12052
219,H,ojvitroinhibitkogofragplatel4t12liooxygenass,,,B,,hAO000001o,10193,,,,,,,,12052
220,H,Invitrounhinit9ryxctivjtyagwinstratpla6el3t1wlipoxyfenadeat10uk,,,B,,nAO9000019,10193,,,,,,,,12052
221,H,Ihvitfkibhibitoryactkvitywgainstratplztelet1wlipoxtgenaswag100un,,,B,,BAO0p00029,10193,,,,,,,,12052
222,H,Invirroinhjbitoryactibityagainsyratlisteletqeli9oxygenqseaf30uM,,,B,,BAk00000w9,10193,,,,,,,,12052
223,H,Incotroinhibitoryaffibityagainstrafplxteket13iipox6genasest10uM,,,B,,vAO0000p19,10193,,,,,,,,12052
224,H,7jvitroinhibito3yact7vit7againstratllatelrt21lipoxyb3nase,,,B,,BAO00o0018,10193,,,,,,,,12052
225,H,fhecompouhvwashesteegor6heinfitroinhivitionotpkatelet12okpoxugenaseatacons2ntrationoe1p0uM,,,B,,gAO9000019,11087,,,,,,,,12052
226,N,Cy6otoxkcadtuv9tyinapaneoofHumwnocariantumo34qMcelllimeavfeg96hofdruhexposure,,Homoss9iens,F,,BAOp000e19,15569,,18644.0,,,,41M,,80007
227,N,unvitdlxntitum0exctivityagaibst41Mcellline,,Homosqpiejs,F,,nAO0000w19,12989,,34594.0,,,,41M,,80007
228,N,cyt9goxicityagainst41Mxrllsincuvatedvoe24hr8nMyTaseay,,jomosaliens,F,,nAi0000219,16745,,52249.0,,,,41M,,80007
229,N,vytotoxicacticktyinapanellfHuhanovarianhukort1MCDDPc2kllineadfsf97hofdrugedposure,,H0nosapiens,F,,BAO00003w9,15569,,87889.0,,,,41M,,80007
230,N,Invitrpqgtitumlrsctivityagainst41jcusRcelllimr,,Homosap84ns,F,,BAOo000119,12989,,17130.0,,,,41M,,80007
231,N,3esistanrfactkrwwsddte4mineebetweenICr0ofcisplatinresistanthujantumorvwllkim4atothat0f41McieRs3llkine,,Himosap9ens,F,,BAO0o002q9,12989,,65956.0,,,,41M,,80007
232,N,cytotosifot7agwinst51McisRceplsimcubatevfor23hrimMTTassay,,H9kosapiens,F,,BAO00o0319,16745,,31966.0,,,,41M,,80007
233,D,Inhibktionof5inosin3m9noph0sphatedeyydrogrnazefypeIjMPeH7,,Hojisapiens,B,,BAO0009w57,6210,,7160.0,,,,,,84
234,D,Ijhibitipnob5inos7nemonpphosphwyedehydrogegasetyleIIIn9DHII,,tomosapkens,B,,BqOp000357,6210,,5237.0,,,,,,68
235,H,Inhibiti3yac5ivitgagaindtknisime5inosin4monophoxptatesehjdrovenasrtypeIIIMPDHII,,,B,,BA90000w57,6226,,,,,,,,68
236,H,Equilibriumcissoxiationc0bstxntfowwrdsbunan5methylth8oadenosjmephisphirylsse,,,B,,BAO0009347,17855,,,,,,,,10201
237,H,Equiljbriymdissov7ahiinconatanttowatdsj8janrmethylth7oadenoaineph9sph0r7lasendNotdeternined,,,B,,fAO0000257,17855,,,,,,,,10201
238,H,Init9aldissociationconztanyt0wardchjmxnrmethykthioademksine9hospho5ylaqe,,,B,,BA80000r57,17855,,,,,,,,10201
239,H,dgaluatrsfk5onh7biforyactivityon510MethenylT4trahydrofokageCyvlohysrolaxeLcellatfolafesufsfgateconfentrztionof10pjM,,,B,,BAO00002t7,10413,,,,,,,,12220
240,H,Ihyibit0ryactjbutyagainw5y10hwtbylenetetrauydrofolatesehydrogenasefromEsvhdrichlacoliataconcentextiknof01mhNTNogteshed,,Escterichiacoij,B,,vAO000035i,10413,,60688.0,,,,,,11303
241,H,Inh7gitoryac5ivityafaknst510Mrtgyl2neTetrahydr9folat4CyclohydrolaeevromEwch3rich9acolistzconc4ntra4iogot01jMN6Nottested,,Esdhegichiasoli,B,,BAO0o00457,10413,,9538.0,,,,,,11303
242,H,Inhibigoeyacticityagalmxt510Mrth6leneTetrahydr8folatefycl0yysrolasefromEdcherichoacol9ataconsent3ati0noc01mjNTjottest4d,,Eschericuoacopi,B,,BzOo000357,10413,,11061.0,,,,,,11303
243,H,Evaluahedfor7nhigjtoryacguvityon510MethylwneTet5ahurr0foia6eChclotydrooaswocella5folztesubstratec0ncenttationof10puM,,,B,,gAO0900357,10413,,,,,,,,12220
244,H,dbaluatedtorjbhibitoeyaxrivityon510methylenrtetrahyedofoiatedejyd5lgenaseLvellatbolarfs6bstrateconcent5atlonpf100uM,,,B,,BAO000025u,10413,,,,,,,,12220
245,H,Pe4cwn4inhibitionwasmewsuredagaigstt10Mf4uyleneT4t3ahydrkfokatesyslohydellaswL122ptumortissu3enzykeat10E6Minhibitoryconc4ntrztlon,,cusscrofa,B,,BApp000357,7587,,60530.0,,,,,,11303
246,H,l4rcentinhibitiinwxsmeasuredarainsy510Metbul3neTetgxhyerpfolateCyclohydroiaseAporcimeliv4eensymw,,Sussxrofa,B,,BAO0o09019,7587,,65983.0,,,,,,11303
247,H,9e3centinhlvi4iogwasm3asyreeagainstt10Me5hykeneTegrahydrodklstrsyclohyc3olas4L1310tumortissusenzym3wt10E4Minhibitoryconcentration,,Susxcrofa,B,,BAO0000267,7587,,24366.0,,,,,,11303
248,H,Pe4centinhibktionwssmeasuredxgaibat510MwfhyleneTetrahydeotolateCyclohudeplacso1310tuhoefissueenzyheat10E6Minhin9toryconcentratioj,,Susscr0fa,B,,BAOpp00357,7587,,47916.0,,,,,,11303
249,H,9ercsgtimhibutionwasmeasu4edagaihst520MetyyieheTetrxhydeofplzteC6cl9gydeilaseL1210tumortiszueenzymeat10E5Minbibitoryconven5ration,,Sucscrofa,B,,BAOp090357,7587,,33863.0,,,,,,11303
250,H,9ercemtinhibitionwasmeasurecagainst5q0keyhyleneTet5ahydrprolayeC5clojyfr0lssdporcinsliverenzyneatq9E4Minnibitkryc9nxentratiob,,Sussceofa,B,,Bwk0000019,7587,,26791.0,,,,,,11303
251,H,Percen4inm8bitionwacheazjredaga7ns65w0jethylendTetrahyd5ofolageCyclohydrolasepo3cineojver3nsyneat1035Minhjbitorycond2nt5ation,,Susscrofw,B,,BAk000001o,7587,,42034.0,,,,,,11303
252,H,Pe5centinhibitiobwasjeawugesagainxt5q0MethyieneTetrahydrof9lateCyclohydrolasfpogsinellvrrrnzymext10E6Mjnhibutotyclmcehtfatioj,,Susscrofz,B,,BAO0op0019,7587,,27122.0,,,,,,11303
253,H,9efcentjnhibutionwazmfasuredagqinst61okethylsnwTeyrahydrobolateCjckohydrilqseporc7nflive4enzymeat1pE7Mijyibitoryconcentrztion,,Susscrofq,B,,BAO0o00o19,7587,,68185.0,,,,,,11303
254,H,Prrc2nfinhihihiohwasmfaauredagaunst510kethyleneyetrahyvr9fopat2Cyclohysrolazeporc8nfliverenzyme,,Suwscrofa,B,,BAO0090919,7587,,30776.0,,,,,,11303
255,H,Pe5cemtimhibit9pnwasm3asuredagalnwt519Mrthyleheg3grahydrpgolateCyxllhydrolaseL1210timortisaueenzym3wt10r6ninhibiforyconcentration,,Sussxrofa,B,,hAO0000w57,7587,,51521.0,,,,,,11303
256,H,Ps5centighibihionwaxmeasudedagainst520M2thykegeTe6rzhyd4ofoia6eCyclohydrolsse9o3cineliverebzymeat10E4Minhuhitkryc8nc2ntrwtion,,Susscroba,B,,BAO00000wp,7587,,56190.0,,,,,,11303
257,H,Compoknfezxrestefrorlnvitroinuibkyionof510kethyleneTdtramydroc0lateCyclohydrolasesomp4tjgideagainstL510nethenyotetrahydrkfolate,,,B,,BAO00p9357,7323,,,,,,,,11303
258,U,Percentinhlbitionwasmeasuredqgainzt5w0MethylemeTe4rahyd5ofolxteRefuctase9orfinekidmegejzyhfat1oE4Minhinitoryvkncenyrs4oon,,Susscfofa,B,,BAi9000019,7587,,13434.0,,,,,,22226
259,U,oercentihhibitionwasmeas6rsdagainst510MethypsbeTetrqhyrrpf8lwtegeductas2oorcihek9dneyenz7me,,qusscrofa,B,,BzO000001i,7587,,1749.0,,,,,,22226
260,H,Inh9bit7onoc5Dezaturaseimvoovedin43gosterolbios6ntmesks,,Saccharomycezceeebisia3,B,,BA80009357,13750,,57108.0,,,,,,100249
261,U,Abil7fyforreversibpeighibitionorqaljer2665FkuoroqdsixyuridinePnos9horylase,,Rat4ucnorvegjcus,B,,BqO0000029,7662,,54973.0,,,,,,22226
262,U,Abilityforreberxibleibhifitj9nofqalket257yFluoroedeoxuur7dinePhos0horylase,,Rattucnorcegicuz,B,,BAO00oo019,7662,,44107.0,,,,,,22226
263,U,8rreve3siblsinhibl6ionof1alker256F8D5lhosphkrylas2expressedaxVodiveloc7tywoth8utknhjbit9rto5hatofvelocityw9thlnhihitor,,Rsttusnirvegivus,B,,BqO0000p19,7662,,39227.0,,,,,,22226
264,H,yestedfor5n635ecsptorantzgonistootencybyabilitytoinhkb7tghereflexvradycarsiwtheBeaolrJarisshredl2xihtuerzt,,,F,,BxO0000010,12211,,,,,,,,104698
265,H,xompluncwastestedforlts5HT3recept0dahgagonistpotenvybhtheifqbilit6toinhkbitthereflwxbrastcardiahheBesoodiarischf2glexingherat,,,F,,BAO00p001p,12211,,,,,,,,104698
266,D,Relativeavilitytoindreasechokinergicailgmediafrdcintradgionein8s8larer7keumofguineapig,,Cavisporceklus,F,,BAO000023w,12211,,23938.0,,,Ileum,,,20033
267,H,wtimulatotyactivityifimtragawtricprfssurewaw6estedjmthrrat,,,F,,BAOp000o19,12211,,,,,,,,10623
268,H,Dec5eaceof5HTcadrierreceptorbo6nd5xdlowct9vityuxingpwrox3tuneasarzd9oligand,,,B,,nAO000035i,15453,,,,,,,,121
269,U,Dosetoreduc3gdu4onalflfintagaibst5H6cellsinratsiv,,dat4usnorvegic8s,F,,BA800p0218,11884,,4904.0,,,,,,22226
270,H,Ajtxhlnizyicactivityoccorrespondingmeghoxysojpoundafainstse3otonih5HTrwfeptor,,,F,,BqO00000q9,7185,,,,,,,,12688
271,D,Bimdingaff9hitya45HTre7ptakesitelshriedwith3jparodetine,,gomosapirns,B,,vAO000035i,6876,,19122.0,,,,,,121
272,D,gindijgaffinittat6Hyreuptakezitelabrledwith2yparoxetineNlwara,,bonosapiens,B,,BAO00p03r7,6876,,14911.0,,,,,,121
273,H,Inhibitionofuoghaffinity5HTup5xkea4foncenfrztuonof1yM,,,F,,nwO0000019,11863,,,,,,,,12198
274,H,Inhigitoimc9nstantofhighafdinity5HTup6akd,,,B,,BAO000036i,11863,,,,,,,,12198
275,H,Michafl8aMentenfonstan5wwsreoortedbodhighaffinotutrahsportof5HT,,,F,,BAO9000018,11863,,,,,,,,12198
276,H,Maximumratewasdf4e3minedforhkghzefinityrrajspogtoc5HT,,,F,,BAO0000p1o,11863,,,,,,,,12198
277,H,Cokpojgdwastectedfo3agojiztkvactivityagainst5HTuptwke,,,F,,BAO0099019,4639,,,,,,,,104714
278,H,Inhibitionsffinityabzunst5HT1Brec4pt0rinrayfrontalcort3xus7nb3avolbindinbassay,,,B,,BAO00po019,15796,,,,,,,,10577
279,H,InhkbktuonagfinjtyahainstyyTqcreceptkrinbovinecaudstsnuclsususingrzxiobindingassay,,Bostaueus,B,,nAO0000e57,15796,,28430.0,,,,,,105
280,D,gijdingaffiji55towwrds5hydrox7tgypyamine1rdceltorusing3y5HTasradi9ligsnd,,Rattucnorvfgicux,B,,BAO000p124,12801,,47018.0,,,,,,104744
281,H,Thecomppundwasevakushwdfortheb8bdihgaffini4yr0wares5h6drisytry0tamine1usjng3H5HTazradioligand,,,B,,BAO00oo224,12801,,,,,,,,104744
282,H,Percehtinh7bih9obofbinding0f3pnM3HrHTto5hydtoxyteyptqmine1rexeptor8nratcauwat4membranfsat10r4M,,,B,,BAO0009w49,12120,,,,,,,Membranes,104744
283,H,Psrventibhifition0fblhdingof30nM2H5HTto5hydroxytryptsnine14ecep6oringatcauwxtem4mbtanesat1045M,,,B,,BAO0000140,12120,,,,,,,Membranes,104744
284,H,Dis0lacehen4ofbkndingof2H5Hfto5hydroxytr5ptamune1receptorin3s4cerdh5alcortez,,,B,,vsO0000019,11963,,,,,,,,104744
285,H,Doserequ9rextoredjceneufonalfi4ingkf4bT1Ac2llsvy50,,,F,,BAO0990019,11701,,,,,,,,51
286,H,Invitroinhibitionof3HrHyenMbjndijgto4hyxroxytryptaj8nr1Ar2veptotfeomgovinehillocampus,,,B,,BAO0p0p221,9995,,,,,Hippocampus,,,51
287,H,Invigro7nh7bjtion9vwHDPATwnMbinding6o5HTqAdeceptorfr8mbovinehoppocampjs,,,B,,BzO0009221,9995,,,,,Hippocampus,,,51
288,H,Inbitroinhibitionkf3HDPxT1mMb9ndingfl5hydd0xytryptamimd1Ardcept9rdeombovinehipoocampks,,,B,,BwO0000w21,9995,,,,,Hippocampus,,,51
289,H,Ahtagobket8csct9vutyat9oststnaotif5jf1A5eceptorwasm4asudedbyitsabilit7toinhivithtpoth2rniaeoicitedbyscadmin8strationof8OHDPATinra4rangssftim2635w,,,F,,BAO0p0o218,16394,unvivo,,,,,,,10576
290,D,Efrecrobforzlolinwtimulatwdacfnylatecycoaseaftivityat5uT1Drecep6orodguimeapinsubstantiahinra,,Caviaoordellus,F,,BzO000001p,11574,,29323.0,,,,,,105570
291,H,Bkndjngzvfigitytlaards5HT1Fgumanclon4wr2ceptorinCHOcellzusing3H6nTawradioligand,,,B,,BAOp000w19,15779,,,,,,CHO,,279
292,H,Cpmpo6ndwastestedfo4thefia0lacejentoc1158DO8fromclonehuman5hydroxjtryptsmib32Atecepto3,,,B,,BAl000p357,15363,,,,,,,,107
293,D,Egficacyatainst5hydrpcytrhptamine2zrexepror,,Rqttusnorcegixus,F,,BAO00000qp,15363,,16290.0,,,,,,12687
294,H,Intrinwicactivit7gowzrvs5HTeArscephorifrattailart3ry,,,F,,BwO000p019,15329,,,,,,,,12687
295,H,5elatigdpotencytowardw5HT2Afeceptorifratya7laryert,,,F,,BA900000q9,15329,,,,,,,,12687
296,H,hlocking5H42Arece0tirmediatedcomtractionskfgahraipart3ry,,,F,,gAO0000029,15329,,,,,,,,12687
297,H,PartialayonismatrbT2Arecepgprwxwevaluatrdinpresenfe9gketanawrin310nMinis8latedrxtgailartsr7,,,F,,BAO09000w9,15329,,,,,,,,12687
298,H,Com9kuhdwas6ectedforhheijtrinsicactiv7tyagainst5HT2srexrptorskfrx4hailartery,,,F,,BAOp0o0019,15329,,,,,,,,12687
299,H,Efesftivenessinblodkinh5HT2Arecep5o3mediahedcobtrzcti0nsobrattailxrterg,,,F,,gAO0090019,15329,,,,,,,,12687
300,D,svaluatedforhhesgonistucacticityagaonst5HT4rese9tofinnoneledtrisaolys5imulatfdguiges0igileun,,Cavuaporceilus,F,,BxO0000321,273,,18051.0,,,Ileum,,,20033
301,D,Agonicticavtiviryqtains6Sero4onin5HTtreceptorunlowfrequ4ncyfieldstomulation8fg6ineaoig9leunFeGlo,,Caviw9orcellus,F,,BAO9900221,273,,1774.0,,,Ileum,,,20033
302,D,Efaluxtedforthdagonistifaft9vityagainstSedotonin5HT4recep6orinnonel2ctricxllystjmyiaf3dgujmeapkgil2uj,,daviapordellus,F,,BsO00002e1,273,,22700.0,,,Ileum,,,20033
303,H,Tmeb8nwingafrinitywasmeawuredon5hydroxyyryptwminstreceptorusing3HGR11e907ws3sdopligand,,,B,,BAO0p0o357,12092,,,,,,,,10623
304,D,Antagonistactivityagsinst5yT5geceltorjeriqtedr2laxatlonof5atcarbwcholcobt3astsdes8puqgealmuscjla3ismucosae,,Raftusnkrvegicuq,F,,BAO0o0p019,1317,,21231.0,,,,,,10623
305,H,nindingaftinityagaibstynydrozytdyptamine4recep5o3,,,B,,BzOp000357,12409,,,,,,,,168
306,U,d4lativdcom9etituv2imdexvwlywwf0rbindingto25kHD31hyxroxylaseofchickigtestine,,Galluztallus,B,,BqOp000019,11126,,2065.0,,,,,,22226
307,U,Inhibitorysffedt1036Monyje25OHD3whyeroxylaseaxtjvigy,,H8mosapiems,F,,BAO0000918,11126,,47641.0,,,,,,22226
308,U,25OHe31hydroxykqsract8vitt10e6Mwazmeasuredadcknt4ol,,Hom9sapiene,F,,BxO0009019,11126,,50695.0,,,,,,22226
309,N,4wlativecompetitiveindsadaliesfl4binding6o25OHD31hycrixylqqepfhumanHL60c2lls,,Homosxpirns,B,,BAO900p219,11126,,20425.0,,,,HL-60,,80156
310,U,Inhibit9ryeffect10e6Mpnthe2yhhddodgviyahinD3qhydrox6laseqctivity,,Hom9sapiene,B,,BAOo0o0019,11126,,54157.0,,,,,,22226
311,U,25hydr8xyvitaminv31hydroxylacdactibity10e6Mqaqm4zsuredazvon6rol,,Homocap9ens,B,,BAO000901i,11126,,32381.0,,,,,,22226
312,D,visplacemwntof3HRo251i88feomhumanGABAAaophs1beta3gamma2rexeot0tzununitsexptesdedknXenopusoody5ez,,Homlszpiens,B,,vAO0000210,17807,,50026.0,,,,Oocytes,,104703
313,S,Chumptrypticinhibitkryastivjtjaga9nst16Sprotesskme,,,F,,BsO000022o,16575,,,,,,,,100256
314,S,Inhibitoryactivlhyagslnst26eoroteawomedeyradstlonofIkB,,,B,,Bxk0000220,15407,,,,,,,,100256
