assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,description,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type,assay_subcellular_fraction,tid
200,,6431,,B,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,,11490
201,,9295,,F,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,,,11134
202,,10193,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,,12052
203,,13622,,B,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,,11134
204,,12079,,F,,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,,11134
205,,13622,,B,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,,11134
206,,12079,,F,,Inhibitory concentration against human platelet 12-lipoxygenase,,,Homo sapiens,9606.0,,,11134
207,,13500,,B,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,,11835
208,,13723,,B,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,,11601
209,,16474,,B,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,,11134
210,,1630,,B,,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,,11134
211,,167,,B,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,,11134
212,,16474,,B,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,,11134
213,,167,,B,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,,11134
214,,16474,,B,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,,11134
215,,10091,,B,,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,,11601
216,,11966,,B,,Tested for inhibition against porcine 12-LO,,,,,,,11601
217,,951,,B,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,,12052
218,,10997,,B,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,,12052
219,,10193,,B,,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,,12052
220,,10193,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,,12052
221,,10193,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,,12052
222,,10193,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,,12052
223,,10193,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,,12052
224,,10193,,B,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,,12052
225,,11087,,B,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,,12052
226,,15569,621.0,F,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,Homo sapiens,9606.0,41M,,80007
227,,12989,621.0,F,,In vitro antitumor activity against 41M cell line.,,,Homo sapiens,9606.0,41M,,80007
228,,16745,621.0,F,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,Homo sapiens,9606.0,41M,,80007
229,,15569,621.0,F,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,Homo sapiens,9606.0,41M,,80007
230,,12989,621.0,F,,In vitro antitumor activity against 41McisR cell line.,,,Homo sapiens,9606.0,41M,,80007
231,,12989,621.0,F,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,Homo sapiens,9606.0,41M,,80007
232,,16745,621.0,F,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,Homo sapiens,9606.0,41M,,80007
233,,6210,,B,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,Homo sapiens,9606.0,,,84
234,,6210,,B,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,Homo sapiens,9606.0,,,68
235,,6226,,B,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,,68
236,,17855,,B,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,,10201
237,,17855,,B,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,,10201
238,,17855,,B,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,,10201
239,,10413,,B,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,,12220
240,,10413,,B,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,Escherichia coli,562.0,,,11303
241,,10413,,B,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,Escherichia coli,562.0,,,11303
242,,10413,,B,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,Escherichia coli,562.0,,,11303
243,,10413,,B,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,,12220
244,,10413,,B,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,,12220
245,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
246,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,Sus scrofa,9823.0,,,11303
247,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
248,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
249,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
250,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
251,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
252,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
253,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
254,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,Sus scrofa,9823.0,,,11303
255,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
256,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,9823.0,,,11303
257,,7323,,B,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,,11303
258,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,9823.0,,,22226
259,,7587,,B,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,Sus scrofa,9823.0,,,22226
260,,13750,,B,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,Saccharomyces cerevisiae,4932.0,,,100249
261,,7662,,B,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,Rattus norvegicus,10116.0,,,22226
262,,7662,,B,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,Rattus norvegicus,10116.0,,,22226
263,,7662,,B,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,Rattus norvegicus,10116.0,,,22226
264,,12211,,F,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,,104698
265,,12211,,F,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,,104698
266,Ileum,12211,,F,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,Cavia porcellus,10141.0,,,20033
267,,12211,,F,,Stimulatory activity of intragastric pressure was tested in the rat,,,,,,,10623
268,,15453,,B,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,,,121
269,,11884,,F,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,Rattus norvegicus,10116.0,,,22226
270,,7185,,F,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,,,12688
271,,6876,,B,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,Homo sapiens,9606.0,,,121
272,,6876,,B,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,Homo sapiens,9606.0,,,121
273,,11863,,F,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,,,12198
274,,11863,,B,,Inhibition constant of high-affinity 5-HT uptake,,,,,,,12198
275,,11863,,F,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,,,12198
276,,11863,,F,,Maximum rate was determined for high affinity transport of 5-HT,,,,,,,12198
277,,4639,,F,,Compound was tested for agonistic activity against 5-HT uptake,,,,,,,104714
278,,15796,,B,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,,,10577
279,,15796,,B,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,Bos taurus,9913.0,,,105
280,,12801,,B,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,Rattus norvegicus,10116.0,,,104744
281,,12801,,B,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,,,104744
282,,12120,,B,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,,Membranes,104744
283,,12120,,B,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,,Membranes,104744
284,,11963,,B,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,,,104744
285,,11701,,F,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,,,51
286,Hippocampus,9995,,B,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,,,51
287,Hippocampus,9995,,B,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,,,,51
288,Hippocampus,9995,,B,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,,,51
289,,16394,,F,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,,,,,,10576
290,,11574,,F,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,Cavia porcellus,10141.0,,,105570
291,,15779,449.0,B,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,,279
292,,15363,,B,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,,,107
293,,15363,,F,,Efficacy against 5-hydroxytryptamine 2A receptor,,,Rattus norvegicus,10116.0,,,12687
294,,15329,,F,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,,,12687
295,,15329,,F,,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,,,12687
296,,15329,,F,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,,,12687
297,,15329,,F,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,,,,12687
298,,15329,,F,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,,,,12687
299,,15329,,F,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,,,12687
300,Ileum,273,,F,,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,Cavia porcellus,10141.0,,,20033
301,Ileum,273,,F,,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,,Cavia porcellus,10141.0,,,20033
302,Ileum,273,,F,,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,Cavia porcellus,10141.0,,,20033
303,,12092,,B,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,,,,10623
304,,1317,,F,,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,Rattus norvegicus,10116.0,,,10623
305,,12409,,B,,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,,,,168
306,,11126,,B,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,,Gallus gallus,9031.0,,,22226
307,,11126,,F,,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,,Homo sapiens,9606.0,,,22226
308,,11126,,F,,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,Homo sapiens,9606.0,,,22226
309,,11126,649.0,B,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,,,Homo sapiens,9606.0,HL-60,,80156
310,,11126,,B,,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,,,Homo sapiens,9606.0,,,22226
311,,11126,,B,,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,,,Homo sapiens,9606.0,,,22226
312,,17807,,B,,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,,,Homo sapiens,9606.0,Oocytes,,104703
313,,16575,,F,,Chymotryptic inhibitory activity against 26S proteasome,,,,,,,100256
314,,15407,,B,,Inhibitory activity against 26S proteasome degradation of IkB,,,,,,,100256
315,,10797,478.0,F,,In vitro inhibition of 2780/DOX ovarian cancer cell line,,,Homo sapiens,9606.0,A2780,,81034
316,,10797,478.0,F,,In vitro inhibition of 2780/S ovarian cancer cell line,,,Homo sapiens,9606.0,A2780,,81034
317,,3469,,F,,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,,,Homo sapiens,9606.0,,,22226
318,,16037,,B,,Association constant for binding to AATT 28-mer AATT hairpin,,,,,,,22222
319,,16037,,B,,Kinetically Defined Association Constant for 28-mer AATT hairpin.,,,,,,,22222
320,,16037,,B,,Reaction Rate Parameter for 28-mer AATT hairpin,,,,,,,22222
321,,16037,,B,,Reaction Rate Parameter for 28-mer AATT hairpin,,,,,,,22222
322,,16524,,F,,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),,,Homo sapiens,9606.0,,,22226
323,,16524,,F,,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),,,Homo sapiens,9606.0,,,22226
324,,16524,,F,,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,,,Homo sapiens,9606.0,,,22226
325,,16758,,F,,Cytotoxicity against cell line 2SC/20 determined by MTT test,,,Cricetulus griseus,10029.0,,,22226
326,,16758,,F,,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,,,Cricetulus griseus,10029.0,,,22226
327,,16758,,F,,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,,,Cricetulus griseus,10029.0,,,22226
328,,14360,,B,,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,,,,,,,241
329,,14360,,B,,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,,,Homo sapiens,9606.0,,,241
330,,9964,,B,,Selectivity ratio of ID50 in liver and heart,,,Rattus norvegicus,10116.0,,,22226
331,,9964,,B,,"Selectivity, ratio of relative ID50 in liver and heart",,,,,,,12132
332,,9964,,B,,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,,,,,,,12132
333,,9964,,B,,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,,,12132
334,,9964,,B,,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,,,12132
