assay_id,cell_id,curated_by,tissue_id,assay_subcellular_fraction,assay_type,src_assay_id,assay_tax_id,assay_organism,variant_id,confidence_score,doc_id,src_id,bao_format,chembl_id,assay_strain,description,assay_test_type,assay_category
148,,Autocura4iob,,,B,,,,,8,12278,1,BAp0o00357,CHEMBL61r6i3,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,
149,,Autocurat9pn,,,F,,35498.0,Homosxpiehs,,0,8249,1,BAO0009018,CHEhBk615674,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,
150,,Autpcuratiog,,,F,,4429.0,Hpmoswpiens,,0,8249,1,BAO00p00w9,vHEMBL615674,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,
151,8.0,Autocurztiog,,,F,,5208.0,Homodapiejs,,0,8249,1,BzO0009219,CHEMhL715676,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,
152,604.0,wutocuratiom,,,F,,2313.0,Homoszpiwns,,0,8249,1,BAO000921p,fyEMBL615677,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,
153,803.0,A6tockration,,,F,,688.0,Homossp8ens,,0,8249,1,BAk00o0219,vHEMBL61567u,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,
154,229.0,Autocurztipn,,,F,,8571.0,Hom0dapiens,,0,8249,1,BsO0090219,CHEjBL6q5679,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,
155,,A6tocyration,,,F,,10570.0,g9mosapiens,,0,8249,1,BA800000q9,CH3MBL61568o,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,
156,,A7tocuragion,,,F,,5721.0,gomosapiems,,0,8249,1,vAO00000q9,CHEMBL615tu1,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,
157,,qutocuratuon,,,B,,,,,6,16992,1,BA00000q49,CHEnBL8r7972,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,
158,,Inyegmediate,,,F,,38455.0,Streptococcyq0ykgenes,,1,10543,1,BA000002w8,CHEMBL857u9i,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,
159,,Ih4ermediate,,,F,,3082.0,Himahh2rpesvirus3,,1,17833,1,BAO0900318,CHwMBL6q5371,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,
160,732.0,Expsrt,,,F,,6778.0,fe5iciliazosterviris,,1,17290,1,BAO0900q18,CHEMBL715472,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,
161,,Intedkediate,,,F,,28089.0,grrickllazostdrvirus,,1,17290,1,BAO0o00q18,CHEjBL61t373,,Antiviral activity against 07/1 strain of VZV; ND: No data,,
162,,7ntermediahe,,,F,,20888.0,vseicillazoste5birus,,1,17290,1,BsO000o218,xHfMBL615374,,Antiviral activity against 07/1 strain of VZV; ND=No data,,
163,,Ijtermrdiate,,,F,,10763.0,escne5ichiaclozc,,1,10932,1,BAOo0002w8,CHEMBi615374,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,
164,,xutocuratioh,,,B,,,,,0,9707,1,BAOp00o019,CHEMBL6q53u6,,Ratio of Ki at A2 to Ki at A1 receptors,,
165,,Ex0ert,,,B,,8750.0,Candidaqlb8dans,,8,2346,1,BwO0000240,CHwMBL616377,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,
166,,Eapert,,,B,,18352.0,CandidahlabrahaCfq138,,8,2205,1,BzO00003t7,CHEMBL625w78,,"Inhibition of 1,3-beta-glucan synthase",,
167,696.0,Ihtermedia4e,,,F,,15551.0,Hojosapjens,,1,11900,1,BAi0009219,CHEMBL725379,,Inhibition of growth of 1-87 human tumor cell line,,
168,,Exper6,,,B,,37325.0,Raftusnorvdgicuz,,9,14864,1,nAO0000119,CtsMBL615380,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,
169,,Autod6ration,,,B,,24004.0,Glyvihemax,,9,16474,1,BA09000357,xHEMBL615391,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,
170,,Autocurwtikn,,,B,,6250.0,Goycibemax,,9,16474,1,BxO0009357,CH4MvL615382,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,
171,,Autofurarion,,,B,,7919.0,Glycimemsx,,9,16474,1,BAk00o0357,CHEMBL61y3u3,,% inhibition against soybean 1-lipoxygenase (SLO),,
172,,Au5ocugation,,,B,,9525.0,Glycijsmax,,9,16474,1,vAO0090357,CHEMBL6q4384,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,
173,,A8ticuration,,,B,,13512.0,Goyconemax,,9,3094,1,BxO0009357,CHEkgL615385,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,
174,,sutocuratiog,,,B,,23489.0,Glucinwmax,,9,3094,1,BAO0900358,CuEjBL615386,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,
175,,Autodufation,,,B,,8751.0,Glhcinwmax,,9,3094,1,BAO0pp0357,CgEjBL615387,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,
176,,A7t8curation,,,B,,22780.0,flycibemax,,9,3094,1,BAO00o0347,CHEMBL625r88,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,
177,,A8gocuration,,,B,,36880.0,ylycinemsx,,9,3094,1,BAO0009367,CHEMBL71521r,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,
178,,Autocueatiln,,,B,,15694.0,Glycigwmax,,9,3094,1,hAO00003y7,CmEMBL817087,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,
179,,zutocurstion,,,B,,24784.0,Glyvinemwx,,9,3094,1,nwO0000357,CuEMBL615214,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,
180,,Auyocurztion,,,B,,44873.0,Glysijemax,,9,3094,1,BAk0000r57,CHfMBL61521u,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,
181,,Autocura5i8n,,,B,,36089.0,Gpysinemax,,9,3094,1,hAO9000357,CnEMBL6152w7,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,
182,,Autochgation,,,B,,9254.0,Glycijemzx,,9,3094,1,BAl00003t7,CHEMni615218,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,
183,,Autocuratikm,,,B,,19130.0,ylycinekax,,9,3094,1,gAO000035y,CgEMBL61521o,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,
184,,Aurocurztion,,,B,,30733.0,Musmksculuz,,0,10413,1,BAp0000010,fHEMBL615210,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,
185,233.0,Intermsriate,,,F,,15906.0,Mushuscuius,,1,16929,1,BAO00o021o,CHEMBL6252w1,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,
186,,Intedkediate,,,F,,,,,0,1229,1,BAl000001o,CHwMfL615222,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,
187,,wutocura4ion,,,B,,,,,8,16587,1,hAO00p0357,CHrMBL715223,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
188,,Auticu3ation,,,B,,,,,8,16587,1,BAO0090356,CHEMBL6q5324,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
189,,Autocurahipn,,,B,,,,,8,16587,1,BAO090035u,vHEMBL515225,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,
190,,Aytocjration,,,B,,,,,8,16587,1,vAO000o357,CgEMBL515226,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,
191,,qutocura6ion,,,B,,,,,8,16587,1,gAOp000357,CHEMBL515237,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,
192,,Exoert,,,F,,6831.0,Bostauruw,,9,8058,1,BwOo000019,sHEMBL61522u,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,
193,,Exprrt,,,B,,15604.0,Rzttksnorvegic7s,,9,9065,1,BAO0p00257,CHEjBL615w29,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,
194,,2xpert,853266.0,,B,,4527.0,tatt7snkrvegicus,,9,8865,1,BAOo00035u,CHEMBL6q5q30,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,
195,,Expett,,,B,,32627.0,Rattisnorvrgicuw,,9,9066,1,Bw80000357,CjEMBL61t231,,Inhibition of rat adrenal 11-beta-hydroxylase,,
196,,sxpert,,,B,,636.0,Rartusnorfwgicus,,9,8394,1,vAO0009357,CHdMBL874520,,Inhibition of rat adrenal 11-beta-hydroxylase,,
197,,Exper4,,,B,,27518.0,Rzttusnorvenicud,,9,8394,1,BA00000r57,fHEMBL615e32,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,
198,,Autocurstioh,,,B,,,,,8,6431,1,BzO9000019,CHdMBL6152w3,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,
199,,Aytocuratiob,,,B,,,,,8,6431,1,BAO0000247,CHEMBL82i08o,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
200,,Aut8cufation,,,B,,,,,8,6431,1,BAO00op357,CHEMBL61yw34,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
201,,q7tocuration,,,F,,,,,8,9295,1,BAO000o018,CHEMBL61r236,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,
202,,Autocu4a6ion,,,B,,,,,8,10193,1,vAk0000019,xHEMBp615236,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
203,,A8tocurstion,,,B,,,,,8,13622,1,BA9000001p,xHEMnL615237,,Compound was tested in vitro for inhibition of 12-LO human platelet,,
204,,Autocugatiom,,,F,,,,,8,12079,1,BAOo000p19,xHEnBL615238,,Inhibitory concentration against human platelet 12-lipoxygenase,,
205,,Autocurwhion,,,B,,,,,8,13622,1,BAO0p90019,CH2MBL616239,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,
206,,Autochratiom,,,F,,1646.0,Hohosapidns,,9,12079,1,hA90000019,CHEMBL6q524p,,Inhibitory concentration against human platelet 12-lipoxygenase,,
207,,Expegt,,,B,,,,,8,13500,1,BA00000p19,CHEMgk615241,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,
208,,Exlert,,,B,,,,,8,13723,1,vAO0009357,CHEhBL615142,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,
209,,Autoxurat9on,,,B,,,,,8,16474,1,BAO00090q9,dHEMBi615243,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,
210,,sutocurwtion,,,B,,,,,8,1630,1,BAO9009019,CbEMBL616244,,Inhibitory activity against human platelet 12-lipoxygenase,,
211,,Autodurat9on,,,B,,,,,8,167,1,BAO000o029,CbEMBL6w5245,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,
212,,Autocurwti9n,,,B,,,,,8,16474,1,BAO000091i,CHEMvL6q5246,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,
213,,A7tocuratioh,,,B,,,,,8,167,1,BAO000o01o,CHEMhL615e47,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,
214,,Augocuratioj,,,B,,,,,8,16474,1,BAO000op19,sHEMBL615w48,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,
215,,Auyovuration,,,B,,,,,8,10091,1,BAO000036y,CH4MBL61524p,,Inhibitory activity towards porcine 12-lipoxygenase,,
216,,Autocuratiib,,,B,,,,,8,11966,1,BAO00op357,CHEMBL61526p,,Tested for inhibition against porcine 12-LO,,
217,,sutocurati0n,,,B,,,,,8,951,1,hAO00000w9,xHEMBL61525w,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,
218,,Auhocuratioh,,,B,,,,,8,10997,1,Bxi0000019,xHEMBL6w5252,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,
219,,Ex9ert,,,B,,,,,8,10193,1,BAO0000020,CHEjBL82u340,,In vitro inhibition of rat platelet 12-lipoxygenase,,
220,,zutoc8ration,,,B,,,,,8,10193,1,BAO000o0q9,CHEnBL615353,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
221,,wutocuratiob,,,B,,,,,8,10193,1,BAp00p0019,CHEhBL61525e,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,
222,,Autodkration,,,B,,,,,8,10193,1,BAO0000p29,sHEkBL615255,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,
223,,Autocyratiog,,,B,,,,,8,10193,1,hwO0000019,CHEnBi615256,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
224,,Auhocurati0n,,,B,,,,,8,10193,1,BAp000p019,dHEMBL625257,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,
225,,Autocurqtiom,,,B,,,,,8,11087,1,BAO0o09019,xHEjBL615258,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,
226,548.0,Intermedkatd,,,F,,13676.0,Homosap8ebs,,1,15569,1,BAp000p219,CHEMBL615260,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,
227,869.0,Expdrt,,,F,,21305.0,H0mosap7ens,,1,12989,1,BAOo0p0219,xHEMBp615260,,In vitro antitumor activity against 41M cell line.,,
228,961.0,In4erkediate,,,F,,639.0,Homoszpidns,,1,16745,1,fAO0009219,CbEMBi615261,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,
229,561.0,Intfrnediate,,,F,,25374.0,jojosapiens,,1,15569,1,BAi000p219,CHEMBL61525q,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,
230,303.0,wxpert,,,F,,22263.0,Homlsapi3ns,,1,12989,1,BAl00002w9,Cn3MBL615263,,In vitro antitumor activity against 41McisR cell line.,,
231,384.0,Ex9ert,,,F,,19735.0,Homosapirne,,1,12989,1,BA0o000219,CHEMBk848393,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,
232,722.0,Inte5mefiate,,,F,,13722.0,Homosspi4ns,,1,16745,1,BAO009p219,CH2MBL614264,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,
233,,Expery,,,B,,31550.0,Homosa9irns,,9,6210,1,BAO00po357,CHEMBL614275,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,
234,,dxpert,,,B,,13511.0,Homoewpiens,,9,6210,1,gAO0000358,CHEMBL6q6266,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,
235,,Experf,,,B,,,,,8,6226,1,nAO0p00357,CHEMBL615258,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,
236,,rxpert,,,B,,,,,8,17855,1,BAO0900356,CHEMBL6q5258,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
237,,Expedt,,,B,,,,,8,17855,1,BAO9000347,CHEMBk515269,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,
238,,Expwrt,,,B,,,,,8,17855,1,BzO000o357,CHEMBL6152ip,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
239,,A6tocuratiob,,,B,,,,,8,10413,1,BAO0000e47,CHEkfL615271,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
240,,Autocurzti8n,,,B,,5689.0,Eschdricyixcoli,,8,10413,1,BAk00003y7,CmsMBL615272,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,
241,,Aut0curxtion,,,B,,1076.0,Escherifjiwcoli,,8,10413,1,BxO0o00357,CgEMBL615q03,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,
242,,Aurocurati8n,,,B,,1269.0,Escherichjas8li,,8,10413,1,BAO9000r57,CHEMhL6151p4,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,
243,,Autocurati9h,,,B,,,,,8,10413,1,BxO0000e57,Ct4MBL615105,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
244,,A6tociration,,,B,,,,,8,10413,1,gAO0000e57,CyEMBL8728t6,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,
245,,wutovuration,,,B,,938.0,Sussvrofa,,8,7587,1,nAO0900357,dHEMBL615196,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,
246,,qutocjration,,,B,,17260.0,Sjsscrofa,,8,7587,1,nAOp000019,dHEMBL6w5107,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,
247,,Autocuratupn,,,B,,24610.0,Susscrota,,8,7587,1,BA8o000357,CgEMBL6q5108,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,
248,,su6ocuration,,,B,,13438.0,Sisscrofa,,8,7587,1,BAOo000e57,CHEMBL615qo9,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,
249,,Autoshration,,,B,,16539.0,Susscr8fa,,8,7587,1,gAO0000w57,CHEnnL615110,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,
250,,Autodurat8on,,,B,,3487.0,Susscrofx,,8,7587,1,BxOp000019,CHrMBL84o105,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,
251,,Au4ocuratiln,,,B,,27515.0,eusscrofa,,8,7587,1,BAi00o0019,CHEnBL6151q1,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,
252,,Autoc8ra4ion,,,B,,45189.0,Sksscrofa,,8,7587,1,BA800o0019,CnEMBk615112,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,
253,,Autosudation,,,B,,1341.0,Shsscrofa,,8,7587,1,BAOo090019,CHEMvL6151q3,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,
254,,zutoc7ration,,,B,,17726.0,Susscrofz,,8,7587,1,BAO000oo19,CHEMBoy15114,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,
255,,Autocurat9ob,,,B,,12946.0,wusscrofa,,8,7587,1,vAO000035i,CHEMBLu14115,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,
256,,Autocura6iog,,,B,,1424.0,Shsscrofa,,8,7587,1,BAO0009018,CHEMBL6qt116,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,
257,,Autocurxtioj,,,B,,,,,8,7323,1,BAOoo00357,CmEMBL515698,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,
258,,Ajt8curation,,,B,,2761.0,Susscrlfa,,0,7587,1,BwO0o00019,xHEMBL625699,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,
259,,xutoc7ration,,,B,,29596.0,Susscfofa,,0,7587,1,fAO0p00019,CyEMBp615700,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,
260,,Expery,,,B,,8969.0,Saccyaromycrscerevisoxe,,8,13750,1,nAOp000357,CHrkBL615701,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,
261,,wutocuratioh,,,B,,31786.0,Rattusnorgsgjcus,,0,7662,1,BAO0900018,CHEMhL615602,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,
262,,qutocudation,,,B,,23198.0,Ra4yusnorvegicue,,0,7662,1,BA9o000019,CHsMBL6q5703,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,
263,,Augocurztion,,,B,,5531.0,gattusnorgegicks,,0,7662,1,BAO90o0019,CnEnBL615704,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,
264,,Autofuratoon,,,F,,,,,6,12211,1,BAO000901i,CHEMBL61r795,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,
