cell_id,assay_cell_type,tissue_id,assay_subcellular_fraction,description,variant_id,relationship_type,assay_tissue,src_id,assay_strain,assay_organism,confidence_score,assay_type,chembl_id,assay_id,tid,curated_by,assay_tax_id,assay_category,bao_format,assay_test_type,doc_id,src_assay_id
,,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,1,,,8,F,CHEMBL615362,139,19640,Autocuration,,,BAO_0000019,,10543,
,,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,1,,,8,F,CHEMBL615363,140,19640,Expert,,,BAO_0000019,,10543,
,,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,1,,,8,B,CHEMBL615364,141,19640,Autocuration,,,BAO_0000357,,10543,
,,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,H,,1,,,8,F,CHEMBL615365,142,19640,Expert,,,BAO_0000019,,10543,
524.0,P338,,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,N,,1,,Mus musculus,1,F,CHEMBL615366,143,80360,Intermediate,10090.0,,BAO_0000219,,11365,
524.0,P338,,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,N,,1,,Mus musculus,1,F,CHEMBL615367,144,80360,Intermediate,10090.0,,BAO_0000219,,11365,
554.0,PBL,,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,N,,1,,Homo sapiens,1,F,CHEMBL615368,145,80384,Intermediate,9606.0,,BAO_0000219,,11803,
,,,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,U,,1,,Ovis aries,0,F,CHEMBL615369,146,22226,Autocuration,9940.0,,BAO_0000019,,11803,
,,,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,U,,1,,Ovis aries,0,F,CHEMBL615370,147,22226,Autocuration,9940.0,,BAO_0000019,,11803,
,,,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,H,,1,,,8,B,CHEMBL615673,148,191,Autocuration,,,BAO_0000357,,12278,
,,,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,U,,1,,Homo sapiens,0,F,CHEMBL615674,149,22226,Autocuration,9606.0,,BAO_0000019,,8249,
,,,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,U,,1,,Homo sapiens,0,F,CHEMBL615675,150,22226,Autocuration,9606.0,,BAO_0000019,,8249,
635.0,CCRF-CEM,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,U,,1,,Homo sapiens,0,F,CHEMBL615676,151,22226,Autocuration,9606.0,,BAO_0000219,,8249,
635.0,CCRF-CEM,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,U,,1,,Homo sapiens,0,F,CHEMBL615677,152,22226,Autocuration,9606.0,,BAO_0000219,,8249,
635.0,CCRF-CEM,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,U,,1,,Homo sapiens,0,F,CHEMBL615678,153,22226,Autocuration,9606.0,,BAO_0000219,,8249,
635.0,CCRF-CEM,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,U,,1,,Homo sapiens,0,F,CHEMBL615679,154,22226,Autocuration,9606.0,,BAO_0000219,,8249,
,,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,U,,1,,Homo sapiens,0,F,CHEMBL615680,155,22226,Autocuration,9606.0,,BAO_0000019,,8249,
,,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,U,,1,,Homo sapiens,0,F,CHEMBL615681,156,22226,Autocuration,9606.0,,BAO_0000019,,8249,
,,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,H,,1,,,6,B,CHEMBL857972,157,104290,Autocuration,,,BAO_0000249,,16992,
,,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,N,,1,,Streptococcus pyogenes,1,F,CHEMBL857899,158,50264,Intermediate,1314.0,,BAO_0000218,,10543,
,,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,N,,1,,Human herpesvirus 3,1,F,CHEMBL615371,159,50527,Intermediate,10335.0,,BAO_0000218,,17833,
468.0,HEL,,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,N,,1,,vericilla zoster virus,1,F,CHEMBL615372,160,50527,Expert,10335.0,,BAO_0000218,,17290,
,,,,Antiviral activity against 07/1 strain of VZV; ND: No data,,N,,1,,vericilla zoster virus,1,F,CHEMBL615373,161,50527,Intermediate,10335.0,,BAO_0000218,,17290,
,,,,Antiviral activity against 07/1 strain of VZV; ND=No data,,N,,1,,vericilla zoster virus,1,F,CHEMBL615374,162,50527,Intermediate,10335.0,,BAO_0000218,,17290,
,,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,N,,1,,escherichia cloac,1,F,CHEMBL615375,163,50145,Intermediate,561.0,,BAO_0000218,,10932,
,,,,Ratio of Ki at A2 to Ki at A1 receptors,,U,,1,,,0,B,CHEMBL615376,164,22226,Autocuration,,,BAO_0000019,,9707,
,,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,H,,1,,Candida albicans,8,B,CHEMBL615377,165,11143,Expert,5476.0,,BAO_0000249,,2346,
,,,,"Inhibition of 1,3-beta-glucan synthase",,H,,1,,Candida glabrata CBS 138,8,B,CHEMBL615378,166,18077,Expert,284593.0,,BAO_0000357,,2205,
832.0,1-87 tumor cell line,,,Inhibition of growth of 1-87 human tumor cell line,,N,,1,,Homo sapiens,1,F,CHEMBL615379,167,80609,Intermediate,9606.0,,BAO_0000219,,11900,
,,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,D,,1,,Rattus norvegicus,9,B,CHEMBL615380,168,12166,Expert,10116.0,,BAO_0000219,,14864,
,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,D,,1,,Glycine max,9,B,CHEMBL615381,169,100171,Autocuration,3847.0,,BAO_0000357,,16474,
,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,D,,1,,Glycine max,9,B,CHEMBL615382,170,100171,Autocuration,3847.0,,BAO_0000357,,16474,
,,,,% inhibition against soybean 1-lipoxygenase (SLO),,D,,1,,Glycine max,9,B,CHEMBL615383,171,100171,Autocuration,3847.0,,BAO_0000357,,16474,
,,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,D,,1,,Glycine max,9,B,CHEMBL615384,172,100171,Autocuration,3847.0,,BAO_0000357,,16474,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,D,,1,,Glycine max,9,B,CHEMBL615385,173,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,D,,1,,Glycine max,9,B,CHEMBL615386,174,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,D,,1,,Glycine max,9,B,CHEMBL615387,175,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,D,,1,,Glycine max,9,B,CHEMBL615388,176,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,D,,1,,Glycine max,9,B,CHEMBL615214,177,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,D,,1,,Glycine max,9,B,CHEMBL827087,178,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,D,,1,,Glycine max,9,B,CHEMBL615215,179,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,D,,1,,Glycine max,9,B,CHEMBL615216,180,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,D,,1,,Glycine max,9,B,CHEMBL615217,181,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,D,,1,,Glycine max,9,B,CHEMBL615218,182,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,D,,1,,Glycine max,9,B,CHEMBL615219,183,100171,Autocuration,3847.0,,BAO_0000357,,3094,
,,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,U,,1,,Mus musculus,0,B,CHEMBL615220,184,22226,Autocuration,10090.0,,BAO_0000019,,10413,
294.0,C3H 10T1/2,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,N,,1,,Mus musculus,1,F,CHEMBL615221,185,80049,Intermediate,10090.0,,BAO_0000219,,16929,
,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,U,,1,,,0,F,CHEMBL615222,186,22226,Intermediate,,,BAO_0000019,,1229,
,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,,1,,,8,B,CHEMBL615223,187,11489,Autocuration,,,BAO_0000357,,16587,
,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,,1,,,8,B,CHEMBL615224,188,11862,Autocuration,,,BAO_0000357,,16587,
,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,H,,1,,,8,B,CHEMBL615225,189,11862,Autocuration,,,BAO_0000357,,16587,
,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,H,,1,,,8,B,CHEMBL615226,190,11489,Autocuration,,,BAO_0000357,,16587,
,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,H,,1,,,8,B,CHEMBL615227,191,11862,Autocuration,,,BAO_0000357,,16587,
,,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,D,,1,,Bos taurus,9,F,CHEMBL615228,192,12347,Expert,9913.0,,BAO_0000019,,8058,
,,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,D,,1,,Rattus norvegicus,9,B,CHEMBL615229,193,100120,Expert,10116.0,,BAO_0000357,,9065,
,,2369.0,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,D,Adrenal gland,1,,Rattus norvegicus,9,B,CHEMBL615230,194,100120,Expert,10116.0,,BAO_0000357,,8865,
,,,,Inhibition of rat adrenal 11-beta-hydroxylase,,D,,1,,Rattus norvegicus,9,B,CHEMBL615231,195,100120,Expert,10116.0,,BAO_0000357,,9066,
,,,,Inhibition of rat adrenal 11-beta-hydroxylase,,D,,1,,Rattus norvegicus,9,B,CHEMBL884520,196,100120,Expert,10116.0,,BAO_0000357,,8394,
,,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,D,,1,,Rattus norvegicus,9,B,CHEMBL615232,197,100120,Expert,10116.0,,BAO_0000357,,8394,
,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,H,,1,,,8,B,CHEMBL615233,198,10328,Autocuration,,,BAO_0000019,,6431,
,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,,1,,,8,B,CHEMBL827088,199,11490,Autocuration,,,BAO_0000357,,6431,
,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,,1,,,8,B,CHEMBL615234,200,11490,Autocuration,,,BAO_0000357,,6431,
,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,H,,1,,,8,F,CHEMBL615235,201,11134,Autocuration,,,BAO_0000019,,9295,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,,1,,,8,B,CHEMBL615236,202,12052,Autocuration,,,BAO_0000019,,10193,
,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,H,,1,,,8,B,CHEMBL615237,203,11134,Autocuration,,,BAO_0000019,,13622,
,,,,Inhibitory concentration against human platelet 12-lipoxygenase,,H,,1,,,8,F,CHEMBL615238,204,11134,Autocuration,,,BAO_0000019,,12079,
,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,H,,1,,,8,B,CHEMBL615239,205,11134,Autocuration,,,BAO_0000019,,13622,
,,,,Inhibitory concentration against human platelet 12-lipoxygenase,,D,,1,,Homo sapiens,9,F,CHEMBL615240,206,11134,Autocuration,9606.0,,BAO_0000019,,12079,
,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,H,,1,,,8,B,CHEMBL615241,207,11835,Expert,,,BAO_0000019,,13500,
,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,H,,1,,,8,B,CHEMBL615242,208,11601,Expert,,,BAO_0000357,,13723,
,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,H,,1,,,8,B,CHEMBL615243,209,11134,Autocuration,,,BAO_0000019,,16474,
,,,,Inhibitory activity against human platelet 12-lipoxygenase,,H,,1,,,8,B,CHEMBL615244,210,11134,Autocuration,,,BAO_0000019,,1630,
,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,H,,1,,,8,B,CHEMBL615245,211,11134,Autocuration,,,BAO_0000019,,167,
,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,H,,1,,,8,B,CHEMBL615246,212,11134,Autocuration,,,BAO_0000019,,16474,
,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,H,,1,,,8,B,CHEMBL615247,213,11134,Autocuration,,,BAO_0000019,,167,
,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,H,,1,,,8,B,CHEMBL615248,214,11134,Autocuration,,,BAO_0000019,,16474,
,,,,Inhibitory activity towards porcine 12-lipoxygenase,,H,,1,,,8,B,CHEMBL615249,215,11601,Autocuration,,,BAO_0000357,,10091,
,,,,Tested for inhibition against porcine 12-LO,,H,,1,,,8,B,CHEMBL615250,216,11601,Autocuration,,,BAO_0000357,,11966,
,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,H,,1,,,8,B,CHEMBL615251,217,12052,Autocuration,,,BAO_0000019,,951,
,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,H,,1,,,8,B,CHEMBL615252,218,12052,Autocuration,,,BAO_0000019,,10997,
,,,,In vitro inhibition of rat platelet 12-lipoxygenase,,H,,1,,,8,B,CHEMBL828340,219,12052,Expert,,,BAO_0000019,,10193,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,,1,,,8,B,CHEMBL615253,220,12052,Autocuration,,,BAO_0000019,,10193,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,H,,1,,,8,B,CHEMBL615254,221,12052,Autocuration,,,BAO_0000019,,10193,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,H,,1,,,8,B,CHEMBL615255,222,12052,Autocuration,,,BAO_0000019,,10193,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,,1,,,8,B,CHEMBL615256,223,12052,Autocuration,,,BAO_0000019,,10193,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,H,,1,,,8,B,CHEMBL615257,224,12052,Autocuration,,,BAO_0000019,,10193,
,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,H,,1,,,8,B,CHEMBL615258,225,12052,Autocuration,,,BAO_0000019,,11087,
621.0,41M,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,N,,1,,Homo sapiens,1,F,CHEMBL615259,226,80007,Intermediate,9606.0,,BAO_0000219,,15569,
621.0,41M,,,In vitro antitumor activity against 41M cell line.,,N,,1,,Homo sapiens,1,F,CHEMBL615260,227,80007,Expert,9606.0,,BAO_0000219,,12989,
621.0,41M,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,N,,1,,Homo sapiens,1,F,CHEMBL615261,228,80007,Intermediate,9606.0,,BAO_0000219,,16745,
621.0,41M,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,N,,1,,Homo sapiens,1,F,CHEMBL615262,229,80007,Intermediate,9606.0,,BAO_0000219,,15569,
621.0,41M,,,In vitro antitumor activity against 41McisR cell line.,,N,,1,,Homo sapiens,1,F,CHEMBL615263,230,80007,Expert,9606.0,,BAO_0000219,,12989,
621.0,41M,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,N,,1,,Homo sapiens,1,F,CHEMBL838393,231,80007,Expert,9606.0,,BAO_0000219,,12989,
621.0,41M,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,N,,1,,Homo sapiens,1,F,CHEMBL615264,232,80007,Intermediate,9606.0,,BAO_0000219,,16745,
,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,D,,1,,Homo sapiens,9,B,CHEMBL615265,233,84,Expert,9606.0,,BAO_0000357,,6210,
,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,D,,1,,Homo sapiens,9,B,CHEMBL615266,234,68,Expert,9606.0,,BAO_0000357,,6210,
,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,H,,1,,,8,B,CHEMBL615267,235,68,Expert,,,BAO_0000357,,6226,
,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,,1,,,8,B,CHEMBL615268,236,10201,Expert,,,BAO_0000357,,17855,
,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,H,,1,,,8,B,CHEMBL615269,237,10201,Expert,,,BAO_0000357,,17855,
,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,,1,,,8,B,CHEMBL615270,238,10201,Expert,,,BAO_0000357,,17855,
,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,,1,,,8,B,CHEMBL615271,239,12220,Autocuration,,,BAO_0000357,,10413,
,,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,,1,,Escherichia coli,8,B,CHEMBL615272,240,11303,Autocuration,562.0,,BAO_0000357,,10413,
,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,,1,,Escherichia coli,8,B,CHEMBL615103,241,11303,Autocuration,562.0,,BAO_0000357,,10413,
,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,H,,1,,Escherichia coli,8,B,CHEMBL615104,242,11303,Autocuration,562.0,,BAO_0000357,,10413,
,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,,1,,,8,B,CHEMBL615105,243,12220,Autocuration,,,BAO_0000357,,10413,
,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,H,,1,,,8,B,CHEMBL872866,244,12220,Autocuration,,,BAO_0000357,,10413,
,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,,1,,Sus scrofa,8,B,CHEMBL615106,245,11303,Autocuration,9823.0,,BAO_0000357,,7587,
,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,H,,1,,Sus scrofa,8,B,CHEMBL615107,246,11303,Autocuration,9823.0,,BAO_0000019,,7587,
,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,H,,1,,Sus scrofa,8,B,CHEMBL615108,247,11303,Autocuration,9823.0,,BAO_0000357,,7587,
,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,H,,1,,Sus scrofa,8,B,CHEMBL615109,248,11303,Autocuration,9823.0,,BAO_0000357,,7587,
