CHI,Ti,ASST,ASSTIS,ASTET,ASTY,CEI,ASI,ASSTI,TII,Descr,RELATITY,ASSUBCELFRA,CONSC,VAI,CUB,SI,BAFO,SASI,ASOR,DOI,ASSCATE,ASSCETY
CHEMBL627032,50597,,Lung,,A,,7663,10116.0,2048.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627033,50597,,Muscle tissue,,A,,7664,10116.0,2385.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627034,50597,,,,A,,7665,10116.0,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627035,50597,,Spleen,,A,,7666,10116.0,2106.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627036,50597,,Thyroid gland,,A,,7667,10116.0,2046.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL875340,50597,,Blood,,A,,7668,10116.0,178.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627037,50597,,Heart,,A,,7669,10116.0,948.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627038,50597,,Kidney,,A,,7670,10116.0,2113.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627039,50597,,Liver,,A,,7671,10116.0,2107.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL627040,50597,,Muscle tissue,,A,,7672,10116.0,2385.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL624663,50597,,Spleen,,A,,7673,10116.0,2106.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL625963,50597,,Thyroid gland,,A,,7674,10116.0,2046.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL876799,50597,,Brain,,A,,7675,10116.0,955.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL626133,50597,,Lung,,A,,7676,10116.0,2048.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL626134,50597,,,,A,,7677,10116.0,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL626135,50597,,,,A,,7678,10116.0,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6295,,
CHEMBL626136,50597,,,,A,,7679,10116.0,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6296,,
CHEMBL626137,50597,,,,A,,7680,10116.0,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6296,,
CHEMBL626138,50597,,,,A,,7681,10116.0,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6295,,
CHEMBL626139,50597,,,,A,,7682,10116.0,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6296,,
CHEMBL626140,50597,,,In vivo,A,,7683,10116.0,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17260,,
CHEMBL626141,50597,,,In vivo,A,,7684,10116.0,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17260,,
CHEMBL626142,50597,,,,A,,7685,10116.0,,C24h in rat p.o. at 20 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17686,,
CHEMBL627930,50597,,Muscle tissue,In vivo,A,,7686,10116.0,2385.0,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627931,50597,,Muscle tissue,In vivo,A,,7687,10116.0,2385.0,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627932,50597,,Muscle tissue,In vivo,A,,7688,10116.0,2385.0,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627933,50597,,Spleen,In vivo,A,,7689,10116.0,2106.0,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627934,50597,,Spleen,In vivo,A,,7690,10116.0,2106.0,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627935,50597,,Spleen,In vivo,A,,7691,10116.0,2106.0,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627936,50597,,Blood,In vivo,A,,7692,10116.0,178.0,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627937,50597,,Blood,In vivo,A,,7693,10116.0,178.0,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627938,50597,,Blood,In vivo,A,,7694,10116.0,178.0,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627939,50597,,Blood,In vivo,A,,7695,10116.0,178.0,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627940,50597,,Blood,In vivo,A,,7696,10116.0,178.0,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627941,50597,,Blood,In vivo,A,,7697,10116.0,178.0,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL876800,50597,,Blood,In vivo,A,,7698,10116.0,178.0,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627942,50597,,Blood,In vivo,A,,7699,10116.0,178.0,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627943,50597,,Blood,In vivo,A,,7700,10116.0,178.0,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627944,50597,,Blood,In vivo,A,,7701,10116.0,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627945,50597,,Blood,In vivo,A,,7702,10116.0,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL628584,50597,,Blood,In vivo,A,,7703,10116.0,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL628585,50597,,Blood,In vivo,A,,7704,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL628586,50597,,Blood,In vivo,A,,7705,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL628587,50597,,Blood,In vivo,A,,7706,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL628588,50597,,Blood,In vivo,A,,7707,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL628589,50597,,Blood,In vivo,A,,7708,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL625304,50597,,Blood,In vivo,A,,7709,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL625305,50597,,Blood,In vivo,A,,7710,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL625306,50597,,Blood,In vivo,A,,7711,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL625307,50597,,Blood,In vivo,A,,7712,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL625308,50597,,Blood,In vivo,A,,7713,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627740,50597,,Blood,In vivo,A,,7714,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627741,50597,,Blood,In vivo,A,,7715,10116.0,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627742,50597,,Blood,In vivo,A,,7716,10116.0,178.0,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627743,50597,,Blood,In vivo,A,,7717,10116.0,178.0,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627744,50597,,Blood,In vivo,A,,7718,10116.0,178.0,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627745,50597,,Bone,In vivo,A,,7719,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627746,50597,,Bone,In vivo,A,,7720,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627747,50597,,Bone,In vivo,A,,7721,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL876810,50597,,Bone,In vivo,A,,7722,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627748,50597,,Bone,In vivo,A,,7723,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627749,50597,,Bone,In vivo,A,,7724,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL627750,50597,,Bone,In vivo,A,,7725,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618728,50597,,Bone,In vivo,A,,7726,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618729,50597,,Bone,In vivo,A,,7727,10116.0,10000001.0,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618730,50597,,Bone,In vivo,A,,7728,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618731,50597,,Bone,In vivo,A,,7729,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618732,50597,,Bone,In vivo,A,,7730,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618733,50597,,Bone,In vivo,A,,7731,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618734,50597,,Bone,In vivo,A,,7732,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618735,50597,,Bone,In vivo,A,,7733,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL876602,50597,,Bone,In vivo,A,,7734,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618736,50597,,Bone,In vivo,A,,7735,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618737,50597,,Bone,In vivo,A,,7736,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618738,50597,,Bone,In vivo,A,,7737,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618739,50597,,Bone,In vivo,A,,7738,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618740,50597,,Bone,In vivo,A,,7739,10116.0,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618741,50597,,Bone,In vivo,A,,7740,10116.0,10000001.0,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618742,50597,,Bone,In vivo,A,,7741,10116.0,10000001.0,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618743,50597,,Bone,In vivo,A,,7742,10116.0,10000001.0,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL618744,50597,,Plasma,In vivo,A,,7743,10116.0,1969.0,Half-life from rat plasma at a single oral dose of 25 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17752,,
CHEMBL618745,50597,,,,A,,7744,10116.0,,Half-life in male rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5610,,
CHEMBL620479,50597,,,In vivo,A,,7745,10116.0,,Half-life in rat after peroral administration at 10 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5939,,
CHEMBL620480,50597,,,In vivo,A,,7746,10116.0,,Half-life in rat after peroral administration at 5 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5939,,
CHEMBL620481,50597,,,In vivo,A,,7747,10116.0,,Half-life in rat at a dose of 3 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17771,,
CHEMBL620482,50597,,,,A,,7748,10116.0,,Half-life was evaluated in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1974,,
CHEMBL876603,50597,,,,A,,7749,10116.0,,Half-life was measured in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4239,,
CHEMBL620483,50597,,,In vivo,A,,7750,10116.0,,Half-life period for the compound was determined in rats at 50 mg/kg dose,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6681,,
CHEMBL620484,50597,,,In vivo,A,,7751,10116.0,,Half-life period in rats after intravenous administration at 5 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17752,,
CHEMBL620485,50597,,,In vivo,A,,7752,10116.0,,Half-life period in rat at 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6046,,
CHEMBL620486,50597,,,In vivo,A,,7753,10116.0,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6685,,
CHEMBL620487,50597,,,In vivo,A,,7754,10116.0,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6685,,
CHEMBL620488,50597,,,In vivo,A,,7755,10116.0,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6685,,
CHEMBL620489,50597,,,In vivo,A,,7756,10116.0,,Half-life time in rat the dose of 2 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4727,,
CHEMBL620490,50597,,,In vivo,A,,7757,10116.0,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1088,,
CHEMBL620491,50597,,,In vivo,A,,7758,10116.0,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5610,,
CHEMBL876604,50597,,Plasma,In vivo,A,,7759,10116.0,1969.0,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3032,,
CHEMBL620492,50597,,,In vivo,A,,7760,10116.0,,Oral half life was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5199,,
CHEMBL620493,50597,,,In vivo,A,,7761,10116.0,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14941,,
CHEMBL620494,50597,,,In vivo,A,,7762,10116.0,,Pharmacokinetic property (t1/2) in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4408,,
CHEMBL620495,50597,,Plasma,,A,,7763,10116.0,1969.0,Plasma elimination half-life was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2552,,
CHEMBL620496,50597,,Plasma,In vivo,A,,7764,10116.0,1969.0,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5199,,
