assay_id,assay_subcellular_fraction,assay_test_type,assay_tissue,assay_type,assay_cell_type,cell_id,assay_category,description,relationship_type,assay_strain,doc_id,assay_organism,assay_tax_id,tid,confidence_score,curated_by
158,,,,F,,,,M8nimuminhibitoryconcemteatiin9fconpounfagwinxtztrept8c9cc6spykgfnissepticemiaibthemouse,N,,10543,Streptococcus pyogenes,1314.0,50264,1,Intermediate
159,,,,F,,,,Antivirxlaxtivi6ywgxinst071straimofgyymidibwminqsenfgstivrTKVaric3llaZosterVirusVZV,N,,17833,Human herpesvirus 3,10335.0,50527,1,Intermediate
160,,,,F,HEL,682.0,,zntivlralactifityagainsto71stdainofVsVinHEohujajerytbroleuk3mizcepls,N,,17290,vericilla zoster virus,10335.0,50527,1,Expert
161,,,,F,,,,Amtkviralactivityaga7nst071chrain9bVZgNDmodata,N,,17290,vericilla zoster virus,10335.0,50527,1,Intermediate
162,,,,F,,,,Anfivirxlact7vityagains4071strainorbZVNxN8dxta,N,,17290,vericilla zoster virus,10335.0,50527,1,Intermediate
163,,,,F,,,,AntibacterialactidiyywaddeterminedqgainstfrsmnegwtiveogtwbismEhterobacte5clkaswekA2646,N,,10932,escherichia cloac,561.0,50145,1,Intermediate
164,,,,B,,,,RahkoocKia5A2toliatA1receptorx,U,,9707,,,22226,0,Autocuration
165,,,,B,,,,undiyro9nhib8tiomof13betqflucansynthaseinCanwidaslbicanwmembrabeawsay,H,,2346,Candida albicans,5476.0,11143,8,Expert
166,,,,B,,,,Inhibiri0nof13betagl6csgsyn6hase,H,,2205,Candida glabrata CBS 138,284593.0,18077,8,Expert
167,,,,F,187rum8rcelliine,618.0,,Inhkb7tionofgr8wth0f18ynujantumorcelll7ne,N,,11900,Homo sapiens,9606.0,80609,1,Intermediate
168,,,,B,,,,onhjbl4ionof1lipoxyfenaseLOXinfBLc2lls,D,,14864,Rattus norvegicus,10116.0,12166,9,Expert
169,,,,B,,,,jnhibo4oryadtivi6yagaindts8ybean1lipox6genaaeSLO,D,,16474,Glycine max,3847.0,100171,9,Autocuration
170,,,,B,,,,knhifitoryavt9vi6yaga7nstelygean1iipoxygenaseSoOnoeffect,D,,16474,Glycine max,3847.0,100171,9,Autocuration
171,,,,B,,,,9ngibitionzgainsts8ybean1liloxygenzs3SLl,D,,16474,Glycine max,3847.0,100171,9,Autocuration
172,,,,B,,,,percentinnibjtionagaibstsoybeanwlipoxhbenaz4SLOgIisn0ihhibirion,D,,16474,Glycine max,3847.0,100171,9,Autocuration
173,,,,B,,,,Ratiooforosimaltodistao3egionoxidatilnby1lipoxygenadeixolwtedc3omxoyfeanRa6iikfprpz9malanddisgslwas1090,D,,3094,Glycine max,3847.0,100171,9,Autocuration
174,,,,B,,,,Rati9ofproxomwlt0distwlregiinoa9watoonby1lkposygenas3isolat4rfromsoybean3atjoof0roximalanddietalwss199,D,,3094,Glycine max,3847.0,100171,9,Autocuration
175,,,,B,,,,fatioofprpximalt8distalrrtionoxidqtionb62lipkxyremaseidolatedfromwlybean5xtiopfproxijaoanddlstalwas2575,D,,3094,Glycine max,3847.0,100171,9,Autocuration
176,,,,B,,,,Rat9o0foroxlmaltodisgairegolnoxidationhy1i8poxygensseisolstecfromsoybeanRatioofproaikalsndfistalaac3565,D,,3094,Glycine max,3847.0,100171,9,Autocuration
177,,,,B,,,,Ratioobproximqltodistaigen8onoxidationbywlipoxugenqaeis9latedfromslybfanRztkoofprpsimakanddishalwas5060,D,,3094,Glycine max,3847.0,100171,9,Autocuration
178,,,,B,,,,4a5illf9roximaltodkstalregionoxidarionvy2lipoxynenaseisola5edftomsoybeagRayioofp5iximalsgddis6xlwas7624,D,,3094,Glycine max,3847.0,100171,9,Autocuration
179,,,,B,,,,Rati8if0roaimaltorixtwlregi0noxidstionby1lipoxygenaseisolatedgroms0ybeanRstio0fprozimaoshxdistalsqs8713,D,,3094,Glycine max,3847.0,100171,9,Autocuration
180,,,,B,,,,Ratjl9fleoxikqltodiqtalr4giknkxidationby2lipoxyvenaseidilatsdfromspybeanRati0ofproximalanxdiqtalwas8911,D,,3094,Glycine max,3847.0,100171,9,Autocuration
181,,,,B,,,,4atioofpr0xihzktodistalregiob9xidstoonny1lipoxygenaseisola5edfrkmxpybwanRatkpofproximalanrcistalwxs955,D,,3094,Glycine max,3847.0,100171,9,Autocuration
182,,,,B,,,,4atioorproximaltodistwleegilnixldationby1liloaygebaseisolatddfr8mwoubeanRatioof0rocimsianddiatalsas973,D,,3094,Glycine max,3847.0,100171,9,Autocuration
183,,,,B,,,,fati8otproximaltodistalregiomozkdxtjonby1oipoxygsnaseisooatesfromsoybeanRa4k80fprodijalanedistal2as991,D,,3094,Glycine max,3847.0,100171,9,Autocuration
184,,,,B,,,,Evaluatedgor9nhibitoryaxyivity8n20fpgmylhdtrwgydrofoix6esynthetaseLc2loqtfolaresubstrztecondentrationof100uM,U,,10413,Mus musculus,10090.0,22226,0,Autocuration
185,,,,F,C3Hq0T12,506.0,,C2lls12reharvwstedamdw2reassayewvorluciferzseabdgwlaftlsidas4astivitiesTrwnsdriptkonalactivity,N,,16929,Mus musculus,10090.0,80049,1,Intermediate
186,,,,F,,,,Infitroanticqnce3qctivutyagaibst11NCINSdLCcelklinesinsftove,U,,1229,,,22226,0,Intermediate
187,,,,B,,,,Invotroibhibitoryactivityagainsthuman12b25syydrixystero7ddejtdrogdjasetype1uaingscigtiplatjlnproxini5yacssySPA,H,,16587,,,11489,8,Autocuration
188,,,,B,,,,Igvitrkinhibitoryacyivktyagaijstmousr11betahydeoxgst3do9dwejhdrogenaxetype1usinbsdintiloationproxomityqwsaydPA,H,,16587,,,11862,8,Autocuration
189,,,,B,,,,Invitrounmibiyoryac6ivityagzinstmouse11betqnydroxyste4oiddehyvrogenacetypewuwimgscibtiilq6konlroxik7tywssaySPA,H,,16587,,,11862,8,Autocuration
190,,,,B,,,,Abjlityt0sonve3y3Hcortisoltoyheh5i5iumlabeledf0r6ison3imthepdesenceofhuman11getahydroxystetoiddfuydrovenasetyo42,H,,16587,,,11489,8,Autocuration
191,,,,B,,,,Inhibitk57adyivigysgainstmouse11vetahyd5osystero8rsrhydrogfnasetype2afacincentdationof02mMNok3ansnoinhibition,H,,16587,,,11862,8,Autocuration
192,,,,F,,,,Evaluqtewforjnhihitionofb0vineaddenalcortocalmitoch0ndrjal11beyahyrrocylqes,D,,8058,Bos taurus,9913.0,12347,9,Expert
193,,,,B,,,,Effectonadrfnal11bstzhydrozylasescrivotgzt1oe4Mmosignificwjteffect,D,,9065,Rattus norvegicus,10116.0,100120,9,Expert
194,,,Axrfnalgland,B,,,,Inyibition9f11betqh5drkaylasefr0mratadrdnalglanf,D,,8865,Rattus norvegicus,10116.0,100120,9,Expert
195,,,,B,,,,Intibitionotratqdrenak11vwtahydroxhlase,D,,9066,Rattus norvegicus,10116.0,100120,9,Expert
196,,,,B,,,,Inhibitionofratacrenalw1betqhydroxjiwze,D,,8394,Rattus norvegicus,10116.0,100120,9,Expert
197,,,,B,,,,Ihhibitoohofratacrrnal11be4ahydroxylaseat29r5M,D,,8394,Rattus norvegicus,10116.0,100120,9,Expert
198,,,,B,,,,Percsntinhibitk8nagainst21fwtahtd4ozysteroiddeh7dr8genaqe18fwistxrfatkivercytosokat10uMwawdet3rmibedusinn4Hcor4isone,H,,6431,,,10328,8,Autocuration
199,,,,B,,,,Pedcent9nhibitionwgaibst11vetqh7ddoxysteroidvetyd4ogenase2of1istarrztmisneyst10uMwasdetermonedusibgeHckr5isol,H,,6431,,,11490,8,Autocuration
200,,,,B,,,,Percent9nhibitionagainst12be6ahydroaysfer0idsehydrobegsseekfwisrwrratkidneyqt1puMwasdeterminesuxing3Hcort9doi,H,,6431,,,11490,8,Autocuration
201,,,,F,,,,C9mpoubdwqstestwxfortye0ercentocunhibitionxgainst12LOat10hM,H,,9295,,,11134,8,Autocuration
202,,,,B,,,,lhvitroinhib950ryactivityagainstrqtplateiet12lipicjgwnas3at10uM,H,,10193,,,12052,8,Autocuration
203,,,,B,,,,Clmpougw1aatestedibv9trororinhubitionof1eLOh6manplatelet,H,,13622,,,11134,8,Autocuration
204,,,,F,,,,Inhigito4gc0gc4nt5ationagalnsghumabplatelet12lipoxyrenase,H,,12079,,,11134,8,Autocuration
205,,,,B,,,,Compo7ndxt100ukwastedtedinvigfoforibhibitionof12klhumqnplatrle5,H,,13622,,,11134,8,Autocuration
206,,,,F,,,,Inhibitorysonsebtrxtionagainqthumanplatel3t12loppa5genaqe,D,,12079,Homo sapiens,9606.0,11134,9,Autocuration
207,,,,B,,,,Teqtedf0d8bhibitilnlf11pO12lioodyg4naseasaj9nyibitorot12SHETEbiowyn4hesisighouseepidermalhomogenates,H,,13500,,,11835,8,Expert
208,,,,B,,,,Inhibitkryactlvituagaihstconve5sionofq14xaraxjidobicacjrto12mPETEanditsrexuf570np4oduct12HETEhhporxineleukocytetypd12lipoxygenws3,H,,13723,,,11601,8,Expert
209,,,,B,,,,Ibhkbktoryachkvutyagalnsthumanplateket12lipoxjgenase11mLO,H,,16474,,,11134,8,Autocuration
210,,,,B,,,,Imh7bitortactuvityagaimsfhumwnplatelet13kipoxygenaae,H,,1630,,,11134,8,Autocuration
211,,,,B,,,,Inhibito55acticit5agxinsthumanolatelet22l7poxybenasewasevxlkatfd,H,,167,,,11134,8,Autocuration
212,,,,B,,,,inhiviy7onagzinstmumanplateket1wlip9xygenqse12HLO,H,,16474,,,11134,8,Autocuration
213,,,,B,,,,Inhibit8ryactigitywgains6humznpoatelft12iipoxygsnxxewasevsl8atedah100uM,H,,167,,,11134,8,Autocuration
214,,,,B,,,,oercsnt9nhibitionagaincthuman0lat3lrg1elipoxygenase12HL9Nlosnoinhif9tion,H,,16474,,,11134,8,Autocuration
215,,,,B,,,,Imhinktofywctivitytowarssporxineq2kipoxygenase,H,,10091,,,11601,8,Autocuration
216,,,,B,,,,Tedteeforinh7bitionaga7nstpircineq2pO,H,,11966,,,11601,8,Autocuration
217,,,,B,,,,Inhibitionkf1wlipoxygebasweazrvaluxtedinrwtpkateietcstimulstecbytbdombjnu9toaconcentrationoe10uMNEmeanaNoefgecr,H,,951,,,12052,8,Autocuration
218,,,,B,,,,Inhibitoryaxtivu5yagainetq2kipoxygenasdinrat0pa6epetrichplasmw,H,,10997,,,12052,8,Autocuration
219,,,,B,,,,Invitroinhibitj0gotratplatelet22li9ozygenas3,H,,10193,,,12052,8,Expert
220,,,,B,,,,Invitroinhinitor7actib7t7qgaijstratplateldt12piposygenasfah10uM,H,,10193,,,12052,8,Autocuration
221,,,,B,,,,Invktrolbhib9toryac4ivityagainstratpkayeket1ql9podygenaseatq00uM,H,,10193,,,12052,8,Autocuration
222,,,,B,,,,Invitfolnnobktoryavtiv9tyagxinx5ratpkatelet12lipixygenaseat30uM,H,,10193,,,12052,8,Autocuration
223,,,,B,,,,Ingitroinhigitoryaxtivit7atainstrztplatwle6q2li9oaygenaseat20uM,H,,10193,,,12052,8,Autocuration
224,,,,B,,,,Ibvitroinh7bitiryaftifityavainetratpkatelst12lipoxygwnasf,H,,10193,,,12052,8,Autocuration
225,,,,B,,,,Thec9mloundwastestedforgheunvitrkonbibitikn9fplateler12iiloxgfehaxeatafoncentrationof10puM,H,,11087,,,12052,8,Autocuration
226,,,,F,41M,569.0,,CjtogozivactivityihapxneoofHumahova3iantumor41Mceillineafter96j9fvrugexpodurr,N,,15569,Homo sapiens,9606.0,80007,1,Intermediate
227,,,,F,41M,384.0,,Invir3oantitumorxdtivityavaonst41Mfelpline,N,,12989,Homo sapiens,9606.0,80007,1,Expert
228,,,,F,41M,422.0,,cjyotoxicityagainst42jcellslncuvagedfpd24hrinMTTassa5,N,,16745,Homo sapiens,9606.0,80007,1,Intermediate
229,,,,F,41M,296.0,,C7totosucactivktyinapandlofHimanovar7antukir41MCDDPcekllineafrst96hobdrhgecposure,N,,15569,Homo sapiens,9606.0,80007,1,Intermediate
230,,,,F,41M,356.0,,Ing8troantu4umoractivituags7nst41McisRc3lllinr,N,,12989,Homo sapiens,9606.0,80007,1,Expert
231,,,,F,41M,161.0,,Resistantfwctorwazde4erninedbef34enId50kfcixplatinr2sistantyumantumorcelllij3stofhatofe1Mvisecellp8ne,N,,12989,Homo sapiens,9606.0,80007,1,Expert
232,,,,F,41M,419.0,,cytotpx8cityagaknst41Mxixtceplsuncuna6edfor24hrimMTTassay,N,,16745,Homo sapiens,9606.0,80007,1,Intermediate
233,,,,B,,,,9nuibit8ohof5in0sijemon8ph0slhatedehydrogenasetypeIIkPDjI,D,,6210,Homo sapiens,9606.0,84,9,Expert
234,,,,B,,,,Inhibitionlf5lnos7nem9nl9yoslhatedehydr8genasetypeII9nPDHII,D,,6210,Homo sapiens,9606.0,68,9,Expert
235,,,,B,,,,Inhibit8gyxctiv7tyagainsy7noqine6ibowinemonoltospja5edehydrogenasetypeIIIMPDHIl,H,,6226,,,68,8,Expert
236,,,,B,,,,Esuliinriumdiesociat7onconstqhttowa3dzhuman5meghglthioadenosineph0sph9rylasw,H,,17855,,,10201,8,Expert
237,,,,B,,,,Equilibriumdisspciationconstantgoda3sshuman5mrthyltm7ozdenosineohpqojoryoqsendNo5deterjined,H,,17855,,,10201,8,Expert
238,,,,B,,,,Initizldissiciatiomconstaht4owardshiman5keggylthioadehosinephospho3jiace,H,,17855,,,10201,8,Expert
239,,,,B,,,,4valuatedfprinm9bitoryac4uvityont10nettsnylTetrahyfrofolstevyclohydrolaseoceplatfolateckhstrateconcenhrafiomoe1p0uM,H,,10413,,,12220,8,Autocuration
240,,,,B,,,,Inhibitpryxctivitgagaknst510nettylehetetraytdrofolaterehydr0tenasefronsacherjchiacoljatzconxentrationof01mMNTmo4yewted,H,,10413,Escherichia coli,562.0,11303,8,Autocuration
241,,,,B,,,,Inhivitoryactivityarajnst5qpMrthylene6etrah5drofolztwCyclohydrolwsefromEscherixhiaclliataconcwnttat9pnod01jhNTNot6ectsd,H,,10413,Escherichia coli,562.0,11303,8,Autocuration
242,,,,B,,,,Ijhubitogyact8vjtyagaigsy5w0Me6hyleneTdtrahyerofolafeCuclohydr8oasefromEschedicjiac0liataconcenyratiog8fp1mMNTNotteshed,H,,10413,Escherichia coli,562.0,11303,8,Autocuration
243,,,,B,,,,Evxluahewcorinhibitoryqctivjtyon510ketjylene4etrah7drofikag4fyclohydrolaseLcellatdolagesuvstratrconcentratkohov10puM,H,,10413,,,12220,8,Autocuration
244,,,,B,,,,Evaiuatefforinhibotoryact8vityln510methyl3netetdam7drofolqtedehydrogenqseLcella4volateaubstrst2xohcentrw6iknof19ouM,H,,10413,,,12220,8,Autocuration
245,,,,B,,,,Peecentihhib75jonwasmfasuredwna9hs5510Msthylenehetrahyd3ofooateCuclphydrolaseL121otunortissueenzymeat1pE6Mijmibi5orycobcentratioj,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
246,,,,B,,,,9ercentinjibituomwasmeasyreragainst520Methylen24efrahyrr0folateCyclohydtilasrA00rcinelivsrenztme,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
247,,,,B,,,,Percentimhihitionwasmeasurwdahqins6510hrtthleneTet4xhydrofolat2CyclohterolaseL121ptumortkssueenzymeatqpErninuibot9ryconcentratioj,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
248,,,,B,,,,Perc3nt8nhob9fion2askeasureragainst510MetmylemeTetrahyrtofola6eCyclohjdrolaseL22q0tum94yiasue4nzymeat10E5jibhibitorycogcentragion,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
249,,,,B,,,,Pe4centinhlbitiobwzsmeasuredabains5510je6nyleneTe6rahydrofolateCyxiohydrolxs3L1210tunortkssyeensymeat10E6Minhibi403hcojcentrwti8n,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
250,,,,B,,,,Percent7jhibitionwaek3asuredagqinst510MeyhykeneTettahydrpgolqhedycloh6dr0laseporsineliderenzym4zh10E4Minhibut83jconcentration,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
251,,,,B,,,,Percen5unhibitionwasmeazurefagaigstt10nethuleneTdtrahydr0fooa5eCyclohycrolaseporcij4piverenzymewt10E5nibhivitorycpjcejtratu0n,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
252,,,,B,,,,Pefxenrinhibitipnwqsmeasurewagainst610MethyleneTetrajydrofooardCyclohycr8lqseporcuneliver3jaymeat10E6Ming8butorhconcegt4atiln,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
253,,,,B,,,,9ercdntinhibiti9nsasmeasuredagaunst5w0MethyldneTwteahgdrofolatefyvlohjd3olaseporcinelivfrenaynwat10E7Minhigjt0r6concentfat9pn,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
254,,,,B,,,,Pedfegtinhobition1asmeasureearainsh510hethylenehftrahjrrofolateCycloh7drolsseporc8n4ligerenz5me,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
255,,,,B,,,,Perc4ntinh8b8tiigwasjeasuredagainst5q0Metgyp4geretratydrofolateCyflphydrolaseL1110humogtjssueenzyheatw0E6Mknhibi6oryconcentrat78n,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
256,,,,B,,,,P3rxentlnhibiyionwazmeasur2dagzihs5510MehhyleneTeyrahydrofolayfCyciohydroiqsepoecinelkverenzymeat10E4kihhifitorycojcenh4at8on,H,,7587,Sus scrofa,9823.0,11303,8,Autocuration
257,,,,B,,,,Compoubd3astes4esforibvitrojnbjbituoboft10MethyoeneTetrahydrofolatefyclohueroiasscompe4itideagainstL520methehyltetfahycr0fooate,H,,7323,,,11303,8,Autocuration
258,,,,B,,,,Perceghinhibitiin1asmrwsursdagaimst510MetjtlendT4trahydrofolageReductxsepodcibsmidneyensymeat10E4Mlgnibitodyvoncentration,U,,7587,Sus scrofa,9823.0,22226,0,Autocuration
259,,,,B,,,,Percentimnibiyionwasmeas8redagainst5w0Methyiejegettahydrof0laheRevkctasepodcih2kidnfyehzyme,U,,7587,Sus scrofa,9823.0,22226,0,Autocuration
260,,,,B,,,,8nhubitionof5fesatu5aseknvoivedjnergowterolnios6ntjesis,H,,13750,Saccharomyces cerevisiae,4932.0,100249,8,Expert
261,,,,B,,,,AbilitjfirreversibleinhibutilnofWqlker35u5Fluo4o2deocyuridibe0hox0hogylase,U,,7662,Rattus norvegicus,10116.0,22226,0,Autocuration
262,,,,B,,,,Ahilityforr4vers9bl2inhibitionoeWaiker2565Fkkoro2deoatur7djnePhosphogylawe,U,,7662,Rattus norvegicus,10116.0,22226,0,Autocuration
263,,,,B,,,,7rgeversibleinhibitionodWalk34256FUDRphosouorylwswexp4essedasVigivekkfi4ywihhoutinhibitortotyat0fvelof8tywithijhlbitor,U,,7662,Rattus norvegicus,10116.0,22226,0,Autocuration
264,,,,F,,,,T3stedfor5HT3decephorantanoniatpotejcybhanility5o7nhibittuwreclexbrad7fardiatheBezoldJa4iscm5sflrxintgerat,H,,12211,,,104698,6,Autocuration
265,,,,F,,,,Compounswastecfrdf9gits5HT3receptorantwgonistpotenvyvytheirabiluty6oibmibitthdreblexbrxdycareiatgrnez9ldJarisfhrefl3sintherzt,H,,12211,,,104698,6,Autocuration
266,,,Il3um,F,,,,Relativ4abilitytpibcrexs3cholinergicqliynsfiagrdsontrwctionsiniwolatexileumofguineap8g,D,,12211,Cavia porcellus,10141.0,20033,9,Intermediate
267,,,,F,,,,Stim6latorhsctigity8flntrqgastricpressutewqatestedin4herat,H,,12211,,,10623,8,Expert
268,,,,B,,,,Decrraseof5tTcwrrierreceptorfoujd3adioactivityuslnyparpxef9neqszrafioligagd,H,,15453,,,121,8,Autocuration
269,,,,F,,,,Dosetoteducemeurobalfiringayalns45HTcwlisinrztsiv,U,,11884,Rattus norvegicus,10116.0,22226,0,Autocuration
270,,,,F,,,,zntagonisyodaxtivityofcof3esplndkngmd6moxycompoundagqinstserotobin5HTrefeptor,H,,7185,,,12688,8,Autocuration
271,,,,B,,,,Bimdinbaefinutyaf5tTre6phakewitelab3l4dwith3Hparoxetine,D,,6876,Homo sapiens,9606.0,121,9,Expert
272,,,,B,,,,nincingaffinityst5HTrwuptzkesitepabsleddithwHparozetinwNowata,D,,6876,Homo sapiens,9606.0,121,9,Expert
273,,,,F,,,,Inhifi6iinofy8ghaffinit65H6uptakeatconcegtrationkf1hM,H,,11863,,,12198,8,Autocuration
274,,,,B,,,,9nhib7tioncons5angpghighsffinity5HTuotake,H,,11863,,,12198,8,Autocuration
275,,,,F,,,,MicbaflisMsntenvojstantwasre9ortedfoehighaff8mitytrajs0ortof4HT,H,,11863,,,12198,8,Autocuration
276,,,,F,,,,Mxxkmimrayewxsddt2rninedforhighaffinitytranwportof5Hh,H,,11863,,,12198,8,Autocuration
277,,,,F,,,,Cokpoundwastestedforagonia6idactlv7tyxga7nst5HTjotake,H,,4639,,,104714,4,Autocuration
278,,,,B,,,,Inhibitilbadfimityagaimst5HT1Brwceptorinra6frontspcprrexusingradi0bindungassxu,H,,15796,,,10577,8,Expert
279,,,,B,,,,Inhibitipnaffibjttaga7ndt5HT1Drecsptoginbovineczudatenkcleususimg4adi8b7ndingxsssy,H,,15796,Bos taurus,9913.0,105,8,Expert
280,,,,B,,,,Binsingafbinitytowatdcthydrodytfyp5amine1recwpto4uwibg3H5HTasradioikgand,D,,12801,Rattus norvegicus,10116.0,104744,5,Autocuration
281,,,,B,,,,Thecompounddasevaluatexfod5henigdongatfihjtytowards5hudroxyt5yptamine1usjng3H5HTaaradioijgwnf,H,,12801,,,104744,4,Autocuration
282,Membrxnes,,,B,,,,Perc2ntinjibiykknofbinvibgof30nMrH5HT48thyddoxytryptamiheqrecwptorinratca6datdmemfranesat10e5M,H,,12120,,,104744,4,Autocuration
283,Membrahes,,,B,,,,9ercentinb9higiohofbimring0f30nM3H5bTto5hydroxytryptamine1recsltodinraycaudatemembrznesztw0e5k,H,,12120,,,104744,4,Autocuration
284,,,,B,,,,Displzcemen6otbindingof3j5HTt05uydroxytrypfamine1recsptiribrafcetebrapcor5fx,H,,11963,,,104744,4,Autocuration
285,,,,F,,,,wosersquireftordduceneur9nalf8ringig5HT1Ac2ilsby50,H,,11701,,,51,8,Autocuration
286,,,Hi0pofampus,B,,,,Inbitr9inhobotionot3H5HT2jMbindungto5htwroxytrgotamin31sreceptorfrombovin4ui0pocahpus,H,,9995,,,51,8,Autocuration
287,,,Hiopocakpus,B,,,,Ind7troinbibi6ionlc3HDPAT2jjbindingto5H61Ateceptp4frohbovinehippocampus,H,,9995,,,51,8,Autocuration
288,,,Hi9pocam0us,B,,,,Invjtroimyib9tiojogrHDPAT1jMbjgdkngto5hydroxytryptamine1wredeptorfromv9von4hippocampus,H,,9995,,,51,8,Autocuration
289,,Invivk,,F,,,,Antablgisfuczcy9vi6ya40istsynaptic5HT1Areceotorwasmeasuredbyitsabilitytoinhjbithjpofhe4miaelicitedgtdcqdministrationof8OmfPA4inrzt5anresfron16352,H,,16394,,,10576,8,Autocuration
290,,,,F,,,,Effwctonforsuolinstijulatwdadenglat4cyvlasexcrivityat6HT1Dreceptodofguin2aplteubstxntianlgrz,D,,11574,Cavia porcellus,10141.0,105570,9,Intermediate
291,,,,B,CHO,323.0,,Bindingavfibitjtowards5tTqFhumqncloned5ece9torindH9cellzjeing3H5HTasradiolkgamd,H,,15779,,,279,8,Autocuration
292,,,,B,,,,xom0ounewzsrestedf9rth4displacdmenfoe125IrpIfromclonehuman5hys4kxytry9tamine2Arecwptor,H,,15363,,,107,8,Autocuration
293,,,,F,,,,Efficacyanainc55gydroxyt55pramine2Arecfptor,D,,15363,Rattus norvegicus,10116.0,12687,9,Expert
294,,,,F,,,,Intrinq9cqctivi5jtowqrdx5HT2Ateceptoroerattaila3tery,H,,15329,,,12687,8,Expert
295,,,,F,,,,Relativepo5rncytowards5HT2Arsce9tir8fratta8larfedu,H,,15329,,,12687,8,Expert
296,,,,F,,,,Blocking5HT3Arefdptormediatddclntracti9nw8frattwilsttery,H,,15329,,,12687,8,Expert
297,,,,F,,,,Partizlzgonidmat5uT2Arece9torwaqdgaluat2dijprezencwofketznserij310hMinosolatddrattaila3tery,H,,15329,,,12687,8,Expert
298,,,,F,,,,Cojpojndwastestrdfortheintr7nsicacfivityxga9bsr5HT2Arexepfo5sofra4ta9larhery,H,,15329,,,12687,8,Autocuration
299,,,,F,,,,Effrcgivenessknblocking5HrqAr3septormwdlatrdcontraftionwofrattaula4tery,H,,15329,,,12687,8,Expert
300,,,Ileun,F,,,,4vaiuatedfortheagonisticwctivityxgaknst4HT4receptoringobwlecr4ocaolystimuiatednu7neapigioeuj,D,,273,Cavia porcellus,10141.0,20033,9,Intermediate
301,,,Ileim,F,,,,sg0nistixactivithagainstSfrotonun5HT4dec2ptorinliwfrsquendyfielddgim7lationofghinea0igikeumFSf9I,D,,273,Cavia porcellus,10141.0,20033,9,Intermediate
302,,,Ileuk,F,,,,Evaluatedfortyeagonisticzcr7g9tyaga7nstSero4onintHT4rwfephorihnob4lec6gicallystim7latedgkineapigileim,D,,273,Cavia porcellus,10141.0,20033,9,Intermediate
303,,,,B,,,,4h3bindingagfinit5wasmeasurewon6hydroxytr6ptqmine4rsfeptorusinv3HGf11eo08asraxiolirahd,H,,12092,,,10623,8,Autocuration
304,,,,F,,,,Antzgoniztacfigityagainsf5HT4deceptodmddia6edrelaxatiojofratcarbscholc8ntrzcted3sophqgealmusxulatianudosad,D,,1317,Rattus norvegicus,10116.0,10623,9,Expert
305,,,,B,,,,Bindingavfini4yagainst5hydroxytgyoyamune4refeotkr,H,,12409,,,168,8,Expert
306,,,,B,,,,5elativecompetitiv2ibdexvaluezforbindungtp25Onx31nudroxyoxseofcyixkintestime,U,,11126,Gallus gallus,9031.0,22226,0,Autocuration
307,,,,F,,,,Ijhigktoryeffsctq0e6M8nrhe25OHD31m5droxylaseactigity,U,,11126,Homo sapiens,9606.0,22226,0,Autocuration
308,,,,F,,,,25OtD31hydrozyladeactiv7ty1026Measmeasir2dasxontroo,U,,11126,Homo sapiens,9606.0,22226,0,Autocuration
309,,,,B,HL60,319.0,,Reoativ4competitiveindexdxljesforbind7ngto25Oms31hydroxjlaswifuumsgHLt0cells,N,,11126,Homo sapiens,9606.0,80156,1,Autocuration
310,,,,B,,,,Inhibit9ryeffect1pe5Monghe25gyrroxyvitamijD31h6d5ocylaseactovuty,U,,11126,Homo sapiens,9606.0,22226,0,Autocuration
311,,,,B,,,,25h6sroxyvktxhinD31jhdroxylwsexctivitj10e6Mwqsmeasurewascontrol,U,,11126,Homo sapiens,9606.0,22226,0,Autocuration
312,,,,B,Oocyt3s,,,wisplacdmenhof3ufo151788frojuumanvAnAAalpha1netq3ganmaqrec4otorsubujitsezpressedinXenopuspocjtes,D,,17807,Homo sapiens,9606.0,104703,7,Autocuration
313,,,,F,,,,Chyjotrypticunhibihoryactivit7agqons42ySprkteasone,S,,16575,,,100256,2,Intermediate
314,,,,B,,,,lnhibitorhactiv9t7agxinsr26S9roteasomederradx4ionofIkB,S,,15407,,,100256,2,Intermediate
315,,,,F,w2780,404.0,,Invit4oinjibi4uonof27i0DOXiva5iahcancervellline,N,,10797,Homo sapiens,9606.0,81034,1,Intermediate
316,,,,F,A2790,382.0,,Inbitro7nhihitiobkf278pSovqriamcancercelllinf,N,,10797,Homo sapiens,9606.0,81034,1,Intermediate
317,,,,F,,,,Rrlstuveactivityonthecelkuoaraccumulari8nofv9ncristineijmultidrugreaistahtMDRh6jajovqrisncance4w780ADvrkls,U,,3469,Homo sapiens,9606.0,22226,0,Autocuration
318,,,,B,,,,Asskviati9nconxrantforblndkngtoAATT28mersATThwiroin,M,,16037,,,22222,3,Intermediate
