assay_id,assay_test_type,doc_id,curated_by,assay_tax_id,assay_strain,src_id,description,cell_id,src_assay_id,chembl_id,assay_subcellular_fraction,tid,assay_organism,assay_cell_type,variant_id,assay_type,assay_category,assay_tissue
158,,10543,Intermediate,1314.0,,1,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,CHEMBL857899,,50264,Streptococcus pyogenes,,,F,,
159,,17833,Intermediate,10335.0,,1,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,CHEMBL615371,,50527,Human herpesvirus 3,,,F,,
160,,17290,Expert,10335.0,,1,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,468.0,,CHEMBL615372,,50527,vericilla zoster virus,HEL,,F,,
161,,17290,Intermediate,10335.0,,1,Antiviral activity against 07/1 strain of VZV; ND: No data,,,CHEMBL615373,,50527,vericilla zoster virus,,,F,,
162,,17290,Intermediate,10335.0,,1,Antiviral activity against 07/1 strain of VZV; ND=No data,,,CHEMBL615374,,50527,vericilla zoster virus,,,F,,
163,,10932,Intermediate,561.0,,1,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,CHEMBL615375,,50145,escherichia cloac,,,F,,
164,,9707,Autocuration,,,1,Ratio of Ki at A2 to Ki at A1 receptors,,,CHEMBL615376,,22226,,,,B,,
165,,2346,Expert,5476.0,,1,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,CHEMBL615377,,11143,Candida albicans,,,B,,
166,,2205,Expert,284593.0,,1,"Inhibition of 1,3-beta-glucan synthase",,,CHEMBL615378,,18077,Candida glabrata CBS 138,,,B,,
167,,11900,Intermediate,9606.0,,1,Inhibition of growth of 1-87 human tumor cell line,832.0,,CHEMBL615379,,80609,Homo sapiens,1-87 tumor cell line,,F,,
168,,14864,Expert,10116.0,,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,CHEMBL615380,,12166,Rattus norvegicus,,,B,,
169,,16474,Autocuration,3847.0,,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,CHEMBL615381,,100171,Glycine max,,,B,,
170,,16474,Autocuration,3847.0,,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,CHEMBL615382,,100171,Glycine max,,,B,,
171,,16474,Autocuration,3847.0,,1,% inhibition against soybean 1-lipoxygenase (SLO),,,CHEMBL615383,,100171,Glycine max,,,B,,
172,,16474,Autocuration,3847.0,,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,CHEMBL615384,,100171,Glycine max,,,B,,
173,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,CHEMBL615385,,100171,Glycine max,,,B,,
174,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,CHEMBL615386,,100171,Glycine max,,,B,,
175,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,CHEMBL615387,,100171,Glycine max,,,B,,
176,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,CHEMBL615388,,100171,Glycine max,,,B,,
177,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,CHEMBL615214,,100171,Glycine max,,,B,,
178,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,CHEMBL827087,,100171,Glycine max,,,B,,
179,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,CHEMBL615215,,100171,Glycine max,,,B,,
180,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,CHEMBL615216,,100171,Glycine max,,,B,,
181,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,CHEMBL615217,,100171,Glycine max,,,B,,
182,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,CHEMBL615218,,100171,Glycine max,,,B,,
183,,3094,Autocuration,3847.0,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,CHEMBL615219,,100171,Glycine max,,,B,,
184,,10413,Autocuration,10090.0,,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,CHEMBL615220,,22226,Mus musculus,,,B,,
185,,16929,Intermediate,10090.0,,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),294.0,,CHEMBL615221,,80049,Mus musculus,C3H 10T1/2,,F,,
186,,1229,Intermediate,,,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,CHEMBL615222,,22226,,,,F,,
187,,16587,Autocuration,,,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,CHEMBL615223,,11489,,,,B,,
188,,16587,Autocuration,,,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,CHEMBL615224,,11862,,,,B,,
189,,16587,Autocuration,,,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,CHEMBL615225,,11862,,,,B,,
190,,16587,Autocuration,,,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,CHEMBL615226,,11489,,,,B,,
191,,16587,Autocuration,,,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,CHEMBL615227,,11862,,,,B,,
192,,8058,Expert,9913.0,,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,CHEMBL615228,,12347,Bos taurus,,,F,,
193,,9065,Expert,10116.0,,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,CHEMBL615229,,100120,Rattus norvegicus,,,B,,
194,,8865,Expert,10116.0,,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,CHEMBL615230,,100120,Rattus norvegicus,,,B,,Adrenal gland
195,,9066,Expert,10116.0,,1,Inhibition of rat adrenal 11-beta-hydroxylase,,,CHEMBL615231,,100120,Rattus norvegicus,,,B,,
196,,8394,Expert,10116.0,,1,Inhibition of rat adrenal 11-beta-hydroxylase,,,CHEMBL884520,,100120,Rattus norvegicus,,,B,,
197,,8394,Expert,10116.0,,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,CHEMBL615232,,100120,Rattus norvegicus,,,B,,
198,,6431,Autocuration,,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,CHEMBL615233,,10328,,,,B,,
199,,6431,Autocuration,,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,CHEMBL827088,,11490,,,,B,,
200,,6431,Autocuration,,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,CHEMBL615234,,11490,,,,B,,
201,,9295,Autocuration,,,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,CHEMBL615235,,11134,,,,F,,
202,,10193,Autocuration,,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,CHEMBL615236,,12052,,,,B,,
203,,13622,Autocuration,,,1,Compound was tested in vitro for inhibition of 12-LO human platelet,,,CHEMBL615237,,11134,,,,B,,
204,,12079,Autocuration,,,1,Inhibitory concentration against human platelet 12-lipoxygenase,,,CHEMBL615238,,11134,,,,F,,
205,,13622,Autocuration,,,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,CHEMBL615239,,11134,,,,B,,
206,,12079,Autocuration,9606.0,,1,Inhibitory concentration against human platelet 12-lipoxygenase,,,CHEMBL615240,,11134,Homo sapiens,,,F,,
207,,13500,Expert,,,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,CHEMBL615241,,11835,,,,B,,
208,,13723,Expert,,,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,CHEMBL615242,,11601,,,,B,,
209,,16474,Autocuration,,,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,CHEMBL615243,,11134,,,,B,,
210,,1630,Autocuration,,,1,Inhibitory activity against human platelet 12-lipoxygenase,,,CHEMBL615244,,11134,,,,B,,
211,,167,Autocuration,,,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,CHEMBL615245,,11134,,,,B,,
212,,16474,Autocuration,,,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,CHEMBL615246,,11134,,,,B,,
213,,167,Autocuration,,,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,CHEMBL615247,,11134,,,,B,,
214,,16474,Autocuration,,,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,CHEMBL615248,,11134,,,,B,,
215,,10091,Autocuration,,,1,Inhibitory activity towards porcine 12-lipoxygenase,,,CHEMBL615249,,11601,,,,B,,
216,,11966,Autocuration,,,1,Tested for inhibition against porcine 12-LO,,,CHEMBL615250,,11601,,,,B,,
217,,951,Autocuration,,,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,CHEMBL615251,,12052,,,,B,,
218,,10997,Autocuration,,,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,CHEMBL615252,,12052,,,,B,,
219,,10193,Expert,,,1,In vitro inhibition of rat platelet 12-lipoxygenase,,,CHEMBL828340,,12052,,,,B,,
220,,10193,Autocuration,,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,CHEMBL615253,,12052,,,,B,,
221,,10193,Autocuration,,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,CHEMBL615254,,12052,,,,B,,
222,,10193,Autocuration,,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,CHEMBL615255,,12052,,,,B,,
223,,10193,Autocuration,,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,CHEMBL615256,,12052,,,,B,,
224,,10193,Autocuration,,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,CHEMBL615257,,12052,,,,B,,
225,,11087,Autocuration,,,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,CHEMBL615258,,12052,,,,B,,
226,,15569,Intermediate,9606.0,,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,621.0,,CHEMBL615259,,80007,Homo sapiens,41M,,F,,
227,,12989,Expert,9606.0,,1,In vitro antitumor activity against 41M cell line.,621.0,,CHEMBL615260,,80007,Homo sapiens,41M,,F,,
228,,16745,Intermediate,9606.0,,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,621.0,,CHEMBL615261,,80007,Homo sapiens,41M,,F,,
229,,15569,Intermediate,9606.0,,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,621.0,,CHEMBL615262,,80007,Homo sapiens,41M,,F,,
230,,12989,Expert,9606.0,,1,In vitro antitumor activity against 41McisR cell line.,621.0,,CHEMBL615263,,80007,Homo sapiens,41M,,F,,
231,,12989,Expert,9606.0,,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,621.0,,CHEMBL838393,,80007,Homo sapiens,41M,,F,,
232,,16745,Intermediate,9606.0,,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,621.0,,CHEMBL615264,,80007,Homo sapiens,41M,,F,,
233,,6210,Expert,9606.0,,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,CHEMBL615265,,84,Homo sapiens,,,B,,
234,,6210,Expert,9606.0,,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,CHEMBL615266,,68,Homo sapiens,,,B,,
235,,6226,Expert,,,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,CHEMBL615267,,68,,,,B,,
236,,17855,Expert,,,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,CHEMBL615268,,10201,,,,B,,
237,,17855,Expert,,,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,CHEMBL615269,,10201,,,,B,,
238,,17855,Expert,,,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,CHEMBL615270,,10201,,,,B,,
239,,10413,Autocuration,,,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,CHEMBL615271,,12220,,,,B,,
240,,10413,Autocuration,562.0,,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,CHEMBL615272,,11303,Escherichia coli,,,B,,
241,,10413,Autocuration,562.0,,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,CHEMBL615103,,11303,Escherichia coli,,,B,,
242,,10413,Autocuration,562.0,,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,CHEMBL615104,,11303,Escherichia coli,,,B,,
243,,10413,Autocuration,,,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,CHEMBL615105,,12220,,,,B,,
244,,10413,Autocuration,,,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,CHEMBL872866,,12220,,,,B,,
245,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,CHEMBL615106,,11303,Sus scrofa,,,B,,
246,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,CHEMBL615107,,11303,Sus scrofa,,,B,,
247,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,CHEMBL615108,,11303,Sus scrofa,,,B,,
248,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,CHEMBL615109,,11303,Sus scrofa,,,B,,
249,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,CHEMBL615110,,11303,Sus scrofa,,,B,,
250,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,CHEMBL840105,,11303,Sus scrofa,,,B,,
251,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,CHEMBL615111,,11303,Sus scrofa,,,B,,
252,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,CHEMBL615112,,11303,Sus scrofa,,,B,,
253,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,CHEMBL615113,,11303,Sus scrofa,,,B,,
254,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,CHEMBL615114,,11303,Sus scrofa,,,B,,
255,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,CHEMBL615115,,11303,Sus scrofa,,,B,,
256,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,CHEMBL615116,,11303,Sus scrofa,,,B,,
257,,7323,Autocuration,,,1,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,CHEMBL615698,,11303,,,,B,,
258,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,CHEMBL615699,,22226,Sus scrofa,,,B,,
259,,7587,Autocuration,9823.0,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,CHEMBL615700,,22226,Sus scrofa,,,B,,
260,,13750,Expert,4932.0,,1,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,CHEMBL615701,,100249,Saccharomyces cerevisiae,,,B,,
261,,7662,Autocuration,10116.0,,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,CHEMBL615702,,22226,Rattus norvegicus,,,B,,
262,,7662,Autocuration,10116.0,,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,CHEMBL615703,,22226,Rattus norvegicus,,,B,,
263,,7662,Autocuration,10116.0,,1,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,CHEMBL615704,,22226,Rattus norvegicus,,,B,,
264,,12211,Autocuration,,,1,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,CHEMBL615705,,104698,,,,F,,
265,,12211,Autocuration,,,1,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,CHEMBL615706,,104698,,,,F,,
266,,12211,Intermediate,10141.0,,1,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,CHEMBL615707,,20033,Cavia porcellus,,,F,,Ileum
267,,12211,Expert,,,1,Stimulatory activity of intragastric pressure was tested in the rat,,,CHEMBL615708,,10623,,,,F,,
268,,15453,Autocuration,,,1,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,CHEMBL615709,,121,,,,B,,
269,,11884,Autocuration,10116.0,,1,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,CHEMBL615710,,22226,Rattus norvegicus,,,F,,
270,,7185,Autocuration,,,1,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,CHEMBL615711,,12688,,,,F,,
