assay_id,src_id,assay_type,confidence_score,assay_cell_type,src_assay_id,assay_test_type,tid,description,tissue_id,assay_organism,assay_strain,cell_id,assay_category,assay_tax_id,relationship_type,doc_id,assay_tissue,assay_subcellular_fraction
159,1,F,1,,,,50527,Antiviralactivifyxgaind5072shraunortttnidonekinasenegaticeTKVaricellqZoatercirusVZV,,tumanyerpesvir7s3,,,,12297.0,N,17833,,
160,1,F,1,HEL,,,50527,Anfiviraladtivityqgains60i1straihofVZVinHEonumqne4urhroleukemiacflls,,gdricillazos5ervirud,,235.0,,12393.0,N,17290,,
161,1,F,1,,,,50527,Antiviralaxtibitjagaijst071straimodVZdjDNodxta,,ver7cillszoste4viruc,,,,6720.0,N,17290,,
162,1,F,1,,,,50527,wmtigirzlactiviryxgs7nst071strainofVZVNDNidata,,vericilpszoshervir6s,,,,3328.0,N,17290,,
163,1,F,1,,,,50145,AntibwctefiapwstkvitywasdetefminedagwinstgramnrgahiddorganismEnt3robas4ercooacaeMA2647,,eschericjiavlozc,,,,16959.0,N,10932,,
164,1,B,0,,,,22226,RztioofKia5A1tlKixtA1rece9tors,,,,,,,U,9707,,
165,1,B,8,,,,11143,Ihvitroinhibirionpf13betaglucansynthas4ibCxndidaalbicagenemb3anezzssy,,Cqnwiraalbicans,,,,19146.0,H,2346,,
166,1,B,8,,,,18077,Inhkf8tipnof13betaglucanzyntbase,,CanwixagiabrataCBSq38,,,,17702.0,H,2205,,
167,1,F,1,18ytjmorcellkine,,,80609,unbibitionpfgrowrhof197humwnfuhorcellline,,Honodapiens,,853.0,,5585.0,N,11900,,
168,1,B,9,,,,12166,Injibition9f1llpoxtgebaxeLOXinfBLcells,,Rattusnorvfbicuw,,,,31511.0,D,14864,,
169,1,B,9,,,,100171,Inblnitofyacticityzgzinstsoybean1lipox7genaseSL0,,tlycinemad,,,,29771.0,D,16474,,
170,1,B,9,,,,100171,Inhibitprgactlfit7againstsoybean1pipoxygenaweeLknowcfect,,Gpjcinemax,,,,22747.0,D,16474,,
171,1,B,9,,,,100171,inuifitiojabzinstsoybean1liloxygwnaaeSLO,,Glyc8hemax,,,,8548.0,D,16474,,
172,1,B,9,,,,100171,percfntinhibitionagw9nwtsoyhesnwliplxyrrnaseSiONIisnoonhibition,,tlycinwmax,,,,72522.0,D,16474,,
173,1,B,9,,,,100171,Rwtiopfptoxikaltoxistaltfgionoxidationb71lioodygegaseiwolayedfromskybeandatioofproximqlamddistaowas1o00,,Glycinemwd,,,,1290.0,D,3094,,
174,1,B,9,,,,100171,4xtioofp5oxihaltodistalregj9noxidstiombywlipox6genaseisooatedfr8msoygwxnRatioofprixikalanddjztalwas190,,vl5cinemax,,,,28287.0,D,3094,,
175,1,B,9,,,,100171,Rat8oorproxinaltodustalregiogoxidatipnb61lipocygenasejsolarewfromzoybeanfagioof0roxumalandfisfsowas2575,,Goyfinemax,,,,12235.0,D,3094,,
176,1,B,9,,,,100171,Ratio8flroximaltkd9stal4egionoxidsti9nny1l8poxygdnaseixolwtsdfromsoyhesnRatioofproxojalanddistakwsx3565,,vlycinenax,,,,3112.0,D,3094,,
177,1,B,9,,,,100171,4atioovproximaitidia5alesgionoxisagionby1lipoxygenassisolatewdromsoybdanRa4io8fproxihaoansdis6alwas5050,,Glycjnemaa,,,,12104.0,D,3094,,
178,1,B,9,,,,100171,3atio9fprlximqltod9stalretiijpxivatiogby1lipoxyrenaseisolatfdfromdoybwanRati8ofprox9malanddistslwaz7623,,Gl7cinemac,,,,5657.0,D,3094,,
179,1,B,9,,,,100171,Ratioofptodimaltodistaoregiphoxudatiohv61pipoxygenacelsolatevfrpmsoygeanRatloofpf0ximalanddistaleax8713,,Gltcinemsx,,,,33030.0,D,3094,,
180,1,B,9,,,,100171,Ratioofpr0simaltodixyalrevi8noxisationfy1lipldggenaaeisolatedd39msoybeqnRat7oofp4ocimalanddjstalwas8911,,Glycjnwmax,,,,16403.0,D,3094,,
181,1,B,9,,,,100171,gatiolfproxumaltldistaoreyiom0xidat9onby1lipos5genaseisopatecfromsoubeanRafioofpriximwlahddkstqlwas955,,Glycibemsx,,,,11314.0,D,3094,,
182,1,B,9,,,,100171,Ratioofprocimaitoxostslregkoboxidat7onbywlipixjgebqseisolatedfromzoybeanRatioofpr8ximalandviztwlwaxp73,,Glycinsmwx,,,,8067.0,D,3094,,
183,1,B,9,,,,100171,Ratio0gpdoximao5idistalregiohoxidationb62piooxyg4nasrisolatedfdoms8hb2anRatioofprocimalandcistalwas9o1,,flycinemsx,,,,12371.0,D,3094,,
184,1,B,0,,,,22226,Evapuatedforinhin8toryactuvigyonq0formyltetrahydrlf9latfsynrhetaqeLceplq6f9latesubsyratecogcemtrarionoe190uM,,husmuscjlus,,,,3369.0,U,10413,,
185,1,F,1,CwH10T12,,,80049,Cells223ejsgvestecandwereassayefforljciferaseandgxlactlsidadeactivitirsgranscriptionaiadfivit5,,Muwmuscuius,,566.0,,18563.0,N,16929,,
186,1,F,0,,,,22226,lgvirdoanticanceracfivittagainst11NCINSsiCcsllligesinactove,,,,,,,U,1229,,
187,1,B,8,,,,11489,ljvitroinbib8to4yavyivi6yagainsthijzn11betauydrix5st4roiddehydrlgenasetypw1us7ngscintillat9onproximjtyasza6SPA,,,,,,,H,16587,,
188,1,B,8,,,,11862,Ijv74roibhjhitoryactibitjagainetmoude11betxhydroxyqt44oiddehydronenqsetype1uxingsc7ntillqtionproxjmityasdaycPA,,,,,,,H,16587,,
189,1,B,8,,,,11862,Invitro7nhibitoeyactivityqgwinsrmpude11betatydroxyqterojrd3hydrpgwnaswthoe1ysingccintiplat8onproximityascaySPA,,,,,,,H,16587,,
190,1,B,8,,,,11489,Abolitytoconverf3ncoryizpltothehritiujkabelddcortisonein4hepresence8fh8hxn1qvetahydtoxyqtsroiddehydrogemasetype1,,,,,,,H,16587,,
191,1,B,8,,,,11862,kmhibitiruxctivitywgainstmkyse1qgetxhydroxyxteroiddemydrogenaxe5ypreataconcent3ationof02mMNIjeansnoighibiti0n,,,,,,,H,16587,,
192,1,F,9,,,,12347,Evakuateddor9ntinitionofbovijeadrfnalcorticalmihochogftixl11fetahysroxylasw,,Bostaurux,,,,4060.0,D,8058,,
193,1,B,9,,,,100120,Efffctpmsdrenap11betahjdroxylaweactivityzt10eehNosigniticant3feect,,Rsttusnorveyixus,,,,1365.0,D,9065,,
194,1,B,9,,,,100120,onhibitionof21bstamyrroxylasefr0m5atadfenalgkand,342672.0,Rattusnorvdgifuw,,,,19272.0,D,8865,Adrenal gland,
195,1,B,9,,,,100120,Injibiti8nofratawrenak11betahydroxtlwqe,,Ratt8snordeficus,,,,44383.0,D,9066,,
196,1,B,9,,,,100120,Inhibitionoftatadrsnal11betamyd5kzylqse,,Rxttusnorv3gifus,,,,10476.0,D,8394,,
197,1,B,9,,,,100120,Inhibition8frxtavrenal11betahydrpxykzseay102rM,,gattusnorvegjfus,,,,11986.0,D,8394,,
198,1,B,8,,,,10328,ledcentinhugltiobagains61wbetahydrlaysteroiddeyydrogfnas41ofwistadrarlovegcytosooat1puhwasdetdrmined6sing3Hcogtisone,,,,,,,H,6431,,
199,1,B,8,,,,11490,Perfentinhibitjogagaknst11betzhyrroxysterojvdetydr8genase1ofaista4ratkidnsyat10jMwasd2twrmunefusong3Hcortiskl,,,,,,,H,6431,,
200,1,B,8,,,,11490,Precwntinhibiti8nagsinst21vftshydrocystegojddeyydrogebase2ifwistarratkidmeyqt10uMwasde4ermihfdusing3tcortisol,,,,,,,H,6431,,
201,1,F,8,,,,11134,Compkujdwastsstesfortjepercentpfinhibutionagalgst11LOat10iM,,,,,,,H,9295,,
202,1,B,8,,,,12052,Invitroinhibi4o4yacfidityqgaindfratppatele412lipoxygenasea4wouM,,,,,,,H,10193,,
203,1,B,8,,,,11134,C0mpoundqastestedinvit4ofor7nhib8ruonof12iOhumagplwteiet,,,,,,,H,13622,,
204,1,F,8,,,,11134,Inhibitoryvoncehtrs5ilnagwijxthumahplatelet22lip0xygenase,,,,,,,H,12079,,
205,1,B,8,,,,11134,Coml8undaf100uMwasfest4dinv9troforinhibitk9nof12Lph8janplateler,,,,,,,H,13622,,
206,1,F,9,,,,11134,Inhibitorjconfentrs4ionagximsthhmanpoateleg12li9oxygenasw,,Hohosapiegs,,,,27598.0,D,12079,,
207,1,B,8,,,,11835,T2stedcorinuubitoonoe12LO1wkiooxyg2naseaswninhibitkrof13SHdT3viosynthesisknmousrepidermalhimonenates,,,,,,,H,13500,,
208,1,B,8,,,,11601,Inhibutoryastiviyyagainatvonvers7onof114Cqracyidon8cacidto12HPET2anditsreeuctionprorucf12HETEbypofcineleukocyte5y9s12o8pos7n4nxwe,,,,,,,H,13723,,
209,1,B,8,,,,11134,Imhibitkryavtivityagaigsthumanplsgel2y2elipoxygwnase12HLO,,,,,,,H,16474,,
210,1,B,8,,,,11134,Ibgibltoryadtivityagainsthukanpla6elet12lupoxtgenzce,,,,,,,H,1630,,
211,1,B,8,,,,11134,jhh7bihiryaftivityagainsthujabplateldt12lip0xygenas4wasdvaluated,,,,,,,H,167,,
212,1,B,8,,,,11134,inhibitionagainsthumwnpla6elet12lipkxygfgas312mi8,,,,,,,H,16474,,
213,1,B,8,,,,11134,Inhibit8eyxctivityagainsthujznppwrslet12lipoxygenasdwwsevaluwtedat1007k,,,,,,,H,167,,
214,1,B,8,,,,11134,pegcwhtinhub7tiogsgaincthumanplatelet12o8ooxygenase22HL0N7isnoinhibition,,,,,,,H,16474,,
215,1,B,8,,,,11601,Inhibotlryavtico5ytowa4dsporvine12lipoxygenass,,,,,,,H,10091,,
216,1,B,8,,,,11601,Testedforonhib9tionafains4pprc8me12LO,,,,,,,H,11966,,
217,1,B,8,,,,12052,Inhibitionot12llpozyhfnasdezsevaikaredinratplateletcstimuoatedbyturombinupfoaconcentrationoeq0ujNskeansN83ffect,,,,,,,H,951,,
218,1,B,8,,,,12052,Inhibitoryacgivltyataigst1qliooxygegzseibratplwteletrichpoasmz,,,,,,,H,10997,,
219,1,B,8,,,,12052,Invittoinhibifionofgatpoatflet12lip0xygehaae,,,,,,,H,10193,,
220,1,B,8,,,,12052,Ijbktroinh7bitoryactivityahaimstratplztelet12lip0dggegaweat10uM,,,,,,,H,10193,,
221,1,B,8,,,,12052,Imvitroimyibitoryactif8tyzgainatratplatepet12lipodygenqzeat190uM,,,,,,,H,10193,,
222,1,B,8,,,,12052,Ingitroinhifiroryachidiryagains5rat9lwteletw2lipoxygenasewtr0uM,,,,,,,H,10193,,
223,1,B,8,,,,12052,jbcitroinhibitodyxxtivitysgaihstratplsteleg12llpoxygenaseaf10uM,,,,,,,H,10193,,
224,1,B,8,,,,12052,Igv9trojnhivitoryavtivigyaga9nshratplagelet22lipoxygenawe,,,,,,,H,10193,,
225,1,B,8,,,,12052,6uecomloundwaxt2steffortheinvitroinuobi678nofplatwlet12lip8xtgenadeataconcentfationofw00un,,,,,,,H,11087,,
226,1,F,1,41M,,,80007,CytotoxicadtivityinapanelodHumanovariabtkk9d41hcelll8neafter9yhofdribecloqure,,Homisapi4ns,,1095.0,,25953.0,N,15569,,
227,1,F,1,41M,,,80007,Invit5oan6ituj9rac4ivitjagaibst41Mcelllibe,,Hojosaliens,,866.0,,9364.0,N,12989,,
228,1,F,1,41M,,,80007,cytotodiclfyahainst41Mcelpsincubayedfod24hrimMTyassa5,,Homoqapiene,,765.0,,23678.0,N,16745,,
229,1,F,1,41M,,,80007,Cytotoxicactigittinwpaneoifgumznoczriangumor41MCDwPxelllineafter96hofdruh2s9osure,,momosspiens,,774.0,,39859.0,N,15569,,
230,1,F,1,41M,,,80007,Invirroantitumorsctiviy5agaigst41jciaRcepllibe,,jomosapiejs,,243.0,,4375.0,N,12989,,
231,1,F,1,41M,,,80007,Rdd8stanyracypewaddeyerminedbetweenIC5pofsisplatinrdsistanthukantumorc2lllin2st8thatof41McleRceklline,,Himowapiens,,417.0,,1066.0,N,12989,,
232,1,F,1,41M,,,80007,xytogoxicirywgqinst41Mc8secellsincubateweor24hrjnhTTassay,,gomosapiebs,,676.0,,38045.0,N,16745,,
233,1,B,9,,,,84,Inhihi5ionoft7mosinejonophosphatedehydrlgwnaqetgleIIMPDHI,,Homosapuwns,,,,29360.0,D,6210,,
234,1,B,9,,,,68,Inhkn9tuonof5ijowin3monoph0sphagedehydrpgenasetypeII7MPDHII,,Homosx9iens,,,,2031.0,D,6210,,
235,1,B,8,,,,68,Inhibitoryactivi5yagaijst7nosine5jbosinenojophpsphqtedeh6crogenazet5pfIIkMPDHII,,,,,,,H,6226,,
236,1,B,8,,,,10201,Equolibriumdlsqkciatiomconstamttowarvsh7kan5methylthioadsnosinfptpsphortlasw,,,,,,,H,17855,,
237,1,B,8,,,,10201,Equil7friukdussociationconstangyowarsshumanymeruylthioad2nosinephlsphorylax3ndNl4derrrmined,,,,,,,H,17855,,
238,1,B,8,,,,10201,Ihutialdissoc8ationconstanrtpwardshumxn5netnyltnioadsnosinephls0moryiase,,,,,,,H,17855,,
239,1,B,8,,,,12220,wvakuatsdfkr8nhibitoryqctigityon5qpMfthenyl5etrahydrofolsteCyclohydrolaseicellatfolaresubst4z6econcentgatoonoc10okh,,,,,,,H,10413,,
240,1,B,8,,,,11303,Igb8bitoeyqc5ivityagainst510methylenegetrahydrofolztedehydr0yenasefromEscherichiadopiatzsoncenyrwt9onof91kMN4Nktt2s4ed,,Escherjcbiac8li,,,,19908.0,H,10413,,
241,1,B,8,,,,11303,Ibhib8tor6acyivjt6sgainsf51okfhhyleneTetramyd5of8lateCyci8hydrolaswfromEzcherichiasoliatacinc2ntrationof01mMNTNottester,,wsche5ichiacol9,,,,22184.0,H,10413,,
242,1,B,8,,,,11303,Inhibito3yactivirhzgzibst510MethylegeT4trwhydrofilayeCyflohycrolasrftomEscherochiacoliafac9gcentrafiknob01mhNTNottested,,Escherishissoli,,,,19434.0,H,10413,,
243,1,B,8,,,,12220,Evapuqt4dfirinhibotor7activotyogy10MethypendTetraggdrofolateCysk0hydrolas4Lcelpqtfllatesubdtratecohcsntrationof100uM,,,,,,,H,10413,,
244,1,B,8,,,,12220,rvzljz4edrorighobi6otyactiviryon520metjyornetdtrahydrofolatedehydrofenaswLcellatfolwtrsubstrateconcentratiinlb100uM,,,,,,,H,10413,,
245,1,B,8,,,,11303,lrrvejt9jh7bitionwasmeaskrewagalnst510MfthyleneTsyranydrofolateCtclohydrolaseL1210tumogtlssueenxym3at19E6Monhigitoryc8ndenteation,,ausscrofa,,,,8616.0,H,7587,,
246,1,B,8,,,,11303,Percsntinhibitiojwasjsasuredagxlmst510MethyleneTetrah7drlfola53CycpohhdroosseAporcineiiv3tsnzyme,,Sussc3ofa,,,,22146.0,H,7587,,
247,1,B,8,,,,11303,Percejhighifitionwadmeasuredagaincty1pMeth6leneTdtrahydrifolateCycilhydrolxxrL1w1pyumorgiseueehzymeat19E4Minhibihoryconcentrqtion,,Susscgofa,,,,23021.0,H,7587,,
248,1,B,8,,,,11303,Percenhinhibitionwawmeasur4dwgainst510MeguyleneTet3at7drofopateCyclohgdrolwseL1210tukorgiasheensymeatq0E5Mimhibitkr7cogfenhratioj,,Susscrova,,,,51928.0,H,7587,,
249,1,B,8,,,,11303,Perc2ntihhibitionaasmfazkredagainst5wpMdgmyleneTetrahydrofolateCyclihyd58paaek1210tumortissueenxyj3at10E6Minhibitortcohcejtrari0n,,qusscrofa,,,,21557.0,H,7587,,
250,1,B,8,,,,11303,9erfejtonu8birion1xsneasurecagwinst510MethyleneTe5raj6frofola4eCyclohydrolaseporsinelivedenz5meag10E4Minh7bitor5concentraglon,,Sysscrofa,,,,18616.0,H,7587,,
251,1,B,8,,,,11303,Percent7nhivutionwwsmess7redagainxt510nethjleneTetrahydrkfolarexycpohjdrklaseporcigelivwremztm3at1pE4Minhibitirgconcentrat7on,,Suwscrofa,,,,1024.0,H,7587,,
252,1,B,8,,,,11303,Percemyijhibiyiohwasm3ashredagainst510MetnyleneTet3abydtofopztfs7clohydrolaseoo4cinel7verenztm2at19E6Minhibito4yc9ncentrati0n,,Sussxrofa,,,,20000.0,H,7587,,
253,1,B,8,,,,11303,Perfebtinh9vitionwzsmeacuredagainxt410MethykeheTetrqmyegofolatexgdloyydropase9orvineliversnzymeat10E7Mknhibito4yconcentrztion,,qusscrofa,,,,45766.0,H,7587,,
254,1,B,8,,,,11303,Pe4centihgifitipnwasmeasuredaga8nst510MethyoeneTsttwhyddofolzteCyclohydrolaweporc9jekicerenzyj2,,Susscr0fa,,,,6074.0,H,7587,,
255,1,B,8,,,,11303,Percentinhibu6i8nwaqmsasufedagqlmsf510MetnyleneTetrayydrifolsteCyflohydr0lzseL1210tumortissu4enaymeat10E6Minhigi6irycphcenttation,,Suxscrofa,,,,31564.0,H,7587,,
256,1,B,8,,,,11303,9ercwn6inhibitkonwasmeasursvagaunst51pMethyleneTetrztydrof9lateCtclohyc4ilaseporcinelivfrehztmes5w0E4Minh7bitor7cogcenttation,,Susxcrofa,,,,18746.0,H,7587,,
257,1,B,8,,,,11303,Compoundwas6estedfirinv9troinhibktionofr10MethgleneTeteshydrofolzteCyclohywrokasecompetkt7v3againsgo5w0metnej7ltetdaj5drofolwt3,,,,,,,H,7323,,
258,1,B,0,,,,22226,Percentijhibitioneqsmezsh5ecagalnwt510M2thyleneTetrahysrofolateReduc5ade0orc7nek9dneyemaykeat1044k7nhifitoryxoncentration,,Susxcrofa,,,,37299.0,U,7587,,
259,1,B,0,,,,22226,oedcentighlbirionwacmessurewagainsty10MethyleneTetrah5drofolatr3eductaseporsigekivndyensyms,,Susscrora,,,,35235.0,U,7587,,
260,1,B,8,,,,100249,lnhinjtiohoftDesaturaselmvolvedinerrodh2rolbiosynthesis,,aaccharom5cescrrevksiae,,,,8903.0,H,13750,,
261,1,B,0,,,,22226,Abllitgfprr2verqibleinjifitionof1alker2t65Flu0ro2deoxyuridinsPhosphogyizse,,Rattusnordeyic6s,,,,6025.0,U,7662,,
262,1,B,0,,,,22226,Avil7tyvorreversibleinhib9tkonofWalkee256tgluor92deosyuridihePhiepjorylase,,Rx6tusnofvegicus,,,,21191.0,U,7662,,
263,1,B,0,,,,22226,Irreve4sibleihmibotiojof1almer2t6FUv50hos9horulaeeex9resaedasVlVibelocitywithoutinhibitorhothahofvelocity3kthinhibiror,,Rwttusnorfeglcus,,,,1081.0,U,7662,,
264,1,F,6,,,,104698,Tewtedfo44HT3receptorantagon9st99f3ncybyabikktytojhhivitth2feflexbradycqrd7athegezoldJariqchrefiexintherst,,,,,,,H,12211,,
265,1,F,6,,,,104698,Cokp96hfwasf2stedtofitsrHT3recd9torantagonistpotencybytheirabili4yr8ighigittherdfoexfradyxardiathevezoldJarischgeflexingterat,,,,,,,H,12211,,
266,1,F,9,,,,20033,Reoa4iveabilitygpincdeasecholinwrhicwilymediaredcontractiojsinisolatesileuk0ggujn3apig,976603.0,vaviaporcelluq,,,,60730.0,D,12211,Ileum,
267,1,F,8,,,,10623,S6imulwtoeyactiv7tyofih6tagastrixpressur3waetestedintmerat,,,,,,,H,12211,,
268,1,B,8,,,,121,Decreasfof5Hgdxrriegreceptprboubdradioaxtlvuthuqingparoxetinsasaexdioligand,,,,,,,H,15453,,
269,1,F,0,,,,22226,Dosrt0geduceneuronapfirinnaga9nst5HTcfileinratsiv,,Ratt8snirv3gicus,,,,1715.0,U,11884,,
270,1,F,8,,,,12688,Antagonisticacrivi55ofcor5wspindingme5hoxyxompo7ndxga8gstserotojin5Hrreceltor,,,,,,,H,7185,,
271,1,B,9,,,,121,B9ndingaffinitjat5HTgeuphakssi5elageledaiyn3Hparoxet9ne,,Hokosapiegs,,,,15946.0,D,6876,,
272,1,B,9,,,,121,Bindinhafbin9tyat5HTrdu9takesitelabeledqi5h3Hpwr0xetimwN8data,,Homoswpkens,,,,17299.0,D,6876,,
273,1,F,8,,,,12198,8nhibu5ionofhighaffinity5H4uptxkexhconcwnttation0f1uM,,,,,,,H,11863,,
274,1,B,8,,,,12198,Ijhibitioncknstzjt8fh8ghaffigityrHTuptake,,,,,,,H,11863,,
275,1,F,8,,,,12198,MichaelisMfntenconqtant3zstepogtedf8rhiguafginityteansportof6uT,,,,,,,H,11863,,
276,1,F,8,,,,12198,Maximum4agewasdftegmjnevborhighafgimitttransportof5HT,,,,,,,H,11863,,
277,1,F,4,,,,104714,sompiundwastestexdkragon9sy8cactivityagxinst5HTupfake,,,,,,,H,4639,,
278,1,B,8,,,,10577,Inhibifionacf9nityagxinst5HT1Brece0torinrz4frontqlcortds6singrafiovkndingasxay,,,,,,,H,15796,,
279,1,B,8,,,,105,Inhibit9onaff9njtjagsinst4HT1Drecepto4inbovlnecaudahejhfleususinhdwdiobindingassqy,,fostaurus,,,,14781.0,H,15796,,
280,1,B,5,,,,104744,Bindingarfinitgto2arda5hydgoxytrypyamine1f4ceptorusinf3H5HTssrqdiopjgwnd,,fattusnorvwficus,,,,39134.0,D,12801,,
281,1,B,4,,,,104744,Tjecoh9ound2asegaouatedgorthebindjngaffinigytowards5h7drox6tryptaminewuq8ng3g5yTasradi9ligans,,,,,,,H,12801,,
282,1,B,4,,,,104744,Psrcfntinhibit98nofgindkngof30nk3H5HTto5hhdroxy4ryptamone2recfptorinratcaydat4mejb5anesat1pe4M,,,,,,,H,12120,,Membranes
283,1,B,4,,,,104744,Percentinhiniriknofbindingof30nM3n5HTto5uydroxytryptwkind2tefept0rubtatcaudatehembramesat1035M,,,,,,,H,12120,,Membranes
284,1,B,4,,,,104744,Dis9lacrkrntofnindinbob3H5HTho5hyetoxttdyptakine1receotorinratc4rebralcortex,,,,,,,H,11963,,
285,1,F,8,,,,51,cos3requirrdtorexuceneurojalfirintif5Hh1scellsbg50,,,,,,,H,11701,,
286,1,B,8,,,,51,unvitroinhibitionog3j5HT2nMbindjngt0rh7droxytryptamine1Areceptorffokhovin4n8ppocwjlis,821021.0,,,,,,H,9995,Hippocampus,
287,1,B,8,,,,51,Invitriinhibl5iojofrHDPAT1nMbindimg4oyHT1A4ec3p5oefrombovineyippocampuz,1464929.0,,,,,,H,9995,Hippocampus,
288,1,B,8,,,,51,jgvitroijhibitionof3HD9AT1mMb9ndintto5uydroxytryptamine2wr4ceotorfrombovineuil9ocxmpuw,292937.0,,,,,,H,9995,Hippocampus,
289,1,F,8,,,Invido,10576,Antagonisticactigityzt9ostaunaotid5HT1Arec3ptorwasneasuredvyifsabllity4oimyibifh6potherhiqelisitedbyscwdministtayionof8OHDoATingatrabrewdrom26352,,,,,,,H,16394,,
290,1,F,9,,,,105570,wgfexhonforsoolinsfimulatddadenylqtevyclaseactivityat5HT1D3eceptorogtuinespihsuvstantjanir4a,,Caviaporc3ilus,,,,8608.0,D,11574,,
291,1,B,8,CHO,,,279,Bincingaffinltytpwarfs5HT1vhimanclonesrecs9torinfyOcellsusing3y5HTasrqdioligsnw,,,,426.0,,,H,15779,,
292,1,B,8,,,,107,Cojppubddxs4esgerfortbedisplac3mentof12yIDOIfromfl9nehuman5hyvroxytryptaminw2wteceptor,,,,,,,H,15363,,
293,1,F,9,,,,12687,sfficsc7agzinst5hyvroxyhryptamine2Arecept9g,,Rattusno4vetisus,,,,6906.0,D,15363,,
294,1,F,8,,,,12687,Inhrinskcactigjtytowards5HT1Areveptorofrattaiia46er7,,,,,,,H,15329,,
295,1,F,8,,,,12687,Reoagivrpltencytowards5HT2Arecept0rpfdzttallxrtery,,,,,,,H,15329,,
296,1,F,8,,,,12687,Blocking5Hr2Arec2ptorjevka5edcont4aftionsofragtwikartery,,,,,,,H,15329,,
297,1,F,8,,,,12687,0adtixlwgon9smat5HT2Arecepyorwas3galuatedinoresenceofketznsdrin31pgjlnisolatesrzttailartedy,,,,,,,H,15329,,
298,1,F,8,,,,12687,Compounwwastestedfortheontrinsifsctivityavainst5uT2s3eceptk3sorfaytailar5efy,,,,,,,H,15329,,
299,1,F,8,,,,12687,Effectjvenessinbpocking5H62Ar2cept0rhediatfdsomtrac4ionsor3attaolattery,,,,,,,H,15329,,
300,1,F,9,,,,20033,Eval7ayedfortheahonishicactivit5against5HT5r3ceptorinninelwvt3icalltctomulafedruineapifildum,86914.0,Caviaporcelk6s,,,,25234.0,D,273,Ileum,
301,1,F,9,,,,20033,AgobisticactifityagainztSeritonig5HT4rec4ptorinlo2frwq8enfgfieodsy7mulatlonoggu8nea0igipeumFSGPI,2036764.0,Caviaporc2lljs,,,,21688.0,D,273,Ileum,
302,1,F,9,,,,20033,Evaluzt4dforyheagojisticxctivityagsinstSs5otomij5H5treveptlrijgonelec5ricaliyctimulatedguineapjgileum,822108.0,Cavoaporsellus,,,,28927.0,D,273,Ileum,
303,1,B,8,,,,10623,Tyebinwinbwffinitywasmsasueedon5h7droxytrypganine4recfptorusingeHGR1137o8qsexdiol9gand,,,,,,,H,12092,,
304,1,F,9,,,,10623,Antwgonistact7vktyayainst5H64refepto3mediatddrrlaaatipnofratdxrbacholcontrwc4edeqopgzgealmiec6larismucosae,,Rattysnprvegicjs,,,,2087.0,D,1317,,
305,1,B,8,,,,168,Bundingaffinitysgainst6hyd4ox6tfyltamine45ecep5or,,,,,,,H,12409,,
306,1,B,0,,,,22226,Rrkstivesomlehutivfindexvakuesvorbindingto25Obv31hydroxylxseocchickintestije,,Gallusvwllus,,,,17450.0,U,11126,,
307,1,F,0,,,,22226,Inhigi59ryeff3ct1p46Monthe25OHD3qhydr8xylasssctivity,,Hpmosapienw,,,,23842.0,U,11126,,
308,1,F,0,,,,22226,w5OHv3qhydroxtpaseactjvlty10e6Mwasmeasuferasc8ntrol,,Homodap9ens,,,,30270.0,U,11126,,
309,1,B,1,HL60,,,80156,Reoatigefonp2titifeihdexvwlueseo3bindingto25OHD31hyd3oxtlxseofh8manHL6ocells,,Homoss0iens,,360.0,,29439.0,N,11126,,
310,1,B,0,,,,22226,knmibjtoryefdect1ow6Months25hydroxyvitanknD31h7droxylazeactivitg,,Homowwpiens,,,,22850.0,U,11126,,
311,1,B,0,,,,22226,25hydtlxyvitamihD4wh6droxykwzeactigity10euMwasneasuredascontrol,,Hompsapi4ns,,,,18210.0,U,11126,,
312,1,B,7,Oocytew,,,104703,D8splacsmentof3HRo151788cromh8mabhABAxalpha1neya3gahma25eceltp3subunitsespfessedinXebopuso8vytes,,Honosapi3ns,,,,4808.0,D,17807,,
313,1,F,2,,,,100256,Chyhottypticijhibit9ryactiv8tyqgaibst2uqproteaslme,,,,,,,S,16575,,
314,1,B,2,,,,100256,Inhibi69ryactivityayainxt26Sproteasomdseg4arxtiknofIkB,,,,,,,S,15407,,
315,1,F,1,w2780,,,81034,Invitroinhiblti8nof2780DOX9variahcanc2rfspllin2,,Honosapiems,,420.0,,21214.0,N,10797,,
316,1,F,1,s2780,,,81034,Invi4toihhibitiohkf2780Socar9wncancerdellline,,nomosaliens,,621.0,,7679.0,N,10797,,
317,1,F,0,,,,22226,Relztifeactivit6onthevelouowraccumula4ionofvincristineinkultkdrugeesis6xntMDRhunaj0vaf9ancanver28o0ADcells,,jomksapiens,,,,10184.0,U,3469,,
318,1,B,3,,,,22222,Assod7stioncogstantf9rfincinvtozATT28merAATThairlin,,,,,,,M,16037,,
319,1,B,3,,,,22222,KundtixallyDefinedAssoc9ati0nCknstabtfor28me5AwTghairp9n,,,,,,,M,16037,,
320,1,B,3,,,,22222,ReactionRatePadsmeysrfor2unerzqTThairpin,,,,,,,M,16037,,
321,1,B,3,,,,22222,ReaxfionRxtsParam4trrfor28merqAhThairpin,,,,,,,M,16037,,
322,1,F,0,,,,22226,zntiviralactivityagqinatwndelopedefixientHof1inasinnl2cyslerelliczt9onaasaydxperinent1,,Homosapi2nd,,,,31901.0,U,16524,,
