fsclr,dsrtfctn(mrkr),prjctnmbr,ntdmnt(prjct-lvlbdgt),ndgnssss(mrkr),sctrd,ctstlfrdvlpmnt(mrkr),fndcntrd,chldrnsss(mrkr),prgrmmngprcss(nw),knwldgfrdvlpmnt(mrkr),dvsnnm,mxmmcdcntrbtn(prjct-lvl),cntrrgnprcnt,stts,brnchd,trddvlpmnt(mrkr),cntnntnm,rgnstnclss,cntrrgnd,pbtp,rgnlprgrm(mrkr),bdvrst(mrkr),cntnntd,cntrrgnnm,prtcptrdvlpmntndgdgvrnnc,rbnsss(mrkr),thsss(mrkr),dsbltsss(mrkr),gndrqlt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,prjctbrwsrcntrd,sctrnm,sctrprcnt,mntspnt
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural development,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural inputs,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Food crop production,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural extension,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural research,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,DJ,Not PBA,0,0,2,Djibouti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,DJ,Agricultural financial services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural policy and administrative management,0.2,1332000.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural development,0.2,1332000.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural inputs,0.1,666000.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Food crop production,0.1,666000.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural extension,0.1,666000.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural research,0.1,666000.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural services,0.1,666000.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.222,Operational,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural financial services,0.1,666000.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural development,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural inputs,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Food crop production,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural extension,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural research,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Africa,Multilateral,GN,Not PBA,0,0,2,Guinea,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GN,Agricultural financial services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural development,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural inputs,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Food crop production,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural extension,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural research,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Africa,Multilateral,GW,Not PBA,0,0,2,Guinea-Bissau,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,GW,Agricultural financial services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural development,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural inputs,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Food crop production,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural extension,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural research,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,America,Multilateral,HN,Not PBA,0,0,1,Honduras,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HN,Agricultural financial services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural policy and administrative management,0.2,72600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural development,0.2,72600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural inputs,0.1,36300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Food crop production,0.1,36300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural extension,0.1,36300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural research,0.1,36300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural services,0.1,36300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0121,Operational,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural financial services,0.1,36300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural policy and administrative management,0.2,266400.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural development,0.2,266400.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural inputs,0.1,133200.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Food crop production,0.1,133200.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural extension,0.1,133200.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural research,0.1,133200.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural services,0.1,133200.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0444,Operational,B5100,1,Africa,Multilateral,KE,Not PBA,0,0,2,Kenya,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KE,Agricultural financial services,0.1,133200.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural development,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural inputs,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Food crop production,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural extension,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural research,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,KG,Not PBA,0,0,3,Kyrgyzstan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KG,Agricultural financial services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural development,0.2,24000.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural inputs,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Food crop production,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural extension,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural research,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.004,Operational,B5100,1,Asia,Multilateral,KH,Not PBA,0,0,3,Cambodia,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KH,Agricultural financial services,0.1,12000.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0008,Operational,B5100,1,Africa,Multilateral,KM,Not PBA,0,0,2,Comoros,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KM,Agricultural policy and administrative management,0.2,4800.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0008,Operational,B5100,1,Africa,Multilateral,KM,Not PBA,0,0,2,Comoros,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KM,Agricultural development,0.2,4800.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0008,Operational,B5100,1,Africa,Multilateral,KM,Not PBA,0,0,2,Comoros,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KM,Agricultural inputs,0.1,2400.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0008,Operational,B5100,1,Africa,Multilateral,KM,Not PBA,0,0,2,Comoros,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KM,Food crop production,0.1,2400.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0008,Operational,B5100,1,Africa,Multilateral,KM,Not PBA,0,0,2,Comoros,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,KM,Agricultural extension,0.1,2400.0
