assay_id,confidence_score,variant_id,tissue_id,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
195,9,,,D,Expert,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
196,9,,,D,Expert,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
197,9,,,D,Expert,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,10116.0,
198,8,,,H,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,8,,,H,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,8,,,H,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,8,,,H,Autocuration,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,8,,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,8,,,H,Autocuration,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,8,,,H,Autocuration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,8,,,H,Autocuration,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,9,,,D,Autocuration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,9606.0,
207,8,,,H,Expert,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,8,,,H,Expert,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,8,,,H,Autocuration,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,8,,,H,Autocuration,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,8,,,H,Autocuration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,8,,,H,Autocuration,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,8,,,H,Autocuration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,8,,,H,Autocuration,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,8,,,H,Autocuration,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,8,,,H,Autocuration,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,8,,,H,Autocuration,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,8,,,H,Autocuration,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,8,,,H,Expert,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,8,,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,8,,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,8,,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,8,,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,8,,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,8,,,H,Autocuration,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,1,,,N,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
227,1,,,N,Expert,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0,
228,1,,,N,Intermediate,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0,
229,1,,,N,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
230,1,,,N,Expert,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0,
231,1,,,N,Expert,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0,
232,1,,,N,Intermediate,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0,
233,9,,,D,Expert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0,
234,9,,,D,Expert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0,
235,8,,,H,Expert,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,8,,,H,Expert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,8,,,H,Expert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,8,,,H,Expert,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,8,,,H,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,8,,,H,Autocuration,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
241,8,,,H,Autocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
242,8,,,H,Autocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0,
243,8,,,H,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,8,,,H,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
246,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
247,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
248,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
249,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
250,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
251,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
252,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
253,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0,
254,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
255,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
256,8,,,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
257,8,,,H,Autocuration,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,0,,,U,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
259,0,,,U,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0,
260,8,,,H,Expert,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0,
261,0,,,U,Autocuration,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
262,0,,,U,Autocuration,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
263,0,,,U,Autocuration,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0,
264,6,,,H,Autocuration,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,6,,,H,Autocuration,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,9,,2116.0,D,Intermediate,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0,
267,8,,,H,Expert,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,8,,,H,Autocuration,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,0,,,U,Autocuration,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116.0,
270,8,,,H,Autocuration,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,9,,,D,Expert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606.0,
272,9,,,D,Expert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606.0,
273,8,,,H,Autocuration,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,8,,,H,Autocuration,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,8,,,H,Autocuration,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,8,,,H,Autocuration,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,4,,,H,Autocuration,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,8,,,H,Expert,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,8,,,H,Expert,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,9913.0,
280,5,,,D,Autocuration,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
281,4,,,H,Autocuration,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,4,,,H,Autocuration,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,4,,,H,Autocuration,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,4,,,H,Autocuration,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,8,,,H,Autocuration,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,8,,10000000.0,H,Autocuration,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
287,8,,10000000.0,H,Autocuration,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,
288,8,,10000000.0,H,Autocuration,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
289,8,,,H,Autocuration,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,9,,,D,Intermediate,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,10141.0,
291,8,,,H,Autocuration,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,8,,,H,Autocuration,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,9,,,D,Expert,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,10116.0,
294,8,,,H,Expert,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,8,,,H,Expert,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,8,,,H,Expert,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,8,,,H,Expert,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,8,,,H,Autocuration,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
299,8,,,H,Expert,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
300,9,,2116.0,D,Intermediate,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,
301,9,,2116.0,D,Intermediate,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,,Cavia porcellus,10141.0,
302,9,,2116.0,D,Intermediate,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,
303,8,,,H,Autocuration,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,
304,9,,,D,Expert,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,Rattus norvegicus,10116.0,
305,8,,,H,Expert,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
306,0,,,U,Autocuration,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,,Gallus gallus,9031.0,
307,0,,,U,Autocuration,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,,Homo sapiens,9606.0,
308,0,,,U,Autocuration,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,,Homo sapiens,9606.0,
309,1,,,N,Autocuration,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,,Homo sapiens,9606.0,
310,0,,,U,Autocuration,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,,,Homo sapiens,9606.0,
311,0,,,U,Autocuration,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,B,,,Homo sapiens,9606.0,
312,7,,,D,Autocuration,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,B,,,Homo sapiens,9606.0,
313,2,,,S,Intermediate,16575,Chymotryptic inhibitory activity against 26S proteasome,F,,,,,
314,2,,,S,Intermediate,15407,Inhibitory activity against 26S proteasome degradation of IkB,B,,,,,
315,1,,,N,Intermediate,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,F,,,Homo sapiens,9606.0,
316,1,,,N,Intermediate,10797,In vitro inhibition of 2780/S ovarian cancer cell line,F,,,Homo sapiens,9606.0,
317,0,,,U,Autocuration,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,F,,,Homo sapiens,9606.0,
318,3,,,M,Intermediate,16037,Association constant for binding to AATT 28-mer AATT hairpin,B,,,,,
319,3,,,M,Intermediate,16037,Kinetically Defined Association Constant for 28-mer AATT hairpin.,B,,,,,
320,3,,,M,Intermediate,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,
