ASSI,ASTETY,CHEI,ASSTR,ASCETY,DOI,RELATT,CONFSCO,CUB,SI,SRASI,CI,BFO,TII,VARII
7827,,CHEMBL620888,,,9552,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7828,,CHEMBL620889,,,9552,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7829,,CHEMBL620890,,,9552,U,0,Autocuration,1,,,BAO_0000019,1969.0,
7830,,CHEMBL620891,,,11911,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7831,,CHEMBL620892,,,16618,U,0,Autocuration,1,,,BAO_0000019,,
7832,,CHEMBL621079,,,14387,N,1,Intermediate,1,,,BAO_0000218,,
7833,,CHEMBL621080,,,14387,N,1,Intermediate,1,,,BAO_0000218,,
7834,,CHEMBL621081,,,12836,N,1,Intermediate,1,,,BAO_0000218,,
7835,,CHEMBL621082,,,12836,N,1,Intermediate,1,,,BAO_0000218,,
7836,,CHEMBL621083,,,12836,N,1,Intermediate,1,,,BAO_0000218,,
7837,,CHEMBL621084,,,14339,N,1,Intermediate,1,,,BAO_0000218,,
7838,,CHEMBL621085,,,14339,N,1,Intermediate,1,,,BAO_0000218,,
7839,,CHEMBL621086,,,14339,N,1,Intermediate,1,,,BAO_0000218,,
7840,,CHEMBL621087,,,10524,N,1,Intermediate,1,,,BAO_0000218,,
7841,,CHEMBL622607,,,9994,N,1,Intermediate,1,,,BAO_0000218,,
7842,,CHEMBL622608,,,11325,N,1,Intermediate,1,,,BAO_0000218,,
7843,,CHEMBL624481,,,12536,U,0,Autocuration,1,,,BAO_0000019,,
7844,,CHEMBL624482,,,12536,U,0,Autocuration,1,,,BAO_0000019,,
7845,,CHEMBL624483,,,12536,U,0,Autocuration,1,,,BAO_0000019,,
7846,,CHEMBL624484,,,12536,U,0,Autocuration,1,,,BAO_0000019,,
7847,,CHEMBL624485,,,12536,U,0,Autocuration,1,,,BAO_0000019,,
7848,,CHEMBL624486,,,15556,N,1,Intermediate,1,,,BAO_0000218,,
7849,,CHEMBL624487,,,2809,U,0,Autocuration,1,,,BAO_0000019,,
7850,,CHEMBL624488,,,9511,U,0,Autocuration,1,,,BAO_0000019,,
7851,,CHEMBL624489,,,12818,N,1,Intermediate,1,,,BAO_0000218,,
7852,,CHEMBL625184,,,12818,N,1,Intermediate,1,,,BAO_0000218,,
7853,,CHEMBL625185,,,15118,U,0,Autocuration,1,,,BAO_0000019,,
7854,,CHEMBL875954,,,15118,U,0,Autocuration,1,,,BAO_0000019,,
7855,,CHEMBL625186,,,15118,U,0,Autocuration,1,,,BAO_0000019,,
7856,,CHEMBL625187,,,15118,U,0,Autocuration,1,,,BAO_0000019,,
7857,,CHEMBL625188,,,2632,U,0,Autocuration,1,,,BAO_0000019,,
7858,,CHEMBL625189,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
7859,,CHEMBL625190,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
7860,,CHEMBL621733,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
7861,,CHEMBL621734,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
7862,,CHEMBL621735,,,11149,N,1,Intermediate,1,,,BAO_0000218,,
7863,,CHEMBL621736,,,17796,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7864,,CHEMBL621737,,,5247,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7865,,CHEMBL621738,,,4727,N,1,Intermediate,1,,,BAO_0000218,,
7866,In vivo,CHEMBL622806,,,5654,N,1,Intermediate,1,,,BAO_0000218,,
7867,In vivo,CHEMBL623519,,,5654,N,1,Intermediate,1,,,BAO_0000218,,
7868,In vivo,CHEMBL623520,,,17260,N,1,Intermediate,1,,,BAO_0000218,,
7869,In vivo,CHEMBL623521,,,17065,N,1,Intermediate,1,,,BAO_0000218,,
7870,In vivo,CHEMBL623522,,,17671,N,1,Intermediate,1,,,BAO_0000218,,
7871,In vivo,CHEMBL623523,,,6672,N,1,Intermediate,1,,,BAO_0000218,,
7872,In vivo,CHEMBL623690,,,6673,N,1,Intermediate,1,,,BAO_0000218,,
7873,In vivo,CHEMBL623691,,,5978,N,1,Intermediate,1,,,BAO_0000218,,
7874,In vivo,CHEMBL623692,,,5978,N,1,Intermediate,1,,,BAO_0000218,,
7875,In vivo,CHEMBL623693,,,5978,N,1,Intermediate,1,,,BAO_0000218,,
7876,In vivo,CHEMBL623694,,,5978,N,1,Intermediate,1,,,BAO_0000218,,
7877,In vivo,CHEMBL623695,,,4413,N,1,Intermediate,1,,,BAO_0000218,,
7878,In vivo,CHEMBL623696,,,2661,N,1,Intermediate,1,,,BAO_0000218,,
7879,In vivo,CHEMBL623697,,,2661,N,1,Intermediate,1,,,BAO_0000218,,
7880,In vivo,CHEMBL623698,,,5005,U,0,Intermediate,1,,,BAO_0000218,1969.0,
7881,In vivo,CHEMBL623699,,,5005,U,0,Intermediate,1,,,BAO_0000218,1969.0,
7882,In vivo,CHEMBL623700,,,15765,N,1,Intermediate,1,,,BAO_0000218,,
7883,In vivo,CHEMBL623701,,,3747,N,1,Intermediate,1,,,BAO_0000218,,
7884,In vivo,CHEMBL623702,,,16366,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7885,In vivo,CHEMBL623703,,,4199,N,1,Intermediate,1,,,BAO_0000218,,
7886,In vivo,CHEMBL623704,,,17267,N,1,Intermediate,1,,,BAO_0000218,,
7887,In vivo,CHEMBL623705,,,6535,N,1,Intermediate,1,,,BAO_0000218,,
7888,In vivo,CHEMBL623706,,,6535,N,1,Intermediate,1,,,BAO_0000218,,
7889,In vivo,CHEMBL623707,,,5041,N,1,Intermediate,1,,,BAO_0000218,,
7890,In vivo,CHEMBL623708,,,5960,N,1,Intermediate,1,,,BAO_0000218,,
7891,In vivo,CHEMBL623709,,,5937,N,1,Intermediate,1,,,BAO_0000218,,
7892,In vivo,CHEMBL623710,,,5871,N,1,Intermediate,1,,,BAO_0000218,,
7893,In vivo,CHEMBL623711,,,5874,N,1,Intermediate,1,,,BAO_0000218,,
7894,In vivo,CHEMBL623712,,,6504,N,1,Intermediate,1,,,BAO_0000218,,
7895,In vivo,CHEMBL623713,,,6803,N,1,Intermediate,1,,,BAO_0000218,,
7896,In vivo,CHEMBL623714,,,5041,N,1,Intermediate,1,,,BAO_0000218,,
7897,In vivo,CHEMBL623715,,,5041,N,1,Intermediate,1,,,BAO_0000218,,
7898,In vivo,CHEMBL623716,,,1916,N,1,Intermediate,1,,,BAO_0000218,,
7899,In vivo,CHEMBL622980,,,5199,N,1,Intermediate,1,,,BAO_0000218,,
7900,In vivo,CHEMBL622981,,,16367,N,1,Intermediate,1,,,BAO_0000218,,
7901,In vivo,CHEMBL622982,,,6362,N,1,Intermediate,1,,,BAO_0000218,,
7902,In vivo,CHEMBL622983,,,15662,N,1,Intermediate,1,,,BAO_0000218,,
7903,In vivo,CHEMBL622984,,,6215,N,1,Intermediate,1,,,BAO_0000218,,
7904,In vivo,CHEMBL622985,,,1466,N,1,Intermediate,1,,,BAO_0000218,,
7905,In vivo,CHEMBL623631,,,15662,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7906,In vivo,CHEMBL623632,,,4723,N,1,Intermediate,1,,,BAO_0000218,,
7907,In vivo,CHEMBL623633,,,2792,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7908,In vivo,CHEMBL623634,,,2792,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7909,In vivo,CHEMBL623635,,,5213,N,1,Intermediate,1,,,BAO_0000218,,
7910,In vivo,CHEMBL621195,,,4687,N,1,Intermediate,1,,,BAO_0000218,,
7911,In vivo,CHEMBL621196,,,3371,N,1,Intermediate,1,,,BAO_0000218,,
7912,In vivo,CHEMBL875287,,,4690,N,1,Intermediate,1,,,BAO_0000218,,
7913,In vivo,CHEMBL621197,,,5702,N,1,Intermediate,1,,,BAO_0000218,,
7914,In vivo,CHEMBL621198,,,740,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7915,In vivo,CHEMBL621199,,,4853,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7916,In vivo,CHEMBL621200,,,5789,N,1,Intermediate,1,,,BAO_0000218,,
7917,In vivo,CHEMBL621201,,,4527,N,1,Intermediate,1,,,BAO_0000218,,
7918,In vivo,CHEMBL621202,,,4527,N,1,Intermediate,1,,,BAO_0000218,,
7919,In vivo,CHEMBL621203,,,6518,N,1,Intermediate,1,,,BAO_0000218,,
7920,In vivo,CHEMBL621204,,,6518,N,1,Intermediate,1,,,BAO_0000218,,
7921,In vivo,CHEMBL621205,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7922,In vivo,CHEMBL621206,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7923,In vivo,CHEMBL621207,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7924,In vivo,CHEMBL621208,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7925,In vivo,CHEMBL621209,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7926,In vivo,CHEMBL876484,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7927,In vivo,CHEMBL621210,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7928,In vivo,CHEMBL621211,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7929,In vivo,CHEMBL621212,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7930,In vivo,CHEMBL621213,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7931,In vivo,CHEMBL621214,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7932,In vivo,CHEMBL621215,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7933,In vivo,CHEMBL621216,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7934,In vivo,CHEMBL621217,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7935,In vivo,CHEMBL621218,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7936,In vivo,CHEMBL621219,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7937,In vivo,CHEMBL621220,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7938,In vivo,CHEMBL621221,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7939,In vivo,CHEMBL621222,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7940,In vivo,CHEMBL621223,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7941,In vivo,CHEMBL876485,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7942,In vivo,CHEMBL621224,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7943,In vivo,CHEMBL621225,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7944,In vivo,CHEMBL621226,,,9866,N,1,Intermediate,1,,,BAO_0000218,948.0,
7945,In vivo,CHEMBL621227,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7946,In vivo,CHEMBL621228,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7947,In vivo,CHEMBL621229,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7948,In vivo,CHEMBL621230,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7949,In vivo,CHEMBL621231,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7950,In vivo,CHEMBL621232,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7951,In vivo,CHEMBL621233,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7952,In vivo,CHEMBL621234,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7953,In vivo,CHEMBL621235,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7954,In vivo,CHEMBL621236,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7955,In vivo,CHEMBL621237,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7956,In vivo,CHEMBL876486,,,9866,N,1,Intermediate,1,,,BAO_0000218,2113.0,
7957,In vivo,CHEMBL622436,,,9866,N,1,Intermediate,1,,,BAO_0000218,160.0,
7958,In vivo,CHEMBL622437,,,9866,N,1,Intermediate,1,,,BAO_0000218,160.0,
7959,In vivo,CHEMBL622438,,,9866,N,1,Intermediate,1,,,BAO_0000218,160.0,
7960,In vivo,CHEMBL622439,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7961,In vivo,CHEMBL622440,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7962,In vivo,CHEMBL622441,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7963,In vivo,CHEMBL622442,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7964,In vivo,CHEMBL622443,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7965,In vivo,CHEMBL622444,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7966,In vivo,CHEMBL622445,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7967,In vivo,CHEMBL622446,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7968,In vivo,CHEMBL622447,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7969,In vivo,CHEMBL622448,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7970,In vivo,CHEMBL622449,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7971,In vivo,CHEMBL622450,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7972,In vivo,CHEMBL622451,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7973,In vivo,CHEMBL622452,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7974,In vivo,CHEMBL622453,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7975,In vivo,CHEMBL622454,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7976,In vivo,CHEMBL622455,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7977,In vivo,CHEMBL876024,,,9866,N,1,Intermediate,1,,,BAO_0000218,2107.0,
7978,In vivo,CHEMBL622456,,,2792,N,1,Intermediate,1,,,BAO_0000218,,
7979,In vivo,CHEMBL622457,,,15078,N,1,Intermediate,1,,,BAO_0000218,,
7980,In vivo,CHEMBL622458,,,15078,N,1,Intermediate,1,,,BAO_0000218,,
7981,,CHEMBL622459,,,15022,N,1,Intermediate,1,,,BAO_0000218,,
7982,,CHEMBL873343,,,15022,N,1,Intermediate,1,,,BAO_0000218,,
7983,,CHEMBL622460,,,15022,N,1,Intermediate,1,,,BAO_0000218,,
7984,,CHEMBL622461,,,4576,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7985,In vivo,CHEMBL622462,,,6681,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7986,In vivo,CHEMBL622463,,,16365,N,1,Intermediate,1,,,BAO_0000218,,
7987,In vivo,CHEMBL622464,,,16365,N,1,Intermediate,1,,,BAO_0000218,,
7988,In vivo,CHEMBL622465,,,16365,N,1,Intermediate,1,,,BAO_0000218,,
7989,In vivo,CHEMBL622466,,,16365,N,1,Intermediate,1,,,BAO_0000218,,
7990,In vivo,CHEMBL622467,,,16365,N,1,Intermediate,1,,,BAO_0000218,,
7991,,CHEMBL622468,,,6824,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7992,,CHEMBL876025,,,6685,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7993,,CHEMBL622469,,,6685,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7994,,CHEMBL622470,,,6685,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7995,In vivo,CHEMBL622471,,,15662,N,1,Intermediate,1,,,BAO_0000218,,
7996,,CHEMBL622472,,,1742,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7997,In vivo,CHEMBL622473,,,2774,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7998,In vivo,CHEMBL624282,,,5199,N,1,Intermediate,1,,,BAO_0000218,1969.0,
7999,In vivo,CHEMBL624283,,,12873,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8000,In vivo,CHEMBL624284,,,12873,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8001,In vivo,CHEMBL624285,,,1916,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8002,In vivo,CHEMBL624286,,,16367,N,1,Intermediate,1,,,BAO_0000218,,
8003,In vivo,CHEMBL624287,,,16366,N,1,Intermediate,1,,,BAO_0000218,,
8004,,CHEMBL624288,,,216,N,1,Intermediate,1,,,BAO_0000218,,
8005,In vivo,CHEMBL624289,,,6410,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8006,In vivo,CHEMBL873344,,,6410,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8007,In vivo,CHEMBL619623,,,6215,N,1,Intermediate,1,,,BAO_0000218,,
8008,In vivo,CHEMBL621399,,,3598,N,1,Expert,1,,,BAO_0000218,,
8009,In vivo,CHEMBL621400,,,4527,N,1,Intermediate,1,,,BAO_0000218,,
8010,In vivo,CHEMBL621401,,,17670,N,1,Intermediate,1,,,BAO_0000218,,
8011,,CHEMBL621402,,,1465,N,1,Intermediate,1,,,BAO_0000218,,
8012,,CHEMBL621403,,,2552,N,1,Intermediate,1,,,BAO_0000218,,
8013,In vivo,CHEMBL621121,,,5656,N,1,Intermediate,1,,,BAO_0000218,,
8014,In vivo,CHEMBL872525,,,17764,N,1,Intermediate,1,,,BAO_0000218,,
8015,,CHEMBL621122,,,5610,N,1,Intermediate,1,,,BAO_0000218,,
8016,In vivo,CHEMBL621123,,,6046,N,1,Intermediate,1,,,BAO_0000218,,
8017,In vivo,CHEMBL621124,,,5874,N,1,Intermediate,1,,,BAO_0000218,,
8018,,CHEMBL621125,,,17596,N,1,Intermediate,1,,,BAO_0000218,,
8019,In vivo,CHEMBL621126,,,17804,N,1,Intermediate,1,,,BAO_0000218,,
8020,In vivo,CHEMBL621127,,,1908,N,1,Intermediate,1,,,BAO_0000218,,
8021,In vivo,CHEMBL621128,,,2959,N,1,Intermediate,1,,,BAO_0000218,,
8022,In vivo,CHEMBL618263,,,6757,N,1,Intermediate,1,,,BAO_0000218,,
8023,In vivo,CHEMBL618264,,,6757,N,1,Intermediate,1,,,BAO_0000218,,
8024,In vivo,CHEMBL618265,,,6757,N,1,Intermediate,1,,,BAO_0000218,,
8025,In vivo,CHEMBL618266,,,4186,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8026,In vivo,CHEMBL618267,,,15662,N,1,Intermediate,1,,,BAO_0000218,,
8027,,CHEMBL618450,,,429,N,1,Intermediate,1,,,BAO_0000218,1088.0,
8028,,CHEMBL618451,,,429,N,1,Intermediate,1,,,BAO_0000218,1088.0,
8029,,CHEMBL618452,,,5546,N,1,Intermediate,1,,,BAO_0000218,,
8030,,CHEMBL618453,,,3173,N,1,Intermediate,1,,,BAO_0000218,1088.0,
8031,,CHEMBL618454,,,3173,N,1,Intermediate,1,,,BAO_0000218,1088.0,
8032,,CHEMBL618455,,,3173,N,1,Intermediate,1,,,BAO_0000218,1088.0,
8033,In vivo,CHEMBL618456,,,4257,N,1,Intermediate,1,,,BAO_0000218,,
8034,In vivo,CHEMBL618457,,,6011,N,1,Intermediate,1,,,BAO_0000218,,
8035,In vivo,CHEMBL618458,,,5472,N,1,Intermediate,1,,,BAO_0000218,,
8036,,CHEMBL618459,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8037,,CHEMBL876733,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8038,,CHEMBL618460,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8039,,CHEMBL618461,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8040,,CHEMBL618462,,,15469,U,0,Autocuration,1,,,BAO_0000019,,
8041,,CHEMBL618463,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8042,,CHEMBL618464,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8043,,CHEMBL618465,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8044,,CHEMBL618466,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8045,,CHEMBL618467,,,14346,N,1,Intermediate,1,,,BAO_0000218,,
8046,,CHEMBL618468,,,15372,N,1,Intermediate,1,,,BAO_0000218,,
8047,,CHEMBL618469,,,12935,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8048,,CHEMBL618470,,,12935,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8049,,CHEMBL618471,,,14813,U,0,Autocuration,1,,,BAO_0000218,,
8050,,CHEMBL618472,,,15792,N,1,Intermediate,1,,,BAO_0000218,,
8051,,CHEMBL618473,,,3579,U,0,Autocuration,1,,,BAO_0000218,,
8052,,CHEMBL621699,,,12487,N,1,Intermediate,1,,,BAO_0000218,,
8053,,CHEMBL621700,,,12487,N,1,Intermediate,1,,,BAO_0000218,,
8054,,CHEMBL621701,,,12487,N,1,Intermediate,1,,,BAO_0000218,,
8055,,CHEMBL621702,,,12487,N,1,Intermediate,1,,,BAO_0000218,,
8056,,CHEMBL621703,,,12487,N,1,Intermediate,1,,,BAO_0000218,,
8057,,CHEMBL621704,,,12487,N,1,Intermediate,1,,,BAO_0000218,,
8058,,CHEMBL624259,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8059,,CHEMBL624260,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8060,,CHEMBL624430,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8061,,CHEMBL624431,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8062,,CHEMBL624432,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8063,,CHEMBL624433,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8064,,CHEMBL624434,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8065,,CHEMBL624435,,,12902,N,1,Intermediate,1,,,BAO_0000218,,
8066,,CHEMBL618570,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8067,,CHEMBL618571,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8068,,CHEMBL618572,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8069,,CHEMBL618573,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8070,,CHEMBL619267,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8071,,CHEMBL619431,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8072,,CHEMBL619432,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8073,,CHEMBL619433,,,12745,N,1,Intermediate,1,,,BAO_0000218,,
8074,,CHEMBL619434,,,13298,U,0,Autocuration,1,,,BAO_0000218,1969.0,
8075,,CHEMBL619435,,,12226,N,1,Intermediate,1,,,BAO_0000218,1977.0,
8076,,CHEMBL619436,,,12634,U,0,Autocuration,1,,,BAO_0000019,1969.0,
8077,,CHEMBL619437,,,14810,N,1,Intermediate,1,,,BAO_0000218,,
8078,,CHEMBL619438,,,13889,U,0,Autocuration,1,,,BAO_0000218,,
8079,,CHEMBL619439,,,10018,N,1,Intermediate,1,,,BAO_0000218,,
8080,,CHEMBL619440,,,8758,N,1,Intermediate,1,,,BAO_0000218,,
8081,,CHEMBL619441,,,8758,U,0,Autocuration,1,,,BAO_0000218,,
8082,,CHEMBL619442,,,8758,N,1,Intermediate,1,,,BAO_0000218,,
8083,,CHEMBL875156,,,2249,U,0,Autocuration,1,,,BAO_0000019,,
8084,,CHEMBL619443,,,2249,U,0,Autocuration,1,,,BAO_0000019,,
8085,,CHEMBL619444,,,2249,U,0,Autocuration,1,,,BAO_0000019,,
8086,,CHEMBL623464,,,2249,U,0,Autocuration,1,,,BAO_0000019,,
8087,,CHEMBL623465,,,15115,N,1,Intermediate,1,,,BAO_0000218,,
8088,In vivo,CHEMBL623466,,,6518,N,1,Intermediate,1,,,BAO_0000218,,
8089,In vivo,CHEMBL623467,,,6518,N,1,Intermediate,1,,,BAO_0000218,,
8090,In vivo,CHEMBL623468,,,6249,N,1,Intermediate,1,,,BAO_0000218,,
8091,In vivo,CHEMBL622660,,,2463,N,1,Intermediate,1,,,BAO_0000218,,
8092,In vivo,CHEMBL622661,,,4969,N,1,Intermediate,1,,,BAO_0000218,,
8093,In vivo,CHEMBL622662,,,17720,N,1,Intermediate,1,,,BAO_0000218,,
8094,In vivo,CHEMBL622663,,,3457,N,1,Intermediate,1,,,BAO_0000218,,
8095,In vivo,CHEMBL622664,,,5983,N,1,Intermediate,1,,,BAO_0000218,,
8096,,CHEMBL622665,,,6295,N,1,Intermediate,1,,,BAO_0000218,,
8097,,CHEMBL622666,,,6296,N,1,Intermediate,1,,,BAO_0000218,,
8098,In vivo,CHEMBL621615,,,17686,N,1,Intermediate,1,,,BAO_0000218,,
8099,In vivo,CHEMBL621616,,,17764,N,1,Intermediate,1,,,BAO_0000218,,
8100,In vivo,CHEMBL621617,,,5503,N,1,Intermediate,1,,,BAO_0000218,,
8101,In vivo,CHEMBL621618,,,4368,N,1,Intermediate,1,,,BAO_0000218,,
8102,In vivo,CHEMBL621619,,,6005,N,1,Intermediate,1,,,BAO_0000218,,
8103,In vivo,CHEMBL621620,,,5031,N,1,Intermediate,1,,,BAO_0000218,,
8104,In vivo,CHEMBL621786,,,4890,N,1,Intermediate,1,,,BAO_0000218,,
8105,In vivo,CHEMBL621787,,,5182,N,1,Intermediate,1,,,BAO_0000218,,
8106,In vivo,CHEMBL621788,,,5979,N,1,Intermediate,1,,,BAO_0000218,,
8107,In vivo,CHEMBL621789,,,5656,N,1,Intermediate,1,,,BAO_0000218,,
8108,In vivo,CHEMBL621790,,,17804,N,1,Intermediate,1,,,BAO_0000218,,
8109,In vivo,CHEMBL621791,,,4839,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8110,In vitro,CHEMBL621792,,,5041,N,1,Intermediate,1,,,BAO_0000218,,
8111,In vitro,CHEMBL621793,,,5041,N,1,Intermediate,1,,,BAO_0000218,,
8112,In vivo,CHEMBL621794,,,5974,N,1,Intermediate,1,,,BAO_0000218,,
8113,In vivo,CHEMBL621795,,,5496,N,1,Intermediate,1,,,BAO_0000218,1969.0,
8114,In vivo,CHEMBL621796,,,5739,N,1,Intermediate,1,,,BAO_0000218,,
8115,In vivo,CHEMBL621797,,Hepatocyte,5676,N,1,Intermediate,1,,401.0,BAO_0000218,2107.0,
8116,In vivo,CHEMBL621798,,,4239,N,1,Intermediate,1,,,BAO_0000218,,
8117,In vivo,CHEMBL621799,,,5676,N,1,Intermediate,1,,,BAO_0000218,,
8118,In vivo,CHEMBL621800,,,1918,N,1,Intermediate,1,,,BAO_0000218,,
8119,In vivo,CHEMBL621801,,,17800,N,1,Intermediate,1,,,BAO_0000218,,
8120,In vivo,CHEMBL621802,,,6056,N,1,Intermediate,1,,,BAO_0000218,,
8121,In vivo,CHEMBL618596,,,5496,N,1,Intermediate,1,,,BAO_0000218,,
8122,In vivo,CHEMBL618597,,,5939,N,1,Intermediate,1,,,BAO_0000218,,
8123,In vivo,CHEMBL618598,,,5939,N,1,Intermediate,1,,,BAO_0000218,,
8124,In vivo,CHEMBL618599,,,17752,N,1,Intermediate,1,,,BAO_0000218,,
8125,In vivo,CHEMBL618600,,,4576,N,1,Intermediate,1,,,BAO_0000218,,
8126,In vivo,CHEMBL618601,,,6011,N,1,Intermediate,1,,,BAO_0000218,,
8127,In vivo,CHEMBL618602,,,5510,N,1,Intermediate,1,,,BAO_0000218,,
8128,In vivo,CHEMBL618603,,,5948,N,1,Intermediate,1,,,BAO_0000218,,
8129,Ex vivo,CHEMBL618604,,,6125,N,1,Intermediate,1,,,BAO_0000218,2107.0,
8130,In vivo,CHEMBL618605,,,4839,N,1,Intermediate,1,,,BAO_0000218,,
