assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,confidence_score,curated_by,src_id,chembl_id,cell_id,tissue_id
7675,N,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,Rattus norvegicus,A,,BAO_0000218,10130,,10116.0,1,Intermediate,1,CHEMBL876799,,955.0
7676,N,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,Rattus norvegicus,A,,BAO_0000218,10130,,10116.0,1,Intermediate,1,CHEMBL626133,,2048.0
7677,N,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,Rattus norvegicus,A,,BAO_0000218,10130,,10116.0,1,Intermediate,1,CHEMBL626134,,
7678,N,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,Rattus norvegicus,A,,BAO_0000218,6295,,10116.0,1,Intermediate,1,CHEMBL626135,,
7679,N,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,Rattus norvegicus,A,,BAO_0000218,6296,,10116.0,1,Intermediate,1,CHEMBL626136,,
7680,N,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,Rattus norvegicus,A,,BAO_0000218,6296,,10116.0,1,Intermediate,1,CHEMBL626137,,
7681,N,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,Rattus norvegicus,A,,BAO_0000218,6295,,10116.0,1,Intermediate,1,CHEMBL626138,,
7682,N,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,Rattus norvegicus,A,,BAO_0000218,6296,,10116.0,1,Intermediate,1,CHEMBL626139,,
7683,N,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,Rattus norvegicus,A,,BAO_0000218,17260,In vivo,10116.0,1,Intermediate,1,CHEMBL626140,,
7684,N,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,Rattus norvegicus,A,,BAO_0000218,17260,In vivo,10116.0,1,Intermediate,1,CHEMBL626141,,
7685,N,C24h in rat p.o. at 20 mg/kg concentration,,Rattus norvegicus,A,,BAO_0000218,17686,,10116.0,1,Intermediate,1,CHEMBL626142,,
7686,N,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627930,,2385.0
7687,N,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627931,,2385.0
7688,N,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627932,,2385.0
7689,N,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627933,,2106.0
7690,N,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627934,,2106.0
7691,N,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627935,,2106.0
7692,N,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627936,,178.0
7693,N,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627937,,178.0
7694,N,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627938,,178.0
7695,N,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627939,,178.0
7696,N,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627940,,178.0
7697,N,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627941,,178.0
7698,N,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL876800,,178.0
7699,N,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627942,,178.0
7700,N,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627943,,178.0
7701,N,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627944,,178.0
7702,N,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627945,,178.0
7703,N,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL628584,,178.0
7704,N,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL628585,,178.0
7705,N,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL628586,,178.0
7706,N,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL628587,,178.0
7707,N,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL628588,,178.0
7708,N,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL628589,,178.0
7709,N,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL625304,,178.0
7710,N,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL625305,,178.0
7711,N,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL625306,,178.0
7712,N,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL625307,,178.0
7713,N,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL625308,,178.0
7714,N,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627740,,178.0
7715,N,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627741,,178.0
7716,N,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627742,,178.0
7717,N,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627743,,178.0
7718,N,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627744,,178.0
7719,N,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627745,,10000001.0
7720,N,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627746,,10000001.0
7721,N,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627747,,10000001.0
7722,N,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL876810,,10000001.0
7723,N,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627748,,10000001.0
7724,N,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627749,,10000001.0
7725,N,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL627750,,10000001.0
7726,N,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618728,,10000001.0
7727,N,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618729,,10000001.0
7728,N,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618730,,10000001.0
7729,N,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618731,,10000001.0
7730,N,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618732,,10000001.0
7731,N,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618733,,10000001.0
7732,N,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618734,,10000001.0
7733,N,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618735,,10000001.0
7734,N,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL876602,,10000001.0
7735,N,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618736,,10000001.0
7736,N,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618737,,10000001.0
7737,N,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618738,,10000001.0
7738,N,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618739,,10000001.0
7739,N,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618740,,10000001.0
7740,N,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618741,,10000001.0
7741,N,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618742,,10000001.0
7742,N,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,Rattus norvegicus,A,,BAO_0000218,9866,In vivo,10116.0,1,Intermediate,1,CHEMBL618743,,10000001.0
7743,N,Half-life from rat plasma at a single oral dose of 25 mg/kg,,Rattus norvegicus,A,,BAO_0000218,17752,In vivo,10116.0,1,Intermediate,1,CHEMBL618744,,1969.0
7744,N,Half-life in male rat,,Rattus norvegicus,A,,BAO_0000218,5610,,10116.0,1,Intermediate,1,CHEMBL618745,,
7745,N,Half-life in rat after peroral administration at 10 mg/kg concentration,,Rattus norvegicus,A,,BAO_0000218,5939,In vivo,10116.0,1,Intermediate,1,CHEMBL620479,,
7746,N,Half-life in rat after peroral administration at 5 mg/kg concentration,,Rattus norvegicus,A,,BAO_0000218,5939,In vivo,10116.0,1,Intermediate,1,CHEMBL620480,,
7747,N,Half-life in rat at a dose of 3 mg/kg,,Rattus norvegicus,A,,BAO_0000218,17771,In vivo,10116.0,1,Intermediate,1,CHEMBL620481,,
7748,N,Half-life was evaluated in rats,,Rattus norvegicus,A,,BAO_0000218,1974,,10116.0,1,Intermediate,1,CHEMBL620482,,
7749,N,Half-life was measured in rat,,Rattus norvegicus,A,,BAO_0000218,4239,,10116.0,1,Intermediate,1,CHEMBL876603,,
7750,N,Half-life period for the compound was determined in rats at 50 mg/kg dose,,Rattus norvegicus,A,,BAO_0000218,6681,In vivo,10116.0,1,Intermediate,1,CHEMBL620483,,
7751,N,Half-life period in rats after intravenous administration at 5 mg/kg,,Rattus norvegicus,A,,BAO_0000218,17752,In vivo,10116.0,1,Intermediate,1,CHEMBL620484,,
7752,N,Half-life period in rat at 10 mg/kg,,Rattus norvegicus,A,,BAO_0000218,6046,In vivo,10116.0,1,Intermediate,1,CHEMBL620485,,
7753,N,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,Rattus norvegicus,A,,BAO_0000218,6685,In vivo,10116.0,1,Intermediate,1,CHEMBL620486,,
7754,N,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,Rattus norvegicus,A,,BAO_0000218,6685,In vivo,10116.0,1,Intermediate,1,CHEMBL620487,,
7755,N,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,Rattus norvegicus,A,,BAO_0000218,6685,In vivo,10116.0,1,Intermediate,1,CHEMBL620488,,
7756,N,Half-life time in rat the dose of 2 mg/kg,,Rattus norvegicus,A,,BAO_0000218,4727,In vivo,10116.0,1,Intermediate,1,CHEMBL620489,,
7757,N,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,Rattus norvegicus,A,,BAO_0000218,1088,In vivo,10116.0,1,Intermediate,1,CHEMBL620490,,
7758,N,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,Rattus norvegicus,A,,BAO_0000218,5610,In vivo,10116.0,1,Intermediate,1,CHEMBL620491,,
7759,N,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,Rattus norvegicus,A,,BAO_0000218,3032,In vivo,10116.0,1,Intermediate,1,CHEMBL876604,,1969.0
7760,N,Oral half life was determined,,Rattus norvegicus,A,,BAO_0000218,5199,In vivo,10116.0,1,Intermediate,1,CHEMBL620492,,
7761,N,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,Rattus norvegicus,A,,BAO_0000218,14941,In vivo,10116.0,1,Intermediate,1,CHEMBL620493,,
7762,N,Pharmacokinetic property (t1/2) in rat,,Rattus norvegicus,A,,BAO_0000218,4408,In vivo,10116.0,1,Intermediate,1,CHEMBL620494,,
7763,N,Plasma elimination half-life was determined,,Rattus norvegicus,A,,BAO_0000218,2552,,10116.0,1,Intermediate,1,CHEMBL620495,,1969.0
7764,N,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,Rattus norvegicus,A,,BAO_0000218,5199,In vivo,10116.0,1,Intermediate,1,CHEMBL620496,,1969.0
7765,N,Plasma half life was observed after intravenous administration in rat,,Rattus norvegicus,A,,BAO_0000218,15662,In vivo,10116.0,1,Intermediate,1,CHEMBL620497,,1969.0
7766,N,Plasma half-life was determined,,Rattus norvegicus,A,,BAO_0000218,1465,,10116.0,1,Intermediate,1,CHEMBL620498,,1969.0
7767,N,Plasma half-life following oral administration in Fisher rats,,Rattus norvegicus,A,,BAO_0000218,1446,In vivo,10116.0,1,Intermediate,1,CHEMBL620499,,1969.0
7768,N,Plasma half-life in rat,,Rattus norvegicus,A,,BAO_0000218,6824,,10116.0,1,Intermediate,1,CHEMBL620500,,1969.0
7769,N,Plasmatic Half-life after intravenous administration to rat,,Rattus norvegicus,A,,BAO_0000218,17533,In vivo,10116.0,1,Intermediate,1,CHEMBL873809,,1969.0
7770,N,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,Rattus norvegicus,A,,BAO_0000218,5979,In vivo,10116.0,1,Intermediate,1,CHEMBL620501,,
7771,N,Terminal half life after intravenous administration (1 mg/kg) in rat,,Rattus norvegicus,A,,BAO_0000218,4689,In vivo,10116.0,1,Intermediate,1,CHEMBL620502,,
7772,N,Terminal half life in Rat at a oral dose of 5 mg/kg,,Rattus norvegicus,A,,BAO_0000218,4689,In vivo,10116.0,1,Intermediate,1,CHEMBL620503,,
7773,N,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,Rattus norvegicus,A,,BAO_0000218,2463,In vivo,10116.0,1,Intermediate,1,CHEMBL620504,,
7774,N,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,Rattus norvegicus,A,,BAO_0000218,4883,In vivo,10116.0,1,Intermediate,1,CHEMBL876605,,
7775,N,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,Rattus norvegicus,A,,BAO_0000218,4883,In vivo,10116.0,1,Intermediate,1,CHEMBL620505,,
7776,N,plasma half life was observed after intravenous administration in rat,,Rattus norvegicus,A,,BAO_0000218,15662,In vivo,10116.0,1,Intermediate,1,CHEMBL873811,,1969.0
7777,N,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,Rattus norvegicus,A,,BAO_0000218,3598,In vivo,10116.0,1,Expert,1,CHEMBL624016,,
7778,N,Half life of compound determined in rat,,Rattus norvegicus,A,,BAO_0000218,4576,,10116.0,1,Intermediate,1,CHEMBL624017,,
7779,N,Mean residence time determined in rat,,Rattus norvegicus,A,,BAO_0000218,4576,,10116.0,1,Intermediate,1,CHEMBL624018,,
7780,N,Plasma half life determined in rat,,Rattus norvegicus,A,,BAO_0000218,4576,,10116.0,1,Intermediate,1,CHEMBL624019,,
7781,N,Compound was evaluated for Tmax in brain after intravenous administration in male rats,,Rattus norvegicus,A,,BAO_0000218,4910,In vivo,10116.0,1,Intermediate,1,CHEMBL624020,,955.0
7782,N,Compound was evaluated for pharmacokinetic parameter maximum time period,,Rattus norvegicus,A,,BAO_0000218,4891,In vivo,10116.0,1,Intermediate,1,CHEMBL624201,,
7783,N,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,Rattus norvegicus,A,,BAO_0000218,429,In vivo,10116.0,1,Intermediate,1,CHEMBL872528,,
7784,N,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,Rattus norvegicus,A,,BAO_0000218,5974,In vivo,10116.0,1,Intermediate,1,CHEMBL624202,,
