ASSI,ASSSUBCEFRA,ASCT,ASST,CONFSC,CURAB,ASSTTY,DI,ASSOR,BAFO,CEI,ASSTIS,ASSCA,VARII,Ti,SRI,RELATIT,SRASI,CHI,TISI
7739,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Bone,,,50597,1,N,,CHEMBL618740,10000001.0
7740,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Bone,,,50597,1,N,,CHEMBL618741,10000001.0
7741,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Bone,,,50597,1,N,,CHEMBL618742,10000001.0
7742,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Bone,,,50597,1,N,,CHEMBL618743,10000001.0
7743,,,A,1,Intermediate,In vivo,17752,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL618744,1969.0
7744,,,A,1,Intermediate,,5610,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL618745,
7745,,,A,1,Intermediate,In vivo,5939,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620479,
7746,,,A,1,Intermediate,In vivo,5939,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620480,
7747,,,A,1,Intermediate,In vivo,17771,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620481,
7748,,,A,1,Intermediate,,1974,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620482,
7749,,,A,1,Intermediate,,4239,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL876603,
7750,,,A,1,Intermediate,In vivo,6681,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620483,
7751,,,A,1,Intermediate,In vivo,17752,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620484,
7752,,,A,1,Intermediate,In vivo,6046,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620485,
7753,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620486,
7754,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620487,
7755,,,A,1,Intermediate,In vivo,6685,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620488,
7756,,,A,1,Intermediate,In vivo,4727,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620489,
7757,,,A,1,Intermediate,In vivo,1088,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620490,
7758,,,A,1,Intermediate,In vivo,5610,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620491,
7759,,,A,1,Intermediate,In vivo,3032,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL876604,1969.0
7760,,,A,1,Intermediate,In vivo,5199,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620492,
7761,,,A,1,Intermediate,In vivo,14941,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620493,
7762,,,A,1,Intermediate,In vivo,4408,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620494,
7763,,,A,1,Intermediate,,2552,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620495,1969.0
7764,,,A,1,Intermediate,In vivo,5199,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620496,1969.0
7765,,,A,1,Intermediate,In vivo,15662,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620497,1969.0
7766,,,A,1,Intermediate,,1465,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620498,1969.0
7767,,,A,1,Intermediate,In vivo,1446,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620499,1969.0
7768,,,A,1,Intermediate,,6824,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620500,1969.0
7769,,,A,1,Intermediate,In vivo,17533,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL873809,1969.0
7770,,,A,1,Intermediate,In vivo,5979,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620501,
7771,,,A,1,Intermediate,In vivo,4689,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620502,
7772,,,A,1,Intermediate,In vivo,4689,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620503,
7773,,,A,1,Intermediate,In vivo,2463,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620504,
7774,,,A,1,Intermediate,In vivo,4883,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL876605,
7775,,,A,1,Intermediate,In vivo,4883,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL620505,
7776,,,A,1,Intermediate,In vivo,15662,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL873811,1969.0
7777,,,A,1,Expert,In vivo,3598,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624016,
7778,,,A,1,Intermediate,,4576,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624017,
7779,,,A,1,Intermediate,,4576,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624018,
7780,,,A,1,Intermediate,,4576,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624019,
7781,,,A,1,Intermediate,In vivo,4910,Rattus norvegicus,BAO_0000218,,Brain,,,50597,1,N,,CHEMBL624020,955.0
7782,,,A,1,Intermediate,In vivo,4891,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624201,
7783,,,A,1,Intermediate,In vivo,429,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL872528,
7784,,,A,1,Intermediate,In vivo,5974,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624202,
7785,,,A,1,Intermediate,In vivo,5974,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624203,
7786,,,A,1,Intermediate,In vivo,5974,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624350,
7787,,,A,1,Intermediate,In vivo,5974,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621320,
7788,,,A,1,Intermediate,In vivo,17582,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621321,
7789,,,A,1,Intermediate,,4026,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621322,
7790,,,A,1,Intermediate,In vivo,4890,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621323,
7791,,,A,1,Intermediate,In vivo,6571,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621324,
7792,,,A,1,Intermediate,,4727,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621325,
7793,,,A,1,Intermediate,In vivo,17651,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL875837,1969.0
7794,,,A,1,Intermediate,In vivo,17651,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621326,1969.0
7795,,,A,1,Intermediate,In vivo,14465,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621327,
7796,,,A,1,Intermediate,In vivo,14941,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621328,
7797,,,A,1,Intermediate,In vivo,5960,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621329,
7798,,,A,1,Intermediate,In vivo,5022,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621330,
7799,,,A,1,Intermediate,In vivo,4408,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621331,
7800,,,A,1,Intermediate,In vivo,5983,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621332,
7801,,,A,1,Intermediate,In vivo,4689,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621333,
7802,,,A,1,Intermediate,In vivo,2792,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621334,
7803,,,A,1,Intermediate,,15011,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL621335,
7804,,,A,1,Intermediate,,14180,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621336,
7805,,,A,1,Intermediate,,14180,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621337,
7806,,,A,1,Intermediate,,14599,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621338,
7807,,,A,1,Intermediate,,14599,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL875838,
7808,,,A,1,Intermediate,,14599,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621339,
7809,,,A,1,Intermediate,,14599,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621340,
7810,,,A,0,Autocuration,,15675,,BAO_0000218,,,,,22224,1,U,,CHEMBL621341,
7811,,,A,0,Autocuration,,12706,,BAO_0000019,,,,,22224,1,U,,CHEMBL621342,
7812,,,A,0,Autocuration,,12706,,BAO_0000019,,,,,22224,1,U,,CHEMBL621343,
7813,,,A,1,Intermediate,,9750,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL621344,
7814,,,A,1,Intermediate,,9750,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL621345,
7815,,,A,0,Autocuration,,14691,,BAO_0000019,,,,,22224,1,U,,CHEMBL621346,
7816,,,A,0,Autocuration,,14691,,BAO_0000218,,,,,22224,1,U,,CHEMBL621347,
7817,,,A,1,Intermediate,,14691,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621348,
7818,,,A,0,Autocuration,,2939,,BAO_0000019,,Blood,,,22224,1,U,,CHEMBL621349,178.0
7819,,,A,0,Autocuration,,2939,,BAO_0000019,,Blood,,,22224,1,U,,CHEMBL621350,178.0
7820,,,A,0,Autocuration,,2939,,BAO_0000019,,Blood,,,22224,1,U,,CHEMBL875839,178.0
7821,,,A,0,Autocuration,,2939,,BAO_0000019,,Blood,,,22224,1,U,,CHEMBL620211,178.0
7822,,,A,0,Autocuration,,2939,,BAO_0000019,,Blood,,,22224,1,U,,CHEMBL620212,178.0
7823,,,A,0,Autocuration,,2939,,BAO_0000019,,Blood,,,22224,1,U,,CHEMBL620213,178.0
7824,,,A,1,Intermediate,,9552,Macaca mulatta,BAO_0000218,,Plasma,,,50797,1,N,,CHEMBL620214,1969.0
7825,,,A,1,Intermediate,,9552,Macaca mulatta,BAO_0000218,,Plasma,,,50797,1,N,,CHEMBL620215,1969.0
7826,,,A,1,Intermediate,,9552,Macaca mulatta,BAO_0000218,,Plasma,,,50797,1,N,,CHEMBL620216,1969.0
7827,,,A,1,Intermediate,,9552,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,N,,CHEMBL620888,1969.0
7828,,,A,1,Intermediate,,9552,Canis lupus familiaris,BAO_0000218,,Plasma,,,50588,1,N,,CHEMBL620889,1969.0
7829,,,A,0,Autocuration,,9552,,BAO_0000019,,Plasma,,,22224,1,U,,CHEMBL620890,1969.0
7830,,,A,1,Intermediate,,11911,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL620891,1969.0
7831,,,A,0,Autocuration,,16618,,BAO_0000019,,,,,22224,1,U,,CHEMBL620892,
7832,,,A,1,Intermediate,,14387,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL621079,
7833,,,A,1,Intermediate,,14387,Mus musculus,BAO_0000218,,,,,50594,1,N,,CHEMBL621080,
7834,,,A,1,Intermediate,,12836,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621081,
7835,,,A,1,Intermediate,,12836,Cricetinae,BAO_0000218,,,,,100712,1,N,,CHEMBL621082,
7836,,,A,1,Intermediate,,12836,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621083,
7837,,,A,1,Intermediate,,14339,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621084,
7838,,,A,1,Intermediate,,14339,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621085,
7839,,,A,1,Intermediate,,14339,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621086,
7840,,,A,1,Intermediate,,10524,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL621087,
7841,,,A,1,Intermediate,,9994,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL622607,
7842,,,A,1,Intermediate,,11325,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL622608,
7843,,,A,0,Autocuration,,12536,,BAO_0000019,,,,,22224,1,U,,CHEMBL624481,
7844,,,A,0,Autocuration,,12536,,BAO_0000019,,,,,22224,1,U,,CHEMBL624482,
7845,,,A,0,Autocuration,,12536,,BAO_0000019,,,,,22224,1,U,,CHEMBL624483,
7846,,,A,0,Autocuration,,12536,,BAO_0000019,,,,,22224,1,U,,CHEMBL624484,
7847,,,A,0,Autocuration,,12536,,BAO_0000019,,,,,22224,1,U,,CHEMBL624485,
7848,,,A,1,Intermediate,,15556,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624486,
7849,,,A,0,Autocuration,,2809,,BAO_0000019,,,,,22224,1,U,,CHEMBL624487,
7850,,,A,0,Autocuration,,9511,,BAO_0000019,,,,,22224,1,U,,CHEMBL624488,
7851,,,A,1,Intermediate,,12818,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL624489,
7852,,,A,1,Intermediate,,12818,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL625184,
7853,,,A,0,Autocuration,,15118,,BAO_0000019,,,,,22224,1,U,,CHEMBL625185,
7854,,,A,0,Autocuration,,15118,,BAO_0000019,,,,,22224,1,U,,CHEMBL875954,
7855,,,A,0,Autocuration,,15118,,BAO_0000019,,,,,22224,1,U,,CHEMBL625186,
7856,,,A,0,Autocuration,,15118,,BAO_0000019,,,,,22224,1,U,,CHEMBL625187,
7857,,,A,0,Autocuration,,2632,,BAO_0000019,,,,,22224,1,U,,CHEMBL625188,
7858,,,A,1,Intermediate,,14346,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625189,
7859,,,A,1,Intermediate,,14346,Canis lupus familiaris,BAO_0000218,,,,,50588,1,N,,CHEMBL625190,
7860,,,A,1,Intermediate,,14346,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621733,
7861,,,A,1,Intermediate,,14346,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621734,
7862,,,A,1,Intermediate,,11149,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621735,
7863,,,A,1,Intermediate,,17796,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621736,1969.0
7864,,,A,1,Intermediate,,5247,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621737,1969.0
7865,,,A,1,Intermediate,,4727,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621738,
7866,,,A,1,Intermediate,In vivo,5654,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622806,
7867,,,A,1,Intermediate,In vivo,5654,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623519,
7868,,,A,1,Intermediate,In vivo,17260,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623520,
7869,,,A,1,Intermediate,In vivo,17065,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623521,
7870,,,A,1,Intermediate,In vivo,17671,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623522,
7871,,,A,1,Intermediate,In vivo,6672,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623523,
7872,,,A,1,Intermediate,In vivo,6673,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623690,
7873,,,A,1,Intermediate,In vivo,5978,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623691,
7874,,,A,1,Intermediate,In vivo,5978,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623692,
7875,,,A,1,Intermediate,In vivo,5978,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623693,
7876,,,A,1,Intermediate,In vivo,5978,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623694,
7877,,,A,1,Intermediate,In vivo,4413,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623695,
7878,,,A,1,Intermediate,In vivo,2661,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623696,
7879,,,A,1,Intermediate,In vivo,2661,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623697,
7880,,,A,0,Intermediate,In vivo,5005,Macaca mulatta,BAO_0000218,,Plasma,,,22224,1,U,,CHEMBL623698,1969.0
7881,,,A,0,Intermediate,In vivo,5005,Rattus norvegicus,BAO_0000218,,Plasma,,,22224,1,U,,CHEMBL623699,1969.0
7882,,,A,1,Intermediate,In vivo,15765,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623700,
7883,,,A,1,Intermediate,In vivo,3747,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623701,
7884,,,A,1,Intermediate,In vivo,16366,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL623702,1969.0
7885,,,A,1,Intermediate,In vivo,4199,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623703,
7886,,,A,1,Intermediate,In vivo,17267,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623704,
7887,,,A,1,Intermediate,In vivo,6535,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623705,
7888,,,A,1,Intermediate,In vivo,6535,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623706,
7889,,,A,1,Intermediate,In vivo,5041,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623707,
7890,,,A,1,Intermediate,In vivo,5960,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623708,
7891,,,A,1,Intermediate,In vivo,5937,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623709,
7892,,,A,1,Intermediate,In vivo,5871,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623710,
7893,,,A,1,Intermediate,In vivo,5874,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623711,
7894,,,A,1,Intermediate,In vivo,6504,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623712,
7895,,,A,1,Intermediate,In vivo,6803,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623713,
7896,,,A,1,Intermediate,In vivo,5041,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623714,
7897,,,A,1,Intermediate,In vivo,5041,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623715,
7898,,,A,1,Intermediate,In vivo,1916,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623716,
7899,,,A,1,Intermediate,In vivo,5199,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622980,
7900,,,A,1,Intermediate,In vivo,16367,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622981,
7901,,,A,1,Intermediate,In vivo,6362,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622982,
7902,,,A,1,Intermediate,In vivo,15662,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622983,
7903,,,A,1,Intermediate,In vivo,6215,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622984,
7904,,,A,1,Intermediate,In vivo,1466,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL622985,
7905,,,A,1,Intermediate,In vivo,15662,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL623631,1969.0
7906,,,A,1,Intermediate,In vivo,4723,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623632,
7907,,,A,1,Intermediate,In vivo,2792,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL623633,1969.0
7908,,,A,1,Intermediate,In vivo,2792,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL623634,1969.0
7909,,,A,1,Intermediate,In vivo,5213,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL623635,
7910,,,A,1,Intermediate,In vivo,4687,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621195,
7911,,,A,1,Intermediate,In vivo,3371,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621196,
7912,,,A,1,Intermediate,In vivo,4690,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL875287,
7913,,,A,1,Intermediate,In vivo,5702,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621197,
7914,,,A,1,Intermediate,In vivo,740,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621198,1969.0
7915,,,A,1,Intermediate,In vivo,4853,Rattus norvegicus,BAO_0000218,,Plasma,,,50597,1,N,,CHEMBL621199,1969.0
7916,,,A,1,Intermediate,In vivo,5789,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621200,
7917,,,A,1,Intermediate,In vivo,4527,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621201,
7918,,,A,1,Intermediate,In vivo,4527,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621202,
7919,,,A,1,Intermediate,In vivo,6518,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621203,
7920,,,A,1,Intermediate,In vivo,6518,Rattus norvegicus,BAO_0000218,,,,,50597,1,N,,CHEMBL621204,
7921,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621205,948.0
7922,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621206,948.0
7923,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621207,948.0
7924,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621208,948.0
7925,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621209,948.0
7926,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL876484,948.0
7927,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621210,948.0
7928,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621211,948.0
7929,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621212,948.0
7930,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621213,948.0
7931,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621214,948.0
7932,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621215,948.0
7933,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621216,948.0
7934,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621217,948.0
7935,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621218,948.0
7936,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621219,948.0
7937,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621220,948.0
7938,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621221,948.0
7939,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621222,948.0
7940,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621223,948.0
7941,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL876485,948.0
7942,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621224,948.0
7943,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621225,948.0
7944,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Heart,,,50597,1,N,,CHEMBL621226,948.0
7945,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621227,2113.0
7946,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621228,2113.0
7947,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621229,2113.0
7948,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621230,2113.0
7949,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621231,2113.0
7950,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621232,2113.0
7951,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621233,2113.0
7952,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621234,2113.0
7953,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621235,2113.0
7954,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621236,2113.0
7955,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL621237,2113.0
7956,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Kidney,,,50597,1,N,,CHEMBL876486,2113.0
7957,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL622436,160.0
7958,,,A,1,Intermediate,In vivo,9866,Rattus norvegicus,BAO_0000218,,Intestine,,,50597,1,N,,CHEMBL622437,160.0
