Fiscal year,Enviromental sustainability (marker),Organisation sub-class,Sector ID,CIDA business delivery model (old),Untied amount(Project-level budget),Programming process (new),Organisation class,FSTC percent,Division ID,Fund centre name,ICT as a tool for development (marker),Project number,Continent name,Climate change mitigation (marker),Section ID,Bilateral aid (international marker),Gender equality (marker),Organisation ID,Branch ID,Climate change adaptation (marker),Desertification (marker),Division name,CountryRegion ID,Urban issues (marker),Status,Maximum CIDA contribution (project-level),Branch name,Section name,Regional program (marker),Fund centre ID,IRTC percent,CFLI (marker),PBA type,Participatory development and good governance,Trade development (marker),Biodiversity (marker),Children issues (marker)
2009/2010,1,FEDERAL,11220,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,11220,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,12220,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,12220,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,13030,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,13030,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,15110,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,15110,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,11220,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,11220,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,12220,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,12220,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,13030,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,13030,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,FEDERAL,15110,Responsive,0.0,Uncoded: Pre-APP,Governmental,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,10050,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,1,Unknown,15110,Responsive,0.0,Uncoded: Pre-APP,Unknown,1.0,D4400,*Southern Cone,0,A020910001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,50,0,Closed,1488850.78,NGM Americas,South America,1,4422,0.0,0,Not PBA,1,0,0,1
2009/2010,0,COLLEGE,12110,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,*Southern Cone,1,A020910017,America,0,S4413,1,1,1005645,B4400,0,0,NDD Americas Programming,PY,0,Closed,861997.0,NGM Americas,South America,1,4422,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COLLEGE,12181,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,*Southern Cone,1,A020910017,America,0,S4413,1,1,1005645,B4400,0,0,NDD Americas Programming,PY,0,Closed,861997.0,NGM Americas,South America,1,4422,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COLLEGE,12230,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,*Southern Cone,1,A020910017,America,0,S4413,1,1,1005645,B4400,0,0,NDD Americas Programming,PY,0,Closed,861997.0,NGM Americas,South America,1,4422,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COLLEGE,12281,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,*Southern Cone,1,A020910017,America,0,S4413,1,1,1005645,B4400,0,0,NDD Americas Programming,PY,0,Closed,861997.0,NGM Americas,South America,1,4422,0.0,0,Not PBA,0,0,0,0
2009/2010,0,PROFESSIONAL ASSOCIATION,15130,Responsive,329838.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Bolivia,0,A020910018,America,0,S4413,1,2,1003044,B4400,0,0,NDD Americas Programming,BO,0,Closed,329838.0,NGM Americas,South America,0,4416,0.0,0,Not PBA,1,0,0,0
2009/2010,0,PROFESSIONAL ASSOCIATION,15160,Responsive,329838.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Bolivia,0,A020910018,America,0,S4413,1,2,1003044,B4400,0,0,NDD Americas Programming,BO,0,Closed,329838.0,NGM Americas,South America,0,4416,0.0,0,Not PBA,1,0,0,0
2009/2010,1,UNIVERSITY,15110,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Brazil,1,A020911008,America,0,S4413,1,0,1000510,B4400,0,0,NDD Americas Programming,BR,0,Closed,2531353.0,NGM Americas,South America,0,4418,0.0,0,Not PBA,1,0,0,0
2009/2010,1,UNIVERSITY,15153,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Brazil,1,A020911008,America,0,S4413,1,0,1000510,B4400,0,0,NDD Americas Programming,BR,0,Closed,2531353.0,NGM Americas,South America,0,4418,0.0,0,Not PBA,1,0,0,0
2009/2010,1,UNIVERSITY,41010,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Brazil,1,A020911008,America,0,S4413,1,0,1000510,B4400,0,0,NDD Americas Programming,BR,0,Closed,2531353.0,NGM Americas,South America,0,4418,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,12281,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Brazil,1,A020911009,America,0,S4413,1,2,1000356,B4400,0,0,NDD Americas Programming,BR,0,Closed,1713817.92,NGM Americas,South America,0,4418,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,25010,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Brazil,1,A020911009,America,0,S4413,1,2,1000356,B4400,0,0,NDD Americas Programming,BR,0,Closed,1713817.92,NGM Americas,South America,0,4418,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,32130,Responsive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Brazil,1,A020911009,America,0,S4413,1,2,1000356,B4400,0,0,NDD Americas Programming,BR,0,Closed,1713817.92,NGM Americas,South America,0,4418,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15150,Directive,4899012.2,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A020982001,Africa,0,S4287,1,2,1000282,B4200,0,0,WWD West & Central Africa,CD,0,Closed,4899012.2,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,24040,Directive,4899012.2,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A020982001,Africa,0,S4287,1,2,1000282,B4200,0,0,WWD West & Central Africa,CD,0,Closed,4899012.2,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15130,Directive,17121139.37,Uncoded: Pre-APP,Civil Society,1.0,D4100,Bangladesh,0,A021170001,Asia,0,S4122,1,1,1001114,B4100,0,0,OAD Asia Programming,BD,0,Closed,17121139.37,OGM Asia Pacific,Bangladesh Section,0,4122,0.0,0,Not PBA,1,0,0,1
2009/2010,0,CONSULTING SERVICES,15130,Directive,17121139.37,Uncoded: Pre-APP,Civil Society,1.0,D4100,Bangladesh,0,A021170001,Asia,0,S4122,1,1,1009240,B4100,0,0,OAD Asia Programming,BD,0,Closed,17121139.37,OGM Asia Pacific,Bangladesh Section,0,4122,0.0,0,Not PBA,1,0,0,1
2009/2010,0,CONSULTANT,15110,Directive,246397.97,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021224002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,246397.97,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,15150,Directive,246397.97,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021224002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,246397.97,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,24040,Directive,246397.97,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021224002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,246397.97,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,12110,Directive,6566164.53,Uncoded: Pre-APP,Civil Society,1.0,D4100,Pakistan,0,A021236001,Asia,0,S4141,1,1,1000601,B4100,0,0,OAD Asia Programming,PK,0,Closed,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12110,Directive,6566164.53,Uncoded: Pre-APP,Civil Society,1.0,D4100,Pakistan,0,A021236001,Asia,0,S4141,1,1,1004565,B4100,0,0,OAD Asia Programming,PK,0,Closed,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12281,Directive,6566164.53,Uncoded: Pre-APP,Civil Society,1.0,D4100,Pakistan,0,A021236001,Asia,0,S4141,1,1,1000601,B4100,0,0,OAD Asia Programming,PK,0,Closed,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12281,Directive,6566164.53,Uncoded: Pre-APP,Civil Society,1.0,D4100,Pakistan,0,A021236001,Asia,0,S4141,1,1,1004565,B4100,0,0,OAD Asia Programming,PK,0,Closed,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,0,0,0,0
2009/2010,1,ASSOCIATIONS,11420,Directive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Bolivia,0,A021314PRE,America,0,S4413,1,1,1013670,B4400,0,0,NDD Americas Programming,BO,0,Closed,273083.86,NGM Americas,South America,0,4416,0.0,0,Not PBA,1,0,0,0
2009/2010,1,ASSOCIATIONS,32262,Directive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Bolivia,0,A021314PRE,America,0,S4413,1,1,1013670,B4400,0,0,NDD Americas Programming,BO,0,Closed,273083.86,NGM Americas,South America,0,4416,0.0,0,Not PBA,1,0,0,0
2009/2010,1,ASSOCIATIONS,41081,Directive,0.0,Uncoded: Pre-APP,Civil Society,1.0,D4400,Bolivia,0,A021314PRE,America,0,S4413,1,1,1013670,B4400,0,0,NDD Americas Programming,BO,0,Closed,273083.86,NGM Americas,South America,0,4416,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15150,Directive,611160.56,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A021334002,Africa,0,S4227,1,0,1000517,B4200,0,0,WED Southern & Eastern Africa,X1,0,Terminating,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15150,Directive,611160.56,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A021334002,Africa,0,S4227,1,0,1000932,B4200,0,0,WED Southern & Eastern Africa,X1,0,Terminating,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,22010,Directive,611160.56,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A021334002,Africa,0,S4227,1,0,1000517,B4200,0,0,WED Southern & Eastern Africa,X1,0,Terminating,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,22010,Directive,611160.56,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A021334002,Africa,0,S4227,1,0,1000932,B4200,0,0,WED Southern & Eastern Africa,X1,0,Terminating,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,23210,Directive,611160.56,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A021334002,Africa,0,S4227,1,0,1000517,B4200,0,0,WED Southern & Eastern Africa,X1,0,Terminating,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,23210,Directive,611160.56,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A021334002,Africa,0,S4227,1,0,1000932,B4200,0,0,WED Southern & Eastern Africa,X1,0,Terminating,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,15150,Directive,2694419.4,Uncoded: Pre-APP,Governmental,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,10050,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNIVERSITY,15150,Directive,2694419.4,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,1009838,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15150,Directive,2694419.4,Uncoded: Pre-APP,Governmental,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,10050,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNIVERSITY,15150,Directive,2694419.4,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,1009838,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15150,Directive,2694419.4,Uncoded: Pre-APP,Governmental,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,10050,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNIVERSITY,15150,Directive,2694419.4,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,1009838,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15150,Directive,2694419.4,Uncoded: Pre-APP,Governmental,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,10050,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNIVERSITY,15150,Directive,2694419.4,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,1009838,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15150,Directive,2694419.4,Uncoded: Pre-APP,Governmental,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,10050,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNIVERSITY,15150,Directive,2694419.4,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A021360001,Asia,0,S4264,1,0,1009838,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12220,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1000647,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12220,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1009319,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12230,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1000647,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12230,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1009319,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12250,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1000647,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12250,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1009319,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12281,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1000647,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12281,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1009319,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,14031,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1000647,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,14031,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1009319,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,14032,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1000647,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,14032,Directive,8846131.41,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021363001,Africa,0,S4287,1,0,1009319,B4200,0,0,WWD West & Central Africa,CD,0,Closed,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,12220,Directive,320562.14,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,1012369,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,12220,Directive,320562.14,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,12240,Directive,320562.14,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,1012369,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,12240,Directive,320562.14,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,16010,Directive,320562.14,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,1012369,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,16010,Directive,320562.14,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,43010,Directive,320562.14,Uncoded: Pre-APP,Civil Society,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,1012369,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,43010,Directive,320562.14,Uncoded: Pre-APP,Individual,1.0,D4207,Democratic Republic of Congo,0,A021367002,Africa,0,S4287,1,1,Information not available,B4200,0,0,WWD West & Central Africa,CD,0,Closed,320562.14,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4298,0.0,0,Not PBA,1,0,0,0
