assay_strain,assay_subcellular_fraction,relationship_type,cell_id,assay_category,tid,assay_tax_id,assay_organism,description,src_id,assay_tissue,assay_cell_type,src_assay_id,assay_test_type,confidence_score,variant_id,doc_id,assay_type,tissue_id,curated_by,chembl_id,bao_format,assay_id
,,H,,,19640,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,1,,,,,8,,10543,F,,Autocuration,CHEMBL615362,BAO_0000019,139
,,H,,,19640,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,1,,,,,8,,10543,F,,Expert,CHEMBL615363,BAO_0000019,140
,,H,,,19640,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,1,,,,,8,,10543,B,,Autocuration,CHEMBL615364,BAO_0000357,141
,,H,,,19640,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,1,,,,,8,,10543,F,,Expert,CHEMBL615365,BAO_0000019,142
,,N,524.0,,80360,10090.0,Mus musculus,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,1,,P338,,,1,,11365,F,,Intermediate,CHEMBL615366,BAO_0000219,143
,,N,524.0,,80360,10090.0,Mus musculus,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,1,,P338,,,1,,11365,F,,Intermediate,CHEMBL615367,BAO_0000219,144
,,N,554.0,,80384,9606.0,Homo sapiens,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,1,,PBL,,,1,,11803,F,,Intermediate,CHEMBL615368,BAO_0000219,145
,,U,,,22226,9940.0,Ovis aries,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,1,,,,,0,,11803,F,,Autocuration,CHEMBL615369,BAO_0000019,146
,,U,,,22226,9940.0,Ovis aries,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,1,,,,,0,,11803,F,,Autocuration,CHEMBL615370,BAO_0000019,147
,,H,,,191,,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),1,,,,,8,,12278,B,,Autocuration,CHEMBL615673,BAO_0000357,148
,,U,,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,1,,,,,0,,8249,F,,Autocuration,CHEMBL615674,BAO_0000019,149
,,U,,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,1,,,,,0,,8249,F,,Autocuration,CHEMBL615675,BAO_0000019,150
,,U,635.0,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,1,,CCRF-CEM,,,0,,8249,F,,Autocuration,CHEMBL615676,BAO_0000219,151
,,U,635.0,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,1,,CCRF-CEM,,,0,,8249,F,,Autocuration,CHEMBL615677,BAO_0000219,152
,,U,635.0,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,1,,CCRF-CEM,,,0,,8249,F,,Autocuration,CHEMBL615678,BAO_0000219,153
,,U,635.0,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,1,,CCRF-CEM,,,0,,8249,F,,Autocuration,CHEMBL615679,BAO_0000219,154
,,U,,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,1,,,,,0,,8249,F,,Autocuration,CHEMBL615680,BAO_0000019,155
,,U,,,22226,9606.0,Homo sapiens,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,1,,,,,0,,8249,F,,Autocuration,CHEMBL615681,BAO_0000019,156
,,H,,,104290,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,1,,,,,6,,16992,B,,Autocuration,CHEMBL857972,BAO_0000249,157
,,N,,,50264,1314.0,Streptococcus pyogenes,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,1,,,,,1,,10543,F,,Intermediate,CHEMBL857899,BAO_0000218,158
,,N,,,50527,10335.0,Human herpesvirus 3,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),1,,,,,1,,17833,F,,Intermediate,CHEMBL615371,BAO_0000218,159
,,N,468.0,,50527,10335.0,vericilla zoster virus,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,1,,HEL,,,1,,17290,F,,Expert,CHEMBL615372,BAO_0000218,160
,,N,,,50527,10335.0,vericilla zoster virus,Antiviral activity against 07/1 strain of VZV; ND: No data,1,,,,,1,,17290,F,,Intermediate,CHEMBL615373,BAO_0000218,161
,,N,,,50527,10335.0,vericilla zoster virus,Antiviral activity against 07/1 strain of VZV; ND=No data,1,,,,,1,,17290,F,,Intermediate,CHEMBL615374,BAO_0000218,162
,,N,,,50145,561.0,escherichia cloac,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",1,,,,,1,,10932,F,,Intermediate,CHEMBL615375,BAO_0000218,163
,,U,,,22226,,,Ratio of Ki at A2 to Ki at A1 receptors,1,,,,,0,,9707,B,,Autocuration,CHEMBL615376,BAO_0000019,164
,,H,,,11143,5476.0,Candida albicans,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1,,,,,8,,2346,B,,Expert,CHEMBL615377,BAO_0000249,165
,,H,,,18077,284593.0,Candida glabrata CBS 138,"Inhibition of 1,3-beta-glucan synthase",1,,,,,8,,2205,B,,Expert,CHEMBL615378,BAO_0000357,166
,,N,832.0,,80609,9606.0,Homo sapiens,Inhibition of growth of 1-87 human tumor cell line,1,,1-87 tumor cell line,,,1,,11900,F,,Intermediate,CHEMBL615379,BAO_0000219,167
,,D,,,12166,10116.0,Rattus norvegicus,Inhibition of 1-lipoxygenase (LOX)in RBL cells,1,,,,,9,,14864,B,,Expert,CHEMBL615380,BAO_0000219,168
,,D,,,100171,3847.0,Glycine max,Inhibitory activity against soybean 1-lipoxygenase (SLO),1,,,,,9,,16474,B,,Autocuration,CHEMBL615381,BAO_0000357,169
,,D,,,100171,3847.0,Glycine max,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,1,,,,,9,,16474,B,,Autocuration,CHEMBL615382,BAO_0000357,170
,,D,,,100171,3847.0,Glycine max,% inhibition against soybean 1-lipoxygenase (SLO),1,,,,,9,,16474,B,,Autocuration,CHEMBL615383,BAO_0000357,171
,,D,,,100171,3847.0,Glycine max,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,1,,,,,9,,16474,B,,Autocuration,CHEMBL615384,BAO_0000357,172
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,1,,,,,9,,3094,B,,Autocuration,CHEMBL615385,BAO_0000357,173
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,1,,,,,9,,3094,B,,Autocuration,CHEMBL615386,BAO_0000357,174
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,1,,,,,9,,3094,B,,Autocuration,CHEMBL615387,BAO_0000357,175
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,1,,,,,9,,3094,B,,Autocuration,CHEMBL615388,BAO_0000357,176
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,1,,,,,9,,3094,B,,Autocuration,CHEMBL615214,BAO_0000357,177
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,1,,,,,9,,3094,B,,Autocuration,CHEMBL827087,BAO_0000357,178
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,1,,,,,9,,3094,B,,Autocuration,CHEMBL615215,BAO_0000357,179
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,1,,,,,9,,3094,B,,Autocuration,CHEMBL615216,BAO_0000357,180
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,1,,,,,9,,3094,B,,Autocuration,CHEMBL615217,BAO_0000357,181
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,1,,,,,9,,3094,B,,Autocuration,CHEMBL615218,BAO_0000357,182
,,D,,,100171,3847.0,Glycine max,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,1,,,,,9,,3094,B,,Autocuration,CHEMBL615219,BAO_0000357,183
,,U,,,22226,10090.0,Mus musculus,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,1,,,,,0,,10413,B,,Autocuration,CHEMBL615220,BAO_0000019,184
,,N,294.0,,80049,10090.0,Mus musculus,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),1,,C3H 10T1/2,,,1,,16929,F,,Intermediate,CHEMBL615221,BAO_0000219,185
,,U,,,22226,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,1,,,,,0,,1229,F,,Intermediate,CHEMBL615222,BAO_0000019,186
,,H,,,11489,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),1,,,,,8,,16587,B,,Autocuration,CHEMBL615223,BAO_0000357,187
,,H,,,11862,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),1,,,,,8,,16587,B,,Autocuration,CHEMBL615224,BAO_0000357,188
,,H,,,11862,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,1,,,,,8,,16587,B,,Autocuration,CHEMBL615225,BAO_0000357,189
,,H,,,11489,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,1,,,,,8,,16587,B,,Autocuration,CHEMBL615226,BAO_0000357,190
,,H,,,11862,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,1,,,,,8,,16587,B,,Autocuration,CHEMBL615227,BAO_0000357,191
,,D,,,12347,9913.0,Bos taurus,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,1,,,,,9,,8058,F,,Expert,CHEMBL615228,BAO_0000019,192
,,D,,,100120,10116.0,Rattus norvegicus,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,1,,,,,9,,9065,B,,Expert,CHEMBL615229,BAO_0000357,193
,,D,,,100120,10116.0,Rattus norvegicus,Inhibition of 11 beta-hydroxylase from rat adrenal gland,1,Adrenal gland,,,,9,,8865,B,2369.0,Expert,CHEMBL615230,BAO_0000357,194
,,D,,,100120,10116.0,Rattus norvegicus,Inhibition of rat adrenal 11-beta-hydroxylase,1,,,,,9,,9066,B,,Expert,CHEMBL615231,BAO_0000357,195
,,D,,,100120,10116.0,Rattus norvegicus,Inhibition of rat adrenal 11-beta-hydroxylase,1,,,,,9,,8394,B,,Expert,CHEMBL884520,BAO_0000357,196
,,D,,,100120,10116.0,Rattus norvegicus,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,1,,,,,9,,8394,B,,Expert,CHEMBL615232,BAO_0000357,197
,,H,,,10328,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,1,,,,,8,,6431,B,,Autocuration,CHEMBL615233,BAO_0000019,198
,,H,,,11490,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,1,,,,,8,,6431,B,,Autocuration,CHEMBL827088,BAO_0000357,199
,,H,,,11490,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,1,,,,,8,,6431,B,,Autocuration,CHEMBL615234,BAO_0000357,200
,,H,,,11134,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,1,,,,,8,,9295,F,,Autocuration,CHEMBL615235,BAO_0000019,201
,,H,,,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,,,,,8,,10193,B,,Autocuration,CHEMBL615236,BAO_0000019,202
,,H,,,11134,,,Compound was tested in vitro for inhibition of 12-LO human platelet,1,,,,,8,,13622,B,,Autocuration,CHEMBL615237,BAO_0000019,203
,,H,,,11134,,,Inhibitory concentration against human platelet 12-lipoxygenase,1,,,,,8,,12079,F,,Autocuration,CHEMBL615238,BAO_0000019,204
,,H,,,11134,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,1,,,,,8,,13622,B,,Autocuration,CHEMBL615239,BAO_0000019,205
,,D,,,11134,9606.0,Homo sapiens,Inhibitory concentration against human platelet 12-lipoxygenase,1,,,,,9,,12079,F,,Autocuration,CHEMBL615240,BAO_0000019,206
,,H,,,11835,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,1,,,,,8,,13500,B,,Expert,CHEMBL615241,BAO_0000019,207
,,H,,,11601,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,1,,,,,8,,13723,B,,Expert,CHEMBL615242,BAO_0000357,208
,,H,,,11134,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),1,,,,,8,,16474,B,,Autocuration,CHEMBL615243,BAO_0000019,209
,,H,,,11134,,,Inhibitory activity against human platelet 12-lipoxygenase,1,,,,,8,,1630,B,,Autocuration,CHEMBL615244,BAO_0000019,210
,,H,,,11134,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,1,,,,,8,,167,B,,Autocuration,CHEMBL615245,BAO_0000019,211
,,H,,,11134,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),1,,,,,8,,16474,B,,Autocuration,CHEMBL615246,BAO_0000019,212
,,H,,,11134,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,1,,,,,8,,167,B,,Autocuration,CHEMBL615247,BAO_0000019,213
,,H,,,11134,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,1,,,,,8,,16474,B,,Autocuration,CHEMBL615248,BAO_0000019,214
,,H,,,11601,,,Inhibitory activity towards porcine 12-lipoxygenase,1,,,,,8,,10091,B,,Autocuration,CHEMBL615249,BAO_0000357,215
,,H,,,11601,,,Tested for inhibition against porcine 12-LO,1,,,,,8,,11966,B,,Autocuration,CHEMBL615250,BAO_0000357,216
,,H,,,12052,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,1,,,,,8,,951,B,,Autocuration,CHEMBL615251,BAO_0000019,217
,,H,,,12052,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,1,,,,,8,,10997,B,,Autocuration,CHEMBL615252,BAO_0000019,218
,,H,,,12052,,,In vitro inhibition of rat platelet 12-lipoxygenase,1,,,,,8,,10193,B,,Expert,CHEMBL828340,BAO_0000019,219
,,H,,,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,,,,,8,,10193,B,,Autocuration,CHEMBL615253,BAO_0000019,220
,,H,,,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,1,,,,,8,,10193,B,,Autocuration,CHEMBL615254,BAO_0000019,221
,,H,,,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,1,,,,,8,,10193,B,,Autocuration,CHEMBL615255,BAO_0000019,222
,,H,,,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,,,,,8,,10193,B,,Autocuration,CHEMBL615256,BAO_0000019,223
,,H,,,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,1,,,,,8,,10193,B,,Autocuration,CHEMBL615257,BAO_0000019,224
,,H,,,12052,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,1,,,,,8,,11087,B,,Autocuration,CHEMBL615258,BAO_0000019,225
,,N,621.0,,80007,9606.0,Homo sapiens,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,1,,41M,,,1,,15569,F,,Intermediate,CHEMBL615259,BAO_0000219,226
,,N,621.0,,80007,9606.0,Homo sapiens,In vitro antitumor activity against 41M cell line.,1,,41M,,,1,,12989,F,,Expert,CHEMBL615260,BAO_0000219,227
,,N,621.0,,80007,9606.0,Homo sapiens,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,1,,41M,,,1,,16745,F,,Intermediate,CHEMBL615261,BAO_0000219,228
,,N,621.0,,80007,9606.0,Homo sapiens,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,1,,41M,,,1,,15569,F,,Intermediate,CHEMBL615262,BAO_0000219,229
,,N,621.0,,80007,9606.0,Homo sapiens,In vitro antitumor activity against 41McisR cell line.,1,,41M,,,1,,12989,F,,Expert,CHEMBL615263,BAO_0000219,230
,,N,621.0,,80007,9606.0,Homo sapiens,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,1,,41M,,,1,,12989,F,,Expert,CHEMBL838393,BAO_0000219,231
,,N,621.0,,80007,9606.0,Homo sapiens,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,1,,41M,,,1,,16745,F,,Intermediate,CHEMBL615264,BAO_0000219,232
,,D,,,84,9606.0,Homo sapiens,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),1,,,,,9,,6210,B,,Expert,CHEMBL615265,BAO_0000357,233
,,D,,,68,9606.0,Homo sapiens,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),1,,,,,9,,6210,B,,Expert,CHEMBL615266,BAO_0000357,234
,,H,,,68,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),1,,,,,8,,6226,B,,Expert,CHEMBL615267,BAO_0000357,235
,,H,,,10201,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,1,,,,,8,,17855,B,,Expert,CHEMBL615268,BAO_0000357,236
,,H,,,10201,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,1,,,,,8,,17855,B,,Expert,CHEMBL615269,BAO_0000357,237
,,H,,,10201,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,1,,,,,8,,17855,B,,Expert,CHEMBL615270,BAO_0000357,238
,,H,,,12220,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",1,,,,,8,,10413,B,,Autocuration,CHEMBL615271,BAO_0000357,239
,,H,,,11303,562.0,Escherichia coli,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",1,,,,,8,,10413,B,,Autocuration,CHEMBL615272,BAO_0000357,240
,,H,,,11303,562.0,Escherichia coli,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",1,,,,,8,,10413,B,,Autocuration,CHEMBL615103,BAO_0000357,241
,,H,,,11303,562.0,Escherichia coli,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",1,,,,,8,,10413,B,,Autocuration,CHEMBL615104,BAO_0000357,242
,,H,,,12220,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",1,,,,,8,,10413,B,,Autocuration,CHEMBL615105,BAO_0000357,243
,,H,,,12220,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",1,,,,,8,,10413,B,,Autocuration,CHEMBL872866,BAO_0000357,244
,,H,,,11303,9823.0,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,,,,,8,,7587,B,,Autocuration,CHEMBL615106,BAO_0000357,245
,,H,,,11303,9823.0,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",1,,,,,8,,7587,B,,Autocuration,CHEMBL615107,BAO_0000019,246
,,H,,,11303,9823.0,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",1,,,,,8,,7587,B,,Autocuration,CHEMBL615108,BAO_0000357,247
,,H,,,11303,9823.0,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",1,,,,,8,,7587,B,,Autocuration,CHEMBL615109,BAO_0000357,248
