SASSI,Descr,ASTAI,CURAB,VARI,ASSSUBCEFRAC,ASI,TII,CHI,SRI,BFO,ASSCA,ASTTY,ASSTR,RELATT,CEI,ASSTIS,DI,ASSORG,Ti,ASSTY,ASCETY,CONFSCO
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,10116.0,Intermediate,,,7663,2048.0,CHEMBL627032,1,BAO_0000218,,,,N,,Lung,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,10116.0,Intermediate,,,7664,2385.0,CHEMBL627033,1,BAO_0000218,,,,N,,Muscle tissue,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,10116.0,Intermediate,,,7665,,CHEMBL627034,1,BAO_0000218,,,,N,,,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,10116.0,Intermediate,,,7666,2106.0,CHEMBL627035,1,BAO_0000218,,,,N,,Spleen,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,10116.0,Intermediate,,,7667,2046.0,CHEMBL627036,1,BAO_0000218,,,,N,,Thyroid gland,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,10116.0,Intermediate,,,7668,178.0,CHEMBL875340,1,BAO_0000218,,,,N,,Blood,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,10116.0,Intermediate,,,7669,948.0,CHEMBL627037,1,BAO_0000218,,,,N,,Heart,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,10116.0,Intermediate,,,7670,2113.0,CHEMBL627038,1,BAO_0000218,,,,N,,Kidney,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,10116.0,Intermediate,,,7671,2107.0,CHEMBL627039,1,BAO_0000218,,,,N,,Liver,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,10116.0,Intermediate,,,7672,2385.0,CHEMBL627040,1,BAO_0000218,,,,N,,Muscle tissue,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,10116.0,Intermediate,,,7673,2106.0,CHEMBL624663,1,BAO_0000218,,,,N,,Spleen,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,10116.0,Intermediate,,,7674,2046.0,CHEMBL625963,1,BAO_0000218,,,,N,,Thyroid gland,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,10116.0,Intermediate,,,7675,955.0,CHEMBL876799,1,BAO_0000218,,,,N,,Brain,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,10116.0,Intermediate,,,7676,2048.0,CHEMBL626133,1,BAO_0000218,,,,N,,Lung,10130,Rattus norvegicus,50597,A,,1
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,10116.0,Intermediate,,,7677,,CHEMBL626134,1,BAO_0000218,,,,N,,,10130,Rattus norvegicus,50597,A,,1
,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,10116.0,Intermediate,,,7678,,CHEMBL626135,1,BAO_0000218,,,,N,,,6295,Rattus norvegicus,50597,A,,1
,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,10116.0,Intermediate,,,7679,,CHEMBL626136,1,BAO_0000218,,,,N,,,6296,Rattus norvegicus,50597,A,,1
,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,10116.0,Intermediate,,,7680,,CHEMBL626137,1,BAO_0000218,,,,N,,,6296,Rattus norvegicus,50597,A,,1
,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,10116.0,Intermediate,,,7681,,CHEMBL626138,1,BAO_0000218,,,,N,,,6295,Rattus norvegicus,50597,A,,1
,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,10116.0,Intermediate,,,7682,,CHEMBL626139,1,BAO_0000218,,,,N,,,6296,Rattus norvegicus,50597,A,,1
,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,10116.0,Intermediate,,,7683,,CHEMBL626140,1,BAO_0000218,,In vivo,,N,,,17260,Rattus norvegicus,50597,A,,1
,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,10116.0,Intermediate,,,7684,,CHEMBL626141,1,BAO_0000218,,In vivo,,N,,,17260,Rattus norvegicus,50597,A,,1
,C24h in rat p.o. at 20 mg/kg concentration,10116.0,Intermediate,,,7685,,CHEMBL626142,1,BAO_0000218,,,,N,,,17686,Rattus norvegicus,50597,A,,1
,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,10116.0,Intermediate,,,7686,2385.0,CHEMBL627930,1,BAO_0000218,,In vivo,,N,,Muscle tissue,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,10116.0,Intermediate,,,7687,2385.0,CHEMBL627931,1,BAO_0000218,,In vivo,,N,,Muscle tissue,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,10116.0,Intermediate,,,7688,2385.0,CHEMBL627932,1,BAO_0000218,,In vivo,,N,,Muscle tissue,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,10116.0,Intermediate,,,7689,2106.0,CHEMBL627933,1,BAO_0000218,,In vivo,,N,,Spleen,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,10116.0,Intermediate,,,7690,2106.0,CHEMBL627934,1,BAO_0000218,,In vivo,,N,,Spleen,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,10116.0,Intermediate,,,7691,2106.0,CHEMBL627935,1,BAO_0000218,,In vivo,,N,,Spleen,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,10116.0,Intermediate,,,7692,178.0,CHEMBL627936,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,10116.0,Intermediate,,,7693,178.0,CHEMBL627937,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,10116.0,Intermediate,,,7694,178.0,CHEMBL627938,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,10116.0,Intermediate,,,7695,178.0,CHEMBL627939,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,10116.0,Intermediate,,,7696,178.0,CHEMBL627940,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,10116.0,Intermediate,,,7697,178.0,CHEMBL627941,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,10116.0,Intermediate,,,7698,178.0,CHEMBL876800,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,10116.0,Intermediate,,,7699,178.0,CHEMBL627942,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,10116.0,Intermediate,,,7700,178.0,CHEMBL627943,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,10116.0,Intermediate,,,7701,178.0,CHEMBL627944,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,10116.0,Intermediate,,,7702,178.0,CHEMBL627945,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,10116.0,Intermediate,,,7703,178.0,CHEMBL628584,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA at 15 min,10116.0,Intermediate,,,7704,178.0,CHEMBL628585,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,10116.0,Intermediate,,,7705,178.0,CHEMBL628586,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA at 30 min,10116.0,Intermediate,,,7706,178.0,CHEMBL628587,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,10116.0,Intermediate,,,7707,178.0,CHEMBL628588,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,10116.0,Intermediate,,,7708,178.0,CHEMBL628589,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,10116.0,Intermediate,,,7709,178.0,CHEMBL625304,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,10116.0,Intermediate,,,7710,178.0,CHEMBL625305,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,10116.0,Intermediate,,,7711,178.0,CHEMBL625306,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,10116.0,Intermediate,,,7712,178.0,CHEMBL625307,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,10116.0,Intermediate,,,7713,178.0,CHEMBL625308,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,10116.0,Intermediate,,,7714,178.0,CHEMBL627740,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,10116.0,Intermediate,,,7715,178.0,CHEMBL627741,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,10116.0,Intermediate,,,7716,178.0,CHEMBL627742,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,10116.0,Intermediate,,,7717,178.0,CHEMBL627743,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,10116.0,Intermediate,,,7718,178.0,CHEMBL627744,1,BAO_0000218,,In vivo,,N,,Blood,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,10116.0,Intermediate,,,7719,10000001.0,CHEMBL627745,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,10116.0,Intermediate,,,7720,10000001.0,CHEMBL627746,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,10116.0,Intermediate,,,7721,10000001.0,CHEMBL627747,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,10116.0,Intermediate,,,7722,10000001.0,CHEMBL876810,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,10116.0,Intermediate,,,7723,10000001.0,CHEMBL627748,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,10116.0,Intermediate,,,7724,10000001.0,CHEMBL627749,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,10116.0,Intermediate,,,7725,10000001.0,CHEMBL627750,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,10116.0,Intermediate,,,7726,10000001.0,CHEMBL618728,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,10116.0,Intermediate,,,7727,10000001.0,CHEMBL618729,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA at 15 min,10116.0,Intermediate,,,7728,10000001.0,CHEMBL618730,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,10116.0,Intermediate,,,7729,10000001.0,CHEMBL618731,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA at 30 min,10116.0,Intermediate,,,7730,10000001.0,CHEMBL618732,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,10116.0,Intermediate,,,7731,10000001.0,CHEMBL618733,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,10116.0,Intermediate,,,7732,10000001.0,CHEMBL618734,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,10116.0,Intermediate,,,7733,10000001.0,CHEMBL618735,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,10116.0,Intermediate,,,7734,10000001.0,CHEMBL876602,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,10116.0,Intermediate,,,7735,10000001.0,CHEMBL618736,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,10116.0,Intermediate,,,7736,10000001.0,CHEMBL618737,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,10116.0,Intermediate,,,7737,10000001.0,CHEMBL618738,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,10116.0,Intermediate,,,7738,10000001.0,CHEMBL618739,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,10116.0,Intermediate,,,7739,10000001.0,CHEMBL618740,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,10116.0,Intermediate,,,7740,10000001.0,CHEMBL618741,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,10116.0,Intermediate,,,7741,10000001.0,CHEMBL618742,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,10116.0,Intermediate,,,7742,10000001.0,CHEMBL618743,1,BAO_0000218,,In vivo,,N,,Bone,9866,Rattus norvegicus,50597,A,,1
,Half-life from rat plasma at a single oral dose of 25 mg/kg,10116.0,Intermediate,,,7743,1969.0,CHEMBL618744,1,BAO_0000218,,In vivo,,N,,Plasma,17752,Rattus norvegicus,50597,A,,1
,Half-life in male rat,10116.0,Intermediate,,,7744,,CHEMBL618745,1,BAO_0000218,,,,N,,,5610,Rattus norvegicus,50597,A,,1
,Half-life in rat after peroral administration at 10 mg/kg concentration,10116.0,Intermediate,,,7745,,CHEMBL620479,1,BAO_0000218,,In vivo,,N,,,5939,Rattus norvegicus,50597,A,,1
,Half-life in rat after peroral administration at 5 mg/kg concentration,10116.0,Intermediate,,,7746,,CHEMBL620480,1,BAO_0000218,,In vivo,,N,,,5939,Rattus norvegicus,50597,A,,1
,Half-life in rat at a dose of 3 mg/kg,10116.0,Intermediate,,,7747,,CHEMBL620481,1,BAO_0000218,,In vivo,,N,,,17771,Rattus norvegicus,50597,A,,1
,Half-life was evaluated in rats,10116.0,Intermediate,,,7748,,CHEMBL620482,1,BAO_0000218,,,,N,,,1974,Rattus norvegicus,50597,A,,1
,Half-life was measured in rat,10116.0,Intermediate,,,7749,,CHEMBL876603,1,BAO_0000218,,,,N,,,4239,Rattus norvegicus,50597,A,,1
,Half-life period for the compound was determined in rats at 50 mg/kg dose,10116.0,Intermediate,,,7750,,CHEMBL620483,1,BAO_0000218,,In vivo,,N,,,6681,Rattus norvegicus,50597,A,,1
,Half-life period in rats after intravenous administration at 5 mg/kg,10116.0,Intermediate,,,7751,,CHEMBL620484,1,BAO_0000218,,In vivo,,N,,,17752,Rattus norvegicus,50597,A,,1
,Half-life period in rat at 10 mg/kg,10116.0,Intermediate,,,7752,,CHEMBL620485,1,BAO_0000218,,In vivo,,N,,,6046,Rattus norvegicus,50597,A,,1
,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",10116.0,Intermediate,,,7753,,CHEMBL620486,1,BAO_0000218,,In vivo,,N,,,6685,Rattus norvegicus,50597,A,,1
,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",10116.0,Intermediate,,,7754,,CHEMBL620487,1,BAO_0000218,,In vivo,,N,,,6685,Rattus norvegicus,50597,A,,1
,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",10116.0,Intermediate,,,7755,,CHEMBL620488,1,BAO_0000218,,In vivo,,N,,,6685,Rattus norvegicus,50597,A,,1
,Half-life time in rat the dose of 2 mg/kg,10116.0,Intermediate,,,7756,,CHEMBL620489,1,BAO_0000218,,In vivo,,N,,,4727,Rattus norvegicus,50597,A,,1
,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,10116.0,Intermediate,,,7757,,CHEMBL620490,1,BAO_0000218,,In vivo,,N,,,1088,Rattus norvegicus,50597,A,,1
,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,10116.0,Intermediate,,,7758,,CHEMBL620491,1,BAO_0000218,,In vivo,,N,,,5610,Rattus norvegicus,50597,A,,1
,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",10116.0,Intermediate,,,7759,1969.0,CHEMBL876604,1,BAO_0000218,,In vivo,,N,,Plasma,3032,Rattus norvegicus,50597,A,,1
,Oral half life was determined,10116.0,Intermediate,,,7760,,CHEMBL620492,1,BAO_0000218,,In vivo,,N,,,5199,Rattus norvegicus,50597,A,,1
,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",10116.0,Intermediate,,,7761,,CHEMBL620493,1,BAO_0000218,,In vivo,,N,,,14941,Rattus norvegicus,50597,A,,1
,Pharmacokinetic property (t1/2) in rat,10116.0,Intermediate,,,7762,,CHEMBL620494,1,BAO_0000218,,In vivo,,N,,,4408,Rattus norvegicus,50597,A,,1
,Plasma elimination half-life was determined,10116.0,Intermediate,,,7763,1969.0,CHEMBL620495,1,BAO_0000218,,,,N,,Plasma,2552,Rattus norvegicus,50597,A,,1
,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,10116.0,Intermediate,,,7764,1969.0,CHEMBL620496,1,BAO_0000218,,In vivo,,N,,Plasma,5199,Rattus norvegicus,50597,A,,1
