Fiscal year,Programming process (new),Climate change adaptation (marker),Regional program (marker),Urban issues (marker),Sector percent,Project number,Untied amount(Project-level budget),Gender equality (marker),Sector name,Biodiversity (marker),CountryRegion name,CFLI (marker),Organisation class,Maximum CIDA contribution (project-level),Status,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Uncoded: Pre-APP,0,1,0,0.8,A020910001,0.0,0,Public sector policy and administrative management,0,South America,0,Governmental,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.8,A020910001,0.0,0,Public sector policy and administrative management,0,South America,0,Unknown,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A020910001,0.0,0,Primary education,0,South America,0,Governmental,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A020910001,0.0,0,Primary education,0,South America,0,Unknown,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.08,A020910001,0.0,0,Basic health care,0,South America,0,Governmental,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.08,A020910001,0.0,0,Basic health care,0,South America,0,Unknown,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.02,A020910001,0.0,0,Family planning,0,South America,0,Governmental,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.02,A020910001,0.0,0,Family planning,0,South America,0,Unknown,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.8,A020910001,0.0,0,Public sector policy and administrative management,0,South America,0,Governmental,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.8,A020910001,0.0,0,Public sector policy and administrative management,0,South America,0,Unknown,1488850.78,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.25,A020910017,0.0,1,Health policy and administrative management,0,Paraguay,0,Civil Society,861997.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A020910017,0.0,1,Medical education/training,0,Paraguay,0,Civil Society,861997.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.25,A020910017,0.0,1,Basic health infrastructure,0,Paraguay,0,Civil Society,861997.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.4,A020910017,0.0,1,Health personnel development,0,Paraguay,0,Civil Society,861997.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4422,*Southern Cone,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.75,A020910018,329838.0,2,Legal and judicial development,0,Bolivia,0,Civil Society,329838.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4416,Bolivia,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.25,A020910018,329838.0,2,Human rights,0,Bolivia,0,Civil Society,329838.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4416,Bolivia,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A020911008,0.0,0,Public sector policy and administrative management,0,Brazil,0,Civil Society,2531353.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4418,Brazil,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A020911008,0.0,0,Media and free flow of information,0,Brazil,0,Civil Society,2531353.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4418,Brazil,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A020911008,0.0,0,Environmental policy and administrative management,0,Brazil,0,Civil Society,2531353.0,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4418,Brazil,1.0,0.0,Responsive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A020911009,0.0,2,Health personnel development,0,Brazil,0,Civil Society,1713817.92,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4418,Brazil,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A020911009,0.0,2,Business support services and institutions,0,Brazil,0,Civil Society,1713817.92,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4418,Brazil,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A020911009,0.0,2,Small and medium-sized enterprises (SME) development,0,Brazil,0,Civil Society,1713817.92,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4418,Brazil,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.6,A020982001,4899012.2,2,Democratic participation and civil society,0,"Congo, Dem Rep.",0,Civil Society,4899012.2,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A020982001,4899012.2,2,Informal/semi-formal financial intermediaries,0,"Congo, Dem Rep.",0,Civil Society,4899012.2,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,A021170001,17121139.37,1,Legal and judicial development,0,Bangladesh,0,Civil Society,17121139.37,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,4122,Bangladesh,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,A021170001,17121139.37,1,Legal and judicial development,0,Bangladesh,0,Civil Society,17121139.37,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,4122,Bangladesh,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A021224002,246397.97,1,Public sector policy and administrative management,0,"Congo, Dem Rep.",0,Individual,246397.97,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A021224002,246397.97,1,Democratic participation and civil society,0,"Congo, Dem Rep.",0,Individual,246397.97,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021224002,246397.97,1,Informal/semi-formal financial intermediaries,0,"Congo, Dem Rep.",0,Individual,246397.97,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A021236001,6566164.53,1,Health policy and administrative management,0,Pakistan,0,Civil Society,6566164.53,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A021236001,6566164.53,1,Health policy and administrative management,0,Pakistan,0,Civil Society,6566164.53,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A021236001,6566164.53,1,Health personnel development,0,Pakistan,0,Civil Society,6566164.53,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A021236001,6566164.53,1,Health personnel development,0,Pakistan,0,Civil Society,6566164.53,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021314PRE,0.0,1,Higher education,0,Bolivia,0,Civil Society,273083.86,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4416,Bolivia,1.0,0.0,Directive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021314PRE,0.0,1,Oil and gas,0,Bolivia,0,Civil Society,273083.86,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4416,Bolivia,1.0,0.0,Directive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021314PRE,0.0,1,Environmental education/training,0,Bolivia,0,Civil Society,273083.86,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,4416,Bolivia,1.0,0.0,Directive,1,Not PBA,1,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A021334002,611160.56,0,Democratic participation and civil society,0,Africa MC,0,Civil Society,611160.56,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A021334002,611160.56,0,Democratic participation and civil society,0,Africa MC,0,Civil Society,611160.56,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.6,A021334002,611160.56,0,Communications policy and administrative management,0,Africa MC,0,Civil Society,611160.56,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.6,A021334002,611160.56,0,Communications policy and administrative management,0,Africa MC,0,Civil Society,611160.56,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.3,A021334002,611160.56,0,"Energy generation, renewable sources - multiple technologies",0,Africa MC,0,Civil Society,611160.56,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,0.3,A021334002,611160.56,0,"Energy generation, renewable sources - multiple technologies",0,Africa MC,0,Civil Society,611160.56,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Governmental,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Civil Society,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Governmental,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Civil Society,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Governmental,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Civil Society,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Governmental,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Civil Society,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Governmental,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A021360001,2694419.4,0,Democratic participation and civil society,0,Western Asia,0,Civil Society,2694419.4,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021363001,8846131.41,0,Basic health care,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021363001,8846131.41,0,Basic health care,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Basic health infrastructure,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Basic health infrastructure,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021363001,8846131.41,0,Infectious disease control,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021363001,8846131.41,0,Infectious disease control,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Health personnel development,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Health personnel development,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Basic drinking water supply,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Basic drinking water supply,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Basic sanitation,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A021363001,8846131.41,0,Basic sanitation,0,"Congo, Dem Rep.",0,Civil Society,8846131.41,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021367002,320562.14,1,Basic health care,0,"Congo, Dem Rep.",0,Civil Society,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A021367002,320562.14,1,Basic health care,0,"Congo, Dem Rep.",0,Individual,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021367002,320562.14,1,Basic nutrition,0,"Congo, Dem Rep.",0,Civil Society,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021367002,320562.14,1,Basic nutrition,0,"Congo, Dem Rep.",0,Individual,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021367002,320562.14,1,Social/welfare services,0,"Congo, Dem Rep.",0,Civil Society,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021367002,320562.14,1,Social/welfare services,0,"Congo, Dem Rep.",0,Individual,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021367002,320562.14,1,Multisector aid,0,"Congo, Dem Rep.",0,Civil Society,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A021367002,320562.14,1,Multisector aid,0,"Congo, Dem Rep.",0,Individual,320562.14,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,Directive,1,Not PBA,0,0,0,1
