assay_cell_type,assay_organism,assay_category,src_assay_id,description,chembl_id,doc_id,tid,assay_subcellular_fraction,cell_id,assay_tissue,tissue_id,curated_by,assay_strain,src_id,variant_id,confidence_score,assay_tax_id,assay_id,assay_type,relationship_type,bao_format,assay_test_type
,,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,CHEMBL615362,10543,19640,,,,,Autocuration,,1,,8,,139,F,H,BAO_0000019,
,,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,CHEMBL615363,10543,19640,,,,,Expert,,1,,8,,140,F,H,BAO_0000019,
,,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,CHEMBL615364,10543,19640,,,,,Autocuration,,1,,8,,141,B,H,BAO_0000357,
,,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,CHEMBL615365,10543,19640,,,,,Expert,,1,,8,,142,F,H,BAO_0000019,
P338,Mus musculus,,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,CHEMBL615366,11365,80360,,524.0,,,Intermediate,,1,,1,10090.0,143,F,N,BAO_0000219,
P338,Mus musculus,,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,CHEMBL615367,11365,80360,,524.0,,,Intermediate,,1,,1,10090.0,144,F,N,BAO_0000219,
PBL,Homo sapiens,,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,CHEMBL615368,11803,80384,,554.0,,,Intermediate,,1,,1,9606.0,145,F,N,BAO_0000219,
,Ovis aries,,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,CHEMBL615369,11803,22226,,,,,Autocuration,,1,,0,9940.0,146,F,U,BAO_0000019,
,Ovis aries,,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,CHEMBL615370,11803,22226,,,,,Autocuration,,1,,0,9940.0,147,F,U,BAO_0000019,
,,,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),CHEMBL615673,12278,191,,,,,Autocuration,,1,,8,,148,B,H,BAO_0000357,
,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,CHEMBL615674,8249,22226,,,,,Autocuration,,1,,0,9606.0,149,F,U,BAO_0000019,
,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,CHEMBL615675,8249,22226,,,,,Autocuration,,1,,0,9606.0,150,F,U,BAO_0000019,
CCRF-CEM,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,CHEMBL615676,8249,22226,,635.0,,,Autocuration,,1,,0,9606.0,151,F,U,BAO_0000219,
CCRF-CEM,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,CHEMBL615677,8249,22226,,635.0,,,Autocuration,,1,,0,9606.0,152,F,U,BAO_0000219,
CCRF-CEM,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,CHEMBL615678,8249,22226,,635.0,,,Autocuration,,1,,0,9606.0,153,F,U,BAO_0000219,
CCRF-CEM,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,CHEMBL615679,8249,22226,,635.0,,,Autocuration,,1,,0,9606.0,154,F,U,BAO_0000219,
,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,CHEMBL615680,8249,22226,,,,,Autocuration,,1,,0,9606.0,155,F,U,BAO_0000019,
,Homo sapiens,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,CHEMBL615681,8249,22226,,,,,Autocuration,,1,,0,9606.0,156,F,U,BAO_0000019,
,,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,CHEMBL857972,16992,104290,,,,,Autocuration,,1,,6,,157,B,H,BAO_0000249,
,Streptococcus pyogenes,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,CHEMBL857899,10543,50264,,,,,Intermediate,,1,,1,1314.0,158,F,N,BAO_0000218,
,Human herpesvirus 3,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),CHEMBL615371,17833,50527,,,,,Intermediate,,1,,1,10335.0,159,F,N,BAO_0000218,
HEL,vericilla zoster virus,,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,CHEMBL615372,17290,50527,,468.0,,,Expert,,1,,1,10335.0,160,F,N,BAO_0000218,
,vericilla zoster virus,,,Antiviral activity against 07/1 strain of VZV; ND: No data,CHEMBL615373,17290,50527,,,,,Intermediate,,1,,1,10335.0,161,F,N,BAO_0000218,
,vericilla zoster virus,,,Antiviral activity against 07/1 strain of VZV; ND=No data,CHEMBL615374,17290,50527,,,,,Intermediate,,1,,1,10335.0,162,F,N,BAO_0000218,
,escherichia cloac,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",CHEMBL615375,10932,50145,,,,,Intermediate,,1,,1,561.0,163,F,N,BAO_0000218,
,,,,Ratio of Ki at A2 to Ki at A1 receptors,CHEMBL615376,9707,22226,,,,,Autocuration,,1,,0,,164,B,U,BAO_0000019,
,Candida albicans,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",CHEMBL615377,2346,11143,,,,,Expert,,1,,8,5476.0,165,B,H,BAO_0000249,
,Candida glabrata CBS 138,,,"Inhibition of 1,3-beta-glucan synthase",CHEMBL615378,2205,18077,,,,,Expert,,1,,8,284593.0,166,B,H,BAO_0000357,
1-87 tumor cell line,Homo sapiens,,,Inhibition of growth of 1-87 human tumor cell line,CHEMBL615379,11900,80609,,832.0,,,Intermediate,,1,,1,9606.0,167,F,N,BAO_0000219,
,Rattus norvegicus,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,CHEMBL615380,14864,12166,,,,,Expert,,1,,9,10116.0,168,B,D,BAO_0000219,
,Glycine max,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),CHEMBL615381,16474,100171,,,,,Autocuration,,1,,9,3847.0,169,B,D,BAO_0000357,
,Glycine max,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,CHEMBL615382,16474,100171,,,,,Autocuration,,1,,9,3847.0,170,B,D,BAO_0000357,
,Glycine max,,,% inhibition against soybean 1-lipoxygenase (SLO),CHEMBL615383,16474,100171,,,,,Autocuration,,1,,9,3847.0,171,B,D,BAO_0000357,
,Glycine max,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,CHEMBL615384,16474,100171,,,,,Autocuration,,1,,9,3847.0,172,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,CHEMBL615385,3094,100171,,,,,Autocuration,,1,,9,3847.0,173,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,CHEMBL615386,3094,100171,,,,,Autocuration,,1,,9,3847.0,174,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,CHEMBL615387,3094,100171,,,,,Autocuration,,1,,9,3847.0,175,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,CHEMBL615388,3094,100171,,,,,Autocuration,,1,,9,3847.0,176,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,CHEMBL615214,3094,100171,,,,,Autocuration,,1,,9,3847.0,177,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,CHEMBL827087,3094,100171,,,,,Autocuration,,1,,9,3847.0,178,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,CHEMBL615215,3094,100171,,,,,Autocuration,,1,,9,3847.0,179,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,CHEMBL615216,3094,100171,,,,,Autocuration,,1,,9,3847.0,180,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,CHEMBL615217,3094,100171,,,,,Autocuration,,1,,9,3847.0,181,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,CHEMBL615218,3094,100171,,,,,Autocuration,,1,,9,3847.0,182,B,D,BAO_0000357,
,Glycine max,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,CHEMBL615219,3094,100171,,,,,Autocuration,,1,,9,3847.0,183,B,D,BAO_0000357,
,Mus musculus,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,CHEMBL615220,10413,22226,,,,,Autocuration,,1,,0,10090.0,184,B,U,BAO_0000019,
C3H 10T1/2,Mus musculus,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),CHEMBL615221,16929,80049,,294.0,,,Intermediate,,1,,1,10090.0,185,F,N,BAO_0000219,
,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,CHEMBL615222,1229,22226,,,,,Intermediate,,1,,0,,186,F,U,BAO_0000019,
,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),CHEMBL615223,16587,11489,,,,,Autocuration,,1,,8,,187,B,H,BAO_0000357,
,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),CHEMBL615224,16587,11862,,,,,Autocuration,,1,,8,,188,B,H,BAO_0000357,
,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,CHEMBL615225,16587,11862,,,,,Autocuration,,1,,8,,189,B,H,BAO_0000357,
,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,CHEMBL615226,16587,11489,,,,,Autocuration,,1,,8,,190,B,H,BAO_0000357,
,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,CHEMBL615227,16587,11862,,,,,Autocuration,,1,,8,,191,B,H,BAO_0000357,
,Bos taurus,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,CHEMBL615228,8058,12347,,,,,Expert,,1,,9,9913.0,192,F,D,BAO_0000019,
,Rattus norvegicus,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,CHEMBL615229,9065,100120,,,,,Expert,,1,,9,10116.0,193,B,D,BAO_0000357,
,Rattus norvegicus,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,CHEMBL615230,8865,100120,,,Adrenal gland,2369.0,Expert,,1,,9,10116.0,194,B,D,BAO_0000357,
,Rattus norvegicus,,,Inhibition of rat adrenal 11-beta-hydroxylase,CHEMBL615231,9066,100120,,,,,Expert,,1,,9,10116.0,195,B,D,BAO_0000357,
,Rattus norvegicus,,,Inhibition of rat adrenal 11-beta-hydroxylase,CHEMBL884520,8394,100120,,,,,Expert,,1,,9,10116.0,196,B,D,BAO_0000357,
,Rattus norvegicus,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,CHEMBL615232,8394,100120,,,,,Expert,,1,,9,10116.0,197,B,D,BAO_0000357,
,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,CHEMBL615233,6431,10328,,,,,Autocuration,,1,,8,,198,B,H,BAO_0000019,
,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,CHEMBL827088,6431,11490,,,,,Autocuration,,1,,8,,199,B,H,BAO_0000357,
,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,CHEMBL615234,6431,11490,,,,,Autocuration,,1,,8,,200,B,H,BAO_0000357,
,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,CHEMBL615235,9295,11134,,,,,Autocuration,,1,,8,,201,F,H,BAO_0000019,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,CHEMBL615236,10193,12052,,,,,Autocuration,,1,,8,,202,B,H,BAO_0000019,
,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,CHEMBL615237,13622,11134,,,,,Autocuration,,1,,8,,203,B,H,BAO_0000019,
,,,,Inhibitory concentration against human platelet 12-lipoxygenase,CHEMBL615238,12079,11134,,,,,Autocuration,,1,,8,,204,F,H,BAO_0000019,
,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,CHEMBL615239,13622,11134,,,,,Autocuration,,1,,8,,205,B,H,BAO_0000019,
,Homo sapiens,,,Inhibitory concentration against human platelet 12-lipoxygenase,CHEMBL615240,12079,11134,,,,,Autocuration,,1,,9,9606.0,206,F,D,BAO_0000019,
,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,CHEMBL615241,13500,11835,,,,,Expert,,1,,8,,207,B,H,BAO_0000019,
,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,CHEMBL615242,13723,11601,,,,,Expert,,1,,8,,208,B,H,BAO_0000357,
,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),CHEMBL615243,16474,11134,,,,,Autocuration,,1,,8,,209,B,H,BAO_0000019,
,,,,Inhibitory activity against human platelet 12-lipoxygenase,CHEMBL615244,1630,11134,,,,,Autocuration,,1,,8,,210,B,H,BAO_0000019,
,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,CHEMBL615245,167,11134,,,,,Autocuration,,1,,8,,211,B,H,BAO_0000019,
,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),CHEMBL615246,16474,11134,,,,,Autocuration,,1,,8,,212,B,H,BAO_0000019,
,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,CHEMBL615247,167,11134,,,,,Autocuration,,1,,8,,213,B,H,BAO_0000019,
,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,CHEMBL615248,16474,11134,,,,,Autocuration,,1,,8,,214,B,H,BAO_0000019,
,,,,Inhibitory activity towards porcine 12-lipoxygenase,CHEMBL615249,10091,11601,,,,,Autocuration,,1,,8,,215,B,H,BAO_0000357,
,,,,Tested for inhibition against porcine 12-LO,CHEMBL615250,11966,11601,,,,,Autocuration,,1,,8,,216,B,H,BAO_0000357,
,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,CHEMBL615251,951,12052,,,,,Autocuration,,1,,8,,217,B,H,BAO_0000019,
,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,CHEMBL615252,10997,12052,,,,,Autocuration,,1,,8,,218,B,H,BAO_0000019,
,,,,In vitro inhibition of rat platelet 12-lipoxygenase,CHEMBL828340,10193,12052,,,,,Expert,,1,,8,,219,B,H,BAO_0000019,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,CHEMBL615253,10193,12052,,,,,Autocuration,,1,,8,,220,B,H,BAO_0000019,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,CHEMBL615254,10193,12052,,,,,Autocuration,,1,,8,,221,B,H,BAO_0000019,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,CHEMBL615255,10193,12052,,,,,Autocuration,,1,,8,,222,B,H,BAO_0000019,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,CHEMBL615256,10193,12052,,,,,Autocuration,,1,,8,,223,B,H,BAO_0000019,
,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,CHEMBL615257,10193,12052,,,,,Autocuration,,1,,8,,224,B,H,BAO_0000019,
,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,CHEMBL615258,11087,12052,,,,,Autocuration,,1,,8,,225,B,H,BAO_0000019,
41M,Homo sapiens,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,CHEMBL615259,15569,80007,,621.0,,,Intermediate,,1,,1,9606.0,226,F,N,BAO_0000219,
41M,Homo sapiens,,,In vitro antitumor activity against 41M cell line.,CHEMBL615260,12989,80007,,621.0,,,Expert,,1,,1,9606.0,227,F,N,BAO_0000219,
41M,Homo sapiens,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,CHEMBL615261,16745,80007,,621.0,,,Intermediate,,1,,1,9606.0,228,F,N,BAO_0000219,
41M,Homo sapiens,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,CHEMBL615262,15569,80007,,621.0,,,Intermediate,,1,,1,9606.0,229,F,N,BAO_0000219,
41M,Homo sapiens,,,In vitro antitumor activity against 41McisR cell line.,CHEMBL615263,12989,80007,,621.0,,,Expert,,1,,1,9606.0,230,F,N,BAO_0000219,
41M,Homo sapiens,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,CHEMBL838393,12989,80007,,621.0,,,Expert,,1,,1,9606.0,231,F,N,BAO_0000219,
41M,Homo sapiens,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,CHEMBL615264,16745,80007,,621.0,,,Intermediate,,1,,1,9606.0,232,F,N,BAO_0000219,
,Homo sapiens,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),CHEMBL615265,6210,84,,,,,Expert,,1,,9,9606.0,233,B,D,BAO_0000357,
,Homo sapiens,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),CHEMBL615266,6210,68,,,,,Expert,,1,,9,9606.0,234,B,D,BAO_0000357,
,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),CHEMBL615267,6226,68,,,,,Expert,,1,,8,,235,B,H,BAO_0000357,
,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,CHEMBL615268,17855,10201,,,,,Expert,,1,,8,,236,B,H,BAO_0000357,
,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,CHEMBL615269,17855,10201,,,,,Expert,,1,,8,,237,B,H,BAO_0000357,
,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,CHEMBL615270,17855,10201,,,,,Expert,,1,,8,,238,B,H,BAO_0000357,
,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",CHEMBL615271,10413,12220,,,,,Autocuration,,1,,8,,239,B,H,BAO_0000357,
,Escherichia coli,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",CHEMBL615272,10413,11303,,,,,Autocuration,,1,,8,562.0,240,B,H,BAO_0000357,
,Escherichia coli,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",CHEMBL615103,10413,11303,,,,,Autocuration,,1,,8,562.0,241,B,H,BAO_0000357,
,Escherichia coli,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",CHEMBL615104,10413,11303,,,,,Autocuration,,1,,8,562.0,242,B,H,BAO_0000357,
,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",CHEMBL615105,10413,12220,,,,,Autocuration,,1,,8,,243,B,H,BAO_0000357,
,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",CHEMBL872866,10413,12220,,,,,Autocuration,,1,,8,,244,B,H,BAO_0000357,
,Sus scrofa,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",CHEMBL615106,7587,11303,,,,,Autocuration,,1,,8,9823.0,245,B,H,BAO_0000357,
,Sus scrofa,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",CHEMBL615107,7587,11303,,,,,Autocuration,,1,,8,9823.0,246,B,H,BAO_0000019,
,Sus scrofa,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",CHEMBL615108,7587,11303,,,,,Autocuration,,1,,8,9823.0,247,B,H,BAO_0000357,
,Sus scrofa,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",CHEMBL615109,7587,11303,,,,,Autocuration,,1,,8,9823.0,248,B,H,BAO_0000357,
