ss_d,ss_tx_d,src_ss_d,crtd_b,ss_sbclllr_frctn,td,ss_tst_tp,chmbl_d,tss_d,ss_ctgr,src_d,ss_cll_tp,rltnshp_tp,cnfdnc_scr,cll_d,b_frmt,vrnt_d
7790,10116.0,,Intermediate,,50597,In vivo,CHEMBL621323,,,1,,N,1,,BAO_0000218,
7791,10116.0,,Intermediate,,50597,In vivo,CHEMBL621324,,,1,,N,1,,BAO_0000218,
7792,10116.0,,Intermediate,,50597,,CHEMBL621325,,,1,,N,1,,BAO_0000218,
7793,10116.0,,Intermediate,,50597,In vivo,CHEMBL875837,1969.0,,1,,N,1,,BAO_0000218,
7794,10116.0,,Intermediate,,50597,In vivo,CHEMBL621326,1969.0,,1,,N,1,,BAO_0000218,
7795,10116.0,,Intermediate,,50597,In vivo,CHEMBL621327,,,1,,N,1,,BAO_0000218,
7796,10116.0,,Intermediate,,50597,In vivo,CHEMBL621328,,,1,,N,1,,BAO_0000218,
7797,10116.0,,Intermediate,,50597,In vivo,CHEMBL621329,,,1,,N,1,,BAO_0000218,
7798,10116.0,,Intermediate,,50597,In vivo,CHEMBL621330,,,1,,N,1,,BAO_0000218,
7799,10116.0,,Intermediate,,50597,In vivo,CHEMBL621331,,,1,,N,1,,BAO_0000218,
7800,10116.0,,Intermediate,,50597,In vivo,CHEMBL621332,,,1,,N,1,,BAO_0000218,
7801,10116.0,,Intermediate,,50597,In vivo,CHEMBL621333,,,1,,N,1,,BAO_0000218,
7802,10116.0,,Intermediate,,50597,In vivo,CHEMBL621334,,,1,,N,1,,BAO_0000218,
7803,10090.0,,Intermediate,,50594,,CHEMBL621335,,,1,,N,1,,BAO_0000218,
7804,9615.0,,Intermediate,,50588,,CHEMBL621336,,,1,,N,1,,BAO_0000218,
7805,10116.0,,Intermediate,,50597,,CHEMBL621337,,,1,,N,1,,BAO_0000218,
7806,9615.0,,Intermediate,,50588,,CHEMBL621338,,,1,,N,1,,BAO_0000218,
7807,9615.0,,Intermediate,,50588,,CHEMBL875838,,,1,,N,1,,BAO_0000218,
7808,9615.0,,Intermediate,,50588,,CHEMBL621339,,,1,,N,1,,BAO_0000218,
7809,9615.0,,Intermediate,,50588,,CHEMBL621340,,,1,,N,1,,BAO_0000218,
7810,,,Autocuration,,22224,,CHEMBL621341,,,1,,U,0,,BAO_0000218,
7811,,,Autocuration,,22224,,CHEMBL621342,,,1,,U,0,,BAO_0000019,
7812,,,Autocuration,,22224,,CHEMBL621343,,,1,,U,0,,BAO_0000019,
7813,10090.0,,Intermediate,,50594,,CHEMBL621344,,,1,,N,1,,BAO_0000218,
7814,10090.0,,Intermediate,,50594,,CHEMBL621345,,,1,,N,1,,BAO_0000218,
7815,,,Autocuration,,22224,,CHEMBL621346,,,1,,U,0,,BAO_0000019,
7816,,,Autocuration,,22224,,CHEMBL621347,,,1,,U,0,,BAO_0000218,
7817,9615.0,,Intermediate,,50588,,CHEMBL621348,,,1,,N,1,,BAO_0000218,
7818,,,Autocuration,,22224,,CHEMBL621349,178.0,,1,,U,0,,BAO_0000019,
7819,,,Autocuration,,22224,,CHEMBL621350,178.0,,1,,U,0,,BAO_0000019,
7820,,,Autocuration,,22224,,CHEMBL875839,178.0,,1,,U,0,,BAO_0000019,
7821,,,Autocuration,,22224,,CHEMBL620211,178.0,,1,,U,0,,BAO_0000019,
7822,,,Autocuration,,22224,,CHEMBL620212,178.0,,1,,U,0,,BAO_0000019,
7823,,,Autocuration,,22224,,CHEMBL620213,178.0,,1,,U,0,,BAO_0000019,
7824,9544.0,,Intermediate,,50797,,CHEMBL620214,1969.0,,1,,N,1,,BAO_0000218,
7825,9544.0,,Intermediate,,50797,,CHEMBL620215,1969.0,,1,,N,1,,BAO_0000218,
7826,9544.0,,Intermediate,,50797,,CHEMBL620216,1969.0,,1,,N,1,,BAO_0000218,
7827,9615.0,,Intermediate,,50588,,CHEMBL620888,1969.0,,1,,N,1,,BAO_0000218,
7828,9615.0,,Intermediate,,50588,,CHEMBL620889,1969.0,,1,,N,1,,BAO_0000218,
7829,,,Autocuration,,22224,,CHEMBL620890,1969.0,,1,,U,0,,BAO_0000019,
7830,10116.0,,Intermediate,,50597,,CHEMBL620891,1969.0,,1,,N,1,,BAO_0000218,
7831,,,Autocuration,,22224,,CHEMBL620892,,,1,,U,0,,BAO_0000019,
7832,10090.0,,Intermediate,,50594,,CHEMBL621079,,,1,,N,1,,BAO_0000218,
7833,10090.0,,Intermediate,,50594,,CHEMBL621080,,,1,,N,1,,BAO_0000218,
7834,9615.0,,Intermediate,,50588,,CHEMBL621081,,,1,,N,1,,BAO_0000218,
7835,10026.0,,Intermediate,,100712,,CHEMBL621082,,,1,,N,1,,BAO_0000218,
7836,10116.0,,Intermediate,,50597,,CHEMBL621083,,,1,,N,1,,BAO_0000218,
7837,9615.0,,Intermediate,,50588,,CHEMBL621084,,,1,,N,1,,BAO_0000218,
7838,9615.0,,Intermediate,,50588,,CHEMBL621085,,,1,,N,1,,BAO_0000218,
7839,9615.0,,Intermediate,,50588,,CHEMBL621086,,,1,,N,1,,BAO_0000218,
7840,9615.0,,Intermediate,,50588,,CHEMBL621087,,,1,,N,1,,BAO_0000218,
7841,9615.0,,Intermediate,,50588,,CHEMBL622607,,,1,,N,1,,BAO_0000218,
7842,9615.0,,Intermediate,,50588,,CHEMBL622608,,,1,,N,1,,BAO_0000218,
7843,,,Autocuration,,22224,,CHEMBL624481,,,1,,U,0,,BAO_0000019,
7844,,,Autocuration,,22224,,CHEMBL624482,,,1,,U,0,,BAO_0000019,
7845,,,Autocuration,,22224,,CHEMBL624483,,,1,,U,0,,BAO_0000019,
7846,,,Autocuration,,22224,,CHEMBL624484,,,1,,U,0,,BAO_0000019,
7847,,,Autocuration,,22224,,CHEMBL624485,,,1,,U,0,,BAO_0000019,
7848,10116.0,,Intermediate,,50597,,CHEMBL624486,,,1,,N,1,,BAO_0000218,
7849,,,Autocuration,,22224,,CHEMBL624487,,,1,,U,0,,BAO_0000019,
7850,,,Autocuration,,22224,,CHEMBL624488,,,1,,U,0,,BAO_0000019,
7851,10116.0,,Intermediate,,50597,,CHEMBL624489,,,1,,N,1,,BAO_0000218,
7852,10116.0,,Intermediate,,50597,,CHEMBL625184,,,1,,N,1,,BAO_0000218,
7853,,,Autocuration,,22224,,CHEMBL625185,,,1,,U,0,,BAO_0000019,
7854,,,Autocuration,,22224,,CHEMBL875954,,,1,,U,0,,BAO_0000019,
7855,,,Autocuration,,22224,,CHEMBL625186,,,1,,U,0,,BAO_0000019,
7856,,,Autocuration,,22224,,CHEMBL625187,,,1,,U,0,,BAO_0000019,
7857,,,Autocuration,,22224,,CHEMBL625188,,,1,,U,0,,BAO_0000019,
7858,9615.0,,Intermediate,,50588,,CHEMBL625189,,,1,,N,1,,BAO_0000218,
7859,9615.0,,Intermediate,,50588,,CHEMBL625190,,,1,,N,1,,BAO_0000218,
7860,10116.0,,Intermediate,,50597,,CHEMBL621733,,,1,,N,1,,BAO_0000218,
7861,10116.0,,Intermediate,,50597,,CHEMBL621734,,,1,,N,1,,BAO_0000218,
7862,10116.0,,Intermediate,,50597,,CHEMBL621735,,,1,,N,1,,BAO_0000218,
7863,10116.0,,Intermediate,,50597,,CHEMBL621736,1969.0,,1,,N,1,,BAO_0000218,
7864,10116.0,,Intermediate,,50597,,CHEMBL621737,1969.0,,1,,N,1,,BAO_0000218,
7865,10116.0,,Intermediate,,50597,,CHEMBL621738,,,1,,N,1,,BAO_0000218,
7866,10116.0,,Intermediate,,50597,In vivo,CHEMBL622806,,,1,,N,1,,BAO_0000218,
7867,10116.0,,Intermediate,,50597,In vivo,CHEMBL623519,,,1,,N,1,,BAO_0000218,
7868,10116.0,,Intermediate,,50597,In vivo,CHEMBL623520,,,1,,N,1,,BAO_0000218,
7869,10116.0,,Intermediate,,50597,In vivo,CHEMBL623521,,,1,,N,1,,BAO_0000218,
7870,10116.0,,Intermediate,,50597,In vivo,CHEMBL623522,,,1,,N,1,,BAO_0000218,
7871,10116.0,,Intermediate,,50597,In vivo,CHEMBL623523,,,1,,N,1,,BAO_0000218,
7872,10116.0,,Intermediate,,50597,In vivo,CHEMBL623690,,,1,,N,1,,BAO_0000218,
7873,10116.0,,Intermediate,,50597,In vivo,CHEMBL623691,,,1,,N,1,,BAO_0000218,
7874,10116.0,,Intermediate,,50597,In vivo,CHEMBL623692,,,1,,N,1,,BAO_0000218,
7875,10116.0,,Intermediate,,50597,In vivo,CHEMBL623693,,,1,,N,1,,BAO_0000218,
7876,10116.0,,Intermediate,,50597,In vivo,CHEMBL623694,,,1,,N,1,,BAO_0000218,
7877,10116.0,,Intermediate,,50597,In vivo,CHEMBL623695,,,1,,N,1,,BAO_0000218,
7878,10116.0,,Intermediate,,50597,In vivo,CHEMBL623696,,,1,,N,1,,BAO_0000218,
7879,10116.0,,Intermediate,,50597,In vivo,CHEMBL623697,,,1,,N,1,,BAO_0000218,
7880,9544.0,,Intermediate,,22224,In vivo,CHEMBL623698,1969.0,,1,,U,0,,BAO_0000218,
7881,10116.0,,Intermediate,,22224,In vivo,CHEMBL623699,1969.0,,1,,U,0,,BAO_0000218,
7882,10116.0,,Intermediate,,50597,In vivo,CHEMBL623700,,,1,,N,1,,BAO_0000218,
7883,10116.0,,Intermediate,,50597,In vivo,CHEMBL623701,,,1,,N,1,,BAO_0000218,
7884,10116.0,,Intermediate,,50597,In vivo,CHEMBL623702,1969.0,,1,,N,1,,BAO_0000218,
7885,10116.0,,Intermediate,,50597,In vivo,CHEMBL623703,,,1,,N,1,,BAO_0000218,
7886,10116.0,,Intermediate,,50597,In vivo,CHEMBL623704,,,1,,N,1,,BAO_0000218,
7887,10116.0,,Intermediate,,50597,In vivo,CHEMBL623705,,,1,,N,1,,BAO_0000218,
7888,10116.0,,Intermediate,,50597,In vivo,CHEMBL623706,,,1,,N,1,,BAO_0000218,
7889,10116.0,,Intermediate,,50597,In vivo,CHEMBL623707,,,1,,N,1,,BAO_0000218,
7890,10116.0,,Intermediate,,50597,In vivo,CHEMBL623708,,,1,,N,1,,BAO_0000218,
7891,10116.0,,Intermediate,,50597,In vivo,CHEMBL623709,,,1,,N,1,,BAO_0000218,
7892,10116.0,,Intermediate,,50597,In vivo,CHEMBL623710,,,1,,N,1,,BAO_0000218,
7893,10116.0,,Intermediate,,50597,In vivo,CHEMBL623711,,,1,,N,1,,BAO_0000218,
7894,10116.0,,Intermediate,,50597,In vivo,CHEMBL623712,,,1,,N,1,,BAO_0000218,
7895,10116.0,,Intermediate,,50597,In vivo,CHEMBL623713,,,1,,N,1,,BAO_0000218,
7896,10116.0,,Intermediate,,50597,In vivo,CHEMBL623714,,,1,,N,1,,BAO_0000218,
7897,10116.0,,Intermediate,,50597,In vivo,CHEMBL623715,,,1,,N,1,,BAO_0000218,
7898,10116.0,,Intermediate,,50597,In vivo,CHEMBL623716,,,1,,N,1,,BAO_0000218,
7899,10116.0,,Intermediate,,50597,In vivo,CHEMBL622980,,,1,,N,1,,BAO_0000218,
7900,10116.0,,Intermediate,,50597,In vivo,CHEMBL622981,,,1,,N,1,,BAO_0000218,
7901,10116.0,,Intermediate,,50597,In vivo,CHEMBL622982,,,1,,N,1,,BAO_0000218,
7902,10116.0,,Intermediate,,50597,In vivo,CHEMBL622983,,,1,,N,1,,BAO_0000218,
7903,10116.0,,Intermediate,,50597,In vivo,CHEMBL622984,,,1,,N,1,,BAO_0000218,
7904,10116.0,,Intermediate,,50597,In vivo,CHEMBL622985,,,1,,N,1,,BAO_0000218,
7905,10116.0,,Intermediate,,50597,In vivo,CHEMBL623631,1969.0,,1,,N,1,,BAO_0000218,
7906,10116.0,,Intermediate,,50597,In vivo,CHEMBL623632,,,1,,N,1,,BAO_0000218,
7907,10116.0,,Intermediate,,50597,In vivo,CHEMBL623633,1969.0,,1,,N,1,,BAO_0000218,
7908,10116.0,,Intermediate,,50597,In vivo,CHEMBL623634,1969.0,,1,,N,1,,BAO_0000218,
7909,10116.0,,Intermediate,,50597,In vivo,CHEMBL623635,,,1,,N,1,,BAO_0000218,
7910,10116.0,,Intermediate,,50597,In vivo,CHEMBL621195,,,1,,N,1,,BAO_0000218,
7911,10116.0,,Intermediate,,50597,In vivo,CHEMBL621196,,,1,,N,1,,BAO_0000218,
7912,10116.0,,Intermediate,,50597,In vivo,CHEMBL875287,,,1,,N,1,,BAO_0000218,
7913,10116.0,,Intermediate,,50597,In vivo,CHEMBL621197,,,1,,N,1,,BAO_0000218,
7914,10116.0,,Intermediate,,50597,In vivo,CHEMBL621198,1969.0,,1,,N,1,,BAO_0000218,
7915,10116.0,,Intermediate,,50597,In vivo,CHEMBL621199,1969.0,,1,,N,1,,BAO_0000218,
7916,10116.0,,Intermediate,,50597,In vivo,CHEMBL621200,,,1,,N,1,,BAO_0000218,
7917,10116.0,,Intermediate,,50597,In vivo,CHEMBL621201,,,1,,N,1,,BAO_0000218,
7918,10116.0,,Intermediate,,50597,In vivo,CHEMBL621202,,,1,,N,1,,BAO_0000218,
7919,10116.0,,Intermediate,,50597,In vivo,CHEMBL621203,,,1,,N,1,,BAO_0000218,
7920,10116.0,,Intermediate,,50597,In vivo,CHEMBL621204,,,1,,N,1,,BAO_0000218,
7921,10116.0,,Intermediate,,50597,In vivo,CHEMBL621205,948.0,,1,,N,1,,BAO_0000218,
7922,10116.0,,Intermediate,,50597,In vivo,CHEMBL621206,948.0,,1,,N,1,,BAO_0000218,
7923,10116.0,,Intermediate,,50597,In vivo,CHEMBL621207,948.0,,1,,N,1,,BAO_0000218,
7924,10116.0,,Intermediate,,50597,In vivo,CHEMBL621208,948.0,,1,,N,1,,BAO_0000218,
7925,10116.0,,Intermediate,,50597,In vivo,CHEMBL621209,948.0,,1,,N,1,,BAO_0000218,
7926,10116.0,,Intermediate,,50597,In vivo,CHEMBL876484,948.0,,1,,N,1,,BAO_0000218,
7927,10116.0,,Intermediate,,50597,In vivo,CHEMBL621210,948.0,,1,,N,1,,BAO_0000218,
7928,10116.0,,Intermediate,,50597,In vivo,CHEMBL621211,948.0,,1,,N,1,,BAO_0000218,
7929,10116.0,,Intermediate,,50597,In vivo,CHEMBL621212,948.0,,1,,N,1,,BAO_0000218,
7930,10116.0,,Intermediate,,50597,In vivo,CHEMBL621213,948.0,,1,,N,1,,BAO_0000218,
7931,10116.0,,Intermediate,,50597,In vivo,CHEMBL621214,948.0,,1,,N,1,,BAO_0000218,
7932,10116.0,,Intermediate,,50597,In vivo,CHEMBL621215,948.0,,1,,N,1,,BAO_0000218,
7933,10116.0,,Intermediate,,50597,In vivo,CHEMBL621216,948.0,,1,,N,1,,BAO_0000218,
7934,10116.0,,Intermediate,,50597,In vivo,CHEMBL621217,948.0,,1,,N,1,,BAO_0000218,
7935,10116.0,,Intermediate,,50597,In vivo,CHEMBL621218,948.0,,1,,N,1,,BAO_0000218,
7936,10116.0,,Intermediate,,50597,In vivo,CHEMBL621219,948.0,,1,,N,1,,BAO_0000218,
7937,10116.0,,Intermediate,,50597,In vivo,CHEMBL621220,948.0,,1,,N,1,,BAO_0000218,
7938,10116.0,,Intermediate,,50597,In vivo,CHEMBL621221,948.0,,1,,N,1,,BAO_0000218,
7939,10116.0,,Intermediate,,50597,In vivo,CHEMBL621222,948.0,,1,,N,1,,BAO_0000218,
7940,10116.0,,Intermediate,,50597,In vivo,CHEMBL621223,948.0,,1,,N,1,,BAO_0000218,
7941,10116.0,,Intermediate,,50597,In vivo,CHEMBL876485,948.0,,1,,N,1,,BAO_0000218,
7942,10116.0,,Intermediate,,50597,In vivo,CHEMBL621224,948.0,,1,,N,1,,BAO_0000218,
7943,10116.0,,Intermediate,,50597,In vivo,CHEMBL621225,948.0,,1,,N,1,,BAO_0000218,
7944,10116.0,,Intermediate,,50597,In vivo,CHEMBL621226,948.0,,1,,N,1,,BAO_0000218,
7945,10116.0,,Intermediate,,50597,In vivo,CHEMBL621227,2113.0,,1,,N,1,,BAO_0000218,
7946,10116.0,,Intermediate,,50597,In vivo,CHEMBL621228,2113.0,,1,,N,1,,BAO_0000218,
7947,10116.0,,Intermediate,,50597,In vivo,CHEMBL621229,2113.0,,1,,N,1,,BAO_0000218,
7948,10116.0,,Intermediate,,50597,In vivo,CHEMBL621230,2113.0,,1,,N,1,,BAO_0000218,
7949,10116.0,,Intermediate,,50597,In vivo,CHEMBL621231,2113.0,,1,,N,1,,BAO_0000218,
7950,10116.0,,Intermediate,,50597,In vivo,CHEMBL621232,2113.0,,1,,N,1,,BAO_0000218,
7951,10116.0,,Intermediate,,50597,In vivo,CHEMBL621233,2113.0,,1,,N,1,,BAO_0000218,
7952,10116.0,,Intermediate,,50597,In vivo,CHEMBL621234,2113.0,,1,,N,1,,BAO_0000218,
7953,10116.0,,Intermediate,,50597,In vivo,CHEMBL621235,2113.0,,1,,N,1,,BAO_0000218,
7954,10116.0,,Intermediate,,50597,In vivo,CHEMBL621236,2113.0,,1,,N,1,,BAO_0000218,
7955,10116.0,,Intermediate,,50597,In vivo,CHEMBL621237,2113.0,,1,,N,1,,BAO_0000218,
7956,10116.0,,Intermediate,,50597,In vivo,CHEMBL876486,2113.0,,1,,N,1,,BAO_0000218,
7957,10116.0,,Intermediate,,50597,In vivo,CHEMBL622436,160.0,,1,,N,1,,BAO_0000218,
7958,10116.0,,Intermediate,,50597,In vivo,CHEMBL622437,160.0,,1,,N,1,,BAO_0000218,
7959,10116.0,,Intermediate,,50597,In vivo,CHEMBL622438,160.0,,1,,N,1,,BAO_0000218,
7960,10116.0,,Intermediate,,50597,In vivo,CHEMBL622439,2107.0,,1,,N,1,,BAO_0000218,
7961,10116.0,,Intermediate,,50597,In vivo,CHEMBL622440,2107.0,,1,,N,1,,BAO_0000218,
7962,10116.0,,Intermediate,,50597,In vivo,CHEMBL622441,2107.0,,1,,N,1,,BAO_0000218,
7963,10116.0,,Intermediate,,50597,In vivo,CHEMBL622442,2107.0,,1,,N,1,,BAO_0000218,
7964,10116.0,,Intermediate,,50597,In vivo,CHEMBL622443,2107.0,,1,,N,1,,BAO_0000218,
7965,10116.0,,Intermediate,,50597,In vivo,CHEMBL622444,2107.0,,1,,N,1,,BAO_0000218,
7966,10116.0,,Intermediate,,50597,In vivo,CHEMBL622445,2107.0,,1,,N,1,,BAO_0000218,
7967,10116.0,,Intermediate,,50597,In vivo,CHEMBL622446,2107.0,,1,,N,1,,BAO_0000218,
7968,10116.0,,Intermediate,,50597,In vivo,CHEMBL622447,2107.0,,1,,N,1,,BAO_0000218,
7969,10116.0,,Intermediate,,50597,In vivo,CHEMBL622448,2107.0,,1,,N,1,,BAO_0000218,
7970,10116.0,,Intermediate,,50597,In vivo,CHEMBL622449,2107.0,,1,,N,1,,BAO_0000218,
7971,10116.0,,Intermediate,,50597,In vivo,CHEMBL622450,2107.0,,1,,N,1,,BAO_0000218,
7972,10116.0,,Intermediate,,50597,In vivo,CHEMBL622451,2107.0,,1,,N,1,,BAO_0000218,
7973,10116.0,,Intermediate,,50597,In vivo,CHEMBL622452,2107.0,,1,,N,1,,BAO_0000218,
7974,10116.0,,Intermediate,,50597,In vivo,CHEMBL622453,2107.0,,1,,N,1,,BAO_0000218,
7975,10116.0,,Intermediate,,50597,In vivo,CHEMBL622454,2107.0,,1,,N,1,,BAO_0000218,
7976,10116.0,,Intermediate,,50597,In vivo,CHEMBL622455,2107.0,,1,,N,1,,BAO_0000218,
7977,10116.0,,Intermediate,,50597,In vivo,CHEMBL876024,2107.0,,1,,N,1,,BAO_0000218,
7978,10116.0,,Intermediate,,50597,In vivo,CHEMBL622456,,,1,,N,1,,BAO_0000218,
7979,10116.0,,Intermediate,,50597,In vivo,CHEMBL622457,,,1,,N,1,,BAO_0000218,
7980,10116.0,,Intermediate,,50597,In vivo,CHEMBL622458,,,1,,N,1,,BAO_0000218,
7981,10116.0,,Intermediate,,50597,,CHEMBL622459,,,1,,N,1,,BAO_0000218,
7982,10116.0,,Intermediate,,50597,,CHEMBL873343,,,1,,N,1,,BAO_0000218,
7983,10116.0,,Intermediate,,50597,,CHEMBL622460,,,1,,N,1,,BAO_0000218,
7984,10116.0,,Intermediate,,50597,,CHEMBL622461,1969.0,,1,,N,1,,BAO_0000218,
7985,10116.0,,Intermediate,,50597,In vivo,CHEMBL622462,1969.0,,1,,N,1,,BAO_0000218,
7986,10116.0,,Intermediate,,50597,In vivo,CHEMBL622463,,,1,,N,1,,BAO_0000218,
7987,10116.0,,Intermediate,,50597,In vivo,CHEMBL622464,,,1,,N,1,,BAO_0000218,
7988,10116.0,,Intermediate,,50597,In vivo,CHEMBL622465,,,1,,N,1,,BAO_0000218,
7989,10116.0,,Intermediate,,50597,In vivo,CHEMBL622466,,,1,,N,1,,BAO_0000218,
7990,10116.0,,Intermediate,,50597,In vivo,CHEMBL622467,,,1,,N,1,,BAO_0000218,
7991,10116.0,,Intermediate,,50597,,CHEMBL622468,1969.0,,1,,N,1,,BAO_0000218,
7992,10116.0,,Intermediate,,50597,,CHEMBL876025,1969.0,,1,,N,1,,BAO_0000218,
7993,10116.0,,Intermediate,,50597,,CHEMBL622469,1969.0,,1,,N,1,,BAO_0000218,
7994,10116.0,,Intermediate,,50597,,CHEMBL622470,1969.0,,1,,N,1,,BAO_0000218,
7995,10116.0,,Intermediate,,50597,In vivo,CHEMBL622471,,,1,,N,1,,BAO_0000218,
7996,10116.0,,Intermediate,,50597,,CHEMBL622472,1969.0,,1,,N,1,,BAO_0000218,
7997,10116.0,,Intermediate,,50597,In vivo,CHEMBL622473,1969.0,,1,,N,1,,BAO_0000218,
7998,10116.0,,Intermediate,,50597,In vivo,CHEMBL624282,1969.0,,1,,N,1,,BAO_0000218,
7999,10116.0,,Intermediate,,50597,In vivo,CHEMBL624283,1969.0,,1,,N,1,,BAO_0000218,
8000,10116.0,,Intermediate,,50597,In vivo,CHEMBL624284,1969.0,,1,,N,1,,BAO_0000218,
8001,10116.0,,Intermediate,,50597,In vivo,CHEMBL624285,1969.0,,1,,N,1,,BAO_0000218,
8002,10116.0,,Intermediate,,50597,In vivo,CHEMBL624286,,,1,,N,1,,BAO_0000218,
8003,10116.0,,Intermediate,,50597,In vivo,CHEMBL624287,,,1,,N,1,,BAO_0000218,
8004,10116.0,,Intermediate,,50597,,CHEMBL624288,,,1,,N,1,,BAO_0000218,
8005,10116.0,,Intermediate,,50597,In vivo,CHEMBL624289,1969.0,,1,,N,1,,BAO_0000218,
8006,10116.0,,Intermediate,,50597,In vivo,CHEMBL873344,1969.0,,1,,N,1,,BAO_0000218,
8007,10116.0,,Intermediate,,50597,In vivo,CHEMBL619623,,,1,,N,1,,BAO_0000218,
8008,10116.0,,Expert,,50597,In vivo,CHEMBL621399,,,1,,N,1,,BAO_0000218,
8009,10116.0,,Intermediate,,50597,In vivo,CHEMBL621400,,,1,,N,1,,BAO_0000218,
8010,10116.0,,Intermediate,,50597,In vivo,CHEMBL621401,,,1,,N,1,,BAO_0000218,
8011,10116.0,,Intermediate,,50597,,CHEMBL621402,,,1,,N,1,,BAO_0000218,
8012,10116.0,,Intermediate,,50597,,CHEMBL621403,,,1,,N,1,,BAO_0000218,
8013,10116.0,,Intermediate,,50597,In vivo,CHEMBL621121,,,1,,N,1,,BAO_0000218,
8014,10116.0,,Intermediate,,50597,In vivo,CHEMBL872525,,,1,,N,1,,BAO_0000218,
8015,10116.0,,Intermediate,,50597,,CHEMBL621122,,,1,,N,1,,BAO_0000218,
8016,10116.0,,Intermediate,,50597,In vivo,CHEMBL621123,,,1,,N,1,,BAO_0000218,
8017,10116.0,,Intermediate,,50597,In vivo,CHEMBL621124,,,1,,N,1,,BAO_0000218,
8018,10116.0,,Intermediate,,50597,,CHEMBL621125,,,1,,N,1,,BAO_0000218,
8019,10116.0,,Intermediate,,50597,In vivo,CHEMBL621126,,,1,,N,1,,BAO_0000218,
8020,10116.0,,Intermediate,,50597,In vivo,CHEMBL621127,,,1,,N,1,,BAO_0000218,
8021,10116.0,,Intermediate,,50597,In vivo,CHEMBL621128,,,1,,N,1,,BAO_0000218,
8022,10116.0,,Intermediate,,50597,In vivo,CHEMBL618263,,,1,,N,1,,BAO_0000218,
8023,10116.0,,Intermediate,,50597,In vivo,CHEMBL618264,,,1,,N,1,,BAO_0000218,
8024,10116.0,,Intermediate,,50597,In vivo,CHEMBL618265,,,1,,N,1,,BAO_0000218,
8025,10116.0,,Intermediate,,50597,In vivo,CHEMBL618266,1969.0,,1,,N,1,,BAO_0000218,
8026,10116.0,,Intermediate,,50597,In vivo,CHEMBL618267,,,1,,N,1,,BAO_0000218,
8027,10116.0,,Intermediate,,50597,,CHEMBL618450,1088.0,,1,,N,1,,BAO_0000218,
8028,10116.0,,Intermediate,,50597,,CHEMBL618451,1088.0,,1,,N,1,,BAO_0000218,
8029,10116.0,,Intermediate,,50597,,CHEMBL618452,,,1,,N,1,,BAO_0000218,
8030,10116.0,,Intermediate,,50597,,CHEMBL618453,1088.0,,1,,N,1,,BAO_0000218,
8031,10116.0,,Intermediate,,50597,,CHEMBL618454,1088.0,,1,,N,1,,BAO_0000218,
8032,10116.0,,Intermediate,,50597,,CHEMBL618455,1088.0,,1,,N,1,,BAO_0000218,
8033,10116.0,,Intermediate,,50597,In vivo,CHEMBL618456,,,1,,N,1,,BAO_0000218,
8034,10116.0,,Intermediate,,50597,In vivo,CHEMBL618457,,,1,,N,1,,BAO_0000218,
8035,10116.0,,Intermediate,,50597,In vivo,CHEMBL618458,,,1,,N,1,,BAO_0000218,
8036,10116.0,,Intermediate,,50597,,CHEMBL618459,,,1,,N,1,,BAO_0000218,
8037,10116.0,,Intermediate,,50597,,CHEMBL876733,,,1,,N,1,,BAO_0000218,
8038,9615.0,,Intermediate,,50588,,CHEMBL618460,,,1,,N,1,,BAO_0000218,
8039,10116.0,,Intermediate,,50597,,CHEMBL618461,,,1,,N,1,,BAO_0000218,
8040,,,Autocuration,,22224,,CHEMBL618462,,,1,,U,0,,BAO_0000019,
8041,10116.0,,Intermediate,,50597,,CHEMBL618463,,,1,,N,1,,BAO_0000218,
8042,10116.0,,Intermediate,,50597,,CHEMBL618464,,,1,,N,1,,BAO_0000218,
8043,10116.0,,Intermediate,,50597,,CHEMBL618465,,,1,,N,1,,BAO_0000218,
8044,10116.0,,Intermediate,,50597,,CHEMBL618466,,,1,,N,1,,BAO_0000218,
8045,10116.0,,Intermediate,,50597,,CHEMBL618467,,,1,,N,1,,BAO_0000218,
8046,10116.0,,Intermediate,,50597,,CHEMBL618468,,,1,,N,1,,BAO_0000218,
8047,9615.0,,Intermediate,,50588,,CHEMBL618469,1969.0,,1,,N,1,,BAO_0000218,
8048,9615.0,,Intermediate,,50588,,CHEMBL618470,1969.0,,1,,N,1,,BAO_0000218,
8049,,,Autocuration,,22224,,CHEMBL618471,,,1,,U,0,,BAO_0000218,
8050,10090.0,,Intermediate,,50594,,CHEMBL618472,,,1,,N,1,,BAO_0000218,
8051,,,Autocuration,,22224,,CHEMBL618473,,,1,,U,0,,BAO_0000218,
8052,9669.0,,Intermediate,,50506,,CHEMBL621699,,,1,,N,1,,BAO_0000218,
8053,10116.0,,Intermediate,,50597,,CHEMBL621700,,,1,,N,1,,BAO_0000218,
8054,10116.0,,Intermediate,,50597,,CHEMBL621701,,,1,,N,1,,BAO_0000218,
8055,9669.0,,Intermediate,,50506,,CHEMBL621702,,,1,,N,1,,BAO_0000218,
8056,9615.0,,Intermediate,,50588,,CHEMBL621703,,,1,,N,1,,BAO_0000218,
8057,9615.0,,Intermediate,,50588,,CHEMBL621704,,,1,,N,1,,BAO_0000218,
8058,10116.0,,Intermediate,,50597,,CHEMBL624259,,,1,,N,1,,BAO_0000218,
8059,10116.0,,Intermediate,,50597,,CHEMBL624260,,,1,,N,1,,BAO_0000218,
