confidence_score,assay_strain,src_id,cell_id,assay_tax_id,assay_id,assay_category,assay_test_type,assay_type,tissue_id,src_assay_id,variant_id,assay_organism,assay_cell_type,relationship_type,chembl_id,bao_format,description,doc_id,assay_subcellular_fraction,assay_tissue,tid,curated_by
8,,1,,,139,,,F,,,,,,H,CHEMBL615362,BAO_0000019,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,10543,,,19640,Autocuration
8,,1,,,140,,,F,,,,,,H,CHEMBL615363,BAO_0000019,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,10543,,,19640,Expert
8,,1,,,141,,,B,,,,,,H,CHEMBL615364,BAO_0000357,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,10543,,,19640,Autocuration
8,,1,,,142,,,F,,,,,,H,CHEMBL615365,BAO_0000019,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,10543,,,19640,Expert
1,,1,524.0,10090.0,143,,,F,,,,Mus musculus,P338,N,CHEMBL615366,BAO_0000219,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,11365,,,80360,Intermediate
1,,1,524.0,10090.0,144,,,F,,,,Mus musculus,P338,N,CHEMBL615367,BAO_0000219,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,11365,,,80360,Intermediate
1,,1,554.0,9606.0,145,,,F,,,,Homo sapiens,PBL,N,CHEMBL615368,BAO_0000219,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,11803,,,80384,Intermediate
0,,1,,9940.0,146,,,F,,,,Ovis aries,,U,CHEMBL615369,BAO_0000019,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,11803,,,22226,Autocuration
0,,1,,9940.0,147,,,F,,,,Ovis aries,,U,CHEMBL615370,BAO_0000019,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,11803,,,22226,Autocuration
8,,1,,,148,,,B,,,,,,H,CHEMBL615673,BAO_0000357,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),12278,,,191,Autocuration
0,,1,,9606.0,149,,,F,,,,Homo sapiens,,U,CHEMBL615674,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,8249,,,22226,Autocuration
0,,1,,9606.0,150,,,F,,,,Homo sapiens,,U,CHEMBL615675,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,8249,,,22226,Autocuration
0,,1,635.0,9606.0,151,,,F,,,,Homo sapiens,CCRF-CEM,U,CHEMBL615676,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,8249,,,22226,Autocuration
0,,1,635.0,9606.0,152,,,F,,,,Homo sapiens,CCRF-CEM,U,CHEMBL615677,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,8249,,,22226,Autocuration
0,,1,635.0,9606.0,153,,,F,,,,Homo sapiens,CCRF-CEM,U,CHEMBL615678,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,8249,,,22226,Autocuration
0,,1,635.0,9606.0,154,,,F,,,,Homo sapiens,CCRF-CEM,U,CHEMBL615679,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,8249,,,22226,Autocuration
0,,1,,9606.0,155,,,F,,,,Homo sapiens,,U,CHEMBL615680,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,8249,,,22226,Autocuration
0,,1,,9606.0,156,,,F,,,,Homo sapiens,,U,CHEMBL615681,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,8249,,,22226,Autocuration
6,,1,,,157,,,B,,,,,,H,CHEMBL857972,BAO_0000249,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,16992,,,104290,Autocuration
1,,1,,1314.0,158,,,F,,,,Streptococcus pyogenes,,N,CHEMBL857899,BAO_0000218,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,10543,,,50264,Intermediate
1,,1,,10335.0,159,,,F,,,,Human herpesvirus 3,,N,CHEMBL615371,BAO_0000218,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),17833,,,50527,Intermediate
1,,1,468.0,10335.0,160,,,F,,,,vericilla zoster virus,HEL,N,CHEMBL615372,BAO_0000218,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,17290,,,50527,Expert
1,,1,,10335.0,161,,,F,,,,vericilla zoster virus,,N,CHEMBL615373,BAO_0000218,Antiviral activity against 07/1 strain of VZV; ND: No data,17290,,,50527,Intermediate
1,,1,,10335.0,162,,,F,,,,vericilla zoster virus,,N,CHEMBL615374,BAO_0000218,Antiviral activity against 07/1 strain of VZV; ND=No data,17290,,,50527,Intermediate
1,,1,,561.0,163,,,F,,,,escherichia cloac,,N,CHEMBL615375,BAO_0000218,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",10932,,,50145,Intermediate
0,,1,,,164,,,B,,,,,,U,CHEMBL615376,BAO_0000019,Ratio of Ki at A2 to Ki at A1 receptors,9707,,,22226,Autocuration
8,,1,,5476.0,165,,,B,,,,Candida albicans,,H,CHEMBL615377,BAO_0000249,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",2346,,,11143,Expert
8,,1,,284593.0,166,,,B,,,,Candida glabrata CBS 138,,H,CHEMBL615378,BAO_0000357,"Inhibition of 1,3-beta-glucan synthase",2205,,,18077,Expert
1,,1,832.0,9606.0,167,,,F,,,,Homo sapiens,1-87 tumor cell line,N,CHEMBL615379,BAO_0000219,Inhibition of growth of 1-87 human tumor cell line,11900,,,80609,Intermediate
9,,1,,10116.0,168,,,B,,,,Rattus norvegicus,,D,CHEMBL615380,BAO_0000219,Inhibition of 1-lipoxygenase (LOX)in RBL cells,14864,,,12166,Expert
9,,1,,3847.0,169,,,B,,,,Glycine max,,D,CHEMBL615381,BAO_0000357,Inhibitory activity against soybean 1-lipoxygenase (SLO),16474,,,100171,Autocuration
9,,1,,3847.0,170,,,B,,,,Glycine max,,D,CHEMBL615382,BAO_0000357,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,16474,,,100171,Autocuration
9,,1,,3847.0,171,,,B,,,,Glycine max,,D,CHEMBL615383,BAO_0000357,% inhibition against soybean 1-lipoxygenase (SLO),16474,,,100171,Autocuration
9,,1,,3847.0,172,,,B,,,,Glycine max,,D,CHEMBL615384,BAO_0000357,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,16474,,,100171,Autocuration
9,,1,,3847.0,173,,,B,,,,Glycine max,,D,CHEMBL615385,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,3094,,,100171,Autocuration
9,,1,,3847.0,174,,,B,,,,Glycine max,,D,CHEMBL615386,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,3094,,,100171,Autocuration
9,,1,,3847.0,175,,,B,,,,Glycine max,,D,CHEMBL615387,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,3094,,,100171,Autocuration
9,,1,,3847.0,176,,,B,,,,Glycine max,,D,CHEMBL615388,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,3094,,,100171,Autocuration
9,,1,,3847.0,177,,,B,,,,Glycine max,,D,CHEMBL615214,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,3094,,,100171,Autocuration
9,,1,,3847.0,178,,,B,,,,Glycine max,,D,CHEMBL827087,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,3094,,,100171,Autocuration
9,,1,,3847.0,179,,,B,,,,Glycine max,,D,CHEMBL615215,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,3094,,,100171,Autocuration
9,,1,,3847.0,180,,,B,,,,Glycine max,,D,CHEMBL615216,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,3094,,,100171,Autocuration
9,,1,,3847.0,181,,,B,,,,Glycine max,,D,CHEMBL615217,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,3094,,,100171,Autocuration
9,,1,,3847.0,182,,,B,,,,Glycine max,,D,CHEMBL615218,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,3094,,,100171,Autocuration
9,,1,,3847.0,183,,,B,,,,Glycine max,,D,CHEMBL615219,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,3094,,,100171,Autocuration
0,,1,,10090.0,184,,,B,,,,Mus musculus,,U,CHEMBL615220,BAO_0000019,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,10413,,,22226,Autocuration
1,,1,294.0,10090.0,185,,,F,,,,Mus musculus,C3H 10T1/2,N,CHEMBL615221,BAO_0000219,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),16929,,,80049,Intermediate
0,,1,,,186,,,F,,,,,,U,CHEMBL615222,BAO_0000019,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,1229,,,22226,Intermediate
8,,1,,,187,,,B,,,,,,H,CHEMBL615223,BAO_0000357,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),16587,,,11489,Autocuration
8,,1,,,188,,,B,,,,,,H,CHEMBL615224,BAO_0000357,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),16587,,,11862,Autocuration
8,,1,,,189,,,B,,,,,,H,CHEMBL615225,BAO_0000357,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,16587,,,11862,Autocuration
8,,1,,,190,,,B,,,,,,H,CHEMBL615226,BAO_0000357,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,16587,,,11489,Autocuration
8,,1,,,191,,,B,,,,,,H,CHEMBL615227,BAO_0000357,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,16587,,,11862,Autocuration
9,,1,,9913.0,192,,,F,,,,Bos taurus,,D,CHEMBL615228,BAO_0000019,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,8058,,,12347,Expert
9,,1,,10116.0,193,,,B,,,,Rattus norvegicus,,D,CHEMBL615229,BAO_0000357,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,9065,,,100120,Expert
9,,1,,10116.0,194,,,B,2369.0,,,Rattus norvegicus,,D,CHEMBL615230,BAO_0000357,Inhibition of 11 beta-hydroxylase from rat adrenal gland,8865,,Adrenal gland,100120,Expert
9,,1,,10116.0,195,,,B,,,,Rattus norvegicus,,D,CHEMBL615231,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase,9066,,,100120,Expert
9,,1,,10116.0,196,,,B,,,,Rattus norvegicus,,D,CHEMBL884520,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase,8394,,,100120,Expert
9,,1,,10116.0,197,,,B,,,,Rattus norvegicus,,D,CHEMBL615232,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,8394,,,100120,Expert
8,,1,,,198,,,B,,,,,,H,CHEMBL615233,BAO_0000019,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,6431,,,10328,Autocuration
8,,1,,,199,,,B,,,,,,H,CHEMBL827088,BAO_0000357,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,6431,,,11490,Autocuration
8,,1,,,200,,,B,,,,,,H,CHEMBL615234,BAO_0000357,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,6431,,,11490,Autocuration
8,,1,,,201,,,F,,,,,,H,CHEMBL615235,BAO_0000019,Compound was tested for the percent of inhibition against 12-LO at 10 uM,9295,,,11134,Autocuration
8,,1,,,202,,,B,,,,,,H,CHEMBL615236,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,,,12052,Autocuration
8,,1,,,203,,,B,,,,,,H,CHEMBL615237,BAO_0000019,Compound was tested in vitro for inhibition of 12-LO human platelet,13622,,,11134,Autocuration
8,,1,,,204,,,F,,,,,,H,CHEMBL615238,BAO_0000019,Inhibitory concentration against human platelet 12-lipoxygenase,12079,,,11134,Autocuration
8,,1,,,205,,,B,,,,,,H,CHEMBL615239,BAO_0000019,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,13622,,,11134,Autocuration
9,,1,,9606.0,206,,,F,,,,Homo sapiens,,D,CHEMBL615240,BAO_0000019,Inhibitory concentration against human platelet 12-lipoxygenase,12079,,,11134,Autocuration
8,,1,,,207,,,B,,,,,,H,CHEMBL615241,BAO_0000019,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,13500,,,11835,Expert
8,,1,,,208,,,B,,,,,,H,CHEMBL615242,BAO_0000357,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,13723,,,11601,Expert
8,,1,,,209,,,B,,,,,,H,CHEMBL615243,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),16474,,,11134,Autocuration
8,,1,,,210,,,B,,,,,,H,CHEMBL615244,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase,1630,,,11134,Autocuration
8,,1,,,211,,,B,,,,,,H,CHEMBL615245,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,167,,,11134,Autocuration
8,,1,,,212,,,B,,,,,,H,CHEMBL615246,BAO_0000019,% inhibition against human platelet 12-lipoxygenase (12-HLO),16474,,,11134,Autocuration
8,,1,,,213,,,B,,,,,,H,CHEMBL615247,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,167,,,11134,Autocuration
8,,1,,,214,,,B,,,,,,H,CHEMBL615248,BAO_0000019,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,16474,,,11134,Autocuration
8,,1,,,215,,,B,,,,,,H,CHEMBL615249,BAO_0000357,Inhibitory activity towards porcine 12-lipoxygenase,10091,,,11601,Autocuration
8,,1,,,216,,,B,,,,,,H,CHEMBL615250,BAO_0000357,Tested for inhibition against porcine 12-LO,11966,,,11601,Autocuration
8,,1,,,217,,,B,,,,,,H,CHEMBL615251,BAO_0000019,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,951,,,12052,Autocuration
8,,1,,,218,,,B,,,,,,H,CHEMBL615252,BAO_0000019,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,10997,,,12052,Autocuration
8,,1,,,219,,,B,,,,,,H,CHEMBL828340,BAO_0000019,In vitro inhibition of rat platelet 12-lipoxygenase,10193,,,12052,Expert
8,,1,,,220,,,B,,,,,,H,CHEMBL615253,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,,,12052,Autocuration
8,,1,,,221,,,B,,,,,,H,CHEMBL615254,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,10193,,,12052,Autocuration
8,,1,,,222,,,B,,,,,,H,CHEMBL615255,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,10193,,,12052,Autocuration
8,,1,,,223,,,B,,,,,,H,CHEMBL615256,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,,,12052,Autocuration
8,,1,,,224,,,B,,,,,,H,CHEMBL615257,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase,10193,,,12052,Autocuration
8,,1,,,225,,,B,,,,,,H,CHEMBL615258,BAO_0000019,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,11087,,,12052,Autocuration
1,,1,621.0,9606.0,226,,,F,,,,Homo sapiens,41M,N,CHEMBL615259,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,15569,,,80007,Intermediate
1,,1,621.0,9606.0,227,,,F,,,,Homo sapiens,41M,N,CHEMBL615260,BAO_0000219,In vitro antitumor activity against 41M cell line.,12989,,,80007,Expert
1,,1,621.0,9606.0,228,,,F,,,,Homo sapiens,41M,N,CHEMBL615261,BAO_0000219,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,16745,,,80007,Intermediate
1,,1,621.0,9606.0,229,,,F,,,,Homo sapiens,41M,N,CHEMBL615262,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,15569,,,80007,Intermediate
1,,1,621.0,9606.0,230,,,F,,,,Homo sapiens,41M,N,CHEMBL615263,BAO_0000219,In vitro antitumor activity against 41McisR cell line.,12989,,,80007,Expert
1,,1,621.0,9606.0,231,,,F,,,,Homo sapiens,41M,N,CHEMBL838393,BAO_0000219,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,12989,,,80007,Expert
1,,1,621.0,9606.0,232,,,F,,,,Homo sapiens,41M,N,CHEMBL615264,BAO_0000219,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,16745,,,80007,Intermediate
9,,1,,9606.0,233,,,B,,,,Homo sapiens,,D,CHEMBL615265,BAO_0000357,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),6210,,,84,Expert
9,,1,,9606.0,234,,,B,,,,Homo sapiens,,D,CHEMBL615266,BAO_0000357,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),6210,,,68,Expert
8,,1,,,235,,,B,,,,,,H,CHEMBL615267,BAO_0000357,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),6226,,,68,Expert
8,,1,,,236,,,B,,,,,,H,CHEMBL615268,BAO_0000357,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,17855,,,10201,Expert
8,,1,,,237,,,B,,,,,,H,CHEMBL615269,BAO_0000357,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,17855,,,10201,Expert
8,,1,,,238,,,B,,,,,,H,CHEMBL615270,BAO_0000357,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,17855,,,10201,Expert
8,,1,,,239,,,B,,,,,,H,CHEMBL615271,BAO_0000357,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",10413,,,12220,Autocuration
8,,1,,562.0,240,,,B,,,,Escherichia coli,,H,CHEMBL615272,BAO_0000357,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",10413,,,11303,Autocuration
8,,1,,562.0,241,,,B,,,,Escherichia coli,,H,CHEMBL615103,BAO_0000357,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",10413,,,11303,Autocuration
8,,1,,562.0,242,,,B,,,,Escherichia coli,,H,CHEMBL615104,BAO_0000357,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",10413,,,11303,Autocuration
8,,1,,,243,,,B,,,,,,H,CHEMBL615105,BAO_0000357,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",10413,,,12220,Autocuration
8,,1,,,244,,,B,,,,,,H,CHEMBL872866,BAO_0000357,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",10413,,,12220,Autocuration
8,,1,,9823.0,245,,,B,,,,Sus scrofa,,H,CHEMBL615106,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,,,11303,Autocuration
8,,1,,9823.0,246,,,B,,,,Sus scrofa,,H,CHEMBL615107,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",7587,,,11303,Autocuration
8,,1,,9823.0,247,,,B,,,,Sus scrofa,,H,CHEMBL615108,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",7587,,,11303,Autocuration
8,,1,,9823.0,248,,,B,,,,Sus scrofa,,H,CHEMBL615109,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",7587,,,11303,Autocuration
