SRASSI,Descri,ASI,RELTY,ASSORG,ASSSTR,VAI,DOI,Ti,CONFISC,ASST,BAFO,CI,ASTET,SRI,CHI,TISI,ASCAT,ASSTI,CURB,ASTIS,ASSSUBCELFRA,ASSCTY
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,7663,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627032,2048.0,,10116.0,Intermediate,Lung,,
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,7664,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627033,2385.0,,10116.0,Intermediate,Muscle tissue,,
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,7665,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627034,,,10116.0,Intermediate,,,
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,7666,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627035,2106.0,,10116.0,Intermediate,Spleen,,
,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,7667,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627036,2046.0,,10116.0,Intermediate,Thyroid gland,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,7668,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL875340,178.0,,10116.0,Intermediate,Blood,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,7669,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627037,948.0,,10116.0,Intermediate,Heart,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,7670,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627038,2113.0,,10116.0,Intermediate,Kidney,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,7671,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627039,2107.0,,10116.0,Intermediate,Liver,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,7672,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL627040,2385.0,,10116.0,Intermediate,Muscle tissue,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,7673,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL624663,2106.0,,10116.0,Intermediate,Spleen,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,7674,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL625963,2046.0,,10116.0,Intermediate,Thyroid gland,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,7675,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL876799,955.0,,10116.0,Intermediate,Brain,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,7676,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL626133,2048.0,,10116.0,Intermediate,Lung,,
,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,7677,N,Rattus norvegicus,,,10130,50597,1,A,BAO_0000218,,,1,CHEMBL626134,,,10116.0,Intermediate,,,
,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,7678,N,Rattus norvegicus,,,6295,50597,1,A,BAO_0000218,,,1,CHEMBL626135,,,10116.0,Intermediate,,,
,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,7679,N,Rattus norvegicus,,,6296,50597,1,A,BAO_0000218,,,1,CHEMBL626136,,,10116.0,Intermediate,,,
,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,7680,N,Rattus norvegicus,,,6296,50597,1,A,BAO_0000218,,,1,CHEMBL626137,,,10116.0,Intermediate,,,
,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,7681,N,Rattus norvegicus,,,6295,50597,1,A,BAO_0000218,,,1,CHEMBL626138,,,10116.0,Intermediate,,,
,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,7682,N,Rattus norvegicus,,,6296,50597,1,A,BAO_0000218,,,1,CHEMBL626139,,,10116.0,Intermediate,,,
,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,7683,N,Rattus norvegicus,,,17260,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626140,,,10116.0,Intermediate,,,
,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,7684,N,Rattus norvegicus,,,17260,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626141,,,10116.0,Intermediate,,,
,C24h in rat p.o. at 20 mg/kg concentration,7685,N,Rattus norvegicus,,,17686,50597,1,A,BAO_0000218,,,1,CHEMBL626142,,,10116.0,Intermediate,,,
,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,7686,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627930,2385.0,,10116.0,Intermediate,Muscle tissue,,
,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,7687,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627931,2385.0,,10116.0,Intermediate,Muscle tissue,,
,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,7688,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627932,2385.0,,10116.0,Intermediate,Muscle tissue,,
,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,7689,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627933,2106.0,,10116.0,Intermediate,Spleen,,
,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,7690,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627934,2106.0,,10116.0,Intermediate,Spleen,,
,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,7691,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627935,2106.0,,10116.0,Intermediate,Spleen,,
,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,7692,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627936,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,7693,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627937,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,7694,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627938,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,7695,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627939,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,7696,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627940,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,7697,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627941,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,7698,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL876800,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,7699,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627942,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,7700,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627943,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,7701,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627944,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,7702,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627945,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,7703,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628584,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA at 15 min,7704,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628585,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,7705,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628586,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA at 30 min,7706,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628587,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,7707,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628588,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,7708,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628589,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,7709,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625304,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,7710,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625305,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,7711,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625306,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,7712,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625307,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,7713,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625308,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,7714,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627740,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,7715,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627741,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,7716,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627742,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,7717,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627743,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,7718,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627744,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,7719,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627745,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,7720,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627746,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,7721,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627747,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,7722,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL876810,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,7723,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627748,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,7724,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627749,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,7725,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627750,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,7726,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618728,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,7727,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618729,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA at 15 min,7728,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618730,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,7729,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618731,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA at 30 min,7730,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618732,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,7731,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618733,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,7732,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618734,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,7733,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618735,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,7734,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL876602,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,7735,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618736,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,7736,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618737,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,7737,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618738,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,7738,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618739,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,7739,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618740,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,7740,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618741,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,7741,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618742,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,7742,N,Rattus norvegicus,,,9866,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618743,10000001.0,,10116.0,Intermediate,Bone,,
,Half-life from rat plasma at a single oral dose of 25 mg/kg,7743,N,Rattus norvegicus,,,17752,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL618744,1969.0,,10116.0,Intermediate,Plasma,,
,Half-life in male rat,7744,N,Rattus norvegicus,,,5610,50597,1,A,BAO_0000218,,,1,CHEMBL618745,,,10116.0,Intermediate,,,
,Half-life in rat after peroral administration at 10 mg/kg concentration,7745,N,Rattus norvegicus,,,5939,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620479,,,10116.0,Intermediate,,,
,Half-life in rat after peroral administration at 5 mg/kg concentration,7746,N,Rattus norvegicus,,,5939,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620480,,,10116.0,Intermediate,,,
,Half-life in rat at a dose of 3 mg/kg,7747,N,Rattus norvegicus,,,17771,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620481,,,10116.0,Intermediate,,,
,Half-life was evaluated in rats,7748,N,Rattus norvegicus,,,1974,50597,1,A,BAO_0000218,,,1,CHEMBL620482,,,10116.0,Intermediate,,,
,Half-life was measured in rat,7749,N,Rattus norvegicus,,,4239,50597,1,A,BAO_0000218,,,1,CHEMBL876603,,,10116.0,Intermediate,,,
,Half-life period for the compound was determined in rats at 50 mg/kg dose,7750,N,Rattus norvegicus,,,6681,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620483,,,10116.0,Intermediate,,,
,Half-life period in rats after intravenous administration at 5 mg/kg,7751,N,Rattus norvegicus,,,17752,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620484,,,10116.0,Intermediate,,,
,Half-life period in rat at 10 mg/kg,7752,N,Rattus norvegicus,,,6046,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620485,,,10116.0,Intermediate,,,
,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",7753,N,Rattus norvegicus,,,6685,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620486,,,10116.0,Intermediate,,,
,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",7754,N,Rattus norvegicus,,,6685,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620487,,,10116.0,Intermediate,,,
,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",7755,N,Rattus norvegicus,,,6685,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620488,,,10116.0,Intermediate,,,
,Half-life time in rat the dose of 2 mg/kg,7756,N,Rattus norvegicus,,,4727,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620489,,,10116.0,Intermediate,,,
,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,7757,N,Rattus norvegicus,,,1088,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620490,,,10116.0,Intermediate,,,
,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,7758,N,Rattus norvegicus,,,5610,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620491,,,10116.0,Intermediate,,,
,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",7759,N,Rattus norvegicus,,,3032,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL876604,1969.0,,10116.0,Intermediate,Plasma,,
,Oral half life was determined,7760,N,Rattus norvegicus,,,5199,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620492,,,10116.0,Intermediate,,,
,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",7761,N,Rattus norvegicus,,,14941,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620493,,,10116.0,Intermediate,,,
,Pharmacokinetic property (t1/2) in rat,7762,N,Rattus norvegicus,,,4408,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620494,,,10116.0,Intermediate,,,
,Plasma elimination half-life was determined,7763,N,Rattus norvegicus,,,2552,50597,1,A,BAO_0000218,,,1,CHEMBL620495,1969.0,,10116.0,Intermediate,Plasma,,
,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,7764,N,Rattus norvegicus,,,5199,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL620496,1969.0,,10116.0,Intermediate,Plasma,,
