src_assay_id,confidence_score,cell_id,description,assay_strain,assay_id,doc_id,assay_subcellular_fraction,src_id,assay_organism,curated_by,tid,assay_category,assay_tax_id,assay_tissue,relationship_type,tissue_id,assay_test_type,assay_cell_type,bao_format,assay_type,variant_id,chembl_id
,8,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,139,10543,,1,,Autocuration,19640,,,,H,,,,BAO_0000019,F,,CHEMBL615362
,8,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,140,10543,,1,,Expert,19640,,,,H,,,,BAO_0000019,F,,CHEMBL615363
,8,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,141,10543,,1,,Autocuration,19640,,,,H,,,,BAO_0000357,B,,CHEMBL615364
,8,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,142,10543,,1,,Expert,19640,,,,H,,,,BAO_0000019,F,,CHEMBL615365
,1,524.0,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,143,11365,,1,Mus musculus,Intermediate,80360,,10090.0,,N,,,P338,BAO_0000219,F,,CHEMBL615366
,1,524.0,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,144,11365,,1,Mus musculus,Intermediate,80360,,10090.0,,N,,,P338,BAO_0000219,F,,CHEMBL615367
,1,554.0,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,145,11803,,1,Homo sapiens,Intermediate,80384,,9606.0,,N,,,PBL,BAO_0000219,F,,CHEMBL615368
,0,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,146,11803,,1,Ovis aries,Autocuration,22226,,9940.0,,U,,,,BAO_0000019,F,,CHEMBL615369
,0,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,147,11803,,1,Ovis aries,Autocuration,22226,,9940.0,,U,,,,BAO_0000019,F,,CHEMBL615370
,8,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,148,12278,,1,,Autocuration,191,,,,H,,,,BAO_0000357,B,,CHEMBL615673
,0,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,149,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,,BAO_0000019,F,,CHEMBL615674
,0,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,150,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,,BAO_0000019,F,,CHEMBL615675
,0,635.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,151,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,CCRF-CEM,BAO_0000219,F,,CHEMBL615676
,0,635.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,152,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,CCRF-CEM,BAO_0000219,F,,CHEMBL615677
,0,635.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,153,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,CCRF-CEM,BAO_0000219,F,,CHEMBL615678
,0,635.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,154,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,CCRF-CEM,BAO_0000219,F,,CHEMBL615679
,0,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,155,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,,BAO_0000019,F,,CHEMBL615680
,0,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,156,8249,,1,Homo sapiens,Autocuration,22226,,9606.0,,U,,,,BAO_0000019,F,,CHEMBL615681
,6,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,157,16992,,1,,Autocuration,104290,,,,H,,,,BAO_0000249,B,,CHEMBL857972
,1,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,158,10543,,1,Streptococcus pyogenes,Intermediate,50264,,1314.0,,N,,,,BAO_0000218,F,,CHEMBL857899
,1,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,159,17833,,1,Human herpesvirus 3,Intermediate,50527,,10335.0,,N,,,,BAO_0000218,F,,CHEMBL615371
,1,468.0,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,160,17290,,1,vericilla zoster virus,Expert,50527,,10335.0,,N,,,HEL,BAO_0000218,F,,CHEMBL615372
,1,,Antiviral activity against 07/1 strain of VZV; ND: No data,,161,17290,,1,vericilla zoster virus,Intermediate,50527,,10335.0,,N,,,,BAO_0000218,F,,CHEMBL615373
,1,,Antiviral activity against 07/1 strain of VZV; ND=No data,,162,17290,,1,vericilla zoster virus,Intermediate,50527,,10335.0,,N,,,,BAO_0000218,F,,CHEMBL615374
,1,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,163,10932,,1,escherichia cloac,Intermediate,50145,,561.0,,N,,,,BAO_0000218,F,,CHEMBL615375
,0,,Ratio of Ki at A2 to Ki at A1 receptors,,164,9707,,1,,Autocuration,22226,,,,U,,,,BAO_0000019,B,,CHEMBL615376
,8,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,165,2346,,1,Candida albicans,Expert,11143,,5476.0,,H,,,,BAO_0000249,B,,CHEMBL615377
,8,,"Inhibition of 1,3-beta-glucan synthase",,166,2205,,1,Candida glabrata CBS 138,Expert,18077,,284593.0,,H,,,,BAO_0000357,B,,CHEMBL615378
,1,832.0,Inhibition of growth of 1-87 human tumor cell line,,167,11900,,1,Homo sapiens,Intermediate,80609,,9606.0,,N,,,1-87 tumor cell line,BAO_0000219,F,,CHEMBL615379
,9,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,168,14864,,1,Rattus norvegicus,Expert,12166,,10116.0,,D,,,,BAO_0000219,B,,CHEMBL615380
,9,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,169,16474,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615381
,9,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,170,16474,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615382
,9,,% inhibition against soybean 1-lipoxygenase (SLO),,171,16474,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615383
,9,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,172,16474,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615384
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,173,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615385
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,174,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615386
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,175,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615387
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,176,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615388
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,177,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615214
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,178,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL827087
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,179,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615215
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,180,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615216
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,181,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615217
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,182,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615218
,9,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,183,3094,,1,Glycine max,Autocuration,100171,,3847.0,,D,,,,BAO_0000357,B,,CHEMBL615219
,0,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,184,10413,,1,Mus musculus,Autocuration,22226,,10090.0,,U,,,,BAO_0000019,B,,CHEMBL615220
,1,294.0,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,185,16929,,1,Mus musculus,Intermediate,80049,,10090.0,,N,,,C3H 10T1/2,BAO_0000219,F,,CHEMBL615221
,0,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,186,1229,,1,,Intermediate,22226,,,,U,,,,BAO_0000019,F,,CHEMBL615222
,8,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,187,16587,,1,,Autocuration,11489,,,,H,,,,BAO_0000357,B,,CHEMBL615223
,8,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,188,16587,,1,,Autocuration,11862,,,,H,,,,BAO_0000357,B,,CHEMBL615224
,8,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,189,16587,,1,,Autocuration,11862,,,,H,,,,BAO_0000357,B,,CHEMBL615225
,8,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,190,16587,,1,,Autocuration,11489,,,,H,,,,BAO_0000357,B,,CHEMBL615226
,8,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,191,16587,,1,,Autocuration,11862,,,,H,,,,BAO_0000357,B,,CHEMBL615227
,9,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,192,8058,,1,Bos taurus,Expert,12347,,9913.0,,D,,,,BAO_0000019,F,,CHEMBL615228
,9,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,193,9065,,1,Rattus norvegicus,Expert,100120,,10116.0,,D,,,,BAO_0000357,B,,CHEMBL615229
,9,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,194,8865,,1,Rattus norvegicus,Expert,100120,,10116.0,Adrenal gland,D,2369.0,,,BAO_0000357,B,,CHEMBL615230
,9,,Inhibition of rat adrenal 11-beta-hydroxylase,,195,9066,,1,Rattus norvegicus,Expert,100120,,10116.0,,D,,,,BAO_0000357,B,,CHEMBL615231
,9,,Inhibition of rat adrenal 11-beta-hydroxylase,,196,8394,,1,Rattus norvegicus,Expert,100120,,10116.0,,D,,,,BAO_0000357,B,,CHEMBL884520
,9,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,197,8394,,1,Rattus norvegicus,Expert,100120,,10116.0,,D,,,,BAO_0000357,B,,CHEMBL615232
,8,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,198,6431,,1,,Autocuration,10328,,,,H,,,,BAO_0000019,B,,CHEMBL615233
,8,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,199,6431,,1,,Autocuration,11490,,,,H,,,,BAO_0000357,B,,CHEMBL827088
,8,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,200,6431,,1,,Autocuration,11490,,,,H,,,,BAO_0000357,B,,CHEMBL615234
,8,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,201,9295,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,F,,CHEMBL615235
,8,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,202,10193,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615236
,8,,Compound was tested in vitro for inhibition of 12-LO human platelet,,203,13622,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615237
,8,,Inhibitory concentration against human platelet 12-lipoxygenase,,204,12079,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,F,,CHEMBL615238
,8,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,205,13622,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615239
,9,,Inhibitory concentration against human platelet 12-lipoxygenase,,206,12079,,1,Homo sapiens,Autocuration,11134,,9606.0,,D,,,,BAO_0000019,F,,CHEMBL615240
,8,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,207,13500,,1,,Expert,11835,,,,H,,,,BAO_0000019,B,,CHEMBL615241
,8,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,208,13723,,1,,Expert,11601,,,,H,,,,BAO_0000357,B,,CHEMBL615242
,8,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,209,16474,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615243
,8,,Inhibitory activity against human platelet 12-lipoxygenase,,210,1630,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615244
,8,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,211,167,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615245
,8,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,212,16474,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615246
,8,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,213,167,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615247
,8,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,214,16474,,1,,Autocuration,11134,,,,H,,,,BAO_0000019,B,,CHEMBL615248
,8,,Inhibitory activity towards porcine 12-lipoxygenase,,215,10091,,1,,Autocuration,11601,,,,H,,,,BAO_0000357,B,,CHEMBL615249
,8,,Tested for inhibition against porcine 12-LO,,216,11966,,1,,Autocuration,11601,,,,H,,,,BAO_0000357,B,,CHEMBL615250
,8,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,217,951,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615251
,8,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,218,10997,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615252
,8,,In vitro inhibition of rat platelet 12-lipoxygenase,,219,10193,,1,,Expert,12052,,,,H,,,,BAO_0000019,B,,CHEMBL828340
,8,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,220,10193,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615253
,8,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,221,10193,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615254
,8,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,222,10193,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615255
,8,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,223,10193,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615256
,8,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,224,10193,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615257
,8,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,225,11087,,1,,Autocuration,12052,,,,H,,,,BAO_0000019,B,,CHEMBL615258
,1,621.0,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,226,15569,,1,Homo sapiens,Intermediate,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL615259
,1,621.0,In vitro antitumor activity against 41M cell line.,,227,12989,,1,Homo sapiens,Expert,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL615260
,1,621.0,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,228,16745,,1,Homo sapiens,Intermediate,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL615261
,1,621.0,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,229,15569,,1,Homo sapiens,Intermediate,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL615262
,1,621.0,In vitro antitumor activity against 41McisR cell line.,,230,12989,,1,Homo sapiens,Expert,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL615263
,1,621.0,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,231,12989,,1,Homo sapiens,Expert,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL838393
,1,621.0,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,232,16745,,1,Homo sapiens,Intermediate,80007,,9606.0,,N,,,41M,BAO_0000219,F,,CHEMBL615264
,9,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,233,6210,,1,Homo sapiens,Expert,84,,9606.0,,D,,,,BAO_0000357,B,,CHEMBL615265
,9,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,234,6210,,1,Homo sapiens,Expert,68,,9606.0,,D,,,,BAO_0000357,B,,CHEMBL615266
,8,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,235,6226,,1,,Expert,68,,,,H,,,,BAO_0000357,B,,CHEMBL615267
,8,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,236,17855,,1,,Expert,10201,,,,H,,,,BAO_0000357,B,,CHEMBL615268
,8,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,237,17855,,1,,Expert,10201,,,,H,,,,BAO_0000357,B,,CHEMBL615269
,8,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,238,17855,,1,,Expert,10201,,,,H,,,,BAO_0000357,B,,CHEMBL615270
,8,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,239,10413,,1,,Autocuration,12220,,,,H,,,,BAO_0000357,B,,CHEMBL615271
,8,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,240,10413,,1,Escherichia coli,Autocuration,11303,,562.0,,H,,,,BAO_0000357,B,,CHEMBL615272
,8,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,241,10413,,1,Escherichia coli,Autocuration,11303,,562.0,,H,,,,BAO_0000357,B,,CHEMBL615103
,8,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,242,10413,,1,Escherichia coli,Autocuration,11303,,562.0,,H,,,,BAO_0000357,B,,CHEMBL615104
,8,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,243,10413,,1,,Autocuration,12220,,,,H,,,,BAO_0000357,B,,CHEMBL615105
,8,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,244,10413,,1,,Autocuration,12220,,,,H,,,,BAO_0000357,B,,CHEMBL872866
,8,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,245,7587,,1,Sus scrofa,Autocuration,11303,,9823.0,,H,,,,BAO_0000357,B,,CHEMBL615106
,8,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,246,7587,,1,Sus scrofa,Autocuration,11303,,9823.0,,H,,,,BAO_0000019,B,,CHEMBL615107
,8,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,247,7587,,1,Sus scrofa,Autocuration,11303,,9823.0,,H,,,,BAO_0000357,B,,CHEMBL615108
,8,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,248,7587,,1,Sus scrofa,Autocuration,11303,,9823.0,,H,,,,BAO_0000357,B,,CHEMBL615109
