assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
176,864.0,,D,,3094,,100171,B,tlyxinemax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,9,Autocuration,1
177,4006.0,,D,,3094,,100171,B,Glycimemxx,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,9,Autocuration,1
178,5071.0,,D,,3094,,100171,B,Glucinemac,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,9,Autocuration,1
179,8132.0,,D,,3094,,100171,B,Gohcinemax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,9,Autocuration,1
180,4317.0,,D,,3094,,100171,B,Gpycinemaz,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,9,Autocuration,1
181,40488.0,,D,,3094,,100171,B,Glucinemxx,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,9,Autocuration,1
182,20248.0,,D,,3094,,100171,B,Glycinwmzx,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,9,Autocuration,1
183,26370.0,,D,,3094,,100171,B,Glycinemsz,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,9,Autocuration,1
184,4099.0,,U,,10413,,22226,B,Muwmuwculus,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,0,Autocuration,1
185,17999.0,,N,,16929,,80049,F,Mushysculus,C3H10T1q,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,1,Intermediate,1
186,,,U,,1229,,22226,F,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,0,Intermediate,1
187,,,H,,16587,,11489,B,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,8,Autocuration,1
188,,,H,,16587,,11862,B,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,8,Autocuration,1
189,,,H,,16587,,11862,B,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,8,Autocuration,1
190,,,H,,16587,,11489,B,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,8,Autocuration,1
191,,,H,,16587,,11862,B,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,8,Autocuration,1
192,5516.0,,D,,8058,,12347,F,Bostxurus,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,9,Expert,1
193,8821.0,,D,,9065,,100120,B,Rattusnorvet9cks,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,9,Expert,1
194,14703.0,,D,,8865,,100120,B,Rattusnirvegic8x,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Adrenal gland,,9,Expert,1
195,11392.0,,D,,9066,,100120,B,Rattuanotvegicud,,Inhibition of rat adrenal 11-beta-hydroxylase,,,9,Expert,1
196,5413.0,,D,,8394,,100120,B,Rat68snorvegic6s,,Inhibition of rat adrenal 11-beta-hydroxylase,,,9,Expert,1
197,34745.0,,D,,8394,,100120,B,Rathuwhorvegicus,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,9,Expert,1
198,,,H,,6431,,10328,B,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,8,Autocuration,1
199,,,H,,6431,,11490,B,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,8,Autocuration,1
200,,,H,,6431,,11490,B,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,8,Autocuration,1
201,,,H,,9295,,11134,F,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,8,Autocuration,1
202,,,H,,10193,,12052,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,8,Autocuration,1
203,,,H,,13622,,11134,B,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,8,Autocuration,1
204,,,H,,12079,,11134,F,,,Inhibitory concentration against human platelet 12-lipoxygenase,,,8,Autocuration,1
205,,,H,,13622,,11134,B,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,8,Autocuration,1
206,11818.0,,D,,12079,,11134,F,Honoszpiens,,Inhibitory concentration against human platelet 12-lipoxygenase,,,9,Autocuration,1
207,,,H,,13500,,11835,B,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,8,Expert,1
208,,,H,,13723,,11601,B,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,8,Expert,1
209,,,H,,16474,,11134,B,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,8,Autocuration,1
210,,,H,,1630,,11134,B,,,Inhibitory activity against human platelet 12-lipoxygenase,,,8,Autocuration,1
211,,,H,,167,,11134,B,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,8,Autocuration,1
212,,,H,,16474,,11134,B,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,8,Autocuration,1
213,,,H,,167,,11134,B,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,8,Autocuration,1
214,,,H,,16474,,11134,B,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,8,Autocuration,1
215,,,H,,10091,,11601,B,,,Inhibitory activity towards porcine 12-lipoxygenase,,,8,Autocuration,1
216,,,H,,11966,,11601,B,,,Tested for inhibition against porcine 12-LO,,,8,Autocuration,1
217,,,H,,951,,12052,B,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,8,Autocuration,1
218,,,H,,10997,,12052,B,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,8,Autocuration,1
219,,,H,,10193,,12052,B,,,In vitro inhibition of rat platelet 12-lipoxygenase,,,8,Expert,1
220,,,H,,10193,,12052,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,8,Autocuration,1
221,,,H,,10193,,12052,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,8,Autocuration,1
222,,,H,,10193,,12052,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,8,Autocuration,1
223,,,H,,10193,,12052,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,8,Autocuration,1
224,,,H,,10193,,12052,B,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,8,Autocuration,1
225,,,H,,11087,,12052,B,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,8,Autocuration,1
226,11986.0,,N,,15569,,80007,F,Homosxp7ens,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,1,Intermediate,1
227,12691.0,,N,,12989,,80007,F,uomosspiens,41M,In vitro antitumor activity against 41M cell line.,,,1,Expert,1
228,13369.0,,N,,16745,,80007,F,Homosapirbs,41M,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,1,Intermediate,1
229,11932.0,,N,,15569,,80007,F,Homoea9iens,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,1,Intermediate,1
230,20168.0,,N,,12989,,80007,F,Homosapoenx,41M,In vitro antitumor activity against 41McisR cell line.,,,1,Expert,1
231,38233.0,,N,,12989,,80007,F,Hohosa0iens,41M,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,1,Expert,1
232,6154.0,,N,,16745,,80007,F,nomosapkens,41M,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,1,Intermediate,1
233,33117.0,,D,,6210,,84,B,Hpm8sapiens,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,9,Expert,1
234,33143.0,,D,,6210,,68,B,H9misapiens,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,9,Expert,1
235,,,H,,6226,,68,B,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,8,Expert,1
236,,,H,,17855,,10201,B,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,8,Expert,1
237,,,H,,17855,,10201,B,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,8,Expert,1
238,,,H,,17855,,10201,B,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,8,Expert,1
239,,,H,,10413,,12220,B,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,8,Autocuration,1
240,8488.0,,H,,10413,,11303,B,Esfheruchiacol8,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,8,Autocuration,1
241,32987.0,,H,,10413,,11303,B,2acherichiqcoli,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,8,Autocuration,1
242,32385.0,,H,,10413,,11303,B,Ezcherjchlacoli,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,8,Autocuration,1
243,,,H,,10413,,12220,B,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,8,Autocuration,1
244,,,H,,10413,,12220,B,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,8,Autocuration,1
245,37196.0,,H,,7587,,11303,B,Suescrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,8,Autocuration,1
246,20120.0,,H,,7587,,11303,B,cusscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,8,Autocuration,1
247,15093.0,,H,,7587,,11303,B,Susscroga,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,8,Autocuration,1
248,6506.0,,H,,7587,,11303,B,Sussvrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,8,Autocuration,1
249,25301.0,,H,,7587,,11303,B,Sudscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,8,Autocuration,1
250,62278.0,,H,,7587,,11303,B,Susecrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,8,Autocuration,1
251,41548.0,,H,,7587,,11303,B,Sussfrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,8,Autocuration,1
252,16197.0,,H,,7587,,11303,B,cusscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,8,Autocuration,1
253,33854.0,,H,,7587,,11303,B,Susscrora,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,8,Autocuration,1
254,231.0,,H,,7587,,11303,B,Shsscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,8,Autocuration,1
255,13298.0,,H,,7587,,11303,B,Susscroda,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,8,Autocuration,1
256,16342.0,,H,,7587,,11303,B,Sussxrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,8,Autocuration,1
257,,,H,,7323,,11303,B,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,8,Autocuration,1
258,13142.0,,U,,7587,,22226,B,Sussctofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,0,Autocuration,1
259,39856.0,,U,,7587,,22226,B,Susscrofz,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,0,Autocuration,1
260,55880.0,,H,,13750,,100249,B,Sacxhzeomycesserevisiae,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,8,Expert,1
261,806.0,,U,,7662,,22226,B,Ra4tushorveg8cus,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,0,Autocuration,1
262,16341.0,,U,,7662,,22226,B,Rattusmo3vfgicus,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,0,Autocuration,1
263,13664.0,,U,,7662,,22226,B,fatthsmorvegicus,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,0,Autocuration,1
264,,,H,,12211,,104698,F,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,6,Autocuration,1
265,,,H,,12211,,104698,F,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,6,Autocuration,1
266,2127.0,,D,,12211,,20033,F,Caviaporcrlous,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,Ileum,,9,Intermediate,1
267,,,H,,12211,,10623,F,,,Stimulatory activity of intragastric pressure was tested in the rat,,,8,Expert,1
268,,,H,,15453,,121,B,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,8,Autocuration,1
269,12669.0,,U,,11884,,22226,F,Rzttusno4vegicuz,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,0,Autocuration,1
270,,,H,,7185,,12688,F,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,8,Autocuration,1
271,32392.0,,D,,6876,,121,B,Homosapiemd,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,9,Expert,1
272,38409.0,,D,,6876,,121,B,Homosapiejw,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,9,Expert,1
273,,,H,,11863,,12198,F,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,8,Autocuration,1
274,,,H,,11863,,12198,B,,,Inhibition constant of high-affinity 5-HT uptake,,,8,Autocuration,1
275,,,H,,11863,,12198,F,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,8,Autocuration,1
276,,,H,,11863,,12198,F,,,Maximum rate was determined for high affinity transport of 5-HT,,,8,Autocuration,1
277,,,H,,4639,,104714,F,,,Compound was tested for agonistic activity against 5-HT uptake,,,4,Autocuration,1
278,,,H,,15796,,10577,B,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,8,Expert,1
279,15970.0,,H,,15796,,105,B,Bostxurus,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,8,Expert,1
280,38092.0,,D,,12801,,104744,B,Rattusnordenicuw,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,5,Autocuration,1
281,,,H,,12801,,104744,B,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,4,Autocuration,1
282,,,H,,12120,,104744,B,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,Membranes,4,Autocuration,1
283,,,H,,12120,,104744,B,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,Membranes,4,Autocuration,1
284,,,H,,11963,,104744,B,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,4,Autocuration,1
285,,,H,,11701,,51,F,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,8,Autocuration,1
286,,,H,,9995,,51,B,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,Hippocampus,,8,Autocuration,1
287,,,H,,9995,,51,B,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,Hippocampus,,8,Autocuration,1
288,,,H,,9995,,51,B,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,Hippocampus,,8,Autocuration,1
289,,Invico,H,,16394,,10576,F,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,8,Autocuration,1
290,46294.0,,D,,11574,,105570,F,savia0orcellus,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,9,Intermediate,1
291,,,H,,15779,,279,B,,CHO,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,8,Autocuration,1
292,,,H,,15363,,107,B,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
293,4601.0,,D,,15363,,12687,F,Rattusho4cegicus,,Efficacy against 5-hydroxytryptamine 2A receptor,,,9,Expert,1
294,,,H,,15329,,12687,F,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,8,Expert,1
295,,,H,,15329,,12687,F,,,Relative potency towards 5-HT2A receptor of rat tail artery,,,8,Expert,1
296,,,H,,15329,,12687,F,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,8,Expert,1
297,,,H,,15329,,12687,F,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,8,Expert,1
