Fiscal year,IRTC percent,Untied amount(Project-level budget),Disability issues (marker),Gender equality (marker),Fund centre name,Organisation type,Project Browser country ID,CountryRegion name,Urban issues (marker),Fund centre ID,FSTC percent,Enviromental sustainability (marker),Section ID,Division name,Amount spent,Sector ID,Climate change mitigation (marker),Organisation class,Bilateral aid (international marker),Continent ID,Organisation ID,CountryRegion percent,Youth issues (marker),Sector name,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Regional program (marker),CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker)
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,193.389,11220,0,Governmental,1,1,10050,0.3,0,Primary education,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,72.003,11220,0,Unknown,1,1,Information not available,0.3,0,Primary education,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,154.7112,12220,0,Governmental,1,1,10050,0.3,0,Basic health care,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,57.6024,12220,0,Unknown,1,1,Information not available,0.3,0,Basic health care,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,38.6778,13030,0,Governmental,1,1,10050,0.3,0,Family planning,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,14.4006,13030,0,Unknown,1,1,Information not available,0.3,0,Family planning,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,1547.112,15110,0,Governmental,1,1,10050,0.3,0,Public sector policy and administrative management,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,AR,South America,0,4422,1.0,1,S4413,NDD Americas Programming,576.024,15110,0,Unknown,1,1,Information not available,0.3,0,Public sector policy and administrative management,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,193.389,11220,0,Governmental,1,1,10050,0.3,0,Primary education,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,72.003,11220,0,Unknown,1,1,Information not available,0.3,0,Primary education,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,154.7112,12220,0,Governmental,1,1,10050,0.3,0,Basic health care,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,57.6024,12220,0,Unknown,1,1,Information not available,0.3,0,Basic health care,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,38.6778,13030,0,Governmental,1,1,10050,0.3,0,Family planning,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,14.4006,13030,0,Unknown,1,1,Information not available,0.3,0,Family planning,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,1547.112,15110,0,Governmental,1,1,10050,0.3,0,Public sector policy and administrative management,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,CL,South America,0,4422,1.0,1,S4413,NDD Americas Programming,576.024,15110,0,Unknown,1,1,Information not available,0.3,0,Public sector policy and administrative management,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,193.389,11220,0,Governmental,1,1,10050,0.3,0,Primary education,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,72.003,11220,0,Unknown,1,1,Information not available,0.3,0,Primary education,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,154.7112,12220,0,Governmental,1,1,10050,0.3,0,Basic health care,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,57.6024,12220,0,Unknown,1,1,Information not available,0.3,0,Basic health care,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,38.6778,13030,0,Governmental,1,1,10050,0.3,0,Family planning,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,14.4006,13030,0,Unknown,1,1,Information not available,0.3,0,Family planning,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Canadian Non-Profit Making,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,1547.112,15110,0,Governmental,1,1,10050,0.3,0,Public sector policy and administrative management,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,*Southern Cone,Uncoded,PY,South America,0,4422,1.0,1,S4413,NDD Americas Programming,576.024,15110,0,Unknown,1,1,Information not available,0.3,0,Public sector policy and administrative management,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,*Southern Cone,Canadian Non-Profit Making,PY,Paraguay,0,4422,1.0,0,S4413,NDD Americas Programming,73790.0,12110,0,Civil Society,1,1,1005645,1.0,0,Health policy and administrative management,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,*Southern Cone,Canadian Non-Profit Making,PY,Paraguay,0,4422,1.0,0,S4413,NDD Americas Programming,29516.0,12181,0,Civil Society,1,1,1005645,1.0,0,Medical education/training,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,*Southern Cone,Canadian Non-Profit Making,PY,Paraguay,0,4422,1.0,0,S4413,NDD Americas Programming,73790.0,12230,0,Civil Society,1,1,1005645,1.0,0,Basic health infrastructure,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,*Southern Cone,Canadian Non-Profit Making,PY,Paraguay,0,4422,1.0,0,S4413,NDD Americas Programming,118064.0,12281,0,Civil Society,1,1,1005645,1.0,0,Health personnel development,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,South America,1,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,329838.0,0,2,Bolivia,Canadian Non-Profit Making,BO,Bolivia,0,4416,1.0,0,S4413,NDD Americas Programming,95109.75,15130,0,Civil Society,1,1,1003044,1.0,0,Legal and judicial development,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,329838.0,0,2,Bolivia,Canadian Non-Profit Making,BO,Bolivia,0,4416,1.0,0,S4413,NDD Americas Programming,31703.25,15160,0,Civil Society,1,1,1003044,1.0,0,Human rights,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Brazil,Canadian Non-Profit Making,BR,Brazil,0,4418,1.0,1,S4413,NDD Americas Programming,114314.0,15110,0,Civil Society,1,1,1000510,1.0,0,Public sector policy and administrative management,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Brazil,Canadian Non-Profit Making,BR,Brazil,0,4418,1.0,1,S4413,NDD Americas Programming,22862.8,15153,0,Civil Society,1,1,1000510,1.0,0,Media and free flow of information,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Brazil,Canadian Non-Profit Making,BR,Brazil,0,4418,1.0,1,S4413,NDD Americas Programming,91451.2,41010,0,Civil Society,1,1,1000510,1.0,0,Environmental policy and administrative management,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Brazil,Canadian Non-Profit Making,BR,Brazil,0,4418,1.0,0,S4413,NDD Americas Programming,34455.201,12281,0,Civil Society,1,1,1000356,1.0,0,Health personnel development,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Brazil,Canadian Non-Profit Making,BR,Brazil,0,4418,1.0,0,S4413,NDD Americas Programming,45940.268,25010,0,Civil Society,1,1,1000356,1.0,0,Business support services and institutions,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,2,Brazil,Canadian Non-Profit Making,BR,Brazil,0,4418,1.0,0,S4413,NDD Americas Programming,34455.201,32130,0,Civil Society,1,1,1000356,1.0,0,Small and medium-sized enterprises (SME) development,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,4899012.2,0,2,Democratic Republic of Congo,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,4298,1.0,0,S4287,WWD West & Central Africa,189293.25600000002,15150,0,Civil Society,1,2,1000282,1.0,0,Democratic participation and civil society,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,4899012.2,0,2,Democratic Republic of Congo,Canadian Non-Profit Making,CD,"Congo, Dem Rep.",0,4298,1.0,0,S4287,WWD West & Central Africa,126195.504,24040,0,Civil Society,1,2,1000282,1.0,0,Informal/semi-formal financial intermediaries,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,17121139.37,0,1,Bangladesh,Canadian Non-Profit Making,BD,Bangladesh,0,4122,1.0,0,S4122,OAD Asia Programming,1295.0,15130,0,Civil Society,1,3,1001114,1.0,1,Legal and judicial development,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,Bangladesh Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,17121139.37,0,1,Bangladesh,Canadian Profit Making,BD,Bangladesh,0,4122,1.0,0,S4122,OAD Asia Programming,815612.94,15130,0,Civil Society,1,3,1009240,1.0,1,Legal and judicial development,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,Bangladesh Section,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,246397.97,0,1,Democratic Republic of Congo,Canadian Profit Making,CD,"Congo, Dem Rep.",0,4298,1.0,0,S4287,WWD West & Central Africa,2197.7129999999997,15110,0,Individual,1,2,Information not available,1.0,0,Public sector policy and administrative management,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,246397.97,0,1,Democratic Republic of Congo,Canadian Profit Making,CD,"Congo, Dem Rep.",0,4298,1.0,0,S4287,WWD West & Central Africa,2197.7129999999997,15150,0,Individual,1,2,Information not available,1.0,0,Democratic participation and civil society,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,246397.97,0,1,Democratic Republic of Congo,Canadian Profit Making,CD,"Congo, Dem Rep.",0,4298,1.0,0,S4287,WWD West & Central Africa,2930.284,24040,0,Individual,1,2,Information not available,1.0,0,Informal/semi-formal financial intermediaries,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,6566164.53,0,1,Pakistan,Canadian Profit Making,PK,Pakistan,0,4124,1.0,0,S4141,OAD Asia Programming,701241.285,12110,0,Civil Society,1,3,1000601,1.0,0,Health policy and administrative management,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,6566164.53,0,1,Pakistan,Canadian Profit Making,PK,Pakistan,0,4124,1.0,0,S4141,OAD Asia Programming,13194.325,12110,0,Civil Society,1,3,1004565,1.0,0,Health policy and administrative management,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,6566164.53,0,1,Pakistan,Canadian Profit Making,PK,Pakistan,0,4124,1.0,0,S4141,OAD Asia Programming,701241.285,12281,0,Civil Society,1,3,1000601,1.0,0,Health personnel development,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,6566164.53,0,1,Pakistan,Canadian Profit Making,PK,Pakistan,0,4124,1.0,0,S4141,OAD Asia Programming,13194.325,12281,0,Civil Society,1,3,1004565,1.0,0,Health personnel development,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,Bolivia,Foreign Non-Profit Making,BO,Bolivia,0,4416,1.0,1,S4413,NDD Americas Programming,13714.68,11420,0,Civil Society,1,1,1013670,1.0,0,Higher education,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,South America,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,Bolivia,Foreign Non-Profit Making,BO,Bolivia,0,4416,1.0,1,S4413,NDD Americas Programming,13714.68,32262,0,Civil Society,1,1,1013670,1.0,0,Oil and gas,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,South America,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,Bolivia,Foreign Non-Profit Making,BO,Bolivia,0,4416,1.0,1,S4413,NDD Americas Programming,6857.34,41081,0,Civil Society,1,1,1013670,1.0,0,Environmental education/training,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,South America,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,611160.56,0,0,PanAfrica,Canadian Non-Profit Making,X1,Africa MC,0,4246,1.0,0,S4227,WED Southern & Eastern Africa,4329.733,15150,0,Civil Society,1,2,1000517,1.0,0,Democratic participation and civil society,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,611160.56,0,0,PanAfrica,Canadian Profit Making,X1,Africa MC,0,4246,1.0,0,S4227,WED Southern & Eastern Africa,2565.288,15150,0,Civil Society,1,2,1000932,1.0,0,Democratic participation and civil society,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,611160.56,0,0,PanAfrica,Canadian Non-Profit Making,X1,Africa MC,0,4246,1.0,0,S4227,WED Southern & Eastern Africa,25978.397999999997,22010,0,Civil Society,1,2,1000517,1.0,0,Communications policy and administrative management,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,611160.56,0,0,PanAfrica,Canadian Profit Making,X1,Africa MC,0,4246,1.0,0,S4227,WED Southern & Eastern Africa,15391.728000000001,22010,0,Civil Society,1,2,1000932,1.0,0,Communications policy and administrative management,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,611160.56,0,0,PanAfrica,Canadian Non-Profit Making,X1,Africa MC,0,4246,1.0,0,S4227,WED Southern & Eastern Africa,12989.198999999999,23210,0,Civil Society,1,2,1000517,1.0,0,"Energy generation, renewable sources - multiple technologies",A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,611160.56,0,0,PanAfrica,Canadian Profit Making,X1,Africa MC,0,4246,1.0,0,S4227,WED Southern & Eastern Africa,7695.8640000000005,23210,0,Civil Society,1,2,1000932,1.0,0,"Energy generation, renewable sources - multiple technologies",A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,YE,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,3966.9448,15150,0,Governmental,1,3,10050,0.02,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,YE,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,370.56699999999995,15150,0,Civil Society,1,3,1009838,0.02,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,JO,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,11900.8344,15150,0,Governmental,1,3,10050,0.06,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,JO,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,1111.701,15150,0,Civil Society,1,3,1009838,0.06,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,LB,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,11900.8344,15150,0,Governmental,1,3,10050,0.06,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,LB,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,1111.701,15150,0,Civil Society,1,3,1009838,0.06,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2694419.4,0,0,Middle East Peace Process,Canadian Non-Profit Making,SY,Western Asia,0,4268,1.0,0,S4264,EDD Europe-Middle East Programming,11900.8344,15150,0,Governmental,1,3,10050,0.06,0,Democratic participation and civil society,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,1,0,Directive,Uncoded: Pre-APP,Not PBA,0
