Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Maximum CIDA contribution (project-level),Branch name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker)
2009/2010,1,D4400,0,0,B4400,0,AR,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,38.6778,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,AR,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,14.4006,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,AR,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,1547.112,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,AR,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,576.024,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,193.389,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,72.003,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,154.7112,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,57.6024,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,38.6778,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,14.4006,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,1547.112,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,CL,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,576.024,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,193.389,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,72.003,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,154.7112,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,57.6024,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,38.6778,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,14.4006,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Governmental,America,0.3,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,South America,1547.112,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,PY,Unknown,America,0.3,NDD Americas Programming,Closed,1,0,Uncoded,South America,576.024,1,A020910001,0,0,0,S4413,1,1488850.78,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,1,PY,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Paraguay,73790.0,1,A020910017,1,0,0,S4413,1,861997.0,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,PY,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Paraguay,29516.0,1,A020910017,1,0,0,S4413,1,861997.0,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,PY,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Paraguay,73790.0,1,A020910017,1,0,0,S4413,1,861997.0,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,PY,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Paraguay,118064.0,1,A020910017,1,0,0,S4413,1,861997.0,NGM Americas,South America,4422,*Southern Cone,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Bolivia,95109.75,1,A020910018,0,0,0,S4413,0,329838.0,NGM Americas,South America,4416,Bolivia,329838.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Bolivia,31703.25,1,A020910018,0,0,0,S4413,0,329838.0,NGM Americas,South America,4416,Bolivia,329838.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,BR,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Brazil,114314.0,1,A020911008,1,0,0,S4413,0,2531353.0,NGM Americas,South America,4418,Brazil,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,BR,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Brazil,22862.8,1,A020911008,1,0,0,S4413,0,2531353.0,NGM Americas,South America,4418,Brazil,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,0,BR,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Brazil,91451.2,1,A020911008,1,0,0,S4413,0,2531353.0,NGM Americas,South America,4418,Brazil,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,BR,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Brazil,34455.201,1,A020911009,1,0,0,S4413,0,1713817.92,NGM Americas,South America,4418,Brazil,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,BR,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Brazil,45940.268,1,A020911009,1,0,0,S4413,0,1713817.92,NGM Americas,South America,4418,Brazil,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,BR,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Brazil,34455.201,1,A020911009,1,0,0,S4413,0,1713817.92,NGM Americas,South America,4418,Brazil,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,2,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,1,0,Canadian Non-Profit Making,"Congo, Dem Rep.",189293.25600000002,1,A020982001,0,0,0,S4287,0,4899012.2,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,2,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,1,0,Canadian Non-Profit Making,"Congo, Dem Rep.",126195.504,1,A020982001,0,0,0,S4287,0,4899012.2,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,1,B4100,1,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Bangladesh,1295.0,1,A021170001,0,0,0,S4122,0,17121139.37,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,17121139.37,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,1,B4100,1,BD,Civil Society,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Profit Making,Bangladesh,815612.94,1,A021170001,0,0,0,S4122,0,17121139.37,OGM Asia Pacific,Bangladesh Section,4122,Bangladesh,17121139.37,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,1,CD,Individual,Africa,1.0,WWD West & Central Africa,Closed,1,0,Canadian Profit Making,"Congo, Dem Rep.",2197.7129999999997,1,A021224002,0,0,0,S4287,0,246397.97,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,246397.97,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,1,CD,Individual,Africa,1.0,WWD West & Central Africa,Closed,1,0,Canadian Profit Making,"Congo, Dem Rep.",2197.7129999999997,1,A021224002,0,0,0,S4287,0,246397.97,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,246397.97,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,1,CD,Individual,Africa,1.0,WWD West & Central Africa,Closed,1,0,Canadian Profit Making,"Congo, Dem Rep.",2930.284,1,A021224002,0,0,0,S4287,0,246397.97,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,246397.97,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Pakistan,701241.285,1,A021236001,0,0,0,S4141,0,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Pakistan,13194.325,1,A021236001,0,0,0,S4141,0,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Pakistan,701241.285,1,A021236001,0,0,0,S4141,0,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,1,PK,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Profit Making,Pakistan,13194.325,1,A021236001,0,0,0,S4141,0,6566164.53,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,1,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Foreign Non-Profit Making,Bolivia,13714.68,1,A021314PRE,0,0,0,S4413,0,273083.86,NGM Americas,South America,4416,Bolivia,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,1,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Foreign Non-Profit Making,Bolivia,13714.68,1,A021314PRE,0,0,0,S4413,0,273083.86,NGM Americas,South America,4416,Bolivia,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,1,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Foreign Non-Profit Making,Bolivia,6857.34,1,A021314PRE,0,0,0,S4413,0,273083.86,NGM Americas,South America,4416,Bolivia,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D4270,0,0,B4200,0,X1,Civil Society,Africa,1.0,WED Southern & Eastern Africa,Terminating,1,0,Canadian Non-Profit Making,Africa MC,4329.733,1,A021334002,0,0,0,S4227,1,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,X1,Civil Society,Africa,1.0,WED Southern & Eastern Africa,Terminating,1,0,Canadian Profit Making,Africa MC,2565.288,1,A021334002,0,0,0,S4227,1,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,X1,Civil Society,Africa,1.0,WED Southern & Eastern Africa,Terminating,1,0,Canadian Non-Profit Making,Africa MC,25978.397999999997,1,A021334002,0,0,0,S4227,1,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,X1,Civil Society,Africa,1.0,WED Southern & Eastern Africa,Terminating,1,0,Canadian Profit Making,Africa MC,15391.728000000001,1,A021334002,0,0,0,S4227,1,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,X1,Civil Society,Africa,1.0,WED Southern & Eastern Africa,Terminating,1,0,Canadian Non-Profit Making,Africa MC,12989.198999999999,1,A021334002,0,0,0,S4227,1,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,X1,Civil Society,Africa,1.0,WED Southern & Eastern Africa,Terminating,1,0,Canadian Profit Making,Africa MC,7695.8640000000005,1,A021334002,0,0,0,S4227,1,611160.56,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,YE,Governmental,Asia,0.02,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,3966.9448,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,YE,Civil Society,Asia,0.02,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,370.56699999999995,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,JO,Governmental,Asia,0.06,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,11900.8344,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,JO,Civil Society,Asia,0.06,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,1111.701,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,LB,Governmental,Asia,0.06,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,11900.8344,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,LB,Civil Society,Asia,0.06,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,1111.701,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,SY,Governmental,Asia,0.06,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,11900.8344,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,SY,Civil Society,Asia,0.06,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,1111.701,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,PS,Governmental,Asia,0.8,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,158677.792,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D3100,0,0,B3100,0,PS,Civil Society,Asia,0.8,EDD Europe-Middle East Programming,Closed,0,0,Canadian Non-Profit Making,Western Asia,14822.68,1,A021360001,0,0,0,S4264,1,2694419.4,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",13252.456,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",491765.76399999997,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",3313.114,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",122941.44099999999,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",6626.228,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",245882.88199999998,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",3313.114,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",122941.44099999999,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",3313.114,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",122941.44099999999,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",3313.114,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4207,0,0,B4200,0,CD,Civil Society,Africa,1.0,WWD West & Central Africa,Closed,0,0,Canadian Profit Making,"Congo, Dem Rep.",122941.44099999999,1,A021363001,0,0,0,S4287,0,8846131.41,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
