assay_id,src_assay_id,assay_tax_id,assay_tissue,variant_id,assay_subcellular_fraction,confidence_score,assay_type,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_cell_type
179,,11004.0,,,,9,B,D,Autoc7ratiom,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,Glycine max,,
180,,48872.0,,,,9,B,D,Autocutatipn,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,Glycine max,,
181,,18832.0,,,,9,B,D,Autofuratiob,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,Glycine max,,
182,,74820.0,,,,9,B,D,Autocu3atoon,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,Glycine max,,
183,,19519.0,,,,9,B,D,A85ocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,Glycine max,,
184,,1525.0,,,,0,B,U,Augkcuration,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,Mus musculus,,
185,,23099.0,,,,1,F,N,ontermesiate,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,Mus musculus,,C3H 10T1/2
186,,,,,,0,F,U,Ibtermexiate,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,
187,,,,,,8,B,H,sutochration,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
188,,,,,,8,B,H,Autocuratlpn,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
189,,,,,,8,B,H,Ahtocuratkon,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,
190,,,,,,8,B,H,A8tocuratiob,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,
191,,,,,,8,B,H,xutocurat8on,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,
192,,558.0,,,,9,F,D,Exp3rt,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,Bos taurus,,
193,,66983.0,,,,9,B,D,Exoert,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,Rattus norvegicus,,
194,,11853.0,Adrenapglqnd,,,9,B,D,Ezpert,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,Rattus norvegicus,,
195,,31362.0,,,,9,B,D,Ex9ert,9066,Inhibition of rat adrenal 11-beta-hydroxylase,,,Rattus norvegicus,,
196,,38365.0,,,,9,B,D,Expsrt,8394,Inhibition of rat adrenal 11-beta-hydroxylase,,,Rattus norvegicus,,
197,,7800.0,,,,9,B,D,Experh,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,Rattus norvegicus,,
198,,,,,,8,B,H,wufocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,
199,,,,,,8,B,H,A86ocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
200,,,,,,8,B,H,Autocu4atioh,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
201,,,,,,8,F,H,Aut8curayion,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,
202,,,,,,8,B,H,Autocyratiob,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
203,,,,,,8,B,H,Autociratioh,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,
204,,,,,,8,F,H,Auhocuratiom,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,
205,,,,,,8,B,H,Autodurati0n,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,
206,,61087.0,,,,9,F,D,zutockration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,Homo sapiens,,
207,,,,,,8,B,H,Expe5t,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,
208,,,,,,8,B,H,Expe5t,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,
209,,,,,,8,B,H,Au4ociration,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,
210,,,,,,8,B,H,A7tlcuration,1630,Inhibitory activity against human platelet 12-lipoxygenase,,,,,
211,,,,,,8,B,H,Autocyrztion,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,
212,,,,,,8,B,H,Autochrqtion,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,
213,,,,,,8,B,H,Autoduratiln,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,
214,,,,,,8,B,H,A85ocuration,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,
215,,,,,,8,B,H,Aufochration,10091,Inhibitory activity towards porcine 12-lipoxygenase,,,,,
216,,,,,,8,B,H,wutocuratlon,11966,Tested for inhibition against porcine 12-LO,,,,,
217,,,,,,8,B,H,Ahtoxuration,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,
218,,,,,,8,B,H,Autoc8ratoon,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,
219,,,,,,8,B,H,Expe4t,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,
220,,,,,,8,B,H,zutocuratiln,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
221,,,,,,8,B,H,Autocura4i9n,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,
222,,,,,,8,B,H,Autocuragioj,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,
223,,,,,,8,B,H,Autocurat8kn,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
224,,,,,,8,B,H,A8tocueation,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,
225,,,,,,8,B,H,Ahtocuratiln,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,
226,,45595.0,,,,1,F,N,Intermedla4e,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,Homo sapiens,,41M
227,,32639.0,,,,1,F,N,Expeft,12989,In vitro antitumor activity against 41M cell line.,,,Homo sapiens,,41M
228,,28186.0,,,,1,F,N,kntermeviate,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,Homo sapiens,,41M
229,,86394.0,,,,1,F,N,Ibterm4diate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,Homo sapiens,,41M
230,,222.0,,,,1,F,N,Edpert,12989,In vitro antitumor activity against 41McisR cell line.,,,Homo sapiens,,41M
231,,43771.0,,,,1,F,N,Ex9ert,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,Homo sapiens,,41M
232,,53034.0,,,,1,F,N,Intermediqt3,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,Homo sapiens,,41M
233,,66493.0,,,,9,B,D,Ex9ert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,Homo sapiens,,
234,,7231.0,,,,9,B,D,Espert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,Homo sapiens,,
235,,,,,,8,B,H,rxpert,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,
236,,,,,,8,B,H,Expe3t,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
237,,,,,,8,B,H,Expe4t,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,
238,,,,,,8,B,H,4xpert,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
239,,,,,,8,B,H,Aktocuratiob,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
240,,15668.0,,,,8,B,H,Au4ocuratipn,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,Escherichia coli,,
241,,27621.0,,,,8,B,H,Autockrqtion,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,Escherichia coli,,
242,,71075.0,,,,8,B,H,Au6ocurstion,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,Escherichia coli,,
243,,,,,,8,B,H,Autosuratiob,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
244,,,,,,8,B,H,Autoc7ratkon,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,
245,,28053.0,,,,8,B,H,Aufocuratlon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
246,,63009.0,,,,8,B,H,A7focuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,Sus scrofa,,
247,,7225.0,,,,8,B,H,Autosurztion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
248,,5945.0,,,,8,B,H,Autocyrati0n,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,Sus scrofa,,
249,,17116.0,,,,8,B,H,Autpcufation,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
250,,24228.0,,,,8,B,H,Autlcuragion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
251,,97049.0,,,,8,B,H,Ait0curation,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,Sus scrofa,,
252,,31110.0,,,,8,B,H,xutocuratlon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
253,,15820.0,,,,8,B,H,Auhoc6ration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,Sus scrofa,,
254,,11291.0,,,,8,B,H,Autocufatjon,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,Sus scrofa,,
255,,21987.0,,,,8,B,H,Aytoc7ration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
256,,27569.0,,,,8,B,H,A7tocurztion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
257,,,,,,8,B,H,Autoduratuon,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,
258,,10655.0,,,,0,B,U,Autodu5ation,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
259,,49121.0,,,,0,B,U,Autocjratiln,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,Sus scrofa,,
260,,971.0,,,,8,B,H,Expwrt,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,Saccharomyces cerevisiae,,
261,,64375.0,,,,0,B,U,Autlcutation,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,Rattus norvegicus,,
262,,95150.0,,,,0,B,U,wktocuration,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,Rattus norvegicus,,
263,,14548.0,,,,0,B,U,sufocuration,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,Rattus norvegicus,,
264,,,,,,6,F,H,Autocurwtioh,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
265,,,,,,6,F,H,Autoc8ratioh,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
266,,69327.0,Ilwum,,,9,F,D,8ntermed9ate,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,Cavia porcellus,,
267,,,,,,8,F,H,fxpert,12211,Stimulatory activity of intragastric pressure was tested in the rat,,,,,
268,,,,,,8,B,H,Autocuewtion,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,
269,,970.0,,,,0,F,U,zutocurxtion,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,Rattus norvegicus,,
270,,,,,,8,F,H,Aitocuratlon,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,
271,,27618.0,,,,9,B,D,Expedt,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,Homo sapiens,,
272,,33588.0,,,,9,B,D,rxpert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,Homo sapiens,,
273,,,,,,8,F,H,Augocufation,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,
274,,,,,,8,B,H,Aurocura5ion,11863,Inhibition constant of high-affinity 5-HT uptake,,,,,
275,,,,,,8,F,H,xutlcuration,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,
276,,,,,,8,F,H,Autoxueation,11863,Maximum rate was determined for high affinity transport of 5-HT,,,,,
277,,,,,,4,F,H,sutocurxtion,4639,Compound was tested for agonistic activity against 5-HT uptake,,,,,
278,,,,,,8,B,H,Expsrt,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,
279,,43132.0,,,,8,B,H,2xpert,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,Bos taurus,,
280,,17030.0,,,,5,B,D,Auyocuratuon,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,Rattus norvegicus,,
281,,,,,,4,B,H,zutocuratoon,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,
282,,,,,Membrajes,4,B,H,Autocudatiob,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,
283,,,,,Membtanes,4,B,H,Autocutagion,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,
284,,,,,,4,B,H,Au6ovuration,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,
285,,,,,,8,F,H,Autoc8ra5ion,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,
286,,,Hi0poxampus,,,8,B,H,Autocueqtion,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,
287,,,Hi99ocampus,,,8,B,H,A8tocurat8on,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,,
288,,,Hippocakp6s,,,8,B,H,Autocura49on,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,
289,,,,,,8,F,H,Autocudqtion,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,,,,
290,,19959.0,,,,9,F,D,Ibtwrmediate,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,Cavia porcellus,,
291,,,,,,8,B,H,Aut8curarion,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO
292,,,,,,8,B,H,xutocurat8on,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,
293,,62115.0,,,,9,F,D,Ecpert,15363,Efficacy against 5-hydroxytryptamine 2A receptor,,,Rattus norvegicus,,
294,,,,,,8,F,H,Exlert,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,
295,,,,,,8,F,H,Expe3t,15329,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,
296,,,,,,8,F,H,Ecpert,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,
297,,,,,,8,F,H,sxpert,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,,
298,,,,,,8,F,H,Au4ocurstion,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,,
299,,,,,,8,F,H,Expegt,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,
300,,24286.0,Ildum,,,9,F,D,Intermedoahe,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,Cavia porcellus,,
301,,95790.0,Ileim,,,9,F,D,Intermddiste,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,,Cavia porcellus,,
302,,32028.0,Ileym,,,9,F,D,Igtermrdiate,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,,Cavia porcellus,,
303,,,,,,8,B,H,Autocuratuog,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,,
304,,15314.0,,,,9,F,D,4xpert,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,Rattus norvegicus,,
305,,,,,,8,B,H,dxpert,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,,
306,,8265.0,,,,0,B,U,Auhocuratiin,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,,Gallus gallus,,
307,,41898.0,,,,0,F,U,A6tocurat9on,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,,Homo sapiens,,
