relationship_type,src_assay_id,assay_strain,assay_tax_id,assay_organism,doc_id,tid,curated_by,description,variant_id,assay_cell_type,assay_test_type,assay_category,assay_tissue,bao_format,confidence_score,assay_subcellular_fraction,src_id,assay_id,cell_id,chembl_id,assay_type,tissue_id
H,,,,,10543,19640,Autocuration,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,,,,BAO_0000019,8,,1,139,,CHEMBL615362,F,
H,,,,,10543,19640,Expert,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,,,,BAO_0000019,8,,1,140,,CHEMBL615363,F,
H,,,,,10543,19640,Autocuration,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,,,,BAO_0000357,8,,1,141,,CHEMBL615364,B,
H,,,,,10543,19640,Expert,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,,,,BAO_0000019,8,,1,142,,CHEMBL615365,F,
N,,,10090.0,Mus musculus,11365,80360,Intermediate,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,P338,,,,BAO_0000219,1,,1,143,524.0,CHEMBL615366,F,
N,,,10090.0,Mus musculus,11365,80360,Intermediate,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,P338,,,,BAO_0000219,1,,1,144,524.0,CHEMBL615367,F,
N,,,9606.0,Homo sapiens,11803,80384,Intermediate,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,PBL,,,,BAO_0000219,1,,1,145,554.0,CHEMBL615368,F,
U,,,9940.0,Ovis aries,11803,22226,Autocuration,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,,,,,BAO_0000019,0,,1,146,,CHEMBL615369,F,
U,,,9940.0,Ovis aries,11803,22226,Autocuration,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,,,,,BAO_0000019,0,,1,147,,CHEMBL615370,F,
H,,,,,12278,191,Autocuration,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,,,,,BAO_0000357,8,,1,148,,CHEMBL615673,B,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,,,,,BAO_0000019,0,,1,149,,CHEMBL615674,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,,,,,BAO_0000019,0,,1,150,,CHEMBL615675,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,CCRF-CEM,,,,BAO_0000219,0,,1,151,635.0,CHEMBL615676,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,CCRF-CEM,,,,BAO_0000219,0,,1,152,635.0,CHEMBL615677,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,CCRF-CEM,,,,BAO_0000219,0,,1,153,635.0,CHEMBL615678,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,CCRF-CEM,,,,BAO_0000219,0,,1,154,635.0,CHEMBL615679,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,,,,,BAO_0000019,0,,1,155,,CHEMBL615680,F,
U,,,9606.0,Homo sapiens,8249,22226,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,,,,,BAO_0000019,0,,1,156,,CHEMBL615681,F,
H,,,,,16992,104290,Autocuration,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,,,,BAO_0000249,6,,1,157,,CHEMBL857972,B,
N,,,1314.0,Streptococcus pyogenes,10543,50264,Intermediate,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,,,,BAO_0000218,1,,1,158,,CHEMBL857899,F,
N,,,10335.0,Human herpesvirus 3,17833,50527,Intermediate,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,,,,BAO_0000218,1,,1,159,,CHEMBL615371,F,
N,,,10335.0,vericilla zoster virus,17290,50527,Expert,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,HEL,,,,BAO_0000218,1,,1,160,468.0,CHEMBL615372,F,
N,,,10335.0,vericilla zoster virus,17290,50527,Intermediate,Antiviral activity against 07/1 strain of VZV; ND: No data,,,,,,BAO_0000218,1,,1,161,,CHEMBL615373,F,
N,,,10335.0,vericilla zoster virus,17290,50527,Intermediate,Antiviral activity against 07/1 strain of VZV; ND=No data,,,,,,BAO_0000218,1,,1,162,,CHEMBL615374,F,
N,,,561.0,escherichia cloac,10932,50145,Intermediate,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,,,,BAO_0000218,1,,1,163,,CHEMBL615375,F,
U,,,,,9707,22226,Autocuration,Ratio of Ki at A2 to Ki at A1 receptors,,,,,,BAO_0000019,0,,1,164,,CHEMBL615376,B,
H,,,5476.0,Candida albicans,2346,11143,Expert,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,,,,BAO_0000249,8,,1,165,,CHEMBL615377,B,
H,,,284593.0,Candida glabrata CBS 138,2205,18077,Expert,"Inhibition of 1,3-beta-glucan synthase",,,,,,BAO_0000357,8,,1,166,,CHEMBL615378,B,
N,,,9606.0,Homo sapiens,11900,80609,Intermediate,Inhibition of growth of 1-87 human tumor cell line,,1-87 tumor cell line,,,,BAO_0000219,1,,1,167,832.0,CHEMBL615379,F,
D,,,10116.0,Rattus norvegicus,14864,12166,Expert,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,,,,BAO_0000219,9,,1,168,,CHEMBL615380,B,
D,,,3847.0,Glycine max,16474,100171,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,,,,BAO_0000357,9,,1,169,,CHEMBL615381,B,
D,,,3847.0,Glycine max,16474,100171,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,,,,BAO_0000357,9,,1,170,,CHEMBL615382,B,
D,,,3847.0,Glycine max,16474,100171,Autocuration,% inhibition against soybean 1-lipoxygenase (SLO),,,,,,BAO_0000357,9,,1,171,,CHEMBL615383,B,
D,,,3847.0,Glycine max,16474,100171,Autocuration,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,,,,BAO_0000357,9,,1,172,,CHEMBL615384,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,,,,BAO_0000357,9,,1,173,,CHEMBL615385,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,,,,BAO_0000357,9,,1,174,,CHEMBL615386,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,,,,BAO_0000357,9,,1,175,,CHEMBL615387,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,,,,BAO_0000357,9,,1,176,,CHEMBL615388,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,,,,BAO_0000357,9,,1,177,,CHEMBL615214,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,,,,BAO_0000357,9,,1,178,,CHEMBL827087,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,,,,BAO_0000357,9,,1,179,,CHEMBL615215,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,,,,BAO_0000357,9,,1,180,,CHEMBL615216,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,,,,BAO_0000357,9,,1,181,,CHEMBL615217,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,,,,BAO_0000357,9,,1,182,,CHEMBL615218,B,
D,,,3847.0,Glycine max,3094,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,,,,BAO_0000357,9,,1,183,,CHEMBL615219,B,
U,,,10090.0,Mus musculus,10413,22226,Autocuration,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,,,,BAO_0000019,0,,1,184,,CHEMBL615220,B,
N,,,10090.0,Mus musculus,16929,80049,Intermediate,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,C3H 10T1/2,,,,BAO_0000219,1,,1,185,294.0,CHEMBL615221,F,
U,,,,,1229,22226,Intermediate,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,,BAO_0000019,0,,1,186,,CHEMBL615222,F,
H,,,,,16587,11489,Autocuration,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,BAO_0000357,8,,1,187,,CHEMBL615223,B,
H,,,,,16587,11862,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,BAO_0000357,8,,1,188,,CHEMBL615224,B,
H,,,,,16587,11862,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,,BAO_0000357,8,,1,189,,CHEMBL615225,B,
H,,,,,16587,11489,Autocuration,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,,BAO_0000357,8,,1,190,,CHEMBL615226,B,
H,,,,,16587,11862,Autocuration,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,,BAO_0000357,8,,1,191,,CHEMBL615227,B,
D,,,9913.0,Bos taurus,8058,12347,Expert,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,,,,BAO_0000019,9,,1,192,,CHEMBL615228,F,
D,,,10116.0,Rattus norvegicus,9065,100120,Expert,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,,,,BAO_0000357,9,,1,193,,CHEMBL615229,B,
D,,,10116.0,Rattus norvegicus,8865,100120,Expert,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,,,Adrenal gland,BAO_0000357,9,,1,194,,CHEMBL615230,B,2369.0
D,,,10116.0,Rattus norvegicus,9066,100120,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,,,,,,BAO_0000357,9,,1,195,,CHEMBL615231,B,
D,,,10116.0,Rattus norvegicus,8394,100120,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,,,,,,BAO_0000357,9,,1,196,,CHEMBL884520,B,
D,,,10116.0,Rattus norvegicus,8394,100120,Expert,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,,,,BAO_0000357,9,,1,197,,CHEMBL615232,B,
H,,,,,6431,10328,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,,BAO_0000019,8,,1,198,,CHEMBL615233,B,
H,,,,,6431,11490,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,BAO_0000357,8,,1,199,,CHEMBL827088,B,
H,,,,,6431,11490,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,BAO_0000357,8,,1,200,,CHEMBL615234,B,
H,,,,,9295,11134,Autocuration,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,,BAO_0000019,8,,1,201,,CHEMBL615235,F,
H,,,,,10193,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,BAO_0000019,8,,1,202,,CHEMBL615236,B,
H,,,,,13622,11134,Autocuration,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,BAO_0000019,8,,1,203,,CHEMBL615237,B,
H,,,,,12079,11134,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,BAO_0000019,8,,1,204,,CHEMBL615238,F,
H,,,,,13622,11134,Autocuration,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,BAO_0000019,8,,1,205,,CHEMBL615239,B,
D,,,9606.0,Homo sapiens,12079,11134,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,BAO_0000019,9,,1,206,,CHEMBL615240,F,
H,,,,,13500,11835,Expert,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,BAO_0000019,8,,1,207,,CHEMBL615241,B,
H,,,,,13723,11601,Expert,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,BAO_0000357,8,,1,208,,CHEMBL615242,B,
H,,,,,16474,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,BAO_0000019,8,,1,209,,CHEMBL615243,B,
H,,,,,1630,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,BAO_0000019,8,,1,210,,CHEMBL615244,B,
H,,,,,167,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,BAO_0000019,8,,1,211,,CHEMBL615245,B,
H,,,,,16474,11134,Autocuration,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,BAO_0000019,8,,1,212,,CHEMBL615246,B,
H,,,,,167,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,BAO_0000019,8,,1,213,,CHEMBL615247,B,
H,,,,,16474,11134,Autocuration,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,BAO_0000019,8,,1,214,,CHEMBL615248,B,
H,,,,,10091,11601,Autocuration,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,BAO_0000357,8,,1,215,,CHEMBL615249,B,
H,,,,,11966,11601,Autocuration,Tested for inhibition against porcine 12-LO,,,,,,BAO_0000357,8,,1,216,,CHEMBL615250,B,
H,,,,,951,12052,Autocuration,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,BAO_0000019,8,,1,217,,CHEMBL615251,B,
H,,,,,10997,12052,Autocuration,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,BAO_0000019,8,,1,218,,CHEMBL615252,B,
H,,,,,10193,12052,Expert,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,BAO_0000019,8,,1,219,,CHEMBL828340,B,
H,,,,,10193,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,BAO_0000019,8,,1,220,,CHEMBL615253,B,
H,,,,,10193,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,BAO_0000019,8,,1,221,,CHEMBL615254,B,
H,,,,,10193,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,BAO_0000019,8,,1,222,,CHEMBL615255,B,
H,,,,,10193,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,BAO_0000019,8,,1,223,,CHEMBL615256,B,
H,,,,,10193,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,BAO_0000019,8,,1,224,,CHEMBL615257,B,
H,,,,,11087,12052,Autocuration,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,BAO_0000019,8,,1,225,,CHEMBL615258,B,
N,,,9606.0,Homo sapiens,15569,80007,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,41M,,,,BAO_0000219,1,,1,226,621.0,CHEMBL615259,F,
N,,,9606.0,Homo sapiens,12989,80007,Expert,In vitro antitumor activity against 41M cell line.,,41M,,,,BAO_0000219,1,,1,227,621.0,CHEMBL615260,F,
N,,,9606.0,Homo sapiens,16745,80007,Intermediate,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,41M,,,,BAO_0000219,1,,1,228,621.0,CHEMBL615261,F,
N,,,9606.0,Homo sapiens,15569,80007,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,41M,,,,BAO_0000219,1,,1,229,621.0,CHEMBL615262,F,
N,,,9606.0,Homo sapiens,12989,80007,Expert,In vitro antitumor activity against 41McisR cell line.,,41M,,,,BAO_0000219,1,,1,230,621.0,CHEMBL615263,F,
N,,,9606.0,Homo sapiens,12989,80007,Expert,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,41M,,,,BAO_0000219,1,,1,231,621.0,CHEMBL838393,F,
N,,,9606.0,Homo sapiens,16745,80007,Intermediate,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,41M,,,,BAO_0000219,1,,1,232,621.0,CHEMBL615264,F,
D,,,9606.0,Homo sapiens,6210,84,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,,,,BAO_0000357,9,,1,233,,CHEMBL615265,B,
D,,,9606.0,Homo sapiens,6210,68,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,BAO_0000357,9,,1,234,,CHEMBL615266,B,
H,,,,,6226,68,Expert,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,BAO_0000357,8,,1,235,,CHEMBL615267,B,
H,,,,,17855,10201,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,BAO_0000357,8,,1,236,,CHEMBL615268,B,
H,,,,,17855,10201,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,BAO_0000357,8,,1,237,,CHEMBL615269,B,
H,,,,,17855,10201,Expert,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,BAO_0000357,8,,1,238,,CHEMBL615270,B,
H,,,,,10413,12220,Autocuration,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,BAO_0000357,8,,1,239,,CHEMBL615271,B,
H,,,562.0,Escherichia coli,10413,11303,Autocuration,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,,,BAO_0000357,8,,1,240,,CHEMBL615272,B,
H,,,562.0,Escherichia coli,10413,11303,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,,,BAO_0000357,8,,1,241,,CHEMBL615103,B,
H,,,562.0,Escherichia coli,10413,11303,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,,,,BAO_0000357,8,,1,242,,CHEMBL615104,B,
H,,,,,10413,12220,Autocuration,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,BAO_0000357,8,,1,243,,CHEMBL615105,B,
H,,,,,10413,12220,Autocuration,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,BAO_0000357,8,,1,244,,CHEMBL872866,B,
H,,,9823.0,Sus scrofa,7587,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,,BAO_0000357,8,,1,245,,CHEMBL615106,B,
H,,,9823.0,Sus scrofa,7587,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,,,,BAO_0000019,8,,1,246,,CHEMBL615107,B,
H,,,9823.0,Sus scrofa,7587,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,,,,BAO_0000357,8,,1,247,,CHEMBL615108,B,
H,,,9823.0,Sus scrofa,7587,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,,,,BAO_0000357,8,,1,248,,CHEMBL615109,B,
