miller2_fsclr,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_dsbltsss(mrkr),miller2_cntrrgnd,miller2_thsss(mrkr),miller2_gndrqlt(mrkr),miller2_trddvlpmnt(mrkr),miller2_bltrld(ntrntnlmrkr),miller2_fstcprcnt,miller2_stts,miller2_nvrmntlsstnblt(mrkr),miller2_rgnstntp,miller2_sctrd,miller2_knwldgfrdvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_dsrtfctn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural development,0.2,24000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural inputs,0.1,12000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Food crop production,0.1,12000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural extension,0.1,12000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural research,0.1,12000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural services,0.1,12000.0
2009/2010,30000000.0,0,GW,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural financial services,0.1,12000.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural development,0.2,48600.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Food crop production,0.1,24300.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural extension,0.1,24300.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural research,0.1,24300.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural services,0.1,24300.0
2009/2010,30000000.0,0,HN,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HN,Honduras,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural policy and administrative management,0.2,72600.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural development,0.2,72600.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural inputs,0.1,36300.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Food crop production,0.1,36300.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural extension,0.1,36300.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural research,0.1,36300.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural services,0.1,36300.0
2009/2010,30000000.0,0,HT,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,1,America,HT,Haiti,0.0121,Agricultural financial services,0.1,36300.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural policy and administrative management,0.2,266400.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural development,0.2,266400.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural inputs,0.1,133200.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Food crop production,0.1,133200.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural extension,0.1,133200.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural research,0.1,133200.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural services,0.1,133200.0
2009/2010,30000000.0,0,KE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KE,Kenya,0.0444,Agricultural financial services,0.1,133200.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural development,0.2,48600.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Food crop production,0.1,24300.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural extension,0.1,24300.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural research,0.1,24300.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural services,0.1,24300.0
2009/2010,30000000.0,0,KG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural development,0.2,24000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural inputs,0.1,12000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Food crop production,0.1,12000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural extension,0.1,12000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural research,0.1,12000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural services,0.1,12000.0
2009/2010,30000000.0,0,KH,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,KH,Cambodia,0.004,Agricultural financial services,0.1,12000.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural policy and administrative management,0.2,4800.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural development,0.2,4800.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural inputs,0.1,2400.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Food crop production,0.1,2400.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural extension,0.1,2400.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural research,0.1,2400.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural services,0.1,2400.0
2009/2010,30000000.0,0,KM,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,KM,Comoros,0.0008,Agricultural financial services,0.1,2400.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural development,0.2,24000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural inputs,0.1,12000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Food crop production,0.1,12000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural extension,0.1,12000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural research,0.1,12000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural services,0.1,12000.0
2009/2010,30000000.0,0,LA,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural financial services,0.1,12000.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural development,0.2,48600.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Food crop production,0.1,24300.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural extension,0.1,24300.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural research,0.1,24300.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural services,0.1,24300.0
2009/2010,30000000.0,0,LR,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,LR,Liberia,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural policy and administrative management,0.2,33600.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural development,0.2,33600.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural inputs,0.1,16800.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Food crop production,0.1,16800.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural extension,0.1,16800.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural research,0.1,16800.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural services,0.1,16800.0
2009/2010,30000000.0,0,MD,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,5,Europe,MD,Moldova,0.0056,Agricultural financial services,0.1,16800.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural policy and administrative management,0.2,106800.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural development,0.2,106800.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural inputs,0.1,53400.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Food crop production,0.1,53400.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural extension,0.1,53400.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural research,0.1,53400.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural services,0.1,53400.0
2009/2010,30000000.0,0,MG,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MG,Madagascar,0.0178,Agricultural financial services,0.1,53400.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural development,0.2,24000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural inputs,0.1,12000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Food crop production,0.1,12000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural extension,0.1,12000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural research,0.1,12000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural services,0.1,12000.0
2009/2010,30000000.0,0,ML,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,ML,Mali,0.004,Agricultural financial services,0.1,12000.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural policy and administrative management,0.2,97200.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural development,0.2,97200.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural inputs,0.1,48600.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Food crop production,0.1,48600.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural extension,0.1,48600.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31182,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural research,0.1,48600.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31191,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural services,0.1,48600.0
2009/2010,30000000.0,0,MZ,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31193,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,MZ,Mozambique,0.0162,Agricultural financial services,0.1,48600.0
2009/2010,30000000.0,0,NE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31110,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,NE,Niger,0.0057,Agricultural policy and administrative management,0.2,34200.0
2009/2010,30000000.0,0,NE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31120,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,NE,Niger,0.0057,Agricultural development,0.2,34200.0
2009/2010,30000000.0,0,NE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31150,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,NE,Niger,0.0057,Agricultural inputs,0.1,17100.0
2009/2010,30000000.0,0,NE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31161,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,NE,Niger,0.0057,Food crop production,0.1,17100.0
2009/2010,30000000.0,0,NE,0,1,1,1,0.1,Operational,1,Foreign Non-Profit Making,31166,0,0,0,0,0,0,0,0,1001306,World Bank,Multilateral,IFI,2,Africa,NE,Niger,0.0057,Agricultural extension,0.1,17100.0
