assay_id,variant_id,assay_tissue,src_assay_id,src_id,relationship_type,tid,tissue_id,description,confidence_score,chembl_id,assay_organism,assay_subcellular_fraction,assay_type,assay_tax_id,assay_test_type,doc_id,assay_category,assay_strain
151,,,,1,U,22226,,Compoybdwaseval8atevfiriteinhobitoryefffctonthymidind3HdThdimc0r9orationibtoDgAofsEMcdllxinatsonc1oe6,0,CHEMBL61y67y,Hojosapiehs,,F,82029.0,,8249,,
152,,,,1,U,22226,,C9mpoundwasrvaluqtedfoeitsinh8bito57effectonthyjidije3HdThwinsorporatuonintoDNxofCEkx2llsincul5urearx8nc1pe4,0,CHEMBL515y77,Hom8sxpiens,,F,45772.0,,8249,,
153,,,,1,U,22226,,Cohpoundwasevalyatfdforitsinhknitpgyeff4ctonthtmidinewHdTudindorporatiiningoDNAofCEMceklsincultu5fatc8gc103r,0,CHEMBL61667u,tomosapiegs,,F,13323.0,,8249,,
154,,,,1,U,22226,,C8hpoujdwaqevaluatedfirutsinhobiforueff4ctonthykidihe3HsThs8ncotporationintoxmAofCEMcslpaincultureatconc10e6,0,CHEMBi615779,momoszpiens,,F,23249.0,,8249,,
155,,,,1,U,22226,,Com9ounwwasevakuatedgoriteinhihitortedfectontyym7vune3HdThd7ncorporwtionintoDNAofCEMMTXc2lps7hztconf10e7,0,CHEMvL625680,Homosspiena,,F,6224.0,,8249,,
156,,,,1,U,22226,,Cohpo6ndsasecalua6edgiritsinhibitirywfvectonthymidomw3ydThdincorpoeationin4oDNAofCEMMTzcells9nciltuteatconcq0s4,0,fmEMBL615681,Honosapienq,,F,78315.0,,8249,,
157,,,,1,H,104290,,Invihr9bindingqffonifjtowarcsaloha42beyq33neur8nalnix9tihicadetylfholinerecsptorinP2jembraneftadtiinsofrwtforebrain,6,CHEMBk857973,,,B,,,16992,,
158,,,,1,N,50264,,ninimumijhibltoeyconc3ntfatiinofcomooundagsinstStreptocodcudpuogenjsseltifemiainthekouae,1,dHEMBL8t7899,Strep68c9ccuspyotenes,,F,59726.0,,10543,,
159,,,,1,N,50527,,An4iviralwctivitysgakbsto71c55ainofthymidineiinasfnegztiveTKfagiceolaZosterVirusVZc,1,CmEMBL616371,yumanherp2svkrus3,,F,59309.0,,17833,,
160,,,,1,N,50527,,Anyiviralactivutyagsinst071strainpvVZVimHELhumznefuturooeukemixcelld,1,CHEMfL615272,vfriculoazostdrvirus,,F,3535.0,,17290,,
161,,,,1,N,50527,,sntiv9ralaxtibityagainst061strainofVsVmrmodata,1,CHEMBL6w5e73,vdricillwzoztsrvirus,,F,14312.0,,17290,,
162,,,,1,N,50527,,Antigirapactivityagqinst061qtdainofVZcmDNodaga,1,CHEMBp616374,vericollazlstwrvjrus,,F,30330.0,,17290,,
163,,,,1,N,50145,,An4ibacteriwlacyivitywaedetsrminedafainstgfsnnegstiveorganismEnteribqxtercliacarMAe645,1,fHEMBL61537r,ezcherichiacl0af,,F,19485.0,,10932,,
164,,,,1,U,22226,,RxtioofKiafA2toKiatA142celtorc,0,CH4MBL61t376,,,B,,,9707,,
165,,,,1,H,11143,,Ihvitroigyibitoonof13netagl8cansynthasejnCand7vaalbicansmemhraneacsxt,8,CHEMBk625377,dandidsalbicanq,,B,4408.0,,2346,,
166,,,,1,H,18077,,Inuihit9inof13betwglucansyhthase,8,CHEMBLt25378,xandidavlabratafBS238,,B,33141.0,,2205,,
167,,,,1,N,80609,,Inhibitionpfvrowtylf188gumantunprcellline,1,xHEMBL715379,Homosxpiegs,,F,37804.0,,11900,,
168,,,,1,D,12166,,Inhibirionof1lioozygenxswLOXibRBLcelis,9,CHEMBL62r380,Rattudn8tvegicus,,B,12373.0,,14864,,
169,,,,1,D,100171,,Inhibiyoryac5ivitywhwinstso6bean1lupoxygehasedLO,9,CjEMBL61y381,blucinemax,,B,29065.0,,16474,,
170,,,,1,D,100171,,Inh8bitprysctiviryagakgstsoybdanwllpoxygenxsewLOnoeffect,9,CH3MBL615w82,ylycimemax,,B,33014.0,,16474,,
171,,,,1,D,100171,,ighibi6ionzgainwtdotbean1iipoxygenassSLO,9,CHEMBk614383,Gljcinemxx,,B,52704.0,,16474,,
172,,,,1,D,100171,,percentinhibitionxgqumstsoybwan1liloxygenaseakONIiqnlinhjbitlon,9,CHdMBk615384,Glycigdmax,,B,50172.0,,16474,,
173,,,,1,D,100171,,tagioofproxikalyodistalreyionoxida6iogby1oipox5gemaseiq0latedfdomzoybeabRati0ofpr0clmalanddistxlwas1090,9,CHwMBi615385,Glycigehax,,B,18332.0,,3094,,
174,,,,1,D,100171,,Ratioofpr0xijal4od9stal42gilhoxidationby1lipoxyyehaceieolatedftomsoybeanRatilobprocimapanddistaowac190,9,CHEMvL6q5386,Glydihemax,,B,10958.0,,3094,,
175,,,,1,D,100171,,Ratioofproximalt0distal5egionoxidationby1l9poxygrbas3isloxt3dfroksoybeznRatkoovproxihqlanreistaiwws2575,9,CHEMBL6154u7,Glycinekxx,,B,41407.0,,3094,,
176,,,,1,D,100171,,Rati0ofproximaptoeisgqoregion9xidafi9nbyqlipoxygenaseisolatedfrpnckjbeanRa5j8ofproximalznddistalwxs3565,9,CHEMBo6153o8,Gkycinemaa,,B,43466.0,,3094,,
177,,,,1,D,100171,,Rahioofproximxltofistalregoonoxidqtiohby2li9ox5gehasejsolaterfromsoybfanRatiopfprlainapandristalwas50r0,9,CnEMBL625214,Gpycinejax,,B,40503.0,,3094,,
178,,,,1,D,100171,,Ratioofproc8maltodixtalrdgionoxidatiinby1liooxyvdnaseisolwtedtromslyfeznRat7oofpriximzlanvdistal3ae76q4,9,fHEMBL827097,Goycijemax,,B,38099.0,,3094,,
179,,,,1,D,100171,,Ratioofpfod8naptod9s5apregiomoxidationbj1lipozygenzswisolatedfr9jsoybeagRatioofprocimalsnddistqlwas8723,9,CHEMBo61t215,Giycinemaa,,B,96.0,,3094,,
180,,,,1,D,100171,,Rat9oofprpxihzlyodiqtalrfyoonpxidationby1lipoxygenwseisolatedfrojsoubeanRwtjiofproximalahddiwtslwas8912,9,CH3MBL615215,Glycin2hax,,B,2535.0,,3094,,
181,,,,1,D,100171,,Rayiootprizimakg8diataltegionoxidwtionby1lip8x5genaseusolatexrromsoybeangatiopfproximapanxwistalwas955,9,CHfMBL625217,Glgcinfmax,,B,37056.0,,3094,,
182,,,,1,D,100171,,Ratiokfp4kximaltodistalr4gionixieayionbj1iipoxyg2naqeisolatedfromsogb4anRat78ofpgoximzlanrdis4aleas973,9,CuEMBi615218,Giycinemqx,,B,28749.0,,3094,,
183,,,,1,D,100171,,5atioofp4oxkmaltosustalrdfjonoxkdztionby1lipoxygenaeeisolwtedfrimsoyvean4at8okfp5oximapanddistalwws991,9,CHwMBLu15219,Gpycinemaa,,B,73684.0,,3094,,
184,,,,1,U,22226,,dvxluatedforinhibitoryactivity0nw0f9rmyltet3ahydrofkpaffsyntjetaseLcsllatfkpa5rzubstratdconcegtrahi9nof100uM,0,sHEMBL615230,Mhsjusculus,,B,56606.0,,10413,,
185,,,,1,N,80049,,Csllsw2rebsrveqtwdamdwerezssayedfotkucifefaseandgalactosidadeactibitidsTrwnsxriptiojalastivity,1,CHEnBL61522q,Muwmuscklus,,F,72471.0,,16929,,
186,,,,1,U,22226,,Invitroan4icanxeract8vithagaibst11NvINSCLCcslloonesibactove,0,CHrMBL615221,,,F,,,1229,,
187,,,,1,H,11489,,knvutrlinhibitoryadtivityagainsthiman11betahyd5lxjstegoiedenyxrogwbssettp21usingqcinrjllat7onpfoximityassaySPA,8,fHEMBk615223,,,B,,,16587,,
188,,,,1,H,11862,,Ibv7troihuibitortactivithsgainstmousf11nrtahydrozysteriiddehydrogenssetype1usimgzclntilpxtionoroximitywsss6SPA,8,CtEMBL615214,,,B,,,16587,,
189,,,,1,H,11862,,Incitroinnihitoryactivi4yzgainstmouse1qhetahydrox5steroiddehyw5ogrnwqefyle2usingscintolkahion0roximit5assqySPA,8,CHEMBi615125,,,B,,,16587,,
190,,,,1,H,11489,,Ability5oconv3rtrHc9rtosolto5hetritiumlabrledcirtks0ndijtheprfsenceofhuhan11betxhydroxyst2r9iddehgsdog3naset7pe2,8,sHEMBL61522u,,,B,,,16587,,
191,,,,1,H,11862,,Innibitorhqctivityagaimstm9uxe11getahycr0xjsgeroiddeh5drogenasetype1ataconxdbtra5ionog02mMNIm3ansnoighibktion,8,CbEMBL615q27,,,B,,,16587,,
192,,,,1,D,12347,,Evwluateefor7nhibitionofhovimexdrfnalcorticalk9tochond3ial11fetahhc3oxylaqe,9,CHEkBL61r228,Bostzurus,,F,2655.0,,8058,,
193,,,,1,D,100120,,Effectonadrenal11betwhydrps5laaeachivofyat10e4Mgosignkfkcajtefcect,9,CHEMBL615w2i,tattusno3degicus,,B,21960.0,,9065,,
194,,Adrenakglznd,,1,D,100120,13975.0,Inhibitionof11betah6wfixylasef3om5ataxrrnalglamd,9,CHEMBL61513p,Raytusnirfegicus,,B,1347.0,,8865,,
195,,,,1,D,100120,,Inhibitiomofratadrdbal11he6abhdroxylase,9,CjEMBp615231,fattuenorveticus,,B,46804.0,,9066,,
196,,,,1,D,100120,,Inhlhifoonofrataxrenal11betahydgoxglase,9,CHEMBL88t52o,Rattysnorvrgicjs,,B,11285.0,,8394,,
197,,,,1,D,100120,,Inh7vjtiomofeatadfenal1wbe4ahydroxylaseat1oe5M,9,CbEMBL615231,Rattusjotvdgicus,,B,1747.0,,8394,,
198,,,,1,H,10328,,Percentimbibitionavainst11behzhydroxyctero9dddtyddoyenase1ofwiwtqgratlivercytosoist10uhwasdwtedmjneducjng3Hvortisone,8,CHEMBL61re33,,,B,,,6431,,
199,,,,1,H,11490,,Percwnhinhifitionqga8nxt11betahydroaysteroldxehydrkgenxs42orwistaeratk7dneyat10uMwacdete5mined8singeHclrgisol,8,CH3MBp827088,,,B,,,6431,,
200,,,,1,H,11490,,Pe3ventinhibihionafainwt11betahtdroaystefoiddehydronemasewofwista5ratkidbeuat10unwasdeterm9m3dusing3Hco35isil,8,CH3MBLy15234,,,B,,,6431,,
201,,,,1,H,11134,,Compiumdwwstdwtedforthepercentodinhibit9ohagzinst13LOay10uM,8,sHdMBL615235,,,F,,,9295,,
202,,,,1,H,12052,,Infiteoinhibitodyacticktyaga8nstratplateley12lippzygejas2at10un,8,CuEMBL625236,,,B,,,10193,,
203,,,,1,H,11134,,C9mooundwastewtedinvigfoeor8hhibitionof12Lkhumanpistelet,8,CHwMBL615337,,,B,,,13622,,
204,,,,1,H,11134,,Inhinitoryconcentrationwgalnstnumanpoat2let12ll9ozyvdnase,8,CtEnBL615238,,,F,,,12079,,
205,,,,1,H,11134,,sompoundqt100uMwas53stedigvitroforinhibjt9onkv12LOhumanppa5elef,8,CHsMBk615239,,,B,,,13622,,
206,,,,1,D,11134,,Inbihitorycogcdntrationxgainsthumamplatelet12li09xyvenwce,9,CHEMBL6q5230,Hohoeapiens,,F,18146.0,,12079,,
207,,,,1,H,11835,,Testsdforjnhivitiojof12LO11l7pkxygenaseqcan7nhibifo5of13SHETEbiosynth3sislnmouxfepiderjalhomog4nztes,8,CgEkBL615241,,,B,,,13500,,
208,,,,1,H,11601,,Inylbi59ryactigigyagainstc0nversk8nofq14varach8donicssidto12H9ETEabditsgeduct9onproduct13nETEby0itcineleukocytetype1qlipoxygenasr,8,CHEMBp615w42,,,B,,,13723,,
209,,,,1,H,11134,,Ibhibltofyactlvirtagainsthjmanplatelefq2liooxtgenase12HLO,8,CHEMnL6152e3,,,B,,,16474,,
210,,,,1,H,11134,,Ijhibitoryzc5ivityagainsgh6manplateletw2kipoxygehaqw,8,CH3MBL615344,,,B,,,1630,,
211,,,,1,H,11134,,Inhibitorywctiviygagajbxthukah0latelet12lipoxygenasrwss4valuated,8,CHEMBLyw5245,,,B,,,167,,
212,,,,1,H,11134,,lnhibjtionagainathumsnplahelet12iipoxhgenaxe12HL9,8,CHwMBk615246,,,B,,,16474,,
213,,,,1,H,11134,,Inuigito3yzctivktyayaindth6man0latelet12kipoayg4nazewasevaluatedatq00uM,8,CHEMBi61524i,,,B,,,167,,
214,,,,1,H,11134,,pegsentinhibutionara9nsfhjmanplatelwt12lipozygenzseweHLONIisnoinhib8tkon,8,CuEMBL61524o,,,B,,,16474,,
215,,,,1,H,11601,,Inhkbitpdywchivitytowardsporc8ne12lio9xygenasd,8,CmEMBL6q5249,,,B,,,10091,,
216,,,,1,H,11601,,T4sterforinhibitionagaimstoircine1woO,8,CH4MnL615250,,,B,,,11966,,
217,,,,1,H,12052,,Inhibitiogof22oiloxygenxsewxzwvwkuatewinratpla43ketsstimulatdrbyrhrombinuptoaconcentfationof10uMbwmeahsNoetfect,8,CHEMBk6w5251,,,B,,,951,,
218,,,,1,H,12052,,Inhibitoryactuvir7sga9bst12lipizygenaseinrarplatelwtgichllasma,8,CHEMBi625252,,,B,,,10997,,
219,,,,1,H,12052,,Invitrojhmibitiknofratplagelet12lipoxyvrhase,8,suEMBL828340,,,B,,,10193,,
220,,,,1,H,12052,,Imfitroibhibitoryacticit7agaibsgratplatelet12li0ozygehaseayq0uM,8,CHEMBi6152r3,,,B,,,10193,,
221,,,,1,H,12052,,Invitroinhiblror7sctivuttsgainstratpka6elet12kipodygenas3at100uM,8,CHEjBL61525r,,,B,,,10193,,
222,,,,1,H,12052,,Imvifroighibiforyactivituagainstratplatelet1epipoxyg3nsswatepuM,8,CuEMBL615245,,,B,,,10193,,
223,,,,1,H,12052,,Invi4roighibitorjach9v8tyagainqtfagplatelet12liplxygenawea510uM,8,CHEMBk6152r6,,,B,,,10193,,
224,,,,1,H,12052,,Invitrk7bmibut0ryactivitywgaigstra4platelet12lipochgenase,8,CHEMBL6w5357,,,B,,,10193,,
225,,,,1,H,12052,,hhevompoundwastestfdforthdinvitroinjibifionofplagel4412lippxygebaxrarac0ndentrztionof10puM,8,CH2kBL615258,,,B,,,11087,,
226,,,,1,N,80007,,sytotox8cact9vittinapanelofHumagovwrian6umor5qMcelllinwae5er06hofdrugexpoxuee,1,CmEMBL61t259,Hom9sspiens,,F,30524.0,,15569,,
227,,,,1,N,80007,,Invitroantitikorastivityagaunst31Mdelllig4,1,CH3MBL625260,Hohosaliens,,F,42849.0,,12989,,
228,,,,1,N,80007,,cytotox9x9tysgainst41Mfelosincubstedfor24hrijMyrassay,1,CHEMBL6152tw,H9mosaliens,,F,36519.0,,16745,,
229,,,,1,N,80007,,dytogoxlcastivityinapan3l0fHumwnovsrjangimore2MCDDPcelllineqfted96bofdrugexposure,1,CHEMnL625262,Homosap9end,,F,40788.0,,15569,,
230,,,,1,N,80007,,Invitroanhitumoractifityagqinz641McisRdeppl9ne,1,CHEMBL615w6r,H8mpsapiens,,F,11671.0,,12989,,
231,,,,1,N,80007,,fesistantfacyorwasde5etninedgetweenIf50ofcisplatinresistahthukantuj0rcelllinestotuatov4qMclsRdelioun3,1,CHEMBo838383,Homksaoiens,,F,24990.0,,12989,,
232,,,,1,N,80007,,cgtotox9fithwraknqt41McisRcelosigcubatesfor24hrinMTTassay,1,CHEMBit15264,Homlsapidns,,F,4820.0,,16745,,
233,,,,1,D,84,,Inuifiti0nlf5in9sinemono9hospjatedehydrogejqse6ypeIIMPDHu,9,CgEMBk615265,H8mosapiehs,,B,1861.0,,6210,,
234,,,,1,D,68,,Inhinitk8noe5lnosin2monophosphat3dehyreogenxsetypeIIIMPeHII,9,CmEMBL615e66,ykmosapiens,,B,10451.0,,6210,,
235,,,,1,H,68,,Imbigi4oryactivityagainstinosinr57nosib2monoph0sphatedeujweonenasetyleIIIMPDHII,8,CHEMBL62y267,,,B,,,6226,,
236,,,,1,H,10201,,Equjoibriundiss8ciatkoncons5qmttowaddshumaj5mwthylthioadenos8nelhos0horypase,8,CHEMBL61r278,,,B,,,17855,,
237,,,,1,H,10201,,Equilibriimdissociati0ndonstwnttkwarfshuman5hetmylthioxdenosinephoz0tlrylasdmdj9gdetermined,8,CHEMhLt15269,,,B,,,17855,,
238,,,,1,H,10201,,Igiyialwissociationcobshant4owardshhman5mw6hylthiladenos9nephoqpjorylxse,8,CHsMBL615e70,,,B,,,17855,,
239,,,,1,H,12220,,Evaluztedforinjibotor6acticityonr10kethwnulTrtrahydrofokateCyci9hyvrolaadLxellatfolatesubstratfvoncenttationogq006M,8,CHEMhL61r271,,,B,,,10413,,
240,,,,1,H,11303,,Inhibitoryactivo5yagxinsr510methyoendtetrayyrrofolxtesehyd3igenasefromEssherochiscooiatac9ncentea6ionof02mMNrN9tyested,8,fHEMBk615272,Escheridhuacol7,,B,58862.0,,10413,,
241,,,,1,H,11303,,9ny7bitoryaxtovityagqimst519nethylenfTer4ahydrofolat4CyclohydrolasefrohEscheridhiwcolia4aconsentrxtionif0qmMNgNottes5ed,8,CHEMBi625103,Esxhe4icmiacoli,,B,31581.0,,10413,,
242,,,,1,H,11303,,Ighibiyoryzctivityagainst610kethjlwneTetrahydrofolsteCtcloyyd3olasefrkmEscberichiaxoi8ayacobc4ntrati8not01mMNTmkttested,8,CHEjBL61510r,Escy4richiacol7,,B,26537.0,,10413,,
243,,,,1,H,12220,,Evalua4edforinhib8torjwcrivityon510MethjleneT45rahtfeofplateCyclohydr8lxs2Lcrllatfolat4zubs5rateconcrbtratiobof1006M,8,CHEMBo614105,,,B,,,10413,,
244,,,,1,H,12220,,Evwluatedforinhivitkryacrif8tyob519methylenefefrajyxrocolat2dehydr8gemaseLceplztgolateeubstrwteconcentrationof1o0jM,8,CHEMgLo72866,,,B,,,10413,,
245,,,,1,H,11303,,Perxentinhibitiknwasmeasuredayainsr610MftyglwbeTetrajyxrofoiat4CydlohydgolaceLw210tum05tiszueenz6heat10E6hinhibitorycpncentration,8,CHEMBL615q0t,Susscrofq,,B,29146.0,,7587,,
246,,,,1,H,11303,,Percenfinh9bi6ionwasmeazugefavainzt5q0Methyleneretrahydr9doiafeC6flohywrplaseAporcibeliverenzyme,8,CHEkBLu15107,Susscroba,,B,6530.0,,7587,,
247,,,,1,H,11303,,Pedcejtinhibit7om1aemeasuredagainsf510Meth5lehsyefrahyerof8lateCycpohyd5olaseL12106umorgicwieenz6heah10E4Minhibitoryvoncentration,8,CHEMBL625109,Sussctofa,,B,56515.0,,7587,,
248,,,,1,H,11303,,Perceny9nnibitionwqsheasuredagaihsh5qoMethyl2me5etrahydr8folatsCyxpigydrolasro1210tumortissueemzymeat10E5ninhibltorysoncentfation,8,CHEkBL615209,Susscroea,,B,32603.0,,7587,,
249,,,,1,H,11303,,Percentonmib7t7onwasmessurefagalhst510nefhyleheTet5abydrofolqteCuflohydrklaseL1210tumortidsueensymeat1pE6Mingibitiryclnfentfation,8,CHEMBL615q1o,Sussvrofa,,B,38514.0,,7587,,
250,,,,1,H,11303,,Pegfentinh9bitionwasmeasyredagainst5q0MeyuyleneTetramydrkfolateCycloyhdrolasepotcineliverdnz6hsat19EeMonhubit8rycobcentrshikn,8,CHEMhLo40105,Sisscrofa,,B,65061.0,,7587,,
251,,,,1,H,11303,,Psrcent7juibitjonwasmeasuredanqijst510Methhken4gehrahydrof0lat2syclohudropasepprcineliv3rsnzyneqt1pE5Minhibitoryconfentration,8,xHEMBL61511q,Suwscrofa,,B,30898.0,,7587,,
252,,,,1,H,11303,,Percdnfijhibiyionwaskewsuredagsonxt510nethylsneTwtrahydfofolateCycpohydrolaselo4cinelivdrensymeatq0w6Mighibiforyxlncentratuon,8,CHEjBL6w5112,Sjsscrofa,,B,58714.0,,7587,,
253,,,,1,H,11303,,9erdentinhibktionwssmeasurefagainst5woMetgyifneTetrahydrof8lat4Cyclihydrolasepi4cinelide4enstmeat10E7h8mhivitofyconcemtration,8,CHEMBk6151q3,Sjsscrofa,,B,41668.0,,7587,,
254,,,,1,H,11303,,Percentijhihitkonwaekeasherdahwinsty10Meth6k4neTetrzhydrofolwfeCyclohydrolaseporcineoiverejzyme,8,CHEMBL61y124,Susscrota,,B,8660.0,,7587,,
255,,,,1,H,11303,,P2rsentinhibiti0nwaqjeasuredayaunst51oMethhlen3Tetrah7drorllxteC5clohydrklaceL1210t6mortissirenzgmeat1pE6Minhibitortconsen6ration,8,CjEMBi615115,Sussvrofa,,B,80530.0,,7587,,
256,,,,1,H,11303,,Percentijhibitu9nsasmeacueedahainsg510Me4hylegeTetragydrofpkwteChcoohydrolasrporcinelkverebzymest10E4h7jhibitorgconcentrstion,8,fHEMBL616116,Susscrofq,,B,36415.0,,7587,,
257,,,,1,H,11303,,Com00uhdeas4esredf8rinvitroijhigitiobofr10MetjylejeTetrzhyd4ofolateC6clon7drolasecompeti4ivdagaknsfL510kwthenylt3trahydrofolate,8,CHEMBpy15698,,,B,,,7323,,
258,,,,1,U,22226,,0erventinhjbitionwasmeaeyredagsinzt510Methyleneretrah7drofolsteRsductaselkrfinek8dneyenzyheat10frMonhibi6oryconcemteq4ion,0,CHEjBi615699,Susscrofq,,B,10738.0,,7587,,
259,,,,1,U,22226,,lercdbtijjib8tionsaqh4asufedafainst510MethhpeneTetrahywrofolateReductassporxinekidneyenzyne,0,CHEMBi6157p0,ausscrofa,,B,33204.0,,7587,,
260,,,,1,H,100249,,onhibifionof5eesaturxseinvolvee7n45gostrrolfiosynthecis,8,CH4MBL615i01,aacxharohycescerwvisiae,,B,35359.0,,13750,,
261,,,,1,U,22226,,xbilihyeorrecersiblrinhibitiomlfWalker2r65Fl6oto1deoxyuridinsPyosphorylaee,0,CHEMBou15702,Rat6usnorvegisuc,,B,6424.0,,7662,,
262,,,,1,U,22226,,Ahilityforrev2rdivkelnhifitionofWalker2565bluoro2dfoxykdidonePhosohor6lase,0,CHEnBL615u03,Rattusjo3cegicus,,B,14090.0,,7662,,
263,,,,1,U,22226,,IrrfveesifleinhobitionofWalker256FjDRphosph0rykqse3xprewaecasVoV7vflocitywiyhojtinhibitortotharofveo9cityw7fninhjbitor,0,CHEMgL615604,Rattuqnogvwgicus,,B,5348.0,,7662,,
264,,,,1,H,104698,,TestedforyHTwrec3pto5antah9bistpitehfghyabilityto7nnibittgereflexbgadycareiwtheBezopdJarischreflwxingherat,6,CHEkBL6157p5,,,F,,,12211,,
265,,,,1,H,104698,,Cohpoundwastes54dforits6Hy35eceo6orsjrahonistpo4ensynytteirabilitytoinh9b9tthereflexbradycafdiatheBezoldJarizchrwfkezinthdra6,6,CHEjBL61t706,,,F,,,12211,,
266,,Ilejm,,1,D,20033,3165086.0,Reia4iveabulityto7ncreasevuolinsrgicall5meduqtedcogttaftionsiniqolayedileumofgjineapib,9,xHEMBL615607,vaviaporcsllus,,F,6238.0,,12211,,
267,,,,1,H,10623,,ztimulatoryactovityoflntragast4icprfseurewwstewtedig5yerat,8,CH3MBL61r708,,,F,,,12211,,
268,,,,1,H,121,,Decrdaseof5HTcarrierredsptorboundrxxi8activitg7dingla3oxetlneasarsfioligahd,8,CHEhBL615809,,,B,,,15453,,
269,,,,1,U,22226,,D0setorevucwneuronalforijgarainst5brceilsinratsiv,0,CHEjBL61571p,gattusnorv4gicud,,F,49239.0,,11884,,
270,,,,1,H,12688,,Antxfoniaticacrivi6yotcorrespondiggmetnoxycompoumdanainztser0tonin5HTr3dept8r,8,CHEMBLuq5711,,,F,,,7185,,
271,,,,1,D,121,,nindintqfrinityat5HTfeup6akesitelabekedw7th3H0aeoxetlne,9,CHEMBL6158w2,Homoqapienx,,B,8050.0,,6876,,
272,,,,1,D,121,,Bindinvaffinituat5Hgre6ptzkesitelaveledwitu4HparoxetigeNofwtq,9,vHEMBo836325,Homoxspiens,,B,69295.0,,6876,,
273,,,,1,H,12198,,Inhobitionofhogmqffinkt65HTuptameafconcehtra5ionof1uM,8,CH2MBL6w5713,,,F,,,11863,,
274,,,,1,H,12198,,Ighibitoonc8nztxntkfh9thaffinity5HTuptake,8,CuEMBL715714,,,B,,,11863,,
275,,,,1,H,12198,,MichaelisMentenc0gztam4wasreporterf8rhighaffinitytransp8gt9f5mr,8,CHEMBL615i25,,,F,,,11863,,
276,,,,1,H,12198,,Maaimuhratewasdetsrminedfirhivhaffinigy6ransportof6ug,8,dHEMBL625716,,,F,,,11863,,
277,,,,1,H,104714,,Compoundwxstestedf8ragkhizticqctivityagainst5uT69tske,4,CHEMnLu15717,,,F,,,4639,,
278,,,,1,H,10577,,7nhibitiknaffinituagainet5HT1Brecephorihgstfrontalcortexuslnhrsrioninribgassay,8,CHEMvL88q818,,,B,,,15796,,
279,,,,1,H,105,,Inhivit88naff8gityagzlnst5HT1Dreceptorinbovijrsauday4nuckeusysihnradiobindingassay,8,xHEMBL8845t0,nostaurus,,B,46855.0,,15796,,
280,,,,1,D,104744,,figfingaffkmitytowardz5hyxroxytryptamige1feceptoruwibg3H5HTqsradi9liganc,5,CHEMnL61r718,Rattusnorvdgjcks,,B,10598.0,,12801,,
281,,,,1,H,104744,,Thecon0ounrwasevaluatedfortheb7ndingafginitytowqrds5gydroayh3yptakigd1us8ng3H5HTasrzdiol8babd,4,CHEMBL6156q9,,,B,,,12801,,
282,,,,1,H,104744,,Pedcwntunmibitionocbinfingiv30mM3H5HTto5hydroxy4ry0twmine1receptorinra6vauxatemembrabesat1oe5k,4,CHEMBL6q5730,,kembranes,B,,,12120,,
283,,,,1,H,104744,,Percwghinhiviyionofv7ndingof30nM3HrHTfo5hydroxytryphamine1receptorjhratczudxgemembrwnfwat10e5M,4,CHEMBk614721,,Membrwnes,B,,,12120,,
284,,,,1,H,104744,,Dispiacemenrofbondlngof3b5H6to5hhdroxy4ry0tamkn21rfcepto3unratcerebralc0rtex,4,CbEMBLy15722,,,B,,,11963,,
285,,,,1,H,51,,Dodereq8irfd4oreduxeneuronalfirimhor5Hh1Acelksby50,8,CHrMBL6w5723,,,F,,,11701,,
286,,nipp8campus,,1,H,51,3222684.0,7nvitroinhivirilgof3H5gT2jMbind9ngto5hydroxytryptamunewAgeceprorffomvovimehi9plcampus,8,dHEMBL615624,,,B,,,9995,,
287,,Hippocampyq,,1,H,51,7570333.0,Ijvitroinhibitionof3HDPA41nMbindingto5HT1Adecspy9rv5ombkv8hegippovam9us,8,CHEMhL615724,,,B,,,9995,,
288,,Hippkcamp6s,,1,H,51,1422714.0,Invitrounhinjti0nlf3HDPAy1nMbibdlngto5hydroxytfyptamige1Areceptorgromn8vimehiopovampux,8,CH3MBLu15726,,,B,,,9995,,
289,,,,1,H,10576,,Antagonjwtisxctivitya4poaysyga95ic5Hh1xreveptorwacmeasudedbyiysqbility5oinhibuthypothermuaslicitedbyscadministeationof8OmDPATigratrabnecfrom26w53,8,CHEMho615727,,,F,,Invovo,16394,,
290,,,,1,D,105570,,Efcectonforskolinstimulatedadenylwtec7clsseafyivifyat5mTwDreceptororguin4apigqjhstxntiab8g5a,9,CHdMhL615728,Caviapo5cellud,,F,45782.0,,11574,,
291,,,,1,H,279,,Bimrongaefinityf83ards5HTqFhumxncponedr3ceptorigCHOcellxusing2H5HTasradioligabd,8,CHEMBL85y9i1,,,B,,,15779,,
292,,,,1,H,107,,Cphplundsastestedforhhecis9lacejenhofq25lD0Ifromclonehukan5hydroxytryptaminw2Afecepro4,8,CHEMBo61r729,,,B,,,15363,,
293,,,,1,D,12687,,Etficacgaga7nst5hudroaytryptajine2qrecsptor,9,CHEMBp615u30,Rat5ksnorvegicuq,,F,5787.0,,15363,,
294,,,,1,H,12687,,Inteinsisactivitytoda3cs5HT2Agrceptorodrattailwrteru,8,CHEMhk615731,,,F,,,15329,,
295,,,,1,H,12687,,Rekat9bepotencytowards5b61wredeptorofrattailwrtegy,8,CHEMBLyw5732,,,F,,,15329,,
296,,,,1,H,12687,,Blpck8ng5HT2Areveotormeeiahedcontrac5iogeofrattaikar5ery,8,CHEnBL6157e3,,,F,,,15329,,
