assay_id,assay_subcellular_fraction,assay_test_type,assay_type,tissue_id,assay_tax_id,doc_id,description,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,tid
203,,,B,,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,11134
204,,,F,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,11134
205,,,B,,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,11134
206,,,F,,9606.0,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,,,,11134
207,,,B,,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,11835
208,,,B,,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,11601
209,,,B,,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,11134
210,,,B,,,1630,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,11134
211,,,B,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,11134
212,,,B,,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,11134
213,,,B,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,11134
214,,,B,,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,11134
215,,,B,,,10091,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,11601
216,,,B,,,11966,Tested for inhibition against porcine 12-LO,,,,,,11601
217,,,B,,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,12052
218,,,B,,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,12052
219,,,B,,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,12052
220,,,B,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,12052
221,,,B,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,12052
222,,,B,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,12052
223,,,B,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,12052
224,,,B,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,12052
225,,,B,,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,12052
226,,,F,,9606.0,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,,,41M,80007
227,,,F,,9606.0,12989,In vitro antitumor activity against 41M cell line.,,Homo sapiens,,,41M,80007
228,,,F,,9606.0,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,,,41M,80007
229,,,F,,9606.0,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,,,41M,80007
230,,,F,,9606.0,12989,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,,,41M,80007
231,,,F,,9606.0,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,,,41M,80007
232,,,F,,9606.0,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,,,41M,80007
233,,,B,,9606.0,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,,,,84
234,,,B,,9606.0,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,,,,68
235,,,B,,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,68
236,,,B,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,10201
237,,,B,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,10201
238,,,B,,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,10201
239,,,B,,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,12220
240,,,B,,562.0,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,,,,11303
241,,,B,,562.0,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,,,,11303
242,,,B,,562.0,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Escherichia coli,,,,11303
243,,,B,,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,12220
244,,,B,,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,12220
245,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,11303
246,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Sus scrofa,,,,11303
247,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,11303
248,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,,,,11303
249,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,11303
250,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,11303
251,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,,,,11303
252,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,11303
253,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Sus scrofa,,,,11303
254,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Sus scrofa,,,,11303
255,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,,,,11303
256,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,11303
257,,,B,,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,11303
258,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,,,,22226
259,,,B,,9823.0,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,Sus scrofa,,,,22226
260,,,B,,4932.0,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,Saccharomyces cerevisiae,,,,100249
261,,,B,,10116.0,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,,,,22226
262,,,B,,10116.0,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,,,,22226
263,,,B,,10116.0,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,Rattus norvegicus,,,,22226
264,,,F,,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,104698
265,,,F,,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,104698
266,,,F,2116.0,10141.0,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,Cavia porcellus,,Ileum,,20033
267,,,F,,,12211,Stimulatory activity of intragastric pressure was tested in the rat,,,,,,10623
268,,,B,,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,,121
269,,,F,,10116.0,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,Rattus norvegicus,,,,22226
270,,,F,,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,,12688
271,,,B,,9606.0,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,Homo sapiens,,,,121
272,,,B,,9606.0,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,Homo sapiens,,,,121
273,,,F,,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,,12198
274,,,B,,,11863,Inhibition constant of high-affinity 5-HT uptake,,,,,,12198
275,,,F,,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,,12198
276,,,F,,,11863,Maximum rate was determined for high affinity transport of 5-HT,,,,,,12198
277,,,F,,,4639,Compound was tested for agonistic activity against 5-HT uptake,,,,,,104714
278,,,B,,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,,10577
279,,,B,,9913.0,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,Bos taurus,,,,105
280,,,B,,10116.0,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,Rattus norvegicus,,,,104744
281,,,B,,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,,104744
282,Membranes,,B,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,,104744
283,Membranes,,B,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,,104744
284,,,B,,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,,104744
285,,,F,,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,,51
286,,,B,10000000.0,,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,,51
287,,,B,10000000.0,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,Hippocampus,,51
288,,,B,10000000.0,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,,51
289,,In vivo,F,,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,,,,10576
290,,,F,,10141.0,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,Cavia porcellus,,,,105570
291,,,B,,,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,279
292,,,B,,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,,107
293,,,F,,10116.0,15363,Efficacy against 5-hydroxytryptamine 2A receptor,,Rattus norvegicus,,,,12687
294,,,F,,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,,12687
295,,,F,,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,,12687
296,,,F,,,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,,12687
297,,,F,,,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,,,12687
298,,,F,,,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,,,12687
299,,,F,,,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,,12687
300,,,F,2116.0,10141.0,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,Cavia porcellus,,Ileum,,20033
301,,,F,2116.0,10141.0,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,Cavia porcellus,,Ileum,,20033
302,,,F,2116.0,10141.0,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,Cavia porcellus,,Ileum,,20033
303,,,B,,,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,,,10623
304,,,F,,10116.0,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,Rattus norvegicus,,,,10623
305,,,B,,,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,,,168
306,,,B,,9031.0,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,Gallus gallus,,,,22226
307,,,F,,9606.0,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,Homo sapiens,,,,22226
308,,,F,,9606.0,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,,Homo sapiens,,,,22226
309,,,B,,9606.0,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,,Homo sapiens,,,HL-60,80156
310,,,B,,9606.0,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,,Homo sapiens,,,,22226
311,,,B,,9606.0,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,,Homo sapiens,,,,22226
312,,,B,,9606.0,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,,Homo sapiens,,,Oocytes,104703
313,,,F,,,16575,Chymotryptic inhibitory activity against 26S proteasome,,,,,,100256
314,,,B,,,15407,Inhibitory activity against 26S proteasome degradation of IkB,,,,,,100256
315,,,F,,9606.0,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,,Homo sapiens,,,A2780,81034
316,,,F,,9606.0,10797,In vitro inhibition of 2780/S ovarian cancer cell line,,Homo sapiens,,,A2780,81034
317,,,F,,9606.0,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,,Homo sapiens,,,,22226
318,,,B,,,16037,Association constant for binding to AATT 28-mer AATT hairpin,,,,,,22222
319,,,B,,,16037,Kinetically Defined Association Constant for 28-mer AATT hairpin.,,,,,,22222
320,,,B,,,16037,Reaction Rate Parameter for 28-mer AATT hairpin,,,,,,22222
321,,,B,,,16037,Reaction Rate Parameter for 28-mer AATT hairpin,,,,,,22222
322,,,F,,9606.0,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),,Homo sapiens,,,,22226
323,,,F,,9606.0,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),,Homo sapiens,,,,22226
324,,,F,,9606.0,16524,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,,Homo sapiens,,,,22226
325,,,F,,10029.0,16758,Cytotoxicity against cell line 2SC/20 determined by MTT test,,Cricetulus griseus,,,,22226
326,,,F,,10029.0,16758,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,,Cricetulus griseus,,,,22226
327,,,F,,10029.0,16758,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,,Cricetulus griseus,,,,22226
328,,,B,,,14360,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,,,,,,241
329,,,B,,9606.0,14360,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,,Homo sapiens,,,,241
330,,,B,,10116.0,9964,Selectivity ratio of ID50 in liver and heart,,Rattus norvegicus,,,,22226
331,,,B,,,9964,"Selectivity, ratio of relative ID50 in liver and heart",,,,,,12132
332,,,B,,,9964,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,,,,,,12132
333,,,B,,,9964,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,,12132
334,,,B,,,9964,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,,12132
335,,In vivo,B,,,9964,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",,,,,,12132
