assays_ss_d,assays_ss_sbclllr_frctn,assays_ss_strn,assays_ss_tst_tp,assays_ss_tx_d,assays_tss_d,assays_src_ss_d,assays_vrnt_d,assays_td,assays_ss_ctgr,assays_src_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
297,,,,,,,,12687,,1,H,8,Expert,CHEMBL615734,,BAO_0000019
298,,,,,,,,12687,,1,H,8,Autocuration,CHEMBL615735,,BAO_0000019
299,,,,,,,,12687,,1,H,8,Expert,CHEMBL615736,,BAO_0000019
300,,,,10141.0,2116.0,,,20033,,1,D,9,Intermediate,CHEMBL615737,,BAO_0000221
301,,,,10141.0,2116.0,,,20033,,1,D,9,Intermediate,CHEMBL615738,,BAO_0000221
302,,,,10141.0,2116.0,,,20033,,1,D,9,Intermediate,CHEMBL615739,,BAO_0000221
303,,,,,,,,10623,,1,H,8,Autocuration,CHEMBL615278,,BAO_0000357
304,,,,10116.0,,,,10623,,1,D,9,Expert,CHEMBL615279,,BAO_0000019
305,,,,,,,,168,,1,H,8,Expert,CHEMBL615280,,BAO_0000357
306,,,,9031.0,,,,22226,,1,U,0,Autocuration,CHEMBL615281,,BAO_0000019
307,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615282,,BAO_0000019
308,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615283,,BAO_0000019
309,,,,9606.0,,,,80156,,1,N,1,Autocuration,CHEMBL615284,649.0,BAO_0000219
310,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615285,,BAO_0000019
311,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615286,,BAO_0000019
312,,,,9606.0,,,,104703,,1,D,7,Autocuration,CHEMBL615287,,BAO_0000219
313,,,,,,,,100256,,1,S,2,Intermediate,CHEMBL615288,,BAO_0000220
314,,,,,,,,100256,,1,S,2,Intermediate,CHEMBL615289,,BAO_0000220
315,,,,9606.0,,,,81034,,1,N,1,Intermediate,CHEMBL615290,478.0,BAO_0000219
316,,,,9606.0,,,,81034,,1,N,1,Intermediate,CHEMBL884522,478.0,BAO_0000219
317,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615291,,BAO_0000019
318,,,,,,,,22222,,1,M,3,Intermediate,CHEMBL615292,,BAO_0000225
319,,,,,,,,22222,,1,M,3,Intermediate,CHEMBL615293,,BAO_0000225
320,,,,,,,,22222,,1,M,3,Intermediate,CHEMBL615294,,BAO_0000225
321,,,,,,,,22222,,1,M,3,Intermediate,CHEMBL615295,,BAO_0000225
322,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL825021,,BAO_0000019
323,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615296,,BAO_0000019
324,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615297,,BAO_0000019
325,,,,10029.0,,,,22226,,1,U,0,Autocuration,CHEMBL615298,,BAO_0000019
326,,,,10029.0,,,,22226,,1,U,0,Autocuration,CHEMBL615299,,BAO_0000019
327,,,,10029.0,,,,22226,,1,U,0,Autocuration,CHEMBL615300,,BAO_0000019
328,,,,,,,,241,,1,H,8,Autocuration,CHEMBL615301,,BAO_0000357
329,,,,9606.0,,,,241,,1,D,9,Expert,CHEMBL615302,,BAO_0000357
330,,,,10116.0,,,,22226,,1,U,0,Autocuration,CHEMBL615303,,BAO_0000019
331,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615304,,BAO_0000019
332,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615305,,BAO_0000019
333,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615306,,BAO_0000218
334,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615307,,BAO_0000218
335,,,In vivo,,,,,12132,,1,H,8,Autocuration,CHEMBL615308,,BAO_0000218
336,,,In vivo,,,,,12132,,1,H,8,Autocuration,CHEMBL615309,,BAO_0000218
337,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615310,,BAO_0000019
338,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615311,,BAO_0000019
339,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615312,,BAO_0000019
340,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615313,,BAO_0000019
341,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615314,,BAO_0000019
342,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615315,,BAO_0000019
343,,,,10116.0,,,,22226,,1,U,0,Autocuration,CHEMBL615316,,BAO_0000218
344,,,In vivo,,,,,12132,,1,H,8,Autocuration,CHEMBL615317,,BAO_0000218
345,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615318,,BAO_0000218
346,,,,10116.0,,,,22226,,1,U,0,Autocuration,CHEMBL615319,,BAO_0000218
347,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615320,,BAO_0000019
348,,,,,,,,12132,,1,H,8,Autocuration,CHEMBL615321,,BAO_0000019
349,,,,10116.0,,,,22226,,1,U,0,Autocuration,CHEMBL615322,,BAO_0000019
350,,,,562.0,,,,19690,,1,H,8,Autocuration,CHEMBL615323,,BAO_0000357
351,,,,562.0,,,,19690,,1,H,8,Autocuration,CHEMBL615407,,BAO_0000357
352,,,,562.0,,,,19690,,1,H,8,Autocuration,CHEMBL857267,,BAO_0000357
353,,,,562.0,,,,19690,,1,H,8,Autocuration,CHEMBL615408,,BAO_0000357
354,,,,,,,,19690,,1,H,8,Autocuration,CHEMBL615409,,BAO_0000357
355,,,,,,,,19690,,1,H,8,Autocuration,CHEMBL615410,,BAO_0000357
356,,,,,,,,19690,,1,H,8,Autocuration,CHEMBL615411,,BAO_0000357
357,,,,,,,,19690,,1,H,8,Autocuration,CHEMBL615412,,BAO_0000357
358,,,,,,,,19690,,1,H,8,Autocuration,CHEMBL615413,,BAO_0000357
359,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615414,,BAO_0000019
360,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615415,,BAO_0000251
361,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615416,,BAO_0000251
362,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615417,,BAO_0000251
363,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615418,,BAO_0000251
364,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615419,,BAO_0000251
365,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615420,,BAO_0000251
366,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615421,,BAO_0000251
367,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615422,,BAO_0000251
368,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615423,,BAO_0000251
369,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL872868,,BAO_0000251
370,Microsomes,,,10116.0,2107.0,,,12236,,1,D,9,Autocuration,CHEMBL615424,,BAO_0000251
371,,,,,,,,104832,,1,H,4,Autocuration,CHEMBL825022,,BAO_0000224
372,,,,,,,,104832,,1,H,4,Autocuration,CHEMBL615425,,BAO_0000224
373,,,,,,,,104832,,1,H,4,Autocuration,CHEMBL615426,,BAO_0000224
374,,,,9606.0,,,,10612,,1,D,9,Expert,CHEMBL615427,,BAO_0000357
375,,,,9606.0,,,,80616,,1,N,1,Intermediate,CHEMBL615428,844.0,BAO_0000219
376,,,,9606.0,,,,80616,,1,N,1,Intermediate,CHEMBL615429,844.0,BAO_0000219
377,,,,10090.0,,,,80617,,1,N,1,Intermediate,CHEMBL615430,700.0,BAO_0000219
378,,,,9606.0,,,,22226,,1,U,0,Intermediate,CHEMBL615431,,BAO_0000019
379,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615432,798.0,BAO_0000218
380,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615433,798.0,BAO_0000218
381,,,,12131.0,,,,12464,,1,D,9,Expert,CHEMBL615434,,BAO_0000019
382,,,,169066.0,,,,50085,,1,N,1,Intermediate,CHEMBL615435,,BAO_0000218
383,,,,169066.0,,,,50679,,1,N,1,Intermediate,CHEMBL615436,,BAO_0000218
384,,,,169066.0,,,,50679,,1,N,1,Intermediate,CHEMBL615437,,BAO_0000218
385,,,,12131.0,,,,12464,,1,D,9,Expert,CHEMBL615438,,BAO_0000019
386,,,,12131.0,,,,12464,,1,D,9,Expert,CHEMBL615439,,BAO_0000019
387,,,,12131.0,,,,12464,,1,D,9,Expert,CHEMBL615440,,BAO_0000019
388,,,,12131.0,,,,12464,,1,D,9,Expert,CHEMBL615441,,BAO_0000019
389,,,,12059.0,,,,50665,,1,N,1,Intermediate,CHEMBL615641,,BAO_0000218
390,,,,12059.0,,,,50665,,1,N,1,Intermediate,CHEMBL872065,,BAO_0000218
391,,,,12059.0,,,,50665,,1,N,1,Intermediate,CHEMBL825023,,BAO_0000218
392,,,,12059.0,,,,50665,,1,N,1,Intermediate,CHEMBL615642,,BAO_0000218
393,,,,147712.0,,,,12464,,1,H,8,Expert,CHEMBL615643,,BAO_0000357
394,,,,9606.0,,,,22226,,1,U,0,Autocuration,CHEMBL615644,,BAO_0000019
395,,,,10090.0,,,,80619,,1,N,1,Intermediate,CHEMBL615645,833.0,BAO_0000218
396,,,,10090.0,,,,80619,,1,N,1,Intermediate,CHEMBL615646,833.0,BAO_0000218
397,,,,10090.0,,,,80619,,1,N,1,Intermediate,CHEMBL615647,833.0,BAO_0000218
398,,,,10090.0,,,,80619,,1,N,1,Intermediate,CHEMBL615648,833.0,BAO_0000218
399,,,,10090.0,,,,80619,,1,N,1,Intermediate,CHEMBL615649,833.0,BAO_0000218
400,,,,10090.0,,,,80619,,1,N,1,Intermediate,CHEMBL615650,833.0,BAO_0000218
401,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615651,847.0,BAO_0000218
402,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615652,847.0,BAO_0000218
403,,,,10090.0,,,,80620,,1,N,1,Expert,CHEMBL615653,847.0,BAO_0000218
404,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615654,847.0,BAO_0000219
405,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615655,847.0,BAO_0000219
406,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL825024,847.0,BAO_0000219
407,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615656,847.0,BAO_0000219
408,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615657,847.0,BAO_0000219
409,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615658,847.0,BAO_0000219
410,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615659,847.0,BAO_0000219
411,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615660,847.0,BAO_0000219
412,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615661,847.0,BAO_0000219
413,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615662,847.0,BAO_0000219
414,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615663,847.0,BAO_0000219
415,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615664,847.0,BAO_0000219
416,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615665,847.0,BAO_0000219
417,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615666,847.0,BAO_0000219
418,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615667,847.0,BAO_0000219
419,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615668,847.0,BAO_0000219
420,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615669,847.0,BAO_0000219
421,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615670,847.0,BAO_0000219
422,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL836739,847.0,BAO_0000219
423,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615671,847.0,BAO_0000219
424,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615672,847.0,BAO_0000219
425,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615791,847.0,BAO_0000219
426,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615792,847.0,BAO_0000219
427,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615793,847.0,BAO_0000219
428,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615794,847.0,BAO_0000219
429,,,,10090.0,,,,80620,,1,N,1,Intermediate,CHEMBL615795,847.0,BAO_0000219
430,,,,9606.0,,,,80621,,1,N,1,Intermediate,CHEMBL615590,971.0,BAO_0000219
431,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615591,,BAO_0000218
432,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615592,,BAO_0000218
433,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615593,,BAO_0000218
434,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615594,,BAO_0000218
435,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615595,723.0,BAO_0000219
436,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615596,723.0,BAO_0000219
437,,,,,,,,11169,,1,H,8,Expert,CHEMBL615597,723.0,BAO_0000219
438,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615598,723.0,BAO_0000219
439,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615599,723.0,BAO_0000219
440,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615600,723.0,BAO_0000219
441,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615601,723.0,BAO_0000219
442,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615602,723.0,BAO_0000219
443,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615603,723.0,BAO_0000219
444,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615604,723.0,BAO_0000219
445,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615605,723.0,BAO_0000219
446,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615606,723.0,BAO_0000219
447,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL884526,723.0,BAO_0000219
448,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615607,723.0,BAO_0000219
449,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615608,723.0,BAO_0000219
450,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615609,723.0,BAO_0000219
451,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615682,723.0,BAO_0000219
452,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615683,723.0,BAO_0000219
453,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615684,723.0,BAO_0000218
454,,,,10090.0,,,,104860,,1,D,7,Autocuration,CHEMBL615685,,BAO_0000219
455,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615686,723.0,BAO_0000219
456,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615687,723.0,BAO_0000219
457,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL884523,723.0,BAO_0000219
458,,,,,,,,11169,,1,H,8,Expert,CHEMBL615688,,BAO_0000019
459,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615689,723.0,BAO_0000219
460,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615690,723.0,BAO_0000219
461,,,,,,,,11169,,1,H,8,Expert,CHEMBL615691,,BAO_0000019
462,,,,,,,,11169,,1,H,8,Expert,CHEMBL615692,,BAO_0000019
463,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615693,723.0,BAO_0000219
464,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615324,723.0,BAO_0000219
465,,,,9606.0,,,,9,,1,D,9,Expert,CHEMBL615325,723.0,BAO_0000219
466,,,,9606.0,,,,9,,1,D,9,Expert,CHEMBL615490,723.0,BAO_0000219
467,,,,9606.0,,,,188,,1,D,9,Expert,CHEMBL615491,723.0,BAO_0000219
468,,,,9606.0,,,,188,,1,D,9,Expert,CHEMBL615492,723.0,BAO_0000219
469,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615493,723.0,BAO_0000219
470,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615494,723.0,BAO_0000219
471,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615495,723.0,BAO_0000219
472,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615496,723.0,BAO_0000219
473,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615497,723.0,BAO_0000219
474,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615498,723.0,BAO_0000219
475,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615499,723.0,BAO_0000219
476,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL835522,723.0,BAO_0000219
477,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615500,723.0,BAO_0000219
478,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615501,723.0,BAO_0000219
479,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615502,723.0,BAO_0000219
480,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615503,723.0,BAO_0000219
481,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615504,723.0,BAO_0000219
482,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615505,723.0,BAO_0000219
483,,,,10090.0,,,,80951,,1,N,1,Expert,CHEMBL615506,723.0,BAO_0000219
484,,,,10090.0,,,,80951,,1,N,1,Intermediate,CHEMBL615507,723.0,BAO_0000219
485,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615508,620.0,BAO_0000218
486,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615509,620.0,BAO_0000219
487,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615510,620.0,BAO_0000219
488,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615511,620.0,BAO_0000219
489,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615512,620.0,BAO_0000219
490,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615513,620.0,BAO_0000218
491,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615514,620.0,BAO_0000218
492,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615515,620.0,BAO_0000219
493,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615516,620.0,BAO_0000219
494,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615517,620.0,BAO_0000219
495,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615518,620.0,BAO_0000219
496,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615519,620.0,BAO_0000219
497,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615520,620.0,BAO_0000218
498,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615521,620.0,BAO_0000218
499,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615522,620.0,BAO_0000218
500,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615523,620.0,BAO_0000218
501,,,,,,,,80006,,1,N,1,Expert,CHEMBL615524,620.0,BAO_0000218
502,,,,,,,,80006,,1,N,1,Expert,CHEMBL615525,620.0,BAO_0000218
503,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615526,620.0,BAO_0000218
504,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615527,620.0,BAO_0000218
505,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615528,620.0,BAO_0000218
506,,,,,,,,80006,,1,N,1,Expert,CHEMBL615529,620.0,BAO_0000218
507,,,,,,,,80006,,1,N,1,Expert,CHEMBL615530,620.0,BAO_0000218
508,,,,,,,,80006,,1,N,1,Expert,CHEMBL615531,620.0,BAO_0000218
509,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615532,620.0,BAO_0000219
510,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615533,620.0,BAO_0000219
511,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615534,620.0,BAO_0000219
512,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615535,620.0,BAO_0000218
513,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615536,620.0,BAO_0000218
514,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615537,620.0,BAO_0000218
515,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL615538,620.0,BAO_0000218
516,,,,,,,,80006,,1,N,1,Intermediate,CHEMBL836166,620.0,BAO_0000218
517,,,,,,,,11214,,1,H,8,Expert,CHEMBL615539,620.0,BAO_0000219
518,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615540,620.0,BAO_0000219
519,,,,,,,,11214,,1,H,8,Expert,CHEMBL615541,620.0,BAO_0000219
520,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615542,620.0,BAO_0000219
521,,,,10090.0,,,,80006,,1,N,1,Intermediate,CHEMBL615543,620.0,BAO_0000219
522,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615544,620.0,BAO_0000219
523,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615545,620.0,BAO_0000219
524,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615546,620.0,BAO_0000219
525,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615547,620.0,BAO_0000219
526,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615548,620.0,BAO_0000219
527,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615549,620.0,BAO_0000219
528,,,,10090.0,,,,80006,,1,N,1,Expert,CHEMBL615550,620.0,BAO_0000219
529,,,,10116.0,,,,80622,,1,N,1,Intermediate,CHEMBL615551,1118.0,BAO_0000219
530,,,,10116.0,,,,80622,,1,N,1,Expert,CHEMBL615552,1118.0,BAO_0000219
531,,,,10116.0,,,,80622,,1,N,1,Expert,CHEMBL615553,1118.0,BAO_0000219
532,,,,10116.0,,,,80622,,1,N,1,Expert,CHEMBL615554,1118.0,BAO_0000219
533,,,,10116.0,,,,80622,,1,N,1,Intermediate,CHEMBL615555,1118.0,BAO_0000219
534,,,,10116.0,,,,80622,,1,N,1,Expert,CHEMBL615556,1118.0,BAO_0000219
535,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615557,,BAO_0000019
536,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615558,,BAO_0000019
537,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL872066,,BAO_0000019
538,,,,9823.0,,,,11607,,1,D,9,Expert,CHEMBL615559,,BAO_0000019
539,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615560,,BAO_0000019
540,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615561,,BAO_0000019
541,,,,,,,,11607,,1,H,8,Expert,CHEMBL857062,,BAO_0000019
542,,,,,,,,11607,,1,H,8,Expert,CHEMBL615562,,BAO_0000019
543,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615563,,BAO_0000019
544,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615564,,BAO_0000357
545,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615565,,BAO_0000019
546,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615566,,BAO_0000019
547,,,,9823.0,,,,11607,,1,D,9,Expert,CHEMBL615567,,BAO_0000019
548,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615568,,BAO_0000019
549,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615569,,BAO_0000357
550,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615570,,BAO_0000019
551,,,,,,,,11607,,1,H,8,Autocuration,CHEMBL615571,,BAO_0000019
552,,,,,,,,104733,,1,H,4,Autocuration,CHEMBL615572,,BAO_0000224
553,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615573,,BAO_0000019
554,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615574,,BAO_0000019
555,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL615575,,BAO_0000019
556,,,,,,,,10619,,1,H,8,Autocuration,CHEMBL615576,,BAO_0000357
557,,,,,,,,10619,,1,H,8,Autocuration,CHEMBL615577,,BAO_0000357
558,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615578,,BAO_0000221
559,,,,,,,,51,,1,H,8,Expert,CHEMBL615579,,BAO_0000357
560,,,,,,,,51,,1,H,8,Expert,CHEMBL615580,,BAO_0000357
561,,,,,,,,51,,1,H,8,Expert,CHEMBL615581,,BAO_0000019
562,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615582,,BAO_0000221
563,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615583,,BAO_0000221
564,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615584,,BAO_0000221
565,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL833691,,BAO_0000221
566,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615585,,BAO_0000221
567,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615586,,BAO_0000221
568,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL884524,,BAO_0000221
569,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615587,,BAO_0000221
570,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615588,,BAO_0000221
571,Membranes,,,10116.0,,,,10576,,1,D,9,Expert,CHEMBL615589,,BAO_0000249
572,,,,9913.0,10000000.0,,,51,,1,H,8,Expert,CHEMBL615442,,BAO_0000221
573,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615443,,BAO_0000221
574,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615444,,BAO_0000221
575,,,,,10000000.0,,,51,,1,H,8,Expert,CHEMBL615445,,BAO_0000221
576,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615446,,BAO_0000221
577,,,,,,,,51,,1,H,8,Autocuration,CHEMBL615447,449.0,BAO_0000219
578,,,,,10000000.0,,,51,,1,H,8,Expert,CHEMBL615448,,BAO_0000221
579,,,,,10000000.0,,,51,,1,H,8,Expert,CHEMBL615449,,BAO_0000221
580,,,,,,,,51,,1,H,8,Autocuration,CHEMBL615450,449.0,BAO_0000219
581,,,,,10000000.0,,,51,,1,H,8,Expert,CHEMBL615451,,BAO_0000221
582,,,,,,,,51,,1,H,8,Autocuration,CHEMBL615452,,BAO_0000357
583,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615453,,BAO_0000221
584,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615454,,BAO_0000221
585,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615455,,BAO_0000221
586,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615456,,BAO_0000221
587,,,,,10000000.0,,,51,,1,H,8,Autocuration,CHEMBL615457,,BAO_0000221
588,,,,,10000000.0,,,51,,1,H,8,Expert,CHEMBL615458,,BAO_0000218
589,,,,,10000000.0,,,51,,1,H,8,Expert,CHEMBL615459,,BAO_0000221
590,,,,9606.0,,,,51,,1,D,9,Expert,CHEMBL615460,449.0,BAO_0000219
