miller2_fsclr,miller2_ctstlfrdvlpmnt(mrkr),miller2_cntnntd,miller2_brnchd,miller2_rgnstnsb-clss,miller2_rtcprcnt,miller2_brnchnm,miller2_rgnlprgrm(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_cfl(mrkr),miller2_rgnstntp,miller2_dsrtfctn(mrkr),miller2_prgrmmngprcss(nw),miller2_fstcprcnt,miller2_sctnnm,miller2_mntspnt,miller2_rgnstnd,miller2_knwldgfrdvlpmnt(mrkr),miller2_sctrnm,miller2_stts,miller2_dvsnnm,miller2_rgnstnnm,miller2_prtcptrdvlpmntndgdgvrnnc,miller2_clmtchngdpttn(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrprcnt
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,34200.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31120,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,17100.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31150,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,17100.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31161,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,17100.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31166,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,17100.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31182,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,17100.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31191,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,17100.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,CF,CF,Central Afr.Rep,0.0057,31193,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24000.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31110,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24000.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31120,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31150,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31161,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31166,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31182,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31191,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,DJ,DJ,Djibouti,0.004,31193,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,1332000.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31110,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,1332000.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31120,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,666000.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31150,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,666000.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31161,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,666000.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31166,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,666000.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31182,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,666000.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31191,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,666000.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,ET,ET,Ethiopia,0.222,31193,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,48600.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31110,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,48600.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31120,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31150,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31161,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31166,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31182,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31191,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GN,GN,Guinea,0.0081,31193,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24000.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31110,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24000.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31120,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31150,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31161,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31166,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31182,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31191,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,12000.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31193,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,48600.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31110,0.2
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,48600.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31120,0.2
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31150,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31161,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31166,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31182,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31191,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HN,HN,Honduras,0.0081,31193,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,72600.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31110,0.2
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,72600.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31120,0.2
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,36300.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31150,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,36300.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31161,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,36300.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31166,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,36300.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31182,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,36300.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31191,0.1
2009/2010,0,1,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,36300.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,0.0121,31193,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,266400.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31110,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,266400.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31120,0.2
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,133200.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31150,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,133200.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31161,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,133200.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31166,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,133200.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31182,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,133200.0,1001306,0,Agricultural services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31191,0.1
2009/2010,0,2,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,133200.0,1001306,0,Agricultural financial services,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Africa,KE,KE,Kenya,0.0444,31193,0.1
2009/2010,0,3,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,48600.0,1001306,0,Agricultural policy and administrative management,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31110,0.2
2009/2010,0,3,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,48600.0,1001306,0,Agricultural development,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31120,0.2
2009/2010,0,3,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural inputs,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31150,0.1
2009/2010,0,3,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Food crop production,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31161,0.1
2009/2010,0,3,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural extension,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31166,0.1
2009/2010,0,3,B5100,IFI,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.1,*Bretton Woods Inst Fin Prog,24300.0,1001306,0,Agricultural research,Operational,MED Economic Development,World Bank,0,0,0,0,0,0,1,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31182,0.1
