assays_assay_id,assays_tid,assays_assay_test_type,assays_bao_format,assays_cell_id,assays_assay_cell_type,assays_description,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_curated_by,assays_assay_type,assays_assay_tax_id,assays_chembl_id,assays_variant_id,assays_tissue_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_confidence_score,assays_src_id
153,22226,,BAO_0000219,635.0,CCRF-CEM,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,,U,Autocuration,F,9606.0,CHEMBL615678,,,,,0,1
154,22226,,BAO_0000219,635.0,CCRF-CEM,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,,U,Autocuration,F,9606.0,CHEMBL615679,,,,,0,1
155,22226,,BAO_0000019,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,,U,Autocuration,F,9606.0,CHEMBL615680,,,,,0,1
156,22226,,BAO_0000019,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,,U,Autocuration,F,9606.0,CHEMBL615681,,,,,0,1
157,104290,,BAO_0000249,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,H,Autocuration,B,,CHEMBL857972,,,,,6,1
158,50264,,BAO_0000218,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,N,Intermediate,F,1314.0,CHEMBL857899,,,,,1,1
159,50527,,BAO_0000218,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,N,Intermediate,F,10335.0,CHEMBL615371,,,,,1,1
160,50527,,BAO_0000218,468.0,HEL,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,,N,Expert,F,10335.0,CHEMBL615372,,,,,1,1
161,50527,,BAO_0000218,,,Antiviral activity against 07/1 strain of VZV; ND: No data,,,N,Intermediate,F,10335.0,CHEMBL615373,,,,,1,1
162,50527,,BAO_0000218,,,Antiviral activity against 07/1 strain of VZV; ND=No data,,,N,Intermediate,F,10335.0,CHEMBL615374,,,,,1,1
163,50145,,BAO_0000218,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,N,Intermediate,F,561.0,CHEMBL615375,,,,,1,1
164,22226,,BAO_0000019,,,Ratio of Ki at A2 to Ki at A1 receptors,,,U,Autocuration,B,,CHEMBL615376,,,,,0,1
165,11143,,BAO_0000249,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,H,Expert,B,5476.0,CHEMBL615377,,,,,8,1
166,18077,,BAO_0000357,,,"Inhibition of 1,3-beta-glucan synthase",,,H,Expert,B,284593.0,CHEMBL615378,,,,,8,1
167,80609,,BAO_0000219,832.0,1-87 tumor cell line,Inhibition of growth of 1-87 human tumor cell line,,,N,Intermediate,F,9606.0,CHEMBL615379,,,,,1,1
168,12166,,BAO_0000219,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,D,Expert,B,10116.0,CHEMBL615380,,,,,9,1
169,100171,,BAO_0000357,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,D,Autocuration,B,3847.0,CHEMBL615381,,,,,9,1
170,100171,,BAO_0000357,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,D,Autocuration,B,3847.0,CHEMBL615382,,,,,9,1
171,100171,,BAO_0000357,,,% inhibition against soybean 1-lipoxygenase (SLO),,,D,Autocuration,B,3847.0,CHEMBL615383,,,,,9,1
172,100171,,BAO_0000357,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,D,Autocuration,B,3847.0,CHEMBL615384,,,,,9,1
173,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,D,Autocuration,B,3847.0,CHEMBL615385,,,,,9,1
174,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,D,Autocuration,B,3847.0,CHEMBL615386,,,,,9,1
175,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,D,Autocuration,B,3847.0,CHEMBL615387,,,,,9,1
176,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,D,Autocuration,B,3847.0,CHEMBL615388,,,,,9,1
177,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,D,Autocuration,B,3847.0,CHEMBL615214,,,,,9,1
178,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,D,Autocuration,B,3847.0,CHEMBL827087,,,,,9,1
179,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,D,Autocuration,B,3847.0,CHEMBL615215,,,,,9,1
180,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,D,Autocuration,B,3847.0,CHEMBL615216,,,,,9,1
181,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,D,Autocuration,B,3847.0,CHEMBL615217,,,,,9,1
182,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,D,Autocuration,B,3847.0,CHEMBL615218,,,,,9,1
183,100171,,BAO_0000357,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,D,Autocuration,B,3847.0,CHEMBL615219,,,,,9,1
184,22226,,BAO_0000019,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,U,Autocuration,B,10090.0,CHEMBL615220,,,,,0,1
185,80049,,BAO_0000219,294.0,C3H 10T1/2,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,N,Intermediate,F,10090.0,CHEMBL615221,,,,,1,1
186,22226,,BAO_0000019,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,U,Intermediate,F,,CHEMBL615222,,,,,0,1
187,11489,,BAO_0000357,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,H,Autocuration,B,,CHEMBL615223,,,,,8,1
188,11862,,BAO_0000357,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,H,Autocuration,B,,CHEMBL615224,,,,,8,1
189,11862,,BAO_0000357,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,H,Autocuration,B,,CHEMBL615225,,,,,8,1
190,11489,,BAO_0000357,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,H,Autocuration,B,,CHEMBL615226,,,,,8,1
191,11862,,BAO_0000357,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,H,Autocuration,B,,CHEMBL615227,,,,,8,1
192,12347,,BAO_0000019,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,D,Expert,F,9913.0,CHEMBL615228,,,,,9,1
193,100120,,BAO_0000357,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,D,Expert,B,10116.0,CHEMBL615229,,,,,9,1
194,100120,,BAO_0000357,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,D,Expert,B,10116.0,CHEMBL615230,,2369.0,Adrenal gland,,9,1
195,100120,,BAO_0000357,,,Inhibition of rat adrenal 11-beta-hydroxylase,,,D,Expert,B,10116.0,CHEMBL615231,,,,,9,1
196,100120,,BAO_0000357,,,Inhibition of rat adrenal 11-beta-hydroxylase,,,D,Expert,B,10116.0,CHEMBL884520,,,,,9,1
197,100120,,BAO_0000357,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,D,Expert,B,10116.0,CHEMBL615232,,,,,9,1
198,10328,,BAO_0000019,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,H,Autocuration,B,,CHEMBL615233,,,,,8,1
199,11490,,BAO_0000357,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,H,Autocuration,B,,CHEMBL827088,,,,,8,1
200,11490,,BAO_0000357,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,H,Autocuration,B,,CHEMBL615234,,,,,8,1
201,11134,,BAO_0000019,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,H,Autocuration,F,,CHEMBL615235,,,,,8,1
202,12052,,BAO_0000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,H,Autocuration,B,,CHEMBL615236,,,,,8,1
203,11134,,BAO_0000019,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,H,Autocuration,B,,CHEMBL615237,,,,,8,1
204,11134,,BAO_0000019,,,Inhibitory concentration against human platelet 12-lipoxygenase,,,H,Autocuration,F,,CHEMBL615238,,,,,8,1
205,11134,,BAO_0000019,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,H,Autocuration,B,,CHEMBL615239,,,,,8,1
206,11134,,BAO_0000019,,,Inhibitory concentration against human platelet 12-lipoxygenase,,,D,Autocuration,F,9606.0,CHEMBL615240,,,,,9,1
207,11835,,BAO_0000019,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,H,Expert,B,,CHEMBL615241,,,,,8,1
208,11601,,BAO_0000357,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,H,Expert,B,,CHEMBL615242,,,,,8,1
209,11134,,BAO_0000019,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,H,Autocuration,B,,CHEMBL615243,,,,,8,1
210,11134,,BAO_0000019,,,Inhibitory activity against human platelet 12-lipoxygenase,,,H,Autocuration,B,,CHEMBL615244,,,,,8,1
211,11134,,BAO_0000019,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,H,Autocuration,B,,CHEMBL615245,,,,,8,1
212,11134,,BAO_0000019,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,H,Autocuration,B,,CHEMBL615246,,,,,8,1
213,11134,,BAO_0000019,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,H,Autocuration,B,,CHEMBL615247,,,,,8,1
214,11134,,BAO_0000019,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,H,Autocuration,B,,CHEMBL615248,,,,,8,1
215,11601,,BAO_0000357,,,Inhibitory activity towards porcine 12-lipoxygenase,,,H,Autocuration,B,,CHEMBL615249,,,,,8,1
216,11601,,BAO_0000357,,,Tested for inhibition against porcine 12-LO,,,H,Autocuration,B,,CHEMBL615250,,,,,8,1
217,12052,,BAO_0000019,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,H,Autocuration,B,,CHEMBL615251,,,,,8,1
218,12052,,BAO_0000019,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,H,Autocuration,B,,CHEMBL615252,,,,,8,1
219,12052,,BAO_0000019,,,In vitro inhibition of rat platelet 12-lipoxygenase,,,H,Expert,B,,CHEMBL828340,,,,,8,1
220,12052,,BAO_0000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,H,Autocuration,B,,CHEMBL615253,,,,,8,1
221,12052,,BAO_0000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,H,Autocuration,B,,CHEMBL615254,,,,,8,1
222,12052,,BAO_0000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,H,Autocuration,B,,CHEMBL615255,,,,,8,1
223,12052,,BAO_0000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,H,Autocuration,B,,CHEMBL615256,,,,,8,1
224,12052,,BAO_0000019,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,H,Autocuration,B,,CHEMBL615257,,,,,8,1
225,12052,,BAO_0000019,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,H,Autocuration,B,,CHEMBL615258,,,,,8,1
226,80007,,BAO_0000219,621.0,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,N,Intermediate,F,9606.0,CHEMBL615259,,,,,1,1
227,80007,,BAO_0000219,621.0,41M,In vitro antitumor activity against 41M cell line.,,,N,Expert,F,9606.0,CHEMBL615260,,,,,1,1
228,80007,,BAO_0000219,621.0,41M,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,N,Intermediate,F,9606.0,CHEMBL615261,,,,,1,1
229,80007,,BAO_0000219,621.0,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,N,Intermediate,F,9606.0,CHEMBL615262,,,,,1,1
230,80007,,BAO_0000219,621.0,41M,In vitro antitumor activity against 41McisR cell line.,,,N,Expert,F,9606.0,CHEMBL615263,,,,,1,1
231,80007,,BAO_0000219,621.0,41M,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,N,Expert,F,9606.0,CHEMBL838393,,,,,1,1
232,80007,,BAO_0000219,621.0,41M,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,N,Intermediate,F,9606.0,CHEMBL615264,,,,,1,1
233,84,,BAO_0000357,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,D,Expert,B,9606.0,CHEMBL615265,,,,,9,1
234,68,,BAO_0000357,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,D,Expert,B,9606.0,CHEMBL615266,,,,,9,1
235,68,,BAO_0000357,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,H,Expert,B,,CHEMBL615267,,,,,8,1
236,10201,,BAO_0000357,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,H,Expert,B,,CHEMBL615268,,,,,8,1
237,10201,,BAO_0000357,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,H,Expert,B,,CHEMBL615269,,,,,8,1
238,10201,,BAO_0000357,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,H,Expert,B,,CHEMBL615270,,,,,8,1
239,12220,,BAO_0000357,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,H,Autocuration,B,,CHEMBL615271,,,,,8,1
240,11303,,BAO_0000357,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,H,Autocuration,B,562.0,CHEMBL615272,,,,,8,1
241,11303,,BAO_0000357,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,H,Autocuration,B,562.0,CHEMBL615103,,,,,8,1
242,11303,,BAO_0000357,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,H,Autocuration,B,562.0,CHEMBL615104,,,,,8,1
243,12220,,BAO_0000357,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,H,Autocuration,B,,CHEMBL615105,,,,,8,1
244,12220,,BAO_0000357,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,H,Autocuration,B,,CHEMBL872866,,,,,8,1
245,11303,,BAO_0000357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615106,,,,,8,1
246,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,H,Autocuration,B,9823.0,CHEMBL615107,,,,,8,1
247,11303,,BAO_0000357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615108,,,,,8,1
248,11303,,BAO_0000357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615109,,,,,8,1
249,11303,,BAO_0000357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615110,,,,,8,1
250,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL840105,,,,,8,1
251,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615111,,,,,8,1
252,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615112,,,,,8,1
253,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615113,,,,,8,1
254,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,H,Autocuration,B,9823.0,CHEMBL615114,,,,,8,1
255,11303,,BAO_0000357,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615115,,,,,8,1
256,11303,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,H,Autocuration,B,9823.0,CHEMBL615116,,,,,8,1
257,11303,,BAO_0000357,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,H,Autocuration,B,,CHEMBL615698,,,,,8,1
258,22226,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,U,Autocuration,B,9823.0,CHEMBL615699,,,,,0,1
259,22226,,BAO_0000019,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,U,Autocuration,B,9823.0,CHEMBL615700,,,,,0,1
260,100249,,BAO_0000357,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,H,Expert,B,4932.0,CHEMBL615701,,,,,8,1
261,22226,,BAO_0000019,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,U,Autocuration,B,10116.0,CHEMBL615702,,,,,0,1
262,22226,,BAO_0000019,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,U,Autocuration,B,10116.0,CHEMBL615703,,,,,0,1
263,22226,,BAO_0000019,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,U,Autocuration,B,10116.0,CHEMBL615704,,,,,0,1
264,104698,,BAO_0000019,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,H,Autocuration,F,,CHEMBL615705,,,,,6,1
265,104698,,BAO_0000019,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,H,Autocuration,F,,CHEMBL615706,,,,,6,1
266,20033,,BAO_0000221,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,D,Intermediate,F,10141.0,CHEMBL615707,,2116.0,Ileum,,9,1
267,10623,,BAO_0000019,,,Stimulatory activity of intragastric pressure was tested in the rat,,,H,Expert,F,,CHEMBL615708,,,,,8,1
268,121,,BAO_0000357,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,H,Autocuration,B,,CHEMBL615709,,,,,8,1
