assay_id,assay_subcellular_fraction,assay_strain,assay_test_type,assay_tax_id,tissue_id,src_assay_id,variant_id,tid,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_tissue,assay_cell_type
191,,,,,,,,11862,,1,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,
192,,,,9913.0,,,,12347,,1,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,Bos taurus,,
193,,,,10116.0,,,,100120,,1,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,Rattus norvegicus,,
194,,,,10116.0,2369.0,,,100120,,1,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,Rattus norvegicus,Adrenal gland,
195,,,,10116.0,,,,100120,,1,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,Rattus norvegicus,,
196,,,,10116.0,,,,100120,,1,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,Rattus norvegicus,,
197,,,,10116.0,,,,100120,,1,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,Rattus norvegicus,,
198,,,,,,,,10328,,1,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,
199,,,,,,,,11490,,1,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,
200,,,,,,,,11490,,1,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,
201,,,,,,,,11134,,1,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,
202,,,,,,,,12052,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
203,,,,,,,,11134,,1,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,
204,,,,,,,,11134,,1,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,
205,,,,,,,,11134,,1,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,
206,,,,9606.0,,,,11134,,1,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,Homo sapiens,,
207,,,,,,,,11835,,1,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,
208,,,,,,,,11601,,1,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,
209,,,,,,,,11134,,1,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,
210,,,,,,,,11134,,1,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,
211,,,,,,,,11134,,1,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,
212,,,,,,,,11134,,1,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,
213,,,,,,,,11134,,1,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,
214,,,,,,,,11134,,1,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,
215,,,,,,,,11601,,1,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,
216,,,,,,,,11601,,1,11966,Tested for inhibition against porcine 12-LO,B,,,
217,,,,,,,,12052,,1,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,
218,,,,,,,,12052,,1,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,
219,,,,,,,,12052,,1,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,
220,,,,,,,,12052,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
221,,,,,,,,12052,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,
222,,,,,,,,12052,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,
223,,,,,,,,12052,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
224,,,,,,,,12052,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,
225,,,,,,,,12052,,1,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,
226,,,,9606.0,,,,80007,,1,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,Homo sapiens,,41M
227,,,,9606.0,,,,80007,,1,12989,In vitro antitumor activity against 41M cell line.,F,Homo sapiens,,41M
228,,,,9606.0,,,,80007,,1,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,Homo sapiens,,41M
229,,,,9606.0,,,,80007,,1,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,Homo sapiens,,41M
230,,,,9606.0,,,,80007,,1,12989,In vitro antitumor activity against 41McisR cell line.,F,Homo sapiens,,41M
231,,,,9606.0,,,,80007,,1,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,Homo sapiens,,41M
232,,,,9606.0,,,,80007,,1,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,Homo sapiens,,41M
233,,,,9606.0,,,,84,,1,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,Homo sapiens,,
234,,,,9606.0,,,,68,,1,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,Homo sapiens,,
235,,,,,,,,68,,1,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,
236,,,,,,,,10201,,1,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,
237,,,,,,,,10201,,1,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,
238,,,,,,,,10201,,1,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,
239,,,,,,,,12220,,1,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,
240,,,,562.0,,,,11303,,1,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,Escherichia coli,,
241,,,,562.0,,,,11303,,1,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,Escherichia coli,,
242,,,,562.0,,,,11303,,1,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,Escherichia coli,,
243,,,,,,,,12220,,1,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,
244,,,,,,,,12220,,1,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,
245,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
246,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,Sus scrofa,,
247,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
248,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,Sus scrofa,,
249,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
250,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
251,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,Sus scrofa,,
252,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
253,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,Sus scrofa,,
254,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,Sus scrofa,,
255,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
256,,,,9823.0,,,,11303,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
257,,,,,,,,11303,,1,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,
258,,,,9823.0,,,,22226,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
259,,,,9823.0,,,,22226,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,Sus scrofa,,
260,,,,4932.0,,,,100249,,1,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,Saccharomyces cerevisiae,,
261,,,,10116.0,,,,22226,,1,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,Rattus norvegicus,,
262,,,,10116.0,,,,22226,,1,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,Rattus norvegicus,,
263,,,,10116.0,,,,22226,,1,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,Rattus norvegicus,,
264,,,,,,,,104698,,1,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,
265,,,,,,,,104698,,1,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,
266,,,,10141.0,2116.0,,,20033,,1,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,Cavia porcellus,Ileum,
267,,,,,,,,10623,,1,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,
268,,,,,,,,121,,1,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,
269,,,,10116.0,,,,22226,,1,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,Rattus norvegicus,,
270,,,,,,,,12688,,1,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,
271,,,,9606.0,,,,121,,1,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,Homo sapiens,,
272,,,,9606.0,,,,121,,1,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,Homo sapiens,,
273,,,,,,,,12198,,1,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,
274,,,,,,,,12198,,1,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,
275,,,,,,,,12198,,1,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,
276,,,,,,,,12198,,1,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,
277,,,,,,,,104714,,1,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,
278,,,,,,,,10577,,1,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,
279,,,,9913.0,,,,105,,1,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,Bos taurus,,
280,,,,10116.0,,,,104744,,1,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,Rattus norvegicus,,
281,,,,,,,,104744,,1,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,
282,Membranes,,,,,,,104744,,1,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,
283,Membranes,,,,,,,104744,,1,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,
284,,,,,,,,104744,,1,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,
285,,,,,,,,51,,1,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,
286,,,,,10000000.0,,,51,,1,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,Hippocampus,
287,,,,,10000000.0,,,51,,1,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,Hippocampus,
288,,,,,10000000.0,,,51,,1,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,Hippocampus,
289,,,In vivo,,,,,10576,,1,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,,,
290,,,,10141.0,,,,105570,,1,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,Cavia porcellus,,
291,,,,,,,,279,,1,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,CHO
292,,,,,,,,107,,1,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,
293,,,,10116.0,,,,12687,,1,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,Rattus norvegicus,,
294,,,,,,,,12687,,1,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,
295,,,,,,,,12687,,1,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,
296,,,,,,,,12687,,1,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,
297,,,,,,,,12687,,1,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,
298,,,,,,,,12687,,1,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,
299,,,,,,,,12687,,1,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,
300,,,,10141.0,2116.0,,,20033,,1,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,Cavia porcellus,Ileum,
301,,,,10141.0,2116.0,,,20033,,1,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,Cavia porcellus,Ileum,
302,,,,10141.0,2116.0,,,20033,,1,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,Cavia porcellus,Ileum,
303,,,,,,,,10623,,1,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,
304,,,,10116.0,,,,10623,,1,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,Rattus norvegicus,,
305,,,,,,,,168,,1,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,
306,,,,9031.0,,,,22226,,1,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,Gallus gallus,,
307,,,,9606.0,,,,22226,,1,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,Homo sapiens,,
308,,,,9606.0,,,,22226,,1,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,Homo sapiens,,
309,,,,9606.0,,,,80156,,1,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,Homo sapiens,,HL-60
310,,,,9606.0,,,,22226,,1,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,Homo sapiens,,
311,,,,9606.0,,,,22226,,1,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,B,Homo sapiens,,
312,,,,9606.0,,,,104703,,1,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,B,Homo sapiens,,Oocytes
313,,,,,,,,100256,,1,16575,Chymotryptic inhibitory activity against 26S proteasome,F,,,
314,,,,,,,,100256,,1,15407,Inhibitory activity against 26S proteasome degradation of IkB,B,,,
315,,,,9606.0,,,,81034,,1,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,F,Homo sapiens,,A2780
316,,,,9606.0,,,,81034,,1,10797,In vitro inhibition of 2780/S ovarian cancer cell line,F,Homo sapiens,,A2780
317,,,,9606.0,,,,22226,,1,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,F,Homo sapiens,,
318,,,,,,,,22222,,1,16037,Association constant for binding to AATT 28-mer AATT hairpin,B,,,
319,,,,,,,,22222,,1,16037,Kinetically Defined Association Constant for 28-mer AATT hairpin.,B,,,
320,,,,,,,,22222,,1,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,
321,,,,,,,,22222,,1,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,
322,,,,9606.0,,,,22226,,1,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),F,Homo sapiens,,
323,,,,9606.0,,,,22226,,1,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),F,Homo sapiens,,
324,,,,9606.0,,,,22226,,1,16524,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,F,Homo sapiens,,
325,,,,10029.0,,,,22226,,1,16758,Cytotoxicity against cell line 2SC/20 determined by MTT test,F,Cricetulus griseus,,
