miller2_fsclr,miller2_chldrnsss(mrkr),miller2_rgnstnd,miller2_rtcprcnt,miller2_sctrprcnt,miller2_rgnstnnm,miller2_nvrmntlsstnblt(mrkr),miller2_cntnntd,miller2_fstcprcnt,miller2_prjctnmbr,miller2_rbnsss(mrkr),miller2_pbtp,miller2_cntrrgnd,miller2_cntnntnm,miller2_brnchd,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_clmtchngdpttn(mrkr),miller2_prjctbrwsrcntrd,miller2_sctrnm,miller2_trddvlpmnt(mrkr),miller2_fndcntrd,miller2_prgrmmngprcss(nw),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_clmtchngmtgtn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_bdvrst(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,DJ,Africa,B5100,30000000.0,0,DJ,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Djibouti,0.004,31161,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,DJ,Africa,B5100,30000000.0,0,DJ,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Djibouti,0.004,31166,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,DJ,Africa,B5100,30000000.0,0,DJ,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Djibouti,0.004,31182,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,DJ,Africa,B5100,30000000.0,0,DJ,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Djibouti,0.004,31191,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,DJ,Africa,B5100,30000000.0,0,DJ,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Djibouti,0.004,31193,12000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31110,1332000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31120,1332000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31150,666000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31161,666000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31166,666000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31182,666000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31191,666000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,ET,Africa,B5100,30000000.0,0,ET,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Ethiopia,0.222,31193,666000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31110,48600.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31120,48600.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31150,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31161,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31166,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31182,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31191,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GN,Africa,B5100,30000000.0,0,GN,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea,0.0081,31193,24300.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31110,24000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31120,24000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31150,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31161,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31166,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31182,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31191,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,GW,Africa,B5100,30000000.0,0,GW,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Guinea-Bissau,0.004,31193,12000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31110,48600.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31120,48600.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31150,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31161,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31166,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31182,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31191,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HN,America,B5100,30000000.0,0,HN,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Honduras,0.0081,31193,24300.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31110,72600.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31120,72600.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31150,36300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31161,36300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31166,36300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31182,36300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31191,36300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,1,0.1,M013185001,0,Not PBA,HT,America,B5100,30000000.0,0,HT,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Haiti,0.0121,31193,36300.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31110,266400.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31120,266400.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31150,133200.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31161,133200.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31166,133200.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31182,133200.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31191,133200.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KE,Africa,B5100,30000000.0,0,KE,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kenya,0.0444,31193,133200.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31110,48600.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31120,48600.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31150,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31161,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31166,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31182,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31191,24300.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KG,Asia,B5100,30000000.0,0,KG,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Kyrgyzstan,0.0081,31193,24300.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31110,24000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31120,24000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31150,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31161,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31166,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31182,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31191,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,KH,Asia,B5100,30000000.0,0,KH,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Cambodia,0.004,31193,12000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31110,4800.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31120,4800.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31150,2400.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31161,2400.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31166,2400.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31182,2400.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31191,2400.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,2,0.1,M013185001,0,Not PBA,KM,Africa,B5100,30000000.0,0,KM,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Comoros,0.0008,31193,2400.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31110,24000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural development,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31120,24000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural inputs,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31150,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Food crop production,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31161,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural extension,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31166,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural research,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31182,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31191,12000.0
2009/2010,0,1001306,0.0,0.1,World Bank,1,3,0.1,M013185001,0,Not PBA,LA,Asia,B5100,30000000.0,0,LA,Agricultural financial services,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,"Lao, Dem. Rep.",0.004,31193,12000.0
2009/2010,0,1001306,0.0,0.2,World Bank,1,2,0.1,M013185001,0,Not PBA,LR,Africa,B5100,30000000.0,0,LR,Agricultural policy and administrative management,1,5461,Uncoded: Pre-APP,0,1,0,0,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,IFI,Liberia,0.0081,31110,48600.0
