Fiscal year,Division name,CFLI (marker),Maximum CIDA contribution (project-level),Youth issues (marker),Section name,Fund centre ID,ICT as a tool for development (marker),Bilateral aid (international marker),Urban issues (marker),Status,Amount spent,Knowledge for development (marker),Disability issues (marker),FSTC percent,Section ID,Branch name,Sector ID,Branch ID,Programming process (new),Biodiversity (marker),Desertification (marker),Continent name,Continent ID,CountryRegion percent,Sector percent,Organisation sub-class,Regional program (marker),Untied amount(Project-level budget),Enviromental sustainability (marker),Project number,Project Browser country ID,Fund centre name,Organisation type,Organisation ID,Division ID,IRTC percent,CIDA business delivery model (old),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker)
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,4.8002,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.1,0.02,Unknown,1,0.0,1,A020910001,UY,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,515.7040000000001,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.1,0.8,FEDERAL,1,0.0,1,A020910001,UY,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,192.00799999999998,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.1,0.8,Unknown,1,0.0,1,A020910001,UY,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,193.389,0,0,1.0,S4413,NGM Americas,11220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.1,FEDERAL,1,0.0,1,A020910001,AR,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,72.003,0,0,1.0,S4413,NGM Americas,11220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.1,Unknown,1,0.0,1,A020910001,AR,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,154.7112,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.08,FEDERAL,1,0.0,1,A020910001,AR,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,57.6024,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.08,Unknown,1,0.0,1,A020910001,AR,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,38.6778,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.02,FEDERAL,1,0.0,1,A020910001,AR,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,14.4006,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.02,Unknown,1,0.0,1,A020910001,AR,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,1547.112,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.8,FEDERAL,1,0.0,1,A020910001,AR,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,576.024,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.8,Unknown,1,0.0,1,A020910001,AR,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,193.389,0,0,1.0,S4413,NGM Americas,11220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.1,FEDERAL,1,0.0,1,A020910001,CL,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,72.003,0,0,1.0,S4413,NGM Americas,11220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.1,Unknown,1,0.0,1,A020910001,CL,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,154.7112,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.08,FEDERAL,1,0.0,1,A020910001,CL,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,57.6024,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.08,Unknown,1,0.0,1,A020910001,CL,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,38.6778,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.02,FEDERAL,1,0.0,1,A020910001,CL,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,14.4006,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.02,Unknown,1,0.0,1,A020910001,CL,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,1547.112,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.8,FEDERAL,1,0.0,1,A020910001,CL,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,576.024,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.8,Unknown,1,0.0,1,A020910001,CL,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,193.389,0,0,1.0,S4413,NGM Americas,11220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.1,FEDERAL,1,0.0,1,A020910001,PY,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,72.003,0,0,1.0,S4413,NGM Americas,11220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.1,Unknown,1,0.0,1,A020910001,PY,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,154.7112,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.08,FEDERAL,1,0.0,1,A020910001,PY,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,57.6024,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.08,Unknown,1,0.0,1,A020910001,PY,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,38.6778,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.02,FEDERAL,1,0.0,1,A020910001,PY,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,14.4006,0,0,1.0,S4413,NGM Americas,13030,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.02,Unknown,1,0.0,1,A020910001,PY,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,1547.112,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.8,FEDERAL,1,0.0,1,A020910001,PY,*Southern Cone,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1488850.78,0,South America,4422,0,1,0,Closed,576.024,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,0.3,0.8,Unknown,1,0.0,1,A020910001,PY,*Southern Cone,Uncoded,Information not available,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,861997.0,0,South America,4422,1,1,0,Closed,73790.0,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,COLLEGE,1,0.0,0,A020910017,PY,*Southern Cone,Canadian Non-Profit Making,1005645,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,861997.0,0,South America,4422,1,1,0,Closed,29516.0,0,0,1.0,S4413,NGM Americas,12181,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.1,COLLEGE,1,0.0,0,A020910017,PY,*Southern Cone,Canadian Non-Profit Making,1005645,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,861997.0,0,South America,4422,1,1,0,Closed,73790.0,0,0,1.0,S4413,NGM Americas,12230,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,COLLEGE,1,0.0,0,A020910017,PY,*Southern Cone,Canadian Non-Profit Making,1005645,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,861997.0,0,South America,4422,1,1,0,Closed,118064.0,0,0,1.0,S4413,NGM Americas,12281,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.4,COLLEGE,1,0.0,0,A020910017,PY,*Southern Cone,Canadian Non-Profit Making,1005645,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,329838.0,0,South America,4416,0,1,0,Closed,95109.75,0,0,1.0,S4413,NGM Americas,15130,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.75,PROFESSIONAL ASSOCIATION,0,329838.0,0,A020910018,BO,Bolivia,Canadian Non-Profit Making,1003044,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,329838.0,0,South America,4416,0,1,0,Closed,31703.25,0,0,1.0,S4413,NGM Americas,15160,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,PROFESSIONAL ASSOCIATION,0,329838.0,0,A020910018,BO,Bolivia,Canadian Non-Profit Making,1003044,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,2531353.0,0,South America,4418,1,1,0,Closed,114314.0,0,0,1.0,S4413,NGM Americas,15110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.5,UNIVERSITY,0,0.0,1,A020911008,BR,Brazil,Canadian Non-Profit Making,1000510,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,2531353.0,0,South America,4418,1,1,0,Closed,22862.8,0,0,1.0,S4413,NGM Americas,15153,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.1,UNIVERSITY,0,0.0,1,A020911008,BR,Brazil,Canadian Non-Profit Making,1000510,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,2531353.0,0,South America,4418,1,1,0,Closed,91451.2,0,0,1.0,S4413,NGM Americas,41010,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.4,UNIVERSITY,0,0.0,1,A020911008,BR,Brazil,Canadian Non-Profit Making,1000510,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1713817.92,0,South America,4418,1,1,0,Closed,34455.201,0,0,1.0,S4413,NGM Americas,12281,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.3,UNIVERSITY,0,0.0,0,A020911009,BR,Brazil,Canadian Non-Profit Making,1000356,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1713817.92,0,South America,4418,1,1,0,Closed,45940.268,0,0,1.0,S4413,NGM Americas,25010,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.4,UNIVERSITY,0,0.0,0,A020911009,BR,Brazil,Canadian Non-Profit Making,1000356,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,1713817.92,0,South America,4418,1,1,0,Closed,34455.201,0,0,1.0,S4413,NGM Americas,32130,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.3,UNIVERSITY,0,0.0,0,A020911009,BR,Brazil,Canadian Non-Profit Making,1000356,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,4899012.2,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,189293.25600000002,0,0,1.0,S4287,WGM Sub-Saharan Africa,15150,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.6,ASSOCIATIONS,0,4899012.2,0,A020982001,CD,Democratic Republic of Congo,Canadian Non-Profit Making,1000282,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,4899012.2,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,126195.504,0,0,1.0,S4287,WGM Sub-Saharan Africa,24040,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,ASSOCIATIONS,0,4899012.2,0,A020982001,CD,Democratic Republic of Congo,Canadian Non-Profit Making,1000282,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,OAD Asia Programming,0,17121139.37,1,Bangladesh Section,4122,0,1,0,Closed,1295.0,0,0,1.0,S4122,OGM Asia Pacific,15130,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,1.0,NGO,0,17121139.37,0,A021170001,BD,Bangladesh,Canadian Non-Profit Making,1001114,D4100,0.0,Directive,Not PBA,0,0,1,0
2009/2010,OAD Asia Programming,0,17121139.37,1,Bangladesh Section,4122,0,1,0,Closed,815612.94,0,0,1.0,S4122,OGM Asia Pacific,15130,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,1.0,CONSULTING SERVICES,0,17121139.37,0,A021170001,BD,Bangladesh,Canadian Profit Making,1009240,D4100,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,246397.97,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,2197.7129999999997,0,0,1.0,S4287,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.3,CONSULTANT,0,246397.97,0,A021224002,CD,Democratic Republic of Congo,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,246397.97,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,2197.7129999999997,0,0,1.0,S4287,WGM Sub-Saharan Africa,15150,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.3,CONSULTANT,0,246397.97,0,A021224002,CD,Democratic Republic of Congo,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,246397.97,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,2930.284,0,0,1.0,S4287,WGM Sub-Saharan Africa,24040,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,CONSULTANT,0,246397.97,0,A021224002,CD,Democratic Republic of Congo,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,OAD Asia Programming,0,6566164.53,0,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0,1,0,Closed,701241.285,0,0,1.0,S4141,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.5,CONSULTING SERVICES,0,6566164.53,0,A021236001,PK,Pakistan,Canadian Profit Making,1000601,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,6566164.53,0,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0,1,0,Closed,13194.325,0,0,1.0,S4141,OGM Asia Pacific,12110,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.5,CONSULTING SERVICES,0,6566164.53,0,A021236001,PK,Pakistan,Canadian Profit Making,1004565,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,6566164.53,0,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0,1,0,Closed,701241.285,0,0,1.0,S4141,OGM Asia Pacific,12281,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.5,CONSULTING SERVICES,0,6566164.53,0,A021236001,PK,Pakistan,Canadian Profit Making,1000601,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,6566164.53,0,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0,1,0,Closed,13194.325,0,0,1.0,S4141,OGM Asia Pacific,12281,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.5,CONSULTING SERVICES,0,6566164.53,0,A021236001,PK,Pakistan,Canadian Profit Making,1004565,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,273083.86,0,South America,4416,0,1,0,Closed,13714.68,0,0,1.0,S4413,NGM Americas,11420,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.4,ASSOCIATIONS,0,0.0,1,A021314PRE,BO,Bolivia,Foreign Non-Profit Making,1013670,D4400,0.0,Directive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,273083.86,0,South America,4416,0,1,0,Closed,13714.68,0,0,1.0,S4413,NGM Americas,32262,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.4,ASSOCIATIONS,0,0.0,1,A021314PRE,BO,Bolivia,Foreign Non-Profit Making,1013670,D4400,0.0,Directive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,273083.86,0,South America,4416,0,1,0,Closed,6857.34,0,0,1.0,S4413,NGM Americas,41081,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.2,ASSOCIATIONS,0,0.0,1,A021314PRE,BO,Bolivia,Foreign Non-Profit Making,1013670,D4400,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,611160.56,0,"Ethiopia, PanAfrica, SubRegional",4246,0,1,0,Terminating,4329.733,0,0,1.0,S4227,WGM Sub-Saharan Africa,15150,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.1,NGO,1,611160.56,0,A021334002,X1,PanAfrica,Canadian Non-Profit Making,1000517,D4270,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,611160.56,0,"Ethiopia, PanAfrica, SubRegional",4246,0,1,0,Terminating,2565.288,0,0,1.0,S4227,WGM Sub-Saharan Africa,15150,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.1,CONSULTING SERVICES,1,611160.56,0,A021334002,X1,PanAfrica,Canadian Profit Making,1000932,D4270,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,611160.56,0,"Ethiopia, PanAfrica, SubRegional",4246,0,1,0,Terminating,25978.397999999997,0,0,1.0,S4227,WGM Sub-Saharan Africa,22010,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.6,NGO,1,611160.56,0,A021334002,X1,PanAfrica,Canadian Non-Profit Making,1000517,D4270,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,611160.56,0,"Ethiopia, PanAfrica, SubRegional",4246,0,1,0,Terminating,15391.728000000001,0,0,1.0,S4227,WGM Sub-Saharan Africa,22010,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.6,CONSULTING SERVICES,1,611160.56,0,A021334002,X1,PanAfrica,Canadian Profit Making,1000932,D4270,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,611160.56,0,"Ethiopia, PanAfrica, SubRegional",4246,0,1,0,Terminating,12989.198999999999,0,0,1.0,S4227,WGM Sub-Saharan Africa,23210,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.3,NGO,1,611160.56,0,A021334002,X1,PanAfrica,Canadian Non-Profit Making,1000517,D4270,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WED Southern & Eastern Africa,0,611160.56,0,"Ethiopia, PanAfrica, SubRegional",4246,0,1,0,Terminating,7695.8640000000005,0,0,1.0,S4227,WGM Sub-Saharan Africa,23210,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.3,CONSULTING SERVICES,1,611160.56,0,A021334002,X1,PanAfrica,Canadian Profit Making,1000932,D4270,0.0,Directive,Not PBA,0,0,1,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,3966.9448,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.02,1.0,FEDERAL,1,2694419.4,0,A021360001,YE,Middle East Peace Process,Canadian Non-Profit Making,10050,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,370.56699999999995,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.02,1.0,UNIVERSITY,1,2694419.4,0,A021360001,YE,Middle East Peace Process,Canadian Non-Profit Making,1009838,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,11900.8344,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.06,1.0,FEDERAL,1,2694419.4,0,A021360001,JO,Middle East Peace Process,Canadian Non-Profit Making,10050,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,1111.701,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.06,1.0,UNIVERSITY,1,2694419.4,0,A021360001,JO,Middle East Peace Process,Canadian Non-Profit Making,1009838,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,11900.8344,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.06,1.0,FEDERAL,1,2694419.4,0,A021360001,LB,Middle East Peace Process,Canadian Non-Profit Making,10050,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,1111.701,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.06,1.0,UNIVERSITY,1,2694419.4,0,A021360001,LB,Middle East Peace Process,Canadian Non-Profit Making,1009838,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,11900.8344,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.06,1.0,FEDERAL,1,2694419.4,0,A021360001,SY,Middle East Peace Process,Canadian Non-Profit Making,10050,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,1111.701,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.06,1.0,UNIVERSITY,1,2694419.4,0,A021360001,SY,Middle East Peace Process,Canadian Non-Profit Making,1009838,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,158677.792,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.8,1.0,FEDERAL,1,2694419.4,0,A021360001,PS,Middle East Peace Process,Canadian Non-Profit Making,10050,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2694419.4,0,West Bank Gaza & Palestinian Refugees,4268,0,1,0,Closed,14822.68,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,0.8,1.0,UNIVERSITY,1,2694419.4,0,A021360001,PS,Middle East Peace Process,Canadian Non-Profit Making,1009838,D3100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,8846131.41,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,13252.456,0,0,1.0,S4287,WGM Sub-Saharan Africa,12220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,CONSULTING SERVICES,0,8846131.41,0,A021363001,CD,Democratic Republic of Congo,Canadian Profit Making,1000647,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,8846131.41,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,491765.76399999997,0,0,1.0,S4287,WGM Sub-Saharan Africa,12220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,CONSULTING SERVICES,0,8846131.41,0,A021363001,CD,Democratic Republic of Congo,Canadian Profit Making,1009319,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,8846131.41,0,Central Africa & Great Lakes Program,4298,0,1,0,Closed,3313.114,0,0,1.0,S4287,WGM Sub-Saharan Africa,12230,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.1,CONSULTING SERVICES,0,8846131.41,0,A021363001,CD,Democratic Republic of Congo,Canadian Profit Making,1000647,D4207,0.0,Directive,Not PBA,0,0,0,0
