assays_ss_d,assays_vrnt_d,assays_src_d,assays_ss_sbclllr_frctn,assays_ss_rgnsm,assays_cll_d,assays_ss_cll_tp,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_tss_d
290,,1,,Cavia porcellus,,,105570,D,9,Intermediate,,CHEMBL615728,BAO_0000019,
291,,1,,,449.0,CHO,279,H,8,Autocuration,,CHEMBL857971,BAO_0000219,
292,,1,,,,,107,H,8,Autocuration,,CHEMBL615729,BAO_0000357,
293,,1,,Rattus norvegicus,,,12687,D,9,Expert,,CHEMBL615730,BAO_0000019,
294,,1,,,,,12687,H,8,Expert,,CHEMBL615731,BAO_0000019,
295,,1,,,,,12687,H,8,Expert,,CHEMBL615732,BAO_0000019,
296,,1,,,,,12687,H,8,Expert,,CHEMBL615733,BAO_0000019,
297,,1,,,,,12687,H,8,Expert,,CHEMBL615734,BAO_0000019,
298,,1,,,,,12687,H,8,Autocuration,,CHEMBL615735,BAO_0000019,
299,,1,,,,,12687,H,8,Expert,,CHEMBL615736,BAO_0000019,
300,,1,,Cavia porcellus,,,20033,D,9,Intermediate,,CHEMBL615737,BAO_0000221,2116.0
301,,1,,Cavia porcellus,,,20033,D,9,Intermediate,,CHEMBL615738,BAO_0000221,2116.0
302,,1,,Cavia porcellus,,,20033,D,9,Intermediate,,CHEMBL615739,BAO_0000221,2116.0
303,,1,,,,,10623,H,8,Autocuration,,CHEMBL615278,BAO_0000357,
304,,1,,Rattus norvegicus,,,10623,D,9,Expert,,CHEMBL615279,BAO_0000019,
305,,1,,,,,168,H,8,Expert,,CHEMBL615280,BAO_0000357,
306,,1,,Gallus gallus,,,22226,U,0,Autocuration,,CHEMBL615281,BAO_0000019,
307,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615282,BAO_0000019,
308,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615283,BAO_0000019,
309,,1,,Homo sapiens,649.0,HL-60,80156,N,1,Autocuration,,CHEMBL615284,BAO_0000219,
310,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615285,BAO_0000019,
311,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615286,BAO_0000019,
312,,1,,Homo sapiens,,Oocytes,104703,D,7,Autocuration,,CHEMBL615287,BAO_0000219,
313,,1,,,,,100256,S,2,Intermediate,,CHEMBL615288,BAO_0000220,
314,,1,,,,,100256,S,2,Intermediate,,CHEMBL615289,BAO_0000220,
315,,1,,Homo sapiens,478.0,A2780,81034,N,1,Intermediate,,CHEMBL615290,BAO_0000219,
316,,1,,Homo sapiens,478.0,A2780,81034,N,1,Intermediate,,CHEMBL884522,BAO_0000219,
317,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615291,BAO_0000019,
318,,1,,,,,22222,M,3,Intermediate,,CHEMBL615292,BAO_0000225,
319,,1,,,,,22222,M,3,Intermediate,,CHEMBL615293,BAO_0000225,
320,,1,,,,,22222,M,3,Intermediate,,CHEMBL615294,BAO_0000225,
321,,1,,,,,22222,M,3,Intermediate,,CHEMBL615295,BAO_0000225,
322,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL825021,BAO_0000019,
323,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615296,BAO_0000019,
324,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615297,BAO_0000019,
325,,1,,Cricetulus griseus,,,22226,U,0,Autocuration,,CHEMBL615298,BAO_0000019,
326,,1,,Cricetulus griseus,,,22226,U,0,Autocuration,,CHEMBL615299,BAO_0000019,
327,,1,,Cricetulus griseus,,,22226,U,0,Autocuration,,CHEMBL615300,BAO_0000019,
328,,1,,,,,241,H,8,Autocuration,,CHEMBL615301,BAO_0000357,
329,,1,,Homo sapiens,,,241,D,9,Expert,,CHEMBL615302,BAO_0000357,
330,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL615303,BAO_0000019,
331,,1,,,,,12132,H,8,Autocuration,,CHEMBL615304,BAO_0000019,
332,,1,,,,,12132,H,8,Autocuration,,CHEMBL615305,BAO_0000019,
333,,1,,,,,12132,H,8,Autocuration,,CHEMBL615306,BAO_0000218,
334,,1,,,,,12132,H,8,Autocuration,,CHEMBL615307,BAO_0000218,
335,,1,,,,,12132,H,8,Autocuration,,CHEMBL615308,BAO_0000218,
336,,1,,,,,12132,H,8,Autocuration,,CHEMBL615309,BAO_0000218,
337,,1,,,,,22226,U,0,Autocuration,,CHEMBL615310,BAO_0000019,
338,,1,,,,,12132,H,8,Autocuration,,CHEMBL615311,BAO_0000019,
339,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615312,BAO_0000019,
340,,1,,,,,12132,H,8,Autocuration,,CHEMBL615313,BAO_0000019,
341,,1,,,,,12132,H,8,Autocuration,,CHEMBL615314,BAO_0000019,
342,,1,,,,,12132,H,8,Autocuration,,CHEMBL615315,BAO_0000019,
343,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL615316,BAO_0000218,
344,,1,,,,,12132,H,8,Autocuration,,CHEMBL615317,BAO_0000218,
345,,1,,,,,12132,H,8,Autocuration,,CHEMBL615318,BAO_0000218,
346,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL615319,BAO_0000218,
347,,1,,,,,12132,H,8,Autocuration,,CHEMBL615320,BAO_0000019,
348,,1,,,,,12132,H,8,Autocuration,,CHEMBL615321,BAO_0000019,
349,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL615322,BAO_0000019,
350,,1,,Escherichia coli,,,19690,H,8,Autocuration,,CHEMBL615323,BAO_0000357,
351,,1,,Escherichia coli,,,19690,H,8,Autocuration,,CHEMBL615407,BAO_0000357,
352,,1,,Escherichia coli,,,19690,H,8,Autocuration,,CHEMBL857267,BAO_0000357,
353,,1,,Escherichia coli,,,19690,H,8,Autocuration,,CHEMBL615408,BAO_0000357,
354,,1,,,,,19690,H,8,Autocuration,,CHEMBL615409,BAO_0000357,
355,,1,,,,,19690,H,8,Autocuration,,CHEMBL615410,BAO_0000357,
356,,1,,,,,19690,H,8,Autocuration,,CHEMBL615411,BAO_0000357,
357,,1,,,,,19690,H,8,Autocuration,,CHEMBL615412,BAO_0000357,
358,,1,,,,,19690,H,8,Autocuration,,CHEMBL615413,BAO_0000357,
359,,1,,,,,22226,U,0,Autocuration,,CHEMBL615414,BAO_0000019,
360,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615415,BAO_0000251,2107.0
361,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615416,BAO_0000251,2107.0
362,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615417,BAO_0000251,2107.0
363,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615418,BAO_0000251,2107.0
364,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615419,BAO_0000251,2107.0
365,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615420,BAO_0000251,2107.0
366,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615421,BAO_0000251,2107.0
367,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615422,BAO_0000251,2107.0
368,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615423,BAO_0000251,2107.0
369,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL872868,BAO_0000251,2107.0
370,,1,Microsomes,Rattus norvegicus,,,12236,D,9,Autocuration,,CHEMBL615424,BAO_0000251,2107.0
371,,1,,,,,104832,H,4,Autocuration,,CHEMBL825022,BAO_0000224,
372,,1,,,,,104832,H,4,Autocuration,,CHEMBL615425,BAO_0000224,
373,,1,,,,,104832,H,4,Autocuration,,CHEMBL615426,BAO_0000224,
374,,1,,Homo sapiens,,,10612,D,9,Expert,,CHEMBL615427,BAO_0000357,
375,,1,,Homo sapiens,844.0,3677 melanoma cell line,80616,N,1,Intermediate,,CHEMBL615428,BAO_0000219,
376,,1,,Homo sapiens,844.0,3677 melanoma cell line,80616,N,1,Intermediate,,CHEMBL615429,BAO_0000219,
377,,1,,Mus musculus,700.0,MC-38,80617,N,1,Intermediate,,CHEMBL615430,BAO_0000219,
378,,1,,Homo sapiens,,,22226,U,0,Intermediate,,CHEMBL615431,BAO_0000019,
379,,1,,,798.0,B16,22226,U,0,Autocuration,,CHEMBL615432,BAO_0000218,
380,,1,,,798.0,B16,22226,U,0,Autocuration,,CHEMBL615433,BAO_0000218,
381,,1,,Human rhinovirus 14,,,12464,D,9,Expert,,CHEMBL615434,BAO_0000019,
382,,1,,Human rhinovirus sp.,,,50085,N,1,Intermediate,,CHEMBL615435,BAO_0000218,
383,,1,,human rhinovirus type 14,,,50679,N,1,Intermediate,,CHEMBL615436,BAO_0000218,
384,,1,,human rhinovirus type 14,,,50679,N,1,Intermediate,,CHEMBL615437,BAO_0000218,
385,,1,,Human rhinovirus 14,,,12464,D,9,Expert,,CHEMBL615438,BAO_0000019,
386,,1,,Human rhinovirus 14,,,12464,D,9,Expert,,CHEMBL615439,BAO_0000019,
387,,1,,Human rhinovirus 14,,,12464,D,9,Expert,,CHEMBL615440,BAO_0000019,
388,,1,,Human rhinovirus 14,,,12464,D,9,Expert,,CHEMBL615441,BAO_0000019,
389,,1,,Enterovirus,,,50665,N,1,Intermediate,,CHEMBL615641,BAO_0000218,
390,,1,,Enterovirus,,,50665,N,1,Intermediate,,CHEMBL872065,BAO_0000218,
391,,1,,Enterovirus,,,50665,N,1,Intermediate,,CHEMBL825023,BAO_0000218,
392,,1,,Enterovirus,,,50665,N,1,Intermediate,,CHEMBL615642,BAO_0000218,
393,,1,,Human rhinovirus B,,,12464,H,8,Expert,,CHEMBL615643,BAO_0000357,
394,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL615644,BAO_0000019,
395,,1,,Mus musculus,833.0,3EM 37,80619,N,1,Intermediate,,CHEMBL615645,BAO_0000218,
396,,1,,Mus musculus,833.0,3EM 37,80619,N,1,Intermediate,,CHEMBL615646,BAO_0000218,
397,,1,,Mus musculus,833.0,3EM 37,80619,N,1,Intermediate,,CHEMBL615647,BAO_0000218,
398,,1,,Mus musculus,833.0,3EM 37,80619,N,1,Intermediate,,CHEMBL615648,BAO_0000218,
399,,1,,Mus musculus,833.0,3EM 37,80619,N,1,Intermediate,,CHEMBL615649,BAO_0000218,
400,,1,,Mus musculus,833.0,3EM 37,80619,N,1,Intermediate,,CHEMBL615650,BAO_0000218,
401,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615651,BAO_0000218,
402,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615652,BAO_0000218,
403,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Expert,,CHEMBL615653,BAO_0000218,
404,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615654,BAO_0000219,
405,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615655,BAO_0000219,
406,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL825024,BAO_0000219,
407,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615656,BAO_0000219,
408,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615657,BAO_0000219,
409,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615658,BAO_0000219,
410,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615659,BAO_0000219,
411,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615660,BAO_0000219,
412,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615661,BAO_0000219,
413,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615662,BAO_0000219,
414,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615663,BAO_0000219,
415,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615664,BAO_0000219,
416,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615665,BAO_0000219,
417,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615666,BAO_0000219,
418,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615667,BAO_0000219,
419,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615668,BAO_0000219,
420,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615669,BAO_0000219,
421,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615670,BAO_0000219,
422,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL836739,BAO_0000219,
423,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615671,BAO_0000219,
424,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615672,BAO_0000219,
425,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615791,BAO_0000219,
426,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615792,BAO_0000219,
427,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615793,BAO_0000219,
428,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615794,BAO_0000219,
429,,1,,Mus musculus,847.0,3LL cell line,80620,N,1,Intermediate,,CHEMBL615795,BAO_0000219,
430,,1,,Homo sapiens,971.0,3LLD122,80621,N,1,Intermediate,,CHEMBL615590,BAO_0000219,
431,,1,,,,,22226,U,0,Autocuration,,CHEMBL615591,BAO_0000218,
432,,1,,,,,22226,U,0,Autocuration,,CHEMBL615592,BAO_0000218,
433,,1,,,,,22226,U,0,Autocuration,,CHEMBL615593,BAO_0000218,
434,,1,,,,,22226,U,0,Autocuration,,CHEMBL615594,BAO_0000218,
435,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615595,BAO_0000219,
436,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615596,BAO_0000219,
437,,1,,,723.0,NIH3T3,11169,H,8,Expert,,CHEMBL615597,BAO_0000219,
438,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615598,BAO_0000219,
439,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615599,BAO_0000219,
440,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615600,BAO_0000219,
441,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615601,BAO_0000219,
442,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615602,BAO_0000219,
443,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615603,BAO_0000219,
444,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615604,BAO_0000219,
445,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615605,BAO_0000219,
446,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615606,BAO_0000219,
447,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL884526,BAO_0000219,
448,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615607,BAO_0000219,
449,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615608,BAO_0000219,
450,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615609,BAO_0000219,
451,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615682,BAO_0000219,
452,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615683,BAO_0000219,
453,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615684,BAO_0000218,
454,,1,,Mus musculus,,,104860,D,7,Autocuration,,CHEMBL615685,BAO_0000219,
455,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615686,BAO_0000219,
456,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615687,BAO_0000219,
457,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL884523,BAO_0000219,
458,,1,,,,,11169,H,8,Expert,,CHEMBL615688,BAO_0000019,
459,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615689,BAO_0000219,
460,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615690,BAO_0000219,
461,,1,,,,,11169,H,8,Expert,,CHEMBL615691,BAO_0000019,
462,,1,,,,,11169,H,8,Expert,,CHEMBL615692,BAO_0000019,
463,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615693,BAO_0000219,
464,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615324,BAO_0000219,
465,,1,,Homo sapiens,723.0,NIH3T3,9,D,9,Expert,,CHEMBL615325,BAO_0000219,
466,,1,,Homo sapiens,723.0,NIH3T3,9,D,9,Expert,,CHEMBL615490,BAO_0000219,
467,,1,,Homo sapiens,723.0,NIH3T3,188,D,9,Expert,,CHEMBL615491,BAO_0000219,
468,,1,,Homo sapiens,723.0,NIH3T3,188,D,9,Expert,,CHEMBL615492,BAO_0000219,
469,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615493,BAO_0000219,
470,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615494,BAO_0000219,
471,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615495,BAO_0000219,
472,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615496,BAO_0000219,
473,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615497,BAO_0000219,
474,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615498,BAO_0000219,
475,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615499,BAO_0000219,
476,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL835522,BAO_0000219,
477,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615500,BAO_0000219,
478,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615501,BAO_0000219,
479,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615502,BAO_0000219,
480,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615503,BAO_0000219,
481,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615504,BAO_0000219,
482,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615505,BAO_0000219,
483,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Expert,,CHEMBL615506,BAO_0000219,
484,,1,,Mus musculus,723.0,NIH3T3,80951,N,1,Intermediate,,CHEMBL615507,BAO_0000219,
485,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615508,BAO_0000218,
486,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615509,BAO_0000219,
487,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615510,BAO_0000219,
488,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615511,BAO_0000219,
489,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615512,BAO_0000219,
490,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615513,BAO_0000218,
491,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615514,BAO_0000218,
492,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615515,BAO_0000219,
493,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615516,BAO_0000219,
494,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615517,BAO_0000219,
495,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615518,BAO_0000219,
496,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615519,BAO_0000219,
497,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615520,BAO_0000218,
498,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615521,BAO_0000218,
499,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615522,BAO_0000218,
500,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615523,BAO_0000218,
501,,1,,,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615524,BAO_0000218,
502,,1,,,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615525,BAO_0000218,
503,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615526,BAO_0000218,
504,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615527,BAO_0000218,
505,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615528,BAO_0000218,
506,,1,,,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615529,BAO_0000218,
507,,1,,,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615530,BAO_0000218,
508,,1,,,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615531,BAO_0000218,
509,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615532,BAO_0000219,
510,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615533,BAO_0000219,
511,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615534,BAO_0000219,
512,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615535,BAO_0000218,
513,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615536,BAO_0000218,
514,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615537,BAO_0000218,
515,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615538,BAO_0000218,
516,,1,,,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL836166,BAO_0000218,
517,,1,,,620.0,3T3-L1,11214,H,8,Expert,,CHEMBL615539,BAO_0000219,
518,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615540,BAO_0000219,
519,,1,,,620.0,3T3-L1,11214,H,8,Expert,,CHEMBL615541,BAO_0000219,
520,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615542,BAO_0000219,
521,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Intermediate,,CHEMBL615543,BAO_0000219,
522,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615544,BAO_0000219,
523,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615545,BAO_0000219,
524,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615546,BAO_0000219,
525,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615547,BAO_0000219,
526,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615548,BAO_0000219,
527,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615549,BAO_0000219,
528,,1,,Mus musculus,620.0,3T3-L1,80006,N,1,Expert,,CHEMBL615550,BAO_0000219,
529,,1,,Rattus norvegicus,1118.0,3Y1 cell line,80622,N,1,Intermediate,,CHEMBL615551,BAO_0000219,
530,,1,,Rattus norvegicus,1118.0,3Y1 cell line,80622,N,1,Expert,,CHEMBL615552,BAO_0000219,
531,,1,,Rattus norvegicus,1118.0,3Y1 cell line,80622,N,1,Expert,,CHEMBL615553,BAO_0000219,
532,,1,,Rattus norvegicus,1118.0,3Y1 cell line,80622,N,1,Expert,,CHEMBL615554,BAO_0000219,
533,,1,,Rattus norvegicus,1118.0,3Y1 cell line,80622,N,1,Intermediate,,CHEMBL615555,BAO_0000219,
534,,1,,Rattus norvegicus,1118.0,3Y1 cell line,80622,N,1,Expert,,CHEMBL615556,BAO_0000219,
535,,1,,,,,22226,U,0,Autocuration,,CHEMBL615557,BAO_0000019,
536,,1,,,,,22226,U,0,Autocuration,,CHEMBL615558,BAO_0000019,
537,,1,,,,,22226,U,0,Autocuration,,CHEMBL872066,BAO_0000019,
538,,1,,Sus scrofa,,,11607,D,9,Expert,,CHEMBL615559,BAO_0000019,
539,,1,,,,,11607,H,8,Autocuration,,CHEMBL615560,BAO_0000019,
540,,1,,,,,11607,H,8,Autocuration,,CHEMBL615561,BAO_0000019,
541,,1,,,,,11607,H,8,Expert,,CHEMBL857062,BAO_0000019,
542,,1,,,,,11607,H,8,Expert,,CHEMBL615562,BAO_0000019,
543,,1,,,,,11607,H,8,Autocuration,,CHEMBL615563,BAO_0000019,
544,,1,,,,,11607,H,8,Autocuration,,CHEMBL615564,BAO_0000357,
545,,1,,,,,11607,H,8,Autocuration,,CHEMBL615565,BAO_0000019,
546,,1,,,,,11607,H,8,Autocuration,,CHEMBL615566,BAO_0000019,
547,,1,,Sus scrofa,,,11607,D,9,Expert,,CHEMBL615567,BAO_0000019,
548,,1,,,,,11607,H,8,Autocuration,,CHEMBL615568,BAO_0000019,
549,,1,,,,,11607,H,8,Autocuration,,CHEMBL615569,BAO_0000357,
550,,1,,,,,11607,H,8,Autocuration,,CHEMBL615570,BAO_0000019,
551,,1,,,,,11607,H,8,Autocuration,,CHEMBL615571,BAO_0000019,
552,,1,,,,,104733,H,4,Autocuration,,CHEMBL615572,BAO_0000224,
553,,1,,,,,22226,U,0,Autocuration,,CHEMBL615573,BAO_0000019,
554,,1,,,,,22226,U,0,Autocuration,,CHEMBL615574,BAO_0000019,
555,,1,,,,,22226,U,0,Autocuration,,CHEMBL615575,BAO_0000019,
556,,1,,,,,10619,H,8,Autocuration,,CHEMBL615576,BAO_0000357,
557,,1,,,,,10619,H,8,Autocuration,,CHEMBL615577,BAO_0000357,
558,,1,,,,,51,H,8,Autocuration,,CHEMBL615578,BAO_0000221,10000000.0
559,,1,,,,,51,H,8,Expert,,CHEMBL615579,BAO_0000357,
560,,1,,,,,51,H,8,Expert,,CHEMBL615580,BAO_0000357,
561,,1,,,,,51,H,8,Expert,,CHEMBL615581,BAO_0000019,
562,,1,,,,,51,H,8,Autocuration,,CHEMBL615582,BAO_0000221,10000000.0
563,,1,,,,,51,H,8,Autocuration,,CHEMBL615583,BAO_0000221,10000000.0
564,,1,,,,,51,H,8,Autocuration,,CHEMBL615584,BAO_0000221,10000000.0
565,,1,,,,,51,H,8,Autocuration,,CHEMBL833691,BAO_0000221,10000000.0
566,,1,,,,,51,H,8,Autocuration,,CHEMBL615585,BAO_0000221,10000000.0
567,,1,,,,,51,H,8,Autocuration,,CHEMBL615586,BAO_0000221,10000000.0
