assays_assay_id,assays_assay_tissue,assays_curated_by,assays_description,assays_src_id,assays_variant_id,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id
7701,Blood,Intermediate,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,1,,,50597,N,1,,CHEMBL627944,,BAO_0000218,178.0
7702,Blood,Intermediate,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,1,,,50597,N,1,,CHEMBL627945,,BAO_0000218,178.0
7703,Blood,Intermediate,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,1,,,50597,N,1,,CHEMBL628584,,BAO_0000218,178.0
7704,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 15 min,1,,,50597,N,1,,CHEMBL628585,,BAO_0000218,178.0
7705,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,1,,,50597,N,1,,CHEMBL628586,,BAO_0000218,178.0
7706,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 30 min,1,,,50597,N,1,,CHEMBL628587,,BAO_0000218,178.0
7707,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,1,,,50597,N,1,,CHEMBL628588,,BAO_0000218,178.0
7708,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,1,,,50597,N,1,,CHEMBL628589,,BAO_0000218,178.0
7709,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,1,,,50597,N,1,,CHEMBL625304,,BAO_0000218,178.0
7710,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,1,,,50597,N,1,,CHEMBL625305,,BAO_0000218,178.0
7711,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,1,,,50597,N,1,,CHEMBL625306,,BAO_0000218,178.0
7712,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,1,,,50597,N,1,,CHEMBL625307,,BAO_0000218,178.0
7713,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,1,,,50597,N,1,,CHEMBL625308,,BAO_0000218,178.0
7714,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,1,,,50597,N,1,,CHEMBL627740,,BAO_0000218,178.0
7715,Blood,Intermediate,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,1,,,50597,N,1,,CHEMBL627741,,BAO_0000218,178.0
7716,Blood,Intermediate,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,,,50597,N,1,,CHEMBL627742,,BAO_0000218,178.0
7717,Blood,Intermediate,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,1,,,50597,N,1,,CHEMBL627743,,BAO_0000218,178.0
7718,Blood,Intermediate,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,1,,,50597,N,1,,CHEMBL627744,,BAO_0000218,178.0
7719,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,1,,,50597,N,1,,CHEMBL627745,,BAO_0000218,10000001.0
7720,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,,,50597,N,1,,CHEMBL627746,,BAO_0000218,10000001.0
7721,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,1,,,50597,N,1,,CHEMBL627747,,BAO_0000218,10000001.0
7722,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,1,,,50597,N,1,,CHEMBL876810,,BAO_0000218,10000001.0
7723,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,1,,,50597,N,1,,CHEMBL627748,,BAO_0000218,10000001.0
7724,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,,,50597,N,1,,CHEMBL627749,,BAO_0000218,10000001.0
7725,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,,,50597,N,1,,CHEMBL627750,,BAO_0000218,10000001.0
7726,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,1,,,50597,N,1,,CHEMBL618728,,BAO_0000218,10000001.0
7727,Bone,Intermediate,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,,,50597,N,1,,CHEMBL618729,,BAO_0000218,10000001.0
7728,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 15 min,1,,,50597,N,1,,CHEMBL618730,,BAO_0000218,10000001.0
7729,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,1,,,50597,N,1,,CHEMBL618731,,BAO_0000218,10000001.0
7730,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 30 min,1,,,50597,N,1,,CHEMBL618732,,BAO_0000218,10000001.0
7731,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,1,,,50597,N,1,,CHEMBL618733,,BAO_0000218,10000001.0
7732,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,1,,,50597,N,1,,CHEMBL618734,,BAO_0000218,10000001.0
7733,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,1,,,50597,N,1,,CHEMBL618735,,BAO_0000218,10000001.0
7734,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,1,,,50597,N,1,,CHEMBL876602,,BAO_0000218,10000001.0
7735,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,1,,,50597,N,1,,CHEMBL618736,,BAO_0000218,10000001.0
7736,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,1,,,50597,N,1,,CHEMBL618737,,BAO_0000218,10000001.0
7737,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,1,,,50597,N,1,,CHEMBL618738,,BAO_0000218,10000001.0
7738,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,1,,,50597,N,1,,CHEMBL618739,,BAO_0000218,10000001.0
7739,Bone,Intermediate,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,1,,,50597,N,1,,CHEMBL618740,,BAO_0000218,10000001.0
7740,Bone,Intermediate,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,,,50597,N,1,,CHEMBL618741,,BAO_0000218,10000001.0
7741,Bone,Intermediate,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,1,,,50597,N,1,,CHEMBL618742,,BAO_0000218,10000001.0
7742,Bone,Intermediate,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,1,,,50597,N,1,,CHEMBL618743,,BAO_0000218,10000001.0
7743,Plasma,Intermediate,Half-life from rat plasma at a single oral dose of 25 mg/kg,1,,,50597,N,1,,CHEMBL618744,,BAO_0000218,1969.0
7744,,Intermediate,Half-life in male rat,1,,,50597,N,1,,CHEMBL618745,,BAO_0000218,
7745,,Intermediate,Half-life in rat after peroral administration at 10 mg/kg concentration,1,,,50597,N,1,,CHEMBL620479,,BAO_0000218,
7746,,Intermediate,Half-life in rat after peroral administration at 5 mg/kg concentration,1,,,50597,N,1,,CHEMBL620480,,BAO_0000218,
7747,,Intermediate,Half-life in rat at a dose of 3 mg/kg,1,,,50597,N,1,,CHEMBL620481,,BAO_0000218,
7748,,Intermediate,Half-life was evaluated in rats,1,,,50597,N,1,,CHEMBL620482,,BAO_0000218,
7749,,Intermediate,Half-life was measured in rat,1,,,50597,N,1,,CHEMBL876603,,BAO_0000218,
7750,,Intermediate,Half-life period for the compound was determined in rats at 50 mg/kg dose,1,,,50597,N,1,,CHEMBL620483,,BAO_0000218,
7751,,Intermediate,Half-life period in rats after intravenous administration at 5 mg/kg,1,,,50597,N,1,,CHEMBL620484,,BAO_0000218,
7752,,Intermediate,Half-life period in rat at 10 mg/kg,1,,,50597,N,1,,CHEMBL620485,,BAO_0000218,
7753,,Intermediate,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL620486,,BAO_0000218,
7754,,Intermediate,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",1,,,50597,N,1,,CHEMBL620487,,BAO_0000218,
7755,,Intermediate,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",1,,,50597,N,1,,CHEMBL620488,,BAO_0000218,
7756,,Intermediate,Half-life time in rat the dose of 2 mg/kg,1,,,50597,N,1,,CHEMBL620489,,BAO_0000218,
7757,,Intermediate,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,1,,,50597,N,1,,CHEMBL620490,,BAO_0000218,
7758,,Intermediate,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,1,,,50597,N,1,,CHEMBL620491,,BAO_0000218,
7759,Plasma,Intermediate,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",1,,,50597,N,1,,CHEMBL876604,,BAO_0000218,1969.0
7760,,Intermediate,Oral half life was determined,1,,,50597,N,1,,CHEMBL620492,,BAO_0000218,
7761,,Intermediate,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",1,,,50597,N,1,,CHEMBL620493,,BAO_0000218,
7762,,Intermediate,Pharmacokinetic property (t1/2) in rat,1,,,50597,N,1,,CHEMBL620494,,BAO_0000218,
7763,Plasma,Intermediate,Plasma elimination half-life was determined,1,,,50597,N,1,,CHEMBL620495,,BAO_0000218,1969.0
7764,Plasma,Intermediate,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,1,,,50597,N,1,,CHEMBL620496,,BAO_0000218,1969.0
7765,Plasma,Intermediate,Plasma half life was observed after intravenous administration in rat,1,,,50597,N,1,,CHEMBL620497,,BAO_0000218,1969.0
7766,Plasma,Intermediate,Plasma half-life was determined,1,,,50597,N,1,,CHEMBL620498,,BAO_0000218,1969.0
7767,Plasma,Intermediate,Plasma half-life following oral administration in Fisher rats,1,,,50597,N,1,,CHEMBL620499,,BAO_0000218,1969.0
7768,Plasma,Intermediate,Plasma half-life in rat,1,,,50597,N,1,,CHEMBL620500,,BAO_0000218,1969.0
7769,Plasma,Intermediate,Plasmatic Half-life after intravenous administration to rat,1,,,50597,N,1,,CHEMBL873809,,BAO_0000218,1969.0
7770,,Intermediate,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,1,,,50597,N,1,,CHEMBL620501,,BAO_0000218,
7771,,Intermediate,Terminal half life after intravenous administration (1 mg/kg) in rat,1,,,50597,N,1,,CHEMBL620502,,BAO_0000218,
7772,,Intermediate,Terminal half life in Rat at a oral dose of 5 mg/kg,1,,,50597,N,1,,CHEMBL620503,,BAO_0000218,
7773,,Intermediate,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,1,,,50597,N,1,,CHEMBL620504,,BAO_0000218,
7774,,Intermediate,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,1,,,50597,N,1,,CHEMBL876605,,BAO_0000218,
7775,,Intermediate,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,1,,,50597,N,1,,CHEMBL620505,,BAO_0000218,
7776,Plasma,Intermediate,plasma half life was observed after intravenous administration in rat,1,,,50597,N,1,,CHEMBL873811,,BAO_0000218,1969.0
7777,,Expert,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,1,,,50597,N,1,,CHEMBL624016,,BAO_0000218,
7778,,Intermediate,Half life of compound determined in rat,1,,,50597,N,1,,CHEMBL624017,,BAO_0000218,
7779,,Intermediate,Mean residence time determined in rat,1,,,50597,N,1,,CHEMBL624018,,BAO_0000218,
7780,,Intermediate,Plasma half life determined in rat,1,,,50597,N,1,,CHEMBL624019,,BAO_0000218,
7781,Brain,Intermediate,Compound was evaluated for Tmax in brain after intravenous administration in male rats,1,,,50597,N,1,,CHEMBL624020,,BAO_0000218,955.0
7782,,Intermediate,Compound was evaluated for pharmacokinetic parameter maximum time period,1,,,50597,N,1,,CHEMBL624201,,BAO_0000218,
7783,,Intermediate,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,1,,,50597,N,1,,CHEMBL872528,,BAO_0000218,
7784,,Intermediate,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL624202,,BAO_0000218,
7785,,Intermediate,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL624203,,BAO_0000218,
7786,,Intermediate,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL624350,,BAO_0000218,
7787,,Intermediate,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL621320,,BAO_0000218,
7788,,Intermediate,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,1,,,50597,N,1,,CHEMBL621321,,BAO_0000218,
7789,,Intermediate,Maximum time (Tmax) required to reach Cmax in rats,1,,,50597,N,1,,CHEMBL621322,,BAO_0000218,
7790,,Intermediate,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,1,,,50597,N,1,,CHEMBL621323,,BAO_0000218,
7791,,Intermediate,Maximum time of clearance of compound in rats after peroral administration,1,,,50597,N,1,,CHEMBL621324,,BAO_0000218,
7792,,Intermediate,Maximum time at the dose of 2 mg/kg in rat,1,,,50597,N,1,,CHEMBL621325,,BAO_0000218,
7793,Plasma,Intermediate,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,1,,,50597,N,1,,CHEMBL875837,,BAO_0000218,1969.0
7794,Plasma,Intermediate,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,1,,,50597,N,1,,CHEMBL621326,,BAO_0000218,1969.0
7795,,Intermediate,Tmax in Guinea pig (PO dose),1,,,50597,N,1,,CHEMBL621327,,BAO_0000218,
7796,,Intermediate,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",1,,,50597,N,1,,CHEMBL621328,,BAO_0000218,
7797,,Intermediate,Pharmacokinetic parameter (Tmax) in rat,1,,,50597,N,1,,CHEMBL621329,,BAO_0000218,
7798,,Intermediate,Pharmacokinetic parameter (Tmax) was estimated,1,,,50597,N,1,,CHEMBL621330,,BAO_0000218,
7799,,Intermediate,Pharmacokinetic property (Tmax) in rat,1,,,50597,N,1,,CHEMBL621331,,BAO_0000218,
7800,,Intermediate,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,1,,,50597,N,1,,CHEMBL621332,,BAO_0000218,
7801,,Intermediate,T max in Rat at a oral dose of 5 mg/kg,1,,,50597,N,1,,CHEMBL621333,,BAO_0000218,
7802,,Intermediate,T max was determined at 10 mg/kg po dose in rats,1,,,50597,N,1,,CHEMBL621334,,BAO_0000218,
7803,,Intermediate,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),1,,,50594,N,1,,CHEMBL621335,,BAO_0000218,
7804,,Intermediate,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,1,,,50588,N,1,,CHEMBL621336,,BAO_0000218,
7805,,Intermediate,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,1,,,50597,N,1,,CHEMBL621337,,BAO_0000218,
7806,,Intermediate,Area under curve was measured after i.v. administration into Beagle dog.,1,,,50588,N,1,,CHEMBL621338,,BAO_0000218,
7807,,Intermediate,Area under curve was measured after iv administration into Beagle dog,1,,,50588,N,1,,CHEMBL875838,,BAO_0000218,
7808,,Intermediate,Area under curve was measured after po administration into Beagle dog,1,,,50588,N,1,,CHEMBL621339,,BAO_0000218,
7809,,Intermediate,Area under curve was measured after po administration into Beagle dog.,1,,,50588,N,1,,CHEMBL621340,,BAO_0000218,
7810,,Autocuration,Area under curve was measured at peroral dose of 3 mg/kg,1,,,22224,U,0,,CHEMBL621341,,BAO_0000218,
7811,,Autocuration,Area under curve was measured by using concentration Vs time,1,,,22224,U,0,,CHEMBL621342,,BAO_0000019,
7812,,Autocuration,Area under curve was measured by using concentration Vs time; not tested,1,,,22224,U,0,,CHEMBL621343,,BAO_0000019,
7813,,Intermediate,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),1,,,50594,N,1,,CHEMBL621344,,BAO_0000218,
7814,,Intermediate,Area under curve(AUC) was measured in mice after oral administration.,1,,,50594,N,1,,CHEMBL621345,,BAO_0000218,
7815,,Autocuration,Area under curve(AUC) value of the compound,1,,,22224,U,0,,CHEMBL621346,,BAO_0000019,
7816,,Autocuration,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,1,,,22224,U,0,,CHEMBL621347,,BAO_0000218,
7817,,Intermediate,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,1,,,50588,N,1,,CHEMBL621348,,BAO_0000218,
7818,Blood,Autocuration,Area under curve(carotid artery) was determined by the availability in blood,1,,,22224,U,0,,CHEMBL621349,,BAO_0000019,178.0
7819,Blood,Autocuration,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,1,,,22224,U,0,,CHEMBL621350,,BAO_0000019,178.0
7820,Blood,Autocuration,Area under curve(carotid artery) was determined by the availability in blood; No data,1,,,22224,U,0,,CHEMBL875839,,BAO_0000019,178.0
7821,Blood,Autocuration,Area under curve(portal vein) was determined by the availability in blood,1,,,22224,U,0,,CHEMBL620211,,BAO_0000019,178.0
7822,Blood,Autocuration,Area under curve(portal vein) was determined by the availability in blood; ND means no data,1,,,22224,U,0,,CHEMBL620212,,BAO_0000019,178.0
7823,Blood,Autocuration,Area under curve(portal vein) was determined by the availability in blood; No data,1,,,22224,U,0,,CHEMBL620213,,BAO_0000019,178.0
7824,Plasma,Intermediate,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",1,,,50797,N,1,,CHEMBL620214,,BAO_0000218,1969.0
7825,Plasma,Intermediate,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",1,,,50797,N,1,,CHEMBL620215,,BAO_0000218,1969.0
7826,Plasma,Intermediate,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,1,,,50797,N,1,,CHEMBL620216,,BAO_0000218,1969.0
7827,Plasma,Intermediate,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",1,,,50588,N,1,,CHEMBL620888,,BAO_0000218,1969.0
7828,Plasma,Intermediate,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",1,,,50588,N,1,,CHEMBL620889,,BAO_0000218,1969.0
