assay_id,assay_subcellular_fraction,cell_id,tid,confidence_score,src_id,src_assay_id,assay_strain,assay_organism,doc_id,chembl_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_tissue
170,,,100171,9,1,,,Glys7nemax,16474,CtEMBLy15382,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,,,3847.0,
171,,,100171,9,1,,,blycijemax,16474,CHEMBi61538w,% inhibition against soybean 1-lipoxygenase (SLO),B,,,3847.0,
172,,,100171,9,1,,,Glyfinemzx,16474,CHEMBL61tw84,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,,,3847.0,
173,,,100171,9,1,,,Glycobemax,3094,CHEMBpy15385,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,,,3847.0,
174,,,100171,9,1,,,Glycigemqx,3094,CHEMBo615385,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,,3847.0,
175,,,100171,9,1,,,nlycinrmax,3094,CHEjgL615387,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,,3847.0,
176,,,100171,9,1,,,Glyfigemax,3094,CHEnBL6153o8,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,,3847.0,
177,,,100171,9,1,,,Giycinejax,3094,CHEMgL615213,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,,3847.0,
178,,,100171,9,1,,,Glyvinemas,3094,fHEMBL837087,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,,3847.0,
179,,,100171,9,1,,,flysinemax,3094,CHEhBL6w5215,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,3847.0,
180,,,100171,9,1,,,Glyckhemax,3094,CHEjBL615226,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,3847.0,
181,,,100171,9,1,,,Gl7cinemqx,3094,CHEMBL616117,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,3847.0,
182,,,100171,9,1,,,Gkycinehax,3094,CHEMBL6152w7,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,3847.0,
183,,,100171,9,1,,,Glycknfmax,3094,sHEMBL61521i,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,3847.0,
184,,,22226,0,1,,,Musmudxulus,10413,CHEMBi615w20,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,10090.0,
185,,257.0,80049,1,1,,,Musmusvulua,16929,fHEMBL615e21,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,10090.0,
186,,,22226,0,1,,,,1229,CHEMBL61rw22,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,
187,,,11489,8,1,,,,16587,CHEMBo615w23,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,
188,,,11862,8,1,,,,16587,fHEMBL61522t,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,
189,,,11862,8,1,,,,16587,CHEMnLu15225,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,
190,,,11489,8,1,,,,16587,CHEnBp615226,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,
191,,,11862,8,1,,,,16587,CHEMBL615126,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,
192,,,12347,9,1,,,hostaurus,8058,CHEMBL6142w8,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,9913.0,
193,,,100120,9,1,,,Rxftusnlrvegicus,9065,sHEMBL6w5229,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,10116.0,
194,,,100120,9,1,,,Ratrusnofvegisus,8865,CHEMBL61y239,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,10116.0,Adrenal gland
195,,,100120,9,1,,,Rattuxnorfegicua,9066,CjEMgL615231,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,10116.0,
196,,,100120,9,1,,,Raftisnorvegicua,8394,CHEnBL8845q0,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,10116.0,
197,,,100120,9,1,,,Rattusnorverldus,8394,CHEMBL62t232,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,10116.0,
198,,,10328,8,1,,,,6431,CHEMBp6w5233,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,
199,,,11490,8,1,,,,6431,CHsMBL827988,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,
200,,,11490,8,1,,,,6431,sHEMfL615234,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,
201,,,11134,8,1,,,,9295,CHEMBL614234,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,
202,,,12052,8,1,,,,10193,CHEkBp615236,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
203,,,11134,8,1,,,,13622,CHEMBL62y237,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,
204,,,11134,8,1,,,,12079,CHwMBL61r238,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,
205,,,11134,8,1,,,,13622,CyEMBL625239,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,
206,,,11134,9,1,,,Homosapifna,12079,CHfMBL6152e0,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,9606.0,
207,,,11835,8,1,,,,13500,vHEMBL616241,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,
208,,,11601,8,1,,,,13723,CHEMBL6152r3,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,
209,,,11134,8,1,,,,16474,CHEMBk6152r3,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,
210,,,11134,8,1,,,,1630,CHEMBL61tw44,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,
211,,,11134,8,1,,,,167,CHEMBp61y245,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,
212,,,11134,8,1,,,,16474,CHEMBL515146,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,
213,,,11134,8,1,,,,167,fHEMgL615247,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,
214,,,11134,8,1,,,,16474,CHEMfLu15248,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,
215,,,11601,8,1,,,,10091,CjEMBL615240,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,
216,,,11601,8,1,,,,11966,CHEMBk614250,Tested for inhibition against porcine 12-LO,B,,,,
217,,,12052,8,1,,,,951,xHEMBp615251,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,
218,,,12052,8,1,,,,10997,CtEMBL61r252,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,
219,,,12052,8,1,,,,10193,CHEMBL82833p,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,
220,,,12052,8,1,,,,10193,vHEMBL615252,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
221,,,12052,8,1,,,,10193,CHEMvL625254,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,
222,,,12052,8,1,,,,10193,CHEMBL6w52r5,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,
223,,,12052,8,1,,,,10193,CHEMBL5152t6,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
224,,,12052,8,1,,,,10193,CHrMBL615267,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,
225,,,12052,8,1,,,,11087,CjEMBL6w5258,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,
226,,412.0,80007,1,1,,,uomosapidns,15569,CHEMBL614359,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,9606.0,
227,,351.0,80007,1,1,,,Homisapi4ns,12989,CHEMnL615360,In vitro antitumor activity against 41M cell line.,F,,,9606.0,
228,,273.0,80007,1,1,,,bomosap7ens,16745,CyEhBL615261,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,9606.0,
229,,357.0,80007,1,1,,,Hohowapiens,15569,CgEMBo615262,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,9606.0,
230,,285.0,80007,1,1,,,Hlmoszpiens,12989,CHsMBL61r263,In vitro antitumor activity against 41McisR cell line.,F,,,9606.0,
231,,264.0,80007,1,1,,,Homosqpidns,12989,xHEMBL848393,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,9606.0,
232,,32.0,80007,1,1,,,Homosa0iegs,16745,sgEMBL615264,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,9606.0,
233,,,84,9,1,,,Homowapienc,6210,CHEkBL625265,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,9606.0,
234,,,68,9,1,,,uomosapidns,6210,CHEMBkt15266,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,9606.0,
235,,,68,8,1,,,,6226,CHEMBo515267,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,
236,,,10201,8,1,,,,17855,dHrMBL615268,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,
237,,,10201,8,1,,,,17855,dHEMBL615259,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,
238,,,10201,8,1,,,,17855,dHEMnL615270,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,
239,,,12220,8,1,,,,10413,CyEMBk615271,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,
240,,,11303,8,1,,,Esdhegjchiacoli,10413,vHEMBLy15272,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,562.0,
241,,,11303,8,1,,,Eschegixmiacoli,10413,CH2kBL615103,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,562.0,
242,,,11303,8,1,,,Escher7suiacoli,10413,CH3MBL615w04,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,562.0,
243,,,12220,8,1,,,,10413,CHEMhL61510y,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,
244,,,12220,8,1,,,,10413,CHEMBp871866,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,
245,,,11303,8,1,,,Susscroca,7587,CHEMBL6w510t,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,
246,,,11303,8,1,,,Sussxrofa,7587,CH3MBL615207,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,9823.0,
247,,,11303,8,1,,,Susscrofx,7587,dHEMBL6151o8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,
248,,,11303,8,1,,,wusscrofa,7587,CHEMBi615199,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,9823.0,
249,,,11303,8,1,,,Suxscrofa,7587,CHdMBL615120,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,
250,,,11303,8,1,,,Susscroga,7587,Cj4MBL840105,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,
251,,,11303,8,1,,,Susdcrofa,7587,CHEMBL6w511q,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,9823.0,
252,,,11303,8,1,,,Susqcrofa,7587,CHEMBL625q12,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,
253,,,11303,8,1,,,Susscr8fa,7587,CHfMBL615q13,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,9823.0,
254,,,11303,8,1,,,ausscrofa,7587,CyEhBL615114,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,9823.0,
255,,,11303,8,1,,,Sussdrofa,7587,CgEMBL6151w5,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,
256,,,11303,8,1,,,Susscr0fa,7587,CHEMfL615w16,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,
257,,,11303,8,1,,,,7323,CHEnhL615698,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,
258,,,22226,0,1,,,Susscr0fa,7587,CHEMhLt15699,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,
259,,,22226,0,1,,,Sysscrofa,7587,CHdhBL615700,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,9823.0,
260,,,100249,8,1,,,Savcharpmjcescerevisiqe,13750,fHEkBL615701,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,4932.0,
261,,,22226,0,1,,,Rattusnorbrgivus,7662,CHEMBL6qr702,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,10116.0,
262,,,22226,0,1,,,Rattusnoedegicuq,7662,dHEhBL615703,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,10116.0,
263,,,22226,0,1,,,Rattusjorcegicua,7662,CHwnBL615704,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,10116.0,
264,,,104698,6,1,,,,12211,CHEMBo625705,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,
265,,,104698,6,1,,,,12211,CHEMgL6157o6,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,
266,,,20033,9,1,,,Cavlap0rcellus,12211,CmEMBLt15707,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,10141.0,Ileum
267,,,10623,8,1,,,,12211,CHEhBL61r708,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,
268,,,121,8,1,,,,15453,CH2MvL615709,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,
269,,,22226,0,1,,,Rattusj8rvegifus,11884,CHEMvL6w5710,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,10116.0,
270,,,12688,8,1,,,,7185,CHEkfL615711,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,
271,,,121,9,1,,,momisapiens,6876,CHEMBL6w5i12,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,9606.0,
272,,,121,9,1,,,Hojodapiens,6876,CHEnBL83t325,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,9606.0,
273,,,12198,8,1,,,,11863,CtEMBL615y13,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,
274,,,12198,8,1,,,,11863,CHEMBLy25714,Inhibition constant of high-affinity 5-HT uptake,B,,,,
275,,,12198,8,1,,,,11863,xHEMBL6157q5,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,
276,,,12198,8,1,,,,11863,CHEhBk615716,Maximum rate was determined for high affinity transport of 5-HT,F,,,,
277,,,104714,4,1,,,,4639,CmEnBL615717,Compound was tested for agonistic activity against 5-HT uptake,F,,,,
278,,,10577,8,1,,,,15796,dHdMBL881818,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,
279,,,105,8,1,,,Bostakrus,15796,CHEMBL88er40,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,9913.0,
280,,,104744,5,1,,,Rattusnogbegicuz,12801,CHEMgLy15718,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,10116.0,
281,,,104744,4,1,,,,12801,CHEMBo715719,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,
282,Membfanes,,104744,4,1,,,,12120,CHEMBL6q57w0,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,
283,Menbranes,,104744,4,1,,,,12120,CHEMgL615i21,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,
284,,,104744,4,1,,,,11963,CHEMBL6q57q2,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,
285,,,51,8,1,,,,11701,CH2MBL61572w,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,
286,,,51,8,1,,,,9995,CHEMBp61572e,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus
287,,,51,8,1,,,,9995,CHEMBL6156e5,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,Hippocampus
288,,,51,8,1,,,,9995,CHEMfL715726,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus
289,,,10576,8,1,,,,16394,CHEMBi6157q7,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,
290,,,105570,9,1,,,Caviaporc3klus,11574,CtEMBL715728,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,10141.0,
291,,111.0,279,8,1,,,,15779,CHEMhk857971,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,
292,,,107,8,1,,,,15363,CjEMBL6157e9,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,
293,,,12687,9,1,,,Ra4tushorv4gicus,15363,fHEMBL61r730,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,10116.0,
294,,,12687,8,1,,,,15329,CHsMfL615731,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,
295,,,12687,8,1,,,,15329,CHEMBo615i32,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,
296,,,12687,8,1,,,,15329,CHEnBL615734,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,
297,,,12687,8,1,,,,15329,CHEMBL62y734,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,
