Fiscal year,Branch name,Gender equality (marker),Organisation type,ICT as a tool for development (marker),Urban issues (marker),Bilateral aid (international marker),Section name,Division ID,Division name,Organisation name,Climate change mitigation (marker),Organisation ID,IRTC percent,Project number,CountryRegion percent,FSTC percent,Fund centre ID,Amount spent,Untied amount(Project-level budget),Branch ID,Continent name,Indigenous issues (marker),CIDA business delivery model (old),Children issues (marker),Status,Maximum CIDA contribution (project-level),Section ID,Regional program (marker),Fund centre name,CFLI (marker),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,72.003,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,154.7112,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,57.6024,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,38.6778,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,14.4006,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,1547.112,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,576.024,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,193.389,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,72.003,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,154.7112,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,57.6024,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,38.6778,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,14.4006,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,1547.112,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,576.024,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,193.389,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,72.003,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,154.7112,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,57.6024,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,38.6778,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,14.4006,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A020910001,0.3,1.0,4422,1547.112,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Uncoded,0,0,1,South America,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A020910001,0.3,1.0,4422,576.024,0.0,B4400,America,0,Responsive,1,Closed,1488850.78,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,1,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Centre for Nursing Studies,0,1005645,0.0,A020910017,1.0,1.0,4422,73790.0,0.0,B4400,America,0,Responsive,0,Closed,861997.0,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,NGM Americas,1,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Centre for Nursing Studies,0,1005645,0.0,A020910017,1.0,1.0,4422,29516.0,0.0,B4400,America,0,Responsive,0,Closed,861997.0,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,NGM Americas,1,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Centre for Nursing Studies,0,1005645,0.0,A020910017,1.0,1.0,4422,73790.0,0.0,B4400,America,0,Responsive,0,Closed,861997.0,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,NGM Americas,1,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Centre for Nursing Studies,0,1005645,0.0,A020910017,1.0,1.0,4422,118064.0,0.0,B4400,America,0,Responsive,0,Closed,861997.0,S4413,1,*Southern Cone,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,NGM Americas,2,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Barreau du Qu�bec,0,1003044,0.0,A020910018,1.0,1.0,4416,95109.75,329838.0,B4400,America,0,Responsive,0,Closed,329838.0,S4413,0,Bolivia,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,2,Canadian Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Barreau du Qu�bec,0,1003044,0.0,A020910018,1.0,1.0,4416,31703.25,329838.0,B4400,America,0,Responsive,0,Closed,329838.0,S4413,0,Bolivia,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,University of New Brunswick,0,1000510,0.0,A020911008,1.0,1.0,4418,114314.0,0.0,B4400,America,0,Responsive,0,Closed,2531353.0,S4413,0,Brazil,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,University of New Brunswick,0,1000510,0.0,A020911008,1.0,1.0,4418,22862.8,0.0,B4400,America,0,Responsive,0,Closed,2531353.0,S4413,0,Brazil,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,University of New Brunswick,0,1000510,0.0,A020911008,1.0,1.0,4418,91451.2,0.0,B4400,America,0,Responsive,0,Closed,2531353.0,S4413,0,Brazil,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,2,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Ryerson International Development Centre,0,1000356,0.0,A020911009,1.0,1.0,4418,34455.201,0.0,B4400,America,0,Responsive,0,Closed,1713817.92,S4413,0,Brazil,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,2,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Ryerson International Development Centre,0,1000356,0.0,A020911009,1.0,1.0,4418,45940.268,0.0,B4400,America,0,Responsive,0,Closed,1713817.92,S4413,0,Brazil,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,2,Canadian Non-Profit Making,1,0,1,South America,D4400,NDD Americas Programming,Ryerson International Development Centre,0,1000356,0.0,A020911009,1.0,1.0,4418,34455.201,0.0,B4400,America,0,Responsive,0,Closed,1713817.92,S4413,0,Brazil,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,2,Canadian Non-Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,Soci�t� de coop�ration pour le d�veloppement international,0,1000282,0.0,A020982001,1.0,1.0,4298,189293.25600000002,4899012.2,B4200,Africa,0,Directive,0,Closed,4899012.2,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,2,Canadian Non-Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,Soci�t� de coop�ration pour le d�veloppement international,0,1000282,0.0,A020982001,1.0,1.0,4298,126195.504,4899012.2,B4200,Africa,0,Directive,0,Closed,4899012.2,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,OGM Asia Pacific,1,Canadian Non-Profit Making,0,0,1,Bangladesh Section,D4100,OAD Asia Programming,Commonwealth Judicial Education Institute,0,1001114,0.0,A021170001,1.0,1.0,4122,1295.0,17121139.37,B4100,Asia,0,Directive,1,Closed,17121139.37,S4122,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,OGM Asia Pacific,1,Canadian Profit Making,0,0,1,Bangladesh Section,D4100,OAD Asia Programming,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,1009240,0.0,A021170001,1.0,1.0,4122,815612.94,17121139.37,B4100,Asia,0,Directive,1,Closed,17121139.37,S4122,0,Bangladesh,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,1,Canadian Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A021224002,1.0,1.0,4298,2197.7129999999997,246397.97,B4200,Africa,0,Directive,0,Closed,246397.97,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,1,Canadian Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A021224002,1.0,1.0,4298,2197.7129999999997,246397.97,B4200,Africa,0,Directive,0,Closed,246397.97,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,1,Canadian Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A021224002,1.0,1.0,4298,2930.284,246397.97,B4200,Africa,0,Directive,0,Closed,246397.97,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,OGM Asia Pacific,1,Canadian Profit Making,0,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,OAD Asia Programming,Agriteam Canada,0,1000601,0.0,A021236001,1.0,1.0,4124,701241.285,6566164.53,B4100,Asia,0,Directive,0,Closed,6566164.53,S4141,0,Pakistan,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,OGM Asia Pacific,1,Canadian Profit Making,0,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,OAD Asia Programming,The Universalia Management Group Inc.,0,1004565,0.0,A021236001,1.0,1.0,4124,13194.325,6566164.53,B4100,Asia,0,Directive,0,Closed,6566164.53,S4141,0,Pakistan,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,OGM Asia Pacific,1,Canadian Profit Making,0,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,OAD Asia Programming,Agriteam Canada,0,1000601,0.0,A021236001,1.0,1.0,4124,701241.285,6566164.53,B4100,Asia,0,Directive,0,Closed,6566164.53,S4141,0,Pakistan,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,OGM Asia Pacific,1,Canadian Profit Making,0,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,OAD Asia Programming,The Universalia Management Group Inc.,0,1004565,0.0,A021236001,1.0,1.0,4124,13194.325,6566164.53,B4100,Asia,0,Directive,0,Closed,6566164.53,S4141,0,Pakistan,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,NGM Americas,1,Foreign Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,1013670,0.0,A021314PRE,1.0,1.0,4416,13714.68,0.0,B4400,America,0,Directive,0,Closed,273083.86,S4413,0,Bolivia,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,1,Foreign Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,1013670,0.0,A021314PRE,1.0,1.0,4416,13714.68,0.0,B4400,America,0,Directive,0,Closed,273083.86,S4413,0,Bolivia,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,NGM Americas,1,Foreign Non-Profit Making,0,0,1,South America,D4400,NDD Americas Programming,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,1013670,0.0,A021314PRE,1.0,1.0,4416,6857.34,0.0,B4400,America,0,Directive,0,Closed,273083.86,S4413,0,Bolivia,0,Uncoded: Pre-APP,Not PBA,1,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,0,0,1,"Ethiopia, PanAfrica, SubRegional",D4270,WED Southern & Eastern Africa,CARE Canada,0,1000517,0.0,A021334002,1.0,1.0,4246,4329.733,611160.56,B4200,Africa,0,Directive,0,Terminating,611160.56,S4227,1,PanAfrica,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,0,0,1,"Ethiopia, PanAfrica, SubRegional",D4270,WED Southern & Eastern Africa,Project Services International Inc.,0,1000932,0.0,A021334002,1.0,1.0,4246,2565.288,611160.56,B4200,Africa,0,Directive,0,Terminating,611160.56,S4227,1,PanAfrica,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,0,0,1,"Ethiopia, PanAfrica, SubRegional",D4270,WED Southern & Eastern Africa,CARE Canada,0,1000517,0.0,A021334002,1.0,1.0,4246,25978.397999999997,611160.56,B4200,Africa,0,Directive,0,Terminating,611160.56,S4227,1,PanAfrica,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,0,0,1,"Ethiopia, PanAfrica, SubRegional",D4270,WED Southern & Eastern Africa,Project Services International Inc.,0,1000932,0.0,A021334002,1.0,1.0,4246,15391.728000000001,611160.56,B4200,Africa,0,Directive,0,Terminating,611160.56,S4227,1,PanAfrica,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,0,0,1,"Ethiopia, PanAfrica, SubRegional",D4270,WED Southern & Eastern Africa,CARE Canada,0,1000517,0.0,A021334002,1.0,1.0,4246,12989.198999999999,611160.56,B4200,Africa,0,Directive,0,Terminating,611160.56,S4227,1,PanAfrica,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,0,0,1,"Ethiopia, PanAfrica, SubRegional",D4270,WED Southern & Eastern Africa,Project Services International Inc.,0,1000932,0.0,A021334002,1.0,1.0,4246,7695.8640000000005,611160.56,B4200,Africa,0,Directive,0,Terminating,611160.56,S4227,1,PanAfrica,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A021360001,0.02,1.0,4268,3966.9448,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,University of Windsor Finance Department,0,1009838,0.0,A021360001,0.02,1.0,4268,370.56699999999995,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A021360001,0.06,1.0,4268,11900.8344,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,University of Windsor Finance Department,0,1009838,0.0,A021360001,0.06,1.0,4268,1111.701,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A021360001,0.06,1.0,4268,11900.8344,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,University of Windsor Finance Department,0,1009838,0.0,A021360001,0.06,1.0,4268,1111.701,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A021360001,0.06,1.0,4268,11900.8344,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,University of Windsor Finance Department,0,1009838,0.0,A021360001,0.06,1.0,4268,1111.701,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A021360001,0.8,1.0,4268,158677.792,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",0,Canadian Non-Profit Making,0,0,1,West Bank Gaza & Palestinian Refugees,D3100,EDD Europe-Middle East Programming,University of Windsor Finance Department,0,1009838,0.0,A021360001,0.8,1.0,4268,14822.68,2694419.4,B3100,Asia,0,Directive,0,Closed,2694419.4,S4264,1,Middle East Peace Process,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,C�RAC Inc.,0,1000647,0.0,A021363001,1.0,1.0,4298,13252.456,8846131.41,B4200,Africa,0,Directive,0,Closed,8846131.41,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,0,0,1,Central Africa & Great Lakes Program,D4207,WWD West & Central Africa,Groupe Consultation CCISD et MIR,0,1009319,0.0,A021363001,1.0,1.0,4298,491765.76399999997,8846131.41,B4200,Africa,0,Directive,0,Closed,8846131.41,S4287,0,Democratic Republic of Congo,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
