Fiscal year,CountryRegion name,Organisation ID,Indigenous issues (marker),Branch name,Sector percent,Organisation type,Section ID,Children issues (marker),Project Browser country ID,Biodiversity (marker),Continent name,Sector ID,Organisation class,Division ID,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division name,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,South America,10050,0,NGM Americas,0.08,Canadian Non-Profit Making,S4413,1,CL,0,America,12220,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.08,Uncoded,S4413,1,CL,0,America,12220,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,10050,0,NGM Americas,0.02,Canadian Non-Profit Making,S4413,1,CL,0,America,13030,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.02,Uncoded,S4413,1,CL,0,America,13030,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,10050,0,NGM Americas,0.8,Canadian Non-Profit Making,S4413,1,CL,0,America,15110,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.8,Uncoded,S4413,1,CL,0,America,15110,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,10050,0,NGM Americas,0.1,Canadian Non-Profit Making,S4413,1,PY,0,America,11220,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.1,Uncoded,S4413,1,PY,0,America,11220,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,10050,0,NGM Americas,0.08,Canadian Non-Profit Making,S4413,1,PY,0,America,12220,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.08,Uncoded,S4413,1,PY,0,America,12220,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,10050,0,NGM Americas,0.02,Canadian Non-Profit Making,S4413,1,PY,0,America,13030,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.02,Uncoded,S4413,1,PY,0,America,13030,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,10050,0,NGM Americas,0.8,Canadian Non-Profit Making,S4413,1,PY,0,America,15110,Governmental,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,South America,Information not available,0,NGM Americas,0.8,Uncoded,S4413,1,PY,0,America,15110,Unknown,D4400,A020910001,Closed,1488850.78,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Paraguay,1005645,0,NGM Americas,0.25,Canadian Non-Profit Making,S4413,0,PY,0,America,12110,Civil Society,D4400,A020910017,Closed,861997.0,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Paraguay,1005645,0,NGM Americas,0.1,Canadian Non-Profit Making,S4413,0,PY,0,America,12181,Civil Society,D4400,A020910017,Closed,861997.0,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Paraguay,1005645,0,NGM Americas,0.25,Canadian Non-Profit Making,S4413,0,PY,0,America,12230,Civil Society,D4400,A020910017,Closed,861997.0,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Paraguay,1005645,0,NGM Americas,0.4,Canadian Non-Profit Making,S4413,0,PY,0,America,12281,Civil Society,D4400,A020910017,Closed,861997.0,B4400,NDD Americas Programming,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bolivia,1003044,0,NGM Americas,0.75,Canadian Non-Profit Making,S4413,0,BO,0,America,15130,Civil Society,D4400,A020910018,Closed,329838.0,B4400,NDD Americas Programming,South America,0,4416,Bolivia,329838.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bolivia,1003044,0,NGM Americas,0.25,Canadian Non-Profit Making,S4413,0,BO,0,America,15160,Civil Society,D4400,A020910018,Closed,329838.0,B4400,NDD Americas Programming,South America,0,4416,Bolivia,329838.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,1000510,0,NGM Americas,0.5,Canadian Non-Profit Making,S4413,0,BR,0,America,15110,Civil Society,D4400,A020911008,Closed,2531353.0,B4400,NDD Americas Programming,South America,0,4418,Brazil,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Brazil,1000510,0,NGM Americas,0.1,Canadian Non-Profit Making,S4413,0,BR,0,America,15153,Civil Society,D4400,A020911008,Closed,2531353.0,B4400,NDD Americas Programming,South America,0,4418,Brazil,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Brazil,1000510,0,NGM Americas,0.4,Canadian Non-Profit Making,S4413,0,BR,0,America,41010,Civil Society,D4400,A020911008,Closed,2531353.0,B4400,NDD Americas Programming,South America,0,4418,Brazil,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Brazil,1000356,0,NGM Americas,0.3,Canadian Non-Profit Making,S4413,0,BR,0,America,12281,Civil Society,D4400,A020911009,Closed,1713817.92,B4400,NDD Americas Programming,South America,0,4418,Brazil,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,1000356,0,NGM Americas,0.4,Canadian Non-Profit Making,S4413,0,BR,0,America,25010,Civil Society,D4400,A020911009,Closed,1713817.92,B4400,NDD Americas Programming,South America,0,4418,Brazil,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,1000356,0,NGM Americas,0.3,Canadian Non-Profit Making,S4413,0,BR,0,America,32130,Civil Society,D4400,A020911009,Closed,1713817.92,B4400,NDD Americas Programming,South America,0,4418,Brazil,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000282,0,WGM Sub-Saharan Africa,0.6,Canadian Non-Profit Making,S4287,0,CD,0,Africa,15150,Civil Society,D4207,A020982001,Closed,4899012.2,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000282,0,WGM Sub-Saharan Africa,0.4,Canadian Non-Profit Making,S4287,0,CD,0,Africa,24040,Civil Society,D4207,A020982001,Closed,4899012.2,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bangladesh,1001114,0,OGM Asia Pacific,1.0,Canadian Non-Profit Making,S4122,1,BD,0,Asia,15130,Civil Society,D4100,A021170001,Closed,17121139.37,B4100,OAD Asia Programming,Bangladesh Section,0,4122,Bangladesh,17121139.37,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bangladesh,1009240,0,OGM Asia Pacific,1.0,Canadian Profit Making,S4122,1,BD,0,Asia,15130,Civil Society,D4100,A021170001,Closed,17121139.37,B4100,OAD Asia Programming,Bangladesh Section,0,4122,Bangladesh,17121139.37,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",Information not available,0,WGM Sub-Saharan Africa,0.3,Canadian Profit Making,S4287,0,CD,0,Africa,15110,Individual,D4207,A021224002,Closed,246397.97,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",Information not available,0,WGM Sub-Saharan Africa,0.3,Canadian Profit Making,S4287,0,CD,0,Africa,15150,Individual,D4207,A021224002,Closed,246397.97,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",Information not available,0,WGM Sub-Saharan Africa,0.4,Canadian Profit Making,S4287,0,CD,0,Africa,24040,Individual,D4207,A021224002,Closed,246397.97,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,1000601,0,OGM Asia Pacific,0.5,Canadian Profit Making,S4141,0,PK,0,Asia,12110,Civil Society,D4100,A021236001,Closed,6566164.53,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,1004565,0,OGM Asia Pacific,0.5,Canadian Profit Making,S4141,0,PK,0,Asia,12110,Civil Society,D4100,A021236001,Closed,6566164.53,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,1000601,0,OGM Asia Pacific,0.5,Canadian Profit Making,S4141,0,PK,0,Asia,12281,Civil Society,D4100,A021236001,Closed,6566164.53,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,1004565,0,OGM Asia Pacific,0.5,Canadian Profit Making,S4141,0,PK,0,Asia,12281,Civil Society,D4100,A021236001,Closed,6566164.53,B4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bolivia,1013670,0,NGM Americas,0.4,Foreign Non-Profit Making,S4413,0,BO,0,America,11420,Civil Society,D4400,A021314PRE,Closed,273083.86,B4400,NDD Americas Programming,South America,0,4416,Bolivia,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Bolivia,1013670,0,NGM Americas,0.4,Foreign Non-Profit Making,S4413,0,BO,0,America,32262,Civil Society,D4400,A021314PRE,Closed,273083.86,B4400,NDD Americas Programming,South America,0,4416,Bolivia,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Bolivia,1013670,0,NGM Americas,0.2,Foreign Non-Profit Making,S4413,0,BO,0,America,41081,Civil Society,D4400,A021314PRE,Closed,273083.86,B4400,NDD Americas Programming,South America,0,4416,Bolivia,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1000517,0,WGM Sub-Saharan Africa,0.1,Canadian Non-Profit Making,S4227,0,X1,0,Africa,15150,Civil Society,D4270,A021334002,Terminating,611160.56,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000932,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4227,0,X1,0,Africa,15150,Civil Society,D4270,A021334002,Terminating,611160.56,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000517,0,WGM Sub-Saharan Africa,0.6,Canadian Non-Profit Making,S4227,0,X1,0,Africa,22010,Civil Society,D4270,A021334002,Terminating,611160.56,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000932,0,WGM Sub-Saharan Africa,0.6,Canadian Profit Making,S4227,0,X1,0,Africa,22010,Civil Society,D4270,A021334002,Terminating,611160.56,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000517,0,WGM Sub-Saharan Africa,0.3,Canadian Non-Profit Making,S4227,0,X1,0,Africa,23210,Civil Society,D4270,A021334002,Terminating,611160.56,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1000932,0,WGM Sub-Saharan Africa,0.3,Canadian Profit Making,S4227,0,X1,0,Africa,23210,Civil Society,D4270,A021334002,Terminating,611160.56,B4200,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,10050,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,YE,0,Asia,15150,Governmental,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,1009838,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,YE,0,Asia,15150,Civil Society,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,10050,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,JO,0,Asia,15150,Governmental,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,1009838,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,JO,0,Asia,15150,Civil Society,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,10050,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,LB,0,Asia,15150,Governmental,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,1009838,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,LB,0,Asia,15150,Civil Society,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,10050,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,SY,0,Asia,15150,Governmental,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,1009838,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,SY,0,Asia,15150,Civil Society,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,10050,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,PS,0,Asia,15150,Governmental,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Asia,1009838,0,"EGM Europe, Middle East and Maghreb",1.0,Canadian Non-Profit Making,S4264,0,PS,0,Asia,15150,Civil Society,D3100,A021360001,Closed,2694419.4,B3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000647,0,WGM Sub-Saharan Africa,0.4,Canadian Profit Making,S4287,0,CD,0,Africa,12220,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1009319,0,WGM Sub-Saharan Africa,0.4,Canadian Profit Making,S4287,0,CD,0,Africa,12220,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000647,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,12230,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1009319,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,12230,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000647,0,WGM Sub-Saharan Africa,0.2,Canadian Profit Making,S4287,0,CD,0,Africa,12250,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1009319,0,WGM Sub-Saharan Africa,0.2,Canadian Profit Making,S4287,0,CD,0,Africa,12250,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000647,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,12281,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1009319,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,12281,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000647,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,14031,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1009319,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,14031,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1000647,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,14032,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1009319,0,WGM Sub-Saharan Africa,0.1,Canadian Profit Making,S4287,0,CD,0,Africa,14032,Civil Society,D4207,A021363001,Closed,8846131.41,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1012369,0,WGM Sub-Saharan Africa,0.4,Canadian Profit Making,S4287,0,CD,0,Africa,12220,Civil Society,D4207,A021367002,Closed,320562.14,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",Information not available,0,WGM Sub-Saharan Africa,0.4,Canadian Profit Making,S4287,0,CD,0,Africa,12220,Individual,D4207,A021367002,Closed,320562.14,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,"Congo, Dem Rep.",1012369,0,WGM Sub-Saharan Africa,0.2,Canadian Profit Making,S4287,0,CD,0,Africa,12240,Civil Society,D4207,A021367002,Closed,320562.14,B4200,WWD West & Central Africa,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
