assay_type,assay_cell_type,cell_id,assay_test_type,assay_category,tissue_id,assay_strain,confidence_score,assay_tax_id,tid,src_id,curated_by,src_assay_id,variant_id,assay_id,assay_subcellular_fraction,doc_id,relationship_type,chembl_id,bao_format,assay_tissue,description,assay_organism
F,,,,,,,8,,19640,1,Autocuration,,,139,,10543,H,CHEMBL615362,BAO_0000019,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,
F,,,,,,,8,,19640,1,Expert,,,140,,10543,H,CHEMBL615363,BAO_0000019,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,
B,,,,,,,8,,19640,1,Autocuration,,,141,,10543,H,CHEMBL615364,BAO_0000357,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,
F,,,,,,,8,,19640,1,Expert,,,142,,10543,H,CHEMBL615365,BAO_0000019,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,
F,P338,524.0,,,,,1,10090.0,80360,1,Intermediate,,,143,,11365,N,CHEMBL615366,BAO_0000219,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,Mus musculus
F,P338,524.0,,,,,1,10090.0,80360,1,Intermediate,,,144,,11365,N,CHEMBL615367,BAO_0000219,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,Mus musculus
F,PBL,554.0,,,,,1,9606.0,80384,1,Intermediate,,,145,,11803,N,CHEMBL615368,BAO_0000219,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,Homo sapiens
F,,,,,,,0,9940.0,22226,1,Autocuration,,,146,,11803,U,CHEMBL615369,BAO_0000019,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,Ovis aries
F,,,,,,,0,9940.0,22226,1,Autocuration,,,147,,11803,U,CHEMBL615370,BAO_0000019,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,Ovis aries
B,,,,,,,8,,191,1,Autocuration,,,148,,12278,H,CHEMBL615673,BAO_0000357,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),
F,,,,,,,0,9606.0,22226,1,Autocuration,,,149,,8249,U,CHEMBL615674,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,Homo sapiens
F,,,,,,,0,9606.0,22226,1,Autocuration,,,150,,8249,U,CHEMBL615675,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,Homo sapiens
F,CCRF-CEM,635.0,,,,,0,9606.0,22226,1,Autocuration,,,151,,8249,U,CHEMBL615676,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,Homo sapiens
F,CCRF-CEM,635.0,,,,,0,9606.0,22226,1,Autocuration,,,152,,8249,U,CHEMBL615677,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,Homo sapiens
F,CCRF-CEM,635.0,,,,,0,9606.0,22226,1,Autocuration,,,153,,8249,U,CHEMBL615678,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,Homo sapiens
F,CCRF-CEM,635.0,,,,,0,9606.0,22226,1,Autocuration,,,154,,8249,U,CHEMBL615679,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,Homo sapiens
F,,,,,,,0,9606.0,22226,1,Autocuration,,,155,,8249,U,CHEMBL615680,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,Homo sapiens
F,,,,,,,0,9606.0,22226,1,Autocuration,,,156,,8249,U,CHEMBL615681,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,Homo sapiens
B,,,,,,,6,,104290,1,Autocuration,,,157,,16992,H,CHEMBL857972,BAO_0000249,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,
F,,,,,,,1,1314.0,50264,1,Intermediate,,,158,,10543,N,CHEMBL857899,BAO_0000218,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,Streptococcus pyogenes
F,,,,,,,1,10335.0,50527,1,Intermediate,,,159,,17833,N,CHEMBL615371,BAO_0000218,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),Human herpesvirus 3
F,HEL,468.0,,,,,1,10335.0,50527,1,Expert,,,160,,17290,N,CHEMBL615372,BAO_0000218,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,vericilla zoster virus
F,,,,,,,1,10335.0,50527,1,Intermediate,,,161,,17290,N,CHEMBL615373,BAO_0000218,,Antiviral activity against 07/1 strain of VZV; ND: No data,vericilla zoster virus
F,,,,,,,1,10335.0,50527,1,Intermediate,,,162,,17290,N,CHEMBL615374,BAO_0000218,,Antiviral activity against 07/1 strain of VZV; ND=No data,vericilla zoster virus
F,,,,,,,1,561.0,50145,1,Intermediate,,,163,,10932,N,CHEMBL615375,BAO_0000218,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",escherichia cloac
B,,,,,,,0,,22226,1,Autocuration,,,164,,9707,U,CHEMBL615376,BAO_0000019,,Ratio of Ki at A2 to Ki at A1 receptors,
B,,,,,,,8,5476.0,11143,1,Expert,,,165,,2346,H,CHEMBL615377,BAO_0000249,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",Candida albicans
B,,,,,,,8,284593.0,18077,1,Expert,,,166,,2205,H,CHEMBL615378,BAO_0000357,,"Inhibition of 1,3-beta-glucan synthase",Candida glabrata CBS 138
F,1-87 tumor cell line,832.0,,,,,1,9606.0,80609,1,Intermediate,,,167,,11900,N,CHEMBL615379,BAO_0000219,,Inhibition of growth of 1-87 human tumor cell line,Homo sapiens
B,,,,,,,9,10116.0,12166,1,Expert,,,168,,14864,D,CHEMBL615380,BAO_0000219,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,Rattus norvegicus
B,,,,,,,9,3847.0,100171,1,Autocuration,,,169,,16474,D,CHEMBL615381,BAO_0000357,,Inhibitory activity against soybean 1-lipoxygenase (SLO),Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,170,,16474,D,CHEMBL615382,BAO_0000357,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,171,,16474,D,CHEMBL615383,BAO_0000357,,% inhibition against soybean 1-lipoxygenase (SLO),Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,172,,16474,D,CHEMBL615384,BAO_0000357,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,173,,3094,D,CHEMBL615385,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,174,,3094,D,CHEMBL615386,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,175,,3094,D,CHEMBL615387,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,176,,3094,D,CHEMBL615388,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,177,,3094,D,CHEMBL615214,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,178,,3094,D,CHEMBL827087,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,179,,3094,D,CHEMBL615215,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,180,,3094,D,CHEMBL615216,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,181,,3094,D,CHEMBL615217,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,182,,3094,D,CHEMBL615218,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,Glycine max
B,,,,,,,9,3847.0,100171,1,Autocuration,,,183,,3094,D,CHEMBL615219,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,Glycine max
B,,,,,,,0,10090.0,22226,1,Autocuration,,,184,,10413,U,CHEMBL615220,BAO_0000019,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,Mus musculus
F,C3H 10T1/2,294.0,,,,,1,10090.0,80049,1,Intermediate,,,185,,16929,N,CHEMBL615221,BAO_0000219,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),Mus musculus
F,,,,,,,0,,22226,1,Intermediate,,,186,,1229,U,CHEMBL615222,BAO_0000019,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,
B,,,,,,,8,,11489,1,Autocuration,,,187,,16587,H,CHEMBL615223,BAO_0000357,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),
B,,,,,,,8,,11862,1,Autocuration,,,188,,16587,H,CHEMBL615224,BAO_0000357,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),
B,,,,,,,8,,11862,1,Autocuration,,,189,,16587,H,CHEMBL615225,BAO_0000357,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,
B,,,,,,,8,,11489,1,Autocuration,,,190,,16587,H,CHEMBL615226,BAO_0000357,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,
B,,,,,,,8,,11862,1,Autocuration,,,191,,16587,H,CHEMBL615227,BAO_0000357,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,
F,,,,,,,9,9913.0,12347,1,Expert,,,192,,8058,D,CHEMBL615228,BAO_0000019,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,Bos taurus
B,,,,,,,9,10116.0,100120,1,Expert,,,193,,9065,D,CHEMBL615229,BAO_0000357,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,Rattus norvegicus
B,,,,,2369.0,,9,10116.0,100120,1,Expert,,,194,,8865,D,CHEMBL615230,BAO_0000357,Adrenal gland,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Rattus norvegicus
B,,,,,,,9,10116.0,100120,1,Expert,,,195,,9066,D,CHEMBL615231,BAO_0000357,,Inhibition of rat adrenal 11-beta-hydroxylase,Rattus norvegicus
B,,,,,,,9,10116.0,100120,1,Expert,,,196,,8394,D,CHEMBL884520,BAO_0000357,,Inhibition of rat adrenal 11-beta-hydroxylase,Rattus norvegicus
B,,,,,,,9,10116.0,100120,1,Expert,,,197,,8394,D,CHEMBL615232,BAO_0000357,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,Rattus norvegicus
B,,,,,,,8,,10328,1,Autocuration,,,198,,6431,H,CHEMBL615233,BAO_0000019,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,
B,,,,,,,8,,11490,1,Autocuration,,,199,,6431,H,CHEMBL827088,BAO_0000357,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,
B,,,,,,,8,,11490,1,Autocuration,,,200,,6431,H,CHEMBL615234,BAO_0000357,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,
F,,,,,,,8,,11134,1,Autocuration,,,201,,9295,H,CHEMBL615235,BAO_0000019,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,
B,,,,,,,8,,12052,1,Autocuration,,,202,,10193,H,CHEMBL615236,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,
B,,,,,,,8,,11134,1,Autocuration,,,203,,13622,H,CHEMBL615237,BAO_0000019,,Compound was tested in vitro for inhibition of 12-LO human platelet,
F,,,,,,,8,,11134,1,Autocuration,,,204,,12079,H,CHEMBL615238,BAO_0000019,,Inhibitory concentration against human platelet 12-lipoxygenase,
B,,,,,,,8,,11134,1,Autocuration,,,205,,13622,H,CHEMBL615239,BAO_0000019,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,
F,,,,,,,9,9606.0,11134,1,Autocuration,,,206,,12079,D,CHEMBL615240,BAO_0000019,,Inhibitory concentration against human platelet 12-lipoxygenase,Homo sapiens
B,,,,,,,8,,11835,1,Expert,,,207,,13500,H,CHEMBL615241,BAO_0000019,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,
B,,,,,,,8,,11601,1,Expert,,,208,,13723,H,CHEMBL615242,BAO_0000357,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,
B,,,,,,,8,,11134,1,Autocuration,,,209,,16474,H,CHEMBL615243,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),
B,,,,,,,8,,11134,1,Autocuration,,,210,,1630,H,CHEMBL615244,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase,
B,,,,,,,8,,11134,1,Autocuration,,,211,,167,H,CHEMBL615245,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,
B,,,,,,,8,,11134,1,Autocuration,,,212,,16474,H,CHEMBL615246,BAO_0000019,,% inhibition against human platelet 12-lipoxygenase (12-HLO),
B,,,,,,,8,,11134,1,Autocuration,,,213,,167,H,CHEMBL615247,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,
B,,,,,,,8,,11134,1,Autocuration,,,214,,16474,H,CHEMBL615248,BAO_0000019,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,
B,,,,,,,8,,11601,1,Autocuration,,,215,,10091,H,CHEMBL615249,BAO_0000357,,Inhibitory activity towards porcine 12-lipoxygenase,
B,,,,,,,8,,11601,1,Autocuration,,,216,,11966,H,CHEMBL615250,BAO_0000357,,Tested for inhibition against porcine 12-LO,
B,,,,,,,8,,12052,1,Autocuration,,,217,,951,H,CHEMBL615251,BAO_0000019,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,
B,,,,,,,8,,12052,1,Autocuration,,,218,,10997,H,CHEMBL615252,BAO_0000019,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,
B,,,,,,,8,,12052,1,Expert,,,219,,10193,H,CHEMBL828340,BAO_0000019,,In vitro inhibition of rat platelet 12-lipoxygenase,
B,,,,,,,8,,12052,1,Autocuration,,,220,,10193,H,CHEMBL615253,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,
B,,,,,,,8,,12052,1,Autocuration,,,221,,10193,H,CHEMBL615254,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,
B,,,,,,,8,,12052,1,Autocuration,,,222,,10193,H,CHEMBL615255,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,
B,,,,,,,8,,12052,1,Autocuration,,,223,,10193,H,CHEMBL615256,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,
B,,,,,,,8,,12052,1,Autocuration,,,224,,10193,H,CHEMBL615257,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,
B,,,,,,,8,,12052,1,Autocuration,,,225,,11087,H,CHEMBL615258,BAO_0000019,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,
F,41M,621.0,,,,,1,9606.0,80007,1,Intermediate,,,226,,15569,N,CHEMBL615259,BAO_0000219,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,Homo sapiens
F,41M,621.0,,,,,1,9606.0,80007,1,Expert,,,227,,12989,N,CHEMBL615260,BAO_0000219,,In vitro antitumor activity against 41M cell line.,Homo sapiens
F,41M,621.0,,,,,1,9606.0,80007,1,Intermediate,,,228,,16745,N,CHEMBL615261,BAO_0000219,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,Homo sapiens
F,41M,621.0,,,,,1,9606.0,80007,1,Intermediate,,,229,,15569,N,CHEMBL615262,BAO_0000219,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,Homo sapiens
F,41M,621.0,,,,,1,9606.0,80007,1,Expert,,,230,,12989,N,CHEMBL615263,BAO_0000219,,In vitro antitumor activity against 41McisR cell line.,Homo sapiens
F,41M,621.0,,,,,1,9606.0,80007,1,Expert,,,231,,12989,N,CHEMBL838393,BAO_0000219,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,Homo sapiens
F,41M,621.0,,,,,1,9606.0,80007,1,Intermediate,,,232,,16745,N,CHEMBL615264,BAO_0000219,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,Homo sapiens
B,,,,,,,9,9606.0,84,1,Expert,,,233,,6210,D,CHEMBL615265,BAO_0000357,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),Homo sapiens
B,,,,,,,9,9606.0,68,1,Expert,,,234,,6210,D,CHEMBL615266,BAO_0000357,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Homo sapiens
B,,,,,,,8,,68,1,Expert,,,235,,6226,H,CHEMBL615267,BAO_0000357,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),
B,,,,,,,8,,10201,1,Expert,,,236,,17855,H,CHEMBL615268,BAO_0000357,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,
B,,,,,,,8,,10201,1,Expert,,,237,,17855,H,CHEMBL615269,BAO_0000357,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,
B,,,,,,,8,,10201,1,Expert,,,238,,17855,H,CHEMBL615270,BAO_0000357,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,
B,,,,,,,8,,12220,1,Autocuration,,,239,,10413,H,CHEMBL615271,BAO_0000357,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",
B,,,,,,,8,562.0,11303,1,Autocuration,,,240,,10413,H,CHEMBL615272,BAO_0000357,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Escherichia coli
B,,,,,,,8,562.0,11303,1,Autocuration,,,241,,10413,H,CHEMBL615103,BAO_0000357,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Escherichia coli
B,,,,,,,8,562.0,11303,1,Autocuration,,,242,,10413,H,CHEMBL615104,BAO_0000357,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",Escherichia coli
B,,,,,,,8,,12220,1,Autocuration,,,243,,10413,H,CHEMBL615105,BAO_0000357,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",
B,,,,,,,8,,12220,1,Autocuration,,,244,,10413,H,CHEMBL872866,BAO_0000357,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",
B,,,,,,,8,9823.0,11303,1,Autocuration,,,245,,7587,H,CHEMBL615106,BAO_0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Sus scrofa
B,,,,,,,8,9823.0,11303,1,Autocuration,,,246,,7587,H,CHEMBL615107,BAO_0000019,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",Sus scrofa
B,,,,,,,8,9823.0,11303,1,Autocuration,,,247,,7587,H,CHEMBL615108,BAO_0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",Sus scrofa
B,,,,,,,8,9823.0,11303,1,Autocuration,,,248,,7587,H,CHEMBL615109,BAO_0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",Sus scrofa
