title,year,id,venue,authors
progressive evaluation of nested aggregate queries,2000,264,vldb j.,"cheng hian goh , beng chin ooi , kian-lee tan"
the incinerate data model,1995,265,acm trans . database syst .,h. v. jagadish
semantic interoperability in global information systems : a brief introduction to the research area and the special section,1999,266,sigmod record,"amit p. sheth , aris m. ouksel"
lambda-db : an odmg-based object-oriented dbms,2000,267,sigmod conference,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan"
data access for the masses through ole db,1996,268,sigmod conference,josé a. blakeley
integration of spatial join algorithms for processing multiple inputs,1999,269,sigmod conference,"nikos mamoulis , dimitris papadias"
report on the mobile search workshop at www 2002,2002,270,sigmod record,"bay-wei chang , yoëlle s. maarek , aya soffer"
spatial hash-joins,1996,271,sigmod conference,"ming-ling lo , chinya v. ravishankar"
the tv-tree : an index structure for high-dimensional data,1994,272,vldb j.,"king-ip lin , h. v. jagadish , christos faloutsos"
cumulative updates,1994,273,vldb,"beat wüthrich , suryanarayana m. sripada"
report on the 17th brazilian symposium on database systems ( sbbd 2002 ),2003,274,sigmod record,"nina edelweiss , ana carolina salgado"
accessibility of the database literature,2001,275,sigmod record,richard t. snodgrass
too much middleware,2002,276,sigmod record,michael stonebraker
will database researchers have any role in data security ? ( panel abstract ),2001,277,sigmod conference,arnon rosenthal
"50,000 users on an oracle8 universal server database",1998,278,sigmod conference,"ashok josji , tirthankar lahiri , amit jasuja , sumanta chatterjee"
approximate query translation across heterogeneous information sources,2000,279,vldb,"hector garcia-molina , kevin chen-chuan chang"
media360 workflow-implementing a workflow engine inside a database,2000,280,vldb,carsten blecken
statistical schema matching across web query interfaces,2003,281,sigmod conference,"bin he , kevin chen-chuan chang"
constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,1999,282,vldb j.,"jen-wen ding , yueh-min huang , shiao-li tsao"
cache investment : integrating query optimization and distributed data placement,2000,283,acm trans . database syst .,"donald kossmann , gerhard drasch , michael j. franklin"
editor 's notes,1997,284,sigmod record,michael j. franklin
information director 's message,1998,285,sigmod record,alberto o. mendelzon
continuous queries over data streams,2001,286,sigmod record,"jennifer widom , shivnath babu"
converting relational to object-oriented databases,1997,287,sigmod record,joseph fong
enhancing database correctness : a statistical approach,1995,288,sigmod conference,"wen-chi hou , zhongyang zhang"
constructing the next 100 database management systems,1994,289,sigmod record,"andreas geppert , klaus r. dittrich"
efficient computation of iceberg cubes with complex measures,2001,290,sigmod conference,"guozhu dong , jian pei , jiawei han , ke wang"
a fast index for semistructured data,2001,291,vldb,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon"
a monte carlo algorithm for fast projective clustering,2002,292,sigmod conference,"michael jones , pankaj k. agarwal , t. m. murali , cecilia magdalena procopiuc"
towards a database body of knowledge : a study from spain,2003,293,sigmod record,"mario piattini , francisco ruiz , coral calero"
bibfinder/statminer : effectively mining and using coverage and overlap statistics in data integration,2003,294,vldb,"subbarao kambhampati , zaiqing nie , thomas hernandez"
software as a service : asp and asp aggregation,2002,295,sigmod conference,christoph bussler
cheetah : a lightweight transaction server for plug-and-play internet data management,2000,296,vldb,"gustavo alonso , guy pardon"
dimacs summer school tutorial on new frontiers in data mining,2001,297,sigmod record,"nick koudas , dimitrios gunopulos"
principles of optimally placing data in tertiary storage libraries,1997,298,vldb,"fenia zioga , peter triantafillou , stavros christodoulakis"
flexible support for multiple access control policies,2001,299,acm trans . database syst .,"v. s. subrahmanian , sushil jajodia , pierangela samarati , maria luisa sapino"
aries/csa : a method for database recovery in client-server architectures,1994,300,sigmod conference,"c. mohan , inderpal narang"
providing better support for a class of decision support queries,1996,301,sigmod conference,"antonio badia , dirk van gucht , sudhir rao"
spatio-temporal retrieval with rasdaman,1999,302,vldb,"peter baumann , norbert widmann , roland ritsch , paula furtado , andreas dehmel"
"tcp-d - the challenges , issues and results",1996,303,sigmod record,ramesh bhashyam
reminiscences on influential papers,2001,304,sigmod record,"per-åke larson , luis gravano , stefano ceri , leonid libkin , tova milo , kenneth a. ross"
computing iceberg queries efficiently,1998,305,vldb,"hector garcia-molina , narayanan shivakumar , jeffrey d. ullman , rajeev motwani , min fang"
paradise : a database system for gis applications,1995,306,sigmod conference,paradise team
"very large databases : how large , how different ?",1995,307,vldb,david vaskevitch
automatic segmentation of text into structured records,2001,308,sigmod conference,"vinayak r. borkar , sunita sarawagi , kaustubh deshmukh"
xperanto : middleware for publishing object-relational data as xml documents,2000,309,vldb,"michael j. carey , subbu n. subramanian , eugene j. shekita , jerry kiernan , jayavel shanmugasundaram"
bit-sliced index arithmetic,2001,310,sigmod conference,"elizabeth j. o'neil , denis rinfret , patrick e. o'neil"
treasurer 's message,2001,311,sigmod record,joachim hammer
a hypertext query language for images,1994,312,sigmod record,li yang
the bucky object-relational benchmark ( experience paper ),1997,313,sigmod conference,"jeffrey f. naughton , michael j. carey , dhaval shah , johannes gehrke , mohammad asgarian , david j. dewitt , paul brown"
view management in multimedia databases,2000,314,vldb j.,"v. s. subrahmanian , eric lemar , k. selçuk candan"
"declarative data cleaning : language , model , and algorithms",2001,315,vldb,"daniela florescu , cristian-augustin saita , eric simon , dennis shasha , helena galhardas"
banks : browsing and keyword searching in relational databases,2002,316,vldb,"arvind hulgeri , gaurav bhalotia , soumen chakrabarti , parag , s. sudarshan , charuta nakhe , b. aditya"
garbage collection in object-oriented databases using transactional cyclic reference counting,1998,317,vldb j.,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri"
xpress : a queriable compression for xml data,2003,318,sigmod conference,"myung-jae park , jun-ki min , chin-wan chung"
a novel index supporting high volume data warehouse insertion,1999,319,vldb,"anindya datta , chris jermaine , edward omiecinski"
coloring away communication in parallel query optimization,1995,320,vldb,"rajeev motwani , waqar hasan"
sensor data mining : similarity search and pattern analysis,2002,321,vldb,christos faloutsos
privacy-preserving indexing of documents on the network,2003,322,vldb,"mayank bawa , rakesh agrawal , roberto j. bayardo jr."
serf : odmg-based generic re-structuring facility,1999,323,sigmod conference,"stacia de lima , li chen , ming li , s. weiner , chandrakant natarajan , elke a. rundensteiner , xin zhang , kajal t. claypool , jing jin"
multiview access protocols for large-scale replication,1998,324,acm trans . database syst .,"weimin du , xiangning liu , abdelsalam helal"
the case for enhanced abstract data types,1997,325,vldb,"raghu ramakrishnan , miron livny , praveen seshadri"
"probe , count , and classify : categorizing hidden web databases",2001,326,sigmod conference,"mehran sahami , panagiotis g. ipeirotis , luis gravano"
the role of integrity constraints in database interoperation,1996,327,vldb,"peter m. g. apers , mark w. w. vermeer"
m-tree : an efficient access method for similarity search in metric spaces,1997,328,vldb,"paolo ciaccia , pavel zezula , marco patella"
the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,1998,329,vldb j.,"james geller , ashish mehta , erich j. neuhold , yehoshua perl"
metadata standards for data warehousing : open information model vs. common warehouse metamodel,2000,330,sigmod record,"anca vaduva , thomas vetterli , martin staudt"
comprehension syntax,1994,331,sigmod record,"limsoon wong , dan suciu , val tannen , peter buneman , leonid libkin"
fast subsequence matching in time-series databases,1994,332,sigmod conference,"m. ranganathan , christos faloutsos , yannis manolopoulos"
querying structured text in an xml database,2003,333,sigmod conference,"h. v. jagadish , shurug al-khalifa , cong yu"
online scaling in a highly available database,2001,334,vldb,"svein erik bratsberg , rune humborstad"
approximate computation of multidimensional aggregates of sparse data using wavelets,1999,335,sigmod conference,"min wang , jeffrey scott vitter"
discovering web services : an overview,2001,336,vldb,vadim draluk
coordinating backup/recovery and data consistency between database and file systems,2002,337,sigmod conference,"c. mohan , inderpal narang , suparna bhattacharya , karen brannon , hui-i hsiao , mahadevan subramanian"
chair 's message,1997,338,sigmod record,richard t. snodgrass
an ultra highly available dbms,2000,339,vldb,"svein-olaf hvasshovd , svein erik bratsberg , øystein torbjørnsen"
progressive merge join : a generic and non-blocking sort-based join algorithm,2002,340,vldb,"jens-peter dittrich , peter widmayer , david scot taylor , bernhard seeger"
implementation of magic-sets in a relational database system,1994,341,sigmod conference,"inderpal singh mumick , hamid pirahesh"
managing multiple and distributed ontologies on the semantic web,2003,342,vldb j.,"boris motik , alexander maedche , ljiljana stojanovic"
outlier detection for high dimensional data,2001,343,sigmod conference,"charu c. aggarwal , philip s. yu"
energy-performance trade-offs for spatial access methods on memory-resident data,2002,344,vldb j.,"mahmut t. kandemir , ning an , mary jane irwin , anand sivasubramaniam , sudhanva gurumurthi , narayanan vijaykrishnan"
