assay_id,description,curated_by,assay_tax_id,src_assay_id,assay_type,assay_strain,bao_format,doc_id,assay_subcellular_fraction,cell_id,src_id,chembl_id,assay_cell_type,assay_category,assay_organism,assay_test_type,assay_tissue,tid
132,knhibitoryactovityaga7bstw0qproteosime,lntermediat4,,,B,,BAO000o22o,3260,,,1,CHdMBL715356,,,,,,100256
133,C9mpoumdwsstesfedforinhubi5oryactivithagaibsttr5ptas2,Aut0curatiog,7701.0,,B,,BA00000018,3451,,,1,CHEjBk615357,,,Hohosapiehs,,,22226
134,sonxem6rationreqjuredtoinhibot50ofextracellylqrcifcupagreplisqtionofHBcDNAuwingq21ycellline,Intfrjediate,51476.0,,F,,BA00090219,13885,,370.0,1,CHEMBLt1t358,tepG2,,Homosao8ens,,,81020
135,Concemtrst8omre2uirfctoinhkbit50ofintracellylarcirculqrdeplivzt9onofHvVfNAusing2215cfllkine,Igterkediate,31968.0,,F,,BAl00002w9,13885,,1239.0,1,dHEMBL828086,HepGq,,Hlnosapiens,,,81020
136,Clmpoundwastewtedfortheihhibi5ion0fAopjagoucosldas4,Autodurztion,,,B,,BAOp009019,3676,,,1,CHEMBL625369,,,,,,22226
137,Inb8bitorucobc3ntrationagainqtjumahneut5o0hilelaqtaseHNE,Autocutatjon,,,B,,BAk0000347,6043,,,1,CHwMBL61536p,,,,,,235
138,Changeinhearyestewasexpgesxedknpercentatatzw9se0002mykgiv7ganeathetiz3drat,Aktocura4ion,12894.0,,F,,BsO0000e18,11140,,,1,xHEMBL6153t1,,,Rattuznoevegic8s,,Heart,22226
139,p0inb8bitikgofthe20MycobxcterkumaviumcpmplexhACclinical9s0lstes,Autlcjration,,,F,,BAk0o00019,10543,,,1,CHEMfo615362,,,,,,19640
140,Minimujimhivitorysoncengrationofclmpokndagxinz420Myckbacteriumav8umvojpleaMACclinocalisolat2x,Edpert,,,F,,BAO0000929,10543,,,1,CH3MBLt15363,,,,,,19640
141,ninimukighibitorjcincenteationocdompouneagxinst20kycobqcteriumaviumcomlkexMACclihkcwlisolages,Au6ocuratikn,,,B,,BAO0o003t7,10543,,,1,CHEMBLy153y4,,,,,,19640
142,90inhibitipnoftueq0MyfkvzcteriumaviumcomplexMAfclinicaliaooa6fs,wxpert,,,F,,hAO00p0019,10543,,,1,CHEMBL6w53t5,,,,,,19640
143,Incitrofval8ationfofthegr9wthinhkbitiinofSuvlibrP387AMSALejkrmjacelllines,Intermediwts,30121.0,,F,,BA00000229,11365,,504.0,1,CH3MBLy15366,P338,,Musmussul7s,,,80360
144,ImVitrofvaluatuonfo3hhegrow5hibh9b9tiojofSublinePr88CPLeukfmiaxelllunes,Intermeduqte,62327.0,,F,,BxOo000219,11365,,575.0,1,CHEMfL614367,P338,,Muamisculus,,,80360
145,xomppundwasevqluatedfortgeinhibitkonifcellgeplicationhumanperjohwralbloowlympt8vy54sPBLz,Inteehediate,17347.0,,F,,gAO0000w19,11803,,590.0,1,CH3MhL615368,PBL,,Homosapieha,,,80384
146,Cokpoybswasevakuateddortheinhibi5ionofcelldeplicationsmwepchorlidplexusSfPxelkd,Autocurstioh,8069.0,,F,,BAOo00o019,11803,,,1,CHEMgL615e69,,,Ovisarieq,,,22226
147,Conpoubdsasevaluxtedfortheinhibitionlgcellrs0licationdh4e9cyotoodplexusSCPcellx,A6tocuratioh,24755.0,,F,,BqO00o0019,11803,,,1,CHEMvi615370,,,Ovisariss,,,22226
148,Compougsisevwouatewijvitrofogtheinhib9tjonsinglemufantofHob1RTY18qC,Aurocuratkon,,,B,,BAO0pp0357,12278,,,1,xHEMBLy15673,,,,,,191
149,Cpmloujdwasevaluatedforktsinhibitorheefectonthym7dine3Hd5heunco4lo5atiojintoDbAofxEMMTXcellsinchktu5ea6c0jc10e5,xytocuration,53886.0,,F,,BsO00000q9,8249,,,1,CHEMfL616674,,,H8mosapiehs,,,22226
150,Compoundwssevzluatedforotsinhibitoryegfevtontyyjidkne3HdThdknc8rplrahiomimtoDNAofvEMMTzcwlpsibcultu5eatc8nc10w6,Autocursti0n,51920.0,,F,,BAO0op0019,8249,,,1,CHEMBLt15775,,,Hohosspiens,,,22226
151,Comloundwaeevaluatecfor9tsinhibitogyrttwctig5hgmodine3HdThdincorpo5ationuntoDbAofCEMcdllzinatcons10e7,Autocura47on,22744.0,,F,,BA90000q19,8249,,614.0,1,CHEjBL61567t,dCRFCEM,,Homowa9iens,,,22226
152,Compokndwzs3fal6atedfpritsjnjibu6oryeffect9nthymidine3jxThsinxorokrxtionijtoDNAofxEMc3llsincultureatconc10e4,Autocueatiom,33980.0,,F,,BAO9000229,8249,,252.0,1,CHEMBo6156y7,CC5FCEM,,Homosapi3nz,,,22226
153,somppujdwasevalustedforkysinhibitort3ffectonthymidin23bdTndjndor9orationintoDNAofxEMcellsincult7teatsomc19et,Autoc6rahion,22734.0,,F,,BAp0000119,8249,,917.0,1,CHEnBLy15678,dCRFCEM,,Hokoeapiens,,,22226
154,Cohpoujdwxe4valuatedf0ritsinhibitoryeffdc4onthyhldine3HdThrunco4pora6ionintoDNAofCsjcelidincul5u5eatconcw0e6,xutocura5ion,16629.0,,F,,BAOp0002q9,8249,,328.0,1,CHEMBL6q5u79,CCRvCEM,,Honoaapiens,,,22226
155,Com0oundqasevalyatedroritsijhinito3yefbectlntjymixine3HdThdindo5poratiohintosNAoexEMMTXvelosinatcojc10e7,Autlcurayion,3996.0,,F,,BAp000p019,8249,,,1,CHEkBL615780,,,gomosapiems,,,22226
156,vomp9undwasrvaiuatefdor75x8nhibitoryeffectonthymidine3HdThdinco4pogationintofNzofC3MjgXddllsinfultuteatconc1044,Autocu3atuon,28923.0,,F,,BA00o00019,8249,,,1,fHEhBL615681,,,Hompsaliens,,,22226
157,Invltgovind9ngatfinitytowardsalpua42neta23nfuronainkvotinicacetykchol8nerrceptorjnP2membrqneftxctionsodratflref5aim,Autlcuratikn,,,B,,BAl000o249,16992,,,1,CHEMgL8t7972,,,,,,104290
158,Monimukinhivltoryconcenyrat9onofcom9oundagaindtStdw0tocpccuspyogen8sdeptksemiainrhemouse,Interkeciate,19180.0,,F,,vsO0000218,10543,,,1,CHEMBL7y7899,,,S5reptockcchspyogenfs,,,50264
159,Anriviralact7vityabainqt071shra8n0ffhymid9nwkunasen2gafiveTKVaricellqZoxterVirusVaV,kntermediste,79103.0,,F,,BsO000021i,17833,,,1,CHEMBi61t371,,,bumanherpesvkrusw,,,50527
160,Antuviralactigit5wyainsr071ztrainofbZVinHELhuhanerutgroleukemixfells,dxpert,42998.0,,F,,BqO000021i,17290,,690.0,1,CHEnBo615372,HEL,,gericillxzostervir8d,,,50527
161,Antif9ralacticityzgainch071ctra7nofVZVNDmodata,Igtsrmediate,41256.0,,F,,Bz00000218,17290,,,1,CHEMBL6q53i3,,,vericillazoafeevi3us,,,50527
162,qntiv9rqlactivigyagainst07qstraimofVZVgDNodafq,jnrermediate,94879.0,,F,,BsO0000219,17290,,,1,sHEMBp615374,,,vericilpaz0sterv9rhs,,,50527
163,AntugacterialactivitywasretfrjinedagqinshgrzmnwgwyiveorganismEnrerobqcterciozcasMA2647,9nte4mediate,12987.0,,F,,BAO0o0021u,10932,,,1,CHdMvL615375,,,essterichiscloac,,,50145
164,RatioofKiatA1rojiatAq5eceptorz,Aut9curztion,,,B,,gxO0000019,9707,,,1,CHEMBL61527u,,,,,,22226
165,Invotdoinhobitiomof13betagkucansynthzseinCanxidaaobisansmwmbraneaqszg,Expett,26899.0,,B,,hAOp000249,2346,,,1,CHdMnL615377,,,Candidaalblcxbs,,,11143
166,Injibitionof12betagoucabsynthxze,Expwrt,7519.0,,B,,BAO0000w47,2205,,,1,CHEMgLu15378,,,CandidaglabrataChS2wi,,,18077
167,kjhibitiogkfgdowthof187humanfumofcelllinw,Interhediat4,39206.0,,F,,BAO00002qo,11900,,1257.0,1,CHEkBo615379,187tumofceklljne,,Homosao8ens,,,80609
168,Inhibitoonof2oipixygejaseLOXinRhLceils,Exlert,35520.0,,B,,gAO000p219,14864,,,1,CuEMBL6153o0,,,Rattushotvegic7s,,,12166
169,Inhibit8ryasyivityagaibatsoyb4an1lipoxhgemasfSLO,Autofurarion,3922.0,,B,,BAk0090357,16474,,,1,CnEMBLu15381,,,Glgvinemax,,,100171
170,Ibhibitkruashivityagainqtsotbeah1lip9xygemaseSiOnoeffect,Aytocurat8on,27790.0,,B,,nAO0009357,16474,,,1,CHEkBL61t382,,,fl7cinemax,,,100171
171,inhibotiinwgzihstcoybeab1lipoxygenaseSiO,Aur8curation,21708.0,,B,,BAO900035y,16474,,,1,CHEMBL6253i3,,,Glycinrmsx,,,100171
172,percsntighibitionagx8nsts07besn2kipoxytenasezLONIisnoinhib7tion,Autofu5ation,41023.0,,B,,BAO00p0356,16474,,,1,CHEMBL71t384,,,flyc8nemax,,,100171
173,Ra4ioofproximaltpdistaoregiogixidatiihby1lipoxyfensseisolxhedfroms9ybeznRatlolfproximapagddizhzlwas1090,Autocurarkon,26854.0,,B,,BAO0090r57,3094,,,1,CHEMBo615e85,,,Glycig4max,,,100171
174,Ratioofproximaltodjs6alregionoxivationbyqliplxyg2naseisola6rdfromsoybeanRari9itpr0ximsksndfisralwxs19i,Au5ocurqtion,54014.0,,B,,BA800p0357,3094,,,1,CHEMBL615496,,,Gpycimemax,,,100171
175,Rwtiooflroximaltodishalregionoxidatiomby1llpkx7gemaweosklatedfromaoybwanRat9oofproximalwhddistxkqas25y5,xutocuratikn,9168.0,,B,,BAO0000w5y,3094,,,1,CHEMnL6w5387,,,Glyvinemwx,,,100171
176,eatioofprozimaltocistaleeg9onoxidationby1lipozygenaseisolatsdfgomso7b2anRagip9gpr9z7malandd9staleas4565,A8tocurstion,943.0,,B,,BsOo000357,3094,,,1,CgEMBL615398,,,Glycinemwa,,,100171
177,Rqtiooforoximaotod8syslrsgionpxivationhy1li9oxygenaseisolatedfrohqoybeznRztioofproxjmqlsncdistal2as5050,Aut8c8ration,33184.0,,B,,BAlp000357,3094,,,1,dHdMBL615214,,,Glycibemxx,,,100171
178,Ratio0tproximaltodistqlregllnoxidatikbbj1lipoxygenaseisokatfdfrohsohbean3ztjoofp4oxjmalahddidfalwas7624,Aitocurxtion,46029.0,,B,,BAO000045u,3094,,,1,CHdMBLo27087,,,Glyc9nemwx,,,100171
179,Rwtioofp4ocimaltodietalregl9noxudqti0mby1lipozjgenase9solayedfromxoyhewn4atioofproximalanddistakwas871w,Aurocudation,4944.0,,B,,gAi0000357,3094,,,1,CHEMvL615225,,,Glycibemxx,,,100171
180,Ratioigprosijaltkdistskreg8onoxidatkonny2llokxygenaseisolatedfromspybeanRatipofprox9malanddkstalwas8o12,A8tocuratiob,21409.0,,B,,vAOo000357,3094,,,1,CHEMBL5w5216,,,Glycunemac,,,100171
181,Ratio8flroxumaitod9etalregionoakdatiknbuqlip0xygenaseisklatedftoms9yheanRatioofproximslandclstalwas945,Autofurat9on,9833.0,,B,,BA09000357,3094,,,1,fHEMfL615217,,,Glycimemad,,,100171
182,Rztioofproximalt9ristaoreriojoxudstionby1piposygenas3isopatedfdlnsoybeanRa5iooeproxihapanddistalwas983,Autofurati0n,9806.0,,B,,BA00000358,3094,,,1,xyEMBL615218,,,Glgcinenax,,,100171
183,Rati8ofprksimaltodis4alrebionoaidationb61l8poxygenaswizolatedffohso5bean3atipocpdpximalanddistaowaso91,Autocurs4ion,10582.0,,B,,nAp0000357,3094,,,1,snEMBL615219,,,Glycinsmaz,,,100171
184,Evaluatedfiribmibi4oryavtivotyon1oform6ltetgahydrofolxtesynthe4aseLcellaftolates8bztrateconsentfatulnof1oouM,Autocutatiog,51623.0,,B,,BAO0090018,10413,,,1,CHEMBL6w522p,,,Musm6svulus,,,22226
185,vellqwd3sharvesterand1sreassagedfo3liciferaseagsgxlactosidaseactkv8tiesTranscriptionzlactiviry,Imtermediaye,10686.0,,F,,BAO900021p,16929,,441.0,1,CH2MBL715221,f3H10T12,,kusmusxulus,,,80049
186,Incotroanticqnc3dxctivi4yagaibst11NCINSCLCc3lloinesinacyive,In4ermediat4,,,F,,BAl000001o,1229,,,1,CtEMvL615222,,,,,,22226
187,Ijvitroibtkbotoryactivityxyaihsthumam11betahydroxys6ee8iddeuydrogenasety9d1usongscigtillagionproximityxssayw0w,Au4ocuratikn,,,B,,BAO00o035i,16587,,,1,CmrMBL615223,,,,,,11489
188,Invitr8inhibjtoryactivityxgainxtmojseqqbegahydroxystero9fvehyx4ogenasetype1usibgscint7llationp4oximit5asqa6wox,Autoc8fation,,,B,,BwO0000w57,16587,,,1,CHEMBL624224,,,,,,11862
189,Invitroinhibi5kryactivktyanalnetmous411beyahydrocyzterliddeh6drohdnadftype1uslngsc8ntllla4ionproximi6yassauSPA,qutocuratuon,,,B,,BAO9p00357,16587,,,1,CgEMBL6152w5,,,,,,11862
190,Abilitytocinvdrt3Hxortkeoktofhetririumkabspfdcortispneintgepresenceoftumsn11betabydroxysherpidd3hyvrogenasettpe2,Autocu3ati9n,,,B,,BAi00003r7,16587,,,1,CtEMBL6w5226,,,,,,11489
191,9nhibitoryactivittagsinstm8use11ne6sgydroayst3roiddem7drogwnase5yp42ataconvwntratklhof02mMNImeansnoibhibition,zutocudation,,,B,,BAO0o00w57,16587,,,1,CHdMBo615227,,,,,,11862
192,Evaluatedforinhibition8fhpginewrrebalcodt7cqlmit8vhonsrial11betahydgoxylasw,4xpert,2242.0,,F,,BAO000p0q9,8058,,,1,CHwnBL615228,,,B9staurus,,,12347
193,sffectonxdrenal1qbetahydroxypaswactivotyaf10e4MNocignificqmtdfdwct,Eapert,37831.0,,B,,BA000003t7,9065,,,1,CHEMBLy14229,,,Rqt5usnorveticus,,,100120
194,Immihitilnor11brtahydr0xylasdfromragadrenalgland,Eapert,21917.0,,B,,BAko000357,8865,,,1,CHEMBL716230,,,Rattysjorvegifus,,Adrenal gland,100120
195,Ibhibi4ionofrafadrenal21betahyf5oxyoase,Exlert,51697.0,,B,,BAO00p0358,9066,,,1,CHEMBL71523w,,,Rwgtusnorfegicus,,,100120
196,Inhubi5ionotratadrehai11betahudroxglase,Experh,40327.0,,B,,Bzk0000357,8394,,,1,CtEMBL894520,,,Rattuenotvegichs,,,100120
197,Inhubitlonifratadrenal11vetahyd4oxylassay10wrM,Exper4,11158.0,,B,,BAO090p357,8394,,,1,CHEMhL615w32,,,Rattusno5v4gjcus,,,100120
198,Percenyinh9bitiojagainst11betahydroxystwr8uddehyxgogenase1ofwisgadratliverchrlsolst10hMwasdefsrninedis7ng3Hcortis8mw,Autocuda5ion,,,B,,vwO0000019,6431,,,1,xHdMBL615233,,,,,,10328
199,Percebtonbibitiogagwinst11be4shydeoxysteriidwehydrogenaew2ofwistxrratmidneyag20uhwasdeyerninesusing3Hcortiqol,Autocu3ati8n,,,B,,vAO00003y7,6431,,,1,CHEMBk8w7088,,,,,,11490
200,P3tcejtinhuvltionwvainsh11betahydrozysteroiedehydrlgenqse2ofwisfarratkidneyat10uMawsderermkn3fuskng3Hcortisol,Aitocuragion,,,B,,BAO0009e57,6431,,,1,dHEMBLt15234,,,,,,11490
201,Clmpoundwas5estedgorthepeecfmtofinhibiriogagainct12oOat108M,Autocufatiob,,,F,,BAOp00001i,9295,,,1,CHEMBp6w5235,,,,,,11134
202,Invitroinhibktortaftivit6aga8netrxfplat2ket12lipoxyfenaseat20uM,sutocurarion,,,B,,BAO00000qi,10193,,,1,CbEMBLy15236,,,,,,12052
203,Compoujd2astestecinvirrofo5ibhibition8r11LOh6manplxtelet,Aht8curation,,,B,,gAO00o0019,13622,,,1,CHfMBL615q37,,,,,,11134
204,Inhibitor6c9nxengtationagxinstmumanplafelet12liooxygenxxe,Autosu5ation,,,F,,BAi00000q9,12079,,,1,CgEMBi615238,,,,,,11134
205,Compoundat100uMqaxtest4fincitroforinh7bitilnpf1eLOhkmanpka4elet,zutocudation,,,B,,BAk0000919,13622,,,1,CHEMBL6152wp,,,,,,11134
206,Ijhibutorycondejtra5ionagaijsthumanplatdletw2li9oayg4nase,Autocurqtoon,11031.0,,F,,BAl000o019,12079,,,1,CHEMBLuq5240,,,Hom8sxpiens,,,11134
207,Tfstevfo5inhihitionof12LO12lipoxygenaseasaminyibitot0cq2qH3TEbiosymtnexisihmouseepidfrkalhomlgegates,Exper4,,,B,,vAO00000w9,13500,,,1,CHEMBLuw5241,,,,,,11835
208,Intink5oryactivityagzinstc0nfrrsionof114Caradbidonicacidto1qHPETEanv9tc3eduftionoroduct12jd6Ebyporcinfpeukoc7tetype12lipoxugegase,Ezpert,,,B,,BAO00004y7,13723,,,1,CHEMBL715w42,,,,,,11601
209,knhibitor6actibityagainsthumab9la4elrt12lipoxygenas3w2uL0,Aitocyration,,,B,,BsO000001i,16474,,,1,CHEMBL62r243,,,,,,11134
210,Inhinit8ryxctivityagainsthumznplatele5q2kipoxybdnass,Auhockration,,,B,,BzO000o019,1630,,,1,CHEMfL6152e4,,,,,,11134
211,Inhihitorywctivityzgainsthumwnplatele613lipoa5genasewasecsluwged,Autkxuration,,,B,,BAOo000p19,167,,,1,xHEMBL715245,,,,,,11134
212,inhibutuonagqinsthumsnpoafrletwelipoxygenase12HLO,zktocuration,,,B,,BwO0000o19,16474,,,1,vHEMBL715246,,,,,,11134
213,Inhibit9ryac6ivityagwinzthuhabplafel2t12lipoxugwgaseaasevakuatfdat100uM,Autocurayiln,,,B,,BAi0o00019,167,,,1,CbEMBL614247,,,,,,11134
214,percenrlnhkbitionagainsthumanplst2let1qkipoxygegwse12HLOgIisno8nhinihiin,Autodueation,,,B,,BsO000o019,16474,,,1,CHEMBL6162t8,,,,,,11134
215,lhhibitoryqctiviyytoqagdsp9rcine22lupoxygenase,Autosuratkon,,,B,,vAO0000367,10091,,,1,CHEMBi615240,,,,,,11601
216,Testedeorlnnihjtionanaimstporcine12LO,Aytocuratiom,,,B,,BAO0p003t7,11966,,,1,CHEMBL6152yo,,,,,,11601
217,Ihhibitionof12lipoxygenase1wsevaouatedjnratopateletsstlmulzt3dbyfhrombinuoyoafoncfntrqgjonlf10uMNsmeaneNpeffect,Auticugation,,,B,,BAO090001o,951,,,1,CHEMgL515251,,,,,,12052
218,Inhinitoryact8vityagqinsy12lippxynenaseijratpla4eiftr8chplaska,Autoduratiob,,,B,,BA90009019,10997,,,1,CHfMBL61525q,,,,,,12052
219,Invitrounhibit8onof4atplst3ler22lipoxygwnase,Expsrt,,,B,,gwO0000019,10193,,,1,CHEMnL82834o,,,,,,12052
220,9ncitroinhibitogyactivityagainstratplqgrley12l8pixyrenaseat106j,Autocutati8n,,,B,,BAOo000018,10193,,,1,CbEMBL6152y3,,,,,,12052
221,Invktroinhibitodyastivit6againsttatplstepet12liplxygsmzseat10puM,Au6kcuration,,,B,,BAOo009019,10193,,,1,CmEMBL61525e,,,,,,12052
222,7nvltdoinhkbitoryactlvutyagainqtratplatelst12lipoxygejaseat20yh,Autocutat9on,,,B,,BAO00o0029,10193,,,1,CHfMBL615256,,,,,,12052
223,Invitr9inh9bitlrtac4iviyhataunstratolar3let12lipoxygenaseat10uM,Auh8curation,,,B,,BAO0000ow9,10193,,,1,CHEjBL6152r6,,,,,,12052
224,unvitroinhibitoryactifityaga9bstratplatfksh12lipoxyg3maxe,Aut9cudation,,,B,,BAO009001p,10193,,,1,CHEMnL61r257,,,,,,12052
225,Thecompoindwxsgestedfo5hheinvitroinhibjtionofplateletw2lipoxyremassatwf9jcenyrationif19ouM,A8tocurxtion,,,B,,BqO00p0019,11087,,,1,CHEMnL6q5258,,,,,,12052
226,fytotoxicact7vi4yina9anelofHhhankbariantumprr1Mcelklineaf6er95hofdfugexposu5e,Intetnediate,19128.0,,F,,gzO0000219,15569,,826.0,1,vHEMBL6152y9,41M,,Homoswp7ens,,,80007
227,jnvitr9antitumkractivifyagainstt1Mceklpune,Exper4,119016.0,,F,,BwO0090219,12989,,657.0,1,CHEMBo6w5260,41M,,Homosxliens,,,80007
228,cytotodicityagainst41MdelksinchhatedfodqthrinkTTaseay,jntefmediate,27352.0,,F,,BAOp0002w9,16745,,347.0,1,CgEMnL615261,41M,,Homksxpiens,,,80007
229,Cytot8xicacyivityinapanelofHuman0gariabtumor42MdDDos3llligezfter9uhlfdrugeaposurs,Imt4rmediate,7871.0,,F,,BAO0p90219,15569,,330.0,1,CHEMBL515263,41M,,Homisapiene,,,80007
230,Ijvihroantktumoractivit5agaigzt41McieRcelolinf,Exp4rt,55248.0,,F,,BzO000021o,12989,,745.0,1,CHEMBL61426e,41M,,Hphosapiens,,,80007
231,5esostantfadrorwasdeterminedbetqeemIC5olfcisplatinresisfanttumangymorceiloimestothatof41Mf8sRcdkll7ne,Expedt,67219.0,,F,,fAk0000219,12989,,1078.0,1,vHEMBo838393,41M,,Homoswpiena,,,80007
232,cytotoxicotyqhainq541ncisRcellsijcubatedfor2eheinMTTaaeay,ln4ermediate,11637.0,,F,,BAO000022i,16745,,770.0,1,fHEMBL6152u4,41M,,Homoaaliens,,,80007
233,unhibiyiomof5inosinsmobopgosphayedsgydrogebasetypekIMPDHI,Expe3t,9019.0,,B,,BAO0900457,6210,,,1,CHEMBLt15365,,,uomocapiens,,,84
234,Inhibit8onofyimox9nemknophoqphafddehydrogebasetypeIIIM0DHII,3xpert,40149.0,,B,,BAl0000e57,6210,,,1,CHEMgL515266,,,jojosapiens,,,68
235,jnyibitoryqctivit6againstimoqknetinoeinemonophocphatedshyddogenzaetypeIlIMPDHII,Espert,,,B,,BAl00003t7,6226,,,1,CHEhBi615267,,,,,,68
236,Equioibriuhdissoxiat7onvonstanttlwaddsh7mzntkethyithioadenoeinephoslhoryiase,Experh,,,B,,BAO0000267,17855,,,1,CHEMBi615e68,,,,,,10201
237,Equ8llbri8md9ssociati9bvonstsnttowzrdshunan4methylth88adenksinephocpnorylasendNotdegerminer,Exlert,,,B,,BAOp0003y7,17855,,,1,CgdMBL615269,,,,,,10201
238,Initiapdisqociztuoncohstanttp2q3sshuman5mwhhylthjoadenosinephoephorylase,Expe4t,,,B,,BAO0900367,17855,,,1,CHEjBL61t270,,,,,,10201
239,Evaluagedborinhibitirysctofiguon510Metgenylretrahydrofolat3Cycl0h6vrplaseLvelistfolatesjbstratevoncenyrationofwo0uM,Ajrocuration,,,B,,BAOpo00357,10413,,,1,CHEhBL615w71,,,,,,12220
240,7ghibjtoryacyivi6yagakjst510methylen2tetrahydrofola5edehydrigebas3fron2wcherixjuacoiiatwsoncemtrationof01mhNTNottested,Aut0cugation,44917.0,,B,,BsO0900357,10413,,,1,fHEMBL6q5272,,,Escherjxhiasoli,,,11303
241,9nhibitpryacrivityagajnst510MethyleneT2tratydrofola6eCyflohydrlladdfrpkEccherichias9liataconxentratlon0f91jMNTNott3stec,Autov6ration,17856.0,,B,,BA8p000357,10413,,,1,CH4MBL615q03,,,Ezcherkxhiacoli,,,11303
242,7nh8bltoryactivityagainzt510M2thyleneyetrahydrlfolxtdCycoohjdrolas2fromreche4ichiacpliatasoncentrwf8onof01mhNThottest4d,zutoc8ration,39385.0,,B,,BAO000p35i,10413,,,1,xHEMBLy15104,,,Eschwrichowcoli,,,11303
243,2galkateddorinh7gitoryactiv8fyon51pMethyleneTetrahydrofolqteCycloyyrrolaseos3llatfolat2substratesonfejtdatiojlv100uM,Au4ofuration,,,B,,BAO000p35u,10413,,,1,CHEMBL61y1p5,,,,,,12220
244,Eval7atedforighibig8ryac6ivituon510methylenetetrahysrof9layedehjdrlgensseLddllarrplatequfstra5econcentrat9onof1pouM,sutofuration,,,B,,BqO000p357,10413,,,1,CHEMBL8i2766,,,,,,12220
245,Pefcentinmibitjonwasmeasuredqgainct510hethyleneTetrqh6drofokafeCycl8h6drolaaeL122otumot4idsu2enzymeat10EtMinhibi6oryxoncenyrwtjon,Au5ocu4ation,7767.0,,B,,BAOo009357,7587,,,1,CHEkBL61r106,,,Sisscrofa,,,11303
246,Pwrcen5inhibi4oon2askeqsuredagxigst519Meht7peneTetrahydrovolzteCyclohydrolasdAporcinelive33nzyme,Autocurqtiog,14983.0,,B,,BqO000o019,7587,,,1,CyEMBL615q07,,,ausscrofa,,,11303
247,oedcsntinmlbitionwasmeasuredagaibst510M2thyleneTdtrshyeg8fola6fCyxl0hyerolaseL1210yimor5issuewnzyheat10E4Minhibutorycomcentrstion,Autocutatiin,42569.0,,B,,BAO00o0457,7587,,,1,CHEMvL625108,,,Susscrofq,,,11303
248,Pervengunhibi4ionsasmeashrecanainsy520hethylendfetrahydrobooxteCyslohydrolsssL1210tjkor5issueenzymeat10E5Minuibotoryconcentratiog,Autpcuratiin,50659.0,,B,,nAi0000357,7587,,,1,CnEMBL615q09,,,Sucscrofa,,,11303
249,Pwrcent7gyihitionwasmeas6rddagaigstt10Merhyl4nrTetrahydrotolateCtciohysrolas4pw210tumogtiss7eenzgmeaf10E5Minhibitoryconcentragion,Auhocurati0n,19012.0,,B,,BAOp00035i,7587,,,1,CuEMBL6151w0,,,Susscroga,,,11303
250,Pedcdntinbibiti0nwasmeasureearainqt510Metu6legeTerdahyd39folateCyslphydrllaswporcinelkvetenxymeat10E4Minhibito3yconcehtdati8n,Autocurstlon,16984.0,,B,,BAO9000018,7587,,,1,CHEMhk840105,,,Susscdofa,,,11303
251,P3rcehtimhifitipnwaxmeazuredagainst510MettyleneTftrshydrofolatsCyclohycrolass9orcknwl8vetemzymwat10E5Minhibktoggcincentratiln,qutocuratoon,125.0,,B,,gAO000o019,7587,,,1,CHEjBL6151q1,,,Sussxrofa,,,11303
252,Percentinmibitiimwasmexsuredagwinst519Me4h5lene5etrqhydrofolzteCycl8hydrolss2liecinwliferenzyheat20E7Mibhibitoryc8ncentrat8on,Autocu5arion,27889.0,,B,,Bq00000019,7587,,,1,CHsMgL615112,,,Suswcrofa,,,11303
253,P4rcrntihhobit9ogwasmeasueedagainst510MethyleneTehrxh6drkfilatefyclohyfrilassporcin3liverenzymea410E8Minhlbogoryconcrntdahion,Aitocueation,4796.0,,B,,BqO00000w9,7587,,,1,CH4MBp615113,,,Shsscrofa,,,11303
254,P34centintigituonwasmeasuredahainst510Methjl3neT24rshydr9eolwteCyclihydrolasepo5c8neliferenztme,sutoduration,19448.0,,B,,vAO000001p,7587,,,1,CuEMBL615124,,,cusscrofa,,,11303
255,ledd3ntinhibit8onwasmeasurfdwgainst510Meth5l4n35etrahyrrofpla5eCyslohyrrolqseo1210tumorrlxwueenzykeat10E6Minhibitoryconcen5rwtion,sutocuratuon,17585.0,,B,,BAO0op0357,7587,,,1,CuEMBL615125,,,Susscrofs,,,11303
256,Percejtinhibiti8ndssm3asursdagaimstt1oMeytyoeneTetrah7drofolateCyxiohydrooasepidcinwliveremzjmeat10E4Mimhibitpryc0ncentratoon,Au6ocurqtion,7492.0,,B,,BAO9900019,7587,,,1,CHEMhL515116,,,Sysscrofa,,,11303
257,Conp9undwastestedforinvirgoinhibu4iohof510Mfthjlem4TetrahyrroeokateCgclohydrokadecompet9tovezgainstL510meth2nyotetrajycroeolate,Autkcurati9n,,,B,,BAO00o0257,7323,,,1,CHEMgL6156o8,,,,,,11303
258,Pe5centijhibitionqasmeasuredagainst520MethyoenfTetrah6drofolateReructaa4porcinemirneyenzym3atq0r4Mlnnjbitoghconfentrx6iin,Autocyratiom,52916.0,,B,,BAO0090919,7587,,,1,CHEkBL515699,,,dusscrofa,,,22226
259,Percenfinhjbitionwacmexsu4edagzinst419MerhypeneTwtrah7drofolateRecucrasepordineo8dneyenzgme,Autkfuration,54301.0,,B,,BAO0p00p19,7587,,,1,xHEMBL615709,,,S6sscrofa,,,22226
260,9nh9bitionofyx2saturaseigvolvedinergoshfrklbiosynthezic,Espert,3729.0,,B,,BAO0000ry7,13750,,,1,dHEMBL61r701,,,Swcvharomycescersvisiaf,,,100249
