Fiscal year,Sector name,CIDA business delivery model (old),Indigenous issues (marker),CountryRegion name,Programming process (new),Section name,Organisation ID,Organisation sub-class,Fund centre name,Fund centre ID,Untied amount(Project-level budget),Organisation name,Desertification (marker),Biodiversity (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2009/2010,Public sector policy and administrative management,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Public sector policy and administrative management,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Primary education,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Primary education,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Basic health care,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Basic health care,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Family planning,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Family planning,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Public sector policy and administrative management,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Public sector policy and administrative management,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Primary education,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Primary education,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Basic health care,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Basic health care,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Family planning,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Family planning,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Public sector policy and administrative management,Responsive,0,South America,Uncoded: Pre-APP,South America,10050,FEDERAL,*Southern Cone,4422,0.0,Department of Foreign Affairs and International Trade,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Public sector policy and administrative management,Responsive,0,South America,Uncoded: Pre-APP,South America,Information not available,Unknown,*Southern Cone,4422,0.0,Information not available,0,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Health policy and administrative management,Responsive,0,Paraguay,Uncoded: Pre-APP,South America,1005645,COLLEGE,*Southern Cone,4422,0.0,Centre for Nursing Studies,0,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Medical education/training,Responsive,0,Paraguay,Uncoded: Pre-APP,South America,1005645,COLLEGE,*Southern Cone,4422,0.0,Centre for Nursing Studies,0,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Basic health infrastructure,Responsive,0,Paraguay,Uncoded: Pre-APP,South America,1005645,COLLEGE,*Southern Cone,4422,0.0,Centre for Nursing Studies,0,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Health personnel development,Responsive,0,Paraguay,Uncoded: Pre-APP,South America,1005645,COLLEGE,*Southern Cone,4422,0.0,Centre for Nursing Studies,0,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Legal and judicial development,Responsive,0,Bolivia,Uncoded: Pre-APP,South America,1003044,PROFESSIONAL ASSOCIATION,Bolivia,4416,329838.0,Barreau du Qu�bec,0,0,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Human rights,Responsive,0,Bolivia,Uncoded: Pre-APP,South America,1003044,PROFESSIONAL ASSOCIATION,Bolivia,4416,329838.0,Barreau du Qu�bec,0,0,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Responsive,0,Brazil,Uncoded: Pre-APP,South America,1000510,UNIVERSITY,Brazil,4418,0.0,University of New Brunswick,0,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Media and free flow of information,Responsive,0,Brazil,Uncoded: Pre-APP,South America,1000510,UNIVERSITY,Brazil,4418,0.0,University of New Brunswick,0,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Environmental policy and administrative management,Responsive,0,Brazil,Uncoded: Pre-APP,South America,1000510,UNIVERSITY,Brazil,4418,0.0,University of New Brunswick,0,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Health personnel development,Responsive,0,Brazil,Uncoded: Pre-APP,South America,1000356,UNIVERSITY,Brazil,4418,0.0,Ryerson International Development Centre,0,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Business support services and institutions,Responsive,0,Brazil,Uncoded: Pre-APP,South America,1000356,UNIVERSITY,Brazil,4418,0.0,Ryerson International Development Centre,0,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Small and medium-sized enterprises (SME) development,Responsive,0,Brazil,Uncoded: Pre-APP,South America,1000356,UNIVERSITY,Brazil,4418,0.0,Ryerson International Development Centre,0,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Central Africa & Great Lakes Program,1000282,ASSOCIATIONS,Democratic Republic of Congo,4298,4899012.2,Soci�t� de coop�ration pour le d�veloppement international,0,0,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Informal/semi-formal financial intermediaries,Directive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Central Africa & Great Lakes Program,1000282,ASSOCIATIONS,Democratic Republic of Congo,4298,4899012.2,Soci�t� de coop�ration pour le d�veloppement international,0,0,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Directive,0,Bangladesh,Uncoded: Pre-APP,Bangladesh Section,1001114,NGO,Bangladesh,4122,17121139.37,Commonwealth Judicial Education Institute,0,0,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Directive,0,Bangladesh,Uncoded: Pre-APP,Bangladesh Section,1009240,CONSULTING SERVICES,Bangladesh,4122,17121139.37,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,0,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Central Africa & Great Lakes Program,Information not available,CONSULTANT,Democratic Republic of Congo,4298,246397.97,Information not available,0,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Central Africa & Great Lakes Program,Information not available,CONSULTANT,Democratic Republic of Congo,4298,246397.97,Information not available,0,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Informal/semi-formal financial intermediaries,Directive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Central Africa & Great Lakes Program,Information not available,CONSULTANT,Democratic Republic of Congo,4298,246397.97,Information not available,0,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Health policy and administrative management,Directive,0,Pakistan,Uncoded: Pre-APP,"OAA Afghanistan, Pakistan and Sri Lanka",1000601,CONSULTING SERVICES,Pakistan,4124,6566164.53,Agriteam Canada,0,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Health policy and administrative management,Directive,0,Pakistan,Uncoded: Pre-APP,"OAA Afghanistan, Pakistan and Sri Lanka",1004565,CONSULTING SERVICES,Pakistan,4124,6566164.53,The Universalia Management Group Inc.,0,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Health personnel development,Directive,0,Pakistan,Uncoded: Pre-APP,"OAA Afghanistan, Pakistan and Sri Lanka",1000601,CONSULTING SERVICES,Pakistan,4124,6566164.53,Agriteam Canada,0,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Health personnel development,Directive,0,Pakistan,Uncoded: Pre-APP,"OAA Afghanistan, Pakistan and Sri Lanka",1004565,CONSULTING SERVICES,Pakistan,4124,6566164.53,The Universalia Management Group Inc.,0,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Higher education,Directive,0,Bolivia,Uncoded: Pre-APP,South America,1013670,ASSOCIATIONS,Bolivia,4416,0.0,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Oil and gas,Directive,0,Bolivia,Uncoded: Pre-APP,South America,1013670,ASSOCIATIONS,Bolivia,4416,0.0,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Environmental education/training,Directive,0,Bolivia,Uncoded: Pre-APP,South America,1013670,ASSOCIATIONS,Bolivia,4416,0.0,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,1.0,0.0,0,1,Not PBA,1,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Africa MC,Uncoded: Pre-APP,"Ethiopia, PanAfrica, SubRegional",1000517,NGO,PanAfrica,4246,611160.56,CARE Canada,0,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Africa MC,Uncoded: Pre-APP,"Ethiopia, PanAfrica, SubRegional",1000932,CONSULTING SERVICES,PanAfrica,4246,611160.56,Project Services International Inc.,0,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Communications policy and administrative management,Directive,0,Africa MC,Uncoded: Pre-APP,"Ethiopia, PanAfrica, SubRegional",1000517,NGO,PanAfrica,4246,611160.56,CARE Canada,0,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Communications policy and administrative management,Directive,0,Africa MC,Uncoded: Pre-APP,"Ethiopia, PanAfrica, SubRegional",1000932,CONSULTING SERVICES,PanAfrica,4246,611160.56,Project Services International Inc.,0,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,"Energy generation, renewable sources - multiple technologies",Directive,0,Africa MC,Uncoded: Pre-APP,"Ethiopia, PanAfrica, SubRegional",1000517,NGO,PanAfrica,4246,611160.56,CARE Canada,0,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,"Energy generation, renewable sources - multiple technologies",Directive,0,Africa MC,Uncoded: Pre-APP,"Ethiopia, PanAfrica, SubRegional",1000932,CONSULTING SERVICES,PanAfrica,4246,611160.56,Project Services International Inc.,0,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,10050,FEDERAL,Middle East Peace Process,4268,2694419.4,Department of Foreign Affairs and International Trade,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,1009838,UNIVERSITY,Middle East Peace Process,4268,2694419.4,University of Windsor Finance Department,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,10050,FEDERAL,Middle East Peace Process,4268,2694419.4,Department of Foreign Affairs and International Trade,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,1009838,UNIVERSITY,Middle East Peace Process,4268,2694419.4,University of Windsor Finance Department,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,10050,FEDERAL,Middle East Peace Process,4268,2694419.4,Department of Foreign Affairs and International Trade,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,1009838,UNIVERSITY,Middle East Peace Process,4268,2694419.4,University of Windsor Finance Department,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,10050,FEDERAL,Middle East Peace Process,4268,2694419.4,Department of Foreign Affairs and International Trade,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,1009838,UNIVERSITY,Middle East Peace Process,4268,2694419.4,University of Windsor Finance Department,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,10050,FEDERAL,Middle East Peace Process,4268,2694419.4,Department of Foreign Affairs and International Trade,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Democratic participation and civil society,Directive,0,Western Asia,Uncoded: Pre-APP,West Bank Gaza & Palestinian Refugees,1009838,UNIVERSITY,Middle East Peace Process,4268,2694419.4,University of Windsor Finance Department,0,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Basic health care,Directive,0,"Congo, Dem Rep.",Uncoded: Pre-APP,Central Africa & Great Lakes Program,1000647,CONSULTING SERVICES,Democratic Republic of Congo,4298,8846131.41,C�RAC Inc.,0,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,1.0,0.0,0,1,Not PBA,0,0,0,0
