assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_cll_d,assays_crtd_b,assays_b_frmt,assays_ss_d,assays_cnfdnc_scr,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_ctgr,assays_src_ss_d,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_dscrptn,assays_ss_tss,assays_ss_tp,assays_td,assays_src_d,assays_ss_sbclllr_frctn,assays_tss_d,assays_ss_rgnsm
,,,,Intermediate,BAO_0000218,7661,1,10116.0,N,,,10130,CHEMBL627030,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,Kidney,A,50597,1,,2113.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7662,1,10116.0,N,,,10130,CHEMBL627031,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,Liver,A,50597,1,,2107.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7663,1,10116.0,N,,,10130,CHEMBL627032,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,Lung,A,50597,1,,2048.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7664,1,10116.0,N,,,10130,CHEMBL627033,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,Muscle tissue,A,50597,1,,2385.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7665,1,10116.0,N,,,10130,CHEMBL627034,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7666,1,10116.0,N,,,10130,CHEMBL627035,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,Spleen,A,50597,1,,2106.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7667,1,10116.0,N,,,10130,CHEMBL627036,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,Thyroid gland,A,50597,1,,2046.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7668,1,10116.0,N,,,10130,CHEMBL875340,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7669,1,10116.0,N,,,10130,CHEMBL627037,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,Heart,A,50597,1,,948.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7670,1,10116.0,N,,,10130,CHEMBL627038,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,Kidney,A,50597,1,,2113.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7671,1,10116.0,N,,,10130,CHEMBL627039,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,Liver,A,50597,1,,2107.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7672,1,10116.0,N,,,10130,CHEMBL627040,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,Muscle tissue,A,50597,1,,2385.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7673,1,10116.0,N,,,10130,CHEMBL624663,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,Spleen,A,50597,1,,2106.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7674,1,10116.0,N,,,10130,CHEMBL625963,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,Thyroid gland,A,50597,1,,2046.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7675,1,10116.0,N,,,10130,CHEMBL876799,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,Brain,A,50597,1,,955.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7676,1,10116.0,N,,,10130,CHEMBL626133,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,Lung,A,50597,1,,2048.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7677,1,10116.0,N,,,10130,CHEMBL626134,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7678,1,10116.0,N,,,6295,CHEMBL626135,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7679,1,10116.0,N,,,6296,CHEMBL626136,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7680,1,10116.0,N,,,6296,CHEMBL626137,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7681,1,10116.0,N,,,6295,CHEMBL626138,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7682,1,10116.0,N,,,6296,CHEMBL626139,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7683,1,10116.0,N,,,17260,CHEMBL626140,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7684,1,10116.0,N,,,17260,CHEMBL626141,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7685,1,10116.0,N,,,17686,CHEMBL626142,,C24h in rat p.o. at 20 mg/kg concentration,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7686,1,10116.0,N,,,9866,CHEMBL627930,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Muscle tissue,A,50597,1,,2385.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7687,1,10116.0,N,,,9866,CHEMBL627931,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,Muscle tissue,A,50597,1,,2385.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7688,1,10116.0,N,,,9866,CHEMBL627932,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Muscle tissue,A,50597,1,,2385.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7689,1,10116.0,N,,,9866,CHEMBL627933,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Spleen,A,50597,1,,2106.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7690,1,10116.0,N,,,9866,CHEMBL627934,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Spleen,A,50597,1,,2106.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7691,1,10116.0,N,,,9866,CHEMBL627935,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Spleen,A,50597,1,,2106.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7692,1,10116.0,N,,,9866,CHEMBL627936,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7693,1,10116.0,N,,,9866,CHEMBL627937,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7694,1,10116.0,N,,,9866,CHEMBL627938,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7695,1,10116.0,N,,,9866,CHEMBL627939,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7696,1,10116.0,N,,,9866,CHEMBL627940,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7697,1,10116.0,N,,,9866,CHEMBL627941,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7698,1,10116.0,N,,,9866,CHEMBL876800,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7699,1,10116.0,N,,,9866,CHEMBL627942,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7700,1,10116.0,N,,,9866,CHEMBL627943,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7701,1,10116.0,N,,,9866,CHEMBL627944,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7702,1,10116.0,N,,,9866,CHEMBL627945,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7703,1,10116.0,N,,,9866,CHEMBL628584,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7704,1,10116.0,N,,,9866,CHEMBL628585,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7705,1,10116.0,N,,,9866,CHEMBL628586,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7706,1,10116.0,N,,,9866,CHEMBL628587,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7707,1,10116.0,N,,,9866,CHEMBL628588,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7708,1,10116.0,N,,,9866,CHEMBL628589,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7709,1,10116.0,N,,,9866,CHEMBL625304,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7710,1,10116.0,N,,,9866,CHEMBL625305,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7711,1,10116.0,N,,,9866,CHEMBL625306,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7712,1,10116.0,N,,,9866,CHEMBL625307,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7713,1,10116.0,N,,,9866,CHEMBL625308,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7714,1,10116.0,N,,,9866,CHEMBL627740,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7715,1,10116.0,N,,,9866,CHEMBL627741,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7716,1,10116.0,N,,,9866,CHEMBL627742,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7717,1,10116.0,N,,,9866,CHEMBL627743,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7718,1,10116.0,N,,,9866,CHEMBL627744,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7719,1,10116.0,N,,,9866,CHEMBL627745,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7720,1,10116.0,N,,,9866,CHEMBL627746,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7721,1,10116.0,N,,,9866,CHEMBL627747,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7722,1,10116.0,N,,,9866,CHEMBL876810,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7723,1,10116.0,N,,,9866,CHEMBL627748,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7724,1,10116.0,N,,,9866,CHEMBL627749,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7725,1,10116.0,N,,,9866,CHEMBL627750,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7726,1,10116.0,N,,,9866,CHEMBL618728,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7727,1,10116.0,N,,,9866,CHEMBL618729,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7728,1,10116.0,N,,,9866,CHEMBL618730,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7729,1,10116.0,N,,,9866,CHEMBL618731,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7730,1,10116.0,N,,,9866,CHEMBL618732,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7731,1,10116.0,N,,,9866,CHEMBL618733,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7732,1,10116.0,N,,,9866,CHEMBL618734,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7733,1,10116.0,N,,,9866,CHEMBL618735,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7734,1,10116.0,N,,,9866,CHEMBL876602,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7735,1,10116.0,N,,,9866,CHEMBL618736,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7736,1,10116.0,N,,,9866,CHEMBL618737,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7737,1,10116.0,N,,,9866,CHEMBL618738,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7738,1,10116.0,N,,,9866,CHEMBL618739,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7739,1,10116.0,N,,,9866,CHEMBL618740,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7740,1,10116.0,N,,,9866,CHEMBL618741,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7741,1,10116.0,N,,,9866,CHEMBL618742,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7742,1,10116.0,N,,,9866,CHEMBL618743,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Bone,A,50597,1,,10000001.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7743,1,10116.0,N,,,17752,CHEMBL618744,,Half-life from rat plasma at a single oral dose of 25 mg/kg,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7744,1,10116.0,N,,,5610,CHEMBL618745,,Half-life in male rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7745,1,10116.0,N,,,5939,CHEMBL620479,,Half-life in rat after peroral administration at 10 mg/kg concentration,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7746,1,10116.0,N,,,5939,CHEMBL620480,,Half-life in rat after peroral administration at 5 mg/kg concentration,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7747,1,10116.0,N,,,17771,CHEMBL620481,,Half-life in rat at a dose of 3 mg/kg,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7748,1,10116.0,N,,,1974,CHEMBL620482,,Half-life was evaluated in rats,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7749,1,10116.0,N,,,4239,CHEMBL876603,,Half-life was measured in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7750,1,10116.0,N,,,6681,CHEMBL620483,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7751,1,10116.0,N,,,17752,CHEMBL620484,,Half-life period in rats after intravenous administration at 5 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7752,1,10116.0,N,,,6046,CHEMBL620485,,Half-life period in rat at 10 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7753,1,10116.0,N,,,6685,CHEMBL620486,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7754,1,10116.0,N,,,6685,CHEMBL620487,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7755,1,10116.0,N,,,6685,CHEMBL620488,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7756,1,10116.0,N,,,4727,CHEMBL620489,,Half-life time in rat the dose of 2 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7757,1,10116.0,N,,,1088,CHEMBL620490,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7758,1,10116.0,N,,,5610,CHEMBL620491,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7759,1,10116.0,N,,,3032,CHEMBL876604,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7760,1,10116.0,N,,,5199,CHEMBL620492,,Oral half life was determined,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7761,1,10116.0,N,,,14941,CHEMBL620493,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,7762,1,10116.0,N,,,4408,CHEMBL620494,,Pharmacokinetic property (t1/2) in rat,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,7763,1,10116.0,N,,,2552,CHEMBL620495,,Plasma elimination half-life was determined,Plasma,A,50597,1,,1969.0,Rattus norvegicus
