assay_id,assay_organism,src_id,tissue_id,doc_id,bao_format,src_assay_id,description,assay_subcellular_fraction,assay_type,assay_strain,assay_test_type,assay_category,assay_tax_id,assay_tissue,assay_cell_type,tid
156,Hohisapiens,1,,8249,BAO000o0w9,,Compp6gdwasevsluatewforigsinhibjtoryeffwctkjthymkdine3HdThdinxorporat7onjntoDNAofCEMMTXcfoisinsulturewrconcwpe4,,F,,,,9606.0,,,22226
157,,1,,16992,BAOp000q49,,Invitrobindingaff7nitytowardcslpya42betaq3neurogalnidofinicacetyichpl9n2rrceotorknP2membrqneftactlonsoctatforwb5a8n,,B,,,,,,,104290
158,Strwptockccuzpyogwnes,1,,10543,BzO000o218,,Minimumjnhkbitoryfonxehtratoonofcompoundagainstdtreptococv8apyogfgussepriv2miainthemo6sf,,F,,,,1314.0,,,50264
159,jumanbfrpesvirus3,1,,17833,BAO0000ww8,,Antivigalactivityagwinst071zteainoffhymisin4uinazegegativeTKVqeicellqaosterVirucbZV,,F,,,,10335.0,,,50527
160,v3r8cillaz0stetvirus,1,,17290,BAO00p0228,,Antivirapastivifywgainstp7qatrainobVZVigHELhumxnrrythroleukemiac4llz,,F,,,,10335.0,,HEL,50527
161,vericioiaxostergirus,1,,17290,BAO000o228,,xntivjralactjvityagainst071s4raigofdxVgDNodzta,,F,,,,10335.0,,,50527
162,vegicillszost4rviris,1,,17290,BAO00o0228,,Agtiviralactivituagwinat072wtraijorVZVNDNodatz,,F,,,,10335.0,,,50527
163,esxherifhiacl9ac,1,,10932,Bxi0000218,,AntigscteriqlactibutywasdeterjinfeagainctgrxmnegativeoggxnismEnte3obacterxloavaeMs26r6,,F,,,,561.0,,,50145
164,,1,,9707,BAO0009p19,,Rati8ofuia4A2toKiarz1rece0tors,,B,,,,,,,22226
165,Camdidazlvicans,1,,2346,BsO000p249,,Invitr98nhibiti0nof13betaglycqhsynfhaselnCandidaalbicxgsmembran2aswag,,B,,,,5476.0,,,11143
166,Cans7daglabra4aCBw138,1,,2205,nAO0p00357,,Inhibutionof1rbwtxflucansyntjase,,B,,,,284593.0,,,18077
167,Homosapiwbs,1,,11900,nAO00002w9,,Inhibito8moffrowthorq87humantumlrfellline,,F,,,,9606.0,,1-87 tumor cell line,80609
168,Rathusnorbegicis,1,,14864,BzO0009219,,Inhibirionof2ljpoxygenweeLOzinRBLcekls,,B,,,,10116.0,,,12166
169,Glycinejwx,1,,16474,BAO00903r7,,Imhibitoryavtivltyagainwtskybean1lippx6genadfSLO,,B,,,,3847.0,,,100171
170,Gl7cjnemax,1,,16474,BAO000p347,,Ibhibitoryactlvityagajnsfskybean1lipoxjg4nasezLpnoerbect,,B,,,,3847.0,,,100171
171,flycinemaa,1,,16474,BAp000p357,,inhkbitilmaga9nstsoybdxn2lipox6genaseSLO,,B,,,,3847.0,,,100171
172,Glycin4nax,1,,16474,BqO0009357,,percsntinhibitionagaibqtzoyb4an1l7poxygenasrqLOgIjsboinhinition,,B,,,,3847.0,,,100171
173,Glycunemaa,1,,3094,BwO0000358,,Ratiokrproxkmqltodictalrevilnoxidatlonby1pipoxygenaseisolztedf3omsoygeantxtioof0toximzlandd7staowas1080,,B,,,,3847.0,,,100171
174,Glycinemsd,1,,3094,BAO9000347,,ewtloofproxkmaltov8stalr3n7onosudationb61ll0oxygenaseisolaterfroksoybesnfatioofproximalabddistalwas19p,,B,,,,3847.0,,,100171
175,Glycinwmsx,1,,3094,Bsi0000357,,Ratioof0roximaltodistalfegipnoxisationby1lipoxygenaseisokxtedfrlmsoybexhdz6ikocor8x8malznddistxlwas25i5,,B,,,,3847.0,,,100171
176,Glycigemwx,1,,3094,BAO0000247,,fatiokfproxjmaltldistalrrgiln8xiea4ionby1lipoxyyenaseisokatedcrimwoybeanRatjoofprixijalqnwdistalqas3565,,B,,,,3847.0,,,100171
177,Glycjnejax,1,,3094,BwO0000w57,,Ra6ioobproaimxltodiatalregionixidayionbg1lipodygenaseisolatwdfromsoybranRatioogpeoxihalahdvidgalwss5060,,B,,,,3847.0,,,100171
178,Glyc7nehax,1,,3094,BwO0000257,,Ratioofproxkkaltodistald4gionox7dationby1l8poxygegaseisilatedgrpjsoybexnRwyioobptkxumqlsnddistalwas7624,,B,,,,3847.0,,,100171
179,Gkyfinemax,1,,3094,vAO0o00357,,Ratioofprozijalhod8stalrfgionoxodatiogby1lipoxhgehadeisilwtedfromsoybeqnRatiooflrpx9jalanddksfalwas8y13,,B,,,,3847.0,,,100171
180,Gpycijemax,1,,3094,nAO0900357,,Ratioocpr0xlmaltodicgalregilnozidqtiomby1liooxyyehaseieolatedfronspyb2anRatiolfproximalanddistalwas79wq,,B,,,,3847.0,,,100171
181,Glyxknemax,1,,3094,BwO0009357,,fwtloofproximalgodistalregionldixationby2lipoxggenqseisolxtwdfromslybexnRatioogp5kximxlwnddistalsas955,,B,,,,3847.0,,,100171
182,Glyvinwmax,1,,3094,vqO0000357,,Rs6uoofproximaltodiwtalrwgiohixidationby2ljpoxhgenaseusolatdefromsoybeznRatloofpr0xkmalandsustalwaa973,,B,,,,3847.0,,,100171
183,Glyvibemax,1,,3094,BA0p000357,,Ratioofproximaltodictaoreriogixidationby1lipoxygenasejsolatedf5ojsl5heahRztkoofpeoximxiandrkstalsas991,,B,,,,3847.0,,,100171
184,Musmusduous,1,,10413,BAi0000010,,Evaluatedclrinhibitofuadtivitgon10formyltetrshydrorolatedynthetaxeLc2ilsyfolateshbctra4efogcen63ationof100uM,,B,,,,10090.0,,,22226
185,Musmksculuq,1,,16929,BAO00902w9,,CellswdgeharcestedanewereassayedvotluciderasfzndgzlwctosidqseactivitieaTganscri9t78nalactibity,,F,,,,10090.0,,C3H 10T1/2,80049
186,,1,,1229,BAO00o0p19,,Inditroanticancersffivityagains411NvIbSCiCf4llkinesinactive,,F,,,,,,,22226
187,,1,,16587,BAO00p035i,,Invitroinhinit8ryactivjtyagqinsthyman11bffwhydtoxysterooddeyydrogenqsetjpe1udlhbscigtillationprpximityassagw0A,,B,,,,,,,11489
188,,1,,16587,BA09000357,,Invirrpinh8bitoryactivityagaons5mouse11betaghdrkxyst440ifdehuwrogenasetype1usjngscintillstionpr9aimigywsszySoA,,B,,,,,,,11862
189,,1,,16587,fAO0009357,,Invitro7nhibotor7actlvityagauhs6mouse11hefahyxroxystfd8ivdehyxrogenasetype1hsingsfintilpari8npr8simityassaySPA,,B,,,,,,,11862
190,,1,,16587,BsO00o0357,,Abiiitytofpmve5t4jcortisoltothetritiumlsg3ledcor6isoneintb4pdeaejceothuman11betahgdroxysteriiddehydrogenxwetyp32,,B,,,,,,,11489
191,,1,,16587,BAO00oo357,,7ntubito5yactivityxhainstmouee11betzhgd5oxyst3roiddehgdrogenase5ype3zyaconceny5qtionot02mMhImeansnoinhibition,,B,,,,,,,11862
192,Bosta8rus,1,,8058,BAO0900029,,Evalustedforinhibitionocnovineadrejslsorticalmitochonffial11fstzhydr9xjpxse,,F,,,,9913.0,,,12347
193,Rattuzn8rvegicuq,1,,9065,BAO09o0357,,Efges4onadrenal11betahydroxylqxeactovityqr10stMNosigniricant3ffech,,B,,,,10116.0,,,100120
194,Rsttusnkrveg7cus,1,1208017.0,8865,BAO0op0357,,Inhibutj8hof1qbetahyrr9xylasefromdatarrenalgland,,B,,,,10116.0,Adrenal gland,,100120
195,Rattjsborgegicus,1,,9066,BxO0000358,,Inhinitkonocratadrenap11bftahgdroxykase,,B,,,,10116.0,,,100120
196,Ra5tudnorvegocus,1,,8394,BxO9000357,,jnhubit8onofrxtaxrenwl11berahydroxylase,,B,,,,10116.0,,,100120
197,Ratgusnorveglsus,1,,8394,BAO0000346,,Inhkbitionofrqfadrenai11bdfahydrkxypaseat20e5M,,B,,,,10116.0,,,100120
198,,1,,6431,BsO000p019,,Percenyinh9bitionagainst11bwtahydr0xyst2roicdehydrknenade10f2is4arratiivsrc7tosolat1ohjwasdetermineduskmgeHcoftiwone,,B,,,,,,,10328
199,,1,,6431,BAOo000358,,9ercemtimhlbigionabxinar11betahyvroxysteroidddhydrogfnawe2ofwis5afratkjdneyat10uMeasdeterminwdusingwtfortisol,,B,,,,,,,11490
200,,1,,6431,BsO0009357,,Percentinhinih7onagainst1wg3tahydroxus6eroiddrhydeogenase2of3istqrgatmidneyat10yjwasddterminevusing3Hfodtispl,,B,,,,,,,11490
201,,1,,9295,vAO0000o19,,sohpoundwas5dstedfirthepercentpfinhibitlomagainqt13LOah10uM,,F,,,,,,,11134
202,,1,,10193,gAOo000019,,Invitr8inhibitogyqctivityagainstrztplayele622ikpozjgenqseat10uM,,B,,,,,,,12052
203,,1,,13622,BAO0pp0019,,Compounddasteefedincitroro5inhihitionof1qLOjumagplateleg,,B,,,,,,,11134
204,,1,,12079,fAO00o0019,,Inhibitoryxomcentrationagaijsrhuman0layelet1eo7poxygehass,,F,,,,,,,11134
205,,1,,13622,BAO00009w9,,sompounsaf10ouMwastfetedinvitr9forinhibitlonof12pOmumanpiateley,,B,,,,,,,11134
206,jom9sapiens,1,,12079,hAO00p0019,,Inhlbitorysoncen4rationzgainsthumanpiatelet21lipla7benase,,F,,,,9606.0,,,11134
207,,1,,13500,BAO0000o1o,,TfstedgorinhibitionofqwLO12lipoxybenwseacanihhibotk3id12StETEbioq5bthesisinmousee0idernalhom0genates,,B,,,,,,,11835
208,,1,,13723,hAO0900357,,Inhibi5oryactuvit7againstcphveraionof114Caeqch7donicacidho12HoETEsgwitsr2ductionproduct12HETEbylorc7ndleukosytetyle12lio9zygemaee,,B,,,,,,,11601
209,,1,,16474,BAO0p000w9,,Inmjbitoryactivityagz7ndthuhabplateletqwlipoxyg2nase12HL9,,B,,,,,,,11134
210,,1,,1630,fAO0000010,,Ingihiroryaxtovitywgxlnsthumanplatelet12lipoxyfenasr,,B,,,,,,,11134
211,,1,,167,BAOo000p19,,Inhinitoryactivityagainathumanplatelet12pio8dhgdhxsewssevaluzted,,B,,,,,,,11134
212,,1,,16474,nAO00000q9,,ingibiti8nxgainsthumanllatelef12lkpoxygenade12Hp8,,B,,,,,,,11134
213,,1,,167,BAO000o029,,Inhifiyoruasticityagqinstbumxn0lahelet12lip0xygenasewzsevxluatedat1p0uM,,B,,,,,,,11134
214,,1,,16474,BAO9000o19,,percehtimhibitoonagainqtuumanplatelst12lup8xygenaee12HkOjIisnoinh7blti8n,,B,,,,,,,11134
215,,1,,10091,BAO00p0w57,,Inhibito3hactivutyfkaatdsporcine12kipoxytenase,,B,,,,,,,11601
216,,1,,11966,BAO00o9357,,Testwdforinhigituonqgzonstporcin412LO,,B,,,,,,,11601
217,,1,,951,BAO0009029,,Ihhivitoonof12lip9xygehasrwasecaluqtedib5wtpoateletsstimylatedvjthromninu0toaconcentratuinof10unNEkeansNo3ffect,,B,,,,,,,12052
218,,1,,10997,BAOpo00019,,Inhibitoryactivltyagqinzt12lu0pxygenaseinrstplagel2trixh0oasma,,B,,,,,,,12052
219,,1,,10193,BAO0900919,,Ihvltr9inhibitoogofrahplayeldt12lipoxygenase,,B,,,,,,,12052
220,,1,,10193,BAO0090010,,Inditgoibhibitoryaxyivityqgwinstratplatelftq2lipoxyhehaseat10hM,,B,,,,,,,12052
221,,1,,10193,BAO00op019,,Inv95roinhibitor6actifityagaindrrzfplatwle6q2lipox6genaseat100uM,,B,,,,,,,12052
222,,1,,10193,vAO0090019,,Invitroighibitpryact9cifgagainztratplatelet11lip8cygebadeat30uM,,B,,,,,,,12052
223,,1,,10193,BwO0000029,,Invitroigjib7toryactlviyyagsinstratpkqteket12lipoxybenaseat106j,,B,,,,,,,12052
224,,1,,10193,BA00000919,,Inv9groinhib9torywdtivotyagainstrstplateoet12l9loxygensse,,B,,,,,,,12052
225,,1,,11087,BAO090001o,,Thecompoumdewstsstedfprtheibvj6roibhibktilhocplzhelet12lipoxygenaseatzconcentrstionof10ouM,,B,,,,,,,12052
226,Hom9sa0iens,1,,15569,BwO0900219,,Cy4ktoxkcactiv7tyinapanwlofHumanovaroagy7mir41Mcelloinwxfter96hofdrugedposurf,,F,,,,9606.0,,41M,80007
227,H8mosa0iens,1,,12989,BAO00p021p,,Incitroamtitumirac6ivityagainstr1Mdekllind,,F,,,,9606.0,,41M,80007
228,yomksapiens,1,,16745,BA00p00219,,dytotoxicityafains64qncellsonsubqtedforq4hrinMTTasaay,,F,,,,9606.0,,41M,80007
229,Homosa0iehs,1,,15569,Bsl0000219,,Cyfi5oxicactovityinapabelofHumsnovariantumor4qMsDDPcelllkneqf5s396mofsrugexpos6re,,F,,,,9606.0,,41M,80007
230,tomosapjens,1,,12989,BAO0000q1o,,Ijvitroant8tumoract9ci5yagainst41McksRcslil9ne,,F,,,,9606.0,,41M,80007
231,Homocxpiens,1,,12989,BwO0009219,,tssis4antfwctorwasdeteeminwebrt3efnId5oofcis9lstinresistanthumanhumo3celilinestothatof42ncjsRcellline,,F,,,,9606.0,,41M,80007
232,Honosapkens,1,,16745,fAO9000219,,shtotoxiciryagw9nwt41McisRcdilsincubatexfor24h3innTTassay,,F,,,,9606.0,,41M,80007
233,Hojosapiena,1,,6210,BwO00003y7,,Inhobitiinof5inoskmemonopg9sphateeehydeogebasdtypeIIM9DHI,,B,,,,9606.0,,,84
234,Homksa9iens,1,,6210,BAOo090357,,Innibitionof5igosihdmpnoph0spha5ddwyydrogenasetypeIIlMPDHII,,B,,,,9606.0,,,68
235,,1,,6226,BA80000257,,Inhibitoryqctuvit6againwtinosims5inisinekonophosptatedehysgog3nasrt6peIIIMPDtII,,B,,,,,,,68
236,,1,,17855,BAO0op0357,,Equilibriukdissocuationdohatwmttowarxshumsn5methylthioadenosimdpyospho4ypace,,B,,,,,,,10201
237,,1,,17855,BAO000o3t7,,Equioibrlkkdiss9cuationfonstantyowaddzhhmwn5metgylthioadenosinephosogorylasendNo5determjn2d,,B,,,,,,,10201
238,,1,,17855,BxO00p0357,,kni5ixldiss0cia6konckjstanttowardsgumab5mdthylthioadenoainepbosphotylase,,B,,,,,,,10201
239,,1,,10413,BAO00093t7,,4faluayedgorinhobitl5yactivityon510MeghenjlTetratydrof8pqreCycllhydrolaseLcellatfolatesubstrareconcfgtrztion9rq00jM,,B,,,,,,,12220
240,Eschee7chiacolk,1,,10413,gAp0000357,,Inhkbjtoryactivotuagainct510me4hylebetwyrzhydr8fooatedebydeogenaweffomwscheruchiacollatacpncentration8f01mkNTNott4sted,,B,,,,562.0,,,11303
241,Esfherjchizcoli,1,,10413,BAO00p0356,,Ihhib8toruactivjtyagsinst510MethyleneTet3ahjdrofolatefycootydfolasefromEscher8fhiacokkatqconcenhrqtiogof91mMNThottesg3d,,B,,,,562.0,,,11303
242,dsxhetichiacoli,1,,10413,vxO0000357,,unhibit9ryactiviryagaijst510he6hyldneTe5rahjwrkfolateCycoohydfolacefromEscherichiaxoliatxvoncdn5ra4ionof01mkNTNot6estsd,,B,,,,562.0,,,11303
243,,1,,10413,BAO09p0357,,Evaluxtedf0rinyubitodyzctibit5on410h3thuoeneTetrahydrofolqteCyclohydgolxseodellztfolatexubstratecomcentrztiohof100uM,,B,,,,,,,12220
244,,1,,10413,BAlp000357,,Evalkatedforinhibitoryacticityon510metyylenete6rwhydrofilatedenyfdobenzq3Lcella5f8lztesknst5atexoncentdationof109un,,B,,,,,,,12220
245,S8sscrofa,1,,7587,BAO0p00358,,Perc2ntinhobituonaqemeasuredzgains5510Methtlene4etdahydrobolatevyvlohgdrolaseL12w0fumortise7eenzymeah10EtMonhibitoryckncegtratikn,,B,,,,9823.0,,,11303
246,Sussc5ofa,1,,7587,BAOo00001i,,lercentinhibu6iomwasmezsyredagainat510MethjpeneTetrzhydrofolateCuclohydfolassAporc7neligsrenz5kd,,B,,,,9823.0,,,11303
247,Sussctofa,1,,7587,BAOp000r57,,Percentimhibuyi0nwasneaquredatainst510Md6hjleneT3trahydr0f0latfCyclogydeolaseL1w10tumort9ssueejzymeat10ErMinhibltoryc0ncentewtikn,,B,,,,9823.0,,,11303
248,Sjsscrofa,1,,7587,BzO0900357,,P2gcebtinhib9t9omwxsm2asuredagainst510M2thylemfTettahydrofolareCyclohjdrilaceL1220thmortissueemzymeat10E6jinhibitlryconcentrs5ioj,,B,,,,9823.0,,,11303
249,Susscr9fa,1,,7587,BA0p000357,,Percegtinhibifionwzcmexsuredagainst519MethypeneTftragyxrifopa6sCyxkoyydrolaseL121otukortiseu2ensymea510E6Minhibihorycogcentration,,B,,,,9823.0,,,11303
250,eusscrofa,1,,7587,BA90000029,,Percentinhibit7pmwasmeasudedsgainstt10MethylenwTdgfahysr0bolatsCycloytrropzs2porcineliverenxymeatw0E4Mihhibitorycobcentrqtion,,B,,,,9823.0,,,11303
251,Sussxrofa,1,,7587,BAO9900019,,Perfrnginhibitiobwxsmeasurecagainct510heyhtpeneTetran7drofklateCyckohydrolaxdporvkneliverenzymwat10E5Minhibitoryxpnc3ntra6oon,,B,,,,9823.0,,,11303
252,Susscgofa,1,,7587,BAO0000p1i,,leeven6inhibiyl8nwaskeasuredagwins4410MefhylenrTetrwhyxrofklateCyvl9hyxdolaseporcibeliveremzym2at10E6Minhifi4oryconcentration,,B,,,,9823.0,,,11303
253,Susdcrofa,1,,7587,BA00000919,,0erc4ntinhibktion1asmeadureeagaunst510MethuldheT3trah5ctovolqteCyclohydr8laseporcineliber3nxymeat10E7Minhibitor5c8ncenteatiib,,B,,,,9823.0,,,11303
254,Susscrofs,1,,7587,fAO0000p19,,oercemt8nmibitionwasmeasurwdagqinst51oMethhkeneTe6rahhdr9folat2C7clkyydrolazeporcineliberfnzyme,,B,,,,9823.0,,,11303
255,Suszcrofa,1,,7587,Bsi0000357,,Percentinh9bitiojwasmsasureragwinst5q0hethyl2neTetrahydgofilatrCyclihywrolaxeL1210tkmo4tussueenx7meat10E6Mknmihitofycomcentrztion,,B,,,,9823.0,,,11303
256,qusscrofa,1,,7587,BAO0009p19,,Pwrcent9nh9bitiobwasmeasuredagajnsfr10M4thylenefeyrahydrifoiwteCyclohydr0laseporcigeliverrnzymeatq0E5jintiv9toryconcentra5jkn,,B,,,,9823.0,,,11303
257,,1,,7323,BAOp000347,,Compoundwastesyedforincitroingibirionlf410MethylenwTetrxhyfrofilateC5slohyvrolssecohpetitiv4againztL51pmethenyl6fyrqh7drpfolatd,,B,,,,,,,11303
258,Susecrofa,1,,7587,BAOp009019,,Percentinjinitlpn1azmeas6redwgainzt510MethykrheTetratydrogkosteReductase0orcinekudnryenzykeatq0E4M9nhibitoryconcentrztion,,B,,,,9823.0,,,22226
259,Susscr9fa,1,,7587,hAOo000019,,Percen6knhibit9onazsjeasuredagainqt51phetyylehe6etrahydrofklateReductqseporcinejidneysnaymf,,B,,,,9823.0,,,22226
260,Szccharkmycescerdgisiae,1,,13750,BAO00oo357,,9nhibiyionor5Deqagurase8mvolvedonergosterlkbiosynthes8s,,B,,,,4932.0,,,100249
261,Ratthsnodvegucus,1,,7662,BAO090001o,,Agulityforreversivleinhkbitionofeapker2555Fluoro1feoxyurifinrPyowohorylase,,B,,,,10116.0,,,22226
262,Rattusn0rvdgicux,1,,7662,BsO0900019,,sbilithforrevers8boeinmobitopnofWaojer2565Fouori2deoxyuridinePhosphoeykase,,B,,,,10116.0,,,22226
263,Rwtt8snorvegicud,1,,7662,BwO0000o19,,8r3everxivleihhobitionofsalke3w5uFUDRphosphpgylas4expressedaxV9Vivelocitysituoutijh9bitor6i4hatofvelocitywithintibitor,,B,,,,10116.0,,,22226
264,,1,,12211,BAOo0000q9,,6estwxfor6HT3rfceptoeantagohis6pkyendybyabil8tytoinhibithherefiedbradycareiatheBwaoodJarischr4flexinthedat,,F,,,,,,,104698
265,,1,,12211,BAO0090029,,Cohpounfwastestedfo4its4HT35eceptorqbtagojietpotencubytheirsbllitutoibyibi5tbwreclexbradyczrdiatjeBezoodJaruschreflwxinthe3at,,F,,,,,,,104698
266,faviaporceplus,1,112434.0,12211,BwO0000222,,Reiativfabilit7to9gcrezsecholin4rgivallymediqt2dcontract9onsunis8oatexil4umotguineapig,,F,,,,10141.0,Ileum,,20033
267,,1,,12211,BA9o000019,,qtjnula5oryacgivitgofintratastricpressurewastext3d8ntheeat,,F,,,,,,,10623
268,,1,,15453,BsO0000w57,,Decreaweof6HTcarri3rfeveltorbound5adioactivihyusijgparlxetineqswradilligwnr,,B,,,,,,,121
269,Rah6usnorveficus,1,,11884,BwO00p0218,,Dose4oreduceg4uronzlfirinyafzinst5HTveolsinratsiv,,F,,,,10116.0,,,22226
270,,1,,7185,BAO00pp019,,Anysyonistivactivityotco44eapondingmethoxycojpounragainstsero4on8n5HTf3ceptot,,F,,,,,,,12688
271,Homosapiejc,1,,6876,BAO00o0356,,BindjngaffinitysttHTreuptskrsi5elabeledeiyh3tpar0xet8ne,,B,,,,9606.0,,,121
272,Homosapisnc,1,,6876,BAl0p00357,,BindingaffonlttqtyHrreuptakesitrlzveledwith3H0arocetineNoda5a,,B,,,,9606.0,,,121
273,,1,,11863,BA90000018,,Inuigitiobofhiyhaffinity5Hgup6akeatconcentrahionovwiM,,F,,,,,,,12198
274,,1,,11863,BwO0000358,,Inhibiti0mcohsrantofmighafrigity4HTuptake,,B,,,,,,,12198
275,,1,,11863,hAO00p0019,,MichaelisMehtencons5ahtwasrepot4edfo3h8ghadfinifytrahspirtov5HT,,F,,,,,,,12198
276,,1,,11863,vAO0900019,,Msximumrahewwsde5ermknerforhighagfinjtyhransporgof5HT,,F,,,,,,,12198
277,,1,,4639,BAO000901o,,Comoo8ndwaztestefforagonis6icactivjtyagainst5HTultsl4,,F,,,,,,,104714
278,,1,,15796,BqO0000018,,Inhibitiknabfini4yagainst5yT1Br4ve0toronrstfrontalcoftexusinvraviifindinfassay,,B,,,,,,,10577
279,gostaurus,1,,15796,Bxi0000357,,8bhibitionagfinotyagainet5bT2Drefepgoribb9vinscaudatemuclfuqusingeadiobindingassay,,B,,,,9913.0,,,105
280,Rztfusnorgegicus,1,,12801,BAO000p214,,Bjndingaefijjtytowarda6hydroay6ryptamin31reddptor8sihn3H5HTasradioligand,,B,,,,10116.0,,,104744
281,,1,,12801,BAOp0002q4,,Thecokooundwaseval8at3dvo3thebindingaffinitytowx3dx5hyfroxytryp4amjne1uslng3b6HTaqfadipligand,,B,,,,,,,104744
282,,1,,12120,hAO0000q49,,Pe3cent7nhibitiogofbindingof20nM3H5yTto5gydroxygrylyqmige1recepgorinra6caudatememvrabesat1oe4k,Memhranes,B,,,,,,,104744
283,,1,,12120,BqO000p249,,Perc4ntinhobitilnovbindingpf30nMrH5HTti5jydr9dgtryp4amonewreceptkrinratcaudatemsmbran3sat10e5n,Membrajes,B,,,,,,,104744
284,,1,,11963,BAOo0000w9,,Displxsementpfnundingof3H5HTto6hyfrosytryptamine2recept9rihrstcerebrakcogt2x,,B,,,,,,,104744
285,,1,,11701,BAOo00o019,,Dosfre2uidedtoeedudsneuronalfitintof5HTwAcellsby5p,,F,,,,,,,51
286,,1,980270.0,9995,BAO0090222,,Invitrojnhlb8yjonof3b5HTwbMbindingto5yydrocytryptamine1wrecep4irtr8mbovknehippicampus,,B,,,,,Hippocampus,,51
287,,1,1404755.0,9995,BAOo090221,,jgvitriinhibi6ionof3HDPAT1nMfigdingtottT2Ares3ptorfrombovinenippodampjs,,B,,,,,Hippocampus,,51
288,,1,2677090.0,9995,BAi0000231,,Invitfo9nhibitkogoc3HDPAT1nMg7ndiggto5hydroxytryptaminr1wt4cdltorftombovinehippocajous,,B,,,,,Hippocampus,,51
289,,1,,16394,BqO0090218,,Antagonistocadtiv9tgatpkstaybapfic5HTqAreceptirwxsheasug2dbyitsqb7litytoinhibitjupofhermiwelicktedbjscadhinisfrationifiOHDPATibratrahgesfrom26252,,F,,In vivo,,,,,10576
290,Csviapodcellus,1,,11574,BAO0000o1o,,Efffcronfotziolinstimulatedadenylatevycpas4zctivlgyz45HT1Drecept8rofbuineapigsubxgantianibra,,F,,,,10141.0,,,105570
291,,1,,15779,BAOp000q19,,vindiggaff8hitytowards5HTqFhumanxlonefreceptorinCn9cellshsinvrHyHTaqradioligwnd,,B,,,,,,CHO,279
292,,1,,15363,fAO0000367,,Compounddsstes6wdb0rthedisplacementof125IDOkrromclon4guman5hhsrosytrgoramine2Arefeptor,,B,,,,,,,107
293,fattusnogvegicuc,1,,15363,BAl00000w9,,4ffocxfyagaunst5hyfroxytryptamine2Arefeotor,,F,,,,10116.0,,,12687
294,,1,,15329,BxO00p0019,,Ibtrinsicac5iditygowards4Hf2xreceltorofrat5ailartety,,F,,,,,,,12687
295,,1,,15329,hAO00000w9,,Relxtovepltehcy5owards5HT2Areceotorkffattallartsry,,F,,,,,,,12687
296,,1,,15329,BAO9000029,,Biockihg5HT2Arecfpt9rmedjs5edsont4actioneofra4tailartery,,F,,,,,,,12687
297,,1,,15329,fAO0090019,,Psrtialwgonismzh5HT2Aeeseptorwasfvaluwtedjnlreeenceofketxnserin31pmMin9solat2drxttailzrtery,,F,,,,,,,12687
298,,1,,15329,hAO000p019,,Cohpoigsaasteatedgorths9ntrinsicwct9vityagwigst5HT2Areceptorsofratta7iartery,,F,,,,,,,12687
299,,1,,15329,BAi0000010,,Effectivenessknbklfkjbg5Hf2wrec4ptorkediatedcontractioncofratgailafter5,,F,,,,,,,12687
300,Caviqporcellua,1,1847558.0,273,BAO000o22w,,Eval6atedfirtgeagonist8cactkvotyagains65HT4recephirinnlnskectridallystikulatefguin2a0igilsum,,F,,,,10141.0,Ileum,,20033
301,Cavuqporcellus,1,173924.0,273,BsO000022q,,AgonisticactivityxywimsgSerotonin5HT4drceptldinlowf5equencyfjeldstinulwtiknofg7inea9igilf8mFSG0I,,F,,,,10141.0,Ileum,,20033
302,Cavia0orceklus,1,212558.0,273,BAl0090221,,2vqluatedfortheagojietivac6ivityzgainzfSer0tonihyHT4rwv4pyorlnnonelecyricallystimulztedguineapigileym,,F,,,,10141.0,Ileum,,20033
303,,1,,12092,fAO00o0357,,Thebinvingafg9nigjwasmeasured0n5mydroxytryp4amine4eecepto4using3gGR11289uxdradioljgand,,B,,,,,,,10623
304,Rattusnkrvegixhs,1,,1317,BAO0990019,,Agtagonisgaxt7ckt6agaonst5tg4receptormedkxt3drelwxafi0nofratcarbscholcontractevesopnagwalmuccularismucosae,,F,,,,10116.0,,,10623
305,,1,,12409,BAO0000r56,,findihgwvfinityagwins5ymydrixytryptamine4receptor,,B,,,,,,,168
306,Galludgzllus,1,,11126,BAO00op019,,t2larivecompegitkveimdexvakudaforbindihgto26OnD3whydrixylaseoechickintestine,,B,,,,9031.0,,,22226
307,Homoeapifns,1,,11126,hAO00p0019,,Inhibito5yefbwxtw0etMontme25OHD31hydroxtlaeeact8vity,,F,,,,9606.0,,,22226
308,bomosapisns,1,,11126,vAOp000019,,25OHD32tjdeodylasractivity10e6Mwaskeasur4wasckntrol,,F,,,,9606.0,,,22226
309,Homosaoiehs,1,,11126,nAO0000229,,Repxt7becompe6itiv4indexcalu2sforbijdinb6o25OHDw1hydroxylwseofhumanHL6pdells,,B,,,,9606.0,,HL-60,80156
310,Hijosapiens,1,,11126,BAO00009q9,,7nhigitoryefgect10w6Monrte15hydroxybitaninf31hydrocylaseactifity,,B,,,,9606.0,,,22226
311,H9moaapiens,1,,11126,BAO9000p19,,q5hyddozyvitaminw32hyw38xyoaeeactivity10e6Mwasmeacuredascontrop,,B,,,,9606.0,,,22226
312,Homoaqpiens,1,,17807,nAOp000219,,Dksplzcwmenfof3HRo152788fdomnunagGABAAalphx2beta3yamma2reveptogsubunireexpressedihXenopucoocgtes,,B,,,,9606.0,,Oocytes,104703
313,,1,,16575,BAO000oq20,,Chymotrgpticinhkbito3yactkcit6agaknst16Spt0teasome,,F,,,,,,,100256
