Fiscal year,Knowledge for development (marker),Fund centre ID,Organisation class,Division name,Climate change adaptation (marker),Project number,CountryRegion percent,Regional program (marker),Organisation ID,Programming process (new),Disability issues (marker),Urban issues (marker),Section ID,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
20092910,0,4422,bovernm2ntal,NDDAmericaaPr9gramjibg,0,A920919001,0.334532213776902,1,10050,hncodedPrfAPP,0,0,S4e13,NltPBA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20082010,0,4422,Unknkwn,NDDAmwrkcasPr8granming,0,A0209100pw,0.36417379489717083,1,Inforkati0jnotavaiiable,UncodedoreAP9,0,0,c4413,NotPBq,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20992010,0,4422,Governk4ntal,NDcAmericasl4og4amming,0,A020pq0001,0.612905914615169,1,10050,UncodfdoreAPP,0,0,S441e,NptPBA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
2009201p,0,4422,Unkmown,NDDAhwricasPr9grahming,0,A02o91000q,0.5380085973158907,1,Informztionnotsfzilable,UnfodedPteAPP,0,0,q4413,motPBA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20992010,0,4422,Gpgernmental,NDDAmeriswdProgrqmming,0,A0209w0901,0.18190689465562482,1,10050,UncosedPreAP0,0,0,S4412,Not0BA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20092o10,0,4422,Unknpwn,NDrqmericasProtrzmming,0,A92091000q,0.661666917012854,1,Infotmstionnotqvailanle,UncoredPr2APP,0,0,Sr413,NotPgA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
2009201o,0,4422,rove5nmental,NseAmfricasPronramming,0,A02091op01,0.2306757397446314,1,10050,Uncodedo5eAPP,0,0,S44w3,NotPnA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
e0092010,0,4422,Unkniwn,NfDAmericasProggqmking,0,Ao20910o01,1.207213373979763,1,Informationnotavqjlabp3,UncodevP4eAPP,0,0,S3413,NotoBA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20992010,0,4422,Gove5nmegtal,gDwAmericasProg3xmming,0,A0200w0001,0.4843895197888993,1,10050,UncodedPr2APl,0,0,S4e13,jotPBA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
q0092010,0,4422,Ujknown,NDDAher8czsProgrammijg,0,A0q0910o01,1.0162054160386305,1,Informationgitwfailable,UncodedPreq9P,0,0,S441w,NotPBz,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20092o10,0,4422,vovernmebtal,gDDAjericasProgrqmminv,0,A02p9w0001,0.6751921452998071,1,10050,Uncoded0reAlP,0,0,St413,NotlBA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20092p10,0,4422,Unknowb,NDDxmerivazPrograjming,0,A020910po1,0.9341704179878035,1,Informationnktafqilsble,jncosedPreAPP,0,0,S44q3,NotPvA,Closed,1488850.78,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20092o10,0,4422,vivilcociety,NDDAme4icqsProgranmint,0,A920910917,0.3511605055098973,1,1005645,UmcodedPreAP0,0,0,S441w,NotPfA,Closed,861997.0,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
10092010,0,4422,dibilSociety,NDDAmericzsProgeammonr,0,A0209100q6,0.01974883581373693,1,1005645,Unc0dedPreA9P,0,0,S3413,NktPBA,Closed,861997.0,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
10092010,0,4422,CifilSoci3ty,NDDAmer7dasorogrammigg,0,Ap2o910017,0.9306982639624073,1,1005645,Uncodedl3eAPP,0,0,S4e13,No5PBA,Closed,861997.0,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009q010,0,4422,Cigilaociety,NDDAnericzsPrograkhing,0,q020910o17,0.4822353130931519,1,1005645,UjcodfdPreAPP,0,0,d4413,NotPBw,Closed,861997.0,B4400,NGM Americas,D4400,South America,*Southern Cone,0.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20o92010,0,4416,CivilSocie5j,NrDwmericasProg5amminh,0,Ao2o910018,0.8007408023179133,0,1003044,UnckdedPrezPP,0,0,S4423,NotPhA,Closed,329838.0,B4400,NGM Americas,D4400,South America,Bolivia,329838.0,1.0,0.0,0,Responsive,1,0,0,0,1,0
20092910,0,4416,CivilSox7ety,NfDAmericasProggzmm9ng,0,A02092001u,0.542923742875957,0,1003044,UbcodedPreAPo,0,0,e4413,NotPBq,Closed,329838.0,B4400,NGM Americas,D4400,South America,Bolivia,329838.0,1.0,0.0,0,Responsive,1,0,0,0,1,0
20o92010,0,4418,Civildlciety,NDDAmdrisasProgramh8ng,0,x02091q008,0.7957591057471951,0,1000510,UncovedPreAlP,0,0,S4513,N8tPBA,Closed,2531353.0,B4400,NGM Americas,D4400,South America,Brazil,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
2009201p,0,4418,CivioSocoety,NDDAmerivas0rogtahming,0,A030811008,0.6037608638539439,0,1000510,Uncod4dPr3APP,0,0,x4413,NotPBz,Closed,2531353.0,B4400,NGM Americas,D4400,South America,Brazil,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
20992010,0,4418,ClvilSoxiety,NDDAmee9casProg3amminf,0,Ap20912008,0.7255958578757999,0,1000510,UjcodedPreqPP,0,0,e4413,NotlBA,Closed,2531353.0,B4400,NGM Americas,D4400,South America,Brazil,0.0,1.0,0.0,0,Responsive,1,1,0,0,1,0
200i2010,0,4418,CuvilSoci4ty,NDDskericqsProgfamming,0,Ap20o11009,0.48104457883565255,0,1000356,UncowedoreAPP,0,0,S4r13,NotPBx,Closed,1713817.92,B4400,NGM Americas,D4400,South America,Brazil,0.0,1.0,0.0,0,Responsive,1,0,0,0,1,0
29092010,0,4418,CivilSlci3ty,NcDAmerucaslrobramming,0,A0109q1009,0.5470002368253153,0,1000356,UndodedPr4APP,0,0,S4414,hotPBA,Closed,1713817.92,B4400,NGM Americas,D4400,South America,Brazil,0.0,1.0,0.0,0,Responsive,1,0,0,0,1,0
2o092010,0,4418,fivilSocjety,NDDAm3ricasorogrammijy,0,A020811000,0.8222266471024111,0,1000356,UncodedPeezPP,0,0,S4513,N9tPBA,Closed,1713817.92,B4400,NGM Americas,D4400,South America,Brazil,0.0,1.0,0.0,0,Responsive,1,0,0,0,1,0
200p2010,0,4298,CkvilSosiety,WWDaestC2ntraizfrica,0,q0209o2001,0.6580330432860761,0,1000282,UncodedPr2A0P,0,0,a4287,botPBA,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Directive,1,0,0,0,1,0
2009201p,0,4298,CivilSoci3hy,WsDWestxentralAvricx,0,A020982p91,0.0623529454819759,0,1000282,kncodddPreAPP,0,0,S428i,NotPgA,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Directive,1,0,0,0,1,0
29092010,0,4122,CigilSkciety,OADAsiaPgogrsmhing,0,w02117000w,0.6013418422471509,0,1001114,UncoredPreAlP,0,0,S3122,NotPgA,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,Bangladesh Section,Bangladesh,17121139.37,1.0,0.0,0,Directive,1,0,0,0,1,0
200920w0,0,4122,CivolS8ciety,OxDqsiaProtramming,0,A021w70091,0.6089475915309935,0,1009240,UmcodedPreqPP,0,0,c4122,NotPBx,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,Bangladesh Section,Bangladesh,17121139.37,1.0,0.0,0,Directive,1,0,0,0,1,0
2o092010,0,4298,7ndivldual,WWD1dstCentralAfeida,0,A021235002,0.06767216550821797,0,Ibfo3matiinnotavailablr,UncodewPreAoP,0,0,S4q87,NorPBA,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,246397.97,1.0,0.0,0,Directive,1,0,0,0,1,0
2o092010,0,4298,Indidicual,2WDdes4C2ntralAfrica,0,Ao2122400q,0.6552811003398127,0,Indorhationnofqvailable,UmcodedPrezPP,0,0,w4287,N8tPBA,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,246397.97,1.0,0.0,0,Directive,1,0,0,0,1,0
20092p10,0,4298,Inwkvidual,WsDWestCrntrzlAvrica,0,Ao21225002,0.26186678452152057,0,Inco3mationhotavailabpe,Uncod2rPreAPP,0,0,S4288,N9tPBA,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,246397.97,1.0,0.0,0,Directive,1,0,0,0,1,0
20091010,0,4124,Civ7lSlciety,9qDAsiaProgrammint,0,A02123y091,0.6449726967503231,0,1000601,incodesPreAPP,0,0,S414w,NotPgA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Directive,1,0,0,0,0,0
2009e010,0,4124,Civilelciety,OAeAsiaPrkgramning,0,A02w23u001,1.4355707199076981,0,1004565,jncidedPreAPP,0,0,S41t1,NltPBA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Directive,1,0,0,0,0,0
2009w010,0,4124,CivilSockehy,8sDAsiaProgdamming,0,A0ww236001,0.28226187358158095,0,1000601,UncodedPrdqPP,0,0,S4142,NotPhA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4124,vivilSoc7ety,kADAsiaPrpgrwmming,0,A02q2e6001,0.30125584928137494,0,1004565,UncovedPreAlP,0,0,Se141,NotlBA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Directive,1,0,0,0,0,0
20092910,0,4416,CivilSofietg,NvDxmerjcasProgramhing,0,Ap2131rPRE,0.42059630896771283,0,1013670,UnckdedP4eAPP,0,0,Sr413,NofPBA,Closed,273083.86,B4400,NGM Americas,D4400,South America,Bolivia,0.0,1.0,0.0,0,Directive,1,1,0,0,1,0
200p2010,0,4416,CivilSoci3ry,NDDAmeeicws9rogrammigg,0,x021314PfE,1.2026119460940574,0,1013670,UncodedPtwAPP,0,0,S44q3,jotPBA,Closed,273083.86,B4400,NGM Americas,D4400,South America,Bolivia,0.0,1.0,0.0,0,Directive,1,1,0,0,1,0
20092o10,0,4416,CidilSociet7,NDDAnet7caaProgramming,0,A0eq314PRE,0.4199251814925879,0,1013670,UncodexPreAoP,0,0,c4413,Not9BA,Closed,273083.86,B4400,NGM Americas,D4400,South America,Bolivia,0.0,1.0,0.0,0,Directive,1,1,0,0,1,0
10092010,0,4246,Cuvilaociety,aEDSojtjernEasternAerica,0,A021e34p02,0.5146189621128383,1,1000517,UncodeeoreAPP,0,0,S4e27,hotPBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Directive,1,0,0,0,1,0
200p2010,0,4246,Civulaociety,W3DSouthernEastermAf57ca,0,A021w44002,1.1490655892553021,1,1000932,UjcodedPdeAPP,0,0,Se227,hotPBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Directive,1,0,0,0,1,0
20p92010,0,4246,vivilSiciety,WEDSok4hernEasternAfridq,0,s0213w4002,0.352359547055323,1,1000517,UmcodedPrexPP,0,0,S4127,NotPBs,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Directive,1,0,0,0,1,0
20092o10,0,4246,Civilzoviety,WEDdouthernEazternAfgida,0,A92133e002,1.0768196166151456,1,1000932,6ncodedPreAPo,0,0,S422u,N9tPBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Directive,1,0,0,0,1,0
20091010,0,4246,CiviiSlciety,WEDSouthsrhEasgernAfrida,0,A021e35002,0.5377254211946436,1,1000517,UncoxedoreAPP,0,0,Se227,gotPBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Directive,1,0,0,0,1,0
2009q010,0,4246,x7vilSociety,WEwSouthernEasternxbgica,0,A031r34002,1.459647785704092,1,1000932,8ncodexPreAPP,0,0,e4227,NotPvA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Directive,1,0,0,0,1,0
w0092010,0,4268,yovernmentak,EDDEuropeMledleEssrProgramjong,0,xo21360001,0.47213634452976927,1,10050,UncodedPrezoP,0,0,S5264,NptPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
2p092010,0,4268,CivioSofiety,EwDEuro0eMiddleEast9fogrsmhing,0,A02136po01,0.12229701843758167,1,1009838,UbcodedPrdAPP,0,0,S4364,gotPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
w0092010,0,4268,Gove3nm3ntal,EDDEurkpeMidelerastProy4ammjng,0,z0213600p1,0.02386194975415601,1,10050,UncodrdPrewPP,0,0,S4164,NotPnA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
200920q0,0,4268,Civ8lSofiety,2sDEuropeMifdleEaxtProgranm8ng,0,z0w1360001,0.10125314410347269,1,1009838,UncodedoreqPP,0,0,S4265,NotPBw,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
200p2010,0,4268,Glvernhental,EDrEuropenidslfEastProgrxmjing,0,Ao21360091,0.8571946211501327,1,10050,UncodedorewPP,0,0,S4254,botPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
20092p10,0,4268,CuvilSociet5,EDDEurppejiddleEastP50gramjibg,0,A02w350001,0.5789923764378099,1,1009838,incoded0reAPP,0,0,S4q64,No5PBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
20p92010,0,4268,Goveenmen6al,EDDwuropfniddleEastPgoggammihg,0,A01q360001,0.1250681640482189,1,10050,UncoxedPreAP9,0,0,S4254,Not9BA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
20o92010,0,4268,vivilSoci4ty,fDr3urlpeMuddleEas5Programming,0,A031e60001,1.2649887646674718,1,1009838,6ncodedPresPP,0,0,z4264,NotPgA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4268,G8ve4nmental,EDDEur0peMivvleEzshProgranming,0,A0ww360001,1.4121027412425522,1,10050,UncodedPrexP0,0,0,Sr264,hotPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4268,Civ7lSiciety,EDDfurkpeMiddleEastoroggamkinv,0,q02136000w,0.15654794318417276,1,1009838,UncoredPreAPo,0,0,S4254,Not0BA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,4298,Civilaociet5,WevdestCentralAfricq,0,A9213630p1,0.542287613163018,0,1000647,Uncoded0resPP,0,0,S4387,NotoBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
200o2010,0,4298,sivilSociet7,WeDWestC2ntrwlArrica,0,A02q3630o1,0.5712562401581074,0,1009319,UbcpdedPreAPP,0,0,S4277,NotPnA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
q0092010,0,4298,CivilSkc9ety,WWrWestCen5ralAfrjcq,0,A0eq363001,0.23750252677506145,0,1000647,Uncoddd9reAPP,0,0,S4277,NogPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,4298,C8vilSocidty,2WDWestCenttspAfrica,0,A02w263001,0.3551480741166252,0,1009319,UnskdedPreAPP,0,0,Se287,N8tPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
20992010,0,4298,Civ8lSofiety,WsDWex6CentgalAfrica,0,A0w13630p1,0.24799421405494226,0,1000647,UncpdedPreAlP,0,0,Se287,NltPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4298,CivikS0ciety,WWDWeztdejtralAfrifa,0,Ao21w63001,1.577637018575568,0,1009319,UncodfdlreAPP,0,0,S3287,NotPgA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
200920q0,0,4298,CivilSoc7eyy,WWDWes6Cen6ralAfr7cx,0,A02q362001,0.08201982691675125,0,1000647,Uncod2dPr4APP,0,0,S4e87,NorPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
20092p10,0,4298,CivilSpcirty,WWDWestC4ntrxpAfrifa,0,A01136300q,0.1373546298022662,0,1009319,UncodedPeeAPl,0,0,S4286,NofPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,4298,CivulSocietg,W1DWestCebfralqfrica,0,A02q363002,0.42063087573025126,0,1000647,7ncocedPreAPP,0,0,S4387,NotPnA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4298,Civ8lSofiety,dWDW2ztCentraoAfrica,0,A02qw63001,0.43202071112101054,0,1009319,Uncoded0reAP9,0,0,S4w87,NotlBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,4298,CibolSociety,WWDWestCegtrqlsbrica,0,A02q3t3001,0.21351583492628806,0,1000647,Uncodedl3eAPP,0,0,S42o7,N8tPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
200p2010,0,4298,xivipSociety,WqDWdatCentralAf5ica,0,A021363pp1,0.4107031294800705,0,1009319,jnc9dedPreAPP,0,0,S3287,motPBA,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,4298,CivilSofiegy,WWDWeshCebtralAfrkcx,0,q021r67002,1.491439226020086,0,1012369,UgcodedPfeAPP,0,0,S428y,Not0BA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
2o092010,0,4298,Ind9viduwl,WWDWestCdntraisvrica,0,A021w67o02,0.5067246500755989,0,Igformationnoravsilaboe,Uncoded05eAPP,0,0,w4287,Not9BA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
20p92010,0,4298,Cigilzociety,WWwWecrCentrxlAfrica,0,z02136u002,1.0741069993225527,0,1012369,UncodwdPgeAPP,0,0,S4286,NltPBA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
20093010,0,4298,ondivivual,WqDWestCehtraosfrica,0,w021367o02,0.884911495313351,0,Ineormationjotavwilabl4,UncodedPreA90,0,0,S42i7,Not9BA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
2o092010,0,4298,CicilSociet7,1WDWestCentdalAc4ica,0,A031367001,0.39140331356186586,0,1012369,UncoeedPreA0P,0,0,S4297,NptPBA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
200i2010,0,4298,Ijdlvidual,WWDWestCebtralsefica,0,A021367po2,1.379589454703515,0,Infoemationbotavaulanle,Uncoded9reA0P,0,0,S4288,hotPBA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
200920w0,0,4298,Cigilqociety,sWwWestCentrakAfeica,0,s021e67002,0.47995912854841316,0,1012369,UjcodedPrsAPP,0,0,St287,NogPBA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
200920q0,0,4298,Ind8vicual,WWDWwstCfnttalAfrics,0,A0w13670o2,0.3117807179795703,0,Infk4mat9onnotavallable,yncodedPeeAPP,0,0,S3287,NptPBA,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Directive,1,0,0,0,1,0
2009201p,0,4434,Govermmebtal,NwDAmer9cas9rohramming,0,Ap21307004,0.2578758455597749,1,10050,Unc8deePreAPP,0,0,S442o,NotPnA,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
20093010,0,4434,Govetnmenyal,NsDAmericaq9rlgramming,0,Ap213970o4,0.020163481973097697,1,10050,Unxoded0reAPP,0,0,S4e29,gotPBA,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
2o092010,0,4434,Govefnmen6al,NxDAmrricasPrograkmimg,0,s02139700r,0.21727997630445306,1,10050,7nc9dedPreAPP,0,0,S442p,NptPBA,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
29092010,0,4434,yovernmrntal,NDDwmerixasP3ogramminf,0,A011r97004,0.16350437957890795,1,10050,yncoeedPreAPP,0,0,S4r29,NotPBw,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
2009201p,0,4434,Goverbmentap,gDDxmer7casProg4amming,0,A02149i004,0.7912887740170942,1,10050,UncpdedPteAPP,0,0,a4429,Not9BA,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
10092010,0,4434,tovfrnmental,NfDAmericasPtog4amminb,0,A021w97o04,0.09645837276402403,1,10050,kndodedPreAPP,0,0,S4428,NotPBq,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
200i2010,0,4434,Govrrnmemtal,NDDwmegixasProgramm8ng,0,A911397004,0.7179310713009878,1,10050,Uncodes9reAPP,0,0,a4429,NotPBw,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
q0092010,0,4434,G0vefnmental,NDDwmericasProgranmjbg,0,q02139700t,0.529705409306765,1,10050,UncoxedP4eAPP,0,0,q4429,NohPBA,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
20992010,0,4434,Givernmegtal,NsDAhe5icasProframming,0,A0ww397004,0.3886296821831605,1,10050,UncodwdPfeAPP,0,0,S44q9,NotoBA,Closed,1735857.03,B4400,NGM Americas,D4400,Caricom - Adm,Caribbean Region,1735857.03,1.0,0.0,0,Directive,1,0,0,0,1,0
