film_id,original_language_id,release_year,title,rating,language,replacement_cost,rental_rate,length,description,rental_duration
735,,2006,ROBBERS JOON,PG-13,English,26.99,2.99,102,A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia,7
736,,2006,ROBBERY BRIGHT,R,English,21.99,0.99,134,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,4
737,,2006,ROCK INSTINCT,G,English,28.99,0.99,102,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,4
738,,2006,ROCKETEER MOTHER,PG-13,English,27.99,0.99,178,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,3
739,,2006,ROCKY WAR,PG-13,English,17.99,4.99,145,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,4
740,,2006,ROLLERCOASTER BRINGING,PG-13,English,13.99,2.99,153,A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank,5
741,,2006,ROMAN PUNK,NC-17,English,28.99,0.99,81,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,7
742,,2006,ROOF CHAMPION,R,English,25.99,0.99,101,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,7
743,,2006,ROOM ROMAN,PG,English,27.99,0.99,60,A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank,7
744,,2006,ROOTS REMEMBER,PG-13,English,23.99,0.99,89,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,4
745,,2006,ROSES TREASURE,PG-13,English,23.99,4.99,162,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,5
746,,2006,ROUGE SQUAD,NC-17,English,10.99,0.99,118,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,3
747,,2006,ROXANNE REBEL,R,English,9.99,0.99,171,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,5
748,,2006,RUGRATS SHAKESPEARE,PG-13,English,16.99,0.99,109,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,4
749,,2006,RULES HUMAN,R,English,19.99,4.99,153,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,6
750,,2006,RUN PACIFIC,R,English,25.99,0.99,145,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,3
751,,2006,RUNAWAY TENENBAUMS,NC-17,English,17.99,0.99,181,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,6
752,,2006,RUNNER MADIGAN,NC-17,English,27.99,0.99,101,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,6
753,,2006,RUSH GOODFELLAS,PG,English,20.99,0.99,48,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,3
754,,2006,RUSHMORE MERMAID,PG-13,English,17.99,2.99,150,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,6
755,,2006,SABRINA MIDNIGHT,PG,English,11.99,4.99,99,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,5
756,,2006,SADDLE ANTITRUST,PG-13,English,10.99,2.99,80,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,7
757,,2006,SAGEBRUSH CLUELESS,G,English,28.99,2.99,106,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,4
758,,2006,SAINTS BRIDE,G,English,11.99,2.99,125,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,5
759,,2006,SALUTE APOLLO,R,English,29.99,2.99,73,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,4
760,,2006,SAMURAI LION,G,English,21.99,2.99,110,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,5
761,,2006,SANTA PARIS,PG,English,23.99,2.99,154,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,7
762,,2006,SASSY PACKER,G,English,29.99,0.99,154,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,6
763,,2006,SATISFACTION CONFIDENTIAL,G,English,26.99,4.99,75,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,3
764,,2006,SATURDAY LAMBS,G,English,28.99,4.99,150,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,3
765,,2006,SATURN NAME,R,English,18.99,4.99,182,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,7
766,,2006,SAVANNAH TOWN,PG-13,English,25.99,0.99,84,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,5
767,,2006,SCALAWAG DUCK,NC-17,English,13.99,4.99,183,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,6
768,,2006,SCARFACE BANG,PG-13,English,11.99,4.99,102,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,3
769,,2006,SCHOOL JACKET,PG-13,English,21.99,4.99,151,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,5
770,,2006,SCISSORHANDS SLUMS,G,English,13.99,2.99,147,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,5
771,,2006,SCORPION APOLLO,NC-17,English,23.99,4.99,137,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,3
772,,2006,SEA VIRGIN,PG,English,24.99,2.99,80,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,4
773,,2006,SEABISCUIT PUNK,NC-17,English,28.99,2.99,112,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,6
774,,2006,SEARCHERS WAIT,NC-17,English,22.99,2.99,182,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,3
775,,2006,SEATTLE EXPECATIONS,PG-13,English,18.99,4.99,110,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,4
776,,2006,SECRET GROUNDHOG,PG,English,11.99,4.99,90,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,6
777,,2006,SECRETARY ROUGE,PG,English,10.99,4.99,158,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,5
778,,2006,SECRETS PARADISE,G,English,24.99,4.99,109,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,3
779,,2006,SENSE GREEK,R,English,23.99,4.99,54,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,4
780,,2006,SENSIBILITY REAR,PG,English,15.99,4.99,98,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,7
781,,2006,SEVEN SWARM,R,English,15.99,4.99,127,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,4
782,,2006,SHAKESPEARE SADDLE,PG-13,English,26.99,2.99,60,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,6
783,,2006,SHANE DARKNESS,PG,English,22.99,2.99,93,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,5
784,,2006,SHANGHAI TYCOON,PG,English,20.99,2.99,47,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,7
785,,2006,SHAWSHANK BUBBLE,PG,English,20.99,4.99,80,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,6
786,,2006,SHEPHERD MIDSUMMER,R,English,14.99,0.99,113,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,7
787,,2006,SHINING ROSES,G,English,12.99,0.99,125,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,4
788,,2006,SHIP WONDERLAND,R,English,15.99,2.99,104,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,5
789,,2006,SHOCK CABIN,PG-13,English,15.99,2.99,79,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,7
790,,2006,SHOOTIST SUPERFLY,PG-13,English,22.99,0.99,67,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,6
791,,2006,SHOW LORD,PG-13,English,24.99,4.99,167,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,3
792,,2006,SHREK LICENSE,PG-13,English,15.99,2.99,154,A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat,7
793,,2006,SHRUNK DIVINE,R,English,14.99,2.99,139,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,6
794,,2006,SIDE ARK,G,English,28.99,0.99,52,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,5
795,,2006,SIEGE MADRE,R,English,23.99,0.99,111,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,7
796,,2006,SIERRA DIVIDE,NC-17,English,12.99,0.99,135,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,3
797,,2006,SILENCE KANE,R,English,23.99,0.99,67,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,7
798,,2006,SILVERADO GOLDFINGER,PG,English,11.99,4.99,74,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,4
799,,2006,SIMON NORTH,NC-17,English,26.99,0.99,51,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,3
800,,2006,SINNERS ATLANTIS,PG-13,English,19.99,2.99,126,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,7
801,,2006,SISTER FREDDY,PG-13,English,19.99,4.99,152,A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia,5
802,,2006,SKY MIRACLE,PG,English,15.99,2.99,132,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,7
803,,2006,SLACKER LIAISONS,R,English,29.99,4.99,179,A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China,7
804,,2006,SLEEPING SUSPECTS,PG-13,English,13.99,4.99,129,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,7
805,,2006,SLEEPLESS MONSOON,G,English,12.99,4.99,64,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,5
806,,2006,SLEEPY JAPANESE,PG,English,25.99,2.99,137,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,4
807,,2006,SLEUTH ORIENT,NC-17,English,25.99,0.99,87,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,4
808,,2006,SLING LUKE,R,English,10.99,0.99,84,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,5
809,,2006,SLIPPER FIDELITY,PG-13,English,14.99,0.99,156,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,5
810,,2006,SLUMS DUCK,PG,English,21.99,0.99,147,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,5
811,,2006,SMILE EARRING,G,English,29.99,2.99,60,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,4
812,,2006,SMOKING BARBARELLA,PG-13,English,13.99,0.99,50,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,7
813,,2006,SMOOCHY CONTROL,R,English,18.99,0.99,184,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,7
814,,2006,SNATCH SLIPPER,PG,English,15.99,4.99,110,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,6
815,,2006,SNATCHERS MONTEZUMA,PG-13,English,14.99,2.99,74,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,4
816,,2006,SNOWMAN ROLLERCOASTER,G,English,27.99,0.99,62,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,3
817,,2006,SOLDIERS EVOLUTION,R,English,27.99,4.99,185,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,7
818,,2006,SOMETHING DUCK,NC-17,English,17.99,4.99,180,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,4
819,,2006,SONG HEDWIG,PG-13,English,29.99,0.99,165,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,3
820,,2006,SONS INTERVIEW,NC-17,English,11.99,2.99,184,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,3
821,,2006,SORORITY QUEEN,NC-17,English,17.99,0.99,184,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,6
822,,2006,SOUP WISDOM,R,English,12.99,0.99,169,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,6
823,,2006,SOUTH WAIT,R,English,21.99,2.99,143,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,4
824,,2006,SPARTACUS CHEAPER,NC-17,English,19.99,4.99,52,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,4
825,,2006,SPEAKEASY DATE,PG-13,English,22.99,2.99,165,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,6
826,,2006,SPEED SUIT,PG-13,English,19.99,4.99,124,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,7
827,,2006,SPICE SORORITY,NC-17,English,22.99,4.99,141,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,5
828,,2006,SPIKING ELEMENT,G,English,12.99,2.99,79,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,7
829,,2006,SPINAL ROCKY,PG-13,English,12.99,2.99,138,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,7
830,,2006,SPIRIT FLINTSTONES,R,English,23.99,0.99,149,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,7
831,,2006,SPIRITED CASUALTIES,PG-13,English,20.99,0.99,138,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,5
832,,2006,SPLASH GUMP,PG,English,16.99,0.99,175,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,5
833,,2006,SPLENDOR PATTON,R,English,20.99,0.99,134,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,5
834,,2006,SPOILERS HELLFIGHTERS,G,English,26.99,0.99,151,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,4
835,,2006,SPY MILE,PG-13,English,13.99,2.99,112,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,6
836,,2006,SQUAD FISH,PG,English,14.99,2.99,136,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,3
837,,2006,STAGE WORLD,PG,English,19.99,2.99,85,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,4
838,,2006,STAGECOACH ARMAGEDDON,R,English,25.99,4.99,112,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,5
839,,2006,STALLION SUNDANCE,PG-13,English,23.99,0.99,130,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,5
840,,2006,STAMPEDE DISTURBING,R,English,26.99,0.99,75,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,5
841,,2006,STAR OPERATION,PG,English,9.99,2.99,181,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,5
842,,2006,STATE WASTELAND,NC-17,English,13.99,2.99,113,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,4
843,,2006,STEEL SANTA,NC-17,English,15.99,4.99,143,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,4
844,,2006,STEERS ARMAGEDDON,PG,English,16.99,4.99,140,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,6
845,,2006,STEPMOM DREAM,NC-17,English,9.99,4.99,48,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,7
846,,2006,STING PERSONAL,NC-17,English,9.99,4.99,93,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,3
847,,2006,STOCK GLASS,PG,English,10.99,2.99,160,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,7
848,,2006,STONE FIRE,G,English,19.99,0.99,94,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,3
849,,2006,STORM HAPPINESS,NC-17,English,28.99,0.99,57,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,6
850,,2006,STORY SIDE,R,English,27.99,0.99,163,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,7
851,,2006,STRAIGHT HOURS,R,English,19.99,0.99,151,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,3
852,,2006,STRANGELOVE DESIRE,NC-17,English,27.99,0.99,103,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,4
853,,2006,STRANGER STRANGERS,G,English,12.99,4.99,139,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,3
854,,2006,STRANGERS GRAFFITI,R,English,22.99,4.99,119,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,4
855,,2006,STREAK RIDGEMONT,PG-13,English,28.99,0.99,132,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,7
856,,2006,STREETCAR INTENTIONS,R,English,11.99,4.99,73,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,5
857,,2006,STRICTLY SCARFACE,PG-13,English,24.99,2.99,144,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,3
858,,2006,SUBMARINE BED,R,English,21.99,4.99,127,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,5
859,,2006,SUGAR WONKA,PG,English,20.99,4.99,114,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,3
861,,2006,SUIT WALLS,R,English,12.99,4.99,111,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,3
862,,2006,SUMMER SCARFACE,G,English,25.99,0.99,53,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,5
863,,2006,SUN CONFESSIONS,R,English,9.99,0.99,141,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,5
864,,2006,SUNDANCE INVASION,NC-17,English,21.99,0.99,92,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,5
865,,2006,SUNRISE LEAGUE,PG-13,English,19.99,4.99,135,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,3
866,,2006,SUNSET RACER,NC-17,English,28.99,0.99,48,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,6
867,,2006,SUPER WYOMING,PG,English,10.99,4.99,58,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,5
868,,2006,SUPERFLY TRIP,PG,English,27.99,0.99,114,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,5
869,,2006,SUSPECTS QUILLS,PG,English,22.99,2.99,47,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,4
870,,2006,SWARM GOLD,PG-13,English,12.99,0.99,123,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,4
871,,2006,SWEDEN SHINING,PG,English,19.99,4.99,176,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,6
872,,2006,SWEET BROTHERHOOD,R,English,27.99,2.99,185,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon,3
873,,2006,SWEETHEARTS SUSPECTS,G,English,13.99,0.99,108,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,3
874,,2006,TADPOLE PARK,PG,English,13.99,2.99,155,A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park,6
875,,2006,TALENTED HOMICIDE,PG,English,9.99,0.99,173,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,6
876,,2006,TARZAN VIDEOTAPE,PG-13,English,11.99,2.99,91,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,3
877,,2006,TAXI KICK,PG-13,English,23.99,0.99,64,A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia,4
878,,2006,TEEN APOLLO,G,English,25.99,4.99,74,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,3
879,,2006,TELEGRAPH VOYAGE,PG,English,20.99,4.99,148,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,3
880,,2006,TELEMARK HEARTBREAKERS,PG-13,English,9.99,2.99,152,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse,6
881,,2006,TEMPLE ATTRACTION,PG,English,13.99,4.99,71,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,5
882,,2006,TENENBAUMS COMMAND,PG-13,English,24.99,0.99,99,A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico,4
883,,2006,TEQUILA PAST,PG,English,17.99,4.99,53,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,6
884,,2006,TERMINATOR CLUB,R,English,11.99,4.99,88,A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico,5
885,,2006,TEXAS WATCH,NC-17,English,22.99,0.99,179,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,7
886,,2006,THEORY MERMAID,PG-13,English,9.99,0.99,184,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,5
887,,2006,THIEF PELICAN,PG-13,English,28.99,4.99,135,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,5
888,,2006,THIN SAGEBRUSH,PG-13,English,9.99,4.99,53,A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India,5
889,,2006,TIES HUNGER,R,English,28.99,4.99,111,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,3
890,,2006,TIGHTS DAWN,R,English,14.99,0.99,172,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,5
891,,2006,TIMBERLAND SKY,G,English,13.99,0.99,69,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,3
892,,2006,TITANIC BOONDOCK,R,English,18.99,4.99,104,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,3
893,,2006,TITANS JERK,PG,English,11.99,4.99,91,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,4
894,,2006,TOMATOES HELLFIGHTERS,PG,English,23.99,0.99,68,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,6
895,,2006,TOMORROW HUSTLER,R,English,21.99,2.99,142,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,3
896,,2006,TOOTSIE PILOT,PG,English,10.99,0.99,157,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,3
897,,2006,TORQUE BOUND,G,English,27.99,4.99,179,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,3
898,,2006,TOURIST PELICAN,PG-13,English,18.99,4.99,152,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,4
899,,2006,TOWERS HURRICANE,NC-17,English,14.99,0.99,144,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,7
900,,2006,TOWN ARK,R,English,17.99,2.99,136,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,6
901,,2006,TRACY CIDER,G,English,29.99,0.99,142,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,3
902,,2006,TRADING PINOCCHIO,PG,English,22.99,4.99,170,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,6
903,,2006,TRAFFIC HOBBIT,G,English,13.99,4.99,139,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,5
904,,2006,TRAIN BUNCH,R,English,26.99,4.99,71,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,3
905,,2006,TRAINSPOTTING STRANGERS,PG-13,English,10.99,4.99,132,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,7
906,,2006,TRAMP OTHERS,PG,English,27.99,0.99,171,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,4
907,,2006,TRANSLATION SUMMER,PG-13,English,10.99,0.99,168,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,4
908,,2006,TRAP GUYS,G,English,11.99,4.99,110,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,3
909,,2006,TREASURE COMMAND,PG-13,English,28.99,0.99,102,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,3
910,,2006,TREATMENT JEKYLL,PG,English,19.99,0.99,87,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,3
911,,2006,TRIP NEWTON,PG-13,English,14.99,4.99,64,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,7
912,,2006,TROJAN TOMORROW,PG,English,9.99,2.99,52,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,3
913,,2006,TROOPERS METAL,R,English,20.99,0.99,115,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,3
914,,2006,TROUBLE DATE,PG,English,13.99,2.99,61,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,6
915,,2006,TRUMAN CRAZY,G,English,9.99,4.99,92,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,7
916,,2006,TURN STAR,G,English,10.99,2.99,80,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,3
