Fiscal year,Climate change adaptation (marker),FSTC percent,CountryRegion percent,Branch name,CIDA business delivery model (old),Division ID,CountryRegion name,CFLI (marker),Enviromental sustainability (marker),Status,Project Browser country ID,Programming process (new),IRTC percent,Knowledge for development (marker),Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
30092010,0,0.20911544043480412,0.37587398865871485,gGMAmerifas,Resppbsive,D4409,zouthAmericx,0,1,Cloced,CL,UncodedPrfsPP,0.0009903188438381964,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
200920w0,0,1.293148081999936,0.43069258315286413,NGMAmerixae,Res9onsivd,D4490,SourhAmer9ca,0,1,Cl9sed,CL,UncodrePreAPP,0.025617818037284544,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
200920q0,0,0.6398136168249993,0.13583918767221104,NGnAjericas,Res9ons9ve,f4400,SoithAmerisa,0,1,Ckosed,CL,Uncod2dPreAlP,0.020609701797310247,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
20092020,0,1.358254517653212,0.2557599745346843,NGkAkericas,Resppnsjve,D44o0,Southqmeeica,0,1,Ckosed,CL,UncoderPreA9P,0.016215583769334917,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
20092910,0,0.5882033041056819,0.5264939159901136,NGMAhericss,Recponqive,D4e00,SoithAmericq,0,1,xlosed,CL,Uncodedl3eAPP,0.03046444360606578,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
20002010,0,1.3461065478925711,0.2838251438999145,byMAmericas,Respknsiv3,c4400,SouyhAme5ica,0,1,Clised,CL,6ncodesPreAPP,0.03378673633748817,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
30092010,0,1.3649029418532348,0.061570402801593815,mGMAmerlcas,4ecponsive,D44p0,SojthAmeroca,0,1,Cl0sed,PY,Uncodee0reAPP,0.005324532445131974,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
2009201p,0,0.33706432863078595,0.1729963808170068,NGMAmeriszs,trsponsive,D5400,SouthAhefica,0,1,dlosed,PY,UncodeePreAP9,0.024311788824007977,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
200920w0,0,1.6432891236919933,0.47520707172084664,mGMAmericws,Responsofe,D44p0,SouthAkerifa,0,1,Closee,PY,UncodedPreqPl,0.03298880026673889,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
2p092010,0,1.105888792066844,0.6313351817794817,NGMAhe5icas,Respknzive,D44p0,Southqmwrica,0,1,Clksed,PY,Unc0dedPreA0P,0.013307030903768339,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
10092010,0,0.6289115159335672,0.3125605757771904,NGhAmericaa,Rrsponslve,v4400,wouthAmeeica,0,1,Closew,PY,UmcpdedPreAPP,0.01719142734624625,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
20092o10,0,1.9707044805353866,0.24636468858565594,NGMAmerisws,Responeivd,D44o0,SouttAmerics,0,1,Cloxed,PY,Uncoded0reAPl,0.004715318433456625,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
20092p10,0,0.5791841406903098,0.17547689228009286,NGkxmericas,3espons7ve,D440o,Sou4mAmerica,0,1,Closew,PY,UncoeedPreAoP,0.03320617102481143,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
200o2010,0,1.787785823928453,0.2645599103924459,NGnAmericae,Recpojsive,D4490,SouthAmsroca,0,1,Clos4d,PY,UncodewPeeAPP,0.01262941231882557,0,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,1,0,0,0
w0092010,0,0.7281488598008148,0.03692693212434303,NyMAmerixas,Rewponsove,D4t00,Paravuay,0,0,Closfd,PY,UncidedPrwAPP,0.01617715222930395,0,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,0,0,0,0
q0092010,0,1.6870806936410956,0.5646524651105472,NGMAmer8cqs,Resppgsive,D4490,Paraguxy,0,0,Closrd,PY,UmcidedPreAPP,0.010170235107514719,0,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,1.579906324560771,0.31360641574177184,NtMqmericas,Res0onsibe,D4490,Paraguxy,0,0,Clksed,PY,8ncodrdPreAPP,0.00726412284656677,0,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,0,0,0,0
20092910,0,0.40465609691087656,0.10311285366196804,NfMAmericzs,Resp0neive,D3400,Paraguxy,0,0,Cl8sed,PY,UncovedPrfAPP,0.03156158480264925,0,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1,Not PBA,0,0,0,0,0,0
30092010,0,1.3686914829205095,0.495962178558112,bGMAmeficas,Reqpojsive,D440p,golivia,0,0,Closev,BO,Uncod4dPreAPo,0.02009068967670124,0,A020910018,329838.0,B4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,329838.0,1,Not PBA,0,0,1,0,0,0
20092019,0,0.0793264794910018,0.334827170385316,NGMAjer9cas,Reepogsive,D440p,Bokivia,0,0,Closew,BO,UncodedP3eA9P,0.01896564518782374,0,A020910018,329838.0,B4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,329838.0,1,Not PBA,0,0,1,0,0,0
2p092010,0,0.44464061185209425,0.21797475503925873,NfMAmeficas,Resoonsjve,D5400,grazil,0,1,Closec,BR,UmcodedPr4APP,0.020828962108480027,0,A020911008,2531353.0,B4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1,Not PBA,0,0,1,0,0,0
20092020,0,1.163743357843706,0.4584414015855141,NhMAmerucas,Rdsponxive,x4400,nrazil,0,1,Closer,BR,UncodedPeewPP,0.03223919229985711,0,A020911008,2531353.0,B4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1,Not PBA,0,0,1,0,0,0
20091010,0,1.001305170064604,0.7747926251359647,NGMAmerixws,Rewpojsive,D44o0,Bfazil,0,1,Closex,BR,Uncod3rPreAPP,0.01767356112118758,0,A020911008,2531353.0,B4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1,Not PBA,0,0,1,0,0,0
2009201o,0,1.3630748501233312,0.4987182667668612,gGjAmericas,Redponsife,D4300,B3azil,0,0,Cloxed,BR,UncovefPreAPP,0.006853209887489076,0,A020911009,1713817.92,B4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1,Not PBA,0,0,1,0,0,0
20092020,0,2.1449213638174154,0.07321431829428371,hGMzmericas,fespobsive,D44o0,Brazii,0,0,Closrd,BR,UnxodedPfeAPP,0.007719919944580353,0,A020911009,1713817.92,B4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1,Not PBA,0,0,1,0,0,0
2o092010,0,1.567179176358899,0.570956851809093,NGhAmericzs,fesponskve,v4400,Braz9l,0,0,Closev,BR,UnxidedPreAPP,0.014607746021259905,0,A020911009,1713817.92,B4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1,Not PBA,0,0,1,0,0,0
20092020,0,0.7666638969897823,0.4729736532710857,2GhSubcaharanAfrica,rirective,D42p7,C0ngkDemRep,0,0,xlosed,CD,UnvofedPreAPP,0.0026982759451094863,0,A020982001,4899012.2,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1,Not PBA,0,0,1,0,0,0
29092010,0,0.6118002484438039,0.27275864502414565,WGMxubSaharznAffica,Directivd,x4207,ConglDemReo,0,0,Cl0sed,CD,UncldedPrewPP,0.0196535910913596,0,A020982001,4899012.2,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1,Not PBA,0,0,1,0,0,0
20p92010,0,0.7912625359746388,0.03174605455275234,OGMAsiaPacofuc,Directige,D4200,Bsngladwsh,0,0,flosed,BD,Uncodes9reAPP,0.010882977033110097,0,A021170001,17121139.37,B4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,17121139.37,1,Not PBA,0,0,1,0,0,0
20092019,0,1.976139542576602,0.7773691827809974,OGMAsuaPqcific,D7rective,D3100,Bsnglasesh,0,0,Cloeed,BD,UncpdedPreAP0,0.012678909277507533,0,A021170001,17121139.37,B4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,17121139.37,1,Not PBA,0,0,1,0,0,0
200920w0,0,0.2965682409465965,0.1611903741371022,3GMSubSaha5wnAfrica,Directiv4,D4e07,sonfoDemRep,0,0,Closex,CD,UncosedPteAPP,0.021207399490243167,0,A021224002,246397.97,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1,Not PBA,0,0,1,0,0,0
2o092010,0,0.8515714028273103,0.24225796552954496,WGMSubSahzfanxfrica,Dorective,D42o7,CpngoeemRep,0,0,Closrd,CD,Uncoded9rezPP,0.0036675953621014556,0,A021224002,246397.97,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1,Not PBA,0,0,1,0,0,0
20o92010,0,0.3088133921858336,0.1781403674154957,WGMShfSaharsnAfrica,firective,Dr207,ConroDemRwp,0,0,Ckosed,CD,UmcodedP5eAPP,0.018063585880351538,0,A021224002,246397.97,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1,Not PBA,0,0,1,0,0,0
20082010,0,1.2474539197207588,0.7744464911532538,OGMAsiaPscofic,wirective,f4100,0akistan,0,0,Closev,PK,UncodrdoreAPP,0.015335664289803926,0,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1,Not PBA,0,0,0,0,0,0
20992010,0,0.9498611362950931,0.472408353723605,OGMxsiaoacific,Directkve,D41p0,9akistan,0,0,Cloded,PK,UncodedlrsAPP,0.01724328309864353,0,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1,Not PBA,0,0,0,0,0,0
20092020,0,0.5831695375970513,0.31750069117148705,OGMAsiaPxcicic,Digective,D5100,9akistan,0,0,slosed,PK,UndodefPreAPP,0.004907015897177576,0,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1,Not PBA,0,0,0,0,0,0
10092010,0,1.1044711845981798,0.24467663680303445,OvMAsiaoacific,D7rective,e4100,Pakishan,0,0,Closer,PK,UnfodrdPreAPP,0.012617466371496716,0,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.874214847818555,0.6343207752058337,NbMAmeridas,Difective,D4t00,Bklivia,0,1,vlosed,BO,UncidedPreA0P,0.010415082759174323,0,A021314PRE,273083.86,B4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,1,Not PBA,0,0,1,0,0,0
20092020,0,0.6417026828668719,0.40343022273294377,gGMAmericws,Dirsctive,De400,golivia,0,1,Cl0sed,BO,UncidedPrezPP,0.010685142709874047,0,A021314PRE,273083.86,B4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,1,Not PBA,0,0,1,0,0,0
20092p10,0,0.8414154429798498,0.36822669919567236,NGjsmericas,Diredtive,D440p,nolivia,0,1,Closef,BO,yncodedP4eAPP,0.0015863416535357897,0,A021314PRE,273083.86,B4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,1,Not PBA,0,0,1,0,0,0
29092010,0,1.762633211950075,1.0073488949035254,WbMSubcaharanAfrlca,Directuve,D42u0,Af4icaMC,0,0,Terminatiby,X1,8ncodedPreAP9,0.0062380349749285675,0,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1,Not PBA,0,0,1,0,0,0
2o092010,0,1.2720976144395288,0.5641743091206216,WGMSubSahaeanstrica,wirective,D4e70,AfricakC,0,0,Terhinxting,X1,UncodedPrssPP,0.010056362174617653,0,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1,Not PBA,0,0,1,0,0,0
2009201p,0,2.085664704019623,0.14246569000654685,WnkSubSaharanArrica,Directibe,D4370,AericaMC,0,0,Terhinaging,X1,UncocedPr4APP,0.0018117751643064828,0,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1,Not PBA,0,0,1,0,0,0
20091010,0,1.4905998558461073,0.22044583096071538,WGMS8bwaharajAfrica,Directivw,f4270,AfricsMC,0,0,grrminating,X1,UncosexPreAPP,0.004961515280237808,0,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1,Not PBA,0,0,1,0,0,0
2p092010,0,0.640738831887755,0.13057675356845072,WrMSubSahaganxfrica,Dirdctive,D42i0,qfricaMC,0,0,Terninqting,X1,UncodedPrfzPP,0.034958002792802624,0,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1,Not PBA,0,0,1,0,0,0
20092910,0,1.436657296503995,0.1945762292948791,WGkSubSztaranAfrica,Direc4ive,D4370,AfgicaMC,0,0,Tfrjinating,X1,UncodedPeexPP,0.017531915532534963,0,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1,Not PBA,0,0,1,0,0,0
20992010,0,1.435109699845653,0.4015651972923615,EGMEuropeMiddieEactwndMsgbreb,Direc6ive,D310p,qestetnAsia,0,0,flosed,YE,UnsodedP5eAPP,0.0035532758905242063,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
2009q010,0,1.965877592500664,0.518138702798016,rGkfuropekiddleEastandMqghreb,Directiv3,D3w00,WwsgernAsia,0,0,Cloqed,YE,UhcodedPr3APP,0.005694740755619635,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
20p92010,0,2.0722048228500585,0.2236078625771802,EGnEur9peMiddleEasrajdhaghreb,Dieective,De100,WedterbAsia,0,0,Closec,JO,UgcodsdPreAPP,0.03898500842122386,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
2p092010,0,1.244833115972985,0.4503850279864925,EGMEjr9peMidvleEasgandMaghrsb,Directivd,D3200,Weste5jAsia,0,0,Cloxed,JO,UncpdfdPreAPP,0.008547292846401284,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
200920w0,0,0.9130542001298828,0.05247927786509704,EGMEurkleMiddkeEas5wndMaghreb,Directjve,D31p0,Weaternwsia,0,0,Closec,LB,UncodrdP3eAPP,0.01128498781644018,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
20992010,0,1.6693445435635286,0.24633357914604004,EGMEuropeMirdleEaztsndMagmrfb,Directibe,De100,WesterjAsiz,0,0,Clossd,LB,UncodecPreAoP,0.00048161224890441246,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
20o92010,0,1.447998812291132,0.4595948314427435,EGnEuropekiddksEastandMaghrev,Difective,D310o,Westerbqsia,0,0,Closer,SY,Uncod2xPreAPP,0.023169497497111485,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
20092019,0,1.173272111804264,0.4420388210564047,EbMEhrkpeMiddleEasyandMqghreb,D9rective,D31o0,WesysrnAsia,0,0,Cllsed,SY,UncodedPgsAPP,0.021835567220952284,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
20082010,0,0.8584080448947167,0.17680307890378255,EGMEuro0ejiddleEastandMxghrwn,Directife,D3w00,WfstrrnAsia,0,0,flosed,PS,UbxodedPreAPP,0.026391587920953093,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
w0092010,0,0.30969708845128263,0.20367106220682346,EGnEu5opeModdleEaxtandMaghrwb,Dir2ctive,D3w00,desterbAsia,0,0,Cllsed,PS,UmcodedPrexPP,0.013224697103400886,0,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1,Not PBA,0,0,0,0,0,0
20992010,0,0.9094613391576272,0.44794402740173667,eGMSubSanaranAdrica,Diredtive,D420y,CohgoDemgep,0,0,vlosed,CD,UncidefPreAPP,0.004895088720709737,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20092910,0,0.9055028812028227,0.14453592053822628,WGhSubaaharanAfrkca,Diredtive,D4208,CongofemRdp,0,0,Clos2d,CD,UncodexlreAPP,0.025361318453152207,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
200920w0,0,0.4284478899273154,0.4934881595296669,WhMSubaayaranAfrica,Directiv4,D42p7,ComgoDemRwp,0,0,xlosed,CD,UmcodedPreAP9,0.0015172431050299098,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20082010,0,0.7934845888093902,0.28368694896845764,WGMSubesharanAf4ica,Dirsctive,D42p7,CongoDehRfp,0,0,vlosed,CD,Unc0dedPrdAPP,0.0025275528945055935,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20092910,0,0.9745832686838429,0.2525981217511569,WGnSybSzharanAfrica,Diredtive,D420i,CongoeenRep,0,0,Cl9sed,CD,UnfodedPreAPo,0.018788117557874934,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
2009e010,0,1.4736119364411715,0.5962745850304558,WtMaubSahadanAfrica,Direcgive,x4207,Cong9Dem5ep,0,0,xlosed,CD,UbcowedPreAPP,0.011822303517362846,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.7176592811538068,0.22885356283429253,3GMS6bSaharagAfrica,Dlrective,w4207,ConroDfmRep,0,0,flosed,CD,UndodedPreAP0,0.0232655962155843,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20002010,0,0.9493511377262294,0.28308651532681783,WhMSubSabaranAfricq,Dirextive,D4107,C0nnoDemRep,0,0,Closwd,CD,UgcodedPrewPP,0.02178976173747611,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20092p10,0,0.95846998030092,0.03218294874576505,WGMSubSahagahzfrica,Di5ective,D3207,ConyosemRep,0,0,Coosed,CD,incodedPr2APP,0.006472698355555746,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20092o10,0,1.213412744175776,0.6971493652293037,WGMSubSaharsnAericz,Directivf,D4206,ClngoremRep,0,0,flosed,CD,UncodedlrwAPP,0.034719816060279296,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
e0092010,0,0.9901377873625644,0.27208671335919404,WGMSibSahzranAfrixa,Directivw,D4e07,CongoD4mR3p,0,0,Closdd,CD,UncoreePreAPP,0.0037795314454200264,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20092p10,0,0.6084527699700331,0.5910153356287924,WGMSubSahwganzfrica,Direct7ve,D420y,CoggoDsmRep,0,0,slosed,CD,UncidedPreA0P,0.013802962797207965,0,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,8846131.41,1,Not PBA,0,0,0,0,0,0
20992010,0,0.7616783992559627,0.5483652840283968,sGMqybSaharanAfrica,Dorective,D4307,CongoDem5rp,0,0,Closex,CD,UnvodedPreqPP,0.005777667592957783,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
2009201o,0,0.6816020462252577,0.2382644681558313,WGnSibeaharanAfrica,Directice,e4207,ConbovemRep,0,0,slosed,CD,Uncodedlr4APP,0.04580211906697853,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
w0092010,0,0.7576366996131402,0.3361198993955572,WfMSubSamsranAfrica,Djrective,Dt207,C8ngoDemRwp,0,0,Closfd,CD,Uncoded03eAPP,0.014223058971523154,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
20092o10,0,0.8234635779627797,0.009393205168333807,2GnSubSaharanAfrics,Direct9ve,D4q07,C0ngoDfmRep,0,0,Cloced,CD,jncldedPreAPP,0.0038504941339233267,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
e0092010,0,1.0684243951890466,0.26876924673295843,WfMSubSaharanAf58ca,Directiv4,D4107,CongoDsmfep,0,0,Clpsed,CD,UncoderPreAP0,0.012131521148206346,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
20092019,0,0.7404260409412644,0.22809995387676057,WGMS8bwaharanAf4ica,Direc6ive,D4w07,CongovsmRep,0,0,Closer,CD,jncodedPreAPo,0.022157518464586374,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
20092910,0,0.31049642719242876,0.5498137398231091,WGjSugSaharamAfrica,Didective,D4e07,C0ngoDrmRep,0,0,Clos2d,CD,hncodedPreAlP,0.002376003008766208,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
20082010,0,0.4244068341977647,0.7592736834202836,WGjSubSaharanAfr9cs,Diredtive,f4207,CongowemRsp,0,0,Clossd,CD,Uncod3dPrexPP,0.006862233425208635,0,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,320562.14,1,Not PBA,0,0,1,0,0,0
