Fiscal year,Status,Enviromental sustainability (marker),Regional program (marker),Trade development (marker),Children issues (marker),ICT as a tool for development (marker),PBA type,Participatory development and good governance,Bilateral aid (international marker),Continent ID,FSTC percent,Project Browser country ID,Climate change adaptation (marker),Maximum CIDA contribution (project-level),Desertification (marker),Untied amount(Project-level budget),CountryRegion ID,Sector ID,Youth issues (marker),IRTC percent,Project number,CIDA business delivery model (old),Indigenous issues (marker),Division name,Branch ID,Branch name,Division ID,Section ID,Section name,Fund centre ID,Fund centre name,CFLI (marker),Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Urban issues (marker),Disability issues (marker)
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,CL,0,1488850.78,0,0.0,50,15110,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,11220,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,11220,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,12220,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,12220,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,13030,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,13030,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,15110,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,0,1,0,Not PBA,1,1,1,1.0,PY,0,1488850.78,0,0.0,50,15110,0,0.0,A020910001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,0,1,1,1.0,PY,0,861997.0,0,0.0,PY,12110,0,0.0,A020910017,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,0,1,1,1.0,PY,0,861997.0,0,0.0,PY,12181,0,0.0,A020910017,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,0,1,1,1.0,PY,0,861997.0,0,0.0,PY,12230,0,0.0,A020910017,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,0,1,1,1.0,PY,0,861997.0,0,0.0,PY,12281,0,0.0,A020910017,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4422,*Southern Cone,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,329838.0,0,329838.0,BO,15130,0,0.0,A020910018,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,329838.0,0,329838.0,BO,15160,0,0.0,A020910018,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,1,Not PBA,1,1,1,1.0,BR,0,2531353.0,0,0.0,BR,15110,0,0.0,A020911008,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4418,Brazil,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,1,Not PBA,1,1,1,1.0,BR,0,2531353.0,0,0.0,BR,15153,0,0.0,A020911008,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4418,Brazil,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,1,Not PBA,1,1,1,1.0,BR,0,2531353.0,0,0.0,BR,41010,0,0.0,A020911008,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4418,Brazil,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,1,1.0,BR,0,1713817.92,0,0.0,BR,12281,0,0.0,A020911009,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4418,Brazil,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,1,1.0,BR,0,1713817.92,0,0.0,BR,25010,0,0.0,A020911009,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4418,Brazil,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,1,1.0,BR,0,1713817.92,0,0.0,BR,32130,0,0.0,A020911009,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4418,Brazil,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,4899012.2,0,4899012.2,CD,15150,0,0.0,A020982001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,4899012.2,0,4899012.2,CD,24040,0,0.0,A020982001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,Not PBA,1,1,3,1.0,BD,0,17121139.37,0,17121139.37,BD,15130,1,0.0,A021170001,Directive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,4122,Bangladesh,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,Not PBA,1,1,3,1.0,BD,0,17121139.37,0,17121139.37,BD,15130,1,0.0,A021170001,Directive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,4122,Bangladesh,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,246397.97,0,246397.97,CD,15110,0,0.0,A021224002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,246397.97,0,246397.97,CD,15150,0,0.0,A021224002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,246397.97,0,246397.97,CD,24040,0,0.0,A021224002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,PK,0,6566164.53,0,6566164.53,PK,12110,0,0.0,A021236001,Directive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,PK,0,6566164.53,0,6566164.53,PK,12110,0,0.0,A021236001,Directive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,PK,0,6566164.53,0,6566164.53,PK,12281,0,0.0,A021236001,Directive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,PK,0,6566164.53,0,6566164.53,PK,12281,0,0.0,A021236001,Directive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,273083.86,0,0.0,BO,11420,0,0.0,A021314PRE,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,273083.86,0,0.0,BO,32262,0,0.0,A021314PRE,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,273083.86,0,0.0,BO,41081,0,0.0,A021314PRE,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Not PBA,1,1,2,1.0,X1,0,611160.56,0,611160.56,X1,15150,0,0.0,A021334002,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Not PBA,1,1,2,1.0,X1,0,611160.56,0,611160.56,X1,15150,0,0.0,A021334002,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Not PBA,1,1,2,1.0,X1,0,611160.56,0,611160.56,X1,22010,0,0.0,A021334002,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Not PBA,1,1,2,1.0,X1,0,611160.56,0,611160.56,X1,22010,0,0.0,A021334002,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Not PBA,1,1,2,1.0,X1,0,611160.56,0,611160.56,X1,23210,0,0.0,A021334002,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Not PBA,1,1,2,1.0,X1,0,611160.56,0,611160.56,X1,23210,0,0.0,A021334002,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,YE,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,YE,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,JO,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,JO,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,LB,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,LB,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,SY,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,SY,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,PS,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,0,1,3,1.0,PS,0,2694419.4,0,2694419.4,130,15150,0,0.0,A021360001,Directive,0,EDD Europe-Middle East Programming,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12220,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12220,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12230,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12230,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12250,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12250,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12281,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,12281,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,14031,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,14031,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,14032,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,8846131.41,0,8846131.41,CD,14032,0,0.0,A021363001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,12220,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,12220,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,12240,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,12240,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,16010,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,16010,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,43010,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,320562.14,0,320562.14,CD,43010,0,0.0,A021367002,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,AG,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,AG,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,AI,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,AI,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,DM,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,DM,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,GD,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,GD,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,KN,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,KN,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,LC,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,LC,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,MS,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,MS,0,1735857.03,0,1735857.03,960,15150,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,1,Not PBA,1,1,1,1.0,VC,0,1735857.03,0,1735857.03,960,15110,0,0.0,A021397004,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
