Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,50,Closed,38.6778,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Uncoded,NGM Americas,Unknown,50,Closed,14.4006,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,50,Closed,1547.112,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Uncoded,NGM Americas,Unknown,50,Closed,576.024,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,50,Closed,193.389,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Uncoded,NGM Americas,Unknown,50,Closed,72.003,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,50,Closed,154.7112,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Uncoded,NGM Americas,Unknown,50,Closed,57.6024,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,50,Closed,38.6778,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Uncoded,NGM Americas,Unknown,50,Closed,14.4006,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,50,Closed,1547.112,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Uncoded,NGM Americas,Unknown,50,Closed,576.024,1,A020910001,1488850.78,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,COLLEGE,PY,Closed,73790.0,1,A020910017,861997.0,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,COLLEGE,PY,Closed,29516.0,1,A020910017,861997.0,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,COLLEGE,PY,Closed,73790.0,1,A020910017,861997.0,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,COLLEGE,PY,Closed,118064.0,1,A020910017,861997.0,B4400,D4400,NDD Americas Programming,S4413,4422,*Southern Cone,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,PROFESSIONAL ASSOCIATION,BO,Closed,95109.75,1,A020910018,329838.0,B4400,D4400,NDD Americas Programming,S4413,4416,Bolivia,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,PROFESSIONAL ASSOCIATION,BO,Closed,31703.25,1,A020910018,329838.0,B4400,D4400,NDD Americas Programming,S4413,4416,Bolivia,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,UNIVERSITY,BR,Closed,114314.0,1,A020911008,2531353.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,UNIVERSITY,BR,Closed,22862.8,1,A020911008,2531353.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,UNIVERSITY,BR,Closed,91451.2,1,A020911008,2531353.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,UNIVERSITY,BR,Closed,34455.201,1,A020911009,1713817.92,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,UNIVERSITY,BR,Closed,45940.268,1,A020911009,1713817.92,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,UNIVERSITY,BR,Closed,34455.201,1,A020911009,1713817.92,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,ASSOCIATIONS,CD,Closed,189293.25600000002,2,A020982001,4899012.2,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,ASSOCIATIONS,CD,Closed,126195.504,2,A020982001,4899012.2,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Bangladesh Section,1.0,0,Canadian Non-Profit Making,OGM Asia Pacific,NGO,BD,Closed,1295.0,3,A021170001,17121139.37,B4100,D4100,OAD Asia Programming,S4122,4122,Bangladesh,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Bangladesh Section,1.0,0,Canadian Profit Making,OGM Asia Pacific,CONSULTING SERVICES,BD,Closed,815612.94,3,A021170001,17121139.37,B4100,D4100,OAD Asia Programming,S4122,4122,Bangladesh,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,2197.7129999999997,2,A021224002,246397.97,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,246397.97,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,2197.7129999999997,2,A021224002,246397.97,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,246397.97,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,2930.284,2,A021224002,246397.97,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,246397.97,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,CONSULTING SERVICES,PK,Closed,701241.285,3,A021236001,6566164.53,B4100,D4100,OAD Asia Programming,S4141,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,CONSULTING SERVICES,PK,Closed,13194.325,3,A021236001,6566164.53,B4100,D4100,OAD Asia Programming,S4141,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,CONSULTING SERVICES,PK,Closed,701241.285,3,A021236001,6566164.53,B4100,D4100,OAD Asia Programming,S4141,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,CONSULTING SERVICES,PK,Closed,13194.325,3,A021236001,6566164.53,B4100,D4100,OAD Asia Programming,S4141,4124,Pakistan,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Foreign Non-Profit Making,NGM Americas,ASSOCIATIONS,BO,Closed,13714.68,1,A021314PRE,273083.86,B4400,D4400,NDD Americas Programming,S4413,4416,Bolivia,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Foreign Non-Profit Making,NGM Americas,ASSOCIATIONS,BO,Closed,13714.68,1,A021314PRE,273083.86,B4400,D4400,NDD Americas Programming,S4413,4416,Bolivia,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Foreign Non-Profit Making,NGM Americas,ASSOCIATIONS,BO,Closed,6857.34,1,A021314PRE,273083.86,B4400,D4400,NDD Americas Programming,S4413,4416,Bolivia,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,"Ethiopia, PanAfrica, SubRegional",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,NGO,X1,Terminating,4329.733,2,A021334002,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,"Ethiopia, PanAfrica, SubRegional",1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,X1,Terminating,2565.288,2,A021334002,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,"Ethiopia, PanAfrica, SubRegional",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,NGO,X1,Terminating,25978.397999999997,2,A021334002,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,"Ethiopia, PanAfrica, SubRegional",1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,X1,Terminating,15391.728000000001,2,A021334002,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,"Ethiopia, PanAfrica, SubRegional",1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,NGO,X1,Terminating,12989.198999999999,2,A021334002,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,"Ethiopia, PanAfrica, SubRegional",1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,X1,Terminating,7695.8640000000005,2,A021334002,611160.56,B4200,D4270,WED Southern & Eastern Africa,S4227,4246,PanAfrica,611160.56,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,130,Closed,3966.9448,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",UNIVERSITY,130,Closed,370.56699999999995,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,130,Closed,11900.8344,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",UNIVERSITY,130,Closed,1111.701,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,130,Closed,11900.8344,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",UNIVERSITY,130,Closed,1111.701,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,130,Closed,11900.8344,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",UNIVERSITY,130,Closed,1111.701,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,130,Closed,158677.792,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,West Bank Gaza & Palestinian Refugees,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",UNIVERSITY,130,Closed,14822.68,3,A021360001,2694419.4,B3100,D3100,EDD Europe-Middle East Programming,S4264,4268,Middle East Peace Process,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,13252.456,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,491765.76399999997,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,3313.114,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,122941.44099999999,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,6626.228,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,245882.88199999998,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,3313.114,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,122941.44099999999,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,3313.114,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,122941.44099999999,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,3313.114,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,122941.44099999999,2,A021363001,8846131.41,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,3982.808,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,14088.412,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,1991.404,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,7044.206,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,1991.404,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,7044.206,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,CD,Closed,1991.404,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Central Africa & Great Lakes Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,CD,Closed,7044.206,2,A021367002,320562.14,B4200,D4207,WWD West & Central Africa,S4287,4298,Democratic Republic of Congo,320562.14,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,960,Closed,9182.535,1,A021397004,1735857.03,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,960,Closed,9182.535,1,A021397004,1735857.03,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,960,Closed,9182.535,1,A021397004,1735857.03,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,960,Closed,9182.535,1,A021397004,1735857.03,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,960,Closed,9182.535,1,A021397004,1735857.03,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,960,Closed,9182.535,1,A021397004,1735857.03,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
